Rank 107639: 106640 - [000, 107639, 000] - HP: 247, STR: 897, VIT: 100, SPD: 12, LUK: 1, Attack: 132837, Defense: 83937, Current HP: 247, A Avg: 1106532, D Avg: 117511, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106854 - [000, 107639, 000] - HP: 418, STR: 1467, VIT: 402, SPD: 7, LUK: 1, Attack: 133692, Defense: 84265, Current HP: 418, A Avg: 1113654, D Avg: 117970, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106855 - [000, 107639, 000] - HP: 286, STR: 946, VIT: 113, SPD: 7, LUK: 1, Attack: 132911, Defense: 83976, Current HP: 286, A Avg: 1107148, D Avg: 117566, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106856 - [000, 107639, 000] - HP: 247, STR: 1395, VIT: 89, SPD: 7, LUK: 1, Attack: 133584, Defense: 83952, Current HP: 247, A Avg: 1112754, D Avg: 117532, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106857 - [000, 107639, 000] - HP: 228, STR: 1459, VIT: 130, SPD: 9, LUK: 1, Attack: 133680, Defense: 83993, Current HP: 228, A Avg: 1113554, D Avg: 117590, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106858 - [000, 107639, 000] - HP: 237, STR: 932, VIT: 83, SPD: 7, LUK: 1, Attack: 132890, Defense: 83972, Current HP: 237, A Avg: 1106973, D Avg: 117560, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106859 - [000, 107639, 000] - HP: 228, STR: 943, VIT: 83, SPD: 7, LUK: 1, Attack: 132906, Defense: 83972, Current HP: 228, A Avg: 1107106, D Avg: 117560, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106860 - [000, 107639, 000] - HP: 348, STR: 932, VIT: 66, SPD: 7, LUK: 1, Attack: 132890, Defense: 83955, Current HP: 348, A Avg: 1106973, D Avg: 117536, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106861 - [000, 107639, 000] - HP: 266, STR: 932, VIT: 66, SPD: 14, LUK: 1, Attack: 132890, Defense: 83955, Current HP: 266, A Avg: 1106973, D Avg: 117536, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106862 - [000, 107639, 000] - HP: 247, STR: 1187, VIT: 76, SPD: 12, LUK: 1, Attack: 133272, Defense: 83965, Current HP: 247, A Avg: 1110155, D Avg: 117550, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106863 - [000, 107639, 000] - HP: 228, STR: 943, VIT: 113, SPD: 7, LUK: 1, Attack: 132906, Defense: 84002, Current HP: 228, A Avg: 1107106, D Avg: 117602, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106864 - [000, 107639, 000] - HP: 247, STR: 954, VIT: 76, SPD: 7, LUK: 2, Attack: 132923, Defense: 83965, Current HP: 247, A Avg: 1107248, D Avg: 117550, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106865 - [000, 107639, 000] - HP: 228, STR: 1420, VIT: 76, SPD: 7, LUK: 1, Attack: 133622, Defense: 83965, Current HP: 228, A Avg: 1113071, D Avg: 117550, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106866 - [000, 107639, 000] - HP: 493, STR: 943, VIT: 87, SPD: 7, LUK: 1, Attack: 132906, Defense: 83976, Current HP: 493, A Avg: 1107106, D Avg: 117566, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106867 - [000, 107639, 000] - HP: 415, STR: 998, VIT: 66, SPD: 7, LUK: 1, Attack: 132989, Defense: 83955, Current HP: 415, A Avg: 1107798, D Avg: 117536, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106868 - [000, 107639, 000] - HP: 484, STR: 932, VIT: 113, SPD: 7, LUK: 1, Attack: 132890, Defense: 84002, Current HP: 484, A Avg: 1106973, D Avg: 117602, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106869 - [000, 107639, 000] - HP: 396, STR: 998, VIT: 56, SPD: 7, LUK: 2, Attack: 132989, Defense: 83945, Current HP: 396, A Avg: 1107798, D Avg: 117522, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106870 - [000, 107639, 000] - HP: 285, STR: 1060, VIT: 97, SPD: 12, LUK: 1, Attack: 133082, Defense: 83986, Current HP: 285, A Avg: 1108573, D Avg: 117580, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106871 - [000, 107639, 000] - HP: 228, STR: 1991, VIT: 56, SPD: 7, LUK: 1, Attack: 134478, Defense: 83945, Current HP: 228, A Avg: 1120201, D Avg: 117522, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 106872 - [000, 107639, 000] - HP: 240, STR: 1597, VIT: 167, SPD: 8, LUK: 1, Attack: 133887, Defense: 84056, Current HP: 240, A Avg: 1115278, D Avg: 117678, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 106873 - [000, 107639, 000] - HP: 323, STR: 1420, VIT: 114, SPD: 7, LUK: 1, Attack: 133622, Defense: 84003, Current HP: 323, A Avg: 1113071, D Avg: 117604, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 106874 - [000, 107639, 000] - HP: 228, STR: 1016, VIT: 56, SPD: 7, LUK: 2, Attack: 133016, Defense: 83945, Current HP: 228, A Avg: 1108023, D Avg: 117522, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 106875 - [000, 107639, 000] - HP: 461, STR: 1137, VIT: 284, SPD: 9, LUK: 1, Attack: 133197, Defense: 84173, Current HP: 461, A Avg: 1109531, D Avg: 117842, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 106876 - [000, 107639, 000] - HP: 456, STR: 1831, VIT: 80, SPD: 7, LUK: 1, Attack: 134238, Defense: 83969, Current HP: 456, A Avg: 1118202, D Avg: 117556, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 106877 - [000, 107639, 000] - HP: 494, STR: 1489, VIT: 415, SPD: 7, LUK: 1, Attack: 133725, Defense: 84304, Current HP: 494, A Avg: 1113929, D Avg: 118025, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106878 - [000, 107639, 000] - HP: 374, STR: 963, VIT: 126, SPD: 7, LUK: 1, Attack: 132936, Defense: 84015, Current HP: 374, A Avg: 1107356, D Avg: 117620, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106879 - [000, 107639, 000] - HP: 323, STR: 1420, VIT: 97, SPD: 7, LUK: 1, Attack: 133622, Defense: 83986, Current HP: 323, A Avg: 1113071, D Avg: 117580, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106880 - [000, 107639, 000] - HP: 304, STR: 1484, VIT: 139, SPD: 9, LUK: 1, Attack: 133718, Defense: 84028, Current HP: 304, A Avg: 1113870, D Avg: 117639, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106881 - [000, 107639, 000] - HP: 199, STR: 833, VIT: 135, SPD: 8, LUK: 1, Attack: 132741, Defense: 84557, Current HP: 199, A Avg: 1105732, D Avg: 118379, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106882 - [000, 107639, 000] - HP: 190, STR: 844, VIT: 135, SPD: 8, LUK: 1, Attack: 132758, Defense: 84557, Current HP: 190, A Avg: 1105874, D Avg: 118379, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106883 - [000, 107639, 000] - HP: 290, STR: 833, VIT: 101, SPD: 8, LUK: 1, Attack: 132741, Defense: 84523, Current HP: 290, A Avg: 1105732, D Avg: 118332, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106884 - [000, 107639, 000] - HP: 228, STR: 833, VIT: 101, SPD: 15, LUK: 1, Attack: 132741, Defense: 84523, Current HP: 228, A Avg: 1105732, D Avg: 118332, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106885 - [000, 107639, 000] - HP: 209, STR: 1071, VIT: 112, SPD: 13, LUK: 1, Attack: 133098, Defense: 84534, Current HP: 209, A Avg: 1108706, D Avg: 118347, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106886 - [000, 107639, 000] - HP: 190, STR: 844, VIT: 166, SPD: 8, LUK: 1, Attack: 132758, Defense: 84588, Current HP: 190, A Avg: 1105874, D Avg: 118423, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106887 - [000, 107639, 000] - HP: 209, STR: 854, VIT: 112, SPD: 8, LUK: 2, Attack: 132773, Defense: 84534, Current HP: 209, A Avg: 1105999, D Avg: 118347, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106888 - [000, 107639, 000] - HP: 190, STR: 1292, VIT: 112, SPD: 8, LUK: 1, Attack: 133430, Defense: 84534, Current HP: 190, A Avg: 1111471, D Avg: 118347, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106889 - [000, 107639, 000] - HP: 435, STR: 844, VIT: 122, SPD: 8, LUK: 1, Attack: 132758, Defense: 84544, Current HP: 435, A Avg: 1105874, D Avg: 118361, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106890 - [000, 107639, 000] - HP: 351, STR: 896, VIT: 101, SPD: 8, LUK: 1, Attack: 132836, Defense: 84523, Current HP: 351, A Avg: 1106523, D Avg: 118332, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106891 - [000, 107639, 000] - HP: 440, STR: 833, VIT: 166, SPD: 8, LUK: 1, Attack: 132741, Defense: 84588, Current HP: 440, A Avg: 1105732, D Avg: 118423, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106892 - [000, 107639, 000] - HP: 352, STR: 896, VIT: 91, SPD: 8, LUK: 2, Attack: 132836, Defense: 84513, Current HP: 352, A Avg: 1106523, D Avg: 118318, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106893 - [000, 107639, 000] - HP: 247, STR: 952, VIT: 132, SPD: 13, LUK: 1, Attack: 132920, Defense: 84554, Current HP: 247, A Avg: 1107223, D Avg: 118375, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106894 - [000, 107639, 000] - HP: 190, STR: 1838, VIT: 91, SPD: 8, LUK: 1, Attack: 134249, Defense: 84513, Current HP: 190, A Avg: 1118294, D Avg: 118318, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 106895 - [000, 107639, 000] - HP: 200, STR: 1462, VIT: 204, SPD: 9, LUK: 1, Attack: 133685, Defense: 84626, Current HP: 200, A Avg: 1113596, D Avg: 118476, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 106896 - [000, 107639, 000] - HP: 285, STR: 1292, VIT: 149, SPD: 8, LUK: 1, Attack: 133430, Defense: 84571, Current HP: 285, A Avg: 1111471, D Avg: 118399, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 106897 - [000, 107639, 000] - HP: 190, STR: 913, VIT: 91, SPD: 8, LUK: 2, Attack: 132861, Defense: 84513, Current HP: 190, A Avg: 1106732, D Avg: 118318, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 106898 - [000, 107639, 000] - HP: 419, STR: 1028, VIT: 340, SPD: 9, LUK: 1, Attack: 133034, Defense: 84762, Current HP: 419, A Avg: 1108173, D Avg: 118666, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 106899 - [000, 107639, 000] - HP: 418, STR: 1676, VIT: 116, SPD: 8, LUK: 1, Attack: 134006, Defense: 84538, Current HP: 418, A Avg: 1116269, D Avg: 118353, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 106900 - [000, 107639, 000] - HP: 456, STR: 1363, VIT: 467, SPD: 8, LUK: 1, Attack: 133536, Defense: 84889, Current HP: 456, A Avg: 1112354, D Avg: 118844, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106901 - [000, 107639, 000] - HP: 330, STR: 863, VIT: 178, SPD: 8, LUK: 1, Attack: 132786, Defense: 84600, Current HP: 330, A Avg: 1106107, D Avg: 118439, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106902 - [000, 107639, 000] - HP: 285, STR: 1292, VIT: 132, SPD: 8, LUK: 1, Attack: 133430, Defense: 84554, Current HP: 285, A Avg: 1111471, D Avg: 118375, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106903 - [000, 107639, 000] - HP: 266, STR: 1354, VIT: 174, SPD: 10, LUK: 1, Attack: 133523, Defense: 84596, Current HP: 266, A Avg: 1112246, D Avg: 118434, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106904 - [000, 107639, 000] - HP: 306, STR: 785, VIT: 135, SPD: 7, LUK: 1, Attack: 132669, Defense: 84697, Current HP: 306, A Avg: 1105132, D Avg: 118575, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106905 - [000, 107639, 000] - HP: 296, STR: 795, VIT: 135, SPD: 7, LUK: 1, Attack: 132684, Defense: 84697, Current HP: 296, A Avg: 1105257, D Avg: 118575, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106906 - [000, 107639, 000] - HP: 444, STR: 785, VIT: 101, SPD: 7, LUK: 1, Attack: 132669, Defense: 84663, Current HP: 444, A Avg: 1105132, D Avg: 118528, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106907 - [000, 107639, 000] - HP: 336, STR: 785, VIT: 101, SPD: 14, LUK: 1, Attack: 132669, Defense: 84663, Current HP: 336, A Avg: 1105132, D Avg: 118528, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106908 - [000, 107639, 000] - HP: 316, STR: 1009, VIT: 112, SPD: 12, LUK: 1, Attack: 133005, Defense: 84674, Current HP: 316, A Avg: 1107931, D Avg: 118543, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106909 - [000, 107639, 000] - HP: 296, STR: 795, VIT: 166, SPD: 7, LUK: 1, Attack: 132684, Defense: 84728, Current HP: 296, A Avg: 1105257, D Avg: 118619, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106910 - [000, 107639, 000] - HP: 316, STR: 806, VIT: 112, SPD: 7, LUK: 2, Attack: 132701, Defense: 84674, Current HP: 316, A Avg: 1105399, D Avg: 118543, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106911 - [000, 107639, 000] - HP: 296, STR: 1221, VIT: 112, SPD: 7, LUK: 1, Attack: 133323, Defense: 84674, Current HP: 296, A Avg: 1110580, D Avg: 118543, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106912 - [000, 107639, 000] - HP: 594, STR: 795, VIT: 122, SPD: 7, LUK: 1, Attack: 132684, Defense: 84684, Current HP: 594, A Avg: 1105257, D Avg: 118557, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106913 - [000, 107639, 000] - HP: 521, STR: 848, VIT: 101, SPD: 7, LUK: 1, Attack: 132764, Defense: 84663, Current HP: 521, A Avg: 1105924, D Avg: 118528, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106914 - [000, 107639, 000] - HP: 570, STR: 785, VIT: 166, SPD: 7, LUK: 1, Attack: 132669, Defense: 84728, Current HP: 570, A Avg: 1105132, D Avg: 118619, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106915 - [000, 107639, 000] - HP: 478, STR: 848, VIT: 91, SPD: 7, LUK: 2, Attack: 132764, Defense: 84653, Current HP: 478, A Avg: 1105924, D Avg: 118514, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106916 - [000, 107639, 000] - HP: 356, STR: 897, VIT: 132, SPD: 12, LUK: 1, Attack: 132837, Defense: 84694, Current HP: 356, A Avg: 1106532, D Avg: 118571, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106917 - [000, 107639, 000] - HP: 296, STR: 1753, VIT: 91, SPD: 7, LUK: 1, Attack: 134121, Defense: 84653, Current HP: 296, A Avg: 1117227, D Avg: 118514, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 106918 - [000, 107639, 000] - HP: 310, STR: 1388, VIT: 204, SPD: 8, LUK: 1, Attack: 133574, Defense: 84766, Current HP: 310, A Avg: 1112671, D Avg: 118672, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 106919 - [000, 107639, 000] - HP: 396, STR: 1221, VIT: 149, SPD: 7, LUK: 1, Attack: 133323, Defense: 84711, Current HP: 396, A Avg: 1110580, D Avg: 118595, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 106920 - [000, 107639, 000] - HP: 296, STR: 865, VIT: 91, SPD: 7, LUK: 2, Attack: 132789, Defense: 84653, Current HP: 296, A Avg: 1106132, D Avg: 118514, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 106921 - [000, 107639, 000] - HP: 545, STR: 975, VIT: 340, SPD: 9, LUK: 1, Attack: 132954, Defense: 84902, Current HP: 545, A Avg: 1107506, D Avg: 118862, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 106922 - [000, 107639, 000] - HP: 536, STR: 1582, VIT: 116, SPD: 7, LUK: 1, Attack: 133865, Defense: 84678, Current HP: 536, A Avg: 1115095, D Avg: 118549, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 106923 - [000, 107639, 000] - HP: 576, STR: 1301, VIT: 467, SPD: 7, LUK: 1, Attack: 133443, Defense: 85029, Current HP: 576, A Avg: 1111580, D Avg: 119040, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106924 - [000, 107639, 000] - HP: 455, STR: 814, VIT: 178, SPD: 7, LUK: 1, Attack: 132713, Defense: 84740, Current HP: 455, A Avg: 1105499, D Avg: 118635, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106925 - [000, 107639, 000] - HP: 396, STR: 1221, VIT: 132, SPD: 7, LUK: 1, Attack: 133323, Defense: 84694, Current HP: 396, A Avg: 1110580, D Avg: 118571, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106926 - [000, 107639, 000] - HP: 376, STR: 1283, VIT: 174, SPD: 9, LUK: 1, Attack: 133416, Defense: 84736, Current HP: 376, A Avg: 1111355, D Avg: 118630, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106927 - [000, 107639, 000] - HP: 195, STR: 853, VIT: 83, SPD: 7, LUK: 1, Attack: 132771, Defense: 84583, Current HP: 195, A Avg: 1105982, D Avg: 118416, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106928 - [000, 107639, 000] - HP: 186, STR: 864, VIT: 83, SPD: 7, LUK: 1, Attack: 132788, Defense: 84583, Current HP: 186, A Avg: 1106124, D Avg: 118416, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106929 - [000, 107639, 000] - HP: 284, STR: 853, VIT: 66, SPD: 7, LUK: 1, Attack: 132771, Defense: 84566, Current HP: 284, A Avg: 1105982, D Avg: 118392, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106930 - [000, 107639, 000] - HP: 224, STR: 853, VIT: 66, SPD: 14, LUK: 1, Attack: 132771, Defense: 84566, Current HP: 224, A Avg: 1105982, D Avg: 118392, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106931 - [000, 107639, 000] - HP: 205, STR: 1086, VIT: 76, SPD: 12, LUK: 1, Attack: 133121, Defense: 84576, Current HP: 205, A Avg: 1108897, D Avg: 118406, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106932 - [000, 107639, 000] - HP: 186, STR: 864, VIT: 113, SPD: 7, LUK: 1, Attack: 132788, Defense: 84613, Current HP: 186, A Avg: 1106124, D Avg: 118458, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106933 - [000, 107639, 000] - HP: 205, STR: 875, VIT: 76, SPD: 7, LUK: 2, Attack: 132804, Defense: 84576, Current HP: 205, A Avg: 1106257, D Avg: 118406, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106934 - [000, 107639, 000] - HP: 186, STR: 1305, VIT: 76, SPD: 7, LUK: 1, Attack: 133449, Defense: 84576, Current HP: 186, A Avg: 1111630, D Avg: 118406, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106935 - [000, 107639, 000] - HP: 429, STR: 864, VIT: 87, SPD: 7, LUK: 1, Attack: 132788, Defense: 84587, Current HP: 429, A Avg: 1106124, D Avg: 118421, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106936 - [000, 107639, 000] - HP: 345, STR: 919, VIT: 66, SPD: 7, LUK: 1, Attack: 132870, Defense: 84566, Current HP: 345, A Avg: 1106807, D Avg: 118392, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106937 - [000, 107639, 000] - HP: 435, STR: 853, VIT: 113, SPD: 7, LUK: 1, Attack: 132771, Defense: 84613, Current HP: 435, A Avg: 1105982, D Avg: 118458, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106938 - [000, 107639, 000] - HP: 347, STR: 919, VIT: 56, SPD: 7, LUK: 2, Attack: 132870, Defense: 84556, Current HP: 347, A Avg: 1106807, D Avg: 118378, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106939 - [000, 107639, 000] - HP: 243, STR: 970, VIT: 97, SPD: 12, LUK: 1, Attack: 132947, Defense: 84597, Current HP: 243, A Avg: 1107448, D Avg: 118435, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106940 - [000, 107639, 000] - HP: 186, STR: 1854, VIT: 56, SPD: 7, LUK: 1, Attack: 134273, Defense: 84556, Current HP: 186, A Avg: 1118494, D Avg: 118378, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of power[314, 0, 0, 0]]
