Rank 1000: HP: 247, STR: 278, VIT: 233, SPD: 8, LUK: 1, Attack: 86806, Defense: 90011, Current HP: 247, A Avg: 93316, D Avg: 90011, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 755: HP: 374, STR: 22, VIT: 270, SPD: 8, LUK: 1, Attack: 83787, Defense: 90048, Current HP: 374, A Avg: 87976, D Avg: 90048, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 754: HP: 133, STR: 35, VIT: 270, SPD: 8, LUK: 1, Attack: 83807, Defense: 90048, Current HP: 133, A Avg: 87997, D Avg: 90048, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 753: HP: 374, STR: 27, VIT: 270, SPD: 8, LUK: 1, Attack: 83799, Defense: 90048, Current HP: 374, A Avg: 87988, D Avg: 90048, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 752: HP: 133, STR: 44, VIT: 270, SPD: 8, LUK: 1, Attack: 83855, Defense: 90048, Current HP: 133, A Avg: 88047, D Avg: 90048, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 751: HP: 374, STR: 36, VIT: 270, SPD: 8, LUK: 1, Attack: 83847, Defense: 90048, Current HP: 374, A Avg: 88039, D Avg: 90048, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 750: HP: 133, STR: 59, VIT: 270, SPD: 8, LUK: 1, Attack: 83831, Defense: 90048, Current HP: 133, A Avg: 88022, D Avg: 90048, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 749: HP: 374, STR: 35, VIT: 270, SPD: 8, LUK: 1, Attack: 83807, Defense: 90048, Current HP: 374, A Avg: 87997, D Avg: 90048, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 748: HP: 133, STR: 36, VIT: 270, SPD: 8, LUK: 1, Attack: 83860, Defense: 90048, Current HP: 133, A Avg: 88053, D Avg: 90048, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 747: HP: 374, STR: 28, VIT: 270, SPD: 8, LUK: 1, Attack: 83852, Defense: 90048, Current HP: 374, A Avg: 88044, D Avg: 90048, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 746: HP: 133, STR: 51, VIT: 270, SPD: 8, LUK: 1, Attack: 83894, Defense: 90048, Current HP: 133, A Avg: 88088, D Avg: 90048, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 745: HP: 374, STR: 43, VIT: 270, SPD: 8, LUK: 1, Attack: 83886, Defense: 90048, Current HP: 374, A Avg: 88080, D Avg: 90048, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 744: HP: 152, STR: 51, VIT: 270, SPD: 8, LUK: 1, Attack: 83940, Defense: 90048, Current HP: 152, A Avg: 88137, D Avg: 90048, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 743: HP: 396, STR: 43, VIT: 270, SPD: 8, LUK: 1, Attack: 83932, Defense: 90048, Current HP: 396, A Avg: 88128, D Avg: 90048, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 742: HP: 133, STR: 30, VIT: 270, SPD: 8, LUK: 1, Attack: 83798, Defense: 90048, Current HP: 133, A Avg: 87987, D Avg: 90048, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 741: HP: 374, STR: 22, VIT: 270, SPD: 8, LUK: 1, Attack: 83790, Defense: 90048, Current HP: 374, A Avg: 87979, D Avg: 90048, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 740: HP: 152, STR: 35, VIT: 270, SPD: 8, LUK: 1, Attack: 83878, Defense: 90048, Current HP: 152, A Avg: 88071, D Avg: 90048, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 739: HP: 142, STR: 43, VIT: 270, SPD: 8, LUK: 1, Attack: 83886, Defense: 90048, Current HP: 142, A Avg: 88080, D Avg: 90048, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 738: HP: 133, STR: 67, VIT: 270, SPD: 8, LUK: 1, Attack: 84190, Defense: 90048, Current HP: 133, A Avg: 88399, D Avg: 90048, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 737: HP: 374, STR: 59, VIT: 270, SPD: 8, LUK: 1, Attack: 84182, Defense: 90048, Current HP: 374, A Avg: 88391, D Avg: 90048, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 736: HP: 142, STR: 41, VIT: 270, SPD: 8, LUK: 1, Attack: 84125, Defense: 90048, Current HP: 142, A Avg: 88331, D Avg: 90048, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 735: HP: 133, STR: 49, VIT: 270, SPD: 8, LUK: 1, Attack: 84133, Defense: 90048, Current HP: 133, A Avg: 88339, D Avg: 90048, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 734: HP: 152, STR: 35, VIT: 270, SPD: 8, LUK: 1, Attack: 83907, Defense: 90048, Current HP: 152, A Avg: 88102, D Avg: 90048, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 733: HP: 142, STR: 43, VIT: 270, SPD: 8, LUK: 1, Attack: 83915, Defense: 90048, Current HP: 142, A Avg: 88110, D Avg: 90048, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 732: HP: 152, STR: 35, VIT: 270, SPD: 8, LUK: 1, Attack: 83934, Defense: 90048, Current HP: 152, A Avg: 88130, D Avg: 90048, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 731: HP: 142, STR: 43, VIT: 270, SPD: 8, LUK: 1, Attack: 83942, Defense: 90048, Current HP: 142, A Avg: 88139, D Avg: 90048, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 730: HP: 152, STR: 35, VIT: 270, SPD: 8, LUK: 1, Attack: 83961, Defense: 90048, Current HP: 152, A Avg: 88159, D Avg: 90048, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 729: HP: 142, STR: 43, VIT: 270, SPD: 8, LUK: 1, Attack: 83969, Defense: 90048, Current HP: 142, A Avg: 88167, D Avg: 90048, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 728: HP: 152, STR: 57, VIT: 270, SPD: 8, LUK: 1, Attack: 84063, Defense: 90048, Current HP: 152, A Avg: 88266, D Avg: 90048, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 727: HP: 396, STR: 49, VIT: 270, SPD: 8, LUK: 1, Attack: 84055, Defense: 90048, Current HP: 396, A Avg: 88257, D Avg: 90048, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 726: HP: 142, STR: 36, VIT: 270, SPD: 8, LUK: 1, Attack: 84029, Defense: 90048, Current HP: 142, A Avg: 88230, D Avg: 90048, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 725: HP: 385, STR: 28, VIT: 270, SPD: 8, LUK: 1, Attack: 84021, Defense: 90048, Current HP: 385, A Avg: 88222, D Avg: 90048, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 724: HP: 190, STR: 72, VIT: 270, SPD: 8, LUK: 1, Attack: 84260, Defense: 90048, Current HP: 190, A Avg: 88473, D Avg: 90048, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 723: HP: 440, STR: 64, VIT: 270, SPD: 8, LUK: 1, Attack: 84252, Defense: 90048, Current HP: 440, A Avg: 88464, D Avg: 90048, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 722: HP: 142, STR: 51, VIT: 270, SPD: 8, LUK: 1, Attack: 84050, Defense: 90048, Current HP: 142, A Avg: 88252, D Avg: 90048, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 721: HP: 385, STR: 43, VIT: 270, SPD: 8, LUK: 1, Attack: 84042, Defense: 90048, Current HP: 385, A Avg: 88244, D Avg: 90048, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 720: HP: 186, STR: 62, VIT: 270, SPD: 8, LUK: 1, Attack: 84484, Defense: 90048, Current HP: 186, A Avg: 88708, D Avg: 90048, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 719: HP: 435, STR: 54, VIT: 270, SPD: 8, LUK: 1, Attack: 84476, Defense: 90048, Current HP: 435, A Avg: 88699, D Avg: 90048, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 718: HP: 152, STR: 46, VIT: 270, SPD: 8, LUK: 1, Attack: 83821, Defense: 90048, Current HP: 152, A Avg: 88012, D Avg: 90048, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 717: HP: 396, STR: 38, VIT: 270, SPD: 8, LUK: 1, Attack: 83813, Defense: 90048, Current HP: 396, A Avg: 88003, D Avg: 90048, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 716: HP: 190, STR: 30, VIT: 270, SPD: 8, LUK: 1, Attack: 83932, Defense: 90048, Current HP: 190, A Avg: 88128, D Avg: 90048, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 715: HP: 440, STR: 22, VIT: 270, SPD: 8, LUK: 1, Attack: 83924, Defense: 90048, Current HP: 440, A Avg: 88120, D Avg: 90048, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 714: HP: 399, STR: 62, VIT: 270, SPD: 8, LUK: 1, Attack: 85745, Defense: 90048, Current HP: 399, A Avg: 90032, D Avg: 90048, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 713: HP: 682, STR: 54, VIT: 270, SPD: 8, LUK: 1, Attack: 85737, Defense: 90048, Current HP: 682, A Avg: 90023, D Avg: 90048, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 712: HP: 133, STR: 160, VIT: 270, SPD: 8, LUK: 1, Attack: 84816, Defense: 90048, Current HP: 133, A Avg: 89056, D Avg: 90048, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 711: HP: 374, STR: 108, VIT: 270, SPD: 8, LUK: 1, Attack: 84764, Defense: 90048, Current HP: 374, A Avg: 89002, D Avg: 90048, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 710: HP: 133, STR: 30, VIT: 270, SPD: 8, LUK: 1, Attack: 84871, Defense: 90048, Current HP: 133, A Avg: 89114, D Avg: 90048, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 709: HP: 374, STR: 22, VIT: 270, SPD: 8, LUK: 1, Attack: 84863, Defense: 90048, Current HP: 374, A Avg: 89106, D Avg: 90048, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 708: HP: 323, STR: 30, VIT: 270, SPD: 8, LUK: 1, Attack: 84998, Defense: 90048, Current HP: 323, A Avg: 89247, D Avg: 90048, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 707: HP: 594, STR: 22, VIT: 270, SPD: 8, LUK: 1, Attack: 84990, Defense: 90048, Current HP: 594, A Avg: 89239, D Avg: 90048, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 706: HP: 703, STR: 30, VIT: 270, SPD: 8, LUK: 1, Attack: 92216, Defense: 90048, Current HP: 703, A Avg: 96826, D Avg: 90048, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 705: HP: 1034, STR: 22, VIT: 270, SPD: 8, LUK: 1, Attack: 92208, Defense: 90048, Current HP: 1034, A Avg: 96818, D Avg: 90048, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 704: HP: 589, STR: 30, VIT: 270, SPD: 8, LUK: 1, Attack: 85083, Defense: 90048, Current HP: 589, A Avg: 89337, D Avg: 90048, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 703: HP: 902, STR: 22, VIT: 270, SPD: 8, LUK: 1, Attack: 85075, Defense: 90048, Current HP: 902, A Avg: 89328, D Avg: 90048, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 702: HP: 703, STR: 30, VIT: 270, SPD: 8, LUK: 1, Attack: 86272, Defense: 90048, Current HP: 703, A Avg: 90585, D Avg: 90048, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 701: HP: 1034, STR: 22, VIT: 270, SPD: 8, LUK: 1, Attack: 86264, Defense: 90048, Current HP: 1034, A Avg: 90577, D Avg: 90048, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 700: HP: 133, STR: 767, VIT: 270, SPD: 8, LUK: 1, Attack: 85696, Defense: 90048, Current HP: 133, A Avg: 89980, D Avg: 90048, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 699: HP: 374, STR: 550, VIT: 270, SPD: 8, LUK: 1, Attack: 85479, Defense: 90048, Current HP: 374, A Avg: 89752, D Avg: 90048, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 698: HP: 133, STR: 286, VIT: 270, SPD: 8, LUK: 1, Attack: 84864, Defense: 90048, Current HP: 133, A Avg: 89107, D Avg: 90048, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 697: HP: 374, STR: 278, VIT: 270, SPD: 8, LUK: 1, Attack: 84856, Defense: 90048, Current HP: 374, A Avg: 89098, D Avg: 90048, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 696: HP: 133, STR: 222, VIT: 270, SPD: 8, LUK: 1, Attack: 87273, Defense: 90048, Current HP: 133, A Avg: 91636, D Avg: 90048, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 695: HP: 374, STR: 214, VIT: 270, SPD: 8, LUK: 1, Attack: 87265, Defense: 90048, Current HP: 374, A Avg: 91628, D Avg: 90048, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 694: HP: 133, STR: -6364, VIT: 270, SPD: 8, LUK: 1, Attack: 92902, Defense: 90048, Current HP: 133, A Avg: 97547, D Avg: 90048, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 693: HP: 374, STR: -6372, VIT: 270, SPD: 8, LUK: 1, Attack: 92894, Defense: 90048, Current HP: 374, A Avg: 97538, D Avg: 90048, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 692: HP: 133, STR: 606, VIT: 270, SPD: 8, LUK: 1, Attack: 88267, Defense: 90048, Current HP: 133, A Avg: 92680, D Avg: 90048, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 691: HP: 374, STR: 598, VIT: 270, SPD: 8, LUK: 1, Attack: 88259, Defense: 90048, Current HP: 374, A Avg: 92671, D Avg: 90048, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 690: HP: 725, STR: 70, VIT: 270, SPD: 8, LUK: 1, Attack: 84778, Defense: 90048, Current HP: 725, A Avg: 89016, D Avg: 90048, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 689: HP: 580, STR: 134, VIT: 270, SPD: 8, LUK: 1, Attack: 85986, Defense: 90048, Current HP: 580, A Avg: 90285, D Avg: 90048, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 688: HP: 418, STR: 134, VIT: 270, SPD: 14, LUK: 1, Attack: 85986, Defense: 90048, Current HP: 418, A Avg: 90285, D Avg: 108057, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 687: HP: 671, STR: 182, VIT: 270, SPD: 8, LUK: 1, Attack: 86034, Defense: 90048, Current HP: 671, A Avg: 90335, D Avg: 90048, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 686: HP: 150, STR: 270, VIT: 270, SPD: 8, LUK: 1, Attack: 84380, Defense: 90048, Current HP: 150, A Avg: 105475, D Avg: 90048, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 685: HP: 180, STR: 240, VIT: 270, SPD: 8, LUK: 1, Attack: 88407, Defense: 90048, Current HP: 180, A Avg: 110508, D Avg: 90048, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 684: HP: 228, STR: 814, VIT: 272, SPD: 8, LUK: 1, Attack: 85602, Defense: 90050, Current HP: 228, A Avg: 89882, D Avg: 90050, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 683: HP: 140, STR: 243, VIT: 272, SPD: 8, LUK: 1, Attack: 84243, Defense: 90050, Current HP: 140, A Avg: 105303, D Avg: 90050, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 682: HP: 200, STR: 256, VIT: 272, SPD: 8, LUK: 1, Attack: 84377, Defense: 90050, Current HP: 200, A Avg: 105471, D Avg: 90050, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 681: HP: 188, STR: 286, VIT: 272, SPD: 8, LUK: 1, Attack: 86034, Defense: 90050, Current HP: 188, A Avg: 107542, D Avg: 90050, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 680: HP: 338, STR: 202, VIT: 273, SPD: 8, LUK: 1, Attack: 85846, Defense: 90051, Current HP: 338, A Avg: 90138, D Avg: 90051, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 679: HP: 220, STR: 256, VIT: 273, SPD: 8, LUK: 1, Attack: 84366, Defense: 90051, Current HP: 220, A Avg: 105457, D Avg: 90051, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 678: HP: 199, STR: 28, VIT: 275, SPD: 8, LUK: 1, Attack: 84216, Defense: 90053, Current HP: 199, A Avg: 88426, D Avg: 90053, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 677: HP: 190, STR: 50, VIT: 275, SPD: 8, LUK: 1, Attack: 84238, Defense: 90053, Current HP: 190, A Avg: 88449, D Avg: 90053, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 676: HP: 323, STR: 270, VIT: 275, SPD: 9, LUK: 1, Attack: 86616, Defense: 90053, Current HP: 323, A Avg: 90946, D Avg: 90053, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 675: HP: 398, STR: 520, VIT: 277, SPD: 9, LUK: 1, Attack: 85308, Defense: 90055, Current HP: 398, A Avg: 89573, D Avg: 90055, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 674: HP: 224, STR: 283, VIT: 277, SPD: 8, LUK: 1, Attack: 85249, Defense: 90055, Current HP: 224, A Avg: 106561, D Avg: 90055, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 673: HP: 286, STR: 70, VIT: 278, SPD: 8, LUK: 2, Attack: 84458, Defense: 90056, Current HP: 286, A Avg: 88680, D Avg: 90056, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 672: HP: 133, STR: 296, VIT: 278, SPD: 8, LUK: 1, Attack: 84684, Defense: 90056, Current HP: 133, A Avg: 88918, D Avg: 90056, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 671: HP: 133, STR: 166, VIT: 278, SPD: 8, LUK: 2, Attack: 84554, Defense: 90056, Current HP: 133, A Avg: 88781, D Avg: 90056, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 670: HP: 814, STR: 230, VIT: 278, SPD: 8, LUK: 2, Attack: 88112, Defense: 90056, Current HP: 814, A Avg: 92517, D Avg: 90056, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 669: HP: 589, STR: 556, VIT: 278, SPD: 8, LUK: 1, Attack: 88438, Defense: 90056, Current HP: 589, A Avg: 92859, D Avg: 90056, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 668: HP: 589, STR: 486, VIT: 278, SPD: 8, LUK: 2, Attack: 88368, Defense: 90056, Current HP: 589, A Avg: 92786, D Avg: 90056, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 667: HP: 286, STR: 147, VIT: 278, SPD: 8, LUK: 2, Attack: 85791, Defense: 90056, Current HP: 286, A Avg: 90080, D Avg: 90056, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 666: HP: 133, STR: 421, VIT: 278, SPD: 8, LUK: 1, Attack: 86065, Defense: 90056, Current HP: 133, A Avg: 90368, D Avg: 90056, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 665: HP: 133, STR: 160, VIT: 278, SPD: 8, LUK: 2, Attack: 85804, Defense: 90056, Current HP: 133, A Avg: 90094, D Avg: 90056, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 664: HP: 437, STR: 348, VIT: 278, SPD: 9, LUK: 1, Attack: 86226, Defense: 90056, Current HP: 437, A Avg: 90537, D Avg: 90056, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 663: HP: 399, STR: 452, VIT: 278, SPD: 9, LUK: 1, Attack: 85992, Defense: 90056, Current HP: 399, A Avg: 90291, D Avg: 90056, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 662: HP: 218, STR: 77, VIT: 278, SPD: 8, LUK: 1, Attack: 84590, Defense: 90056, Current HP: 218, A Avg: 88819, D Avg: 90056, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 661: HP: 209, STR: 64, VIT: 278, SPD: 8, LUK: 1, Attack: 84577, Defense: 90056, Current HP: 209, A Avg: 88805, D Avg: 90056, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 660: HP: 437, STR: 62, VIT: 278, SPD: 12, LUK: 1, Attack: 84770, Defense: 90056, Current HP: 437, A Avg: 89008, D Avg: 90056, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 659: HP: 475, STR: 153, VIT: 278, SPD: 8, LUK: 1, Attack: 84861, Defense: 90056, Current HP: 475, A Avg: 91225, D Avg: 90056, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 658: HP: 399, STR: 134, VIT: 278, SPD: 12, LUK: 1, Attack: 85986, Defense: 90056, Current HP: 399, A Avg: 90285, D Avg: 90056, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 657: HP: 399, STR: 150, VIT: 278, SPD: 8, LUK: 2, Attack: 86002, Defense: 90056, Current HP: 399, A Avg: 90302, D Avg: 90056, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 656: HP: 380, STR: 301, VIT: 278, SPD: 8, LUK: 1, Attack: 86153, Defense: 90056, Current HP: 380, A Avg: 90460, D Avg: 90056, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
