Rank 1000: HP: 840, STR: 626, VIT: 926, SPD: 34, LUK: 1, Attack: 85724, Defense: 90704, Current HP: 840, A Avg: 107155, D Avg: 90704, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 763: HP: 997, STR: 46, VIT: 1063, SPD: 32, LUK: 1, Attack: 92232, Defense: 90841, Current HP: 997, A Avg: 96843, D Avg: 90841, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 762: HP: 988, STR: 74, VIT: 1063, SPD: 32, LUK: 1, Attack: 92260, Defense: 90841, Current HP: 988, A Avg: 96873, D Avg: 90841, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 761: HP: 2593, STR: 46, VIT: 1063, SPD: 32, LUK: 1, Attack: 85099, Defense: 90841, Current HP: 2593, A Avg: 89353, D Avg: 90841, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 760: HP: 2584, STR: 74, VIT: 1063, SPD: 32, LUK: 1, Attack: 85127, Defense: 90841, Current HP: 2584, A Avg: 89383, D Avg: 90841, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 759: HP: 997, STR: 63, VIT: 1063, SPD: 32, LUK: 1, Attack: 86305, Defense: 90841, Current HP: 997, A Avg: 90620, D Avg: 90841, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 758: HP: 988, STR: 54, VIT: 1063, SPD: 32, LUK: 1, Attack: 86296, Defense: 90841, Current HP: 988, A Avg: 90610, D Avg: 90841, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 757: HP: 427, STR: 1054, VIT: 1063, SPD: 32, LUK: 1, Attack: 85983, Defense: 90841, Current HP: 427, A Avg: 90282, D Avg: 90841, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 756: HP: 418, STR: 1062, VIT: 1063, SPD: 32, LUK: 1, Attack: 85991, Defense: 90841, Current HP: 418, A Avg: 90290, D Avg: 90841, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 755: HP: 427, STR: 1262, VIT: 1063, SPD: 32, LUK: 1, Attack: 85840, Defense: 90841, Current HP: 427, A Avg: 90132, D Avg: 90841, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 754: HP: 418, STR: 1746, VIT: 1063, SPD: 32, LUK: 1, Attack: 86324, Defense: 90841, Current HP: 418, A Avg: 90640, D Avg: 90841, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 753: HP: 427, STR: 492, VIT: 1063, SPD: 32, LUK: 1, Attack: 87543, Defense: 90841, Current HP: 427, A Avg: 91920, D Avg: 90841, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 752: HP: 418, STR: 366, VIT: 1063, SPD: 32, LUK: 1, Attack: 87417, Defense: 90841, Current HP: 418, A Avg: 91787, D Avg: 90841, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 751: HP: 427, STR: -30324, VIT: 1063, SPD: 32, LUK: 1, Attack: 68942, Defense: 90841, Current HP: 427, A Avg: 72389, D Avg: 90841, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 750: HP: 418, STR: -30316, VIT: 1063, SPD: 32, LUK: 1, Attack: 68950, Defense: 90841, Current HP: 418, A Avg: 72397, D Avg: 90841, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 749: HP: 427, STR: 1582, VIT: 1063, SPD: 32, LUK: 1, Attack: 89243, Defense: 90841, Current HP: 427, A Avg: 93705, D Avg: 90841, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 748: HP: 418, STR: 1590, VIT: 1063, SPD: 32, LUK: 1, Attack: 89251, Defense: 90841, Current HP: 418, A Avg: 93713, D Avg: 90841, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 747: HP: 1140, STR: 766, VIT: 1065, SPD: 38, LUK: 1, Attack: 85084, Defense: 90843, Current HP: 1140, A Avg: 89338, D Avg: 90843, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 746: HP: 608, STR: 148, VIT: 1078, SPD: 32, LUK: 1, Attack: 84115, Defense: 90856, Current HP: 608, A Avg: 88320, D Avg: 90856, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 745: HP: 598, STR: 156, VIT: 1078, SPD: 32, LUK: 1, Attack: 84123, Defense: 90856, Current HP: 598, A Avg: 88329, D Avg: 90856, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 744: HP: 978, STR: 1091, VIT: 1081, SPD: 38, LUK: 1, Attack: 85825, Defense: 90859, Current HP: 978, A Avg: 90116, D Avg: 90859, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 743: HP: 1187, STR: 476, VIT: 1083, SPD: 32, LUK: 1, Attack: 85184, Defense: 90861, Current HP: 1187, A Avg: 89443, D Avg: 90861, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 742: HP: 980, STR: 826, VIT: 1086, SPD: 38, LUK: 1, Attack: 84936, Defense: 90864, Current HP: 980, A Avg: 89182, D Avg: 90864, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 741: HP: 978, STR: 831, VIT: 1086, SPD: 38, LUK: 1, Attack: 85344, Defense: 90864, Current HP: 978, A Avg: 89611, D Avg: 90864, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 740: HP: 997, STR: 826, VIT: 1088, SPD: 38, LUK: 1, Attack: 86795, Defense: 90866, Current HP: 997, A Avg: 91134, D Avg: 90866, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 739: HP: 418, STR: 54, VIT: 1089, SPD: 32, LUK: 1, Attack: 83780, Defense: 90867, Current HP: 418, A Avg: 87969, D Avg: 90867, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 738: HP: 704, STR: 46, VIT: 1089, SPD: 32, LUK: 1, Attack: 83772, Defense: 90867, Current HP: 704, A Avg: 87960, D Avg: 90867, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 737: HP: 418, STR: 54, VIT: 1089, SPD: 32, LUK: 1, Attack: 83819, Defense: 90867, Current HP: 418, A Avg: 88009, D Avg: 90867, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 736: HP: 704, STR: 46, VIT: 1089, SPD: 32, LUK: 1, Attack: 83811, Defense: 90867, Current HP: 704, A Avg: 88001, D Avg: 90867, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 735: HP: 418, STR: 59, VIT: 1089, SPD: 32, LUK: 1, Attack: 83831, Defense: 90867, Current HP: 418, A Avg: 88022, D Avg: 90867, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 734: HP: 704, STR: 51, VIT: 1089, SPD: 32, LUK: 1, Attack: 83823, Defense: 90867, Current HP: 704, A Avg: 88014, D Avg: 90867, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 733: HP: 418, STR: 92, VIT: 1089, SPD: 32, LUK: 1, Attack: 83903, Defense: 90867, Current HP: 418, A Avg: 88098, D Avg: 90867, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 732: HP: 704, STR: 84, VIT: 1089, SPD: 32, LUK: 1, Attack: 83895, Defense: 90867, Current HP: 704, A Avg: 88089, D Avg: 90867, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 731: HP: 418, STR: 158, VIT: 1089, SPD: 32, LUK: 1, Attack: 83930, Defense: 90867, Current HP: 418, A Avg: 88126, D Avg: 90867, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 730: HP: 704, STR: 107, VIT: 1089, SPD: 32, LUK: 1, Attack: 83879, Defense: 90867, Current HP: 704, A Avg: 88072, D Avg: 90867, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 729: HP: 418, STR: 84, VIT: 1089, SPD: 32, LUK: 1, Attack: 83908, Defense: 90867, Current HP: 418, A Avg: 88103, D Avg: 90867, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 728: HP: 704, STR: 76, VIT: 1089, SPD: 32, LUK: 1, Attack: 83900, Defense: 90867, Current HP: 704, A Avg: 88095, D Avg: 90867, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 727: HP: 418, STR: 123, VIT: 1089, SPD: 32, LUK: 1, Attack: 83966, Defense: 90867, Current HP: 418, A Avg: 88164, D Avg: 90867, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 726: HP: 704, STR: 115, VIT: 1089, SPD: 32, LUK: 1, Attack: 83958, Defense: 90867, Current HP: 704, A Avg: 88155, D Avg: 90867, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 725: HP: 437, STR: 123, VIT: 1089, SPD: 32, LUK: 1, Attack: 84012, Defense: 90867, Current HP: 437, A Avg: 88212, D Avg: 90867, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 724: HP: 726, STR: 115, VIT: 1089, SPD: 32, LUK: 1, Attack: 84004, Defense: 90867, Current HP: 726, A Avg: 88204, D Avg: 90867, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 723: HP: 418, STR: 54, VIT: 1089, SPD: 32, LUK: 1, Attack: 83822, Defense: 90867, Current HP: 418, A Avg: 88013, D Avg: 90867, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 722: HP: 704, STR: 46, VIT: 1089, SPD: 32, LUK: 1, Attack: 83814, Defense: 90867, Current HP: 704, A Avg: 88004, D Avg: 90867, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 721: HP: 437, STR: 107, VIT: 1089, SPD: 32, LUK: 1, Attack: 83950, Defense: 90867, Current HP: 437, A Avg: 88147, D Avg: 90867, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 720: HP: 427, STR: 115, VIT: 1089, SPD: 32, LUK: 1, Attack: 83958, Defense: 90867, Current HP: 427, A Avg: 88155, D Avg: 90867, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 719: HP: 418, STR: 139, VIT: 1089, SPD: 32, LUK: 1, Attack: 84262, Defense: 90867, Current HP: 418, A Avg: 88475, D Avg: 90867, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 718: HP: 704, STR: 131, VIT: 1089, SPD: 32, LUK: 1, Attack: 84254, Defense: 90867, Current HP: 704, A Avg: 88466, D Avg: 90867, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 717: HP: 427, STR: 137, VIT: 1089, SPD: 32, LUK: 1, Attack: 84221, Defense: 90867, Current HP: 427, A Avg: 88432, D Avg: 90867, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 716: HP: 418, STR: 145, VIT: 1089, SPD: 32, LUK: 1, Attack: 84229, Defense: 90867, Current HP: 418, A Avg: 88440, D Avg: 90867, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 715: HP: 437, STR: 107, VIT: 1089, SPD: 32, LUK: 1, Attack: 83979, Defense: 90867, Current HP: 437, A Avg: 88177, D Avg: 90867, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 714: HP: 427, STR: 115, VIT: 1089, SPD: 32, LUK: 1, Attack: 83987, Defense: 90867, Current HP: 427, A Avg: 88186, D Avg: 90867, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 713: HP: 437, STR: 107, VIT: 1089, SPD: 32, LUK: 1, Attack: 84006, Defense: 90867, Current HP: 437, A Avg: 88206, D Avg: 90867, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 712: HP: 427, STR: 115, VIT: 1089, SPD: 32, LUK: 1, Attack: 84014, Defense: 90867, Current HP: 427, A Avg: 88214, D Avg: 90867, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 711: HP: 437, STR: 107, VIT: 1089, SPD: 32, LUK: 1, Attack: 84033, Defense: 90867, Current HP: 437, A Avg: 88234, D Avg: 90867, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 710: HP: 427, STR: 115, VIT: 1089, SPD: 32, LUK: 1, Attack: 84041, Defense: 90867, Current HP: 427, A Avg: 88243, D Avg: 90867, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 709: HP: 437, STR: 153, VIT: 1089, SPD: 32, LUK: 1, Attack: 84159, Defense: 90867, Current HP: 437, A Avg: 88366, D Avg: 90867, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 708: HP: 726, STR: 145, VIT: 1089, SPD: 32, LUK: 1, Attack: 84151, Defense: 90867, Current HP: 726, A Avg: 88358, D Avg: 90867, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 707: HP: 427, STR: 84, VIT: 1089, SPD: 32, LUK: 1, Attack: 84077, Defense: 90867, Current HP: 427, A Avg: 88280, D Avg: 90867, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 706: HP: 715, STR: 76, VIT: 1089, SPD: 32, LUK: 1, Attack: 84069, Defense: 90867, Current HP: 715, A Avg: 88272, D Avg: 90867, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 705: HP: 617, STR: 192, VIT: 1089, SPD: 32, LUK: 1, Attack: 84380, Defense: 90867, Current HP: 617, A Avg: 88599, D Avg: 90867, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 704: HP: 935, STR: 184, VIT: 1089, SPD: 32, LUK: 1, Attack: 84372, Defense: 90867, Current HP: 935, A Avg: 88590, D Avg: 90867, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 703: HP: 427, STR: 123, VIT: 1089, SPD: 32, LUK: 1, Attack: 84122, Defense: 90867, Current HP: 427, A Avg: 88328, D Avg: 90867, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 702: HP: 715, STR: 115, VIT: 1089, SPD: 32, LUK: 1, Attack: 84114, Defense: 90867, Current HP: 715, A Avg: 88319, D Avg: 90867, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 701: HP: 613, STR: 158, VIT: 1089, SPD: 32, LUK: 1, Attack: 84580, Defense: 90867, Current HP: 613, A Avg: 88809, D Avg: 90867, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 700: HP: 930, STR: 150, VIT: 1089, SPD: 32, LUK: 1, Attack: 84572, Defense: 90867, Current HP: 930, A Avg: 88800, D Avg: 90867, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 699: HP: 437, STR: 70, VIT: 1089, SPD: 32, LUK: 1, Attack: 83845, Defense: 90867, Current HP: 437, A Avg: 88037, D Avg: 90867, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 698: HP: 726, STR: 62, VIT: 1089, SPD: 32, LUK: 1, Attack: 83837, Defense: 90867, Current HP: 726, A Avg: 88028, D Avg: 90867, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 697: HP: 475, STR: 54, VIT: 1089, SPD: 32, LUK: 1, Attack: 83956, Defense: 90867, Current HP: 475, A Avg: 88153, D Avg: 90867, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 696: HP: 770, STR: 46, VIT: 1089, SPD: 32, LUK: 1, Attack: 83948, Defense: 90867, Current HP: 770, A Avg: 88145, D Avg: 90867, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 695: HP: 969, STR: 206, VIT: 1089, SPD: 32, LUK: 1, Attack: 85889, Defense: 90867, Current HP: 969, A Avg: 90183, D Avg: 90867, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 694: HP: 1342, STR: 198, VIT: 1089, SPD: 32, LUK: 1, Attack: 85881, Defense: 90867, Current HP: 1342, A Avg: 90175, D Avg: 90867, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 693: HP: 418, STR: 556, VIT: 1089, SPD: 32, LUK: 1, Attack: 85212, Defense: 90867, Current HP: 418, A Avg: 89472, D Avg: 90867, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 692: HP: 704, STR: 396, VIT: 1089, SPD: 32, LUK: 1, Attack: 85052, Defense: 90867, Current HP: 704, A Avg: 89304, D Avg: 90867, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 691: HP: 418, STR: 54, VIT: 1089, SPD: 32, LUK: 1, Attack: 84895, Defense: 90867, Current HP: 418, A Avg: 89139, D Avg: 90867, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 690: HP: 704, STR: 46, VIT: 1089, SPD: 32, LUK: 1, Attack: 84887, Defense: 90867, Current HP: 704, A Avg: 89131, D Avg: 90867, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 689: HP: 608, STR: 54, VIT: 1089, SPD: 32, LUK: 1, Attack: 85022, Defense: 90867, Current HP: 608, A Avg: 89273, D Avg: 90867, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 688: HP: 924, STR: 46, VIT: 1089, SPD: 32, LUK: 1, Attack: 85014, Defense: 90867, Current HP: 924, A Avg: 89264, D Avg: 90867, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 687: HP: 988, STR: 54, VIT: 1089, SPD: 32, LUK: 1, Attack: 92240, Defense: 90867, Current HP: 988, A Avg: 96852, D Avg: 90867, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 686: HP: 1364, STR: 46, VIT: 1089, SPD: 32, LUK: 1, Attack: 92232, Defense: 90867, Current HP: 1364, A Avg: 96843, D Avg: 90867, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 685: HP: 2584, STR: 54, VIT: 1089, SPD: 32, LUK: 1, Attack: 85107, Defense: 90867, Current HP: 2584, A Avg: 89362, D Avg: 90867, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 684: HP: 3212, STR: 46, VIT: 1089, SPD: 32, LUK: 1, Attack: 85099, Defense: 90867, Current HP: 3212, A Avg: 89353, D Avg: 90867, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 683: HP: 988, STR: 54, VIT: 1089, SPD: 32, LUK: 1, Attack: 86296, Defense: 90867, Current HP: 988, A Avg: 90610, D Avg: 90867, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 682: HP: 1364, STR: 46, VIT: 1089, SPD: 32, LUK: 1, Attack: 86288, Defense: 90867, Current HP: 1364, A Avg: 90602, D Avg: 90867, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 681: HP: 418, STR: 1460, VIT: 1089, SPD: 32, LUK: 1, Attack: 86389, Defense: 90867, Current HP: 418, A Avg: 90708, D Avg: 90867, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 680: HP: 704, STR: 1054, VIT: 1089, SPD: 32, LUK: 1, Attack: 85983, Defense: 90867, Current HP: 704, A Avg: 90282, D Avg: 90867, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 679: HP: 418, STR: 1270, VIT: 1089, SPD: 32, LUK: 1, Attack: 85848, Defense: 90867, Current HP: 418, A Avg: 90140, D Avg: 90867, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 678: HP: 704, STR: 1262, VIT: 1089, SPD: 32, LUK: 1, Attack: 85840, Defense: 90867, Current HP: 704, A Avg: 90132, D Avg: 90867, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 677: HP: 418, STR: 366, VIT: 1089, SPD: 32, LUK: 1, Attack: 87417, Defense: 90867, Current HP: 418, A Avg: 91787, D Avg: 90867, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 676: HP: 704, STR: 358, VIT: 1089, SPD: 32, LUK: 1, Attack: 87409, Defense: 90867, Current HP: 704, A Avg: 91779, D Avg: 90867, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 675: HP: 418, STR: -30316, VIT: 1089, SPD: 32, LUK: 1, Attack: 68950, Defense: 90867, Current HP: 418, A Avg: 72397, D Avg: 90867, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 674: HP: 704, STR: -30324, VIT: 1089, SPD: 32, LUK: 1, Attack: 68942, Defense: 90867, Current HP: 704, A Avg: 72389, D Avg: 90867, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 673: HP: 418, STR: 1590, VIT: 1089, SPD: 32, LUK: 1, Attack: 89251, Defense: 90867, Current HP: 418, A Avg: 93713, D Avg: 90867, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 672: HP: 704, STR: 1582, VIT: 1089, SPD: 32, LUK: 1, Attack: 89243, Defense: 90867, Current HP: 704, A Avg: 93705, D Avg: 90867, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 671: HP: 965, STR: 592, VIT: 1089, SPD: 32, LUK: 1, Attack: 86236, Defense: 90867, Current HP: 965, A Avg: 90547, D Avg: 90867, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 670: HP: 1276, STR: 1312, VIT: 1089, SPD: 32, LUK: 2, Attack: 85812, Defense: 90867, Current HP: 1276, A Avg: 90102, D Avg: 90867, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 669: HP: 988, STR: 2847, VIT: 1089, SPD: 32, LUK: 1, Attack: 87347, Defense: 90867, Current HP: 988, A Avg: 91714, D Avg: 90867, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 668: HP: 988, STR: 1372, VIT: 1089, SPD: 32, LUK: 2, Attack: 85872, Defense: 90867, Current HP: 988, A Avg: 90165, D Avg: 90867, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 667: HP: 1077, STR: 632, VIT: 1090, SPD: 36, LUK: 1, Attack: 85675, Defense: 90868, Current HP: 1077, A Avg: 89958, D Avg: 90868, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 666: HP: 1159, STR: 941, VIT: 1096, SPD: 38, LUK: 1, Attack: 86039, Defense: 90874, Current HP: 1159, A Avg: 90340, D Avg: 90874, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 665: HP: 978, STR: 1245, VIT: 1096, SPD: 38, LUK: 1, Attack: 86070, Defense: 90874, Current HP: 978, A Avg: 90373, D Avg: 90874, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
