Rank 1000: HP: 570, STR: 742, VIT: 697, SPD: 24, LUK: 1, Attack: 85580, Defense: 90475, Current HP: 570, A Avg: 89859, D Avg: 90475, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 759: HP: 332, STR: -22340, VIT: 790, SPD: 24, LUK: 1, Attack: 76926, Defense: 90568, Current HP: 332, A Avg: 80772, D Avg: 90568, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 758: HP: 323, STR: -22332, VIT: 790, SPD: 24, LUK: 1, Attack: 76934, Defense: 90568, Current HP: 323, A Avg: 80780, D Avg: 90568, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 757: HP: 332, STR: 1254, VIT: 790, SPD: 24, LUK: 1, Attack: 88915, Defense: 90568, Current HP: 332, A Avg: 93360, D Avg: 90568, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 756: HP: 323, STR: 1262, VIT: 790, SPD: 24, LUK: 1, Attack: 88923, Defense: 90568, Current HP: 323, A Avg: 93369, D Avg: 90568, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 755: HP: 912, STR: 310, VIT: 790, SPD: 38, LUK: 1, Attack: 86162, Defense: 90568, Current HP: 912, A Avg: 90470, D Avg: 90568, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 754: HP: 950, STR: 556, VIT: 790, SPD: 24, LUK: 1, Attack: 86408, Defense: 90568, Current HP: 950, A Avg: 92888, D Avg: 90568, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 753: HP: 860, STR: 448, VIT: 792, SPD: 27, LUK: 1, Attack: 85780, Defense: 90570, Current HP: 860, A Avg: 90069, D Avg: 90570, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 752: HP: 360, STR: 610, VIT: 792, SPD: 25, LUK: 1, Attack: 87138, Defense: 90570, Current HP: 360, A Avg: 108922, D Avg: 90570, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 751: HP: 340, STR: 1549, VIT: 792, SPD: 25, LUK: 1, Attack: 87427, Defense: 90570, Current HP: 340, A Avg: 109283, D Avg: 90570, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 750: HP: 855, STR: 571, VIT: 793, SPD: 28, LUK: 1, Attack: 84889, Defense: 90571, Current HP: 855, A Avg: 89133, D Avg: 90571, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 749: HP: 2261, STR: 4643, VIT: 803, SPD: 24, LUK: 1, Attack: 90456, Defense: 90581, Current HP: 2261, A Avg: 94978, D Avg: 90581, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 748: HP: 465, STR: 116, VIT: 805, SPD: 24, LUK: 1, Attack: 84083, Defense: 90583, Current HP: 465, A Avg: 88287, D Avg: 90583, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 747: HP: 456, STR: 124, VIT: 805, SPD: 24, LUK: 1, Attack: 84091, Defense: 90583, Current HP: 456, A Avg: 88295, D Avg: 90583, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 746: HP: 752, STR: 618, VIT: 806, SPD: 28, LUK: 1, Attack: 84728, Defense: 90584, Current HP: 752, A Avg: 88964, D Avg: 90584, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 745: HP: 741, STR: 623, VIT: 806, SPD: 28, LUK: 1, Attack: 85136, Defense: 90584, Current HP: 741, A Avg: 89392, D Avg: 90584, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 744: HP: 760, STR: 618, VIT: 808, SPD: 28, LUK: 1, Attack: 86587, Defense: 90586, Current HP: 760, A Avg: 90916, D Avg: 90586, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 743: HP: 741, STR: 831, VIT: 809, SPD: 28, LUK: 1, Attack: 85565, Defense: 90587, Current HP: 741, A Avg: 89843, D Avg: 90587, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 742: HP: 898, STR: 478, VIT: 811, SPD: 27, LUK: 1, Attack: 85521, Defense: 90589, Current HP: 898, A Avg: 89797, D Avg: 90589, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 741: HP: 2128, STR: 5325, VIT: 812, SPD: 24, LUK: 1, Attack: 91138, Defense: 90590, Current HP: 2128, A Avg: 95694, D Avg: 90590, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 740: HP: 874, STR: 707, VIT: 816, SPD: 28, LUK: 1, Attack: 85805, Defense: 90594, Current HP: 874, A Avg: 90095, D Avg: 90594, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 739: HP: 741, STR: 939, VIT: 816, SPD: 28, LUK: 1, Attack: 85764, Defense: 90594, Current HP: 741, A Avg: 90052, D Avg: 90594, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 738: HP: 798, STR: 621, VIT: 816, SPD: 28, LUK: 1, Attack: 85433, Defense: 90594, Current HP: 798, A Avg: 89704, D Avg: 90594, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 737: HP: 323, STR: 46, VIT: 816, SPD: 24, LUK: 1, Attack: 83772, Defense: 90594, Current HP: 323, A Avg: 87960, D Avg: 90594, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 736: HP: 594, STR: 38, VIT: 816, SPD: 24, LUK: 1, Attack: 83764, Defense: 90594, Current HP: 594, A Avg: 87952, D Avg: 90594, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 735: HP: 323, STR: 46, VIT: 816, SPD: 24, LUK: 1, Attack: 83811, Defense: 90594, Current HP: 323, A Avg: 88001, D Avg: 90594, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 734: HP: 594, STR: 38, VIT: 816, SPD: 24, LUK: 1, Attack: 83803, Defense: 90594, Current HP: 594, A Avg: 87993, D Avg: 90594, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 733: HP: 323, STR: 51, VIT: 816, SPD: 24, LUK: 1, Attack: 83823, Defense: 90594, Current HP: 323, A Avg: 88014, D Avg: 90594, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 732: HP: 594, STR: 43, VIT: 816, SPD: 24, LUK: 1, Attack: 83815, Defense: 90594, Current HP: 594, A Avg: 88005, D Avg: 90594, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 731: HP: 323, STR: 76, VIT: 816, SPD: 24, LUK: 1, Attack: 83887, Defense: 90594, Current HP: 323, A Avg: 88081, D Avg: 90594, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 730: HP: 594, STR: 68, VIT: 816, SPD: 24, LUK: 1, Attack: 83879, Defense: 90594, Current HP: 594, A Avg: 88072, D Avg: 90594, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 729: HP: 323, STR: 125, VIT: 816, SPD: 24, LUK: 1, Attack: 83897, Defense: 90594, Current HP: 323, A Avg: 88091, D Avg: 90594, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 728: HP: 594, STR: 83, VIT: 816, SPD: 24, LUK: 1, Attack: 83855, Defense: 90594, Current HP: 594, A Avg: 88047, D Avg: 90594, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 727: HP: 323, STR: 68, VIT: 816, SPD: 24, LUK: 1, Attack: 83892, Defense: 90594, Current HP: 323, A Avg: 88086, D Avg: 90594, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 726: HP: 594, STR: 60, VIT: 816, SPD: 24, LUK: 1, Attack: 83884, Defense: 90594, Current HP: 594, A Avg: 88078, D Avg: 90594, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 725: HP: 323, STR: 99, VIT: 816, SPD: 24, LUK: 1, Attack: 83942, Defense: 90594, Current HP: 323, A Avg: 88139, D Avg: 90594, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 724: HP: 594, STR: 91, VIT: 816, SPD: 24, LUK: 1, Attack: 83934, Defense: 90594, Current HP: 594, A Avg: 88130, D Avg: 90594, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 723: HP: 342, STR: 99, VIT: 816, SPD: 24, LUK: 1, Attack: 83988, Defense: 90594, Current HP: 342, A Avg: 88187, D Avg: 90594, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 722: HP: 616, STR: 91, VIT: 816, SPD: 24, LUK: 1, Attack: 83980, Defense: 90594, Current HP: 616, A Avg: 88179, D Avg: 90594, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 721: HP: 323, STR: 46, VIT: 816, SPD: 24, LUK: 1, Attack: 83814, Defense: 90594, Current HP: 323, A Avg: 88004, D Avg: 90594, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 720: HP: 594, STR: 38, VIT: 816, SPD: 24, LUK: 1, Attack: 83806, Defense: 90594, Current HP: 594, A Avg: 87996, D Avg: 90594, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 719: HP: 342, STR: 83, VIT: 816, SPD: 24, LUK: 1, Attack: 83926, Defense: 90594, Current HP: 342, A Avg: 88122, D Avg: 90594, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 718: HP: 332, STR: 91, VIT: 816, SPD: 24, LUK: 1, Attack: 83934, Defense: 90594, Current HP: 332, A Avg: 88130, D Avg: 90594, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 717: HP: 323, STR: 115, VIT: 816, SPD: 24, LUK: 1, Attack: 84238, Defense: 90594, Current HP: 323, A Avg: 88449, D Avg: 90594, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 716: HP: 594, STR: 107, VIT: 816, SPD: 24, LUK: 1, Attack: 84230, Defense: 90594, Current HP: 594, A Avg: 88441, D Avg: 90594, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 715: HP: 332, STR: 105, VIT: 816, SPD: 24, LUK: 1, Attack: 84189, Defense: 90594, Current HP: 332, A Avg: 88398, D Avg: 90594, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 714: HP: 323, STR: 113, VIT: 816, SPD: 24, LUK: 1, Attack: 84197, Defense: 90594, Current HP: 323, A Avg: 88406, D Avg: 90594, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 713: HP: 342, STR: 83, VIT: 816, SPD: 24, LUK: 1, Attack: 83955, Defense: 90594, Current HP: 342, A Avg: 88152, D Avg: 90594, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 712: HP: 332, STR: 91, VIT: 816, SPD: 24, LUK: 1, Attack: 83963, Defense: 90594, Current HP: 332, A Avg: 88161, D Avg: 90594, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 711: HP: 342, STR: 83, VIT: 816, SPD: 24, LUK: 1, Attack: 83982, Defense: 90594, Current HP: 342, A Avg: 88181, D Avg: 90594, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 710: HP: 332, STR: 91, VIT: 816, SPD: 24, LUK: 1, Attack: 83990, Defense: 90594, Current HP: 332, A Avg: 88189, D Avg: 90594, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 709: HP: 342, STR: 83, VIT: 816, SPD: 24, LUK: 1, Attack: 84009, Defense: 90594, Current HP: 342, A Avg: 88209, D Avg: 90594, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 708: HP: 332, STR: 91, VIT: 816, SPD: 24, LUK: 1, Attack: 84017, Defense: 90594, Current HP: 332, A Avg: 88217, D Avg: 90594, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 707: HP: 342, STR: 121, VIT: 816, SPD: 24, LUK: 1, Attack: 84127, Defense: 90594, Current HP: 342, A Avg: 88333, D Avg: 90594, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 706: HP: 616, STR: 113, VIT: 816, SPD: 24, LUK: 1, Attack: 84119, Defense: 90594, Current HP: 616, A Avg: 88324, D Avg: 90594, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 705: HP: 332, STR: 68, VIT: 816, SPD: 24, LUK: 1, Attack: 84061, Defense: 90594, Current HP: 332, A Avg: 88264, D Avg: 90594, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 704: HP: 605, STR: 60, VIT: 816, SPD: 24, LUK: 1, Attack: 84053, Defense: 90594, Current HP: 605, A Avg: 88255, D Avg: 90594, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 703: HP: 475, STR: 152, VIT: 816, SPD: 24, LUK: 1, Attack: 84340, Defense: 90594, Current HP: 475, A Avg: 88557, D Avg: 90594, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 702: HP: 770, STR: 144, VIT: 816, SPD: 24, LUK: 1, Attack: 84332, Defense: 90594, Current HP: 770, A Avg: 88548, D Avg: 90594, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 701: HP: 332, STR: 99, VIT: 816, SPD: 24, LUK: 1, Attack: 84098, Defense: 90594, Current HP: 332, A Avg: 88302, D Avg: 90594, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 700: HP: 605, STR: 91, VIT: 816, SPD: 24, LUK: 1, Attack: 84090, Defense: 90594, Current HP: 605, A Avg: 88294, D Avg: 90594, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 699: HP: 471, STR: 126, VIT: 816, SPD: 24, LUK: 1, Attack: 84548, Defense: 90594, Current HP: 471, A Avg: 88775, D Avg: 90594, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 698: HP: 765, STR: 118, VIT: 816, SPD: 24, LUK: 1, Attack: 84540, Defense: 90594, Current HP: 765, A Avg: 88767, D Avg: 90594, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 697: HP: 342, STR: 62, VIT: 816, SPD: 24, LUK: 1, Attack: 83837, Defense: 90594, Current HP: 342, A Avg: 88028, D Avg: 90594, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 696: HP: 616, STR: 54, VIT: 816, SPD: 24, LUK: 1, Attack: 83829, Defense: 90594, Current HP: 616, A Avg: 88020, D Avg: 90594, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 695: HP: 380, STR: 46, VIT: 816, SPD: 24, LUK: 1, Attack: 83948, Defense: 90594, Current HP: 380, A Avg: 88145, D Avg: 90594, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 694: HP: 660, STR: 38, VIT: 816, SPD: 24, LUK: 1, Attack: 83940, Defense: 90594, Current HP: 660, A Avg: 88137, D Avg: 90594, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 693: HP: 779, STR: 158, VIT: 816, SPD: 24, LUK: 1, Attack: 85841, Defense: 90594, Current HP: 779, A Avg: 90133, D Avg: 90594, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 692: HP: 1122, STR: 150, VIT: 816, SPD: 24, LUK: 1, Attack: 85833, Defense: 90594, Current HP: 1122, A Avg: 90124, D Avg: 90594, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 691: HP: 323, STR: 424, VIT: 816, SPD: 24, LUK: 1, Attack: 85080, Defense: 90594, Current HP: 323, A Avg: 89334, D Avg: 90594, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 690: HP: 594, STR: 300, VIT: 816, SPD: 24, LUK: 1, Attack: 84956, Defense: 90594, Current HP: 594, A Avg: 89203, D Avg: 90594, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 689: HP: 323, STR: 46, VIT: 816, SPD: 24, LUK: 1, Attack: 84887, Defense: 90594, Current HP: 323, A Avg: 89131, D Avg: 90594, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 688: HP: 594, STR: 38, VIT: 816, SPD: 24, LUK: 1, Attack: 84879, Defense: 90594, Current HP: 594, A Avg: 89122, D Avg: 90594, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 687: HP: 513, STR: 46, VIT: 816, SPD: 24, LUK: 1, Attack: 85014, Defense: 90594, Current HP: 513, A Avg: 89264, D Avg: 90594, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 686: HP: 814, STR: 38, VIT: 816, SPD: 24, LUK: 1, Attack: 85006, Defense: 90594, Current HP: 814, A Avg: 89256, D Avg: 90594, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 685: HP: 893, STR: 46, VIT: 816, SPD: 24, LUK: 1, Attack: 92232, Defense: 90594, Current HP: 893, A Avg: 96843, D Avg: 90594, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 684: HP: 1254, STR: 38, VIT: 816, SPD: 24, LUK: 1, Attack: 92224, Defense: 90594, Current HP: 1254, A Avg: 96835, D Avg: 90594, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 683: HP: 1919, STR: 46, VIT: 816, SPD: 24, LUK: 1, Attack: 85099, Defense: 90594, Current HP: 1919, A Avg: 89353, D Avg: 90594, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 682: HP: 2442, STR: 38, VIT: 816, SPD: 24, LUK: 1, Attack: 85091, Defense: 90594, Current HP: 2442, A Avg: 89345, D Avg: 90594, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 681: HP: 893, STR: 46, VIT: 816, SPD: 24, LUK: 1, Attack: 86288, Defense: 90594, Current HP: 893, A Avg: 90602, D Avg: 90594, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 680: HP: 1254, STR: 38, VIT: 816, SPD: 24, LUK: 1, Attack: 86280, Defense: 90594, Current HP: 1254, A Avg: 90594, D Avg: 90594, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 679: HP: 323, STR: 1229, VIT: 816, SPD: 24, LUK: 1, Attack: 86158, Defense: 90594, Current HP: 323, A Avg: 90465, D Avg: 90594, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 678: HP: 594, STR: 886, VIT: 816, SPD: 24, LUK: 1, Attack: 85815, Defense: 90594, Current HP: 594, A Avg: 90105, D Avg: 90594, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 677: HP: 323, STR: 942, VIT: 816, SPD: 24, LUK: 1, Attack: 85520, Defense: 90594, Current HP: 323, A Avg: 89796, D Avg: 90594, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 676: HP: 594, STR: 934, VIT: 816, SPD: 24, LUK: 1, Attack: 85512, Defense: 90594, Current HP: 594, A Avg: 89787, D Avg: 90594, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 675: HP: 323, STR: 318, VIT: 816, SPD: 24, LUK: 1, Attack: 87369, Defense: 90594, Current HP: 323, A Avg: 91737, D Avg: 90594, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 674: HP: 594, STR: 310, VIT: 816, SPD: 24, LUK: 1, Attack: 87361, Defense: 90594, Current HP: 594, A Avg: 91729, D Avg: 90594, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 673: HP: 323, STR: -22332, VIT: 816, SPD: 24, LUK: 1, Attack: 76934, Defense: 90594, Current HP: 323, A Avg: 80780, D Avg: 90594, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 672: HP: 594, STR: -22340, VIT: 816, SPD: 24, LUK: 1, Attack: 76926, Defense: 90594, Current HP: 594, A Avg: 80772, D Avg: 90594, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 671: HP: 323, STR: 1262, VIT: 816, SPD: 24, LUK: 1, Attack: 88923, Defense: 90594, Current HP: 323, A Avg: 93369, D Avg: 90594, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 670: HP: 594, STR: 1254, VIT: 816, SPD: 24, LUK: 1, Attack: 88915, Defense: 90594, Current HP: 594, A Avg: 93360, D Avg: 90594, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 669: HP: 2033, STR: 4708, VIT: 816, SPD: 24, LUK: 1, Attack: 90521, Defense: 90594, Current HP: 2033, A Avg: 113151, D Avg: 90594, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 668: HP: 944, STR: 604, VIT: 817, SPD: 27, LUK: 1, Attack: 86950, Defense: 90595, Current HP: 944, A Avg: 91297, D Avg: 90595, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 667: HP: 756, STR: 462, VIT: 817, SPD: 24, LUK: 1, Attack: 86106, Defense: 90595, Current HP: 756, A Avg: 90411, D Avg: 90595, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 666: HP: 794, STR: 634, VIT: 819, SPD: 28, LUK: 1, Attack: 84666, Defense: 90597, Current HP: 794, A Avg: 88899, D Avg: 90597, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 665: HP: 950, STR: 380, VIT: 819, SPD: 24, LUK: 1, Attack: 85088, Defense: 90597, Current HP: 950, A Avg: 89342, D Avg: 90597, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 664: HP: 741, STR: 621, VIT: 822, SPD: 28, LUK: 1, Attack: 84562, Defense: 90600, Current HP: 741, A Avg: 88790, D Avg: 90600, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 663: HP: 629, STR: 582, VIT: 824, SPD: 27, LUK: 1, Attack: 87110, Defense: 90602, Current HP: 629, A Avg: 91465, D Avg: 90602, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 662: HP: 608, STR: 1556, VIT: 824, SPD: 27, LUK: 1, Attack: 87434, Defense: 90602, Current HP: 608, A Avg: 91805, D Avg: 90602, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 661: HP: 946, STR: 614, VIT: 825, SPD: 24, LUK: 2, Attack: 85948, Defense: 90603, Current HP: 946, A Avg: 90245, D Avg: 90603, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 660: HP: 703, STR: 1180, VIT: 825, SPD: 24, LUK: 1, Attack: 86514, Defense: 90603, Current HP: 703, A Avg: 90839, D Avg: 90603, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
