Rank 1000: HP: 1363, STR: 1702, VIT: 1710, SPD: 56, LUK: 1, Attack: 87242, Defense: 91488, Current HP: 1363, A Avg: 91604, D Avg: 91488, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 752: HP: 722, STR: 94, VIT: 1908, SPD: 56, LUK: 1, Attack: 83869, Defense: 91686, Current HP: 722, A Avg: 88062, D Avg: 91686, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 751: HP: 1056, STR: 86, VIT: 1908, SPD: 56, LUK: 1, Attack: 83861, Defense: 91686, Current HP: 1056, A Avg: 88054, D Avg: 91686, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 750: HP: 760, STR: 78, VIT: 1908, SPD: 56, LUK: 1, Attack: 83980, Defense: 91686, Current HP: 760, A Avg: 88179, D Avg: 91686, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 749: HP: 1100, STR: 70, VIT: 1908, SPD: 56, LUK: 1, Attack: 83972, Defense: 91686, Current HP: 1100, A Avg: 88170, D Avg: 91686, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 748: HP: 1539, STR: 350, VIT: 1908, SPD: 56, LUK: 1, Attack: 86033, Defense: 91686, Current HP: 1539, A Avg: 90334, D Avg: 91686, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 747: HP: 2002, STR: 342, VIT: 1908, SPD: 56, LUK: 1, Attack: 86025, Defense: 91686, Current HP: 2002, A Avg: 90326, D Avg: 91686, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 746: HP: 703, STR: 952, VIT: 1908, SPD: 56, LUK: 1, Attack: 85608, Defense: 91686, Current HP: 703, A Avg: 89888, D Avg: 91686, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 745: HP: 1034, STR: 684, VIT: 1908, SPD: 56, LUK: 1, Attack: 85340, Defense: 91686, Current HP: 1034, A Avg: 89607, D Avg: 91686, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 744: HP: 703, STR: 78, VIT: 1908, SPD: 56, LUK: 1, Attack: 84919, Defense: 91686, Current HP: 703, A Avg: 89164, D Avg: 91686, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 743: HP: 1034, STR: 70, VIT: 1908, SPD: 56, LUK: 1, Attack: 84911, Defense: 91686, Current HP: 1034, A Avg: 89156, D Avg: 91686, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 742: HP: 893, STR: 78, VIT: 1908, SPD: 56, LUK: 1, Attack: 85046, Defense: 91686, Current HP: 893, A Avg: 89298, D Avg: 91686, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 741: HP: 1254, STR: 70, VIT: 1908, SPD: 56, LUK: 1, Attack: 85038, Defense: 91686, Current HP: 1254, A Avg: 89289, D Avg: 91686, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 740: HP: 1273, STR: 78, VIT: 1908, SPD: 56, LUK: 1, Attack: 92264, Defense: 91686, Current HP: 1273, A Avg: 96877, D Avg: 91686, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 739: HP: 1694, STR: 70, VIT: 1908, SPD: 56, LUK: 1, Attack: 92256, Defense: 91686, Current HP: 1694, A Avg: 96868, D Avg: 91686, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 738: HP: 4579, STR: 78, VIT: 1908, SPD: 56, LUK: 1, Attack: 85131, Defense: 91686, Current HP: 4579, A Avg: 89387, D Avg: 91686, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 737: HP: 5522, STR: 70, VIT: 1908, SPD: 56, LUK: 1, Attack: 85123, Defense: 91686, Current HP: 5522, A Avg: 89379, D Avg: 91686, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 736: HP: 1273, STR: 78, VIT: 1908, SPD: 56, LUK: 1, Attack: 86320, Defense: 91686, Current HP: 1273, A Avg: 90636, D Avg: 91686, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 735: HP: 1694, STR: 70, VIT: 1908, SPD: 56, LUK: 1, Attack: 86312, Defense: 91686, Current HP: 1694, A Avg: 90627, D Avg: 91686, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 734: HP: 703, STR: 2153, VIT: 1908, SPD: 56, LUK: 1, Attack: 87082, Defense: 91686, Current HP: 703, A Avg: 91436, D Avg: 91686, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 733: HP: 1034, STR: 1558, VIT: 1908, SPD: 56, LUK: 1, Attack: 86487, Defense: 91686, Current HP: 1034, A Avg: 90811, D Avg: 91686, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 732: HP: 703, STR: 2254, VIT: 1908, SPD: 56, LUK: 1, Attack: 86832, Defense: 91686, Current HP: 703, A Avg: 91173, D Avg: 91686, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 731: HP: 1034, STR: 2246, VIT: 1908, SPD: 56, LUK: 1, Attack: 86824, Defense: 91686, Current HP: 1034, A Avg: 91165, D Avg: 91686, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 730: HP: 703, STR: 510, VIT: 1908, SPD: 56, LUK: 1, Attack: 87561, Defense: 91686, Current HP: 703, A Avg: 91939, D Avg: 91686, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 729: HP: 1034, STR: 502, VIT: 1908, SPD: 56, LUK: 1, Attack: 87553, Defense: 91686, Current HP: 1034, A Avg: 91930, D Avg: 91686, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 728: HP: 703, STR: -54268, VIT: 1908, SPD: 56, LUK: 1, Attack: 44998, Defense: 91686, Current HP: 703, A Avg: 47247, D Avg: 91686, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 727: HP: 1034, STR: -54276, VIT: 1908, SPD: 56, LUK: 1, Attack: 44990, Defense: 91686, Current HP: 1034, A Avg: 47239, D Avg: 91686, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 726: HP: 703, STR: 2574, VIT: 1908, SPD: 56, LUK: 1, Attack: 90235, Defense: 91686, Current HP: 703, A Avg: 94746, D Avg: 91686, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 725: HP: 1034, STR: 2566, VIT: 1908, SPD: 56, LUK: 1, Attack: 90227, Defense: 91686, Current HP: 1034, A Avg: 94738, D Avg: 91686, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 724: HP: 1826, STR: 1126, VIT: 1913, SPD: 56, LUK: 2, Attack: 86460, Defense: 91691, Current HP: 1826, A Avg: 90783, D Avg: 91691, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 723: HP: 1463, STR: 2012, VIT: 1913, SPD: 56, LUK: 1, Attack: 87346, Defense: 91691, Current HP: 1463, A Avg: 91713, D Avg: 91691, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 722: HP: 1463, STR: 1235, VIT: 1913, SPD: 56, LUK: 2, Attack: 86569, Defense: 91691, Current HP: 1463, A Avg: 90897, D Avg: 91691, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 721: HP: 750, STR: 94, VIT: 1921, SPD: 56, LUK: 1, Attack: 88261, Defense: 91699, Current HP: 750, A Avg: 92674, D Avg: 91699, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 720: HP: 741, STR: 204, VIT: 1921, SPD: 56, LUK: 1, Attack: 88371, Defense: 91699, Current HP: 741, A Avg: 92789, D Avg: 91699, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 719: HP: 2233, STR: 1078, VIT: 1921, SPD: 56, LUK: 1, Attack: 86412, Defense: 91699, Current HP: 2233, A Avg: 90732, D Avg: 91699, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 718: HP: 1501, STR: 1078, VIT: 1921, SPD: 101, LUK: 1, Attack: 86412, Defense: 91699, Current HP: 1501, A Avg: 90732, D Avg: 110038, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 717: HP: 2495, STR: 1126, VIT: 1921, SPD: 56, LUK: 1, Attack: 86460, Defense: 91699, Current HP: 2495, A Avg: 90783, D Avg: 91699, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 716: HP: 1539, STR: 1397, VIT: 6031, SPD: 56, LUK: 1, Attack: 86185, Defense: 91701, Current HP: 1539, A Avg: 90494, D Avg: 91701, [Pulse Knife[165, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 715: HP: 1026, STR: 252, VIT: 1923, SPD: 56, LUK: 1, Attack: 84219, Defense: 91701, Current HP: 1026, A Avg: 88429, D Avg: 91701, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 714: HP: 1408, STR: 244, VIT: 1923, SPD: 56, LUK: 1, Attack: 84211, Defense: 91701, Current HP: 1408, A Avg: 88421, D Avg: 91701, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 713: HP: 1664, STR: 1450, VIT: 1926, SPD: 66, LUK: 1, Attack: 85560, Defense: 91704, Current HP: 1664, A Avg: 89838, D Avg: 91704, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 712: HP: 1691, STR: 1455, VIT: 1926, SPD: 66, LUK: 1, Attack: 85968, Defense: 91704, Current HP: 1691, A Avg: 90266, D Avg: 91704, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 711: HP: 1368, STR: 2885, VIT: 1926, SPD: 56, LUK: 1, Attack: 87385, Defense: 91704, Current HP: 1368, A Avg: 91754, D Avg: 91704, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 710: HP: 1612, STR: 1094, VIT: 1927, SPD: 63, LUK: 1, Attack: 86137, Defense: 91705, Current HP: 1612, A Avg: 90443, D Avg: 91705, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 709: HP: 1900, STR: 753, VIT: 1927, SPD: 59, LUK: 1, Attack: 85461, Defense: 91705, Current HP: 1900, A Avg: 106826, D Avg: 91705, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 708: HP: 1710, STR: 1450, VIT: 1928, SPD: 66, LUK: 1, Attack: 87419, Defense: 91706, Current HP: 1710, A Avg: 91789, D Avg: 91706, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 707: HP: 1482, STR: 1078, VIT: 1929, SPD: 90, LUK: 1, Attack: 86412, Defense: 91707, Current HP: 1482, A Avg: 90732, D Avg: 91707, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 706: HP: 1482, STR: 1094, VIT: 1929, SPD: 56, LUK: 2, Attack: 86428, Defense: 91707, Current HP: 1482, A Avg: 90749, D Avg: 91707, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 705: HP: 1463, STR: 2012, VIT: 1929, SPD: 56, LUK: 1, Attack: 87346, Defense: 91707, Current HP: 1463, A Avg: 91713, D Avg: 91707, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 704: HP: 1784, STR: 1388, VIT: 1933, SPD: 63, LUK: 1, Attack: 87734, Defense: 91711, Current HP: 1784, A Avg: 92120, D Avg: 91711, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 703: HP: 712, STR: 374, VIT: 1934, SPD: 56, LUK: 1, Attack: 84217, Defense: 91712, Current HP: 712, A Avg: 88427, D Avg: 91712, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 702: HP: 1045, STR: 179, VIT: 1934, SPD: 56, LUK: 1, Attack: 84022, Defense: 91712, Current HP: 1045, A Avg: 88223, D Avg: 91712, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 701: HP: 703, STR: 241, VIT: 1934, SPD: 56, LUK: 1, Attack: 84325, Defense: 91712, Current HP: 703, A Avg: 88541, D Avg: 91712, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 700: HP: 1034, STR: 379, VIT: 1934, SPD: 56, LUK: 1, Attack: 84463, Defense: 91712, Current HP: 1034, A Avg: 88686, D Avg: 91712, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 699: HP: 712, STR: 374, VIT: 1934, SPD: 56, LUK: 1, Attack: 84246, Defense: 91712, Current HP: 712, A Avg: 88458, D Avg: 91712, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 698: HP: 1045, STR: 179, VIT: 1934, SPD: 56, LUK: 1, Attack: 84051, Defense: 91712, Current HP: 1045, A Avg: 88253, D Avg: 91712, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 697: HP: 712, STR: 374, VIT: 1934, SPD: 56, LUK: 1, Attack: 84273, Defense: 91712, Current HP: 712, A Avg: 88486, D Avg: 91712, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 696: HP: 1045, STR: 179, VIT: 1934, SPD: 56, LUK: 1, Attack: 84078, Defense: 91712, Current HP: 1045, A Avg: 88281, D Avg: 91712, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 695: HP: 712, STR: 374, VIT: 1934, SPD: 56, LUK: 1, Attack: 84300, Defense: 91712, Current HP: 712, A Avg: 88515, D Avg: 91712, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 694: HP: 1045, STR: 179, VIT: 1934, SPD: 56, LUK: 1, Attack: 84105, Defense: 91712, Current HP: 1045, A Avg: 88310, D Avg: 91712, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 693: HP: 2014, STR: 1643, VIT: 1936, SPD: 66, LUK: 1, Attack: 86741, Defense: 91714, Current HP: 2014, A Avg: 91078, D Avg: 91714, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 692: HP: 1691, STR: 2163, VIT: 1936, SPD: 66, LUK: 1, Attack: 86988, Defense: 91714, Current HP: 1691, A Avg: 91337, D Avg: 91714, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 691: HP: 1748, STR: 1453, VIT: 1936, SPD: 66, LUK: 1, Attack: 86265, Defense: 91714, Current HP: 1748, A Avg: 90578, D Avg: 91714, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 690: HP: 2378, STR: 1086, VIT: 1937, SPD: 56, LUK: 1, Attack: 86420, Defense: 91715, Current HP: 2378, A Avg: 90741, D Avg: 91715, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 689: HP: 1820, STR: 1466, VIT: 1939, SPD: 66, LUK: 1, Attack: 85498, Defense: 91717, Current HP: 1820, A Avg: 89772, D Avg: 91717, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 688: HP: 1900, STR: 1279, VIT: 1944, SPD: 59, LUK: 1, Attack: 87131, Defense: 91722, Current HP: 1900, A Avg: 108913, D Avg: 91722, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 687: HP: 1520, STR: 1078, VIT: 1945, SPD: 90, LUK: 1, Attack: 86412, Defense: 91723, Current HP: 1520, A Avg: 90732, D Avg: 91723, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 686: HP: 1558, STR: 1804, VIT: 1945, SPD: 56, LUK: 1, Attack: 87138, Defense: 91723, Current HP: 1558, A Avg: 93673, D Avg: 91723, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 685: HP: 741, STR: 102, VIT: 1947, SPD: 56, LUK: 1, Attack: 88269, Defense: 91725, Current HP: 741, A Avg: 92682, D Avg: 91725, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 684: HP: 1078, STR: 94, VIT: 1947, SPD: 56, LUK: 1, Attack: 88261, Defense: 91725, Current HP: 1078, A Avg: 92674, D Avg: 91725, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 683: HP: 2204, STR: 511, VIT: 6059, SPD: 63, LUK: 1, Attack: 85219, Defense: 91729, Current HP: 2204, A Avg: 89479, D Avg: 91729, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 682: HP: 798, STR: 2830, VIT: 1952, SPD: 56, LUK: 1, Attack: 87618, Defense: 91730, Current HP: 798, A Avg: 91998, D Avg: 91730, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 681: HP: 2109, STR: 530, VIT: 4165, SPD: 56, LUK: 1, Attack: 84918, Defense: 91733, Current HP: 2109, A Avg: 89163, D Avg: 91733, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 680: HP: 5985, STR: 1975, VIT: 4165, SPD: 56, LUK: 1, Attack: 89857, Defense: 91733, Current HP: 5985, A Avg: 94349, D Avg: 91733, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 679: HP: 2109, STR: 1224, VIT: 4165, SPD: 56, LUK: 1, Attack: 86868, Defense: 91733, Current HP: 2109, A Avg: 91211, D Avg: 91733, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 678: HP: 1576, STR: 1128, VIT: 1960, SPD: 59, LUK: 1, Attack: 86772, Defense: 91738, Current HP: 1576, A Avg: 108465, D Avg: 91738, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 677: HP: 712, STR: 187, VIT: 1970, SPD: 56, LUK: 1, Attack: 84063, Defense: 91748, Current HP: 712, A Avg: 88266, D Avg: 91748, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 676: HP: 703, STR: 195, VIT: 1970, SPD: 56, LUK: 1, Attack: 84071, Defense: 91748, Current HP: 703, A Avg: 88274, D Avg: 91748, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 675: HP: 1035, STR: 179, VIT: 1970, SPD: 56, LUK: 1, Attack: 84204, Defense: 91748, Current HP: 1035, A Avg: 88414, D Avg: 91748, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 674: HP: 1026, STR: 187, VIT: 1970, SPD: 56, LUK: 1, Attack: 84212, Defense: 91748, Current HP: 1026, A Avg: 88422, D Avg: 91748, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 673: HP: 712, STR: 249, VIT: 1970, SPD: 56, LUK: 1, Attack: 84398, Defense: 91748, Current HP: 712, A Avg: 88617, D Avg: 91748, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 672: HP: 703, STR: 257, VIT: 1970, SPD: 56, LUK: 1, Attack: 84406, Defense: 91748, Current HP: 703, A Avg: 88626, D Avg: 91748, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 671: HP: 725, STR: 257, VIT: 1970, SPD: 56, LUK: 1, Attack: 84073, Defense: 91748, Current HP: 725, A Avg: 88276, D Avg: 91748, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 670: HP: 716, STR: 195, VIT: 1970, SPD: 56, LUK: 1, Attack: 84011, Defense: 91748, Current HP: 716, A Avg: 88211, D Avg: 91748, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 669: HP: 731, STR: 233, VIT: 1970, SPD: 56, LUK: 1, Attack: 84226, Defense: 91748, Current HP: 731, A Avg: 88437, D Avg: 91748, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 668: HP: 722, STR: 483, VIT: 1970, SPD: 56, LUK: 1, Attack: 84476, Defense: 91748, Current HP: 722, A Avg: 88699, D Avg: 91748, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 667: HP: 946, STR: 662, VIT: 1971, SPD: 56, LUK: 2, Attack: 86215, Defense: 91749, Current HP: 946, A Avg: 90525, D Avg: 91749, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 666: HP: 703, STR: 1258, VIT: 1971, SPD: 56, LUK: 1, Attack: 86811, Defense: 91749, Current HP: 703, A Avg: 91151, D Avg: 91749, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 665: HP: 703, STR: 771, VIT: 1971, SPD: 56, LUK: 2, Attack: 86324, Defense: 91749, Current HP: 703, A Avg: 90640, D Avg: 91749, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 664: HP: 1616, STR: 368, VIT: 4183, SPD: 63, LUK: 1, Attack: 84756, Defense: 91751, Current HP: 1616, A Avg: 88993, D Avg: 91751, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 663: HP: 5900, STR: 1983, VIT: 4183, SPD: 63, LUK: 1, Attack: 89865, Defense: 91751, Current HP: 5900, A Avg: 94358, D Avg: 91751, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 662: HP: 1616, STR: 1143, VIT: 4183, SPD: 63, LUK: 1, Attack: 86787, Defense: 91751, Current HP: 1616, A Avg: 91126, D Avg: 91751, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 661: HP: 858, STR: 190, VIT: 1973, SPD: 56, LUK: 1, Attack: 83988, Defense: 91751, Current HP: 858, A Avg: 88187, D Avg: 91751, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 660: HP: 849, STR: 272, VIT: 1973, SPD: 56, LUK: 1, Attack: 84070, Defense: 91751, Current HP: 849, A Avg: 88273, D Avg: 91751, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 659: HP: 1691, STR: 1453, VIT: 1974, SPD: 66, LUK: 1, Attack: 85394, Defense: 91752, Current HP: 1691, A Avg: 89663, D Avg: 91752, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 658: HP: 727, STR: 187, VIT: 1975, SPD: 56, LUK: 1, Attack: 84193, Defense: 91753, Current HP: 727, A Avg: 88402, D Avg: 91753, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 657: HP: 718, STR: 195, VIT: 1975, SPD: 56, LUK: 1, Attack: 84201, Defense: 91753, Current HP: 718, A Avg: 88411, D Avg: 91753, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 656: HP: 1049, STR: 1254, VIT: 1976, SPD: 63, LUK: 1, Attack: 87782, Defense: 91754, Current HP: 1049, A Avg: 92171, D Avg: 91754, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 655: HP: 1028, STR: 3740, VIT: 1976, SPD: 63, LUK: 1, Attack: 89618, Defense: 91754, Current HP: 1028, A Avg: 94098, D Avg: 91754, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
