Rank 1000: HP: 171, STR: 101, VIT: 48, SPD: 1, LUK: 1, Attack: 84107, Defense: 89826, Current HP: 171, A Avg: 90415, D Avg: 89826, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 743: HP: 308, STR: 48, VIT: 51, SPD: 1, LUK: 1, Attack: 84886, Defense: 89829, Current HP: 308, A Avg: 89130, D Avg: 89829, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 742: HP: 198, STR: 64, VIT: 51, SPD: 1, LUK: 1, Attack: 84902, Defense: 89829, Current HP: 198, A Avg: 106976, D Avg: 89829, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 741: HP: 348, STR: 48, VIT: 51, SPD: 1, LUK: 1, Attack: 85091, Defense: 89829, Current HP: 348, A Avg: 89345, D Avg: 89829, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 740: HP: 57, STR: 55, VIT: 51, SPD: 1, LUK: 1, Attack: 84711, Defense: 89829, Current HP: 57, A Avg: 88946, D Avg: 89829, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 739: HP: 286, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 84688, Defense: 89829, Current HP: 286, A Avg: 88922, D Avg: 89829, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 738: HP: 176, STR: 48, VIT: 51, SPD: 1, LUK: 1, Attack: 84704, Defense: 89829, Current HP: 176, A Avg: 106727, D Avg: 89829, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 737: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84865, Defense: 89829, Current HP: 57, A Avg: 89108, D Avg: 89829, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 736: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 84857, Defense: 89829, Current HP: 286, A Avg: 89099, D Avg: 89829, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 735: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 84873, Defense: 89829, Current HP: 176, A Avg: 106939, D Avg: 89829, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 734: HP: 171, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84947, Defense: 89829, Current HP: 171, A Avg: 89194, D Avg: 89829, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 733: HP: 418, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 84939, Defense: 89829, Current HP: 418, A Avg: 89185, D Avg: 89829, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 732: HP: 308, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 84955, Defense: 89829, Current HP: 308, A Avg: 107043, D Avg: 89829, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 731: HP: 57, STR: 253, VIT: 51, SPD: 1, LUK: 1, Attack: 85041, Defense: 89829, Current HP: 57, A Avg: 89293, D Avg: 89829, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 730: HP: 286, STR: 176, VIT: 51, SPD: 1, LUK: 1, Attack: 84964, Defense: 89829, Current HP: 286, A Avg: 89212, D Avg: 89829, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 729: HP: 176, STR: 192, VIT: 51, SPD: 1, LUK: 1, Attack: 84980, Defense: 89829, Current HP: 176, A Avg: 107074, D Avg: 89829, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 728: HP: 76, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84017, Defense: 89829, Current HP: 76, A Avg: 88217, D Avg: 89829, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 727: HP: 308, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 84009, Defense: 89829, Current HP: 308, A Avg: 88209, D Avg: 89829, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 726: HP: 198, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 84025, Defense: 89829, Current HP: 198, A Avg: 105871, D Avg: 89829, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 725: HP: 76, STR: 35, VIT: 51, SPD: 2, LUK: 1, Attack: 84873, Defense: 89829, Current HP: 76, A Avg: 89116, D Avg: 89829, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 724: HP: 76, STR: 60, VIT: 51, SPD: 1, LUK: 2, Attack: 84898, Defense: 89829, Current HP: 76, A Avg: 89142, D Avg: 89829, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 723: HP: 57, STR: 109, VIT: 51, SPD: 1, LUK: 1, Attack: 84947, Defense: 89829, Current HP: 57, A Avg: 89194, D Avg: 89829, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 722: HP: 247, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84992, Defense: 89829, Current HP: 247, A Avg: 89241, D Avg: 89829, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 721: HP: 506, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 84984, Defense: 89829, Current HP: 506, A Avg: 89233, D Avg: 89829, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 720: HP: 396, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 85000, Defense: 89829, Current HP: 396, A Avg: 107100, D Avg: 89829, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 719: HP: 627, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 92210, Defense: 89829, Current HP: 627, A Avg: 96820, D Avg: 89829, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 718: HP: 946, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 92202, Defense: 89829, Current HP: 946, A Avg: 96812, D Avg: 89829, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 717: HP: 836, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 92218, Defense: 89829, Current HP: 836, A Avg: 116194, D Avg: 89829, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 716: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84412, Defense: 89829, Current HP: 57, A Avg: 88632, D Avg: 89829, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 715: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 84404, Defense: 89829, Current HP: 286, A Avg: 88624, D Avg: 89829, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 714: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 84420, Defense: 89829, Current HP: 176, A Avg: 106369, D Avg: 89829, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 713: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 85077, Defense: 89829, Current HP: 57, A Avg: 89330, D Avg: 89829, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 712: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 85069, Defense: 89829, Current HP: 286, A Avg: 89322, D Avg: 89829, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 711: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 85085, Defense: 89829, Current HP: 176, A Avg: 107207, D Avg: 89829, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 710: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 87906, Defense: 89829, Current HP: 57, A Avg: 92301, D Avg: 89829, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 709: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 87898, Defense: 89829, Current HP: 286, A Avg: 92292, D Avg: 89829, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 708: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 87914, Defense: 89829, Current HP: 176, A Avg: 110771, D Avg: 89829, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 707: HP: 57, STR: 33, VIT: 51, SPD: 1, LUK: 1, Attack: 85677, Defense: 89829, Current HP: 57, A Avg: 89960, D Avg: 89829, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 706: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 85660, Defense: 89829, Current HP: 286, A Avg: 89943, D Avg: 89829, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 705: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 85676, Defense: 89829, Current HP: 176, A Avg: 107951, D Avg: 89829, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 704: HP: 627, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 86266, Defense: 89829, Current HP: 627, A Avg: 90579, D Avg: 89829, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 703: HP: 946, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 86258, Defense: 89829, Current HP: 946, A Avg: 90570, D Avg: 89829, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 702: HP: 836, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 86274, Defense: 89829, Current HP: 836, A Avg: 108705, D Avg: 89829, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 701: HP: 285, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 85902, Defense: 89829, Current HP: 285, A Avg: 90197, D Avg: 89829, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 700: HP: 550, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 85894, Defense: 89829, Current HP: 550, A Avg: 90188, D Avg: 89829, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 699: HP: 440, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 85910, Defense: 89829, Current HP: 440, A Avg: 108246, D Avg: 89829, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 698: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 85902, Defense: 89829, Current HP: 57, A Avg: 90197, D Avg: 89829, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 697: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 85894, Defense: 89829, Current HP: 286, A Avg: 90188, D Avg: 89829, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 696: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 85910, Defense: 89829, Current HP: 176, A Avg: 108246, D Avg: 89829, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 695: HP: 247, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 85564, Defense: 89829, Current HP: 247, A Avg: 89842, D Avg: 89829, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 694: HP: 506, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 85556, Defense: 89829, Current HP: 506, A Avg: 89833, D Avg: 89829, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 693: HP: 396, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 85572, Defense: 89829, Current HP: 396, A Avg: 107820, D Avg: 89829, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 692: HP: 57, STR: 583, VIT: 51, SPD: 1, LUK: 1, Attack: 85512, Defense: 89829, Current HP: 57, A Avg: 89787, D Avg: 89829, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 691: HP: 286, STR: 416, VIT: 51, SPD: 1, LUK: 1, Attack: 85345, Defense: 89829, Current HP: 286, A Avg: 89612, D Avg: 89829, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 690: HP: 176, STR: 432, VIT: 51, SPD: 1, LUK: 1, Attack: 85361, Defense: 89829, Current HP: 176, A Avg: 107554, D Avg: 89829, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 689: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 84602, Defense: 89829, Current HP: 57, A Avg: 88832, D Avg: 89829, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 688: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 84594, Defense: 89829, Current HP: 286, A Avg: 88823, D Avg: 89829, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 687: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 84610, Defense: 89829, Current HP: 176, A Avg: 106608, D Avg: 89829, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 686: HP: 57, STR: 184, VIT: 51, SPD: 1, LUK: 1, Attack: 87235, Defense: 89829, Current HP: 57, A Avg: 91596, D Avg: 89829, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 685: HP: 286, STR: 176, VIT: 51, SPD: 1, LUK: 1, Attack: 87227, Defense: 89829, Current HP: 286, A Avg: 91588, D Avg: 89829, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 684: HP: 176, STR: 192, VIT: 51, SPD: 1, LUK: 1, Attack: 87243, Defense: 89829, Current HP: 176, A Avg: 109926, D Avg: 89829, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 683: HP: 57, STR: 24, VIT: 51, SPD: 1, LUK: 1, Attack: 99290, Defense: 89829, Current HP: 57, A Avg: 104254, D Avg: 89829, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 682: HP: 286, STR: 16, VIT: 51, SPD: 1, LUK: 1, Attack: 99282, Defense: 89829, Current HP: 286, A Avg: 104246, D Avg: 89829, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 681: HP: 176, STR: 32, VIT: 51, SPD: 1, LUK: 1, Attack: 99298, Defense: 89829, Current HP: 176, A Avg: 125115, D Avg: 89829, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 680: HP: 57, STR: 344, VIT: 51, SPD: 1, LUK: 1, Attack: 88005, Defense: 89829, Current HP: 57, A Avg: 92405, D Avg: 89829, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 679: HP: 286, STR: 336, VIT: 51, SPD: 1, LUK: 1, Attack: 87997, Defense: 89829, Current HP: 286, A Avg: 92396, D Avg: 89829, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 678: HP: 176, STR: 352, VIT: 51, SPD: 1, LUK: 1, Attack: 88013, Defense: 89829, Current HP: 176, A Avg: 110896, D Avg: 89829, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 677: HP: 123, STR: 25, VIT: 52, SPD: 2, LUK: 1, Attack: 84135, Defense: 89830, Current HP: 123, A Avg: 88341, D Avg: 89830, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 676: HP: 161, STR: 93, VIT: 52, SPD: 1, LUK: 1, Attack: 84203, Defense: 89830, Current HP: 161, A Avg: 88413, D Avg: 89830, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 675: HP: 161, STR: 93, VIT: 52, SPD: 1, LUK: 1, Attack: 84203, Defense: 89830, Current HP: 161, A Avg: 90518, D Avg: 89830, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 674: HP: 114, STR: 19, VIT: 54, SPD: 2, LUK: 1, Attack: 84019, Defense: 89832, Current HP: 114, A Avg: 88219, D Avg: 89832, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 673: HP: 152, STR: 77, VIT: 54, SPD: 1, LUK: 1, Attack: 84077, Defense: 89832, Current HP: 152, A Avg: 88280, D Avg: 89832, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 672: HP: 152, STR: 77, VIT: 54, SPD: 1, LUK: 1, Attack: 84077, Defense: 89832, Current HP: 152, A Avg: 90382, D Avg: 89832, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 671: HP: 133, STR: 28, VIT: 54, SPD: 2, LUK: 1, Attack: 84149, Defense: 89832, Current HP: 133, A Avg: 88356, D Avg: 89832, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 670: HP: 171, STR: 90, VIT: 54, SPD: 1, LUK: 1, Attack: 84211, Defense: 89832, Current HP: 171, A Avg: 88421, D Avg: 89832, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 669: HP: 171, STR: 90, VIT: 54, SPD: 1, LUK: 1, Attack: 84211, Defense: 89832, Current HP: 171, A Avg: 90526, D Avg: 89832, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 668: HP: 74, STR: 35, VIT: 54, SPD: 1, LUK: 1, Attack: 83833, Defense: 89832, Current HP: 74, A Avg: 88024, D Avg: 89832, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 667: HP: 305, STR: 27, VIT: 54, SPD: 1, LUK: 1, Attack: 83825, Defense: 89832, Current HP: 305, A Avg: 88016, D Avg: 89832, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 666: HP: 195, STR: 43, VIT: 54, SPD: 1, LUK: 1, Attack: 83841, Defense: 89832, Current HP: 195, A Avg: 105639, D Avg: 89832, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 665: HP: 171, STR: 22, VIT: 54, SPD: 2, LUK: 1, Attack: 84132, Defense: 89832, Current HP: 171, A Avg: 88338, D Avg: 89832, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 664: HP: 209, STR: 88, VIT: 54, SPD: 1, LUK: 1, Attack: 84198, Defense: 89832, Current HP: 209, A Avg: 88407, D Avg: 89832, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 663: HP: 209, STR: 98, VIT: 54, SPD: 1, LUK: 1, Attack: 84208, Defense: 89832, Current HP: 209, A Avg: 90523, D Avg: 89832, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 662: HP: 133, STR: 30, VIT: 54, SPD: 2, LUK: 1, Attack: 84543, Defense: 89832, Current HP: 133, A Avg: 88770, D Avg: 89832, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 661: HP: 171, STR: 93, VIT: 54, SPD: 1, LUK: 1, Attack: 84606, Defense: 89832, Current HP: 171, A Avg: 88836, D Avg: 89832, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 660: HP: 171, STR: 93, VIT: 54, SPD: 1, LUK: 1, Attack: 84606, Defense: 89832, Current HP: 171, A Avg: 90951, D Avg: 89832, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 659: HP: 121, STR: 26, VIT: 54, SPD: 2, LUK: 1, Attack: 85774, Defense: 89832, Current HP: 121, A Avg: 90062, D Avg: 89832, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 658: HP: 159, STR: 88, VIT: 54, SPD: 1, LUK: 1, Attack: 85836, Defense: 89832, Current HP: 159, A Avg: 90127, D Avg: 89832, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 657: HP: 159, STR: 88, VIT: 54, SPD: 1, LUK: 1, Attack: 85836, Defense: 89832, Current HP: 159, A Avg: 92273, D Avg: 89832, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 656: HP: 335, STR: 112, VIT: 54, SPD: 1, LUK: 1, Attack: 84846, Defense: 89832, Current HP: 335, A Avg: 89088, D Avg: 89832, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 655: HP: 461, STR: 42, VIT: 54, SPD: 1, LUK: 1, Attack: 84750, Defense: 89832, Current HP: 461, A Avg: 88987, D Avg: 89832, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 654: HP: 246, STR: 24, VIT: 56, SPD: 1, LUK: 1, Attack: 83867, Defense: 89834, Current HP: 246, A Avg: 88060, D Avg: 89834, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 653: HP: 232, STR: 24, VIT: 56, SPD: 1, LUK: 1, Attack: 84108, Defense: 89834, Current HP: 232, A Avg: 88313, D Avg: 89834, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 652: HP: 246, STR: 24, VIT: 56, SPD: 1, LUK: 1, Attack: 83896, Defense: 89834, Current HP: 246, A Avg: 88090, D Avg: 89834, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 651: HP: 246, STR: 24, VIT: 56, SPD: 1, LUK: 1, Attack: 83923, Defense: 89834, Current HP: 246, A Avg: 88119, D Avg: 89834, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 650: HP: 246, STR: 24, VIT: 56, SPD: 1, LUK: 1, Attack: 83950, Defense: 89834, Current HP: 246, A Avg: 88147, D Avg: 89834, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 649: HP: 261, STR: 40, VIT: 56, SPD: 1, LUK: 1, Attack: 85515, Defense: 89834, Current HP: 261, A Avg: 89790, D Avg: 89834, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 648: HP: 152, STR: 24, VIT: 56, SPD: 2, LUK: 1, Attack: 84537, Defense: 89834, Current HP: 152, A Avg: 88763, D Avg: 89834, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 647: HP: 190, STR: 90, VIT: 56, SPD: 1, LUK: 1, Attack: 84603, Defense: 89834, Current HP: 190, A Avg: 88833, D Avg: 89834, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 646: HP: 190, STR: 101, VIT: 56, SPD: 1, LUK: 1, Attack: 84614, Defense: 89834, Current HP: 190, A Avg: 90960, D Avg: 89834, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 645: HP: 261, STR: 40, VIT: 56, SPD: 1, LUK: 1, Attack: 85138, Defense: 89834, Current HP: 261, A Avg: 89394, D Avg: 89834, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 644: HP: 152, STR: 22, VIT: 56, SPD: 2, LUK: 1, Attack: 85991, Defense: 89834, Current HP: 152, A Avg: 90290, D Avg: 89834, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
