Rank 1000: HP: 661, STR: 216, VIT: 417985, SPD: 18, LUK: 1, Attack: 84729, Defense: 501913, Current HP: 661, A Avg: 88965, D Avg: 501913, [Volcano[142, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 778: HP: 800, STR: 246, VIT: 418040, SPD: 18, LUK: 1, Attack: 84356, Defense: 502280, Current HP: 800, A Avg: 88573, D Avg: 502280, [Dragon Killer[139, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 777: HP: 776, STR: 250, VIT: 418040, SPD: 18, LUK: 1, Attack: 84763, Defense: 502280, Current HP: 776, A Avg: 89001, D Avg: 502280, [Volcano[142, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 776: HP: 1081, STR: 1632, VIT: 418040, SPD: 18, LUK: 1, Attack: 91541, Defense: 502280, Current HP: 1081, A Avg: 96118, D Avg: 502280, [Spectral Sword Shigure[172, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 775: HP: 713, STR: 536, VIT: 418414, SPD: 18, LUK: 1, Attack: 87025, Defense: 502283, Current HP: 713, A Avg: 91376, D Avg: 502283, [Cuttlefish[178, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 774: HP: 797, STR: 246, VIT: 418043, SPD: 18, LUK: 1, Attack: 86215, Defense: 502283, Current HP: 797, A Avg: 90525, D Avg: 502283, [Fire Chariot[138, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 773: HP: 917, STR: 601, VIT: 418348, SPD: 18, LUK: 1, Attack: 85935, Defense: 502289, Current HP: 917, A Avg: 90231, D Avg: 502289, [Impulse[166, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 772: HP: 713, STR: 536, VIT: 418426, SPD: 18, LUK: 1, Attack: 87025, Defense: 502289, Current HP: 713, A Avg: 91376, D Avg: 502289, [Cuttlefish[178, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 771: HP: 461, STR: 124, VIT: 418406, SPD: 18, LUK: 1, Attack: 84512, Defense: 502295, Current HP: 461, A Avg: 88737, D Avg: 502295, [Encryption Key[173, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 770: HP: 1595, STR: 529, VIT: 418406, SPD: 18, LUK: 1, Attack: 88411, Defense: 502295, Current HP: 1595, A Avg: 92831, D Avg: 502295, [Wild Card[175, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 769: HP: 461, STR: 318, VIT: 418406, SPD: 18, LUK: 1, Attack: 85962, Defense: 502295, Current HP: 461, A Avg: 90260, D Avg: 502295, [Portal Sword[176, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 768: HP: 776, STR: 248, VIT: 418055, SPD: 18, LUK: 1, Attack: 84189, Defense: 502295, Current HP: 776, A Avg: 88398, D Avg: 502295, [Rusty Knife[156, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 767: HP: 871, STR: 289, VIT: 418058, SPD: 18, LUK: 1, Attack: 85387, Defense: 502298, Current HP: 871, A Avg: 89656, D Avg: 502298, [Yggdrasil[126, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 766: HP: 776, STR: 279, VIT: 418058, SPD: 18, LUK: 1, Attack: 85104, Defense: 502298, Current HP: 776, A Avg: 89359, D Avg: 502298, [Kraken[145, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 765: HP: 839, STR: 248, VIT: 418058, SPD: 18, LUK: 1, Attack: 85060, Defense: 502298, Current HP: 839, A Avg: 89313, D Avg: 502298, [Granada[150, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 764: HP: 1207, STR: 1152, VIT: 418464, SPD: 18, LUK: 1, Attack: 85652, Defense: 502301, Current HP: 1207, A Avg: 89934, D Avg: 502301, [Divine Dragon Sword[181, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 763: HP: 776, STR: 358, VIT: 418061, SPD: 18, LUK: 1, Attack: 85092, Defense: 502301, Current HP: 776, A Avg: 89346, D Avg: 502301, [Irruption[154, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 762: HP: 814, STR: 257, VIT: 418064, SPD: 18, LUK: 1, Attack: 84289, Defense: 502304, Current HP: 814, A Avg: 88503, D Avg: 502304, [Alucard[146, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 761: HP: 655, STR: 124, VIT: 418377, SPD: 18, LUK: 1, Attack: 84512, Defense: 502305, Current HP: 655, A Avg: 88737, D Avg: 502305, [Encryption Key[173, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 760: HP: 1789, STR: 529, VIT: 418377, SPD: 18, LUK: 1, Attack: 88411, Defense: 502305, Current HP: 1789, A Avg: 92831, D Avg: 502305, [Wild Card[175, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 759: HP: 655, STR: 318, VIT: 418377, SPD: 18, LUK: 1, Attack: 85962, Defense: 502305, Current HP: 655, A Avg: 90260, D Avg: 502305, [Portal Sword[176, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 758: HP: 829, STR: 536, VIT: 418478, SPD: 18, LUK: 1, Attack: 87025, Defense: 502315, Current HP: 829, A Avg: 91376, D Avg: 502315, [Cuttlefish[178, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 757: HP: 461, STR: 286, VIT: 418446, SPD: 18, LUK: 1, Attack: 85839, Defense: 502315, Current HP: 461, A Avg: 90130, D Avg: 502315, [Hammer of Justice[186, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 756: HP: 545, STR: 124, VIT: 418391, SPD: 18, LUK: 1, Attack: 84512, Defense: 502319, Current HP: 545, A Avg: 88737, D Avg: 502319, [Encryption Key[173, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 755: HP: 1679, STR: 529, VIT: 418391, SPD: 18, LUK: 1, Attack: 88411, Defense: 502319, Current HP: 1679, A Avg: 92831, D Avg: 502319, [Wild Card[175, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 754: HP: 545, STR: 318, VIT: 418391, SPD: 18, LUK: 1, Attack: 85962, Defense: 502319, Current HP: 545, A Avg: 90260, D Avg: 502319, [Portal Sword[176, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 753: HP: 461, STR: 286, VIT: 418458, SPD: 18, LUK: 1, Attack: 85839, Defense: 502321, Current HP: 461, A Avg: 90130, D Avg: 502321, [Hammer of Justice[186, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 752: HP: 776, STR: 388, VIT: 418081, SPD: 18, LUK: 1, Attack: 85226, Defense: 502321, Current HP: 776, A Avg: 89487, D Avg: 502321, [Willow Blade[157, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 751: HP: 1070, STR: 320, VIT: 418081, SPD: 18, LUK: 1, Attack: 85243, Defense: 502321, Current HP: 1070, A Avg: 89505, D Avg: 502321, [Pangaea[164, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 750: HP: 776, STR: 241, VIT: 418084, SPD: 18, LUK: 1, Attack: 85716, Defense: 502324, Current HP: 776, A Avg: 90001, D Avg: 502324, [Elemental[121, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 749: HP: 871, STR: 291, VIT: 418084, SPD: 18, LUK: 1, Attack: 84941, Defense: 502324, Current HP: 871, A Avg: 89188, D Avg: 502324, [Diamond Knuckle[152, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 748: HP: 1091, STR: 1152, VIT: 418441, SPD: 18, LUK: 1, Attack: 85652, Defense: 502330, Current HP: 1091, A Avg: 89934, D Avg: 502330, [Divine Dragon Sword[181, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 747: HP: 661, STR: 342, VIT: 418090, SPD: 18, LUK: 1, Attack: 85180, Defense: 502330, Current HP: 661, A Avg: 89439, D Avg: 502330, [Classic[168, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 746: HP: 1285, STR: 1152, VIT: 418412, SPD: 18, LUK: 1, Attack: 85652, Defense: 502340, Current HP: 1285, A Avg: 89934, D Avg: 502340, [Divine Dragon Sword[181, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 745: HP: 713, STR: 536, VIT: 418455, SPD: 18, LUK: 1, Attack: 87025, Defense: 502344, Current HP: 713, A Avg: 91376, D Avg: 502344, [Cuttlefish[178, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 744: HP: 577, STR: 286, VIT: 418510, SPD: 18, LUK: 1, Attack: 85839, Defense: 502347, Current HP: 577, A Avg: 90130, D Avg: 502347, [Hammer of Justice[186, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 743: HP: 860, STR: 273, VIT: 418110, SPD: 18, LUK: 1, Attack: 85605, Defense: 502350, Current HP: 860, A Avg: 89885, D Avg: 502350, [Tower[149, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 742: HP: 907, STR: 536, VIT: 418426, SPD: 18, LUK: 1, Attack: 87025, Defense: 502354, Current HP: 907, A Avg: 91376, D Avg: 502354, [Cuttlefish[178, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 741: HP: 1175, STR: 1152, VIT: 418426, SPD: 18, LUK: 1, Attack: 85652, Defense: 502354, Current HP: 1175, A Avg: 89934, D Avg: 502354, [Divine Dragon Sword[181, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 740: HP: 877, STR: 284, VIT: 418127, SPD: 18, LUK: 1, Attack: 85327, Defense: 502367, Current HP: 877, A Avg: 89593, D Avg: 502367, [White Snake[160, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 739: HP: 797, STR: 536, VIT: 418441, SPD: 18, LUK: 1, Attack: 87025, Defense: 502369, Current HP: 797, A Avg: 91376, D Avg: 502369, [Cuttlefish[178, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 738: HP: 682, STR: 342, VIT: 418133, SPD: 18, LUK: 1, Attack: 86870, Defense: 502373, Current HP: 682, A Avg: 91213, D Avg: 502373, [Moon Knuckle[153, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 737: HP: 661, STR: 725, VIT: 418133, SPD: 18, LUK: 1, Attack: 86603, Defense: 502373, Current HP: 661, A Avg: 90933, D Avg: 502373, [Blue Sword[180, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 736: HP: 461, STR: 286, VIT: 418487, SPD: 18, LUK: 1, Attack: 85839, Defense: 502376, Current HP: 461, A Avg: 90130, D Avg: 502376, [Hammer of Justice[186, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 735: HP: 892, STR: 338, VIT: 418136, SPD: 18, LUK: 1, Attack: 86684, Defense: 502376, Current HP: 892, A Avg: 91018, D Avg: 502376, [Progress[147, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 734: HP: 602, STR: 142, VIT: 418443, SPD: 18, LUK: 1, Attack: 84530, Defense: 502384, Current HP: 602, A Avg: 88756, D Avg: 502384, [Encryption Key[173, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 733: HP: 1736, STR: 547, VIT: 418443, SPD: 18, LUK: 1, Attack: 88429, Defense: 502384, Current HP: 1736, A Avg: 92850, D Avg: 502384, [Wild Card[175, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 732: HP: 602, STR: 336, VIT: 418443, SPD: 18, LUK: 1, Attack: 85980, Defense: 502384, Current HP: 602, A Avg: 90279, D Avg: 502384, [Portal Sword[176, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 731: HP: 655, STR: 286, VIT: 418458, SPD: 18, LUK: 1, Attack: 85839, Defense: 502386, Current HP: 655, A Avg: 90130, D Avg: 502386, [Hammer of Justice[186, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 730: HP: 545, STR: 286, VIT: 418472, SPD: 18, LUK: 1, Attack: 85839, Defense: 502400, Current HP: 545, A Avg: 90130, D Avg: 502400, [Hammer of Justice[186, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 729: HP: 1232, STR: 1170, VIT: 418478, SPD: 18, LUK: 1, Attack: 85670, Defense: 502419, Current HP: 1232, A Avg: 89953, D Avg: 502419, [Divine Dragon Sword[181, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 728: HP: 913, STR: 482, VIT: 418185, SPD: 18, LUK: 1, Attack: 86360, Defense: 502425, Current HP: 913, A Avg: 90678, D Avg: 502425, [God Hand[179, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 727: HP: 871, STR: 644, VIT: 418185, SPD: 18, LUK: 1, Attack: 86184, Defense: 502425, Current HP: 871, A Avg: 90493, D Avg: 502425, [Zodiac[184, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 726: HP: 854, STR: 554, VIT: 418493, SPD: 18, LUK: 1, Attack: 87043, Defense: 502434, Current HP: 854, A Avg: 91395, D Avg: 502434, [Cuttlefish[178, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 725: HP: 602, STR: 304, VIT: 418525, SPD: 18, LUK: 1, Attack: 85857, Defense: 502466, Current HP: 602, A Avg: 90149, D Avg: 502466, [Hammer of Justice[186, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 724: HP: 909, STR: 318, VIT: 418226, SPD: 18, LUK: 1, Attack: 85962, Defense: 502466, Current HP: 909, A Avg: 90260, D Avg: 502466, [Gladius[162, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 723: HP: 661, STR: 581, VIT: 418238, SPD: 18, LUK: 1, Attack: 85369, Defense: 502478, Current HP: 661, A Avg: 89637, D Avg: 502478, [Pulse Knife[165, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 722: HP: 1091, STR: 248, VIT: 418243, SPD: 18, LUK: 1, Attack: 84956, Defense: 502483, Current HP: 1091, A Avg: 89203, D Avg: 502483, [Thin Blade[158, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 721: HP: 1091, STR: 374, VIT: 418272, SPD: 18, LUK: 1, Attack: 86226, Defense: 502512, Current HP: 1091, A Avg: 90537, D Avg: 502512, [Santoku[159, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 720: HP: 2026, STR: 2217, VIT: 418319, SPD: 18, LUK: 1, Attack: 88030, Defense: 502559, Current HP: 2026, A Avg: 92431, D Avg: 502559, [Spear of Regression[182, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 719: HP: 976, STR: 617, VIT: 418351, SPD: 18, LUK: 1, Attack: 85951, Defense: 502591, Current HP: 976, A Avg: 90248, D Avg: 502591, [Impulse[166, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 718: HP: 1469, STR: 783, VIT: 418826, SPD: 18, LUK: 1, Attack: 88611, Defense: 502630, Current HP: 1469, A Avg: 93041, D Avg: 502630, [Stargazer[183, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 717: HP: 661, STR: 158, VIT: 418446, SPD: 18, LUK: 1, Attack: 84546, Defense: 502686, Current HP: 661, A Avg: 88773, D Avg: 502686, [Encryption Key[173, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 716: HP: 1795, STR: 563, VIT: 418446, SPD: 18, LUK: 1, Attack: 88445, Defense: 502686, Current HP: 1795, A Avg: 92867, D Avg: 502686, [Wild Card[175, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 715: HP: 661, STR: 352, VIT: 418446, SPD: 18, LUK: 1, Attack: 85996, Defense: 502686, Current HP: 661, A Avg: 90295, D Avg: 502686, [Portal Sword[176, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 714: HP: 1469, STR: 783, VIT: 418818, SPD: 18, LUK: 1, Attack: 88611, Defense: 502687, Current HP: 1469, A Avg: 93041, D Avg: 502687, [Stargazer[183, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 713: HP: 1469, STR: 783, VIT: 418829, SPD: 18, LUK: 1, Attack: 88611, Defense: 502692, Current HP: 1469, A Avg: 93041, D Avg: 502692, [Stargazer[183, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 712: HP: 1585, STR: 783, VIT: 418881, SPD: 18, LUK: 1, Attack: 88611, Defense: 502718, Current HP: 1585, A Avg: 93041, D Avg: 502718, [Stargazer[183, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 711: HP: 1291, STR: 1186, VIT: 418481, SPD: 18, LUK: 1, Attack: 85686, Defense: 502721, Current HP: 1291, A Avg: 89970, D Avg: 502721, [Divine Dragon Sword[181, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 710: HP: 913, STR: 570, VIT: 418496, SPD: 18, LUK: 1, Attack: 87059, Defense: 502736, Current HP: 913, A Avg: 91411, D Avg: 502736, [Cuttlefish[178, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 709: HP: 1469, STR: 783, VIT: 418858, SPD: 18, LUK: 1, Attack: 88611, Defense: 502747, Current HP: 1469, A Avg: 93041, D Avg: 502747, [Stargazer[183, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 708: HP: 1663, STR: 783, VIT: 418829, SPD: 18, LUK: 1, Attack: 88611, Defense: 502757, Current HP: 1663, A Avg: 93041, D Avg: 502757, [Stargazer[183, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 707: HP: 661, STR: 320, VIT: 418528, SPD: 18, LUK: 1, Attack: 85873, Defense: 502768, Current HP: 661, A Avg: 90166, D Avg: 502768, [Hammer of Justice[186, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 706: HP: 1553, STR: 783, VIT: 418844, SPD: 18, LUK: 1, Attack: 88611, Defense: 502772, Current HP: 1553, A Avg: 93041, D Avg: 502772, [Stargazer[183, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 705: HP: 661, STR: 183, VIT: 417950, SPD: 18, LUK: 1, Attack: 83909, Defense: 502814, Current HP: 661, A Avg: 88104, D Avg: 502814, [Wooden Stick[101, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 704: HP: 661, STR: 183, VIT: 417950, SPD: 18, LUK: 1, Attack: 83948, Defense: 502814, Current HP: 661, A Avg: 88145, D Avg: 502814, [Club[102, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 703: HP: 661, STR: 189, VIT: 417950, SPD: 18, LUK: 1, Attack: 83961, Defense: 502814, Current HP: 661, A Avg: 88159, D Avg: 502814, [Short Sword[103, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 702: HP: 661, STR: 208, VIT: 417950, SPD: 18, LUK: 1, Attack: 84019, Defense: 502814, Current HP: 661, A Avg: 88219, D Avg: 502814, [Long Sword[104, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 701: HP: 661, STR: 216, VIT: 417950, SPD: 18, LUK: 1, Attack: 83988, Defense: 502814, Current HP: 661, A Avg: 88187, D Avg: 502814, [Wasp Knife[105, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 700: HP: 661, STR: 199, VIT: 417950, SPD: 18, LUK: 1, Attack: 84023, Defense: 502814, Current HP: 661, A Avg: 88224, D Avg: 502814, [Stun Knuckle[106, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 699: HP: 661, STR: 225, VIT: 417950, SPD: 18, LUK: 1, Attack: 84068, Defense: 502814, Current HP: 661, A Avg: 88271, D Avg: 502814, [Battle Scythe[107, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 698: HP: 682, STR: 225, VIT: 417950, SPD: 18, LUK: 1, Attack: 84114, Defense: 502814, Current HP: 682, A Avg: 88319, D Avg: 502814, [Iron Lumps[108, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 697: HP: 661, STR: 183, VIT: 417950, SPD: 18, LUK: 1, Attack: 83951, Defense: 502814, Current HP: 661, A Avg: 88148, D Avg: 502814, [Decorative Swords[109, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 696: HP: 661, STR: 243, VIT: 417950, SPD: 18, LUK: 1, Attack: 84366, Defense: 502814, Current HP: 661, A Avg: 88584, D Avg: 502814, [Pinpoint[112, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 695: HP: 682, STR: 241, VIT: 417950, SPD: 18, LUK: 1, Attack: 84247, Defense: 502814, Current HP: 682, A Avg: 88459, D Avg: 502814, [Great Iron Mass[122, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 694: HP: 671, STR: 199, VIT: 417950, SPD: 18, LUK: 1, Attack: 84192, Defense: 502814, Current HP: 671, A Avg: 88401, D Avg: 502814, [Sword of Wood[124, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 693: HP: 776, STR: 266, VIT: 417950, SPD: 18, LUK: 1, Attack: 84454, Defense: 502814, Current HP: 776, A Avg: 88676, D Avg: 502814, [Sword of the Spirit Tree[125, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 692: HP: 671, STR: 225, VIT: 417950, SPD: 18, LUK: 1, Attack: 84224, Defense: 502814, Current HP: 671, A Avg: 88435, D Avg: 502814, [Greatsword[127, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 691: HP: 772, STR: 246, VIT: 417950, SPD: 18, LUK: 1, Attack: 84668, Defense: 502814, Current HP: 772, A Avg: 88901, D Avg: 502814, [Dreaming Sword[128, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 690: HP: 682, STR: 201, VIT: 417950, SPD: 18, LUK: 1, Attack: 83976, Defense: 502814, Current HP: 682, A Avg: 88174, D Avg: 502814, [Peacemaker[131, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 689: HP: 724, STR: 183, VIT: 417950, SPD: 18, LUK: 1, Attack: 84085, Defense: 502814, Current HP: 724, A Avg: 88289, D Avg: 502814, [Daydream[132, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 688: HP: 1060, STR: 264, VIT: 417950, SPD: 18, LUK: 1, Attack: 85947, Defense: 502814, Current HP: 1060, A Avg: 90244, D Avg: 502814, [Dancing[155, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 687: HP: 661, STR: 379, VIT: 417950, SPD: 18, LUK: 1, Attack: 85035, Defense: 502814, Current HP: 661, A Avg: 89286, D Avg: 502814, [Penetra[161, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 686: HP: 661, STR: 183, VIT: 417950, SPD: 18, LUK: 1, Attack: 85024, Defense: 502814, Current HP: 661, A Avg: 89275, D Avg: 502814, [Grand Slam[163, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 685: HP: 871, STR: 183, VIT: 417950, SPD: 18, LUK: 1, Attack: 85151, Defense: 502814, Current HP: 871, A Avg: 89408, D Avg: 502814, [Cluster Bomb[170, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 684: HP: 1291, STR: 183, VIT: 417950, SPD: 18, LUK: 1, Attack: 92369, Defense: 502814, Current HP: 1291, A Avg: 96987, D Avg: 502814, [Big Bang[171, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 683: HP: 1795, STR: 183, VIT: 417950, SPD: 18, LUK: 1, Attack: 85236, Defense: 502814, Current HP: 1795, A Avg: 89497, D Avg: 502814, [Common Key[174, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 682: HP: 1291, STR: 183, VIT: 417950, SPD: 18, LUK: 1, Attack: 86425, Defense: 502814, Current HP: 1291, A Avg: 90746, D Avg: 502814, [Droid Hammer[177, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 681: HP: 661, STR: 957, VIT: 417950, SPD: 18, LUK: 1, Attack: 85886, Defense: 502814, Current HP: 661, A Avg: 90180, D Avg: 502814, [Jack Knife[185, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
