Rank 1000: HP: 399, STR: 566, VIT: 462, SPD: 19, LUK: 1, Attack: 85222, Defense: 90240, Current HP: 399, A Avg: 89483, D Avg: 90240, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 758: HP: 589, STR: 473, VIT: 536, SPD: 19, LUK: 1, Attack: 85571, Defense: 90314, Current HP: 589, A Avg: 89849, D Avg: 90314, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 757: HP: 503, STR: 633, VIT: 536, SPD: 19, LUK: 1, Attack: 85458, Defense: 90314, Current HP: 503, A Avg: 89730, D Avg: 90314, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 756: HP: 560, STR: 413, VIT: 536, SPD: 19, LUK: 1, Attack: 85225, Defense: 90314, Current HP: 560, A Avg: 89486, D Avg: 90314, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 755: HP: 1826, STR: 3101, VIT: 536, SPD: 16, LUK: 2, Attack: 88914, Defense: 90314, Current HP: 1826, A Avg: 93359, D Avg: 90314, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 754: HP: 1463, STR: 4546, VIT: 536, SPD: 16, LUK: 1, Attack: 90359, Defense: 90314, Current HP: 1463, A Avg: 94876, D Avg: 90314, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 753: HP: 1463, STR: 3148, VIT: 536, SPD: 16, LUK: 2, Attack: 88961, Defense: 90314, Current HP: 1463, A Avg: 93409, D Avg: 90314, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 752: HP: 503, STR: 571, VIT: 537, SPD: 19, LUK: 1, Attack: 85305, Defense: 90315, Current HP: 503, A Avg: 89570, D Avg: 90315, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 751: HP: 734, STR: 408, VIT: 538, SPD: 18, LUK: 1, Attack: 86754, Defense: 90316, Current HP: 734, A Avg: 91091, D Avg: 90316, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 750: HP: 537, STR: 426, VIT: 539, SPD: 19, LUK: 1, Attack: 84458, Defense: 90317, Current HP: 537, A Avg: 88680, D Avg: 90317, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 749: HP: 237, STR: 67, VIT: 540, SPD: 16, LUK: 1, Attack: 83943, Defense: 90318, Current HP: 237, A Avg: 88140, D Avg: 90318, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 748: HP: 228, STR: 75, VIT: 540, SPD: 16, LUK: 1, Attack: 83951, Defense: 90318, Current HP: 228, A Avg: 88148, D Avg: 90318, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 747: HP: 323, STR: 59, VIT: 540, SPD: 16, LUK: 1, Attack: 84084, Defense: 90318, Current HP: 323, A Avg: 88288, D Avg: 90318, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 746: HP: 313, STR: 67, VIT: 540, SPD: 16, LUK: 1, Attack: 84092, Defense: 90318, Current HP: 313, A Avg: 88296, D Avg: 90318, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 745: HP: 237, STR: 89, VIT: 540, SPD: 16, LUK: 1, Attack: 84238, Defense: 90318, Current HP: 237, A Avg: 88449, D Avg: 90318, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 744: HP: 228, STR: 97, VIT: 540, SPD: 16, LUK: 1, Attack: 84246, Defense: 90318, Current HP: 228, A Avg: 88458, D Avg: 90318, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 743: HP: 250, STR: 92, VIT: 540, SPD: 16, LUK: 1, Attack: 83908, Defense: 90318, Current HP: 250, A Avg: 88103, D Avg: 90318, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 742: HP: 241, STR: 75, VIT: 540, SPD: 16, LUK: 1, Attack: 83891, Defense: 90318, Current HP: 241, A Avg: 88085, D Avg: 90318, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 741: HP: 256, STR: 73, VIT: 540, SPD: 16, LUK: 1, Attack: 84066, Defense: 90318, Current HP: 256, A Avg: 88269, D Avg: 90318, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 740: HP: 247, STR: 163, VIT: 540, SPD: 16, LUK: 1, Attack: 84156, Defense: 90318, Current HP: 247, A Avg: 88363, D Avg: 90318, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 739: HP: 674, STR: 222, VIT: 542, SPD: 25, LUK: 1, Attack: 86074, Defense: 90320, Current HP: 674, A Avg: 90377, D Avg: 90320, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 738: HP: 712, STR: 413, VIT: 542, SPD: 16, LUK: 1, Attack: 86265, Defense: 90320, Current HP: 712, A Avg: 92734, D Avg: 90320, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 737: HP: 446, STR: 402, VIT: 542, SPD: 17, LUK: 1, Attack: 85445, Defense: 90320, Current HP: 446, A Avg: 106806, D Avg: 90320, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 736: HP: 288, STR: 70, VIT: 543, SPD: 16, LUK: 1, Attack: 83868, Defense: 90321, Current HP: 288, A Avg: 88061, D Avg: 90321, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 735: HP: 279, STR: 107, VIT: 543, SPD: 16, LUK: 1, Attack: 83905, Defense: 90321, Current HP: 279, A Avg: 88100, D Avg: 90321, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 734: HP: 228, STR: 38, VIT: 543, SPD: 16, LUK: 1, Attack: 83764, Defense: 90321, Current HP: 228, A Avg: 87952, D Avg: 90321, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 733: HP: 484, STR: 30, VIT: 543, SPD: 16, LUK: 1, Attack: 83756, Defense: 90321, Current HP: 484, A Avg: 87943, D Avg: 90321, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 732: HP: 228, STR: 38, VIT: 543, SPD: 16, LUK: 1, Attack: 83803, Defense: 90321, Current HP: 228, A Avg: 87993, D Avg: 90321, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 731: HP: 484, STR: 30, VIT: 543, SPD: 16, LUK: 1, Attack: 83795, Defense: 90321, Current HP: 484, A Avg: 87984, D Avg: 90321, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 730: HP: 228, STR: 43, VIT: 543, SPD: 16, LUK: 1, Attack: 83815, Defense: 90321, Current HP: 228, A Avg: 88005, D Avg: 90321, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 729: HP: 484, STR: 35, VIT: 543, SPD: 16, LUK: 1, Attack: 83807, Defense: 90321, Current HP: 484, A Avg: 87997, D Avg: 90321, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 728: HP: 228, STR: 60, VIT: 543, SPD: 16, LUK: 1, Attack: 83871, Defense: 90321, Current HP: 228, A Avg: 88064, D Avg: 90321, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 727: HP: 484, STR: 52, VIT: 543, SPD: 16, LUK: 1, Attack: 83863, Defense: 90321, Current HP: 484, A Avg: 88056, D Avg: 90321, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 726: HP: 228, STR: 92, VIT: 543, SPD: 16, LUK: 1, Attack: 83864, Defense: 90321, Current HP: 228, A Avg: 88057, D Avg: 90321, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 725: HP: 484, STR: 59, VIT: 543, SPD: 16, LUK: 1, Attack: 83831, Defense: 90321, Current HP: 484, A Avg: 88022, D Avg: 90321, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 724: HP: 228, STR: 52, VIT: 543, SPD: 16, LUK: 1, Attack: 83876, Defense: 90321, Current HP: 228, A Avg: 88069, D Avg: 90321, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 723: HP: 484, STR: 44, VIT: 543, SPD: 16, LUK: 1, Attack: 83868, Defense: 90321, Current HP: 484, A Avg: 88061, D Avg: 90321, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 722: HP: 228, STR: 75, VIT: 543, SPD: 16, LUK: 1, Attack: 83918, Defense: 90321, Current HP: 228, A Avg: 88113, D Avg: 90321, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 721: HP: 484, STR: 67, VIT: 543, SPD: 16, LUK: 1, Attack: 83910, Defense: 90321, Current HP: 484, A Avg: 88105, D Avg: 90321, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 720: HP: 247, STR: 75, VIT: 543, SPD: 16, LUK: 1, Attack: 83964, Defense: 90321, Current HP: 247, A Avg: 88162, D Avg: 90321, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 719: HP: 506, STR: 67, VIT: 543, SPD: 16, LUK: 1, Attack: 83956, Defense: 90321, Current HP: 506, A Avg: 88153, D Avg: 90321, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 718: HP: 228, STR: 38, VIT: 543, SPD: 16, LUK: 1, Attack: 83806, Defense: 90321, Current HP: 228, A Avg: 87996, D Avg: 90321, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 717: HP: 484, STR: 30, VIT: 543, SPD: 16, LUK: 1, Attack: 83798, Defense: 90321, Current HP: 484, A Avg: 87987, D Avg: 90321, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 716: HP: 247, STR: 59, VIT: 543, SPD: 16, LUK: 1, Attack: 83902, Defense: 90321, Current HP: 247, A Avg: 88097, D Avg: 90321, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 715: HP: 237, STR: 67, VIT: 543, SPD: 16, LUK: 1, Attack: 83910, Defense: 90321, Current HP: 237, A Avg: 88105, D Avg: 90321, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 714: HP: 228, STR: 91, VIT: 543, SPD: 16, LUK: 1, Attack: 84214, Defense: 90321, Current HP: 228, A Avg: 88424, D Avg: 90321, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 713: HP: 484, STR: 83, VIT: 543, SPD: 16, LUK: 1, Attack: 84206, Defense: 90321, Current HP: 484, A Avg: 88416, D Avg: 90321, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 712: HP: 237, STR: 73, VIT: 543, SPD: 16, LUK: 1, Attack: 84157, Defense: 90321, Current HP: 237, A Avg: 88364, D Avg: 90321, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 711: HP: 228, STR: 81, VIT: 543, SPD: 16, LUK: 1, Attack: 84165, Defense: 90321, Current HP: 228, A Avg: 88373, D Avg: 90321, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 710: HP: 247, STR: 59, VIT: 543, SPD: 16, LUK: 1, Attack: 83931, Defense: 90321, Current HP: 247, A Avg: 88127, D Avg: 90321, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 709: HP: 237, STR: 67, VIT: 543, SPD: 16, LUK: 1, Attack: 83939, Defense: 90321, Current HP: 237, A Avg: 88135, D Avg: 90321, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 708: HP: 247, STR: 59, VIT: 543, SPD: 16, LUK: 1, Attack: 83958, Defense: 90321, Current HP: 247, A Avg: 88155, D Avg: 90321, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 707: HP: 237, STR: 67, VIT: 543, SPD: 16, LUK: 1, Attack: 83966, Defense: 90321, Current HP: 237, A Avg: 88164, D Avg: 90321, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 706: HP: 247, STR: 59, VIT: 543, SPD: 16, LUK: 1, Attack: 83985, Defense: 90321, Current HP: 247, A Avg: 88184, D Avg: 90321, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 705: HP: 237, STR: 67, VIT: 543, SPD: 16, LUK: 1, Attack: 83993, Defense: 90321, Current HP: 237, A Avg: 88192, D Avg: 90321, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 704: HP: 247, STR: 89, VIT: 543, SPD: 16, LUK: 1, Attack: 84095, Defense: 90321, Current HP: 247, A Avg: 88299, D Avg: 90321, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 703: HP: 506, STR: 81, VIT: 543, SPD: 16, LUK: 1, Attack: 84087, Defense: 90321, Current HP: 506, A Avg: 88291, D Avg: 90321, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 702: HP: 237, STR: 52, VIT: 543, SPD: 16, LUK: 1, Attack: 84045, Defense: 90321, Current HP: 237, A Avg: 88247, D Avg: 90321, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 701: HP: 495, STR: 44, VIT: 543, SPD: 16, LUK: 1, Attack: 84037, Defense: 90321, Current HP: 495, A Avg: 88238, D Avg: 90321, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 700: HP: 332, STR: 112, VIT: 543, SPD: 16, LUK: 1, Attack: 84300, Defense: 90321, Current HP: 332, A Avg: 88515, D Avg: 90321, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 699: HP: 605, STR: 104, VIT: 543, SPD: 16, LUK: 1, Attack: 84292, Defense: 90321, Current HP: 605, A Avg: 88506, D Avg: 90321, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 698: HP: 237, STR: 75, VIT: 543, SPD: 16, LUK: 1, Attack: 84074, Defense: 90321, Current HP: 237, A Avg: 88277, D Avg: 90321, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 697: HP: 495, STR: 67, VIT: 543, SPD: 16, LUK: 1, Attack: 84066, Defense: 90321, Current HP: 495, A Avg: 88269, D Avg: 90321, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 696: HP: 328, STR: 94, VIT: 543, SPD: 16, LUK: 1, Attack: 84516, Defense: 90321, Current HP: 328, A Avg: 88741, D Avg: 90321, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 695: HP: 600, STR: 86, VIT: 543, SPD: 16, LUK: 1, Attack: 84508, Defense: 90321, Current HP: 600, A Avg: 88733, D Avg: 90321, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 694: HP: 247, STR: 54, VIT: 543, SPD: 16, LUK: 1, Attack: 83829, Defense: 90321, Current HP: 247, A Avg: 88020, D Avg: 90321, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 693: HP: 506, STR: 46, VIT: 543, SPD: 16, LUK: 1, Attack: 83821, Defense: 90321, Current HP: 506, A Avg: 88012, D Avg: 90321, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 692: HP: 285, STR: 38, VIT: 543, SPD: 16, LUK: 1, Attack: 83940, Defense: 90321, Current HP: 285, A Avg: 88137, D Avg: 90321, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 691: HP: 550, STR: 30, VIT: 543, SPD: 16, LUK: 1, Attack: 83932, Defense: 90321, Current HP: 550, A Avg: 88128, D Avg: 90321, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 690: HP: 589, STR: 110, VIT: 543, SPD: 16, LUK: 1, Attack: 85793, Defense: 90321, Current HP: 589, A Avg: 90082, D Avg: 90321, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 689: HP: 902, STR: 102, VIT: 543, SPD: 16, LUK: 1, Attack: 85785, Defense: 90321, Current HP: 902, A Avg: 90074, D Avg: 90321, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 688: HP: 228, STR: 292, VIT: 543, SPD: 16, LUK: 1, Attack: 84948, Defense: 90321, Current HP: 228, A Avg: 89195, D Avg: 90321, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 687: HP: 484, STR: 204, VIT: 543, SPD: 16, LUK: 1, Attack: 84860, Defense: 90321, Current HP: 484, A Avg: 89103, D Avg: 90321, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 686: HP: 228, STR: 38, VIT: 543, SPD: 16, LUK: 1, Attack: 84879, Defense: 90321, Current HP: 228, A Avg: 89122, D Avg: 90321, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 685: HP: 484, STR: 30, VIT: 543, SPD: 16, LUK: 1, Attack: 84871, Defense: 90321, Current HP: 484, A Avg: 89114, D Avg: 90321, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 684: HP: 418, STR: 38, VIT: 543, SPD: 16, LUK: 1, Attack: 85006, Defense: 90321, Current HP: 418, A Avg: 89256, D Avg: 90321, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 683: HP: 704, STR: 30, VIT: 543, SPD: 16, LUK: 1, Attack: 84998, Defense: 90321, Current HP: 704, A Avg: 89247, D Avg: 90321, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 682: HP: 798, STR: 38, VIT: 543, SPD: 16, LUK: 1, Attack: 92224, Defense: 90321, Current HP: 798, A Avg: 96835, D Avg: 90321, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 681: HP: 1144, STR: 30, VIT: 543, SPD: 16, LUK: 1, Attack: 92216, Defense: 90321, Current HP: 1144, A Avg: 96826, D Avg: 90321, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 680: HP: 1254, STR: 38, VIT: 543, SPD: 16, LUK: 1, Attack: 85091, Defense: 90321, Current HP: 1254, A Avg: 89345, D Avg: 90321, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 679: HP: 1672, STR: 30, VIT: 543, SPD: 16, LUK: 1, Attack: 85083, Defense: 90321, Current HP: 1672, A Avg: 89337, D Avg: 90321, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 678: HP: 798, STR: 38, VIT: 543, SPD: 16, LUK: 1, Attack: 86280, Defense: 90321, Current HP: 798, A Avg: 90594, D Avg: 90321, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 677: HP: 1144, STR: 30, VIT: 543, SPD: 16, LUK: 1, Attack: 86272, Defense: 90321, Current HP: 1144, A Avg: 90585, D Avg: 90321, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 676: HP: 228, STR: 998, VIT: 543, SPD: 16, LUK: 1, Attack: 85927, Defense: 90321, Current HP: 228, A Avg: 90223, D Avg: 90321, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 675: HP: 484, STR: 718, VIT: 543, SPD: 16, LUK: 1, Attack: 85647, Defense: 90321, Current HP: 484, A Avg: 89929, D Avg: 90321, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 674: HP: 228, STR: 614, VIT: 543, SPD: 16, LUK: 1, Attack: 85192, Defense: 90321, Current HP: 228, A Avg: 89451, D Avg: 90321, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 673: HP: 484, STR: 606, VIT: 543, SPD: 16, LUK: 1, Attack: 85184, Defense: 90321, Current HP: 484, A Avg: 89443, D Avg: 90321, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 672: HP: 228, STR: 270, VIT: 543, SPD: 16, LUK: 1, Attack: 87321, Defense: 90321, Current HP: 228, A Avg: 91687, D Avg: 90321, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 671: HP: 484, STR: 262, VIT: 543, SPD: 16, LUK: 1, Attack: 87313, Defense: 90321, Current HP: 484, A Avg: 91678, D Avg: 90321, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 670: HP: 228, STR: -14348, VIT: 543, SPD: 16, LUK: 1, Attack: 84918, Defense: 90321, Current HP: 228, A Avg: 89163, D Avg: 90321, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 669: HP: 484, STR: -14356, VIT: 543, SPD: 16, LUK: 1, Attack: 84910, Defense: 90321, Current HP: 484, A Avg: 89155, D Avg: 90321, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 668: HP: 228, STR: 934, VIT: 543, SPD: 16, LUK: 1, Attack: 88595, Defense: 90321, Current HP: 228, A Avg: 93024, D Avg: 90321, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 667: HP: 484, STR: 926, VIT: 543, SPD: 16, LUK: 1, Attack: 88587, Defense: 90321, Current HP: 484, A Avg: 93016, D Avg: 90321, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 666: HP: 2233, STR: 3023, VIT: 544, SPD: 16, LUK: 1, Attack: 88836, Defense: 90322, Current HP: 2233, A Avg: 93277, D Avg: 90322, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 665: HP: 1501, STR: 3023, VIT: 544, SPD: 29, LUK: 1, Attack: 88836, Defense: 90322, Current HP: 1501, A Avg: 93277, D Avg: 108386, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 664: HP: 2495, STR: 3101, VIT: 544, SPD: 16, LUK: 1, Attack: 88914, Defense: 90322, Current HP: 2495, A Avg: 93359, D Avg: 90322, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 663: HP: 252, STR: 67, VIT: 545, SPD: 16, LUK: 1, Attack: 84073, Defense: 90323, Current HP: 252, A Avg: 88276, D Avg: 90323, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 662: HP: 243, STR: 75, VIT: 545, SPD: 16, LUK: 1, Attack: 84081, Defense: 90323, Current HP: 243, A Avg: 88285, D Avg: 90323, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 661: HP: 547, STR: 332, VIT: 545, SPD: 16, LUK: 1, Attack: 85976, Defense: 90323, Current HP: 547, A Avg: 90274, D Avg: 90323, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 660: HP: 260, STR: 488, VIT: 545, SPD: 17, LUK: 1, Attack: 87016, Defense: 90323, Current HP: 260, A Avg: 108770, D Avg: 90323, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 659: HP: 240, STR: 1063, VIT: 545, SPD: 17, LUK: 1, Attack: 86941, Defense: 90323, Current HP: 240, A Avg: 108676, D Avg: 90323, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
