Rank 1000: HP: 1249, STR: 691, VIT: 1434, SPD: 54, LUK: 1, Attack: 84812, Defense: 91212, Current HP: 1249, A Avg: 89052, D Avg: 91212, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 739: HP: 608, STR: 116, VIT: 1635, SPD: 48, LUK: 1, Attack: 83940, Defense: 91413, Current HP: 608, A Avg: 88137, D Avg: 91413, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 738: HP: 924, STR: 108, VIT: 1635, SPD: 48, LUK: 1, Attack: 83932, Defense: 91413, Current HP: 924, A Avg: 88128, D Avg: 91413, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 737: HP: 608, STR: 171, VIT: 1635, SPD: 48, LUK: 1, Attack: 84014, Defense: 91413, Current HP: 608, A Avg: 88214, D Avg: 91413, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 736: HP: 924, STR: 163, VIT: 1635, SPD: 48, LUK: 1, Attack: 84006, Defense: 91413, Current HP: 924, A Avg: 88206, D Avg: 91413, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 735: HP: 627, STR: 171, VIT: 1635, SPD: 48, LUK: 1, Attack: 84060, Defense: 91413, Current HP: 627, A Avg: 88263, D Avg: 91413, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 734: HP: 946, STR: 163, VIT: 1635, SPD: 48, LUK: 1, Attack: 84052, Defense: 91413, Current HP: 946, A Avg: 88254, D Avg: 91413, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 733: HP: 608, STR: 70, VIT: 1635, SPD: 48, LUK: 1, Attack: 83838, Defense: 91413, Current HP: 608, A Avg: 88029, D Avg: 91413, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 732: HP: 924, STR: 62, VIT: 1635, SPD: 48, LUK: 1, Attack: 83830, Defense: 91413, Current HP: 924, A Avg: 88021, D Avg: 91413, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 731: HP: 627, STR: 155, VIT: 1635, SPD: 48, LUK: 1, Attack: 83998, Defense: 91413, Current HP: 627, A Avg: 88197, D Avg: 91413, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 730: HP: 617, STR: 163, VIT: 1635, SPD: 48, LUK: 1, Attack: 84006, Defense: 91413, Current HP: 617, A Avg: 88206, D Avg: 91413, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 729: HP: 608, STR: 187, VIT: 1635, SPD: 48, LUK: 1, Attack: 84310, Defense: 91413, Current HP: 608, A Avg: 88525, D Avg: 91413, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 728: HP: 924, STR: 179, VIT: 1635, SPD: 48, LUK: 1, Attack: 84302, Defense: 91413, Current HP: 924, A Avg: 88517, D Avg: 91413, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 727: HP: 617, STR: 201, VIT: 1635, SPD: 48, LUK: 1, Attack: 84285, Defense: 91413, Current HP: 617, A Avg: 88499, D Avg: 91413, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 726: HP: 608, STR: 209, VIT: 1635, SPD: 48, LUK: 1, Attack: 84293, Defense: 91413, Current HP: 608, A Avg: 88507, D Avg: 91413, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 725: HP: 627, STR: 155, VIT: 1635, SPD: 48, LUK: 1, Attack: 84027, Defense: 91413, Current HP: 627, A Avg: 88228, D Avg: 91413, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 724: HP: 617, STR: 163, VIT: 1635, SPD: 48, LUK: 1, Attack: 84035, Defense: 91413, Current HP: 617, A Avg: 88236, D Avg: 91413, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 723: HP: 627, STR: 155, VIT: 1635, SPD: 48, LUK: 1, Attack: 84054, Defense: 91413, Current HP: 627, A Avg: 88256, D Avg: 91413, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 722: HP: 617, STR: 163, VIT: 1635, SPD: 48, LUK: 1, Attack: 84062, Defense: 91413, Current HP: 617, A Avg: 88265, D Avg: 91413, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 721: HP: 627, STR: 155, VIT: 1635, SPD: 48, LUK: 1, Attack: 84081, Defense: 91413, Current HP: 627, A Avg: 88285, D Avg: 91413, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 720: HP: 617, STR: 163, VIT: 1635, SPD: 48, LUK: 1, Attack: 84089, Defense: 91413, Current HP: 617, A Avg: 88293, D Avg: 91413, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 719: HP: 627, STR: 217, VIT: 1635, SPD: 48, LUK: 1, Attack: 84223, Defense: 91413, Current HP: 627, A Avg: 88434, D Avg: 91413, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 718: HP: 946, STR: 209, VIT: 1635, SPD: 48, LUK: 1, Attack: 84215, Defense: 91413, Current HP: 946, A Avg: 88425, D Avg: 91413, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 717: HP: 617, STR: 116, VIT: 1635, SPD: 48, LUK: 1, Attack: 84109, Defense: 91413, Current HP: 617, A Avg: 88314, D Avg: 91413, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 716: HP: 935, STR: 108, VIT: 1635, SPD: 48, LUK: 1, Attack: 84101, Defense: 91413, Current HP: 935, A Avg: 88306, D Avg: 91413, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 715: HP: 902, STR: 272, VIT: 1635, SPD: 48, LUK: 1, Attack: 84460, Defense: 91413, Current HP: 902, A Avg: 88683, D Avg: 91413, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 714: HP: 1265, STR: 264, VIT: 1635, SPD: 48, LUK: 1, Attack: 84452, Defense: 91413, Current HP: 1265, A Avg: 88674, D Avg: 91413, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 713: HP: 617, STR: 171, VIT: 1635, SPD: 48, LUK: 1, Attack: 84170, Defense: 91413, Current HP: 617, A Avg: 88378, D Avg: 91413, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 712: HP: 935, STR: 163, VIT: 1635, SPD: 48, LUK: 1, Attack: 84162, Defense: 91413, Current HP: 935, A Avg: 88370, D Avg: 91413, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 711: HP: 898, STR: 222, VIT: 1635, SPD: 48, LUK: 1, Attack: 84644, Defense: 91413, Current HP: 898, A Avg: 88876, D Avg: 91413, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 710: HP: 1260, STR: 214, VIT: 1635, SPD: 48, LUK: 1, Attack: 84636, Defense: 91413, Current HP: 1260, A Avg: 88867, D Avg: 91413, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 709: HP: 627, STR: 86, VIT: 1635, SPD: 48, LUK: 1, Attack: 83861, Defense: 91413, Current HP: 627, A Avg: 88054, D Avg: 91413, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 708: HP: 946, STR: 78, VIT: 1635, SPD: 48, LUK: 1, Attack: 83853, Defense: 91413, Current HP: 946, A Avg: 88045, D Avg: 91413, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 707: HP: 665, STR: 70, VIT: 1635, SPD: 48, LUK: 1, Attack: 83972, Defense: 91413, Current HP: 665, A Avg: 88170, D Avg: 91413, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 706: HP: 990, STR: 62, VIT: 1635, SPD: 48, LUK: 1, Attack: 83964, Defense: 91413, Current HP: 990, A Avg: 88162, D Avg: 91413, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 705: HP: 1349, STR: 302, VIT: 1635, SPD: 48, LUK: 1, Attack: 85985, Defense: 91413, Current HP: 1349, A Avg: 90284, D Avg: 91413, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 704: HP: 1782, STR: 294, VIT: 1635, SPD: 48, LUK: 1, Attack: 85977, Defense: 91413, Current HP: 1782, A Avg: 90275, D Avg: 91413, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 703: HP: 608, STR: 820, VIT: 1635, SPD: 48, LUK: 1, Attack: 85476, Defense: 91413, Current HP: 608, A Avg: 89749, D Avg: 91413, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 702: HP: 924, STR: 588, VIT: 1635, SPD: 48, LUK: 1, Attack: 85244, Defense: 91413, Current HP: 924, A Avg: 89506, D Avg: 91413, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 701: HP: 608, STR: 70, VIT: 1635, SPD: 48, LUK: 1, Attack: 84911, Defense: 91413, Current HP: 608, A Avg: 89156, D Avg: 91413, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 700: HP: 924, STR: 62, VIT: 1635, SPD: 48, LUK: 1, Attack: 84903, Defense: 91413, Current HP: 924, A Avg: 89148, D Avg: 91413, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 699: HP: 798, STR: 70, VIT: 1635, SPD: 48, LUK: 1, Attack: 85038, Defense: 91413, Current HP: 798, A Avg: 89289, D Avg: 91413, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 698: HP: 1144, STR: 62, VIT: 1635, SPD: 48, LUK: 1, Attack: 85030, Defense: 91413, Current HP: 1144, A Avg: 89281, D Avg: 91413, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 697: HP: 1178, STR: 70, VIT: 1635, SPD: 48, LUK: 1, Attack: 92256, Defense: 91413, Current HP: 1178, A Avg: 96868, D Avg: 91413, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 696: HP: 1584, STR: 62, VIT: 1635, SPD: 48, LUK: 1, Attack: 92248, Defense: 91413, Current HP: 1584, A Avg: 96860, D Avg: 91413, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 695: HP: 3914, STR: 70, VIT: 1635, SPD: 48, LUK: 1, Attack: 85123, Defense: 91413, Current HP: 3914, A Avg: 89379, D Avg: 91413, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 694: HP: 4752, STR: 62, VIT: 1635, SPD: 48, LUK: 1, Attack: 85115, Defense: 91413, Current HP: 4752, A Avg: 89370, D Avg: 91413, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 693: HP: 1178, STR: 70, VIT: 1635, SPD: 48, LUK: 1, Attack: 86312, Defense: 91413, Current HP: 1178, A Avg: 90627, D Avg: 91413, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 692: HP: 1584, STR: 62, VIT: 1635, SPD: 48, LUK: 1, Attack: 86304, Defense: 91413, Current HP: 1584, A Avg: 90619, D Avg: 91413, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 691: HP: 608, STR: 1922, VIT: 1635, SPD: 48, LUK: 1, Attack: 86851, Defense: 91413, Current HP: 608, A Avg: 91193, D Avg: 91413, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 690: HP: 924, STR: 1390, VIT: 1635, SPD: 48, LUK: 1, Attack: 86319, Defense: 91413, Current HP: 924, A Avg: 90634, D Avg: 91413, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 689: HP: 608, STR: 1926, VIT: 1635, SPD: 48, LUK: 1, Attack: 86504, Defense: 91413, Current HP: 608, A Avg: 90829, D Avg: 91413, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 688: HP: 924, STR: 1918, VIT: 1635, SPD: 48, LUK: 1, Attack: 86496, Defense: 91413, Current HP: 924, A Avg: 90820, D Avg: 91413, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 687: HP: 608, STR: 462, VIT: 1635, SPD: 48, LUK: 1, Attack: 87513, Defense: 91413, Current HP: 608, A Avg: 91888, D Avg: 91413, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 686: HP: 924, STR: 454, VIT: 1635, SPD: 48, LUK: 1, Attack: 87505, Defense: 91413, Current HP: 924, A Avg: 91880, D Avg: 91413, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 685: HP: 608, STR: -46284, VIT: 1635, SPD: 48, LUK: 1, Attack: 52982, Defense: 91413, Current HP: 608, A Avg: 55631, D Avg: 91413, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 684: HP: 924, STR: -46292, VIT: 1635, SPD: 48, LUK: 1, Attack: 52974, Defense: 91413, Current HP: 924, A Avg: 55622, D Avg: 91413, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 683: HP: 608, STR: 2246, VIT: 1635, SPD: 48, LUK: 1, Attack: 89907, Defense: 91413, Current HP: 608, A Avg: 94402, D Avg: 91413, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 682: HP: 924, STR: 2238, VIT: 1635, SPD: 48, LUK: 1, Attack: 89899, Defense: 91413, Current HP: 924, A Avg: 94393, D Avg: 91413, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 681: HP: 1606, STR: 998, VIT: 1641, SPD: 48, LUK: 2, Attack: 86332, Defense: 91419, Current HP: 1606, A Avg: 90648, D Avg: 91419, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 680: HP: 1273, STR: 1804, VIT: 1641, SPD: 48, LUK: 1, Attack: 87138, Defense: 91419, Current HP: 1273, A Avg: 91494, D Avg: 91419, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 679: HP: 1273, STR: 1091, VIT: 1641, SPD: 48, LUK: 2, Attack: 86425, Defense: 91419, Current HP: 1273, A Avg: 90746, D Avg: 91419, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 678: HP: 1436, STR: 1242, VIT: 1646, SPD: 57, LUK: 1, Attack: 85352, Defense: 91424, Current HP: 1436, A Avg: 89619, D Avg: 91424, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 677: HP: 1453, STR: 1247, VIT: 1646, SPD: 57, LUK: 1, Attack: 85760, Defense: 91424, Current HP: 1453, A Avg: 90048, D Avg: 91424, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 676: HP: 1472, STR: 1242, VIT: 1648, SPD: 57, LUK: 1, Attack: 87211, Defense: 91426, Current HP: 1472, A Avg: 91571, D Avg: 91426, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 675: HP: 1434, STR: 940, VIT: 1648, SPD: 54, LUK: 1, Attack: 85983, Defense: 91426, Current HP: 1434, A Avg: 90282, D Avg: 91426, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 674: HP: 655, STR: 86, VIT: 1648, SPD: 48, LUK: 1, Attack: 88253, Defense: 91426, Current HP: 655, A Avg: 92665, D Avg: 91426, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 673: HP: 646, STR: 188, VIT: 1648, SPD: 48, LUK: 1, Attack: 88355, Defense: 91426, Current HP: 646, A Avg: 92772, D Avg: 91426, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 672: HP: 1943, STR: 950, VIT: 1649, SPD: 48, LUK: 1, Attack: 86284, Defense: 91427, Current HP: 1943, A Avg: 90598, D Avg: 91427, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 671: HP: 1311, STR: 950, VIT: 1649, SPD: 87, LUK: 1, Attack: 86284, Defense: 91427, Current HP: 1311, A Avg: 90598, D Avg: 109712, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 670: HP: 2175, STR: 998, VIT: 1649, SPD: 48, LUK: 1, Attack: 86332, Defense: 91427, Current HP: 2175, A Avg: 90648, D Avg: 91427, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 669: HP: 883, STR: 220, VIT: 1650, SPD: 48, LUK: 1, Attack: 84187, Defense: 91428, Current HP: 883, A Avg: 88396, D Avg: 91428, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 668: HP: 1243, STR: 212, VIT: 1650, SPD: 48, LUK: 1, Attack: 84179, Defense: 91428, Current HP: 1243, A Avg: 88387, D Avg: 91428, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 667: HP: 3300, STR: 1478, VIT: 4641, SPD: 48, LUK: 1, Attack: 89306, Defense: 91429, Current HP: 3300, A Avg: 112525, D Avg: 91429, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 666: HP: 1574, STR: 1192, VIT: 1654, SPD: 54, LUK: 1, Attack: 87538, Defense: 91432, Current HP: 1574, A Avg: 91914, D Avg: 91432, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 665: HP: 1729, STR: 1409, VIT: 1656, SPD: 57, LUK: 1, Attack: 86507, Defense: 91434, Current HP: 1729, A Avg: 90832, D Avg: 91434, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 664: HP: 1453, STR: 1857, VIT: 1656, SPD: 57, LUK: 1, Attack: 86682, Defense: 91434, Current HP: 1453, A Avg: 91016, D Avg: 91434, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 663: HP: 1510, STR: 1245, VIT: 1656, SPD: 57, LUK: 1, Attack: 86057, Defense: 91434, Current HP: 1510, A Avg: 90359, D Avg: 91434, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 662: HP: 1292, STR: 950, VIT: 1657, SPD: 77, LUK: 1, Attack: 86284, Defense: 91435, Current HP: 1292, A Avg: 90598, D Avg: 91435, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 661: HP: 1292, STR: 966, VIT: 1657, SPD: 48, LUK: 2, Attack: 86300, Defense: 91435, Current HP: 1292, A Avg: 90615, D Avg: 91435, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 660: HP: 1273, STR: 1780, VIT: 1657, SPD: 48, LUK: 1, Attack: 87114, Defense: 91435, Current HP: 1273, A Avg: 91469, D Avg: 91435, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 659: HP: 1563, STR: 1258, VIT: 1659, SPD: 57, LUK: 1, Attack: 85290, Defense: 91437, Current HP: 1563, A Avg: 89554, D Avg: 91437, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 658: HP: 617, STR: 326, VIT: 1661, SPD: 48, LUK: 1, Attack: 84169, Defense: 91439, Current HP: 617, A Avg: 88377, D Avg: 91439, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 657: HP: 935, STR: 155, VIT: 1661, SPD: 48, LUK: 1, Attack: 83998, Defense: 91439, Current HP: 935, A Avg: 88197, D Avg: 91439, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 656: HP: 608, STR: 209, VIT: 1661, SPD: 48, LUK: 1, Attack: 84293, Defense: 91439, Current HP: 608, A Avg: 88507, D Avg: 91439, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 655: HP: 924, STR: 327, VIT: 1661, SPD: 48, LUK: 1, Attack: 84411, Defense: 91439, Current HP: 924, A Avg: 88631, D Avg: 91439, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 654: HP: 617, STR: 326, VIT: 1661, SPD: 48, LUK: 1, Attack: 84198, Defense: 91439, Current HP: 617, A Avg: 88407, D Avg: 91439, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 653: HP: 935, STR: 155, VIT: 1661, SPD: 48, LUK: 1, Attack: 84027, Defense: 91439, Current HP: 935, A Avg: 88228, D Avg: 91439, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 652: HP: 617, STR: 326, VIT: 1661, SPD: 48, LUK: 1, Attack: 84225, Defense: 91439, Current HP: 617, A Avg: 88436, D Avg: 91439, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 651: HP: 935, STR: 155, VIT: 1661, SPD: 48, LUK: 1, Attack: 84054, Defense: 91439, Current HP: 935, A Avg: 88256, D Avg: 91439, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 650: HP: 617, STR: 326, VIT: 1661, SPD: 48, LUK: 1, Attack: 84252, Defense: 91439, Current HP: 617, A Avg: 88464, D Avg: 91439, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 649: HP: 935, STR: 155, VIT: 1661, SPD: 48, LUK: 1, Attack: 84081, Defense: 91439, Current HP: 935, A Avg: 88285, D Avg: 91439, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 648: HP: 2859, STR: 1674, VIT: 3873, SPD: 48, LUK: 1, Attack: 89502, Defense: 91441, Current HP: 2859, A Avg: 93977, D Avg: 91441, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 647: HP: 2850, STR: 1683, VIT: 3873, SPD: 48, LUK: 1, Attack: 89511, Defense: 91441, Current HP: 2850, A Avg: 93986, D Avg: 91441, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 646: HP: 1650, STR: 672, VIT: 1664, SPD: 51, LUK: 1, Attack: 85380, Defense: 91442, Current HP: 1650, A Avg: 106725, D Avg: 91442, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 645: HP: 2088, STR: 958, VIT: 1665, SPD: 48, LUK: 1, Attack: 86292, Defense: 91443, Current HP: 2088, A Avg: 90606, D Avg: 91443, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 644: HP: 703, STR: 2494, VIT: 1672, SPD: 48, LUK: 1, Attack: 87282, Defense: 91450, Current HP: 703, A Avg: 91646, D Avg: 91450, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 643: HP: 1330, STR: 950, VIT: 1673, SPD: 77, LUK: 1, Attack: 86284, Defense: 91451, Current HP: 1330, A Avg: 90598, D Avg: 91451, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 642: HP: 1368, STR: 1596, VIT: 1673, SPD: 48, LUK: 1, Attack: 86930, Defense: 91451, Current HP: 1368, A Avg: 93449, D Avg: 91451, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 641: HP: 646, STR: 94, VIT: 1674, SPD: 48, LUK: 1, Attack: 88261, Defense: 91452, Current HP: 646, A Avg: 92674, D Avg: 91452, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
