Rank 1000: HP: 2248, STR: 612, VIT: 6949, SPD: 80, LUK: 1, Attack: 85578, Defense: 92619, Current HP: 2248, A Avg: 89856, D Avg: 92619, [Red Shark[134, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 745: HP: 1301, STR: 393, VIT: 7193, SPD: 90, LUK: 1, Attack: 84165, Defense: 92863, Current HP: 1301, A Avg: 88373, D Avg: 92863, [Wasp Knife[105, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 744: HP: 1301, STR: 300, VIT: 7193, SPD: 90, LUK: 1, Attack: 84124, Defense: 92863, Current HP: 1301, A Avg: 88330, D Avg: 92863, [Stun Knuckle[106, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 743: HP: 1301, STR: 402, VIT: 7193, SPD: 90, LUK: 1, Attack: 84245, Defense: 92863, Current HP: 1301, A Avg: 88457, D Avg: 92863, [Battle Scythe[107, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 742: HP: 1322, STR: 402, VIT: 7193, SPD: 90, LUK: 1, Attack: 84291, Defense: 92863, Current HP: 1322, A Avg: 88505, D Avg: 92863, [Iron Lumps[108, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 741: HP: 1301, STR: 207, VIT: 7193, SPD: 90, LUK: 1, Attack: 83975, Defense: 92863, Current HP: 1301, A Avg: 88173, D Avg: 92863, [Decorative Swords[109, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 740: HP: 1301, STR: 421, VIT: 7193, SPD: 90, LUK: 1, Attack: 84544, Defense: 92863, Current HP: 1301, A Avg: 88771, D Avg: 92863, [Pinpoint[112, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 739: HP: 1322, STR: 495, VIT: 7193, SPD: 90, LUK: 1, Attack: 84501, Defense: 92863, Current HP: 1322, A Avg: 88726, D Avg: 92863, [Great Iron Mass[122, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 738: HP: 1312, STR: 300, VIT: 7193, SPD: 90, LUK: 1, Attack: 84293, Defense: 92863, Current HP: 1312, A Avg: 88507, D Avg: 92863, [Sword of Wood[124, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 737: HP: 1837, STR: 598, VIT: 7193, SPD: 90, LUK: 1, Attack: 84786, Defense: 92863, Current HP: 1837, A Avg: 89025, D Avg: 92863, [Sword of the Spirit Tree[125, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 736: HP: 1312, STR: 402, VIT: 7193, SPD: 90, LUK: 1, Attack: 84401, Defense: 92863, Current HP: 1312, A Avg: 88621, D Avg: 92863, [Greatsword[127, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 735: HP: 1833, STR: 501, VIT: 7193, SPD: 90, LUK: 1, Attack: 84923, Defense: 92863, Current HP: 1833, A Avg: 89169, D Avg: 92863, [Dreaming Sword[128, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 734: HP: 1322, STR: 226, VIT: 7193, SPD: 90, LUK: 1, Attack: 84001, Defense: 92863, Current HP: 1322, A Avg: 88201, D Avg: 92863, [Peacemaker[131, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 733: HP: 1364, STR: 207, VIT: 7193, SPD: 90, LUK: 1, Attack: 84109, Defense: 92863, Current HP: 1364, A Avg: 88314, D Avg: 92863, [Daydream[132, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 732: HP: 2540, STR: 672, VIT: 7193, SPD: 90, LUK: 1, Attack: 86355, Defense: 92863, Current HP: 2540, A Avg: 90672, D Avg: 92863, [Dancing[155, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 731: HP: 1301, STR: 1250, VIT: 7193, SPD: 90, LUK: 1, Attack: 85906, Defense: 92863, Current HP: 1301, A Avg: 90201, D Avg: 92863, [Penetra[161, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 730: HP: 1301, STR: 207, VIT: 7193, SPD: 90, LUK: 1, Attack: 85048, Defense: 92863, Current HP: 1301, A Avg: 89300, D Avg: 92863, [Grand Slam[163, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 729: HP: 1511, STR: 207, VIT: 7193, SPD: 90, LUK: 1, Attack: 85175, Defense: 92863, Current HP: 1511, A Avg: 89433, D Avg: 92863, [Cluster Bomb[170, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 728: HP: 1931, STR: 207, VIT: 7193, SPD: 90, LUK: 1, Attack: 92393, Defense: 92863, Current HP: 1931, A Avg: 97012, D Avg: 92863, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 727: HP: 7475, STR: 207, VIT: 7193, SPD: 90, LUK: 1, Attack: 85260, Defense: 92863, Current HP: 7475, A Avg: 89523, D Avg: 92863, [Common Key[174, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 726: HP: 1931, STR: 207, VIT: 7193, SPD: 90, LUK: 1, Attack: 86449, Defense: 92863, Current HP: 1931, A Avg: 90771, D Avg: 92863, [Droid Hammer[177, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 725: HP: 1301, STR: 2544, VIT: 7193, SPD: 90, LUK: 1, Attack: 87473, Defense: 92863, Current HP: 1301, A Avg: 91846, D Avg: 92863, [Jack Knife[185, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 724: HP: 1301, STR: 3931, VIT: 7193, SPD: 90, LUK: 1, Attack: 88509, Defense: 92863, Current HP: 1301, A Avg: 92934, D Avg: 92863, [Magical[187, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 723: HP: 1301, STR: 862, VIT: 7193, SPD: 90, LUK: 1, Attack: 87913, Defense: 92863, Current HP: 1301, A Avg: 92308, D Avg: 92863, [Tekken[188, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 722: HP: 1301, STR: -92800, VIT: 7193, SPD: 90, LUK: 1, Attack: 6466, Defense: 92863, Current HP: 1301, A Avg: 6789, D Avg: 92863, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 721: HP: 1301, STR: 4311, VIT: 7193, SPD: 90, LUK: 1, Attack: 91972, Defense: 92863, Current HP: 1301, A Avg: 96570, D Avg: 92863, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 720: HP: 1751, STR: 623, VIT: 7196, SPD: 80, LUK: 1, Attack: 84733, Defense: 92866, Current HP: 1751, A Avg: 106763, D Avg: 92866, [Dragon Killer[139, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 719: HP: 1815, STR: 627, VIT: 7196, SPD: 80, LUK: 1, Attack: 85140, Defense: 92866, Current HP: 1815, A Avg: 107276, D Avg: 92866, [Volcano[142, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 718: HP: 1837, STR: 623, VIT: 7199, SPD: 80, LUK: 1, Attack: 86592, Defense: 92869, Current HP: 1837, A Avg: 109105, D Avg: 92869, [Fire Chariot[138, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 717: HP: 1007, STR: 496, VIT: 3091, SPD: 80, LUK: 1, Attack: 84606, Defense: 92869, Current HP: 1007, A Avg: 88836, D Avg: 92869, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 716: HP: 997, STR: 693, VIT: 3091, SPD: 80, LUK: 1, Attack: 84803, Defense: 92869, Current HP: 997, A Avg: 89043, D Avg: 92869, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 715: HP: 997, STR: 408, VIT: 3093, SPD: 80, LUK: 1, Attack: 84408, Defense: 92871, Current HP: 997, A Avg: 88628, D Avg: 92871, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 714: HP: 988, STR: 416, VIT: 3093, SPD: 80, LUK: 1, Attack: 84416, Defense: 92871, Current HP: 988, A Avg: 88636, D Avg: 92871, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 713: HP: 1482, STR: 416, VIT: 3093, SPD: 80, LUK: 1, Attack: 84537, Defense: 92871, Current HP: 1482, A Avg: 88763, D Avg: 92871, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 712: HP: 1472, STR: 424, VIT: 3093, SPD: 80, LUK: 1, Attack: 84545, Defense: 92871, Current HP: 1472, A Avg: 88772, D Avg: 92871, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 711: HP: 1470, STR: 649, VIT: 3093, SPD: 80, LUK: 1, Attack: 86397, Defense: 92871, Current HP: 1470, A Avg: 90716, D Avg: 92871, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 710: HP: 1461, STR: 657, VIT: 3093, SPD: 80, LUK: 1, Attack: 86405, Defense: 92871, Current HP: 1461, A Avg: 90725, D Avg: 92871, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 709: HP: 1816, STR: 473, VIT: 3094, SPD: 90, LUK: 1, Attack: 84440, Defense: 92872, Current HP: 1816, A Avg: 88662, D Avg: 92872, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 708: HP: 1501, STR: 572, VIT: 3096, SPD: 80, LUK: 1, Attack: 84682, Defense: 92874, Current HP: 1501, A Avg: 88916, D Avg: 92874, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 707: HP: 1491, STR: 424, VIT: 3096, SPD: 80, LUK: 1, Attack: 84534, Defense: 92874, Current HP: 1491, A Avg: 88760, D Avg: 92874, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 706: HP: 1816, STR: 499, VIT: 7209, SPD: 90, LUK: 1, Attack: 84466, Defense: 92879, Current HP: 1816, A Avg: 88689, D Avg: 92879, [Phantom Sword[117, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 705: HP: 1761, STR: 576, VIT: 3101, SPD: 80, LUK: 1, Attack: 85542, Defense: 92879, Current HP: 1761, A Avg: 89819, D Avg: 92879, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 704: HP: 1751, STR: 584, VIT: 3101, SPD: 80, LUK: 1, Attack: 85550, Defense: 92879, Current HP: 1751, A Avg: 89827, D Avg: 92879, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 703: HP: 1472, STR: 891, VIT: 7212, SPD: 80, LUK: 1, Attack: 86366, Defense: 92882, Current HP: 1472, A Avg: 90684, D Avg: 92882, [Elemental[121, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 702: HP: 1925, STR: 450, VIT: 7212, SPD: 80, LUK: 1, Attack: 85925, Defense: 92882, Current HP: 1925, A Avg: 90221, D Avg: 92882, [Elemental[121, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 701: HP: 2354, STR: 800, VIT: 7212, SPD: 80, LUK: 1, Attack: 85898, Defense: 92882, Current HP: 2354, A Avg: 108231, D Avg: 92882, [Yggdrasil[126, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 700: HP: 1815, STR: 722, VIT: 7212, SPD: 80, LUK: 1, Attack: 85547, Defense: 92882, Current HP: 1815, A Avg: 107789, D Avg: 92882, [Kraken[145, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 699: HP: 1881, STR: 625, VIT: 7212, SPD: 80, LUK: 1, Attack: 85437, Defense: 92882, Current HP: 1881, A Avg: 107650, D Avg: 92882, [Granada[150, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 698: HP: 1938, STR: 642, VIT: 7212, SPD: 80, LUK: 1, Attack: 85292, Defense: 92882, Current HP: 1938, A Avg: 89556, D Avg: 92882, [Diamond Knuckle[152, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 697: HP: 2464, STR: 634, VIT: 7212, SPD: 80, LUK: 1, Attack: 85284, Defense: 92882, Current HP: 2464, A Avg: 89548, D Avg: 92882, [Diamond Knuckle[152, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 696: HP: 1312, STR: 372, VIT: 3105, SPD: 90, LUK: 1, Attack: 84215, Defense: 92883, Current HP: 1312, A Avg: 88425, D Avg: 92883, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 695: HP: 1301, STR: 460, VIT: 3105, SPD: 90, LUK: 1, Attack: 84544, Defense: 92883, Current HP: 1301, A Avg: 88771, D Avg: 92883, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 694: HP: 1312, STR: 372, VIT: 3105, SPD: 90, LUK: 1, Attack: 84244, Defense: 92883, Current HP: 1312, A Avg: 88456, D Avg: 92883, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 693: HP: 1312, STR: 372, VIT: 3105, SPD: 90, LUK: 1, Attack: 84271, Defense: 92883, Current HP: 1312, A Avg: 88484, D Avg: 92883, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 692: HP: 1312, STR: 372, VIT: 3105, SPD: 90, LUK: 1, Attack: 84298, Defense: 92883, Current HP: 1312, A Avg: 88512, D Avg: 92883, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 691: HP: 2030, STR: 634, VIT: 7217, SPD: 80, LUK: 1, Attack: 84666, Defense: 92887, Current HP: 2030, A Avg: 106679, D Avg: 92887, [Alucard[146, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 690: HP: 988, STR: 962, VIT: 7217, SPD: 80, LUK: 1, Attack: 85800, Defense: 92887, Current HP: 988, A Avg: 90090, D Avg: 92887, [Classic[168, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 689: HP: 1364, STR: 953, VIT: 7217, SPD: 80, LUK: 1, Attack: 85791, Defense: 92887, Current HP: 1364, A Avg: 90080, D Avg: 92887, [Classic[168, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 688: HP: 1837, STR: 345, VIT: 3109, SPD: 80, LUK: 1, Attack: 84201, Defense: 92887, Current HP: 1837, A Avg: 106093, D Avg: 92887, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 687: HP: 1045, STR: 180, VIT: 3109, SPD: 80, LUK: 1, Attack: 84368, Defense: 92887, Current HP: 1045, A Avg: 88586, D Avg: 92887, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 686: HP: 1430, STR: 172, VIT: 3109, SPD: 80, LUK: 1, Attack: 84360, Defense: 92887, Current HP: 1430, A Avg: 88578, D Avg: 92887, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 685: HP: 1928, STR: 561, VIT: 3109, SPD: 80, LUK: 1, Attack: 84879, Defense: 92887, Current HP: 1928, A Avg: 89122, D Avg: 92887, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 684: HP: 1919, STR: 416, VIT: 3109, SPD: 80, LUK: 1, Attack: 84734, Defense: 92887, Current HP: 1919, A Avg: 88970, D Avg: 92887, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 683: HP: 1312, STR: 393, VIT: 7221, SPD: 90, LUK: 1, Attack: 84236, Defense: 92891, Current HP: 1312, A Avg: 88447, D Avg: 92891, [Salamander[110, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 682: HP: 1301, STR: 486, VIT: 7221, SPD: 90, LUK: 1, Attack: 84570, Defense: 92891, Current HP: 1301, A Avg: 88798, D Avg: 92891, [Phantom Scythe[116, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 681: HP: 1312, STR: 393, VIT: 7221, SPD: 90, LUK: 1, Attack: 84265, Defense: 92891, Current HP: 1312, A Avg: 88478, D Avg: 92891, [Undine[118, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 680: HP: 1312, STR: 393, VIT: 7221, SPD: 90, LUK: 1, Attack: 84292, Defense: 92891, Current HP: 1312, A Avg: 88506, D Avg: 92891, [Sylph[119, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 679: HP: 1312, STR: 393, VIT: 7221, SPD: 90, LUK: 1, Attack: 84319, Defense: 92891, Current HP: 1312, A Avg: 88534, D Avg: 92891, [Gnome[120, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 678: HP: 2599, STR: 1833, VIT: 3114, SPD: 90, LUK: 1, Attack: 87477, Defense: 92892, Current HP: 2599, A Avg: 91850, D Avg: 92892, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 677: HP: 1577, STR: 432, VIT: 3114, SPD: 80, LUK: 1, Attack: 84334, Defense: 92892, Current HP: 1577, A Avg: 106260, D Avg: 92892, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 676: HP: 997, STR: 504, VIT: 3117, SPD: 80, LUK: 1, Attack: 84614, Defense: 92895, Current HP: 997, A Avg: 88844, D Avg: 92895, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 675: HP: 1375, STR: 496, VIT: 3117, SPD: 80, LUK: 1, Attack: 84606, Defense: 92895, Current HP: 1375, A Avg: 88836, D Avg: 92895, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 674: HP: 988, STR: 416, VIT: 3119, SPD: 80, LUK: 1, Attack: 84416, Defense: 92897, Current HP: 988, A Avg: 88636, D Avg: 92897, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 673: HP: 1364, STR: 408, VIT: 3119, SPD: 80, LUK: 1, Attack: 84408, Defense: 92897, Current HP: 1364, A Avg: 88628, D Avg: 92897, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 672: HP: 1472, STR: 424, VIT: 3119, SPD: 80, LUK: 1, Attack: 84545, Defense: 92897, Current HP: 1472, A Avg: 88772, D Avg: 92897, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 671: HP: 1925, STR: 416, VIT: 3119, SPD: 80, LUK: 1, Attack: 84537, Defense: 92897, Current HP: 1925, A Avg: 88763, D Avg: 92897, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 670: HP: 1461, STR: 657, VIT: 3119, SPD: 80, LUK: 1, Attack: 86405, Defense: 92897, Current HP: 1461, A Avg: 90725, D Avg: 92897, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 669: HP: 1911, STR: 649, VIT: 3119, SPD: 80, LUK: 1, Attack: 86397, Defense: 92897, Current HP: 1911, A Avg: 90716, D Avg: 92897, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 668: HP: 1343, STR: 223, VIT: 3119, SPD: 90, LUK: 1, Attack: 88390, Defense: 92897, Current HP: 1343, A Avg: 92809, D Avg: 92897, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 667: HP: 1837, STR: 510, VIT: 3122, SPD: 80, LUK: 1, Attack: 85023, Defense: 92900, Current HP: 1837, A Avg: 107128, D Avg: 92900, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 666: HP: 1491, STR: 424, VIT: 3122, SPD: 80, LUK: 1, Attack: 84534, Defense: 92900, Current HP: 1491, A Avg: 88760, D Avg: 92900, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 665: HP: 1947, STR: 416, VIT: 3122, SPD: 80, LUK: 1, Attack: 84526, Defense: 92900, Current HP: 1947, A Avg: 88752, D Avg: 92900, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 664: HP: 1343, STR: 235, VIT: 7235, SPD: 90, LUK: 1, Attack: 88402, Defense: 92905, Current HP: 1343, A Avg: 92822, D Avg: 92905, [Basic[169, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 663: HP: 1751, STR: 584, VIT: 3127, SPD: 80, LUK: 1, Attack: 85550, Defense: 92905, Current HP: 1751, A Avg: 89827, D Avg: 92905, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 662: HP: 2248, STR: 576, VIT: 3127, SPD: 80, LUK: 1, Attack: 85542, Defense: 92905, Current HP: 2248, A Avg: 89819, D Avg: 92905, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 661: HP: 2981, STR: 1735, VIT: 6121, SPD: 90, LUK: 1, Attack: 87069, Defense: 92909, Current HP: 2981, A Avg: 91422, D Avg: 92909, [Impulse[166, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 660: HP: 1919, STR: 416, VIT: 3135, SPD: 80, LUK: 1, Attack: 84734, Defense: 92913, Current HP: 1919, A Avg: 88970, D Avg: 92913, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 659: HP: 2442, STR: 408, VIT: 3135, SPD: 80, LUK: 1, Attack: 84726, Defense: 92913, Current HP: 2442, A Avg: 88962, D Avg: 92913, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 658: HP: 1482, STR: 848, VIT: 3135, SPD: 80, LUK: 1, Attack: 85582, Defense: 92913, Current HP: 1482, A Avg: 89861, D Avg: 92913, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 657: HP: 1472, STR: 856, VIT: 3135, SPD: 80, LUK: 1, Attack: 85590, Defense: 92913, Current HP: 1472, A Avg: 89869, D Avg: 92913, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 656: HP: 2584, STR: 1195, VIT: 6129, SPD: 80, LUK: 1, Attack: 86748, Defense: 92917, Current HP: 2584, A Avg: 91085, D Avg: 92917, [Hammer of Justice[186, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 655: HP: 1472, STR: 856, VIT: 3161, SPD: 80, LUK: 1, Attack: 85590, Defense: 92939, Current HP: 1472, A Avg: 89869, D Avg: 92939, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 654: HP: 1925, STR: 848, VIT: 3161, SPD: 80, LUK: 1, Attack: 85582, Defense: 92939, Current HP: 1925, A Avg: 89861, D Avg: 92939, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 653: HP: 1482, STR: 1133, VIT: 7287, SPD: 80, LUK: 1, Attack: 85971, Defense: 92957, Current HP: 1482, A Avg: 90269, D Avg: 92957, [Willow Blade[157, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 652: HP: 1472, STR: 1142, VIT: 7287, SPD: 80, LUK: 1, Attack: 85980, Defense: 92957, Current HP: 1472, A Avg: 90279, D Avg: 92957, [Willow Blade[157, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 651: HP: 2508, STR: 933, VIT: 7287, SPD: 80, LUK: 1, Attack: 85856, Defense: 92957, Current HP: 2508, A Avg: 90148, D Avg: 92957, [Pangaea[164, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 650: HP: 2498, STR: 1274, VIT: 7287, SPD: 80, LUK: 1, Attack: 86197, Defense: 92957, Current HP: 2498, A Avg: 90506, D Avg: 92957, [Pangaea[164, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 649: HP: 2612, STR: 816, VIT: 7292, SPD: 80, LUK: 1, Attack: 84672, Defense: 92962, Current HP: 2612, A Avg: 88905, D Avg: 92962, [Emerald Sword[115, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
