Rank 1000: HP: 2166, STR: 2391, VIT: 2441, SPD: 85, LUK: 1, Attack: 87125, Defense: 92219, Current HP: 2166, A Avg: 91481, D Avg: 92219, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 750: HP: 908, STR: 243, VIT: 2573, SPD: 72, LUK: 1, Attack: 84249, Defense: 92351, Current HP: 908, A Avg: 88461, D Avg: 92351, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 749: HP: 1271, STR: 235, VIT: 2573, SPD: 72, LUK: 1, Attack: 84241, Defense: 92351, Current HP: 1271, A Avg: 88453, D Avg: 92351, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 748: HP: 1776, STR: 1159, VIT: 6687, SPD: 72, LUK: 1, Attack: 87505, Defense: 92357, Current HP: 1776, A Avg: 91880, D Avg: 92357, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 747: HP: 1767, STR: 865, VIT: 6687, SPD: 72, LUK: 1, Attack: 87211, Defense: 92357, Current HP: 1767, A Avg: 91571, D Avg: 92357, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 746: HP: 1650, STR: 1115, VIT: 6687, SPD: 72, LUK: 1, Attack: 85953, Defense: 92357, Current HP: 1650, A Avg: 108300, D Avg: 92357, [Willow Blade[157, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 745: HP: 2728, STR: 931, VIT: 6687, SPD: 72, LUK: 1, Attack: 85854, Defense: 92357, Current HP: 2728, A Avg: 108176, D Avg: 92357, [Pangaea[164, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 744: HP: 1976, STR: 486, VIT: 6692, SPD: 72, LUK: 1, Attack: 84674, Defense: 92362, Current HP: 1976, A Avg: 88907, D Avg: 92362, [Cagliostro[133, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 743: HP: 1628, STR: 395, VIT: 2584, SPD: 72, LUK: 1, Attack: 84362, Defense: 92362, Current HP: 1628, A Avg: 106296, D Avg: 92362, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 742: HP: 1928, STR: 795, VIT: 6700, SPD: 72, LUK: 1, Attack: 84905, Defense: 92370, Current HP: 1928, A Avg: 89150, D Avg: 92370, [Windmill[137, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 741: HP: 1919, STR: 961, VIT: 6702, SPD: 72, LUK: 1, Attack: 84961, Defense: 92372, Current HP: 1919, A Avg: 89209, D Avg: 92372, [Kirisame[129, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 740: HP: 2356, STR: 972, VIT: 6702, SPD: 72, LUK: 1, Attack: 85093, Defense: 92372, Current HP: 2356, A Avg: 89347, D Avg: 92372, [Black Kirisame[130, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 739: HP: 2344, STR: 1274, VIT: 6702, SPD: 72, LUK: 1, Attack: 87022, Defense: 92372, Current HP: 2344, A Avg: 91373, D Avg: 92372, [Scythe of the Grim Reaper[148, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 738: HP: 1804, STR: 353, VIT: 4804, SPD: 72, LUK: 1, Attack: 84741, Defense: 92372, Current HP: 1804, A Avg: 106773, D Avg: 92372, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 737: HP: 7612, STR: 2223, VIT: 4804, SPD: 72, LUK: 1, Attack: 90105, Defense: 92372, Current HP: 7612, A Avg: 113532, D Avg: 92372, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 736: HP: 1804, STR: 1251, VIT: 4804, SPD: 72, LUK: 1, Attack: 86895, Defense: 92372, Current HP: 1804, A Avg: 109487, D Avg: 92372, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 735: HP: 1155, STR: 313, VIT: 2594, SPD: 72, LUK: 1, Attack: 84156, Defense: 92372, Current HP: 1155, A Avg: 106036, D Avg: 92372, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 734: HP: 1144, STR: 384, VIT: 2594, SPD: 72, LUK: 1, Attack: 84468, Defense: 92372, Current HP: 1144, A Avg: 106429, D Avg: 92372, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 733: HP: 1155, STR: 313, VIT: 2594, SPD: 72, LUK: 1, Attack: 84185, Defense: 92372, Current HP: 1155, A Avg: 106073, D Avg: 92372, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 732: HP: 1155, STR: 313, VIT: 2594, SPD: 72, LUK: 1, Attack: 84212, Defense: 92372, Current HP: 1155, A Avg: 106107, D Avg: 92372, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 731: HP: 1155, STR: 313, VIT: 2594, SPD: 72, LUK: 1, Attack: 84239, Defense: 92372, Current HP: 1155, A Avg: 106141, D Avg: 92372, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 730: HP: 1330, STR: 392, VIT: 2594, SPD: 72, LUK: 1, Attack: 85074, Defense: 92372, Current HP: 1330, A Avg: 89327, D Avg: 92372, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 729: HP: 1760, STR: 384, VIT: 2594, SPD: 72, LUK: 1, Attack: 85066, Defense: 92372, Current HP: 1760, A Avg: 89319, D Avg: 92372, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 728: HP: 1554, STR: 635, VIT: 6705, SPD: 72, LUK: 1, Attack: 85678, Defense: 92375, Current HP: 1554, A Avg: 89961, D Avg: 92375, [White Snake[160, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 727: HP: 2019, STR: 627, VIT: 6705, SPD: 72, LUK: 1, Attack: 85670, Defense: 92375, Current HP: 2019, A Avg: 89953, D Avg: 92375, [White Snake[160, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 726: HP: 2375, STR: 719, VIT: 6705, SPD: 72, LUK: 1, Attack: 84829, Defense: 92375, Current HP: 2375, A Avg: 89070, D Avg: 92375, [Serpent[144, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 725: HP: 2394, STR: 1091, VIT: 5589, SPD: 72, LUK: 1, Attack: 86644, Defense: 92377, Current HP: 2394, A Avg: 90976, D Avg: 92377, [Hammer of Justice[186, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 724: HP: 2606, STR: 1179, VIT: 6710, SPD: 72, LUK: 1, Attack: 86145, Defense: 92380, Current HP: 2606, A Avg: 90452, D Avg: 92380, [Red Shark[134, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 723: HP: 1767, STR: 865, VIT: 6713, SPD: 72, LUK: 1, Attack: 87211, Defense: 92383, Current HP: 1767, A Avg: 91571, D Avg: 92383, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 722: HP: 2266, STR: 856, VIT: 6713, SPD: 72, LUK: 1, Attack: 87202, Defense: 92383, Current HP: 2266, A Avg: 91562, D Avg: 92383, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 721: HP: 1738, STR: 649, VIT: 6713, SPD: 72, LUK: 1, Attack: 85981, Defense: 92383, Current HP: 1738, A Avg: 108336, D Avg: 92383, [Tower[149, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 720: HP: 1188, STR: 196, VIT: 2607, SPD: 72, LUK: 1, Attack: 88363, Defense: 92385, Current HP: 1188, A Avg: 111337, D Avg: 92385, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 719: HP: 2755, STR: 710, VIT: 6718, SPD: 72, LUK: 1, Attack: 85028, Defense: 92388, Current HP: 2755, A Avg: 89279, D Avg: 92388, [Ruby Knuckle[151, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 718: HP: 6424, STR: 3080, VIT: 6718, SPD: 72, LUK: 1, Attack: 88893, Defense: 92388, Current HP: 6424, A Avg: 112005, D Avg: 92388, [Spear of Regression[182, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 717: HP: 1700, STR: 364, VIT: 6725, SPD: 81, LUK: 1, Attack: 84220, Defense: 92395, Current HP: 1700, A Avg: 88431, D Avg: 92395, [Emerald Sword[115, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 716: HP: 2166, STR: 2709, VIT: 2620, SPD: 85, LUK: 1, Attack: 87547, Defense: 92398, Current HP: 2166, A Avg: 91924, D Avg: 92398, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 715: HP: 3097, STR: 2428, VIT: 2620, SPD: 85, LUK: 1, Attack: 87351, Defense: 92398, Current HP: 3097, A Avg: 91718, D Avg: 92398, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 714: HP: 1474, STR: 457, VIT: 6731, SPD: 81, LUK: 1, Attack: 84359, Defense: 92401, Current HP: 1474, A Avg: 88576, D Avg: 92401, [Crossed Shuriken[136, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 713: HP: 1938, STR: 3586, VIT: 2630, SPD: 72, LUK: 1, Attack: 88920, Defense: 92408, Current HP: 1938, A Avg: 93366, D Avg: 92408, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 712: HP: 1700, STR: 541, VIT: 6739, SPD: 81, LUK: 1, Attack: 85054, Defense: 92409, Current HP: 1700, A Avg: 89306, D Avg: 92409, [Maximum Iron Mass[123, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 711: HP: 2356, STR: 1536, VIT: 6744, SPD: 72, LUK: 1, Attack: 86270, Defense: 92414, Current HP: 2356, A Avg: 90583, D Avg: 92414, [Irruption[154, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 710: HP: 2242, STR: 1996, VIT: 2636, SPD: 85, LUK: 1, Attack: 87328, Defense: 92414, Current HP: 2242, A Avg: 91694, D Avg: 92414, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 709: HP: 6289, STR: 7912, VIT: 2640, SPD: 85, LUK: 1, Attack: 93725, Defense: 92418, Current HP: 6289, A Avg: 98411, D Avg: 92418, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 708: HP: 1721, STR: 979, VIT: 5631, SPD: 81, LUK: 1, Attack: 86532, Defense: 92419, Current HP: 1721, A Avg: 90858, D Avg: 92419, [Hammer of Justice[186, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 707: HP: 1358, STR: 227, VIT: 2657, SPD: 72, LUK: 1, Attack: 84083, Defense: 92435, Current HP: 1358, A Avg: 88287, D Avg: 92435, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 706: HP: 1349, STR: 235, VIT: 2657, SPD: 72, LUK: 1, Attack: 84091, Defense: 92435, Current HP: 1349, A Avg: 88295, D Avg: 92435, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 705: HP: 1153, STR: 305, VIT: 2662, SPD: 72, LUK: 1, Attack: 84207, Defense: 92440, Current HP: 1153, A Avg: 88417, D Avg: 92440, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 704: HP: 1143, STR: 431, VIT: 2662, SPD: 72, LUK: 1, Attack: 84333, Defense: 92440, Current HP: 1143, A Avg: 88549, D Avg: 92440, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 703: HP: 2622, STR: 1369, VIT: 5653, SPD: 72, LUK: 1, Attack: 87858, Defense: 92441, Current HP: 2622, A Avg: 92250, D Avg: 92441, [Cuttlefish[178, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 702: HP: 921, STR: 1002, VIT: 6775, SPD: 72, LUK: 1, Attack: 87530, Defense: 92445, Current HP: 921, A Avg: 91906, D Avg: 92445, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 701: HP: 912, STR: 749, VIT: 6775, SPD: 72, LUK: 1, Attack: 87277, Defense: 92445, Current HP: 912, A Avg: 91640, D Avg: 92445, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 700: HP: 902, STR: 2709, VIT: 6775, SPD: 72, LUK: 1, Attack: 88587, Defense: 92445, Current HP: 902, A Avg: 93016, D Avg: 92445, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 699: HP: 893, STR: 2718, VIT: 6775, SPD: 72, LUK: 1, Attack: 88596, Defense: 92445, Current HP: 893, A Avg: 93025, D Avg: 92445, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 698: HP: 1358, STR: 517, VIT: 2670, SPD: 72, LUK: 1, Attack: 85030, Defense: 92448, Current HP: 1358, A Avg: 89281, D Avg: 92448, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 697: HP: 1349, STR: 384, VIT: 2670, SPD: 72, LUK: 1, Attack: 84897, Defense: 92448, Current HP: 1349, A Avg: 89141, D Avg: 92448, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 696: HP: 1584, STR: 2435, VIT: 2672, SPD: 72, LUK: 1, Attack: 92344, Defense: 92450, Current HP: 1584, A Avg: 116353, D Avg: 92450, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 695: HP: 988, STR: 1336, VIT: 2672, SPD: 72, LUK: 1, Attack: 86889, Defense: 92450, Current HP: 988, A Avg: 91233, D Avg: 92450, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 694: HP: 1144, STR: 321, VIT: 2683, SPD: 72, LUK: 1, Attack: 84197, Defense: 92461, Current HP: 1144, A Avg: 106088, D Avg: 92461, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 693: HP: 1628, STR: 313, VIT: 2683, SPD: 72, LUK: 1, Attack: 84338, Defense: 92461, Current HP: 1628, A Avg: 106265, D Avg: 92461, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 692: HP: 1144, STR: 400, VIT: 2683, SPD: 72, LUK: 1, Attack: 84549, Defense: 92461, Current HP: 1144, A Avg: 106531, D Avg: 92461, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 691: HP: 1349, STR: 235, VIT: 2683, SPD: 72, LUK: 1, Attack: 84091, Defense: 92461, Current HP: 1349, A Avg: 88295, D Avg: 92461, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 690: HP: 1782, STR: 227, VIT: 2683, SPD: 72, LUK: 1, Attack: 84083, Defense: 92461, Current HP: 1782, A Avg: 88287, D Avg: 92461, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 689: HP: 1159, STR: 321, VIT: 2683, SPD: 72, LUK: 1, Attack: 84137, Defense: 92461, Current HP: 1159, A Avg: 106012, D Avg: 92461, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 688: HP: 1166, STR: 384, VIT: 2683, SPD: 72, LUK: 1, Attack: 84377, Defense: 92461, Current HP: 1166, A Avg: 106315, D Avg: 92461, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 687: HP: 1357, STR: 324, VIT: 2685, SPD: 72, LUK: 1, Attack: 84122, Defense: 92463, Current HP: 1357, A Avg: 105993, D Avg: 92463, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 686: HP: 1143, STR: 313, VIT: 2688, SPD: 72, LUK: 1, Attack: 84215, Defense: 92466, Current HP: 1143, A Avg: 88425, D Avg: 92466, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 685: HP: 1544, STR: 305, VIT: 2688, SPD: 72, LUK: 1, Attack: 84207, Defense: 92466, Current HP: 1544, A Avg: 88417, D Avg: 92466, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 684: HP: 1161, STR: 321, VIT: 2688, SPD: 72, LUK: 1, Attack: 84327, Defense: 92466, Current HP: 1161, A Avg: 106252, D Avg: 92466, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 683: HP: 912, STR: 749, VIT: 6801, SPD: 72, LUK: 1, Attack: 87277, Defense: 92471, Current HP: 912, A Avg: 91640, D Avg: 92471, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 682: HP: 1276, STR: 741, VIT: 6801, SPD: 72, LUK: 1, Attack: 87269, Defense: 92471, Current HP: 1276, A Avg: 91632, D Avg: 92471, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 681: HP: 893, STR: 2718, VIT: 6801, SPD: 72, LUK: 1, Attack: 88596, Defense: 92471, Current HP: 893, A Avg: 93025, D Avg: 92471, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 680: HP: 1254, STR: 2709, VIT: 6801, SPD: 72, LUK: 1, Attack: 88587, Defense: 92471, Current HP: 1254, A Avg: 93016, D Avg: 92471, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 679: HP: 1349, STR: 384, VIT: 2696, SPD: 72, LUK: 1, Attack: 84897, Defense: 92474, Current HP: 1349, A Avg: 89141, D Avg: 92474, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 678: HP: 1782, STR: 376, VIT: 2696, SPD: 72, LUK: 1, Attack: 84889, Defense: 92474, Current HP: 1782, A Avg: 89133, D Avg: 92474, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 677: HP: 1940, STR: 2413, VIT: 2696, SPD: 76, LUK: 1, Attack: 87747, Defense: 92474, Current HP: 1940, A Avg: 109683, D Avg: 92474, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 676: HP: 2390, STR: 2912, VIT: 2702, SPD: 85, LUK: 1, Attack: 87955, Defense: 92480, Current HP: 2390, A Avg: 92352, D Avg: 92480, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 675: HP: 2603, STR: 2454, VIT: 2707, SPD: 85, LUK: 1, Attack: 88800, Defense: 92485, Current HP: 2603, A Avg: 93240, D Avg: 92485, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 674: HP: 2310, STR: 792, VIT: 6817, SPD: 72, LUK: 1, Attack: 84902, Defense: 92487, Current HP: 2310, A Avg: 89147, D Avg: 92487, [Dragon Killer[139, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 673: HP: 2356, STR: 1076, VIT: 6817, SPD: 72, LUK: 1, Attack: 85589, Defense: 92487, Current HP: 2356, A Avg: 89868, D Avg: 92487, [Volcano[142, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 672: HP: 1650, STR: 470, VIT: 2709, SPD: 72, LUK: 1, Attack: 85152, Defense: 92487, Current HP: 1650, A Avg: 107291, D Avg: 92487, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 671: HP: 1490, STR: 2984, VIT: 2710, SPD: 81, LUK: 1, Attack: 88862, Defense: 92488, Current HP: 1490, A Avg: 93305, D Avg: 92488, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 670: HP: 1448, STR: 4216, VIT: 2710, SPD: 81, LUK: 1, Attack: 89756, Defense: 92488, Current HP: 1448, A Avg: 94243, D Avg: 92488, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 669: HP: 1216, STR: 2201, VIT: 2710, SPD: 72, LUK: 1, Attack: 88690, Defense: 92488, Current HP: 1216, A Avg: 93124, D Avg: 92488, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 668: HP: 1909, STR: 719, VIT: 6819, SPD: 72, LUK: 1, Attack: 85762, Defense: 92489, Current HP: 1909, A Avg: 108060, D Avg: 92489, [White Snake[160, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 667: HP: 2375, STR: 792, VIT: 6819, SPD: 72, LUK: 1, Attack: 86761, Defense: 92489, Current HP: 2375, A Avg: 91099, D Avg: 92489, [Fire Chariot[138, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 666: HP: 1973, STR: 1292, VIT: 5701, SPD: 81, LUK: 1, Attack: 87781, Defense: 92489, Current HP: 1973, A Avg: 92170, D Avg: 92489, [Cuttlefish[178, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 665: HP: 2156, STR: 948, VIT: 6827, SPD: 72, LUK: 1, Attack: 87294, Defense: 92497, Current HP: 2156, A Avg: 109990, D Avg: 92497, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 664: HP: 2774, STR: 1288, VIT: 6832, SPD: 72, LUK: 1, Attack: 86386, Defense: 92502, Current HP: 2774, A Avg: 90705, D Avg: 92502, [Yggdrasil[126, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 663: HP: 2356, STR: 882, VIT: 6832, SPD: 72, LUK: 1, Attack: 85707, Defense: 92502, Current HP: 2356, A Avg: 89992, D Avg: 92502, [Kraken[145, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 662: HP: 2413, STR: 793, VIT: 6832, SPD: 72, LUK: 1, Attack: 85605, Defense: 92502, Current HP: 2413, A Avg: 89885, D Avg: 92502, [Granada[150, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 661: HP: 2523, STR: 1274, VIT: 6837, SPD: 72, LUK: 1, Attack: 85306, Defense: 92507, Current HP: 2523, A Avg: 89571, D Avg: 92507, [Alucard[146, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 660: HP: 1259, STR: 281, VIT: 6848, SPD: 81, LUK: 1, Attack: 84469, Defense: 92518, Current HP: 1259, A Avg: 88692, D Avg: 92518, [Cagliostro[133, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 659: HP: 940, STR: 1495, VIT: 2740, SPD: 76, LUK: 1, Attack: 87048, Defense: 92518, Current HP: 940, A Avg: 108810, D Avg: 92518, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 658: HP: 2771, STR: 1150, VIT: 2746, SPD: 81, LUK: 1, Attack: 85858, Defense: 92524, Current HP: 2771, A Avg: 90150, D Avg: 92524, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 657: HP: 1207, STR: 627, VIT: 6857, SPD: 81, LUK: 1, Attack: 84737, Defense: 92527, Current HP: 1207, A Avg: 88973, D Avg: 92527, [Windmill[137, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 656: HP: 1196, STR: 532, VIT: 6860, SPD: 81, LUK: 1, Attack: 84532, Defense: 92530, Current HP: 1196, A Avg: 88758, D Avg: 92530, [Kirisame[129, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 655: HP: 1679, STR: 541, VIT: 6860, SPD: 81, LUK: 1, Attack: 84662, Defense: 92530, Current HP: 1679, A Avg: 88895, D Avg: 92530, [Black Kirisame[130, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 654: HP: 1667, STR: 790, VIT: 6860, SPD: 81, LUK: 1, Attack: 86538, Defense: 92530, Current HP: 1667, A Avg: 90864, D Avg: 92530, [Scythe of the Grim Reaper[148, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
