Rank 1000: HP: 1774, STR: 363, VIT: 724222, SPD: 81, LUK: 1, Attack: 84356, Defense: 808462, Current HP: 1774, A Avg: 88573, D Avg: 808462, [Sword of Wood[124, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 740: HP: 2309, STR: 2412, VIT: 725574, SPD: 81, LUK: 1, Attack: 86912, Defense: 809411, Current HP: 2309, A Avg: 91257, D Avg: 809411, [Divine Dragon Sword[181, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 739: HP: 1280, STR: 1555, VIT: 725495, SPD: 81, LUK: 1, Attack: 86343, Defense: 809423, Current HP: 1280, A Avg: 90660, D Avg: 809423, [Pulse Knife[165, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 738: HP: 1810, STR: 1789, VIT: 725495, SPD: 81, LUK: 1, Attack: 87667, Defense: 809436, Current HP: 1810, A Avg: 92050, D Avg: 809436, [God Hand[179, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 737: HP: 1768, STR: 2581, VIT: 725495, SPD: 81, LUK: 1, Attack: 88121, Defense: 809436, Current HP: 1768, A Avg: 92527, D Avg: 809436, [Zodiac[184, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 736: HP: 2246, STR: 1591, VIT: 725582, SPD: 81, LUK: 1, Attack: 86925, Defense: 809451, Current HP: 2246, A Avg: 91271, D Avg: 809451, [Impulse[166, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 735: HP: 2809, STR: 914, VIT: 725623, SPD: 81, LUK: 1, Attack: 86558, Defense: 809460, Current HP: 2809, A Avg: 90885, D Avg: 809460, [Gladius[162, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 734: HP: 2267, STR: 531, VIT: 724605, SPD: 81, LUK: 1, Attack: 84387, Defense: 809469, Current HP: 2267, A Avg: 88606, D Avg: 809469, [Emerald Sword[115, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 733: HP: 1196, STR: 979, VIT: 725667, SPD: 81, LUK: 1, Attack: 86532, Defense: 809471, Current HP: 1196, A Avg: 90858, D Avg: 809471, [Hammer of Justice[186, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 732: HP: 2041, STR: 619, VIT: 724611, SPD: 81, LUK: 1, Attack: 84521, Defense: 809475, Current HP: 2041, A Avg: 88747, D Avg: 809475, [Crossed Shuriken[136, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 731: HP: 1784, STR: 972, VIT: 725243, SPD: 81, LUK: 1, Attack: 87500, Defense: 809483, Current HP: 1784, A Avg: 91875, D Avg: 809483, [Moon Knuckle[153, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 730: HP: 1763, STR: 3056, VIT: 725243, SPD: 81, LUK: 1, Attack: 88934, Defense: 809483, Current HP: 1763, A Avg: 93380, D Avg: 809483, [Blue Sword[180, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 729: HP: 2267, STR: 698, VIT: 724620, SPD: 81, LUK: 1, Attack: 85211, Defense: 809484, Current HP: 2267, A Avg: 89471, D Avg: 809484, [Maximum Iron Mass[123, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 728: HP: 3091, STR: 610, VIT: 725553, SPD: 81, LUK: 1, Attack: 85318, Defense: 809494, Current HP: 3091, A Avg: 89583, D Avg: 809494, [Thin Blade[158, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 727: HP: 3091, STR: 1051, VIT: 725582, SPD: 81, LUK: 1, Attack: 86903, Defense: 809523, Current HP: 3091, A Avg: 91248, D Avg: 809523, [Santoku[159, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 726: HP: 1196, STR: 979, VIT: 725658, SPD: 81, LUK: 1, Attack: 86532, Defense: 809527, Current HP: 1196, A Avg: 90858, D Avg: 809527, [Hammer of Justice[186, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 725: HP: 2188, STR: 2430, VIT: 725588, SPD: 81, LUK: 1, Attack: 86930, Defense: 809529, Current HP: 2188, A Avg: 91276, D Avg: 809529, [Divine Dragon Sword[181, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 724: HP: 1448, STR: 1292, VIT: 725736, SPD: 81, LUK: 1, Attack: 87781, Defense: 809540, Current HP: 1448, A Avg: 92170, D Avg: 809540, [Cuttlefish[178, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 723: HP: 2246, STR: 1591, VIT: 725696, SPD: 81, LUK: 1, Attack: 86925, Defense: 809559, Current HP: 2246, A Avg: 91271, D Avg: 809559, [Impulse[166, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 722: HP: 1679, STR: 1555, VIT: 725736, SPD: 81, LUK: 1, Attack: 86343, Defense: 809573, Current HP: 1679, A Avg: 90660, D Avg: 809573, [Pulse Knife[165, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 721: HP: 2687, STR: 932, VIT: 725638, SPD: 81, LUK: 1, Attack: 86576, Defense: 809579, Current HP: 2687, A Avg: 90904, D Avg: 809579, [Gladius[162, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 720: HP: 1448, STR: 1292, VIT: 725727, SPD: 81, LUK: 1, Attack: 87781, Defense: 809596, Current HP: 1448, A Avg: 92170, D Avg: 809596, [Cuttlefish[178, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 719: HP: 1826, STR: 451, VIT: 724733, SPD: 81, LUK: 1, Attack: 84639, Defense: 809597, Current HP: 1826, A Avg: 88870, D Avg: 809597, [Cagliostro[133, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 718: HP: 1774, STR: 779, VIT: 724741, SPD: 81, LUK: 1, Attack: 84889, Defense: 809605, Current HP: 1774, A Avg: 89133, D Avg: 809605, [Windmill[137, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 717: HP: 1763, STR: 689, VIT: 724744, SPD: 81, LUK: 1, Attack: 84689, Defense: 809608, Current HP: 1763, A Avg: 88923, D Avg: 809608, [Kirisame[129, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 716: HP: 2246, STR: 698, VIT: 724744, SPD: 81, LUK: 1, Attack: 84819, Defense: 809608, Current HP: 2246, A Avg: 89059, D Avg: 809608, [Black Kirisame[130, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 715: HP: 2234, STR: 934, VIT: 724744, SPD: 81, LUK: 1, Attack: 86682, Defense: 809608, Current HP: 2234, A Avg: 91016, D Avg: 809608, [Scythe of the Grim Reaper[148, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 714: HP: 2267, STR: 698, VIT: 724747, SPD: 81, LUK: 1, Attack: 84808, Defense: 809611, Current HP: 2267, A Avg: 89048, D Avg: 809611, [Serpent[144, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 713: HP: 2246, STR: 1591, VIT: 725725, SPD: 81, LUK: 1, Attack: 86925, Defense: 809614, Current HP: 2246, A Avg: 91271, D Avg: 809614, [Impulse[166, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 712: HP: 2524, STR: 860, VIT: 724753, SPD: 81, LUK: 1, Attack: 85826, Defense: 809617, Current HP: 2524, A Avg: 90117, D Avg: 809617, [Red Shark[134, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 711: HP: 3028, STR: 1591, VIT: 725696, SPD: 81, LUK: 1, Attack: 86925, Defense: 809624, Current HP: 3028, A Avg: 91271, D Avg: 809624, [Impulse[166, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 710: HP: 2687, STR: 689, VIT: 724762, SPD: 81, LUK: 1, Attack: 85007, Defense: 809626, Current HP: 2687, A Avg: 89257, D Avg: 809626, [Ruby Knuckle[151, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 709: HP: 1196, STR: 979, VIT: 725771, SPD: 81, LUK: 1, Attack: 86532, Defense: 809634, Current HP: 1196, A Avg: 90858, D Avg: 809634, [Hammer of Justice[186, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 708: HP: 2330, STR: 1591, VIT: 725710, SPD: 81, LUK: 1, Attack: 86925, Defense: 809638, Current HP: 2330, A Avg: 91271, D Avg: 809638, [Impulse[166, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 707: HP: 2246, STR: 1139, VIT: 724791, SPD: 81, LUK: 1, Attack: 85873, Defense: 809655, Current HP: 2246, A Avg: 90166, D Avg: 809655, [Irruption[154, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 706: HP: 1196, STR: 979, VIT: 725800, SPD: 81, LUK: 1, Attack: 86532, Defense: 809689, Current HP: 1196, A Avg: 90858, D Avg: 809689, [Hammer of Justice[186, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 705: HP: 1558, STR: 1573, VIT: 725751, SPD: 81, LUK: 1, Attack: 86361, Defense: 809692, Current HP: 1558, A Avg: 90679, D Avg: 809692, [Pulse Knife[165, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 704: HP: 1978, STR: 979, VIT: 725771, SPD: 81, LUK: 1, Attack: 86532, Defense: 809699, Current HP: 1978, A Avg: 90858, D Avg: 809699, [Hammer of Justice[186, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 703: HP: 1448, STR: 1292, VIT: 725841, SPD: 81, LUK: 1, Attack: 87781, Defense: 809704, Current HP: 1448, A Avg: 92170, D Avg: 809704, [Cuttlefish[178, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 702: HP: 1280, STR: 979, VIT: 725785, SPD: 81, LUK: 1, Attack: 86532, Defense: 809713, Current HP: 1280, A Avg: 90858, D Avg: 809713, [Hammer of Justice[186, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 701: HP: 1566, STR: 354, VIT: 724889, SPD: 81, LUK: 1, Attack: 84080, Defense: 809727, Current HP: 1566, A Avg: 88284, D Avg: 809727, [Wooden Stick[101, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 700: HP: 1566, STR: 354, VIT: 724889, SPD: 81, LUK: 1, Attack: 84119, Defense: 809727, Current HP: 1566, A Avg: 88324, D Avg: 809727, [Club[102, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 699: HP: 1566, STR: 360, VIT: 724889, SPD: 81, LUK: 1, Attack: 84132, Defense: 809727, Current HP: 1566, A Avg: 88338, D Avg: 809727, [Short Sword[103, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 698: HP: 1566, STR: 442, VIT: 724889, SPD: 81, LUK: 1, Attack: 84253, Defense: 809727, Current HP: 1566, A Avg: 88465, D Avg: 809727, [Long Sword[104, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 697: HP: 1566, STR: 513, VIT: 724889, SPD: 81, LUK: 1, Attack: 84285, Defense: 809727, Current HP: 1566, A Avg: 88499, D Avg: 809727, [Wasp Knife[105, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 696: HP: 1566, STR: 433, VIT: 724889, SPD: 81, LUK: 1, Attack: 84257, Defense: 809727, Current HP: 1566, A Avg: 88469, D Avg: 809727, [Stun Knuckle[106, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 695: HP: 1566, STR: 522, VIT: 724889, SPD: 81, LUK: 1, Attack: 84365, Defense: 809727, Current HP: 1566, A Avg: 88583, D Avg: 809727, [Battle Scythe[107, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 694: HP: 1587, STR: 522, VIT: 724889, SPD: 81, LUK: 1, Attack: 84411, Defense: 809727, Current HP: 1587, A Avg: 88631, D Avg: 809727, [Iron Lumps[108, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 693: HP: 1566, STR: 354, VIT: 724889, SPD: 81, LUK: 1, Attack: 84122, Defense: 809727, Current HP: 1566, A Avg: 88328, D Avg: 809727, [Decorative Swords[109, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 692: HP: 1566, STR: 540, VIT: 724889, SPD: 81, LUK: 1, Attack: 84663, Defense: 809727, Current HP: 1566, A Avg: 88896, D Avg: 809727, [Pinpoint[112, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 691: HP: 1587, STR: 601, VIT: 724889, SPD: 81, LUK: 1, Attack: 84607, Defense: 809727, Current HP: 1587, A Avg: 88837, D Avg: 809727, [Great Iron Mass[122, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 690: HP: 1577, STR: 433, VIT: 724889, SPD: 81, LUK: 1, Attack: 84426, Defense: 809727, Current HP: 1577, A Avg: 88647, D Avg: 809727, [Sword of Wood[124, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 689: HP: 2049, STR: 689, VIT: 724889, SPD: 81, LUK: 1, Attack: 84877, Defense: 809727, Current HP: 2049, A Avg: 89120, D Avg: 809727, [Sword of the Spirit Tree[125, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 688: HP: 1577, STR: 522, VIT: 724889, SPD: 81, LUK: 1, Attack: 84521, Defense: 809727, Current HP: 1577, A Avg: 88747, D Avg: 809727, [Greatsword[127, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 687: HP: 2045, STR: 606, VIT: 724889, SPD: 81, LUK: 1, Attack: 85028, Defense: 809727, Current HP: 2045, A Avg: 89279, D Avg: 809727, [Dreaming Sword[128, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 686: HP: 1587, STR: 372, VIT: 724889, SPD: 81, LUK: 1, Attack: 84147, Defense: 809727, Current HP: 1587, A Avg: 88354, D Avg: 809727, [Peacemaker[131, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 685: HP: 1629, STR: 354, VIT: 724889, SPD: 81, LUK: 1, Attack: 84256, Defense: 809727, Current HP: 1629, A Avg: 88468, D Avg: 809727, [Daydream[132, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 684: HP: 2700, STR: 750, VIT: 724889, SPD: 81, LUK: 1, Attack: 86433, Defense: 809727, Current HP: 2700, A Avg: 90754, D Avg: 809727, [Dancing[155, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 683: HP: 1566, STR: 1243, VIT: 724889, SPD: 81, LUK: 1, Attack: 85899, Defense: 809727, Current HP: 1566, A Avg: 90193, D Avg: 809727, [Penetra[161, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 682: HP: 1566, STR: 354, VIT: 724889, SPD: 81, LUK: 1, Attack: 85195, Defense: 809727, Current HP: 1566, A Avg: 89454, D Avg: 809727, [Grand Slam[163, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 681: HP: 1776, STR: 354, VIT: 724889, SPD: 81, LUK: 1, Attack: 85322, Defense: 809727, Current HP: 1776, A Avg: 89588, D Avg: 809727, [Cluster Bomb[170, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 680: HP: 2196, STR: 354, VIT: 724889, SPD: 81, LUK: 1, Attack: 92540, Defense: 809727, Current HP: 2196, A Avg: 97167, D Avg: 809727, [Big Bang[171, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 679: HP: 7110, STR: 354, VIT: 724889, SPD: 81, LUK: 1, Attack: 85407, Defense: 809727, Current HP: 7110, A Avg: 89677, D Avg: 809727, [Common Key[174, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 678: HP: 2196, STR: 354, VIT: 724889, SPD: 81, LUK: 1, Attack: 86596, Defense: 809727, Current HP: 2196, A Avg: 90925, D Avg: 809727, [Droid Hammer[177, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 677: HP: 1566, STR: 2388, VIT: 724889, SPD: 81, LUK: 1, Attack: 87317, Defense: 809727, Current HP: 1566, A Avg: 91682, D Avg: 809727, [Jack Knife[185, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 676: HP: 1566, STR: 3522, VIT: 724889, SPD: 81, LUK: 1, Attack: 88100, Defense: 809727, Current HP: 1566, A Avg: 92505, D Avg: 809727, [Magical[187, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 675: HP: 1566, STR: 930, VIT: 724889, SPD: 81, LUK: 1, Attack: 87981, Defense: 809727, Current HP: 1566, A Avg: 92380, D Avg: 809727, [Tekken[188, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 674: HP: 1566, STR: -78767, VIT: 724889, SPD: 81, LUK: 1, Attack: 20499, Defense: 809727, Current HP: 1566, A Avg: 21523, D Avg: 809727, [Sword of Evil[189, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 673: HP: 1566, STR: 3882, VIT: 724889, SPD: 81, LUK: 1, Attack: 91543, Defense: 809727, Current HP: 1566, A Avg: 96120, D Avg: 809727, [Neural Edge[190, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 672: HP: 2196, STR: 775, VIT: 724872, SPD: 81, LUK: 1, Attack: 84885, Defense: 809736, Current HP: 2196, A Avg: 89129, D Avg: 809736, [Dragon Killer[139, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 671: HP: 2246, STR: 779, VIT: 724872, SPD: 81, LUK: 1, Attack: 85292, Defense: 809736, Current HP: 2246, A Avg: 89556, D Avg: 809736, [Volcano[142, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 670: HP: 2015, STR: 1868, VIT: 725498, SPD: 81, LUK: 1, Attack: 87746, Defense: 809738, Current HP: 2015, A Avg: 92133, D Avg: 809738, [God Hand[179, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 669: HP: 1973, STR: 2660, VIT: 725498, SPD: 81, LUK: 1, Attack: 88200, Defense: 809738, Current HP: 1973, A Avg: 92610, D Avg: 809738, [Zodiac[184, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 668: HP: 2267, STR: 775, VIT: 724875, SPD: 81, LUK: 1, Attack: 86744, Defense: 809739, Current HP: 2267, A Avg: 91081, D Avg: 809739, [Fire Chariot[138, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 667: HP: 3632, STR: 187, VIT: 723822, SPD: 81, LUK: 1, Attack: 83913, Defense: 809739, Current HP: 3632, A Avg: 88108, D Avg: 809739, [Wooden Stick[101, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 666: HP: 3632, STR: 187, VIT: 723822, SPD: 81, LUK: 1, Attack: 83952, Defense: 809739, Current HP: 3632, A Avg: 88149, D Avg: 809739, [Club[102, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 665: HP: 3632, STR: 192, VIT: 723822, SPD: 81, LUK: 1, Attack: 83964, Defense: 809739, Current HP: 3632, A Avg: 88162, D Avg: 809739, [Short Sword[103, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 664: HP: 3632, STR: 275, VIT: 723822, SPD: 81, LUK: 1, Attack: 84086, Defense: 809739, Current HP: 3632, A Avg: 88290, D Avg: 809739, [Long Sword[104, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 663: HP: 3632, STR: 345, VIT: 723822, SPD: 81, LUK: 1, Attack: 84117, Defense: 809739, Current HP: 3632, A Avg: 88322, D Avg: 809739, [Wasp Knife[105, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 662: HP: 3632, STR: 266, VIT: 723822, SPD: 81, LUK: 1, Attack: 84090, Defense: 809739, Current HP: 3632, A Avg: 88294, D Avg: 809739, [Stun Knuckle[106, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 661: HP: 3632, STR: 354, VIT: 723822, SPD: 81, LUK: 1, Attack: 84197, Defense: 809739, Current HP: 3632, A Avg: 88406, D Avg: 809739, [Battle Scythe[107, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 660: HP: 3653, STR: 354, VIT: 723822, SPD: 81, LUK: 1, Attack: 84243, Defense: 809739, Current HP: 3653, A Avg: 88455, D Avg: 809739, [Iron Lumps[108, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 659: HP: 3632, STR: 187, VIT: 723822, SPD: 81, LUK: 1, Attack: 83955, Defense: 809739, Current HP: 3632, A Avg: 88152, D Avg: 809739, [Decorative Swords[109, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 658: HP: 3632, STR: 372, VIT: 723822, SPD: 81, LUK: 1, Attack: 84495, Defense: 809739, Current HP: 3632, A Avg: 88719, D Avg: 809739, [Pinpoint[112, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 657: HP: 3653, STR: 433, VIT: 723822, SPD: 81, LUK: 1, Attack: 84439, Defense: 809739, Current HP: 3653, A Avg: 88660, D Avg: 809739, [Great Iron Mass[122, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 656: HP: 3643, STR: 266, VIT: 723822, SPD: 81, LUK: 1, Attack: 84259, Defense: 809739, Current HP: 3643, A Avg: 88471, D Avg: 809739, [Sword of Wood[124, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 655: HP: 4115, STR: 522, VIT: 723822, SPD: 81, LUK: 1, Attack: 84710, Defense: 809739, Current HP: 4115, A Avg: 88945, D Avg: 809739, [Sword of the Spirit Tree[125, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 654: HP: 3643, STR: 354, VIT: 723822, SPD: 81, LUK: 1, Attack: 84353, Defense: 809739, Current HP: 3643, A Avg: 88570, D Avg: 809739, [Greatsword[127, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 653: HP: 4111, STR: 439, VIT: 723822, SPD: 81, LUK: 1, Attack: 84861, Defense: 809739, Current HP: 4111, A Avg: 89104, D Avg: 809739, [Dreaming Sword[128, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 652: HP: 3653, STR: 205, VIT: 723822, SPD: 81, LUK: 1, Attack: 83980, Defense: 809739, Current HP: 3653, A Avg: 88179, D Avg: 809739, [Peacemaker[131, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 651: HP: 3695, STR: 187, VIT: 723822, SPD: 81, LUK: 1, Attack: 84089, Defense: 809739, Current HP: 3695, A Avg: 88293, D Avg: 809739, [Daydream[132, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 650: HP: 4766, STR: 583, VIT: 723822, SPD: 81, LUK: 1, Attack: 86266, Defense: 809739, Current HP: 4766, A Avg: 90579, D Avg: 809739, [Dancing[155, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 649: HP: 3632, STR: 1076, VIT: 723822, SPD: 81, LUK: 1, Attack: 85732, Defense: 809739, Current HP: 3632, A Avg: 90018, D Avg: 809739, [Penetra[161, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 648: HP: 3632, STR: 187, VIT: 723822, SPD: 81, LUK: 1, Attack: 85028, Defense: 809739, Current HP: 3632, A Avg: 89279, D Avg: 809739, [Grand Slam[163, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 647: HP: 3842, STR: 187, VIT: 723822, SPD: 81, LUK: 1, Attack: 85155, Defense: 809739, Current HP: 3842, A Avg: 89412, D Avg: 809739, [Cluster Bomb[170, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 646: HP: 4262, STR: 187, VIT: 723822, SPD: 81, LUK: 1, Attack: 92373, Defense: 809739, Current HP: 4262, A Avg: 96991, D Avg: 809739, [Big Bang[171, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 645: HP: 9176, STR: 187, VIT: 723822, SPD: 81, LUK: 1, Attack: 85240, Defense: 809739, Current HP: 9176, A Avg: 89502, D Avg: 809739, [Common Key[174, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 644: HP: 4262, STR: 187, VIT: 723822, SPD: 81, LUK: 1, Attack: 86429, Defense: 809739, Current HP: 4262, A Avg: 90750, D Avg: 809739, [Droid Hammer[177, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
