Rank 1000: HP: 491, STR: 172, VIT: 417887, SPD: 9, LUK: 1, Attack: 85920, Defense: 501815, Current HP: 491, A Avg: 90216, D Avg: 501815, [Scythe of the Grim Reaper[148, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 739: HP: 1096, STR: 972, VIT: 418267, SPD: 9, LUK: 1, Attack: 85472, Defense: 502195, Current HP: 1096, A Avg: 89745, D Avg: 502195, [Divine Dragon Sword[181, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 738: HP: 440, STR: 187, VIT: 418269, SPD: 9, LUK: 1, Attack: 85740, Defense: 502197, Current HP: 440, A Avg: 90027, D Avg: 502197, [Hammer of Justice[186, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 737: HP: 524, STR: 252, VIT: 417959, SPD: 9, LUK: 1, Attack: 86780, Defense: 502199, Current HP: 524, A Avg: 91119, D Avg: 502199, [Moon Knuckle[153, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 736: HP: 503, STR: 392, VIT: 417959, SPD: 9, LUK: 1, Attack: 86270, Defense: 502199, Current HP: 503, A Avg: 90583, D Avg: 502199, [Blue Sword[180, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 735: HP: 503, STR: 234, VIT: 417959, SPD: 9, LUK: 1, Attack: 85072, Defense: 502199, Current HP: 503, A Avg: 89325, D Avg: 502199, [Classic[168, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 734: HP: 566, STR: 259, VIT: 417959, SPD: 9, LUK: 1, Attack: 84993, Defense: 502199, Current HP: 566, A Avg: 89242, D Avg: 502199, [Irruption[154, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 733: HP: 650, STR: 201, VIT: 417965, SPD: 9, LUK: 1, Attack: 85533, Defense: 502205, Current HP: 650, A Avg: 89809, D Avg: 502205, [Tower[149, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 732: HP: 646, STR: 203, VIT: 417968, SPD: 9, LUK: 1, Attack: 85246, Defense: 502208, Current HP: 646, A Avg: 89508, D Avg: 502208, [White Snake[160, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 731: HP: 1070, STR: 972, VIT: 418281, SPD: 9, LUK: 1, Attack: 85472, Defense: 502209, Current HP: 1070, A Avg: 89745, D Avg: 502209, [Divine Dragon Sword[181, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 730: HP: 629, STR: 230, VIT: 417977, SPD: 9, LUK: 1, Attack: 86576, Defense: 502217, Current HP: 629, A Avg: 90904, D Avg: 502217, [Progress[147, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 729: HP: 755, STR: 284, VIT: 417982, SPD: 9, LUK: 1, Attack: 86162, Defense: 502222, Current HP: 755, A Avg: 90470, D Avg: 502222, [God Hand[179, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 728: HP: 713, STR: 356, VIT: 417982, SPD: 9, LUK: 1, Attack: 85896, Defense: 502222, Current HP: 713, A Avg: 90190, D Avg: 502222, [Zodiac[184, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 727: HP: 923, STR: 1461, VIT: 417982, SPD: 9, LUK: 1, Attack: 91370, Defense: 502222, Current HP: 923, A Avg: 95938, D Avg: 502222, [Spectral Sword Shigure[172, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 726: HP: 466, STR: 205, VIT: 418293, SPD: 9, LUK: 1, Attack: 85758, Defense: 502234, Current HP: 466, A Avg: 90045, D Avg: 502234, [Hammer of Justice[186, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 725: HP: 1096, STR: 990, VIT: 418304, SPD: 9, LUK: 1, Attack: 85490, Defense: 502245, Current HP: 1096, A Avg: 89764, D Avg: 502245, [Divine Dragon Sword[181, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 724: HP: 503, STR: 428, VIT: 418006, SPD: 9, LUK: 1, Attack: 85216, Defense: 502246, Current HP: 503, A Avg: 89476, D Avg: 502246, [Pulse Knife[165, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 723: HP: 625, STR: 219, VIT: 418008, SPD: 9, LUK: 1, Attack: 85863, Defense: 502248, Current HP: 625, A Avg: 90156, D Avg: 502248, [Gladius[162, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 722: HP: 1154, STR: 558, VIT: 418464, SPD: 9, LUK: 1, Attack: 88386, Defense: 502268, Current HP: 1154, A Avg: 92805, D Avg: 502268, [Stargazer[183, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 721: HP: 776, STR: 185, VIT: 418040, SPD: 9, LUK: 1, Attack: 84893, Defense: 502280, Current HP: 776, A Avg: 89137, D Avg: 502280, [Thin Blade[158, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 720: HP: 776, STR: 266, VIT: 418069, SPD: 9, LUK: 1, Attack: 86118, Defense: 502309, Current HP: 776, A Avg: 90423, D Avg: 502309, [Santoku[159, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 719: HP: 1217, STR: 558, VIT: 418475, SPD: 9, LUK: 1, Attack: 88386, Defense: 502312, Current HP: 1217, A Avg: 92805, D Avg: 502312, [Stargazer[183, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 718: HP: 1154, STR: 558, VIT: 418452, SPD: 9, LUK: 1, Attack: 88386, Defense: 502315, Current HP: 1154, A Avg: 92805, D Avg: 502315, [Stargazer[183, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 717: HP: 1154, STR: 558, VIT: 418455, SPD: 9, LUK: 1, Attack: 88386, Defense: 502324, Current HP: 1154, A Avg: 92805, D Avg: 502324, [Stargazer[183, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 716: HP: 503, STR: 140, VIT: 418098, SPD: 9, LUK: 1, Attack: 84528, Defense: 502338, Current HP: 503, A Avg: 88754, D Avg: 502338, [Encryption Key[173, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 715: HP: 1007, STR: 320, VIT: 418098, SPD: 9, LUK: 1, Attack: 88202, Defense: 502338, Current HP: 1007, A Avg: 92612, D Avg: 502338, [Wild Card[175, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 714: HP: 503, STR: 226, VIT: 418098, SPD: 9, LUK: 1, Attack: 85870, Defense: 502338, Current HP: 503, A Avg: 90163, D Avg: 502338, [Portal Sword[176, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 713: HP: 713, STR: 464, VIT: 418104, SPD: 9, LUK: 1, Attack: 85798, Defense: 502344, Current HP: 713, A Avg: 90087, D Avg: 502344, [Impulse[166, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 712: HP: 1154, STR: 558, VIT: 418481, SPD: 9, LUK: 1, Attack: 88386, Defense: 502370, Current HP: 1154, A Avg: 92805, D Avg: 502370, [Stargazer[183, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 711: HP: 1264, STR: 558, VIT: 418452, SPD: 9, LUK: 1, Attack: 88386, Defense: 502380, Current HP: 1264, A Avg: 92805, D Avg: 502380, [Stargazer[183, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 710: HP: 1238, STR: 558, VIT: 418467, SPD: 9, LUK: 1, Attack: 88386, Defense: 502395, Current HP: 1238, A Avg: 92805, D Avg: 502395, [Stargazer[183, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 709: HP: 1264, STR: 576, VIT: 418490, SPD: 9, LUK: 1, Attack: 88404, Defense: 502431, Current HP: 1264, A Avg: 92824, D Avg: 502431, [Stargazer[183, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 708: HP: 1343, STR: 2055, VIT: 418203, SPD: 9, LUK: 1, Attack: 87868, Defense: 502443, Current HP: 1343, A Avg: 92261, D Avg: 502443, [Spear of Regression[182, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 707: HP: 755, STR: 453, VIT: 418249, SPD: 9, LUK: 1, Attack: 86942, Defense: 502489, Current HP: 755, A Avg: 91289, D Avg: 502489, [Cuttlefish[178, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 706: HP: 503, STR: 212, VIT: 418296, SPD: 9, LUK: 1, Attack: 85765, Defense: 502536, Current HP: 503, A Avg: 90053, D Avg: 502536, [Hammer of Justice[186, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 705: HP: 1133, STR: 997, VIT: 418307, SPD: 9, LUK: 1, Attack: 85497, Defense: 502547, Current HP: 1133, A Avg: 89771, D Avg: 502547, [Divine Dragon Sword[181, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 704: HP: 1301, STR: 583, VIT: 418493, SPD: 9, LUK: 1, Attack: 88411, Defense: 502733, Current HP: 1301, A Avg: 92831, D Avg: 502733, [Stargazer[183, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 703: HP: 503, STR: 156, VIT: 417878, SPD: 9, LUK: 1, Attack: 83882, Defense: 502742, Current HP: 503, A Avg: 88076, D Avg: 502742, [Wooden Stick[101, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 702: HP: 503, STR: 156, VIT: 417878, SPD: 9, LUK: 1, Attack: 83921, Defense: 502742, Current HP: 503, A Avg: 88117, D Avg: 502742, [Club[102, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 701: HP: 503, STR: 162, VIT: 417878, SPD: 9, LUK: 1, Attack: 83934, Defense: 502742, Current HP: 503, A Avg: 88130, D Avg: 502742, [Short Sword[103, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 700: HP: 503, STR: 172, VIT: 417878, SPD: 9, LUK: 1, Attack: 83983, Defense: 502742, Current HP: 503, A Avg: 88182, D Avg: 502742, [Long Sword[104, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 699: HP: 503, STR: 171, VIT: 417878, SPD: 9, LUK: 1, Attack: 83943, Defense: 502742, Current HP: 503, A Avg: 88140, D Avg: 502742, [Wasp Knife[105, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 698: HP: 503, STR: 163, VIT: 417878, SPD: 9, LUK: 1, Attack: 83987, Defense: 502742, Current HP: 503, A Avg: 88186, D Avg: 502742, [Stun Knuckle[106, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 697: HP: 503, STR: 180, VIT: 417878, SPD: 9, LUK: 1, Attack: 84023, Defense: 502742, Current HP: 503, A Avg: 88224, D Avg: 502742, [Battle Scythe[107, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 696: HP: 524, STR: 180, VIT: 417878, SPD: 9, LUK: 1, Attack: 84069, Defense: 502742, Current HP: 524, A Avg: 88272, D Avg: 502742, [Iron Lumps[108, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 695: HP: 503, STR: 156, VIT: 417878, SPD: 9, LUK: 1, Attack: 83924, Defense: 502742, Current HP: 503, A Avg: 88120, D Avg: 502742, [Decorative Swords[109, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 694: HP: 503, STR: 198, VIT: 417878, SPD: 9, LUK: 1, Attack: 84321, Defense: 502742, Current HP: 503, A Avg: 88537, D Avg: 502742, [Pinpoint[112, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 693: HP: 524, STR: 187, VIT: 417878, SPD: 9, LUK: 1, Attack: 84193, Defense: 502742, Current HP: 524, A Avg: 88402, D Avg: 502742, [Great Iron Mass[122, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 692: HP: 514, STR: 163, VIT: 417878, SPD: 9, LUK: 1, Attack: 84156, Defense: 502742, Current HP: 514, A Avg: 88363, D Avg: 502742, [Sword of Wood[124, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 691: HP: 566, STR: 203, VIT: 417878, SPD: 9, LUK: 1, Attack: 84391, Defense: 502742, Current HP: 566, A Avg: 88610, D Avg: 502742, [Sword of the Spirit Tree[125, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 690: HP: 514, STR: 180, VIT: 417878, SPD: 9, LUK: 1, Attack: 84179, Defense: 502742, Current HP: 514, A Avg: 88387, D Avg: 502742, [Greatsword[127, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 689: HP: 562, STR: 192, VIT: 417878, SPD: 9, LUK: 1, Attack: 84614, Defense: 502742, Current HP: 562, A Avg: 88844, D Avg: 502742, [Dreaming Sword[128, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 688: HP: 524, STR: 174, VIT: 417878, SPD: 9, LUK: 1, Attack: 83949, Defense: 502742, Current HP: 524, A Avg: 88146, D Avg: 502742, [Peacemaker[131, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 687: HP: 566, STR: 156, VIT: 417878, SPD: 9, LUK: 1, Attack: 84058, Defense: 502742, Current HP: 566, A Avg: 88260, D Avg: 502742, [Daydream[132, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 686: HP: 797, STR: 192, VIT: 417878, SPD: 9, LUK: 1, Attack: 85875, Defense: 502742, Current HP: 797, A Avg: 90168, D Avg: 502742, [Dancing[155, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 685: HP: 503, STR: 253, VIT: 417878, SPD: 9, LUK: 1, Attack: 84909, Defense: 502742, Current HP: 503, A Avg: 89154, D Avg: 502742, [Penetra[161, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 684: HP: 503, STR: 156, VIT: 417878, SPD: 9, LUK: 1, Attack: 84997, Defense: 502742, Current HP: 503, A Avg: 89246, D Avg: 502742, [Grand Slam[163, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 683: HP: 713, STR: 156, VIT: 417878, SPD: 9, LUK: 1, Attack: 85124, Defense: 502742, Current HP: 713, A Avg: 89380, D Avg: 502742, [Cluster Bomb[170, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 682: HP: 1133, STR: 156, VIT: 417878, SPD: 9, LUK: 1, Attack: 92342, Defense: 502742, Current HP: 1133, A Avg: 96959, D Avg: 502742, [Big Bang[171, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 681: HP: 1007, STR: 156, VIT: 417878, SPD: 9, LUK: 1, Attack: 85209, Defense: 502742, Current HP: 1007, A Avg: 89469, D Avg: 502742, [Common Key[174, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 680: HP: 1133, STR: 156, VIT: 417878, SPD: 9, LUK: 1, Attack: 86398, Defense: 502742, Current HP: 1133, A Avg: 90717, D Avg: 502742, [Droid Hammer[177, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 679: HP: 503, STR: 750, VIT: 417878, SPD: 9, LUK: 1, Attack: 85679, Defense: 502742, Current HP: 503, A Avg: 89962, D Avg: 502742, [Jack Knife[185, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 678: HP: 503, STR: 444, VIT: 417878, SPD: 9, LUK: 1, Attack: 85022, Defense: 502742, Current HP: 503, A Avg: 89273, D Avg: 502742, [Magical[187, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 677: HP: 503, STR: 372, VIT: 417878, SPD: 9, LUK: 1, Attack: 87423, Defense: 502742, Current HP: 503, A Avg: 91794, D Avg: 502742, [Tekken[188, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 676: HP: 503, STR: -7037, VIT: 417878, SPD: 9, LUK: 1, Attack: 92229, Defense: 502742, Current HP: 503, A Avg: 96840, D Avg: 502742, [Sword of Evil[189, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 675: HP: 503, STR: 804, VIT: 417878, SPD: 9, LUK: 1, Attack: 88465, Defense: 502742, Current HP: 503, A Avg: 92888, D Avg: 502742, [Neural Edge[190, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 674: HP: 503, STR: 180, VIT: 417890, SPD: 9, LUK: 1, Attack: 84056, Defense: 502754, Current HP: 503, A Avg: 88258, D Avg: 502754, [Tornado[111, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 673: HP: 545, STR: 171, VIT: 417890, SPD: 9, LUK: 1, Attack: 84196, Defense: 502754, Current HP: 545, A Avg: 88405, D Avg: 502754, [Fairy Sword[113, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 672: HP: 503, STR: 196, VIT: 417890, SPD: 9, LUK: 1, Attack: 84345, Defense: 502754, Current HP: 503, A Avg: 88562, D Avg: 502754, [Giant Tornado[114, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 671: HP: 518, STR: 180, VIT: 417890, SPD: 9, LUK: 1, Attack: 83996, Defense: 502754, Current HP: 518, A Avg: 88195, D Avg: 502754, [Hand Axe[140, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 670: HP: 524, STR: 178, VIT: 417890, SPD: 9, LUK: 1, Attack: 84171, Defense: 502754, Current HP: 524, A Avg: 88379, D Avg: 502754, [Wooden Boomerang[167, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 669: HP: 539, STR: 183, VIT: 417892, SPD: 9, LUK: 1, Attack: 83981, Defense: 502756, Current HP: 539, A Avg: 88180, D Avg: 502756, [Ninja[135, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 668: HP: 520, STR: 180, VIT: 417895, SPD: 9, LUK: 1, Attack: 84186, Defense: 502759, Current HP: 520, A Avg: 88395, D Avg: 502759, [Crescent[141, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 667: HP: 545, STR: 190, VIT: 417895, SPD: 9, LUK: 1, Attack: 84157, Defense: 502759, Current HP: 545, A Avg: 88364, D Avg: 502759, [Phantom Sword[117, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 666: HP: 587, STR: 171, VIT: 417901, SPD: 9, LUK: 1, Attack: 84027, Defense: 502765, Current HP: 587, A Avg: 88228, D Avg: 502765, [Emerald Sword[115, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 665: HP: 529, STR: 187, VIT: 417907, SPD: 9, LUK: 1, Attack: 84089, Defense: 502771, Current HP: 529, A Avg: 88293, D Avg: 502771, [Crossed Shuriken[136, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 664: HP: 514, STR: 171, VIT: 417907, SPD: 9, LUK: 1, Attack: 84014, Defense: 502771, Current HP: 514, A Avg: 88214, D Avg: 502771, [Salamander[110, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 663: HP: 503, STR: 178, VIT: 417907, SPD: 9, LUK: 1, Attack: 84262, Defense: 502771, Current HP: 503, A Avg: 88475, D Avg: 502771, [Phantom Scythe[116, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 662: HP: 514, STR: 171, VIT: 417907, SPD: 9, LUK: 1, Attack: 84043, Defense: 502771, Current HP: 514, A Avg: 88245, D Avg: 502771, [Undine[118, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 661: HP: 514, STR: 171, VIT: 417907, SPD: 9, LUK: 1, Attack: 84070, Defense: 502771, Current HP: 514, A Avg: 88273, D Avg: 502771, [Sylph[119, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 660: HP: 514, STR: 171, VIT: 417907, SPD: 9, LUK: 1, Attack: 84097, Defense: 502771, Current HP: 514, A Avg: 88301, D Avg: 502771, [Gnome[120, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 659: HP: 566, STR: 163, VIT: 417913, SPD: 9, LUK: 1, Attack: 84351, Defense: 502777, Current HP: 566, A Avg: 88568, D Avg: 502777, [Cagliostro[133, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 658: HP: 587, STR: 194, VIT: 417916, SPD: 9, LUK: 1, Attack: 84707, Defense: 502780, Current HP: 587, A Avg: 88942, D Avg: 502780, [Maximum Iron Mass[123, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 657: HP: 566, STR: 203, VIT: 417919, SPD: 9, LUK: 1, Attack: 84885, Defense: 502783, Current HP: 566, A Avg: 89129, D Avg: 502783, [Thunder Whip[143, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 656: HP: 514, STR: 203, VIT: 417921, SPD: 9, LUK: 1, Attack: 84313, Defense: 502785, Current HP: 514, A Avg: 88528, D Avg: 502785, [Windmill[137, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 655: HP: 545, STR: 183, VIT: 417921, SPD: 9, LUK: 1, Attack: 88350, Defense: 502785, Current HP: 545, A Avg: 92767, D Avg: 502785, [Basic[169, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 654: HP: 503, STR: 185, VIT: 417924, SPD: 9, LUK: 1, Attack: 84185, Defense: 502788, Current HP: 503, A Avg: 88394, D Avg: 502788, [Kirisame[129, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 653: HP: 566, STR: 194, VIT: 417924, SPD: 9, LUK: 1, Attack: 84315, Defense: 502788, Current HP: 566, A Avg: 88530, D Avg: 502788, [Black Kirisame[130, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 652: HP: 554, STR: 214, VIT: 417924, SPD: 9, LUK: 1, Attack: 85962, Defense: 502788, Current HP: 554, A Avg: 90260, D Avg: 502788, [Scythe of the Grim Reaper[148, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 651: HP: 587, STR: 194, VIT: 417927, SPD: 9, LUK: 1, Attack: 84304, Defense: 502791, Current HP: 587, A Avg: 88519, D Avg: 502791, [Serpent[144, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 650: HP: 592, STR: 212, VIT: 417933, SPD: 9, LUK: 1, Attack: 85178, Defense: 502797, Current HP: 592, A Avg: 89436, D Avg: 502797, [Red Shark[134, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 649: HP: 566, STR: 201, VIT: 417936, SPD: 9, LUK: 1, Attack: 84142, Defense: 502800, Current HP: 566, A Avg: 88349, D Avg: 502800, [Rusty Knife[156, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 648: HP: 600, STR: 199, VIT: 417936, SPD: 9, LUK: 1, Attack: 84309, Defense: 502800, Current HP: 600, A Avg: 88524, D Avg: 502800, [Dragon Killer[139, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 647: HP: 566, STR: 203, VIT: 417936, SPD: 9, LUK: 1, Attack: 84716, Defense: 502800, Current HP: 566, A Avg: 88951, D Avg: 502800, [Volcano[142, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 646: HP: 587, STR: 199, VIT: 417939, SPD: 9, LUK: 1, Attack: 86168, Defense: 502803, Current HP: 587, A Avg: 90476, D Avg: 502803, [Fire Chariot[138, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 645: HP: 587, STR: 185, VIT: 417942, SPD: 9, LUK: 1, Attack: 84503, Defense: 502806, Current HP: 587, A Avg: 88728, D Avg: 502806, [Ruby Knuckle[151, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 644: HP: 566, STR: 279, VIT: 417948, SPD: 9, LUK: 1, Attack: 85117, Defense: 502812, Current HP: 566, A Avg: 89372, D Avg: 502812, [Willow Blade[157, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 643: HP: 755, STR: 228, VIT: 417948, SPD: 9, LUK: 1, Attack: 85151, Defense: 502812, Current HP: 755, A Avg: 89408, D Avg: 502812, [Pangaea[164, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 642: HP: 608, STR: 225, VIT: 417953, SPD: 9, LUK: 1, Attack: 85323, Defense: 502817, Current HP: 608, A Avg: 89589, D Avg: 502817, [Yggdrasil[126, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 641: HP: 566, STR: 223, VIT: 417953, SPD: 9, LUK: 1, Attack: 85048, Defense: 502817, Current HP: 566, A Avg: 89300, D Avg: 502817, [Kraken[145, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
