Rank 1000: HP: 734, STR: 268, VIT: 418116, SPD: 27, LUK: 1, Attack: 84209, Defense: 502005, Current HP: 734, A Avg: 88419, D Avg: 502005, [Rusty Knife[156, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 746: HP: 844, STR: 385, VIT: 418661, SPD: 27, LUK: 1, Attack: 85938, Defense: 502589, Current HP: 844, A Avg: 90234, D Avg: 502589, [Hammer of Justice[186, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 745: HP: 1369, STR: 1350, VIT: 418652, SPD: 27, LUK: 1, Attack: 85850, Defense: 502593, Current HP: 1369, A Avg: 90142, D Avg: 502593, [Divine Dragon Sword[181, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 744: HP: 650, STR: 385, VIT: 418675, SPD: 27, LUK: 1, Attack: 85938, Defense: 502603, Current HP: 650, A Avg: 90234, D Avg: 502603, [Hammer of Justice[186, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 743: HP: 734, STR: 133, VIT: 418777, SPD: 27, LUK: 1, Attack: 84521, Defense: 502614, Current HP: 734, A Avg: 88747, D Avg: 502614, [Encryption Key[173, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 742: HP: 2498, STR: 763, VIT: 418777, SPD: 27, LUK: 1, Attack: 88645, Defense: 502614, Current HP: 2498, A Avg: 93077, D Avg: 502614, [Wild Card[175, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 741: HP: 734, STR: 435, VIT: 418777, SPD: 27, LUK: 1, Attack: 86079, Defense: 502614, Current HP: 734, A Avg: 90382, D Avg: 502614, [Portal Sword[176, 330, 330, 330], Emerald Shield[209, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 740: HP: 566, STR: 133, VIT: 418725, SPD: 27, LUK: 1, Attack: 84521, Defense: 502614, Current HP: 566, A Avg: 88747, D Avg: 502614, [Encryption Key[173, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 739: HP: 2330, STR: 763, VIT: 418725, SPD: 27, LUK: 1, Attack: 88645, Defense: 502614, Current HP: 2330, A Avg: 93077, D Avg: 502614, [Wild Card[175, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 738: HP: 566, STR: 435, VIT: 418725, SPD: 27, LUK: 1, Attack: 86079, Defense: 502614, Current HP: 566, A Avg: 90382, D Avg: 502614, [Portal Sword[176, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 737: HP: 844, STR: 133, VIT: 418696, SPD: 27, LUK: 1, Attack: 84521, Defense: 502624, Current HP: 844, A Avg: 88747, D Avg: 502624, [Encryption Key[173, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 736: HP: 2608, STR: 763, VIT: 418696, SPD: 27, LUK: 1, Attack: 88645, Defense: 502624, Current HP: 2608, A Avg: 93077, D Avg: 502624, [Wild Card[175, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 735: HP: 844, STR: 435, VIT: 418696, SPD: 27, LUK: 1, Attack: 86079, Defense: 502624, Current HP: 844, A Avg: 90382, D Avg: 502624, [Portal Sword[176, 330, 330, 330], Hardwood Shield[223, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 734: HP: 1070, STR: 680, VIT: 418388, SPD: 27, LUK: 1, Attack: 86558, Defense: 502628, Current HP: 1070, A Avg: 90885, D Avg: 502628, [God Hand[179, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 733: HP: 1028, STR: 932, VIT: 418388, SPD: 27, LUK: 1, Attack: 86472, Defense: 502628, Current HP: 1028, A Avg: 90795, D Avg: 502628, [Zodiac[184, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 732: HP: 650, STR: 133, VIT: 418710, SPD: 27, LUK: 1, Attack: 84521, Defense: 502638, Current HP: 650, A Avg: 88747, D Avg: 502638, [Encryption Key[173, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 731: HP: 2414, STR: 763, VIT: 418710, SPD: 27, LUK: 1, Attack: 88645, Defense: 502638, Current HP: 2414, A Avg: 93077, D Avg: 502638, [Wild Card[175, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 730: HP: 650, STR: 435, VIT: 418710, SPD: 27, LUK: 1, Attack: 86079, Defense: 502638, Current HP: 650, A Avg: 90382, D Avg: 502638, [Portal Sword[176, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 729: HP: 2708, STR: 2379, VIT: 418435, SPD: 27, LUK: 1, Attack: 88192, Defense: 502675, Current HP: 2708, A Avg: 92601, D Avg: 502675, [Spear of Regression[182, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 728: HP: 991, STR: 662, VIT: 418739, SPD: 27, LUK: 1, Attack: 87151, Defense: 502680, Current HP: 991, A Avg: 91508, D Avg: 502680, [Cuttlefish[178, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 727: HP: 1192, STR: 417, VIT: 418443, SPD: 27, LUK: 1, Attack: 86061, Defense: 502683, Current HP: 1192, A Avg: 90364, D Avg: 502683, [Gladius[162, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 726: HP: 1406, STR: 311, VIT: 418446, SPD: 27, LUK: 1, Attack: 85019, Defense: 502686, Current HP: 1406, A Avg: 89269, D Avg: 502686, [Thin Blade[158, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 725: HP: 739, STR: 403, VIT: 418757, SPD: 27, LUK: 1, Attack: 85956, Defense: 502698, Current HP: 739, A Avg: 90253, D Avg: 502698, [Hammer of Justice[186, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 724: HP: 818, STR: 734, VIT: 418470, SPD: 27, LUK: 1, Attack: 85522, Defense: 502710, Current HP: 818, A Avg: 89798, D Avg: 502710, [Pulse Knife[165, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 723: HP: 1406, STR: 482, VIT: 418475, SPD: 27, LUK: 1, Attack: 86334, Defense: 502715, Current HP: 1406, A Avg: 90650, D Avg: 502715, [Santoku[159, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 722: HP: 739, STR: 151, VIT: 418791, SPD: 27, LUK: 1, Attack: 84539, Defense: 502732, Current HP: 739, A Avg: 88765, D Avg: 502732, [Encryption Key[173, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 721: HP: 2503, STR: 781, VIT: 418791, SPD: 27, LUK: 1, Attack: 88663, Defense: 502732, Current HP: 2503, A Avg: 93096, D Avg: 502732, [Wild Card[175, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 720: HP: 739, STR: 453, VIT: 418791, SPD: 27, LUK: 1, Attack: 86097, Defense: 502732, Current HP: 739, A Avg: 90401, D Avg: 502732, [Portal Sword[176, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 719: HP: 1238, STR: 770, VIT: 418597, SPD: 27, LUK: 1, Attack: 86104, Defense: 502837, Current HP: 1238, A Avg: 90409, D Avg: 502837, [Impulse[166, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 718: HP: 818, STR: 210, VIT: 418023, SPD: 27, LUK: 1, Attack: 83936, Defense: 502887, Current HP: 818, A Avg: 88132, D Avg: 502887, [Wooden Stick[101, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 717: HP: 818, STR: 210, VIT: 418023, SPD: 27, LUK: 1, Attack: 83975, Defense: 502887, Current HP: 818, A Avg: 88173, D Avg: 502887, [Club[102, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 716: HP: 818, STR: 216, VIT: 418023, SPD: 27, LUK: 1, Attack: 83988, Defense: 502887, Current HP: 818, A Avg: 88187, D Avg: 502887, [Short Sword[103, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 715: HP: 818, STR: 244, VIT: 418023, SPD: 27, LUK: 1, Attack: 84055, Defense: 502887, Current HP: 818, A Avg: 88257, D Avg: 502887, [Long Sword[104, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 714: HP: 818, STR: 261, VIT: 418023, SPD: 27, LUK: 1, Attack: 84033, Defense: 502887, Current HP: 818, A Avg: 88234, D Avg: 502887, [Wasp Knife[105, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 713: HP: 818, STR: 235, VIT: 418023, SPD: 27, LUK: 1, Attack: 84059, Defense: 502887, Current HP: 818, A Avg: 88261, D Avg: 502887, [Stun Knuckle[106, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 712: HP: 818, STR: 270, VIT: 418023, SPD: 27, LUK: 1, Attack: 84113, Defense: 502887, Current HP: 818, A Avg: 88318, D Avg: 502887, [Battle Scythe[107, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 711: HP: 839, STR: 270, VIT: 418023, SPD: 27, LUK: 1, Attack: 84159, Defense: 502887, Current HP: 839, A Avg: 88366, D Avg: 502887, [Iron Lumps[108, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 710: HP: 818, STR: 210, VIT: 418023, SPD: 27, LUK: 1, Attack: 83978, Defense: 502887, Current HP: 818, A Avg: 88176, D Avg: 502887, [Decorative Swords[109, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 709: HP: 818, STR: 288, VIT: 418023, SPD: 27, LUK: 1, Attack: 84411, Defense: 502887, Current HP: 818, A Avg: 88631, D Avg: 502887, [Pinpoint[112, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 708: HP: 839, STR: 295, VIT: 418023, SPD: 27, LUK: 1, Attack: 84301, Defense: 502887, Current HP: 839, A Avg: 88516, D Avg: 502887, [Great Iron Mass[122, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 707: HP: 829, STR: 235, VIT: 418023, SPD: 27, LUK: 1, Attack: 84228, Defense: 502887, Current HP: 829, A Avg: 88439, D Avg: 502887, [Sword of Wood[124, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 706: HP: 986, STR: 329, VIT: 418023, SPD: 27, LUK: 1, Attack: 84517, Defense: 502887, Current HP: 986, A Avg: 88742, D Avg: 502887, [Sword of the Spirit Tree[125, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 705: HP: 829, STR: 270, VIT: 418023, SPD: 27, LUK: 1, Attack: 84269, Defense: 502887, Current HP: 829, A Avg: 88482, D Avg: 502887, [Greatsword[127, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 704: HP: 982, STR: 300, VIT: 418023, SPD: 27, LUK: 1, Attack: 84722, Defense: 502887, Current HP: 982, A Avg: 88958, D Avg: 502887, [Dreaming Sword[128, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 703: HP: 839, STR: 228, VIT: 418023, SPD: 27, LUK: 1, Attack: 84003, Defense: 502887, Current HP: 839, A Avg: 88203, D Avg: 502887, [Peacemaker[131, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 702: HP: 881, STR: 210, VIT: 418023, SPD: 27, LUK: 1, Attack: 84112, Defense: 502887, Current HP: 881, A Avg: 88317, D Avg: 502887, [Daydream[132, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 701: HP: 1322, STR: 336, VIT: 418023, SPD: 27, LUK: 1, Attack: 86019, Defense: 502887, Current HP: 1322, A Avg: 90319, D Avg: 502887, [Dancing[155, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 700: HP: 818, STR: 505, VIT: 418023, SPD: 27, LUK: 1, Attack: 85161, Defense: 502887, Current HP: 818, A Avg: 89419, D Avg: 502887, [Penetra[161, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 699: HP: 818, STR: 210, VIT: 418023, SPD: 27, LUK: 1, Attack: 85051, Defense: 502887, Current HP: 818, A Avg: 89303, D Avg: 502887, [Grand Slam[163, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 698: HP: 1028, STR: 210, VIT: 418023, SPD: 27, LUK: 1, Attack: 85178, Defense: 502887, Current HP: 1028, A Avg: 89436, D Avg: 502887, [Cluster Bomb[170, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 697: HP: 1448, STR: 210, VIT: 418023, SPD: 27, LUK: 1, Attack: 92396, Defense: 502887, Current HP: 1448, A Avg: 97015, D Avg: 502887, [Big Bang[171, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 696: HP: 2582, STR: 210, VIT: 418023, SPD: 27, LUK: 1, Attack: 85263, Defense: 502887, Current HP: 2582, A Avg: 89526, D Avg: 502887, [Common Key[174, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 695: HP: 1448, STR: 210, VIT: 418023, SPD: 27, LUK: 1, Attack: 86452, Defense: 502887, Current HP: 1448, A Avg: 90774, D Avg: 502887, [Droid Hammer[177, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 694: HP: 818, STR: 1164, VIT: 418023, SPD: 27, LUK: 1, Attack: 86093, Defense: 502887, Current HP: 818, A Avg: 90397, D Avg: 502887, [Jack Knife[185, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 693: HP: 818, STR: 1218, VIT: 418023, SPD: 27, LUK: 1, Attack: 85796, Defense: 502887, Current HP: 818, A Avg: 90085, D Avg: 502887, [Magical[187, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 692: HP: 818, STR: 516, VIT: 418023, SPD: 27, LUK: 1, Attack: 87567, Defense: 502887, Current HP: 818, A Avg: 91945, D Avg: 502887, [Tekken[188, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 691: HP: 818, STR: -24965, VIT: 418023, SPD: 27, LUK: 1, Attack: 74301, Defense: 502887, Current HP: 818, A Avg: 78016, D Avg: 502887, [Sword of Evil[189, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 690: HP: 818, STR: 1578, VIT: 418023, SPD: 27, LUK: 1, Attack: 89239, Defense: 502887, Current HP: 818, A Avg: 93700, D Avg: 502887, [Neural Edge[190, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 689: HP: 1448, STR: 1375, VIT: 418655, SPD: 27, LUK: 1, Attack: 85875, Defense: 502895, Current HP: 1448, A Avg: 90168, D Avg: 502895, [Divine Dragon Sword[181, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 688: HP: 965, STR: 298, VIT: 418040, SPD: 27, LUK: 1, Attack: 84265, Defense: 502904, Current HP: 965, A Avg: 88478, D Avg: 502904, [Phantom Sword[117, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 687: HP: 829, STR: 261, VIT: 418052, SPD: 27, LUK: 1, Attack: 84104, Defense: 502916, Current HP: 829, A Avg: 88309, D Avg: 502916, [Salamander[110, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 686: HP: 818, STR: 286, VIT: 418052, SPD: 27, LUK: 1, Attack: 84370, Defense: 502916, Current HP: 818, A Avg: 88588, D Avg: 502916, [Phantom Scythe[116, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 685: HP: 829, STR: 261, VIT: 418052, SPD: 27, LUK: 1, Attack: 84133, Defense: 502916, Current HP: 829, A Avg: 88339, D Avg: 502916, [Undine[118, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 684: HP: 829, STR: 261, VIT: 418052, SPD: 27, LUK: 1, Attack: 84160, Defense: 502916, Current HP: 829, A Avg: 88368, D Avg: 502916, [Sylph[119, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 683: HP: 829, STR: 261, VIT: 418052, SPD: 27, LUK: 1, Attack: 84187, Defense: 502916, Current HP: 829, A Avg: 88396, D Avg: 502916, [Gnome[120, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 682: HP: 818, STR: 270, VIT: 418064, SPD: 27, LUK: 1, Attack: 84146, Defense: 502928, Current HP: 818, A Avg: 88353, D Avg: 502928, [Tornado[111, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 681: HP: 965, STR: 261, VIT: 418064, SPD: 27, LUK: 1, Attack: 84286, Defense: 502928, Current HP: 965, A Avg: 88500, D Avg: 502928, [Fairy Sword[113, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 680: HP: 818, STR: 304, VIT: 418064, SPD: 27, LUK: 1, Attack: 84453, Defense: 502928, Current HP: 818, A Avg: 88675, D Avg: 502928, [Giant Tornado[114, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 679: HP: 833, STR: 270, VIT: 418064, SPD: 27, LUK: 1, Attack: 84086, Defense: 502928, Current HP: 833, A Avg: 88290, D Avg: 502928, [Hand Axe[140, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 678: HP: 839, STR: 286, VIT: 418064, SPD: 27, LUK: 1, Attack: 84279, Defense: 502928, Current HP: 839, A Avg: 88492, D Avg: 502928, [Wooden Boomerang[167, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 677: HP: 896, STR: 273, VIT: 418066, SPD: 27, LUK: 1, Attack: 84071, Defense: 502930, Current HP: 896, A Avg: 88274, D Avg: 502930, [Ninja[135, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 676: HP: 860, STR: 237, VIT: 418066, SPD: 27, LUK: 1, Attack: 88404, Defense: 502930, Current HP: 860, A Avg: 92824, D Avg: 502930, [Basic[169, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 675: HP: 835, STR: 270, VIT: 418069, SPD: 27, LUK: 1, Attack: 84276, Defense: 502933, Current HP: 835, A Avg: 88489, D Avg: 502933, [Crescent[141, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 674: HP: 986, STR: 329, VIT: 418093, SPD: 27, LUK: 1, Attack: 85011, Defense: 502957, Current HP: 986, A Avg: 89261, D Avg: 502957, [Thunder Whip[143, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 673: HP: 1007, STR: 261, VIT: 418104, SPD: 27, LUK: 1, Attack: 84117, Defense: 502968, Current HP: 1007, A Avg: 88322, D Avg: 502968, [Emerald Sword[115, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 672: HP: 907, STR: 295, VIT: 418110, SPD: 27, LUK: 1, Attack: 84197, Defense: 502974, Current HP: 907, A Avg: 88406, D Avg: 502974, [Crossed Shuriken[136, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 671: HP: 1070, STR: 687, VIT: 418742, SPD: 27, LUK: 1, Attack: 87176, Defense: 502982, Current HP: 1070, A Avg: 91534, D Avg: 502982, [Cuttlefish[178, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 670: HP: 1007, STR: 320, VIT: 418119, SPD: 27, LUK: 1, Attack: 84833, Defense: 502983, Current HP: 1007, A Avg: 89074, D Avg: 502983, [Maximum Iron Mass[123, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 669: HP: 1784, STR: 1008, VIT: 419189, SPD: 27, LUK: 1, Attack: 88836, Defense: 502993, Current HP: 1784, A Avg: 93277, D Avg: 502993, [Stargazer[183, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 668: HP: 818, STR: 428, VIT: 418760, SPD: 27, LUK: 1, Attack: 85981, Defense: 503000, Current HP: 818, A Avg: 90280, D Avg: 503000, [Hammer of Justice[186, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 667: HP: 1238, STR: 1837, VIT: 418139, SPD: 27, LUK: 1, Attack: 91746, Defense: 503003, Current HP: 1238, A Avg: 96333, D Avg: 503003, [Spectral Sword Shigure[172, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 666: HP: 881, STR: 235, VIT: 418145, SPD: 27, LUK: 1, Attack: 84423, Defense: 503009, Current HP: 881, A Avg: 88644, D Avg: 503009, [Cagliostro[133, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 665: HP: 829, STR: 347, VIT: 418153, SPD: 27, LUK: 1, Attack: 84457, Defense: 503017, Current HP: 829, A Avg: 88679, D Avg: 503017, [Windmill[137, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 664: HP: 818, STR: 311, VIT: 418156, SPD: 27, LUK: 1, Attack: 84311, Defense: 503020, Current HP: 818, A Avg: 88526, D Avg: 503020, [Kirisame[129, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 663: HP: 986, STR: 320, VIT: 418156, SPD: 27, LUK: 1, Attack: 84441, Defense: 503020, Current HP: 986, A Avg: 88663, D Avg: 503020, [Black Kirisame[130, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 662: HP: 974, STR: 394, VIT: 418156, SPD: 27, LUK: 1, Attack: 86142, Defense: 503020, Current HP: 974, A Avg: 90449, D Avg: 503020, [Scythe of the Grim Reaper[148, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 661: HP: 1007, STR: 320, VIT: 418159, SPD: 27, LUK: 1, Attack: 84430, Defense: 503023, Current HP: 1007, A Avg: 88651, D Avg: 503023, [Serpent[144, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 660: HP: 1075, STR: 374, VIT: 418165, SPD: 27, LUK: 1, Attack: 85340, Defense: 503029, Current HP: 1075, A Avg: 89607, D Avg: 503029, [Red Shark[134, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 659: HP: 818, STR: 176, VIT: 418794, SPD: 27, LUK: 1, Attack: 84564, Defense: 503034, Current HP: 818, A Avg: 88792, D Avg: 503034, [Encryption Key[173, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 658: HP: 2582, STR: 806, VIT: 418794, SPD: 27, LUK: 1, Attack: 88688, Defense: 503034, Current HP: 2582, A Avg: 93122, D Avg: 503034, [Wild Card[175, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 657: HP: 818, STR: 478, VIT: 418794, SPD: 27, LUK: 1, Attack: 86122, Defense: 503034, Current HP: 818, A Avg: 90428, D Avg: 503034, [Portal Sword[176, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 656: HP: 1112, STR: 311, VIT: 418174, SPD: 27, LUK: 1, Attack: 84629, Defense: 503038, Current HP: 1112, A Avg: 88860, D Avg: 503038, [Ruby Knuckle[151, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 655: HP: 1784, STR: 1008, VIT: 419180, SPD: 27, LUK: 1, Attack: 88836, Defense: 503049, Current HP: 1784, A Avg: 93277, D Avg: 503049, [Stargazer[183, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 654: HP: 999, STR: 343, VIT: 418197, SPD: 27, LUK: 1, Attack: 84453, Defense: 503061, Current HP: 999, A Avg: 88675, D Avg: 503061, [Dragon Killer[139, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 653: HP: 986, STR: 347, VIT: 418197, SPD: 27, LUK: 1, Attack: 84860, Defense: 503061, Current HP: 986, A Avg: 89103, D Avg: 503061, [Volcano[142, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 652: HP: 1007, STR: 343, VIT: 418200, SPD: 27, LUK: 1, Attack: 86312, Defense: 503064, Current HP: 1007, A Avg: 90627, D Avg: 503064, [Fire Chariot[138, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 651: HP: 986, STR: 491, VIT: 418203, SPD: 27, LUK: 1, Attack: 85225, Defense: 503067, Current HP: 986, A Avg: 89486, D Avg: 503067, [Irruption[154, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 650: HP: 1784, STR: 1008, VIT: 419206, SPD: 27, LUK: 1, Attack: 88836, Defense: 503069, Current HP: 1784, A Avg: 93277, D Avg: 503069, [Stargazer[183, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 649: HP: 1133, STR: 405, VIT: 418214, SPD: 27, LUK: 1, Attack: 85503, Defense: 503078, Current HP: 1133, A Avg: 89778, D Avg: 503078, [Yggdrasil[126, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
