Rank 1000: HP: 268, STR: 403678, VIT: 22, SPD: 1, LUK: 1, Attack: 489218, Defense: 85640, Current HP: 268, A Avg: 993112, D Avg: 85640, [Zodiac(184)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 794: HP: 304, STR: 288774, VIT: 240, SPD: 1, LUK: 1, Attack: 375263, Defense: 84662, Current HP: 304, A Avg: 998199, D Avg: 84662, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 793: HP: 304, STR: 288774, VIT: 240, SPD: 1, LUK: 1, Attack: 375263, Defense: 84662, Current HP: 304, A Avg: 998199, D Avg: 84662, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 792: HP: 171, STR: 288780, VIT: 48, SPD: 1, LUK: 1, Attack: 375308, Defense: 87876, Current HP: 171, A Avg: 998319, D Avg: 87876, [Moon Knuckle(153)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 791: HP: 660, STR: 403991, VIT: 288, SPD: 1, LUK: 1, Attack: 491819, Defense: 87713, Current HP: 660, A Avg: 998392, D Avg: 87713, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 790: HP: 304, STR: 288918, VIT: 160, SPD: 1, LUK: 1, Attack: 375407, Defense: 84582, Current HP: 304, A Avg: 998582, D Avg: 84582, [Cuttlefish(178)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 789: HP: 171, STR: 288390, VIT: 56, SPD: 1, LUK: 1, Attack: 375441, Defense: 84062, Current HP: 171, A Avg: 998673, D Avg: 84062, [Tekken(188)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 788: HP: 152, STR: 288390, VIT: 48, SPD: 1, LUK: 1, Attack: 375441, Defense: 85718, Current HP: 152, A Avg: 998673, D Avg: 85718, [Tekken(188)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 787: HP: 190, STR: 288420, VIT: 56, SPD: 1, LUK: 1, Attack: 375471, Defense: 84556, Current HP: 190, A Avg: 998752, D Avg: 84556, [Tekken(188)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 786: HP: 209, STR: 288435, VIT: 64, SPD: 1, LUK: 1, Attack: 375486, Defense: 84070, Current HP: 209, A Avg: 998792, D Avg: 84070, [Tekken(188)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 785: HP: 171, STR: 288480, VIT: 56, SPD: 1, LUK: 1, Attack: 375531, Defense: 83919, Current HP: 171, A Avg: 998912, D Avg: 83919, [Tekken(188)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 784: HP: 209, STR: 288480, VIT: 56, SPD: 1, LUK: 1, Attack: 375531, Defense: 83945, Current HP: 209, A Avg: 998912, D Avg: 83945, [Tekken(188)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 783: HP: 660, STR: 404291, VIT: 208, SPD: 1, LUK: 1, Attack: 492119, Defense: 87633, Current HP: 660, A Avg: 999001, D Avg: 87633, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 782: HP: 152, STR: 288540, VIT: 48, SPD: 1, LUK: 1, Attack: 375591, Defense: 84236, Current HP: 152, A Avg: 999072, D Avg: 84236, [Tekken(188)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 781: HP: 722, STR: 288690, VIT: 368, SPD: 1, LUK: 1, Attack: 375741, Defense: 87936, Current HP: 722, A Avg: 999471, D Avg: 87936, [Tekken(188)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 780: HP: 152, STR: 288990, VIT: 48, SPD: 1, LUK: 1, Attack: 376041, Defense: 87876, Current HP: 152, A Avg: 1000269, D Avg: 87876, [Tekken(188)[230, 230, 230], Black Sword Breath(252)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 779: HP: 437, STR: 407051, VIT: 256, SPD: 1, LUK: 1, Attack: 492864, Defense: 90034, Current HP: 437, A Avg: 1000513, D Avg: 90034, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 778: HP: 900, STR: 288576, VIT: 208, SPD: 1, LUK: 1, Attack: 376404, Defense: 87633, Current HP: 900, A Avg: 1001234, D Avg: 87633, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 777: HP: 660, STR: 288576, VIT: 208, SPD: 1, LUK: 1, Attack: 376404, Defense: 87633, Current HP: 660, A Avg: 1001234, D Avg: 87633, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 776: HP: 300, STR: 288756, VIT: 16, SPD: 1, LUK: 1, Attack: 376417, Defense: 83739, Current HP: 300, A Avg: 1001269, D Avg: 83739, [Neural Edge(190)[230, 230, 230], Pot Lid(201)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 775: HP: 300, STR: 288756, VIT: 16, SPD: 1, LUK: 1, Attack: 376417, Defense: 83749, Current HP: 300, A Avg: 1001269, D Avg: 83749, [Neural Edge(190)[230, 230, 230], High Pot Lid(202)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 774: HP: 285, STR: 288756, VIT: 25, SPD: 1, LUK: 1, Attack: 376417, Defense: 83894, Current HP: 285, A Avg: 1001269, D Avg: 83894, [Neural Edge(190)[230, 230, 230], Wooden Shield(203)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 773: HP: 285, STR: 288756, VIT: 30, SPD: 1, LUK: 1, Attack: 376417, Defense: 83834, Current HP: 285, A Avg: 1001269, D Avg: 83834, [Neural Edge(190)[230, 230, 230], Iron Shield(204)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 772: HP: 285, STR: 288756, VIT: 17, SPD: 1, LUK: 1, Attack: 376417, Defense: 83880, Current HP: 285, A Avg: 1001269, D Avg: 83880, [Neural Edge(190)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 771: HP: 285, STR: 288756, VIT: 34, SPD: 1, LUK: 1, Attack: 376417, Defense: 83923, Current HP: 285, A Avg: 1001269, D Avg: 83923, [Neural Edge(190)[230, 230, 230], Large iron Shield(206)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 770: HP: 300, STR: 288756, VIT: 24, SPD: 1, LUK: 1, Attack: 376417, Defense: 83900, Current HP: 300, A Avg: 1001269, D Avg: 83900, [Neural Edge(190)[230, 230, 230], Magic Shield(207)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 769: HP: 304, STR: 288756, VIT: 17, SPD: 1, LUK: 1, Attack: 376417, Defense: 83854, Current HP: 304, A Avg: 1001269, D Avg: 83854, [Neural Edge(190)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 768: HP: 360, STR: 288756, VIT: 24, SPD: 1, LUK: 1, Attack: 376417, Defense: 83796, Current HP: 360, A Avg: 1001269, D Avg: 83796, [Neural Edge(190)[230, 230, 230], Clear Shield(211)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 767: HP: 400, STR: 288756, VIT: 24, SPD: 1, LUK: 1, Attack: 376417, Defense: 84043, Current HP: 400, A Avg: 1001269, D Avg: 84043, [Neural Edge(190)[230, 230, 230], Prism Shield(212)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 766: HP: 361, STR: 288756, VIT: 25, SPD: 1, LUK: 1, Attack: 376417, Defense: 83953, Current HP: 361, A Avg: 1001269, D Avg: 83953, [Neural Edge(190)[230, 230, 230], Tower Shield(213)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 765: HP: 400, STR: 288756, VIT: 32, SPD: 1, LUK: 1, Attack: 376417, Defense: 84594, Current HP: 400, A Avg: 1001269, D Avg: 84594, [Neural Edge(190)[230, 230, 230], Slime Shield(221)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 764: HP: 323, STR: 288756, VIT: 17, SPD: 1, LUK: 1, Attack: 376417, Defense: 83945, Current HP: 323, A Avg: 1001269, D Avg: 83945, [Neural Edge(190)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 763: HP: 300, STR: 288756, VIT: 256, SPD: 1, LUK: 1, Attack: 376417, Defense: 87044, Current HP: 300, A Avg: 1001269, D Avg: 87044, [Neural Edge(190)[230, 230, 230], Energy Shield(227)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 762: HP: 323, STR: 288756, VIT: 64, SPD: 1, LUK: 1, Attack: 376417, Defense: 84655, Current HP: 323, A Avg: 1001269, D Avg: 84655, [Neural Edge(190)[230, 230, 230], Black Hole(229)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 761: HP: 323, STR: 288756, VIT: 64, SPD: 1, LUK: 1, Attack: 376417, Defense: 86982, Current HP: 323, A Avg: 1001269, D Avg: 86982, [Neural Edge(190)[230, 230, 230], White Hole(230)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 760: HP: 1235, STR: 288756, VIT: 17, SPD: 1, LUK: 1, Attack: 376417, Defense: 85934, Current HP: 1235, A Avg: 1001269, D Avg: 85934, [Neural Edge(190)[230, 230, 230], Frying Pan(231)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 759: HP: 540, STR: 288756, VIT: 48, SPD: 1, LUK: 1, Attack: 376417, Defense: 84782, Current HP: 540, A Avg: 1001269, D Avg: 84782, [Neural Edge(190)[230, 230, 230], Slafield(232)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 758: HP: 440, STR: 288756, VIT: 32, SPD: 1, LUK: 1, Attack: 376417, Defense: 85507, Current HP: 440, A Avg: 1001269, D Avg: 85507, [Neural Edge(190)[230, 230, 230], Mist Shield(233)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 757: HP: 475, STR: 288756, VIT: 17, SPD: 1, LUK: 1, Attack: 376417, Defense: 84985, Current HP: 475, A Avg: 1001269, D Avg: 84985, [Neural Edge(190)[230, 230, 230], Huge Shield(234)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 756: HP: 399, STR: 288756, VIT: 128, SPD: 1, LUK: 1, Attack: 376417, Defense: 86968, Current HP: 399, A Avg: 1001269, D Avg: 86968, [Neural Edge(190)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 755: HP: 300, STR: 288756, VIT: 16, SPD: 1, LUK: 1, Attack: 376417, Defense: 87441, Current HP: 300, A Avg: 1001269, D Avg: 87441, [Neural Edge(190)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 754: HP: 285, STR: 288756, VIT: 16, SPD: 1, LUK: 1, Attack: 376417, Defense: 86805, Current HP: 285, A Avg: 1001269, D Avg: 86805, [Neural Edge(190)[230, 230, 230], Graffiti(243)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 753: HP: 285, STR: 288756, VIT: 16, SPD: 1, LUK: 1, Attack: 376417, Defense: 89794, Current HP: 285, A Avg: 1001269, D Avg: 89794, [Neural Edge(190)[230, 230, 230], Blank Shield(244)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 752: HP: 760, STR: 288756, VIT: 187, SPD: 1, LUK: 1, Attack: 376417, Defense: 86975, Current HP: 760, A Avg: 1001269, D Avg: 86975, [Neural Edge(190)[230, 230, 230], Golem Shield(245)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 751: HP: 570, STR: 288756, VIT: 32, SPD: 1, LUK: 1, Attack: 376417, Defense: 85910, Current HP: 570, A Avg: 1001269, D Avg: 85910, [Neural Edge(190)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 750: HP: 513, STR: 288756, VIT: 102, SPD: 1, LUK: 1, Attack: 376417, Defense: 86318, Current HP: 513, A Avg: 1001269, D Avg: 86318, [Neural Edge(190)[230, 230, 230], King Shield(248)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 749: HP: 700, STR: 288756, VIT: 336, SPD: 1, LUK: 1, Attack: 376417, Defense: 87371, Current HP: 700, A Avg: 1001269, D Avg: 87371, [Neural Edge(190)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 748: HP: 300, STR: 288756, VIT: 16, SPD: 1, LUK: 1, Attack: 376417, Defense: 87064, Current HP: 300, A Avg: 1001269, D Avg: 87064, [Neural Edge(190)[230, 230, 230], Ghost shield(251)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 747: HP: 308, STR: 288770, VIT: 22, SPD: 1, LUK: 1, Attack: 376431, Defense: 85640, Current HP: 308, A Avg: 1001306, D Avg: 85640, [Neural Edge(190)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 746: HP: 285, STR: 288774, VIT: 24, SPD: 1, LUK: 1, Attack: 376435, Defense: 84049, Current HP: 285, A Avg: 1001317, D Avg: 84049, [Neural Edge(190)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 745: HP: 285, STR: 288774, VIT: 119, SPD: 1, LUK: 1, Attack: 376435, Defense: 84957, Current HP: 285, A Avg: 1001317, D Avg: 84957, [Neural Edge(190)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 744: HP: 380, STR: 288777, VIT: 119, SPD: 1, LUK: 1, Attack: 376438, Defense: 86920, Current HP: 380, A Avg: 1001325, D Avg: 86920, [Neural Edge(190)[230, 230, 230], Riot(236)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 743: HP: 361, STR: 288792, VIT: 25, SPD: 1, LUK: 1, Attack: 376453, Defense: 83966, Current HP: 361, A Avg: 1001364, D Avg: 83966, [Neural Edge(190)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 742: HP: 380, STR: 288792, VIT: 27, SPD: 1, LUK: 1, Attack: 376453, Defense: 84267, Current HP: 380, A Avg: 1001364, D Avg: 84267, [Neural Edge(190)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 741: HP: 380, STR: 288810, VIT: 27, SPD: 1, LUK: 1, Attack: 376471, Defense: 84891, Current HP: 380, A Avg: 1001412, D Avg: 84891, [Neural Edge(190)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 740: HP: 304, STR: 288810, VIT: 32, SPD: 1, LUK: 1, Attack: 376471, Defense: 84454, Current HP: 304, A Avg: 1001412, D Avg: 84454, [Neural Edge(190)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 739: HP: 760, STR: 288648, VIT: 240, SPD: 1, LUK: 1, Attack: 376476, Defense: 87665, Current HP: 760, A Avg: 1001426, D Avg: 87665, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 738: HP: 660, STR: 288648, VIT: 224, SPD: 1, LUK: 1, Attack: 376476, Defense: 87649, Current HP: 660, A Avg: 1001426, D Avg: 87649, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 737: HP: 760, STR: 288648, VIT: 240, SPD: 1, LUK: 1, Attack: 376476, Defense: 87665, Current HP: 760, A Avg: 1001426, D Avg: 87665, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 736: HP: 760, STR: 288648, VIT: 240, SPD: 1, LUK: 1, Attack: 376476, Defense: 87665, Current HP: 760, A Avg: 1001426, D Avg: 87665, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 735: HP: 532, STR: 407525, VIT: 208, SPD: 1, LUK: 1, Attack: 493338, Defense: 89986, Current HP: 532, A Avg: 1001476, D Avg: 89986, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 734: HP: 540, STR: 288936, VIT: 112, SPD: 1, LUK: 1, Attack: 376597, Defense: 86224, Current HP: 540, A Avg: 1001748, D Avg: 86224, [Neural Edge(190)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 733: HP: 660, STR: 288792, VIT: 288, SPD: 1, LUK: 1, Attack: 376620, Defense: 87713, Current HP: 660, A Avg: 1001809, D Avg: 87713, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 732: HP: 660, STR: 288792, VIT: 288, SPD: 1, LUK: 1, Attack: 376620, Defense: 87713, Current HP: 660, A Avg: 1001809, D Avg: 87713, [Stargazer(183)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 731: HP: 665, STR: 288972, VIT: 272, SPD: 1, LUK: 1, Attack: 376633, Defense: 85266, Current HP: 665, A Avg: 1001843, D Avg: 85266, [Neural Edge(190)[230, 230, 230], Metalization(228)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 730: HP: 285, STR: 289476, VIT: 16, SPD: 1, LUK: 1, Attack: 377137, Defense: 84152, Current HP: 285, A Avg: 1003184, D Avg: 84152, [Neural Edge(190)[230, 230, 230], Magnum(237)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 729: HP: 665, STR: 291636, VIT: 176, SPD: 1, LUK: 1, Attack: 377449, Defense: 89954, Current HP: 665, A Avg: 1004014, D Avg: 89954, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 728: HP: 437, STR: 291636, VIT: 176, SPD: 1, LUK: 1, Attack: 377449, Defense: 89954, Current HP: 437, A Avg: 1004014, D Avg: 89954, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 727: HP: 285, STR: 289836, VIT: 16, SPD: 1, LUK: 1, Attack: 377497, Defense: 84360, Current HP: 285, A Avg: 1004142, D Avg: 84360, [Neural Edge(190)[230, 230, 230], V Magnum(238)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 726: HP: 532, STR: 291708, VIT: 208, SPD: 1, LUK: 1, Attack: 377521, Defense: 89986, Current HP: 532, A Avg: 1004205, D Avg: 89986, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 725: HP: 532, STR: 291708, VIT: 208, SPD: 1, LUK: 1, Attack: 377521, Defense: 89986, Current HP: 532, A Avg: 1004205, D Avg: 89986, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 724: HP: 437, STR: 291852, VIT: 256, SPD: 1, LUK: 1, Attack: 377665, Defense: 90034, Current HP: 437, A Avg: 1004588, D Avg: 90034, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 723: HP: 437, STR: 291852, VIT: 256, SPD: 1, LUK: 1, Attack: 377665, Defense: 90034, Current HP: 437, A Avg: 1004588, D Avg: 90034, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 722: HP: 437, STR: 291996, VIT: 176, SPD: 1, LUK: 1, Attack: 377809, Defense: 89954, Current HP: 437, A Avg: 1004971, D Avg: 89954, [Spear of Regression(182)[230, 230, 230], Blank Shield(244)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 721: HP: 475, STR: 290196, VIT: 16, SPD: 1, LUK: 1, Attack: 377857, Defense: 86804, Current HP: 475, A Avg: 1005099, D Avg: 86804, [Neural Edge(190)[230, 230, 230], C Magnum(239)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 720: HP: 665, STR: 403451, VIT: 144, SPD: 1, LUK: 1, Attack: 495637, Defense: 87062, Current HP: 665, A Avg: 1006143, D Avg: 87062, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 719: HP: 627, STR: 413724, VIT: 336, SPD: 1, LUK: 1, Attack: 497600, Defense: 87904, Current HP: 627, A Avg: 1010127, D Avg: 87904, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 718: HP: 627, STR: 413746, VIT: 336, SPD: 1, LUK: 1, Attack: 497895, Defense: 87904, Current HP: 627, A Avg: 1010726, D Avg: 87904, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 717: HP: 171, STR: 413359, VIT: 56, SPD: 1, LUK: 1, Attack: 498147, Defense: 84062, Current HP: 171, A Avg: 1011238, D Avg: 84062, [Pulse Knife(165)[230, 230, 230], Wings of Beast(210)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 716: HP: 152, STR: 413359, VIT: 48, SPD: 1, LUK: 1, Attack: 498147, Defense: 85718, Current HP: 152, A Avg: 1011238, D Avg: 85718, [Pulse Knife(165)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 715: HP: 114, STR: 296055, VIT: 32, SPD: 1, LUK: 1, Attack: 380165, Defense: 84038, Current HP: 114, A Avg: 1011238, D Avg: 84038, [Serpent(144)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 714: HP: 95, STR: 296055, VIT: 24, SPD: 1, LUK: 1, Attack: 380165, Defense: 85694, Current HP: 95, A Avg: 1011238, D Avg: 85694, [Serpent(144)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 713: HP: 190, STR: 413402, VIT: 56, SPD: 1, LUK: 1, Attack: 498190, Defense: 84556, Current HP: 190, A Avg: 1011325, D Avg: 84556, [Pulse Knife(165)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 712: HP: 133, STR: 296092, VIT: 32, SPD: 1, LUK: 1, Attack: 380202, Defense: 84532, Current HP: 133, A Avg: 1011337, D Avg: 84532, [Serpent(144)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 711: HP: 209, STR: 413423, VIT: 64, SPD: 1, LUK: 1, Attack: 498211, Defense: 84070, Current HP: 209, A Avg: 1011368, D Avg: 84070, [Pulse Knife(165)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 710: HP: 171, STR: 448180, VIT: 56, SPD: 1, LUK: 1, Attack: 532303, Defense: 84062, Current HP: 171, A Avg: 1011375, D Avg: 84062, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 709: HP: 152, STR: 448180, VIT: 48, SPD: 1, LUK: 1, Attack: 532303, Defense: 85718, Current HP: 152, A Avg: 1011375, D Avg: 85718, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 708: HP: 152, STR: 296111, VIT: 40, SPD: 1, LUK: 1, Attack: 380221, Defense: 84046, Current HP: 152, A Avg: 1011387, D Avg: 84046, [Serpent(144)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 707: HP: 893, STR: 288036, VIT: 64, SPD: 1, LUK: 1, Attack: 380222, Defense: 86982, Current HP: 893, A Avg: 1011390, D Avg: 86982, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 706: HP: 665, STR: 288036, VIT: 64, SPD: 1, LUK: 1, Attack: 380222, Defense: 86982, Current HP: 665, A Avg: 1011390, D Avg: 86982, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 705: HP: 190, STR: 448220, VIT: 56, SPD: 1, LUK: 1, Attack: 532343, Defense: 84556, Current HP: 190, A Avg: 1011451, D Avg: 84556, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 704: HP: 209, STR: 448240, VIT: 64, SPD: 1, LUK: 1, Attack: 532363, Defense: 84070, Current HP: 209, A Avg: 1011489, D Avg: 84070, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 703: HP: 171, STR: 413488, VIT: 56, SPD: 1, LUK: 1, Attack: 498276, Defense: 83919, Current HP: 171, A Avg: 1011500, D Avg: 83919, [Pulse Knife(165)[230, 230, 230], Small Sword(218)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 702: HP: 209, STR: 413488, VIT: 56, SPD: 1, LUK: 1, Attack: 498276, Defense: 83945, Current HP: 209, A Avg: 1011500, D Avg: 83945, [Pulse Knife(165)[230, 230, 230], Small Lion(219)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 701: HP: 114, STR: 296166, VIT: 32, SPD: 1, LUK: 1, Attack: 380276, Defense: 83895, Current HP: 114, A Avg: 1011534, D Avg: 83895, [Serpent(144)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 700: HP: 152, STR: 296166, VIT: 32, SPD: 1, LUK: 1, Attack: 380276, Defense: 83921, Current HP: 152, A Avg: 1011534, D Avg: 83921, [Serpent(144)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 699: HP: 760, STR: 288108, VIT: 96, SPD: 1, LUK: 1, Attack: 380294, Defense: 87014, Current HP: 760, A Avg: 1011582, D Avg: 87014, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 698: HP: 665, STR: 288108, VIT: 80, SPD: 1, LUK: 1, Attack: 380294, Defense: 86998, Current HP: 665, A Avg: 1011582, D Avg: 86998, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 697: HP: 760, STR: 288108, VIT: 96, SPD: 1, LUK: 1, Attack: 380294, Defense: 87014, Current HP: 760, A Avg: 1011582, D Avg: 87014, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
