Rank 1000: HP: 750, STR: 289092, VIT: 672, SPD: 32, LUK: 1, Attack: 374645, Defense: 84561, Current HP: 750, A Avg: 996555, D Avg: 84561, [Hammer of Justice(186)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 734: HP: 2137, STR: 291765, VIT: 146, SPD: 32, LUK: 1, Attack: 379426, Defense: 86063, Current HP: 2137, A Avg: 1009273, D Avg: 86063, [Neural Edge(190)[230, 230, 230], Frying Pan(231)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 733: HP: 1224, STR: 291765, VIT: 352, SPD: 32, LUK: 1, Attack: 379426, Defense: 85086, Current HP: 1224, A Avg: 1009273, D Avg: 85086, [Neural Edge(190)[230, 230, 230], Slafield(232)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 732: HP: 1010, STR: 291765, VIT: 305, SPD: 32, LUK: 1, Attack: 379426, Defense: 85780, Current HP: 1010, A Avg: 1009273, D Avg: 85780, [Neural Edge(190)[230, 230, 230], Mist Shield(233)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 731: HP: 836, STR: 291765, VIT: 469, SPD: 32, LUK: 1, Attack: 379426, Defense: 85437, Current HP: 836, A Avg: 1009273, D Avg: 85437, [Neural Edge(190)[230, 230, 230], Huge Shield(234)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 730: HP: 760, STR: 291765, VIT: 553, SPD: 32, LUK: 1, Attack: 379426, Defense: 87393, Current HP: 760, A Avg: 1009273, D Avg: 87393, [Neural Edge(190)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 729: HP: 1250, STR: 291765, VIT: 411, SPD: 32, LUK: 1, Attack: 379426, Defense: 87836, Current HP: 1250, A Avg: 1009273, D Avg: 87836, [Neural Edge(190)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 728: HP: 646, STR: 291765, VIT: 137, SPD: 32, LUK: 1, Attack: 379426, Defense: 86926, Current HP: 646, A Avg: 1009273, D Avg: 86926, [Neural Edge(190)[230, 230, 230], Graffiti(243)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 727: HP: 646, STR: 291765, VIT: 745, SPD: 32, LUK: 1, Attack: 379426, Defense: 90523, Current HP: 646, A Avg: 1009273, D Avg: 90523, [Neural Edge(190)[230, 230, 230], Blank Shield(244)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 726: HP: 1121, STR: 291765, VIT: 1123, SPD: 32, LUK: 1, Attack: 379426, Defense: 87911, Current HP: 1121, A Avg: 1009273, D Avg: 87911, [Neural Edge(190)[230, 230, 230], Golem Shield(245)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 725: HP: 931, STR: 291765, VIT: 396, SPD: 34, LUK: 1, Attack: 379426, Defense: 86274, Current HP: 931, A Avg: 1009273, D Avg: 86274, [Neural Edge(190)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 724: HP: 1307, STR: 291765, VIT: 425, SPD: 32, LUK: 1, Attack: 379426, Defense: 86641, Current HP: 1307, A Avg: 1009273, D Avg: 86641, [Neural Edge(190)[230, 230, 230], King Shield(248)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 723: HP: 1080, STR: 291765, VIT: 579, SPD: 32, LUK: 1, Attack: 379426, Defense: 87614, Current HP: 1080, A Avg: 1009273, D Avg: 87614, [Neural Edge(190)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 722: HP: 680, STR: 291765, VIT: 502, SPD: 32, LUK: 1, Attack: 379426, Defense: 87550, Current HP: 680, A Avg: 1009273, D Avg: 87550, [Neural Edge(190)[230, 230, 230], Ghost shield(251)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 721: HP: 830, STR: 291801, VIT: 251, SPD: 32, LUK: 1, Attack: 379462, Defense: 84192, Current HP: 830, A Avg: 1009368, D Avg: 84192, [Neural Edge(190)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 720: HP: 646, STR: 291852, VIT: 206, SPD: 34, LUK: 1, Attack: 379513, Defense: 84231, Current HP: 646, A Avg: 1009504, D Avg: 84231, [Neural Edge(190)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 719: HP: 921, STR: 291870, VIT: 253, SPD: 32, LUK: 1, Attack: 379531, Defense: 84493, Current HP: 921, A Avg: 1009552, D Avg: 84493, [Neural Edge(190)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 718: HP: 916, STR: 291916, VIT: 326, SPD: 32, LUK: 1, Attack: 379577, Defense: 85944, Current HP: 916, A Avg: 1009674, D Avg: 85944, [Neural Edge(190)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 717: HP: 790, STR: 291920, VIT: 474, SPD: 32, LUK: 1, Attack: 379581, Defense: 85312, Current HP: 790, A Avg: 1009685, D Avg: 85312, [Neural Edge(190)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 716: HP: 921, STR: 291956, VIT: 285, SPD: 32, LUK: 1, Attack: 379617, Defense: 85149, Current HP: 921, A Avg: 1009781, D Avg: 85149, [Neural Edge(190)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 715: HP: 845, STR: 291956, VIT: 305, SPD: 34, LUK: 1, Attack: 379617, Defense: 84727, Current HP: 845, A Avg: 1009781, D Avg: 84727, [Neural Edge(190)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 714: HP: 921, STR: 291992, VIT: 506, SPD: 32, LUK: 1, Attack: 379653, Defense: 87307, Current HP: 921, A Avg: 1009876, D Avg: 87307, [Neural Edge(190)[230, 230, 230], Riot(236)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 713: HP: 684, STR: 292176, VIT: 368, SPD: 32, LUK: 1, Attack: 379837, Defense: 84959, Current HP: 684, A Avg: 1010366, D Avg: 84959, [Neural Edge(190)[230, 230, 230], Black Hole(229)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 712: HP: 864, STR: 292176, VIT: 398, SPD: 32, LUK: 1, Attack: 379837, Defense: 87316, Current HP: 864, A Avg: 1010366, D Avg: 87316, [Neural Edge(190)[230, 230, 230], White Hole(230)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 711: HP: 988, STR: 413969, VIT: 852, SPD: 32, LUK: 1, Attack: 497845, Defense: 88420, Current HP: 988, A Avg: 1010625, D Avg: 88420, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 710: HP: 1300, STR: 292287, VIT: 416, SPD: 32, LUK: 1, Attack: 379948, Defense: 86528, Current HP: 1300, A Avg: 1010661, D Avg: 86528, [Neural Edge(190)[230, 230, 230], Goblin Hand(250)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 709: HP: 1026, STR: 292323, VIT: 562, SPD: 32, LUK: 1, Attack: 379984, Defense: 85556, Current HP: 1026, A Avg: 1010757, D Avg: 85556, [Neural Edge(190)[230, 230, 230], Metalization(228)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 708: HP: 988, STR: 414072, VIT: 852, SPD: 32, LUK: 1, Attack: 498221, Defense: 88420, Current HP: 988, A Avg: 1011388, D Avg: 88420, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 707: HP: 532, STR: 448408, VIT: 147, SPD: 32, LUK: 1, Attack: 532531, Defense: 84153, Current HP: 532, A Avg: 1011808, D Avg: 84153, [Pinpoint(112)[230, 230, 230], Wings of Beast(210)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 706: HP: 513, STR: 448408, VIT: 1598, SPD: 32, LUK: 1, Attack: 532531, Defense: 87268, Current HP: 513, A Avg: 1011808, D Avg: 87268, [Pinpoint(112)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 705: HP: 623, STR: 448524, VIT: 147, SPD: 32, LUK: 1, Attack: 532647, Defense: 84647, Current HP: 623, A Avg: 1012029, D Avg: 84647, [Pinpoint(112)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 704: HP: 1083, STR: 296710, VIT: 884, SPD: 32, LUK: 1, Attack: 380586, Defense: 88452, Current HP: 1083, A Avg: 1012358, D Avg: 88452, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 703: HP: 988, STR: 296710, VIT: 868, SPD: 32, LUK: 1, Attack: 380586, Defense: 88436, Current HP: 988, A Avg: 1012358, D Avg: 88436, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 702: HP: 1083, STR: 296710, VIT: 945, SPD: 32, LUK: 1, Attack: 380586, Defense: 88513, Current HP: 1083, A Avg: 1012358, D Avg: 88513, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 701: HP: 1083, STR: 296710, VIT: 884, SPD: 32, LUK: 1, Attack: 380586, Defense: 88452, Current HP: 1083, A Avg: 1012358, D Avg: 88452, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 700: HP: 646, STR: 292964, VIT: 137, SPD: 34, LUK: 1, Attack: 380625, Defense: 84273, Current HP: 646, A Avg: 1012462, D Avg: 84273, [Neural Edge(190)[230, 230, 230], Magnum(237)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 699: HP: 532, STR: 448756, VIT: 116, SPD: 32, LUK: 1, Attack: 532879, Defense: 83979, Current HP: 532, A Avg: 1012470, D Avg: 83979, [Pinpoint(112)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 698: HP: 1083, STR: 448808, VIT: 854, SPD: 32, LUK: 1, Attack: 532931, Defense: 88422, Current HP: 1083, A Avg: 1012568, D Avg: 88422, [Pinpoint(112)[230, 230, 230], Storm Wall(242)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 697: HP: 1216, STR: 296847, VIT: 944, SPD: 32, LUK: 1, Attack: 380723, Defense: 88512, Current HP: 1216, A Avg: 1012723, D Avg: 88512, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 696: HP: 988, STR: 296858, VIT: 932, SPD: 32, LUK: 1, Attack: 380734, Defense: 88500, Current HP: 988, A Avg: 1012752, D Avg: 88500, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 695: HP: 988, STR: 296858, VIT: 932, SPD: 32, LUK: 1, Attack: 380734, Defense: 88500, Current HP: 988, A Avg: 1012752, D Avg: 88500, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 694: HP: 750, STR: 448908, VIT: 147, SPD: 32, LUK: 1, Attack: 533031, Defense: 84036, Current HP: 750, A Avg: 1012758, D Avg: 84036, [Pinpoint(112)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 693: HP: 678, STR: 448924, VIT: 155, SPD: 32, LUK: 1, Attack: 533047, Defense: 84161, Current HP: 678, A Avg: 1012789, D Avg: 84161, [Pinpoint(112)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 692: HP: 1301, STR: 288586, VIT: 339, SPD: 32, LUK: 1, Attack: 380772, Defense: 87257, Current HP: 1301, A Avg: 1012853, D Avg: 87257, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 691: HP: 1206, STR: 288586, VIT: 323, SPD: 32, LUK: 1, Attack: 380772, Defense: 87241, Current HP: 1206, A Avg: 1012853, D Avg: 87241, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 690: HP: 1301, STR: 288586, VIT: 400, SPD: 32, LUK: 1, Attack: 380772, Defense: 87318, Current HP: 1301, A Avg: 1012853, D Avg: 87318, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 689: HP: 1301, STR: 288586, VIT: 339, SPD: 32, LUK: 1, Attack: 380772, Defense: 87257, Current HP: 1301, A Avg: 1012853, D Avg: 87257, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 688: HP: 1434, STR: 288720, VIT: 398, SPD: 32, LUK: 1, Attack: 380906, Defense: 87316, Current HP: 1434, A Avg: 1013209, D Avg: 87316, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 687: HP: 1206, STR: 288730, VIT: 387, SPD: 32, LUK: 1, Attack: 380916, Defense: 87305, Current HP: 1206, A Avg: 1013236, D Avg: 87305, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 686: HP: 1206, STR: 288730, VIT: 387, SPD: 32, LUK: 1, Attack: 380916, Defense: 87305, Current HP: 1206, A Avg: 1013236, D Avg: 87305, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 685: HP: 988, STR: 415258, VIT: 932, SPD: 32, LUK: 1, Attack: 499134, Defense: 88500, Current HP: 988, A Avg: 1013242, D Avg: 88500, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 684: HP: 1083, STR: 296799, VIT: 884, SPD: 32, LUK: 1, Attack: 380948, Defense: 88452, Current HP: 1083, A Avg: 1013321, D Avg: 88452, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 683: HP: 988, STR: 296799, VIT: 868, SPD: 32, LUK: 1, Attack: 380948, Defense: 88436, Current HP: 988, A Avg: 1013321, D Avg: 88436, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 682: HP: 1083, STR: 296799, VIT: 945, SPD: 32, LUK: 1, Attack: 380948, Defense: 88513, Current HP: 1083, A Avg: 1013321, D Avg: 88513, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Mobius Ring(316)[68, 803, 807]]
Rank 681: HP: 1083, STR: 296799, VIT: 884, SPD: 32, LUK: 1, Attack: 380948, Defense: 88452, Current HP: 1083, A Avg: 1013321, D Avg: 88452, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 680: HP: 646, STR: 293392, VIT: 137, SPD: 34, LUK: 1, Attack: 381053, Defense: 84481, Current HP: 646, A Avg: 1013600, D Avg: 84481, [Neural Edge(190)[230, 230, 230], V Magnum(238)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 679: HP: 1206, STR: 288874, VIT: 307, SPD: 32, LUK: 1, Attack: 381060, Defense: 87225, Current HP: 1206, A Avg: 1013619, D Avg: 87225, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 678: HP: 1216, STR: 296936, VIT: 944, SPD: 32, LUK: 1, Attack: 381085, Defense: 88512, Current HP: 1216, A Avg: 1013686, D Avg: 88512, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 677: HP: 988, STR: 296947, VIT: 932, SPD: 32, LUK: 1, Attack: 381096, Defense: 88500, Current HP: 988, A Avg: 1013715, D Avg: 88500, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 66], Oculus Ring(315)[67, 803, 807]]
Rank 676: HP: 988, STR: 296947, VIT: 932, SPD: 32, LUK: 1, Attack: 381096, Defense: 88500, Current HP: 988, A Avg: 1013715, D Avg: 88500, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Oculus Ring(315)[68, 803, 807]]
Rank 675: HP: 532, STR: 414666, VIT: 572, SPD: 32, LUK: 1, Attack: 499454, Defense: 84578, Current HP: 532, A Avg: 1013891, D Avg: 84578, [Pulse Knife(165)[230, 230, 230], Wings of Beast(210)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 674: HP: 513, STR: 414666, VIT: 2024, SPD: 32, LUK: 1, Attack: 499454, Defense: 87694, Current HP: 513, A Avg: 1013891, D Avg: 87694, [Pulse Knife(165)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 673: HP: 988, STR: 415347, VIT: 932, SPD: 32, LUK: 1, Attack: 499496, Defense: 88500, Current HP: 988, A Avg: 1013976, D Avg: 88500, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 672: HP: 1349, STR: 297339, VIT: 1156, SPD: 38, LUK: 1, Attack: 381215, Defense: 88724, Current HP: 1349, A Avg: 1014031, D Avg: 88724, [Tornado(111)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 671: HP: 1016, STR: 297110, VIT: 518, SPD: 38, LUK: 1, Attack: 381220, Defense: 84524, Current HP: 1016, A Avg: 1014045, D Avg: 84524, [Serpent(144)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 670: HP: 997, STR: 297110, VIT: 1969, SPD: 38, LUK: 1, Attack: 381220, Defense: 87639, Current HP: 997, A Avg: 1014045, D Avg: 87639, [Serpent(144)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 669: HP: 623, STR: 414790, VIT: 572, SPD: 32, LUK: 1, Attack: 499578, Defense: 85072, Current HP: 623, A Avg: 1014143, D Avg: 85072, [Pulse Knife(165)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 668: HP: 513, STR: 449672, VIT: 78, SPD: 32, LUK: 1, Attack: 533795, Defense: 84266, Current HP: 513, A Avg: 1014210, D Avg: 84266, [Pinpoint(112)[230, 230, 230], Dragon Sword(225)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 667: HP: 1107, STR: 297217, VIT: 518, SPD: 38, LUK: 1, Attack: 381327, Defense: 85018, Current HP: 1107, A Avg: 1014329, D Avg: 85018, [Serpent(144)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 666: HP: 1567, STR: 289198, VIT: 611, SPD: 38, LUK: 1, Attack: 381384, Defense: 87529, Current HP: 1567, A Avg: 1014481, D Avg: 87529, [Big Bang(171)[230, 230, 230], White Hole(230)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 665: HP: 532, STR: 415040, VIT: 542, SPD: 32, LUK: 1, Attack: 499828, Defense: 84405, Current HP: 532, A Avg: 1014650, D Avg: 84405, [Pulse Knife(165)[230, 230, 230], Small Sword(218)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 664: HP: 1083, STR: 415096, VIT: 1280, SPD: 32, LUK: 1, Attack: 499884, Defense: 88848, Current HP: 1083, A Avg: 1014764, D Avg: 88848, [Pulse Knife(165)[230, 230, 230], Storm Wall(242)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 663: HP: 980, STR: 414249, VIT: 457, SPD: 32, LUK: 1, Attack: 499893, Defense: 84957, Current HP: 980, A Avg: 1014782, D Avg: 84957, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 662: HP: 1016, STR: 297431, VIT: 488, SPD: 38, LUK: 1, Attack: 381541, Defense: 84351, Current HP: 1016, A Avg: 1014899, D Avg: 84351, [Serpent(144)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 661: HP: 750, STR: 415203, VIT: 572, SPD: 32, LUK: 1, Attack: 499991, Defense: 84461, Current HP: 750, A Avg: 1014981, D Avg: 84461, [Pulse Knife(165)[230, 230, 230], Small Lion(219)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 660: HP: 1349, STR: 297428, VIT: 1156, SPD: 38, LUK: 1, Attack: 381577, Defense: 88724, Current HP: 1349, A Avg: 1014994, D Avg: 88724, [Giant Tornado(114)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 659: HP: 678, STR: 415220, VIT: 580, SPD: 32, LUK: 1, Attack: 500008, Defense: 84586, Current HP: 678, A Avg: 1015016, D Avg: 84586, [Pulse Knife(165)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 658: HP: 1567, STR: 297480, VIT: 1225, SPD: 38, LUK: 1, Attack: 381590, Defense: 88793, Current HP: 1567, A Avg: 1015029, D Avg: 88793, [Serpent(144)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 657: HP: 731, STR: 450168, VIT: 219, SPD: 32, LUK: 1, Attack: 534291, Defense: 85447, Current HP: 731, A Avg: 1015152, D Avg: 85447, [Pinpoint(112)[230, 230, 230], Wave Motion Sword(226)[230, 230, 230], The Third Eye(322)[230, 68, 807]]
Rank 656: HP: 1007, STR: 414752, VIT: 651, SPD: 32, LUK: 1, Attack: 500086, Defense: 84657, Current HP: 1007, A Avg: 1015174, D Avg: 84657, [Impulse(166)[230, 230, 230], Wings of Beast(210)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 655: HP: 988, STR: 414752, VIT: 2102, SPD: 32, LUK: 1, Attack: 500086, Defense: 87772, Current HP: 988, A Avg: 1015174, D Avg: 87772, [Impulse(166)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 654: HP: 1235, STR: 297572, VIT: 518, SPD: 38, LUK: 1, Attack: 381682, Defense: 84407, Current HP: 1235, A Avg: 1015274, D Avg: 84407, [Serpent(144)[230, 230, 230], Small Lion(219)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 653: HP: 1162, STR: 297587, VIT: 526, SPD: 38, LUK: 1, Attack: 381697, Defense: 84532, Current HP: 1162, A Avg: 1015314, D Avg: 84532, [Serpent(144)[230, 230, 230], Small Dragon Sword(224)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 652: HP: 1098, STR: 414876, VIT: 651, SPD: 32, LUK: 1, Attack: 500210, Defense: 85151, Current HP: 1098, A Avg: 1015426, D Avg: 85151, [Impulse(166)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 651: HP: 1197, STR: 294231, VIT: 137, SPD: 34, LUK: 1, Attack: 381892, Defense: 86925, Current HP: 1197, A Avg: 1015832, D Avg: 86925, [Neural Edge(190)[230, 230, 230], C Magnum(239)[230, 230, 67], Seal of the High King(319)[68, 803, 807]]
Rank 650: HP: 1007, STR: 415126, VIT: 620, SPD: 32, LUK: 1, Attack: 500460, Defense: 84483, Current HP: 1007, A Avg: 1015933, D Avg: 84483, [Impulse(166)[230, 230, 230], Small Sword(218)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 649: HP: 1558, STR: 415182, VIT: 1358, SPD: 32, LUK: 1, Attack: 500516, Defense: 88926, Current HP: 1558, A Avg: 1016047, D Avg: 88926, [Impulse(166)[230, 230, 230], Storm Wall(242)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 648: HP: 1225, STR: 415289, VIT: 651, SPD: 32, LUK: 1, Attack: 500623, Defense: 84540, Current HP: 1225, A Avg: 1016264, D Avg: 84540, [Impulse(166)[230, 230, 230], Small Lion(219)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 647: HP: 1153, STR: 415306, VIT: 659, SPD: 32, LUK: 1, Attack: 500640, Defense: 84665, Current HP: 1153, A Avg: 1016299, D Avg: 84665, [Impulse(166)[230, 230, 230], Small Dragon Sword(224)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 646: HP: 997, STR: 297280, VIT: 556, SPD: 38, LUK: 1, Attack: 382105, Defense: 84562, Current HP: 997, A Avg: 1016399, D Avg: 84562, [Kraken(145)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 645: HP: 978, STR: 297280, VIT: 2008, SPD: 38, LUK: 1, Attack: 382105, Defense: 87678, Current HP: 978, A Avg: 1016399, D Avg: 87678, [Kraken(145)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 644: HP: 513, STR: 416025, VIT: 504, SPD: 32, LUK: 1, Attack: 500813, Defense: 84692, Current HP: 513, A Avg: 1016650, D Avg: 84692, [Pulse Knife(165)[230, 230, 230], Dragon Sword(225)[230, 230, 230], Mobius Ring(316)[67, 68, 807]]
Rank 643: HP: 1088, STR: 297387, VIT: 556, SPD: 38, LUK: 1, Attack: 382212, Defense: 85056, Current HP: 1088, A Avg: 1016683, D Avg: 85056, [Kraken(145)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 642: HP: 1126, STR: 297328, VIT: 643, SPD: 38, LUK: 1, Attack: 382371, Defense: 84649, Current HP: 1126, A Avg: 1017106, D Avg: 84649, [White Snake(160)[230, 230, 230], Wings of Beast(210)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 641: HP: 1107, STR: 297328, VIT: 2094, SPD: 38, LUK: 1, Attack: 382371, Defense: 87764, Current HP: 1107, A Avg: 1017106, D Avg: 87764, [White Snake(160)[230, 230, 230], Shield of Thousand(246)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 640: HP: 997, STR: 298279, VIT: 449, SPD: 38, LUK: 1, Attack: 382389, Defense: 84637, Current HP: 997, A Avg: 1017154, D Avg: 84637, [Serpent(144)[230, 230, 230], Dragon Sword(225)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 639: HP: 997, STR: 297602, VIT: 526, SPD: 38, LUK: 1, Attack: 382427, Defense: 84389, Current HP: 997, A Avg: 1017255, D Avg: 84389, [Kraken(145)[230, 230, 230], Small Sword(218)[230, 230, 67], Black Box(323)[68, 803, 807]]
Rank 638: HP: 980, STR: 415498, VIT: 537, SPD: 32, LUK: 1, Attack: 501142, Defense: 85037, Current HP: 980, A Avg: 1017318, D Avg: 85037, [Gladius(162)[230, 230, 230], Hard Wings of Beast(222)[230, 230, 230], Oculus Ring(315)[230, 67, 807]]
Rank 637: HP: 1548, STR: 297650, VIT: 1264, SPD: 38, LUK: 1, Attack: 382475, Defense: 88832, Current HP: 1548, A Avg: 1017383, D Avg: 88832, [Kraken(145)[230, 230, 230], Storm Wall(242)[230, 230, 67], Black Box(323)[68, 803, 807]]
