Rank 1000: HP: 460, STR: 240, VIT: 272, SPD: 1, LUK: 1, Attack: 86729, Defense: 84148, Current HP: 460, A Avg: 109278, D Avg: 84148, [Cuttlefish(178)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 774: HP: 946, STR: 1632, VIT: 337, SPD: 1, LUK: 1, Attack: 87445, Defense: 86215, Current HP: 946, A Avg: 110180, D Avg: 86215, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 773: HP: 880, STR: 1632, VIT: 459, SPD: 1, LUK: 1, Attack: 87445, Defense: 86675, Current HP: 880, A Avg: 110180, D Avg: 86675, [Spear of Regression(182)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 772: HP: 1104, STR: 1632, VIT: 831, SPD: 1, LUK: 1, Attack: 87445, Defense: 87866, Current HP: 1104, A Avg: 110180, D Avg: 87866, [Spear of Regression(182)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 771: HP: 644, STR: 1632, VIT: 311, SPD: 1, LUK: 1, Attack: 87445, Defense: 87359, Current HP: 644, A Avg: 110180, D Avg: 87359, [Spear of Regression(182)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 770: HP: 653, STR: 1638, VIT: 322, SPD: 1, LUK: 1, Attack: 87451, Defense: 85940, Current HP: 653, A Avg: 110188, D Avg: 85940, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 769: HP: 616, STR: 1640, VIT: 324, SPD: 1, LUK: 1, Attack: 87453, Defense: 84349, Current HP: 616, A Avg: 110190, D Avg: 84349, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 768: HP: 616, STR: 1640, VIT: 486, SPD: 1, LUK: 1, Attack: 87453, Defense: 85324, Current HP: 616, A Avg: 110190, D Avg: 85324, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 767: HP: 726, STR: 1641, VIT: 486, SPD: 1, LUK: 1, Attack: 87454, Defense: 87287, Current HP: 726, A Avg: 110192, D Avg: 87287, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 766: HP: 704, STR: 1648, VIT: 337, SPD: 1, LUK: 1, Attack: 87461, Defense: 84278, Current HP: 704, A Avg: 110200, D Avg: 84278, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 765: HP: 726, STR: 1648, VIT: 340, SPD: 1, LUK: 1, Attack: 87461, Defense: 84580, Current HP: 726, A Avg: 110200, D Avg: 84580, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 764: HP: 80, STR: 280, VIT: 110, SPD: 1, LUK: 1, Attack: 88162, Defense: 83973, Current HP: 80, A Avg: 110202, D Avg: 83973, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 763: HP: 120, STR: 280, VIT: 110, SPD: 1, LUK: 1, Attack: 88162, Defense: 83999, Current HP: 120, A Avg: 110202, D Avg: 83999, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 762: HP: 726, STR: 1656, VIT: 340, SPD: 1, LUK: 1, Attack: 87469, Defense: 85204, Current HP: 726, A Avg: 110210, D Avg: 85204, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 761: HP: 638, STR: 1656, VIT: 337, SPD: 1, LUK: 1, Attack: 87469, Defense: 84759, Current HP: 638, A Avg: 110210, D Avg: 84759, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 760: HP: 315, STR: 324, VIT: 204, SPD: 1, LUK: 1, Attack: 88206, Defense: 86316, Current HP: 315, A Avg: 110257, D Avg: 86316, [Wild Card(175)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 759: HP: 60, STR: 336, VIT: 102, SPD: 1, LUK: 1, Attack: 88218, Defense: 84290, Current HP: 60, A Avg: 110272, D Avg: 84290, [Wild Card(175)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 758: HP: 920, STR: 1712, VIT: 467, SPD: 1, LUK: 1, Attack: 87525, Defense: 86579, Current HP: 920, A Avg: 110281, D Avg: 86579, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 757: HP: 460, STR: 351, VIT: 378, SPD: 1, LUK: 1, Attack: 88233, Defense: 85372, Current HP: 460, A Avg: 110291, D Avg: 85372, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 756: HP: 220, STR: 486, VIT: 83, SPD: 1, LUK: 1, Attack: 87537, Defense: 85311, Current HP: 220, A Avg: 110296, D Avg: 85311, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 755: HP: 1056, STR: 1728, VIT: 729, SPD: 1, LUK: 1, Attack: 87541, Defense: 85723, Current HP: 1056, A Avg: 110301, D Avg: 85723, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 754: HP: 100, STR: 364, VIT: 122, SPD: 1, LUK: 1, Attack: 88246, Defense: 85350, Current HP: 100, A Avg: 110307, D Avg: 85350, [Wild Card(175)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 753: HP: 638, STR: 1734, VIT: 324, SPD: 1, LUK: 1, Attack: 87547, Defense: 84330, Current HP: 638, A Avg: 110309, D Avg: 84330, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 752: HP: 616, STR: 1734, VIT: 311, SPD: 1, LUK: 1, Attack: 87547, Defense: 85981, Current HP: 616, A Avg: 110309, D Avg: 85981, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 751: HP: 176, STR: 512, VIT: 51, SPD: 1, LUK: 1, Attack: 87563, Defense: 84187, Current HP: 176, A Avg: 110329, D Avg: 84187, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 750: HP: 660, STR: 1751, VIT: 324, SPD: 1, LUK: 1, Attack: 87564, Defense: 84824, Current HP: 660, A Avg: 110330, D Avg: 84824, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 749: HP: 682, STR: 1759, VIT: 337, SPD: 1, LUK: 1, Attack: 87572, Defense: 84343, Current HP: 682, A Avg: 110340, D Avg: 84343, [Spear of Regression(182)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 748: HP: 176, STR: 544, VIT: 51, SPD: 1, LUK: 1, Attack: 87595, Defense: 87879, Current HP: 176, A Avg: 110369, D Avg: 87879, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 747: HP: 638, STR: 1785, VIT: 324, SPD: 1, LUK: 1, Attack: 87598, Defense: 84187, Current HP: 638, A Avg: 110373, D Avg: 84187, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 746: HP: 682, STR: 1785, VIT: 324, SPD: 1, LUK: 1, Attack: 87598, Defense: 84213, Current HP: 682, A Avg: 110373, D Avg: 84213, [Spear of Regression(182)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 745: HP: 60, STR: 1269, VIT: 102, SPD: 1, LUK: 1, Attack: 88320, Defense: 84446, Current HP: 60, A Avg: 110400, D Avg: 84446, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 744: HP: 616, STR: 1819, VIT: 311, SPD: 1, LUK: 1, Attack: 87632, Defense: 84499, Current HP: 616, A Avg: 110416, D Avg: 84499, [Spear of Regression(182)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 743: HP: 660, STR: 1836, VIT: 343, SPD: 1, LUK: 1, Attack: 87649, Defense: 85571, Current HP: 660, A Avg: 110437, D Avg: 85571, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 742: HP: 660, STR: 476, VIT: 442, SPD: 1, LUK: 1, Attack: 88358, Defense: 88010, Current HP: 660, A Avg: 110447, D Avg: 88010, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 741: HP: 63, STR: 729, VIT: 102, SPD: 1, LUK: 1, Attack: 88390, Defense: 83825, Current HP: 63, A Avg: 110487, D Avg: 83825, [Neural Edge(190)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 740: HP: 63, STR: 729, VIT: 102, SPD: 1, LUK: 1, Attack: 88390, Defense: 83835, Current HP: 63, A Avg: 110487, D Avg: 83835, [Neural Edge(190)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 739: HP: 60, STR: 729, VIT: 117, SPD: 1, LUK: 1, Attack: 88390, Defense: 83986, Current HP: 60, A Avg: 110487, D Avg: 83986, [Neural Edge(190)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 738: HP: 60, STR: 729, VIT: 122, SPD: 1, LUK: 1, Attack: 88390, Defense: 83926, Current HP: 60, A Avg: 110487, D Avg: 83926, [Neural Edge(190)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 737: HP: 60, STR: 729, VIT: 108, SPD: 1, LUK: 1, Attack: 88390, Defense: 83971, Current HP: 60, A Avg: 110487, D Avg: 83971, [Neural Edge(190)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 736: HP: 60, STR: 729, VIT: 126, SPD: 1, LUK: 1, Attack: 88390, Defense: 84015, Current HP: 60, A Avg: 110487, D Avg: 84015, [Neural Edge(190)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 735: HP: 63, STR: 729, VIT: 110, SPD: 1, LUK: 1, Attack: 88390, Defense: 83986, Current HP: 63, A Avg: 110487, D Avg: 83986, [Neural Edge(190)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 734: HP: 80, STR: 729, VIT: 108, SPD: 1, LUK: 1, Attack: 88390, Defense: 83945, Current HP: 80, A Avg: 110487, D Avg: 83945, [Neural Edge(190)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 733: HP: 126, STR: 729, VIT: 110, SPD: 1, LUK: 1, Attack: 88390, Defense: 83882, Current HP: 126, A Avg: 110487, D Avg: 83882, [Neural Edge(190)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 732: HP: 168, STR: 729, VIT: 110, SPD: 1, LUK: 1, Attack: 88390, Defense: 84129, Current HP: 168, A Avg: 110487, D Avg: 84129, [Neural Edge(190)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 731: HP: 140, STR: 729, VIT: 117, SPD: 1, LUK: 1, Attack: 88390, Defense: 84045, Current HP: 140, A Avg: 110487, D Avg: 84045, [Neural Edge(190)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 730: HP: 168, STR: 729, VIT: 119, SPD: 1, LUK: 1, Attack: 88390, Defense: 84681, Current HP: 168, A Avg: 110487, D Avg: 84681, [Neural Edge(190)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 729: HP: 100, STR: 729, VIT: 108, SPD: 1, LUK: 1, Attack: 88390, Defense: 84036, Current HP: 100, A Avg: 110487, D Avg: 84036, [Neural Edge(190)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 728: HP: 63, STR: 729, VIT: 357, SPD: 1, LUK: 1, Attack: 88390, Defense: 87145, Current HP: 63, A Avg: 110487, D Avg: 87145, [Neural Edge(190)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 727: HP: 100, STR: 729, VIT: 153, SPD: 1, LUK: 1, Attack: 88390, Defense: 84744, Current HP: 100, A Avg: 110487, D Avg: 84744, [Neural Edge(190)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 726: HP: 100, STR: 729, VIT: 153, SPD: 1, LUK: 1, Attack: 88390, Defense: 87071, Current HP: 100, A Avg: 110487, D Avg: 87071, [Neural Edge(190)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 725: HP: 1060, STR: 729, VIT: 108, SPD: 1, LUK: 1, Attack: 88390, Defense: 86025, Current HP: 1060, A Avg: 110487, D Avg: 86025, [Neural Edge(190)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 724: HP: 315, STR: 729, VIT: 136, SPD: 1, LUK: 1, Attack: 88390, Defense: 84870, Current HP: 315, A Avg: 110487, D Avg: 84870, [Neural Edge(190)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 723: HP: 210, STR: 729, VIT: 119, SPD: 1, LUK: 1, Attack: 88390, Defense: 85594, Current HP: 210, A Avg: 110487, D Avg: 85594, [Neural Edge(190)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 722: HP: 260, STR: 729, VIT: 108, SPD: 1, LUK: 1, Attack: 88390, Defense: 85076, Current HP: 260, A Avg: 110487, D Avg: 85076, [Neural Edge(190)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 721: HP: 180, STR: 729, VIT: 221, SPD: 1, LUK: 1, Attack: 88390, Defense: 87061, Current HP: 180, A Avg: 110487, D Avg: 87061, [Neural Edge(190)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 720: HP: 63, STR: 729, VIT: 102, SPD: 1, LUK: 1, Attack: 88390, Defense: 87527, Current HP: 63, A Avg: 110487, D Avg: 87527, [Neural Edge(190)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 719: HP: 60, STR: 729, VIT: 102, SPD: 1, LUK: 1, Attack: 88390, Defense: 86891, Current HP: 60, A Avg: 110487, D Avg: 86891, [Neural Edge(190)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 718: HP: 60, STR: 729, VIT: 102, SPD: 1, LUK: 1, Attack: 88390, Defense: 89880, Current HP: 60, A Avg: 110487, D Avg: 89880, [Neural Edge(190)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 717: HP: 560, STR: 729, VIT: 288, SPD: 1, LUK: 1, Attack: 88390, Defense: 87076, Current HP: 560, A Avg: 110487, D Avg: 87076, [Neural Edge(190)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 716: HP: 360, STR: 729, VIT: 119, SPD: 1, LUK: 1, Attack: 88390, Defense: 85997, Current HP: 360, A Avg: 110487, D Avg: 85997, [Neural Edge(190)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 715: HP: 300, STR: 729, VIT: 198, SPD: 1, LUK: 1, Attack: 88390, Defense: 86414, Current HP: 300, A Avg: 110487, D Avg: 86414, [Neural Edge(190)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 714: HP: 483, STR: 729, VIT: 442, SPD: 1, LUK: 1, Attack: 88390, Defense: 87477, Current HP: 483, A Avg: 110487, D Avg: 87477, [Neural Edge(190)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 713: HP: 63, STR: 729, VIT: 102, SPD: 1, LUK: 1, Attack: 88390, Defense: 87150, Current HP: 63, A Avg: 110487, D Avg: 87150, [Neural Edge(190)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 712: HP: 105, STR: 229, VIT: 127, SPD: 1, LUK: 1, Attack: 88396, Defense: 83850, Current HP: 105, A Avg: 110495, D Avg: 83850, [Basic(169)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 711: HP: 105, STR: 229, VIT: 127, SPD: 1, LUK: 1, Attack: 88396, Defense: 83860, Current HP: 105, A Avg: 110495, D Avg: 83860, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 710: HP: 100, STR: 229, VIT: 144, SPD: 1, LUK: 1, Attack: 88396, Defense: 84013, Current HP: 100, A Avg: 110495, D Avg: 84013, [Basic(169)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 709: HP: 100, STR: 229, VIT: 149, SPD: 1, LUK: 1, Attack: 88396, Defense: 83953, Current HP: 100, A Avg: 110495, D Avg: 83953, [Basic(169)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 708: HP: 100, STR: 229, VIT: 135, SPD: 1, LUK: 1, Attack: 88396, Defense: 83998, Current HP: 100, A Avg: 110495, D Avg: 83998, [Basic(169)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 707: HP: 100, STR: 229, VIT: 153, SPD: 1, LUK: 1, Attack: 88396, Defense: 84042, Current HP: 100, A Avg: 110495, D Avg: 84042, [Basic(169)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 706: HP: 105, STR: 229, VIT: 136, SPD: 1, LUK: 1, Attack: 88396, Defense: 84012, Current HP: 105, A Avg: 110495, D Avg: 84012, [Basic(169)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 705: HP: 120, STR: 229, VIT: 135, SPD: 1, LUK: 1, Attack: 88396, Defense: 83972, Current HP: 120, A Avg: 110495, D Avg: 83972, [Basic(169)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 704: HP: 168, STR: 229, VIT: 136, SPD: 1, LUK: 1, Attack: 88396, Defense: 83908, Current HP: 168, A Avg: 110495, D Avg: 83908, [Basic(169)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 703: HP: 210, STR: 229, VIT: 136, SPD: 1, LUK: 1, Attack: 88396, Defense: 84155, Current HP: 210, A Avg: 110495, D Avg: 84155, [Basic(169)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 702: HP: 180, STR: 229, VIT: 144, SPD: 1, LUK: 1, Attack: 88396, Defense: 84072, Current HP: 180, A Avg: 110495, D Avg: 84072, [Basic(169)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 701: HP: 210, STR: 229, VIT: 144, SPD: 1, LUK: 1, Attack: 88396, Defense: 84706, Current HP: 210, A Avg: 110495, D Avg: 84706, [Basic(169)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 700: HP: 140, STR: 229, VIT: 135, SPD: 1, LUK: 1, Attack: 88396, Defense: 84063, Current HP: 140, A Avg: 110495, D Avg: 84063, [Basic(169)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 699: HP: 105, STR: 229, VIT: 382, SPD: 1, LUK: 1, Attack: 88396, Defense: 87170, Current HP: 105, A Avg: 110495, D Avg: 87170, [Basic(169)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 698: HP: 140, STR: 229, VIT: 178, SPD: 1, LUK: 1, Attack: 88396, Defense: 84769, Current HP: 140, A Avg: 110495, D Avg: 84769, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 697: HP: 140, STR: 229, VIT: 178, SPD: 1, LUK: 1, Attack: 88396, Defense: 87096, Current HP: 140, A Avg: 110495, D Avg: 87096, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 696: HP: 1100, STR: 229, VIT: 135, SPD: 1, LUK: 1, Attack: 88396, Defense: 86052, Current HP: 1100, A Avg: 110495, D Avg: 86052, [Basic(169)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 695: HP: 357, STR: 229, VIT: 161, SPD: 1, LUK: 1, Attack: 88396, Defense: 84895, Current HP: 357, A Avg: 110495, D Avg: 84895, [Basic(169)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 694: HP: 252, STR: 229, VIT: 144, SPD: 1, LUK: 1, Attack: 88396, Defense: 85619, Current HP: 252, A Avg: 110495, D Avg: 85619, [Basic(169)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 693: HP: 300, STR: 229, VIT: 135, SPD: 1, LUK: 1, Attack: 88396, Defense: 85103, Current HP: 300, A Avg: 110495, D Avg: 85103, [Basic(169)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 692: HP: 220, STR: 229, VIT: 246, SPD: 1, LUK: 1, Attack: 88396, Defense: 87086, Current HP: 220, A Avg: 110495, D Avg: 87086, [Basic(169)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 691: HP: 105, STR: 229, VIT: 127, SPD: 1, LUK: 1, Attack: 88396, Defense: 87552, Current HP: 105, A Avg: 110495, D Avg: 87552, [Basic(169)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 690: HP: 100, STR: 229, VIT: 127, SPD: 1, LUK: 1, Attack: 88396, Defense: 86916, Current HP: 100, A Avg: 110495, D Avg: 86916, [Basic(169)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 689: HP: 100, STR: 229, VIT: 127, SPD: 1, LUK: 1, Attack: 88396, Defense: 89905, Current HP: 100, A Avg: 110495, D Avg: 89905, [Basic(169)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 688: HP: 600, STR: 229, VIT: 315, SPD: 1, LUK: 1, Attack: 88396, Defense: 87103, Current HP: 600, A Avg: 110495, D Avg: 87103, [Basic(169)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 687: HP: 400, STR: 229, VIT: 144, SPD: 1, LUK: 1, Attack: 88396, Defense: 86022, Current HP: 400, A Avg: 110495, D Avg: 86022, [Basic(169)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 686: HP: 340, STR: 229, VIT: 225, SPD: 1, LUK: 1, Attack: 88396, Defense: 86441, Current HP: 340, A Avg: 110495, D Avg: 86441, [Basic(169)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 685: HP: 525, STR: 229, VIT: 467, SPD: 1, LUK: 1, Attack: 88396, Defense: 87502, Current HP: 525, A Avg: 110495, D Avg: 87502, [Basic(169)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 684: HP: 105, STR: 229, VIT: 127, SPD: 1, LUK: 1, Attack: 88396, Defense: 87175, Current HP: 105, A Avg: 110495, D Avg: 87175, [Basic(169)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 683: HP: 71, STR: 739, VIT: 108, SPD: 1, LUK: 1, Attack: 88400, Defense: 85726, Current HP: 71, A Avg: 110500, D Avg: 85726, [Neural Edge(190)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 682: HP: 60, STR: 742, VIT: 110, SPD: 1, LUK: 1, Attack: 88403, Defense: 84135, Current HP: 60, A Avg: 110503, D Avg: 84135, [Neural Edge(190)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 681: HP: 60, STR: 742, VIT: 216, SPD: 1, LUK: 1, Attack: 88403, Defense: 85054, Current HP: 60, A Avg: 110503, D Avg: 85054, [Neural Edge(190)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 680: HP: 120, STR: 238, VIT: 136, SPD: 1, LUK: 1, Attack: 88405, Defense: 84142, Current HP: 120, A Avg: 110506, D Avg: 84142, [Basic(169)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 679: HP: 100, STR: 238, VIT: 127, SPD: 1, LUK: 1, Attack: 88405, Defense: 85797, Current HP: 100, A Avg: 110506, D Avg: 85797, [Basic(169)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 678: HP: 160, STR: 745, VIT: 216, SPD: 1, LUK: 1, Attack: 88406, Defense: 87017, Current HP: 160, A Avg: 110507, D Avg: 87017, [Neural Edge(190)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 677: HP: 113, STR: 240, VIT: 134, SPD: 1, LUK: 1, Attack: 88407, Defense: 85752, Current HP: 113, A Avg: 110508, D Avg: 85752, [Basic(169)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 676: HP: 100, STR: 243, VIT: 136, SPD: 1, LUK: 1, Attack: 88410, Defense: 84161, Current HP: 100, A Avg: 110512, D Avg: 84161, [Basic(169)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
