Rank 1000: HP: 1243, STR: 665, VIT: 999, SPD: 48, LUK: 1, Attack: 87716, Defense: 87800, Current HP: 1243, A Avg: 110522, D Avg: 87800, [Tekken(188)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 743: HP: 950, STR: 4202, VIT: 365, SPD: 51, LUK: 1, Attack: 89027, Defense: 88193, Current HP: 950, A Avg: 111283, D Avg: 88193, [Kraken(145)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 742: HP: 1080, STR: 861, VIT: 718, SPD: 51, LUK: 1, Attack: 89028, Defense: 85712, Current HP: 1080, A Avg: 111285, D Avg: 85712, [Basic(169)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 741: HP: 880, STR: 158, VIT: 405, SPD: 48, LUK: 1, Attack: 88325, Defense: 84411, Current HP: 880, A Avg: 111289, D Avg: 84411, [Basic(169)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 740: HP: 858, STR: 158, VIT: 4011, SPD: 48, LUK: 1, Attack: 88325, Defense: 89681, Current HP: 858, A Avg: 111289, D Avg: 89681, [Basic(169)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 739: HP: 1137, STR: 164, VIT: 499, SPD: 48, LUK: 1, Attack: 88331, Defense: 84440, Current HP: 1137, A Avg: 111297, D Avg: 84440, [Basic(169)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 738: HP: 4444, STR: 2521, VIT: 928, SPD: 51, LUK: 1, Attack: 88334, Defense: 84953, Current HP: 4444, A Avg: 111300, D Avg: 84953, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 737: HP: 4873, STR: 2529, VIT: 1044, SPD: 48, LUK: 1, Attack: 88342, Defense: 85284, Current HP: 4873, A Avg: 111310, D Avg: 85284, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 736: HP: 1045, STR: 3175, VIT: 848, SPD: 51, LUK: 1, Attack: 89053, Defense: 86466, Current HP: 1045, A Avg: 111316, D Avg: 86466, [Blue Sword(180)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 735: HP: 872, STR: 3177, VIT: 1051, SPD: 51, LUK: 1, Attack: 89055, Defense: 85889, Current HP: 872, A Avg: 111318, D Avg: 85889, [Blue Sword(180)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 734: HP: 880, STR: 3178, VIT: 644, SPD: 51, LUK: 1, Attack: 89056, Defense: 84832, Current HP: 880, A Avg: 111320, D Avg: 84832, [God Hand(179)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 733: HP: 880, STR: 2567, VIT: 928, SPD: 54, LUK: 1, Attack: 89056, Defense: 85064, Current HP: 880, A Avg: 111320, D Avg: 85064, [Cuttlefish(178)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 732: HP: 640, STR: 4487, VIT: 151, SPD: 54, LUK: 1, Attack: 89065, Defense: 84287, Current HP: 640, A Avg: 111331, D Avg: 84287, [Magical(187)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 731: HP: 640, STR: 2016, VIT: 151, SPD: 54, LUK: 1, Attack: 89067, Defense: 84287, Current HP: 640, A Avg: 111333, D Avg: 84287, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 730: HP: 858, STR: 203, VIT: 405, SPD: 51, LUK: 1, Attack: 88370, Defense: 84430, Current HP: 858, A Avg: 111346, D Avg: 84430, [Basic(169)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 729: HP: 1030, STR: 3204, VIT: 797, SPD: 51, LUK: 1, Attack: 89082, Defense: 85661, Current HP: 1030, A Avg: 111352, D Avg: 85661, [Blue Sword(180)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 728: HP: 950, STR: 3204, VIT: 809, SPD: 54, LUK: 1, Attack: 89082, Defense: 85231, Current HP: 950, A Avg: 111352, D Avg: 85231, [Blue Sword(180)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 727: HP: 814, STR: 1324, VIT: 202, SPD: 48, LUK: 1, Attack: 88375, Defense: 84390, Current HP: 814, A Avg: 111352, D Avg: 84390, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 726: HP: 1287, STR: 211, VIT: 502, SPD: 48, LUK: 1, Attack: 88378, Defense: 84742, Current HP: 1287, A Avg: 111356, D Avg: 84742, [Basic(169)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 725: HP: 5055, STR: 2566, VIT: 1227, SPD: 48, LUK: 1, Attack: 88379, Defense: 86845, Current HP: 5055, A Avg: 111357, D Avg: 86845, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 724: HP: 4699, STR: 2568, VIT: 1503, SPD: 48, LUK: 1, Attack: 88381, Defense: 86341, Current HP: 4699, A Avg: 111360, D Avg: 86341, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 723: HP: 1029, STR: 224, VIT: 405, SPD: 48, LUK: 1, Attack: 88391, Defense: 84905, Current HP: 1029, A Avg: 111372, D Avg: 84905, [Basic(169)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 722: HP: 1892, STR: 2852, VIT: 956, SPD: 51, LUK: 1, Attack: 88392, Defense: 87744, Current HP: 1892, A Avg: 111373, D Avg: 87744, [Zodiac(184)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 721: HP: 4873, STR: 2584, VIT: 1123, SPD: 48, LUK: 1, Attack: 88397, Defense: 85987, Current HP: 4873, A Avg: 111380, D Avg: 85987, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 720: HP: 4785, STR: 2584, VIT: 1167, SPD: 51, LUK: 1, Attack: 88397, Defense: 85589, Current HP: 4785, A Avg: 111380, D Avg: 85589, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 719: HP: 1420, STR: 3461, VIT: 1137, SPD: 54, LUK: 1, Attack: 89105, Defense: 87925, Current HP: 1420, A Avg: 111381, D Avg: 87925, [Portal Sword(176)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 718: HP: 796, STR: 3228, VIT: 652, SPD: 51, LUK: 1, Attack: 89106, Defense: 85152, Current HP: 796, A Avg: 111382, D Avg: 85152, [Blue Sword(180)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 717: HP: 740, STR: 4532, VIT: 243, SPD: 48, LUK: 1, Attack: 89110, Defense: 84262, Current HP: 740, A Avg: 111387, D Avg: 84262, [Magical(187)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 716: HP: 1694, STR: 1880, VIT: 805, SPD: 51, LUK: 1, Attack: 88408, Defense: 87593, Current HP: 1694, A Avg: 111394, D Avg: 87593, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 715: HP: 1306, STR: 248, VIT: 704, SPD: 48, LUK: 1, Attack: 88415, Defense: 86322, Current HP: 1306, A Avg: 111402, D Avg: 86322, [Basic(169)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 714: HP: 1113, STR: 249, VIT: 961, SPD: 48, LUK: 1, Attack: 88416, Defense: 85799, Current HP: 1113, A Avg: 111404, D Avg: 85799, [Basic(169)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 713: HP: 814, STR: 1368, VIT: 202, SPD: 51, LUK: 1, Attack: 88419, Defense: 84546, Current HP: 814, A Avg: 111407, D Avg: 84546, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 712: HP: 1177, STR: 2451, VIT: 517, SPD: 48, LUK: 1, Attack: 88420, Defense: 88345, Current HP: 1177, A Avg: 111409, D Avg: 88345, [Fire Chariot(138)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 711: HP: 1030, STR: 3258, VIT: 1103, SPD: 51, LUK: 1, Attack: 89136, Defense: 87904, Current HP: 1030, A Avg: 111420, D Avg: 87904, [Blue Sword(180)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 710: HP: 4873, STR: 2616, VIT: 1582, SPD: 48, LUK: 1, Attack: 88429, Defense: 88383, Current HP: 4873, A Avg: 111420, D Avg: 88383, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 709: HP: 1287, STR: 265, VIT: 580, SPD: 48, LUK: 1, Attack: 88432, Defense: 85444, Current HP: 1287, A Avg: 111424, D Avg: 85444, [Basic(169)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 708: HP: 1199, STR: 265, VIT: 644, SPD: 51, LUK: 1, Attack: 88432, Defense: 85066, Current HP: 1199, A Avg: 111424, D Avg: 85066, [Basic(169)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 707: HP: 814, STR: 2789, VIT: 1710, SPD: 48, LUK: 1, Attack: 88433, Defense: 89538, Current HP: 814, A Avg: 111425, D Avg: 89538, [Portal Sword(176)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 706: HP: 4466, STR: 2621, VIT: 928, SPD: 48, LUK: 1, Attack: 88434, Defense: 84934, Current HP: 4466, A Avg: 111426, D Avg: 84934, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 705: HP: 4444, STR: 2621, VIT: 4534, SPD: 48, LUK: 1, Attack: 88434, Defense: 90204, Current HP: 4444, A Avg: 111426, D Avg: 90204, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 704: HP: 880, STR: 3269, VIT: 644, SPD: 54, LUK: 1, Attack: 89147, Defense: 84988, Current HP: 880, A Avg: 111433, D Avg: 84988, [God Hand(179)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 703: HP: 1474, STR: 2198, VIT: 202, SPD: 48, LUK: 1, Attack: 88440, Defense: 88030, Current HP: 1474, A Avg: 111434, D Avg: 88030, [Droid Hammer(177)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 702: HP: 1124, STR: 4186, VIT: 311, SPD: 51, LUK: 1, Attack: 89152, Defense: 88139, Current HP: 1124, A Avg: 111440, D Avg: 88139, [Red Shark(134)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 701: HP: 1287, STR: 297, VIT: 1039, SPD: 48, LUK: 1, Attack: 88464, Defense: 87840, Current HP: 1287, A Avg: 111464, D Avg: 87840, [Basic(169)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 700: HP: 1441, STR: 1983, VIT: 1723, SPD: 48, LUK: 1, Attack: 88472, Defense: 86951, Current HP: 1441, A Avg: 111474, D Avg: 86951, [Cuttlefish(178)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 699: HP: 1584, STR: 3141, VIT: 1260, SPD: 48, LUK: 1, Attack: 88475, Defense: 89088, Current HP: 1584, A Avg: 111478, D Avg: 89088, [Impulse(166)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 698: HP: 814, STR: 2600, VIT: 805, SPD: 51, LUK: 1, Attack: 88478, Defense: 85149, Current HP: 814, A Avg: 111482, D Avg: 85149, [Blue Sword(180)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 697: HP: 1518, STR: 328, VIT: 1892, SPD: 48, LUK: 1, Attack: 88495, Defense: 89460, Current HP: 1518, A Avg: 111503, D Avg: 89460, [Basic(169)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 696: HP: 4615, STR: 2687, VIT: 928, SPD: 48, LUK: 1, Attack: 88500, Defense: 85428, Current HP: 4615, A Avg: 111510, D Avg: 85428, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 695: HP: 814, STR: 2633, VIT: 805, SPD: 48, LUK: 1, Attack: 88511, Defense: 84993, Current HP: 814, A Avg: 111523, D Avg: 84993, [Blue Sword(180)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 694: HP: 950, STR: 4494, VIT: 333, SPD: 51, LUK: 1, Attack: 89228, Defense: 88161, Current HP: 950, A Avg: 111535, D Avg: 88161, [Irruption(154)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 693: HP: 1570, STR: 4732, VIT: 967, SPD: 51, LUK: 1, Attack: 89232, Defense: 86195, Current HP: 1570, A Avg: 111540, D Avg: 86195, [Divine Dragon Sword(181)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 692: HP: 880, STR: 357, VIT: 330, SPD: 48, LUK: 1, Attack: 88524, Defense: 84193, Current HP: 880, A Avg: 111540, D Avg: 84193, [Basic(169)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 691: HP: 2430, STR: 3385, VIT: 695, SPD: 54, LUK: 1, Attack: 89237, Defense: 87483, Current HP: 2430, A Avg: 111546, D Avg: 87483, [Santoku(159)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 690: HP: 840, STR: 3704, VIT: 644, SPD: 54, LUK: 1, Attack: 89244, Defense: 84780, Current HP: 840, A Avg: 111555, D Avg: 84780, [Zodiac(184)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 689: HP: 814, STR: 3609, VIT: 202, SPD: 48, LUK: 1, Attack: 88538, Defense: 88030, Current HP: 814, A Avg: 111557, D Avg: 88030, [Jack Knife(185)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 688: HP: 1590, STR: 2909, VIT: 731, SPD: 51, LUK: 1, Attack: 89255, Defense: 85959, Current HP: 1590, A Avg: 111568, D Avg: 85959, [Progress(147)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 687: HP: 640, STR: 4600, VIT: 151, SPD: 51, LUK: 1, Attack: 89256, Defense: 87979, Current HP: 640, A Avg: 111570, D Avg: 87979, [Penetra(161)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 686: HP: 4488, STR: 2745, VIT: 1294, SPD: 48, LUK: 1, Attack: 88558, Defense: 85885, Current HP: 4488, A Avg: 111583, D Avg: 85885, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 685: HP: 4807, STR: 2745, VIT: 1370, SPD: 48, LUK: 1, Attack: 88558, Defense: 88288, Current HP: 4807, A Avg: 111583, D Avg: 88288, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 684: HP: 1240, STR: 3399, VIT: 1625, SPD: 51, LUK: 1, Attack: 89277, Defense: 89193, Current HP: 1240, A Avg: 111596, D Avg: 89193, [Blue Sword(180)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 683: HP: 640, STR: 2240, VIT: 151, SPD: 51, LUK: 1, Attack: 89291, Defense: 84339, Current HP: 640, A Avg: 111613, D Avg: 84339, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 682: HP: 880, STR: 2811, VIT: 928, SPD: 51, LUK: 1, Attack: 89300, Defense: 85116, Current HP: 880, A Avg: 111625, D Avg: 85116, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 681: HP: 5589, STR: 2779, VIT: 1372, SPD: 48, LUK: 1, Attack: 88592, Defense: 87484, Current HP: 5589, A Avg: 111625, D Avg: 87484, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 680: HP: 1925, STR: 2742, VIT: 1034, SPD: 48, LUK: 1, Attack: 88594, Defense: 88862, Current HP: 1925, A Avg: 111628, D Avg: 88862, [Santoku(159)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 679: HP: 902, STR: 427, VIT: 772, SPD: 48, LUK: 1, Attack: 88594, Defense: 85363, Current HP: 902, A Avg: 111628, D Avg: 85363, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 678: HP: 1221, STR: 427, VIT: 847, SPD: 48, LUK: 1, Attack: 88594, Defense: 87765, Current HP: 1221, A Avg: 111628, D Avg: 87765, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 677: HP: 1126, STR: 4267, VIT: 508, SPD: 51, LUK: 1, Attack: 89310, Defense: 88336, Current HP: 1126, A Avg: 111637, D Avg: 88336, [White Snake(160)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 676: HP: 5104, STR: 2791, VIT: 2415, SPD: 48, LUK: 1, Attack: 88604, Defense: 89983, Current HP: 5104, A Avg: 111641, D Avg: 89983, [Spear of Regression(182)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 675: HP: 4884, STR: 2795, VIT: 1590, SPD: 48, LUK: 1, Attack: 88608, Defense: 86584, Current HP: 4884, A Avg: 111646, D Avg: 86584, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 674: HP: 970, STR: 4393, VIT: 368, SPD: 51, LUK: 1, Attack: 89322, Defense: 85596, Current HP: 970, A Avg: 111652, D Avg: 85596, [Jack Knife(185)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 673: HP: 660, STR: 3446, VIT: 603, SPD: 51, LUK: 1, Attack: 89324, Defense: 84466, Current HP: 660, A Avg: 111655, D Avg: 84466, [Blue Sword(180)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 672: HP: 990, STR: 2802, VIT: 763, SPD: 51, LUK: 1, Attack: 89330, Defense: 85991, Current HP: 990, A Avg: 111662, D Avg: 85991, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 671: HP: 1243, STR: 455, VIT: 405, SPD: 48, LUK: 1, Attack: 88622, Defense: 84294, Current HP: 1243, A Avg: 111663, D Avg: 84294, [Basic(169)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 670: HP: 1840, STR: 460, VIT: 850, SPD: 48, LUK: 1, Attack: 88627, Defense: 86962, Current HP: 1840, A Avg: 111670, D Avg: 86962, [Basic(169)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 669: HP: 4466, STR: 2820, VIT: 852, SPD: 48, LUK: 1, Attack: 88633, Defense: 84715, Current HP: 4466, A Avg: 111677, D Avg: 84715, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 668: HP: 1298, STR: 476, VIT: 1047, SPD: 48, LUK: 1, Attack: 88643, Defense: 86041, Current HP: 1298, A Avg: 111690, D Avg: 86041, [Basic(169)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 667: HP: 2120, STR: 4020, VIT: 843, SPD: 54, LUK: 1, Attack: 89354, Defense: 87631, Current HP: 2120, A Avg: 111692, D Avg: 87631, [Impulse(166)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 666: HP: 680, STR: 3477, VIT: 892, SPD: 51, LUK: 1, Attack: 89355, Defense: 85483, Current HP: 680, A Avg: 111693, D Avg: 85483, [Blue Sword(180)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 665: HP: 970, STR: 3477, VIT: 941, SPD: 51, LUK: 1, Attack: 89355, Defense: 87859, Current HP: 970, A Avg: 111693, D Avg: 87859, [Blue Sword(180)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 664: HP: 1115, STR: 479, VIT: 418, SPD: 48, LUK: 1, Attack: 88646, Defense: 84424, Current HP: 1115, A Avg: 111693, D Avg: 84424, [Basic(169)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 663: HP: 640, STR: 4524, VIT: 418, SPD: 51, LUK: 1, Attack: 89362, Defense: 88246, Current HP: 640, A Avg: 111702, D Avg: 88246, [Classic(168)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 662: HP: 1240, STR: 4275, VIT: 365, SPD: 51, LUK: 1, Attack: 89373, Defense: 88193, Current HP: 1240, A Avg: 111716, D Avg: 88193, [Yggdrasil(126)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 661: HP: 1936, STR: 2179, VIT: 1390, SPD: 51, LUK: 1, Attack: 88668, Defense: 88178, Current HP: 1936, A Avg: 111721, D Avg: 88178, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 660: HP: 640, STR: 4802, VIT: 151, SPD: 51, LUK: 1, Attack: 89380, Defense: 84339, Current HP: 640, A Avg: 111725, D Avg: 84339, [Magical(187)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 659: HP: 880, STR: 2916, VIT: 928, SPD: 54, LUK: 1, Attack: 89405, Defense: 85272, Current HP: 880, A Avg: 111756, D Avg: 85272, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 658: HP: 1533, STR: 3534, VIT: 943, SPD: 51, LUK: 1, Attack: 89412, Defense: 87055, Current HP: 1533, A Avg: 111765, D Avg: 87055, [Blue Sword(180)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 657: HP: 640, STR: 4835, VIT: 151, SPD: 54, LUK: 1, Attack: 89413, Defense: 84495, Current HP: 640, A Avg: 111766, D Avg: 84495, [Magical(187)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 656: HP: 1630, STR: 4491, VIT: 447, SPD: 51, LUK: 1, Attack: 89414, Defense: 88275, Current HP: 1630, A Avg: 111767, D Avg: 88275, [Pangaea(164)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 655: HP: 640, STR: 2365, VIT: 151, SPD: 54, LUK: 1, Attack: 89416, Defense: 84495, Current HP: 640, A Avg: 111770, D Avg: 84495, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 654: HP: 1660, STR: 2841, VIT: 1310, SPD: 48, LUK: 1, Attack: 88719, Defense: 86044, Current HP: 1660, A Avg: 111785, D Avg: 86044, [Blue Sword(180)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 653: HP: 1040, STR: 3561, VIT: 1108, SPD: 51, LUK: 1, Attack: 89439, Defense: 86102, Current HP: 1040, A Avg: 111798, D Avg: 86102, [Blue Sword(180)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 652: HP: 4829, STR: 2918, VIT: 928, SPD: 48, LUK: 1, Attack: 88731, Defense: 84817, Current HP: 4829, A Avg: 111801, D Avg: 84817, [Spear of Regression(182)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 651: HP: 814, STR: 4170, VIT: 202, SPD: 48, LUK: 1, Attack: 88748, Defense: 88030, Current HP: 814, A Avg: 111822, D Avg: 88030, [Magical(187)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 650: HP: 4701, STR: 2942, VIT: 941, SPD: 48, LUK: 1, Attack: 88755, Defense: 84947, Current HP: 4701, A Avg: 111831, D Avg: 84947, [Spear of Regression(182)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 649: HP: 990, STR: 3609, VIT: 652, SPD: 51, LUK: 1, Attack: 89487, Defense: 84541, Current HP: 990, A Avg: 111858, D Avg: 84541, [Blue Sword(180)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 648: HP: 950, STR: 4032, VIT: 414, SPD: 51, LUK: 1, Attack: 89507, Defense: 88242, Current HP: 950, A Avg: 111883, D Avg: 88242, [Elemental(121)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 647: HP: 1030, STR: 4194, VIT: 464, SPD: 51, LUK: 1, Attack: 89526, Defense: 88292, Current HP: 1030, A Avg: 111907, D Avg: 88292, [Tower(149)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 646: HP: 874, STR: 3648, VIT: 661, SPD: 51, LUK: 1, Attack: 89526, Defense: 84667, Current HP: 874, A Avg: 111907, D Avg: 84667, [Blue Sword(180)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
