Rank 1000: HP: 1127, STR: 180, VIT: 293, SPD: 64, LUK: 1, Attack: 88347, Defense: 84026, Current HP: 1127, A Avg: 111317, D Avg: 84026, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 747: HP: 1250, STR: 5250, VIT: 440, SPD: 68, LUK: 1, Attack: 89763, Defense: 88268, Current HP: 1250, A Avg: 112203, D Avg: 88268, [Volcano(142)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 746: HP: 2340, STR: 4805, VIT: 356, SPD: 68, LUK: 1, Attack: 89771, Defense: 87144, Current HP: 2340, A Avg: 112213, D Avg: 87144, [Red Shark(134)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 745: HP: 1240, STR: 5194, VIT: 799, SPD: 68, LUK: 1, Attack: 89772, Defense: 85793, Current HP: 1240, A Avg: 112215, D Avg: 85793, [Magical(187)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 744: HP: 880, STR: 1611, VIT: 193, SPD: 72, LUK: 1, Attack: 89778, Defense: 84329, Current HP: 880, A Avg: 112222, D Avg: 84329, [Basic(169)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 743: HP: 1694, STR: 2827, VIT: 254, SPD: 64, LUK: 1, Attack: 89069, Defense: 88082, Current HP: 1694, A Avg: 112226, D Avg: 88082, [Droid Hammer(177)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 742: HP: 840, STR: 4858, VIT: 168, SPD: 68, LUK: 1, Attack: 89787, Defense: 84356, Current HP: 840, A Avg: 112233, D Avg: 84356, [Jack Knife(185)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 741: HP: 2085, STR: 3437, VIT: 1383, SPD: 64, LUK: 1, Attack: 89081, Defense: 89211, Current HP: 2085, A Avg: 112242, D Avg: 89211, [Gladius(162)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 740: HP: 840, STR: 2743, VIT: 168, SPD: 72, LUK: 1, Attack: 89794, Defense: 84512, Current HP: 840, A Avg: 112242, D Avg: 84512, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 739: HP: 1078, STR: 937, VIT: 293, SPD: 68, LUK: 1, Attack: 89104, Defense: 84429, Current HP: 1078, A Avg: 112271, D Avg: 84429, [Basic(169)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 738: HP: 1334, STR: 4278, VIT: 980, SPD: 68, LUK: 1, Attack: 89818, Defense: 84986, Current HP: 1334, A Avg: 112272, D Avg: 84986, [Zodiac(184)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 737: HP: 2376, STR: 2627, VIT: 1780, SPD: 68, LUK: 1, Attack: 89116, Defense: 88568, Current HP: 2376, A Avg: 112286, D Avg: 88568, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 736: HP: 1250, STR: 5152, VIT: 251, SPD: 68, LUK: 1, Attack: 89834, Defense: 88079, Current HP: 1250, A Avg: 112292, D Avg: 88079, [Thunder Whip(143)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 735: HP: 6259, STR: 3309, VIT: 1136, SPD: 64, LUK: 1, Attack: 89122, Defense: 85025, Current HP: 6259, A Avg: 112293, D Avg: 85025, [Spear of Regression(182)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 734: HP: 1727, STR: 3583, VIT: 1705, SPD: 64, LUK: 1, Attack: 89123, Defense: 86933, Current HP: 1727, A Avg: 112294, D Avg: 86933, [Zodiac(184)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 733: HP: 1507, STR: 3165, VIT: 673, SPD: 64, LUK: 1, Attack: 89134, Defense: 88501, Current HP: 1507, A Avg: 112308, D Avg: 88501, [Fire Chariot(138)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 732: HP: 840, STR: 2800, VIT: 168, SPD: 68, LUK: 1, Attack: 89851, Defense: 84356, Current HP: 840, A Avg: 112313, D Avg: 84356, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 731: HP: 882, STR: 3979, VIT: 698, SPD: 68, LUK: 1, Attack: 89857, Defense: 84421, Current HP: 882, A Avg: 112321, D Avg: 84421, [Blue Sword(180)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 730: HP: 882, STR: 3979, VIT: 698, SPD: 68, LUK: 1, Attack: 89857, Defense: 84431, Current HP: 882, A Avg: 112321, D Avg: 84431, [Blue Sword(180)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 729: HP: 840, STR: 3979, VIT: 748, SPD: 68, LUK: 1, Attack: 89857, Defense: 84617, Current HP: 840, A Avg: 112321, D Avg: 84617, [Blue Sword(180)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 728: HP: 840, STR: 3979, VIT: 754, SPD: 68, LUK: 1, Attack: 89857, Defense: 84558, Current HP: 840, A Avg: 112321, D Avg: 84558, [Blue Sword(180)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 727: HP: 840, STR: 3979, VIT: 810, SPD: 68, LUK: 1, Attack: 89857, Defense: 84673, Current HP: 840, A Avg: 112321, D Avg: 84673, [Blue Sword(180)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 726: HP: 840, STR: 3979, VIT: 828, SPD: 68, LUK: 1, Attack: 89857, Defense: 84717, Current HP: 840, A Avg: 112321, D Avg: 84717, [Blue Sword(180)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 725: HP: 882, STR: 3979, VIT: 839, SPD: 68, LUK: 1, Attack: 89857, Defense: 84715, Current HP: 882, A Avg: 112321, D Avg: 84715, [Blue Sword(180)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 724: HP: 1250, STR: 3979, VIT: 950, SPD: 68, LUK: 1, Attack: 89857, Defense: 84787, Current HP: 1250, A Avg: 112321, D Avg: 84787, [Blue Sword(180)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 723: HP: 945, STR: 3979, VIT: 773, SPD: 68, LUK: 1, Attack: 89857, Defense: 84545, Current HP: 945, A Avg: 112321, D Avg: 84545, [Blue Sword(180)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 722: HP: 987, STR: 3979, VIT: 839, SPD: 68, LUK: 1, Attack: 89857, Defense: 84858, Current HP: 987, A Avg: 112321, D Avg: 84858, [Blue Sword(180)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 721: HP: 920, STR: 3979, VIT: 819, SPD: 68, LUK: 1, Attack: 89857, Defense: 84747, Current HP: 920, A Avg: 112321, D Avg: 84747, [Blue Sword(180)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 720: HP: 1560, STR: 3979, VIT: 1047, SPD: 68, LUK: 1, Attack: 89857, Defense: 85609, Current HP: 1560, A Avg: 112321, D Avg: 85609, [Blue Sword(180)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 719: HP: 1504, STR: 3979, VIT: 810, SPD: 68, LUK: 1, Attack: 89857, Defense: 84738, Current HP: 1504, A Avg: 112321, D Avg: 84738, [Blue Sword(180)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 718: HP: 882, STR: 3979, VIT: 1417, SPD: 68, LUK: 1, Attack: 89857, Defense: 88205, Current HP: 882, A Avg: 112321, D Avg: 88205, [Blue Sword(180)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 717: HP: 3010, STR: 3979, VIT: 739, SPD: 68, LUK: 1, Attack: 89857, Defense: 86656, Current HP: 3010, A Avg: 112321, D Avg: 86656, [Blue Sword(180)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 716: HP: 1438, STR: 3979, VIT: 1047, SPD: 68, LUK: 1, Attack: 89857, Defense: 86522, Current HP: 1438, A Avg: 112321, D Avg: 86522, [Blue Sword(180)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 715: HP: 1040, STR: 3979, VIT: 1441, SPD: 68, LUK: 1, Attack: 89857, Defense: 86409, Current HP: 1040, A Avg: 112321, D Avg: 86409, [Blue Sword(180)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 714: HP: 960, STR: 3979, VIT: 1480, SPD: 68, LUK: 1, Attack: 89857, Defense: 88320, Current HP: 960, A Avg: 112321, D Avg: 88320, [Blue Sword(180)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 713: HP: 2110, STR: 3979, VIT: 1295, SPD: 68, LUK: 1, Attack: 89857, Defense: 88720, Current HP: 2110, A Avg: 112321, D Avg: 88720, [Blue Sword(180)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 712: HP: 840, STR: 3979, VIT: 698, SPD: 68, LUK: 1, Attack: 89857, Defense: 87487, Current HP: 840, A Avg: 112321, D Avg: 87487, [Blue Sword(180)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 711: HP: 840, STR: 3979, VIT: 2024, SPD: 68, LUK: 1, Attack: 89857, Defense: 91802, Current HP: 840, A Avg: 112321, D Avg: 91802, [Blue Sword(180)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 710: HP: 1340, STR: 3979, VIT: 2674, SPD: 68, LUK: 1, Attack: 89857, Defense: 89462, Current HP: 1340, A Avg: 112321, D Avg: 89462, [Blue Sword(180)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 709: HP: 1140, STR: 3979, VIT: 1246, SPD: 72, LUK: 1, Attack: 89857, Defense: 87124, Current HP: 1140, A Avg: 112321, D Avg: 87124, [Blue Sword(180)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 708: HP: 2016, STR: 3979, VIT: 1251, SPD: 68, LUK: 1, Attack: 89857, Defense: 87467, Current HP: 2016, A Avg: 112321, D Avg: 87467, [Blue Sword(180)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 707: HP: 1302, STR: 3979, VIT: 1303, SPD: 68, LUK: 1, Attack: 89857, Defense: 88338, Current HP: 1302, A Avg: 112321, D Avg: 88338, [Blue Sword(180)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 706: HP: 882, STR: 3979, VIT: 1494, SPD: 68, LUK: 1, Attack: 89857, Defense: 88542, Current HP: 882, A Avg: 112321, D Avg: 88542, [Blue Sword(180)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 705: HP: 2332, STR: 3604, VIT: 1268, SPD: 68, LUK: 1, Attack: 89144, Defense: 88056, Current HP: 2332, A Avg: 112321, D Avg: 88056, [Zodiac(184)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 704: HP: 1820, STR: 4217, VIT: 1494, SPD: 72, LUK: 1, Attack: 89861, Defense: 88282, Current HP: 1820, A Avg: 112326, D Avg: 88282, [Portal Sword(176)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 703: HP: 6087, STR: 3350, VIT: 1149, SPD: 64, LUK: 1, Attack: 89163, Defense: 85155, Current HP: 6087, A Avg: 112345, D Avg: 85155, [Spear of Regression(182)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 702: HP: 1290, STR: 5303, VIT: 309, SPD: 68, LUK: 1, Attack: 89881, Defense: 84198, Current HP: 1290, A Avg: 112351, D Avg: 84198, [Magical(187)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 701: HP: 1154, STR: 4006, VIT: 959, SPD: 68, LUK: 1, Attack: 89884, Defense: 84900, Current HP: 1154, A Avg: 112355, D Avg: 84900, [Blue Sword(180)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 700: HP: 1034, STR: 3320, VIT: 1065, SPD: 68, LUK: 1, Attack: 89198, Defense: 85409, Current HP: 1034, A Avg: 112389, D Avg: 85409, [Blue Sword(180)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 699: HP: 1080, STR: 4052, VIT: 831, SPD: 72, LUK: 1, Attack: 89930, Defense: 85175, Current HP: 1080, A Avg: 112412, D Avg: 85175, [God Hand(179)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 698: HP: 3130, STR: 4087, VIT: 882, SPD: 72, LUK: 1, Attack: 89939, Defense: 87670, Current HP: 3130, A Avg: 112423, D Avg: 87670, [Santoku(159)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 697: HP: 1080, STR: 3456, VIT: 1166, SPD: 72, LUK: 1, Attack: 89945, Defense: 85510, Current HP: 1080, A Avg: 112431, D Avg: 85510, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 696: HP: 1134, STR: 5370, VIT: 317, SPD: 68, LUK: 1, Attack: 89948, Defense: 84323, Current HP: 1134, A Avg: 112435, D Avg: 84323, [Magical(187)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 695: HP: 2150, STR: 5247, VIT: 865, SPD: 68, LUK: 1, Attack: 89955, Defense: 88693, Current HP: 2150, A Avg: 112443, D Avg: 88693, [Thin Blade(158)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 694: HP: 2170, STR: 4631, VIT: 1366, SPD: 68, LUK: 1, Attack: 89965, Defense: 86594, Current HP: 2170, A Avg: 112456, D Avg: 86594, [Impulse(166)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 693: HP: 2112, STR: 2204, VIT: 254, SPD: 68, LUK: 1, Attack: 89255, Defense: 87042, Current HP: 2112, A Avg: 112461, D Avg: 87042, [Tekken(188)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 692: HP: 840, STR: 4098, VIT: 839, SPD: 72, LUK: 1, Attack: 89976, Defense: 84864, Current HP: 840, A Avg: 112470, D Avg: 84864, [Blue Sword(180)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 691: HP: 1694, STR: 4766, VIT: 1377, SPD: 64, LUK: 1, Attack: 89266, Defense: 89205, Current HP: 1694, A Avg: 112475, D Avg: 89205, [Divine Dragon Sword(181)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 690: HP: 1034, STR: 3622, VIT: 2282, SPD: 64, LUK: 1, Attack: 89266, Defense: 90110, Current HP: 1034, A Avg: 112475, D Avg: 90110, [Portal Sword(176)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 689: HP: 1330, STR: 4112, VIT: 961, SPD: 68, LUK: 1, Attack: 89990, Defense: 85201, Current HP: 1330, A Avg: 112487, D Avg: 85201, [Blue Sword(180)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 688: HP: 860, STR: 4127, VIT: 839, SPD: 68, LUK: 1, Attack: 90005, Defense: 84845, Current HP: 860, A Avg: 112506, D Avg: 84845, [Blue Sword(180)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 687: HP: 840, STR: 4127, VIT: 4013, SPD: 68, LUK: 1, Attack: 90005, Defense: 89683, Current HP: 840, A Avg: 112506, D Avg: 89683, [Blue Sword(180)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 686: HP: 1080, STR: 3539, VIT: 1166, SPD: 68, LUK: 1, Attack: 90028, Defense: 85354, Current HP: 1080, A Avg: 112535, D Avg: 85354, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 685: HP: 1080, STR: 4158, VIT: 831, SPD: 68, LUK: 1, Attack: 90036, Defense: 85019, Current HP: 1080, A Avg: 112545, D Avg: 85019, [God Hand(179)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 684: HP: 5764, STR: 3512, VIT: 920, SPD: 68, LUK: 1, Attack: 89325, Defense: 85056, Current HP: 5764, A Avg: 112549, D Avg: 85056, [Spear of Regression(182)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 683: HP: 1078, STR: 1160, VIT: 293, SPD: 68, LUK: 1, Attack: 89327, Defense: 84637, Current HP: 1078, A Avg: 112552, D Avg: 84637, [Basic(169)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 682: HP: 1640, STR: 5398, VIT: 516, SPD: 68, LUK: 1, Attack: 90048, Defense: 88344, Current HP: 1640, A Avg: 112560, D Avg: 88344, [Diamond Knuckle(152)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 681: HP: 1310, STR: 5247, VIT: 450, SPD: 68, LUK: 1, Attack: 90059, Defense: 88278, Current HP: 1310, A Avg: 112573, D Avg: 88278, [Granada(150)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 680: HP: 2024, STR: 4025, VIT: 1650, SPD: 64, LUK: 1, Attack: 89359, Defense: 89478, Current HP: 2024, A Avg: 112592, D Avg: 89478, [Impulse(166)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 679: HP: 1381, STR: 4201, VIT: 1103, SPD: 68, LUK: 1, Attack: 90079, Defense: 86721, Current HP: 1381, A Avg: 112598, D Avg: 86721, [Blue Sword(180)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 678: HP: 1152, STR: 4203, VIT: 1339, SPD: 68, LUK: 1, Attack: 90081, Defense: 86177, Current HP: 1152, A Avg: 112601, D Avg: 86177, [Blue Sword(180)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 677: HP: 1078, STR: 1205, VIT: 293, SPD: 64, LUK: 1, Attack: 89372, Defense: 84481, Current HP: 1078, A Avg: 112608, D Avg: 84481, [Basic(169)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 676: HP: 1034, STR: 3500, VIT: 1065, SPD: 64, LUK: 1, Attack: 89378, Defense: 85253, Current HP: 1034, A Avg: 112616, D Avg: 85253, [Blue Sword(180)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 675: HP: 1330, STR: 4230, VIT: 1031, SPD: 68, LUK: 1, Attack: 90108, Defense: 85895, Current HP: 1330, A Avg: 112635, D Avg: 85895, [Blue Sword(180)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 674: HP: 1250, STR: 4230, VIT: 1047, SPD: 72, LUK: 1, Attack: 90108, Defense: 85469, Current HP: 1250, A Avg: 112635, D Avg: 85469, [Blue Sword(180)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 673: HP: 2475, STR: 3541, VIT: 1346, SPD: 64, LUK: 1, Attack: 89393, Defense: 89174, Current HP: 2475, A Avg: 112635, D Avg: 89174, [Santoku(159)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 672: HP: 2090, STR: 3777, VIT: 935, SPD: 68, LUK: 1, Attack: 90123, Defense: 86163, Current HP: 2090, A Avg: 112653, D Avg: 86163, [Progress(147)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 671: HP: 1036, STR: 4264, VIT: 839, SPD: 68, LUK: 1, Attack: 90142, Defense: 85339, Current HP: 1036, A Avg: 112677, D Avg: 85339, [Blue Sword(180)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 670: HP: 1290, STR: 3614, VIT: 984, SPD: 68, LUK: 1, Attack: 90142, Defense: 86212, Current HP: 1290, A Avg: 112677, D Avg: 86212, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 669: HP: 880, STR: 1987, VIT: 193, SPD: 72, LUK: 1, Attack: 90154, Defense: 84537, Current HP: 880, A Avg: 112692, D Avg: 84537, [Basic(169)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 668: HP: 880, STR: 2016, VIT: 193, SPD: 68, LUK: 1, Attack: 90183, Defense: 84381, Current HP: 880, A Avg: 112728, D Avg: 84381, [Basic(169)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 667: HP: 1330, STR: 4311, VIT: 1409, SPD: 68, LUK: 1, Attack: 90189, Defense: 88210, Current HP: 1330, A Avg: 112736, D Avg: 88210, [Blue Sword(180)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 666: HP: 2720, STR: 4857, VIT: 1081, SPD: 72, LUK: 1, Attack: 90191, Defense: 87869, Current HP: 2720, A Avg: 112738, D Avg: 87869, [Impulse(166)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 665: HP: 1250, STR: 5378, VIT: 450, SPD: 68, LUK: 1, Attack: 90203, Defense: 88278, Current HP: 1250, A Avg: 112753, D Avg: 88278, [Kraken(145)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 664: HP: 1034, STR: 4578, VIT: 254, SPD: 64, LUK: 1, Attack: 89507, Defense: 88082, Current HP: 1034, A Avg: 112778, D Avg: 88082, [Jack Knife(185)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 663: HP: 5764, STR: 3734, VIT: 920, SPD: 68, LUK: 1, Attack: 89547, Defense: 85264, Current HP: 5764, A Avg: 112829, D Avg: 85264, [Spear of Regression(182)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 662: HP: 1040, STR: 4730, VIT: 831, SPD: 72, LUK: 1, Attack: 90270, Defense: 84967, Current HP: 1040, A Avg: 112837, D Avg: 84967, [Zodiac(184)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 661: HP: 1440, STR: 4407, VIT: 2033, SPD: 68, LUK: 1, Attack: 90285, Defense: 89601, Current HP: 1440, A Avg: 112856, D Avg: 89601, [Blue Sword(180)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 660: HP: 6463, STR: 1716, VIT: 2282, SPD: 64, LUK: 1, Attack: 89598, Defense: 86005, Current HP: 6463, A Avg: 112893, D Avg: 86005, [Wild Card(175)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 659: HP: 6463, STR: 1716, VIT: 2282, SPD: 64, LUK: 1, Attack: 89598, Defense: 86015, Current HP: 6463, A Avg: 112893, D Avg: 86015, [Wild Card(175)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 658: HP: 6182, STR: 1716, VIT: 2384, SPD: 64, LUK: 1, Attack: 89598, Defense: 86253, Current HP: 6182, A Avg: 112893, D Avg: 86253, [Wild Card(175)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 657: HP: 6182, STR: 1716, VIT: 2392, SPD: 64, LUK: 1, Attack: 89598, Defense: 86196, Current HP: 6182, A Avg: 112893, D Avg: 86196, [Wild Card(175)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 656: HP: 6182, STR: 1716, VIT: 2475, SPD: 64, LUK: 1, Attack: 89598, Defense: 86338, Current HP: 6182, A Avg: 112893, D Avg: 86338, [Wild Card(175)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 655: HP: 6182, STR: 1716, VIT: 2502, SPD: 64, LUK: 1, Attack: 89598, Defense: 86391, Current HP: 6182, A Avg: 112893, D Avg: 86391, [Wild Card(175)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 654: HP: 6463, STR: 1716, VIT: 2498, SPD: 64, LUK: 1, Attack: 89598, Defense: 86374, Current HP: 6463, A Avg: 112893, D Avg: 86374, [Wild Card(175)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 653: HP: 6633, STR: 1716, VIT: 2686, SPD: 64, LUK: 1, Attack: 89598, Defense: 86523, Current HP: 6633, A Avg: 112893, D Avg: 86523, [Wild Card(175)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 652: HP: 6532, STR: 1716, VIT: 2397, SPD: 64, LUK: 1, Attack: 89598, Defense: 86169, Current HP: 6532, A Avg: 112893, D Avg: 86169, [Wild Card(175)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 651: HP: 6578, STR: 1716, VIT: 2498, SPD: 64, LUK: 1, Attack: 89598, Defense: 86517, Current HP: 6578, A Avg: 112893, D Avg: 86517, [Wild Card(175)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
