Rank 1000: HP: 1216, STR: 564177, VIT: 363, SPD: 80, LUK: 1, Attack: 651838, Defense: 84167, Current HP: 1216, A Avg: 1733889, D Avg: 84167, [Neural Edge(190)[630, 630, 630], Iron Shield(204)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 739: HP: 2610, STR: 843499, VIT: 832, SPD: 80, LUK: 1, Attack: 927622, Defense: 88257, Current HP: 2610, A Avg: 1762481, D Avg: 88257, [Pinpoint(112)[630, 630, 630], Cloud Shield(241)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 738: HP: 1083, STR: 843499, VIT: 126, SPD: 80, LUK: 1, Attack: 927622, Defense: 86915, Current HP: 1083, A Avg: 1762481, D Avg: 86915, [Pinpoint(112)[630, 630, 630], Graffiti(243)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 737: HP: 1083, STR: 843499, VIT: 1694, SPD: 80, LUK: 1, Attack: 927622, Defense: 91472, Current HP: 1083, A Avg: 1762481, D Avg: 91472, [Pinpoint(112)[630, 630, 630], Blank Shield(244)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 736: HP: 1558, STR: 843499, VIT: 2386, SPD: 80, LUK: 1, Attack: 927622, Defense: 89174, Current HP: 1558, A Avg: 1762481, D Avg: 89174, [Pinpoint(112)[630, 630, 630], Golem Shield(245)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 735: HP: 1368, STR: 843499, VIT: 769, SPD: 85, LUK: 1, Attack: 927622, Defense: 86647, Current HP: 1368, A Avg: 1762481, D Avg: 86647, [Pinpoint(112)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 734: HP: 2428, STR: 843499, VIT: 719, SPD: 80, LUK: 1, Attack: 927622, Defense: 86935, Current HP: 2428, A Avg: 1762481, D Avg: 86935, [Pinpoint(112)[630, 630, 630], King Shield(248)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 733: HP: 1540, STR: 843499, VIT: 760, SPD: 80, LUK: 1, Attack: 927622, Defense: 87795, Current HP: 1540, A Avg: 1762481, D Avg: 87795, [Pinpoint(112)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 732: HP: 1140, STR: 843499, VIT: 1067, SPD: 80, LUK: 1, Attack: 927622, Defense: 88115, Current HP: 1140, A Avg: 1762481, D Avg: 88115, [Pinpoint(112)[630, 630, 630], Ghost shield(251)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 731: HP: 1560, STR: 843651, VIT: 760, SPD: 80, LUK: 1, Attack: 927657, Defense: 87795, Current HP: 1560, A Avg: 1762548, D Avg: 87795, [Great Iron Mass(122)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 730: HP: 1438, STR: 843538, VIT: 392, SPD: 80, LUK: 1, Attack: 927661, Defense: 84333, Current HP: 1438, A Avg: 1762555, D Avg: 84333, [Pinpoint(112)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 729: HP: 2147, STR: 576752, VIT: 5582, SPD: 95, LUK: 1, Attack: 662630, Defense: 91252, Current HP: 2147, A Avg: 1762595, D Avg: 91252, [God Hand(179)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 728: HP: 2593, STR: 784202, VIT: 336, SPD: 85, LUK: 1, Attack: 868323, Defense: 87124, Current HP: 2593, A Avg: 1762695, D Avg: 87124, [Black Kirisame(130)[630, 630, 630], C Magnum(239)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 727: HP: 2428, STR: 783421, VIT: 885, SPD: 80, LUK: 1, Attack: 868350, Defense: 87101, Current HP: 2428, A Avg: 1762750, D Avg: 87101, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 726: HP: 1083, STR: 843710, VIT: 291, SPD: 85, LUK: 1, Attack: 927833, Defense: 84316, Current HP: 1083, A Avg: 1762882, D Avg: 84316, [Pinpoint(112)[630, 630, 630], Conductive Barrier(208)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 725: HP: 2166, STR: 783081, VIT: 1868, SPD: 80, LUK: 1, Attack: 868415, Defense: 86459, Current HP: 2166, A Avg: 1762882, D Avg: 86459, [Impulse(166)[630, 630, 630], Black Hole(229)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 724: HP: 2631, STR: 783081, VIT: 1947, SPD: 80, LUK: 1, Attack: 868415, Defense: 88865, Current HP: 2631, A Avg: 1762882, D Avg: 88865, [Impulse(166)[630, 630, 630], White Hole(230)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 723: HP: 3460, STR: 783085, VIT: 1916, SPD: 80, LUK: 1, Attack: 868419, Defense: 88028, Current HP: 3460, A Avg: 1762890, D Avg: 88028, [Impulse(166)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 722: HP: 1643, STR: 843729, VIT: 394, SPD: 80, LUK: 1, Attack: 927852, Defense: 84634, Current HP: 1643, A Avg: 1762918, D Avg: 84634, [Pinpoint(112)[630, 630, 630], Dragon's Wings(216)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 721: HP: 2508, STR: 783127, VIT: 2106, SPD: 80, LUK: 1, Attack: 868461, Defense: 87100, Current HP: 2508, A Avg: 1762975, D Avg: 87100, [Impulse(166)[630, 630, 630], Metalization(228)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 720: HP: 2872, STR: 783521, VIT: 420, SPD: 85, LUK: 1, Attack: 868487, Defense: 87208, Current HP: 2872, A Avg: 1763028, D Avg: 87208, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 719: HP: 1736, STR: 843897, VIT: 603, SPD: 80, LUK: 1, Attack: 928020, Defense: 86221, Current HP: 1736, A Avg: 1763238, D Avg: 86221, [Pinpoint(112)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 718: HP: 1455, STR: 843901, VIT: 819, SPD: 80, LUK: 1, Attack: 928024, Defense: 85657, Current HP: 1455, A Avg: 1763245, D Avg: 85657, [Pinpoint(112)[630, 630, 630], Bulletproof Shield(235)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 717: HP: 1643, STR: 843940, VIT: 477, SPD: 80, LUK: 1, Attack: 928063, Defense: 85341, Current HP: 1643, A Avg: 1763319, D Avg: 85341, [Pinpoint(112)[630, 630, 630], Dragon's Head(217)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 716: HP: 1567, STR: 843940, VIT: 534, SPD: 85, LUK: 1, Attack: 928063, Defense: 84956, Current HP: 1567, A Avg: 1763319, D Avg: 84956, [Pinpoint(112)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 715: HP: 2907, STR: 578110, VIT: 1540, SPD: 95, LUK: 1, Attack: 662935, Defense: 86768, Current HP: 2907, A Avg: 1763407, D Avg: 86768, [Kraken(145)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 714: HP: 1588, STR: 844030, VIT: 566, SPD: 80, LUK: 1, Attack: 928140, Defense: 84494, Current HP: 1588, A Avg: 1763466, D Avg: 84494, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 713: HP: 2120, STR: 843823, VIT: 1166, SPD: 80, LUK: 1, Attack: 928141, Defense: 87954, Current HP: 2120, A Avg: 1763467, D Avg: 87954, [Ruby Knuckle(151)[630, 630, 630], Energy Shield(227)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 712: HP: 1643, STR: 844096, VIT: 902, SPD: 80, LUK: 1, Attack: 928219, Defense: 87703, Current HP: 1643, A Avg: 1763616, D Avg: 87703, [Pinpoint(112)[630, 630, 630], Riot(236)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 711: HP: 2360, STR: 844400, VIT: 692, SPD: 80, LUK: 1, Attack: 928224, Defense: 86804, Current HP: 2360, A Avg: 1763625, D Avg: 86804, [Stun Knuckle(106)[630, 630, 630], Goblin Hand(250)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 710: HP: 1083, STR: 784043, VIT: 1224, SPD: 85, LUK: 1, Attack: 868831, Defense: 85360, Current HP: 1083, A Avg: 1763726, D Avg: 85360, [Pulse Knife(165)[630, 630, 630], Magnum(237)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 709: HP: 2070, STR: 843843, VIT: 924, SPD: 80, LUK: 1, Attack: 928356, Defense: 87959, Current HP: 2070, A Avg: 1763876, D Avg: 87959, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 708: HP: 2118, STR: 784656, VIT: 1314, SPD: 80, LUK: 1, Attack: 869156, Defense: 86178, Current HP: 2118, A Avg: 1764386, D Avg: 86178, [Divine Dragon Sword(181)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 707: HP: 3150, STR: 578269, VIT: 1771, SPD: 95, LUK: 1, Attack: 663312, Defense: 86999, Current HP: 3150, A Avg: 1764409, D Avg: 86999, [White Snake(160)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 706: HP: 1121, STR: 844646, VIT: 644, SPD: 80, LUK: 1, Attack: 928769, Defense: 85235, Current HP: 1121, A Avg: 1764661, D Avg: 85235, [Pinpoint(112)[630, 630, 630], Black Hole(229)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 705: HP: 1586, STR: 844646, VIT: 723, SPD: 80, LUK: 1, Attack: 928769, Defense: 87641, Current HP: 1586, A Avg: 1764661, D Avg: 87641, [Pinpoint(112)[630, 630, 630], White Hole(230)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 704: HP: 2360, STR: 844650, VIT: 692, SPD: 80, LUK: 1, Attack: 928773, Defense: 86804, Current HP: 2360, A Avg: 1764668, D Avg: 86804, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 703: HP: 1463, STR: 844689, VIT: 805, SPD: 80, LUK: 1, Attack: 928812, Defense: 85799, Current HP: 1463, A Avg: 1764742, D Avg: 85799, [Pinpoint(112)[630, 630, 630], Metalization(228)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 702: HP: 2140, STR: 844283, VIT: 1323, SPD: 80, LUK: 1, Attack: 928933, Defense: 88111, Current HP: 2140, A Avg: 1764972, D Avg: 88111, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 701: HP: 1083, STR: 784669, VIT: 1224, SPD: 85, LUK: 1, Attack: 869457, Defense: 85568, Current HP: 1083, A Avg: 1764997, D Avg: 85568, [Pulse Knife(165)[630, 630, 630], V Magnum(238)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 700: HP: 2128, STR: 784127, VIT: 1350, SPD: 85, LUK: 1, Attack: 869461, Defense: 85486, Current HP: 2128, A Avg: 1765005, D Avg: 85486, [Impulse(166)[630, 630, 630], Magnum(237)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 699: HP: 1491, STR: 576511, VIT: 443, SPD: 80, LUK: 1, Attack: 663562, Defense: 85671, Current HP: 1491, A Avg: 1765074, D Avg: 85671, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 698: HP: 1586, STR: 576511, VIT: 616, SPD: 80, LUK: 1, Attack: 663562, Defense: 85844, Current HP: 1586, A Avg: 1765074, D Avg: 85844, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Mobius Ring(316)[68, 803, 807]]
Rank 697: HP: 2872, STR: 784622, VIT: 340, SPD: 85, LUK: 1, Attack: 869588, Defense: 87128, Current HP: 2872, A Avg: 1765263, D Avg: 87128, [Red Shark(134)[630, 630, 630], C Magnum(239)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 696: HP: 1463, STR: 844248, VIT: 805, SPD: 80, LUK: 1, Attack: 929089, Defense: 85799, Current HP: 1463, A Avg: 1765269, D Avg: 85799, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 695: HP: 1491, STR: 576659, VIT: 507, SPD: 80, LUK: 1, Attack: 663710, Defense: 85735, Current HP: 1491, A Avg: 1765468, D Avg: 85735, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], Oculus Ring(315)[67, 803, 807]]
Rank 694: HP: 1491, STR: 576659, VIT: 507, SPD: 80, LUK: 1, Attack: 663710, Defense: 85735, Current HP: 1491, A Avg: 1765468, D Avg: 85735, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Oculus Ring(315)[68, 803, 807]]
Rank 693: HP: 1491, STR: 576807, VIT: 427, SPD: 80, LUK: 1, Attack: 663858, Defense: 85655, Current HP: 1491, A Avg: 1765862, D Avg: 85655, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Ring of power(314)[68, 803, 807]]
Rank 692: HP: 1140, STR: 785408, VIT: 339, SPD: 80, LUK: 1, Attack: 869986, Defense: 84358, Current HP: 1140, A Avg: 1766071, D Avg: 84358, [Magical(187)[630, 630, 630], Prism Shield(212)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 691: HP: 1719, STR: 844244, VIT: 742, SPD: 80, LUK: 1, Attack: 929576, Defense: 84670, Current HP: 1719, A Avg: 1766194, D Avg: 84670, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 690: HP: 2128, STR: 784753, VIT: 1350, SPD: 85, LUK: 1, Attack: 870087, Defense: 85694, Current HP: 2128, A Avg: 1766276, D Avg: 85694, [Impulse(166)[630, 630, 630], V Magnum(238)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 689: HP: 1719, STR: 576981, VIT: 662, SPD: 80, LUK: 1, Attack: 664032, Defense: 85890, Current HP: 1719, A Avg: 1766325, D Avg: 85890, [Tekken(188)[630, 630, 630], Wave Motion Sword(226)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 688: HP: 1083, STR: 845617, VIT: 126, SPD: 85, LUK: 1, Attack: 929740, Defense: 84262, Current HP: 1083, A Avg: 1766506, D Avg: 84262, [Pinpoint(112)[630, 630, 630], Magnum(237)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 687: HP: 1240, STR: 784765, VIT: 878, SPD: 80, LUK: 1, Attack: 870305, Defense: 84601, Current HP: 1240, A Avg: 1766719, D Avg: 84601, [Zodiac(184)[630, 630, 630], Pot Lid(201)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 686: HP: 1240, STR: 784765, VIT: 878, SPD: 80, LUK: 1, Attack: 870305, Defense: 84611, Current HP: 1240, A Avg: 1766719, D Avg: 84611, [Zodiac(184)[630, 630, 630], High Pot Lid(202)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 685: HP: 1178, STR: 784765, VIT: 941, SPD: 80, LUK: 1, Attack: 870305, Defense: 84810, Current HP: 1178, A Avg: 1766719, D Avg: 84810, [Zodiac(184)[630, 630, 630], Wooden Shield(203)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 684: HP: 1178, STR: 784765, VIT: 946, SPD: 80, LUK: 1, Attack: 870305, Defense: 84750, Current HP: 1178, A Avg: 1766719, D Avg: 84750, [Zodiac(184)[630, 630, 630], Iron Shield(204)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 683: HP: 1178, STR: 784765, VIT: 1016, SPD: 80, LUK: 1, Attack: 870305, Defense: 84879, Current HP: 1178, A Avg: 1766719, D Avg: 84879, [Zodiac(184)[630, 630, 630], Titanium Shield(205)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 682: HP: 1178, STR: 784765, VIT: 1033, SPD: 80, LUK: 1, Attack: 870305, Defense: 84922, Current HP: 1178, A Avg: 1766719, D Avg: 84922, [Zodiac(184)[630, 630, 630], Large iron Shield(206)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 681: HP: 1240, STR: 784765, VIT: 1043, SPD: 80, LUK: 1, Attack: 870305, Defense: 84919, Current HP: 1240, A Avg: 1766719, D Avg: 84919, [Zodiac(184)[630, 630, 630], Magic Shield(207)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 680: HP: 1662, STR: 784765, VIT: 1183, SPD: 80, LUK: 1, Attack: 870305, Defense: 85020, Current HP: 1662, A Avg: 1766719, D Avg: 85020, [Zodiac(184)[630, 630, 630], Emerald Shield(209)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 679: HP: 1300, STR: 784765, VIT: 964, SPD: 80, LUK: 1, Attack: 870305, Defense: 84736, Current HP: 1300, A Avg: 1766719, D Avg: 84736, [Zodiac(184)[630, 630, 630], Clear Shield(211)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 678: HP: 1340, STR: 784765, VIT: 1043, SPD: 80, LUK: 1, Attack: 870305, Defense: 85062, Current HP: 1340, A Avg: 1766719, D Avg: 85062, [Zodiac(184)[630, 630, 630], Prism Shield(212)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 677: HP: 1254, STR: 784765, VIT: 1025, SPD: 80, LUK: 1, Attack: 870305, Defense: 84953, Current HP: 1254, A Avg: 1766719, D Avg: 84953, [Zodiac(184)[630, 630, 630], Tower Shield(213)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 676: HP: 2026, STR: 784765, VIT: 1286, SPD: 80, LUK: 1, Attack: 870305, Defense: 85848, Current HP: 2026, A Avg: 1766719, D Avg: 85848, [Zodiac(184)[630, 630, 630], Slime Shield(221)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 675: HP: 1960, STR: 784765, VIT: 1016, SPD: 80, LUK: 1, Attack: 870305, Defense: 84944, Current HP: 1960, A Avg: 1766719, D Avg: 84944, [Zodiac(184)[630, 630, 630], Hardwood Shield(223)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 674: HP: 1240, STR: 784765, VIT: 1667, SPD: 80, LUK: 1, Attack: 870305, Defense: 88455, Current HP: 1240, A Avg: 1766719, D Avg: 88455, [Zodiac(184)[630, 630, 630], Energy Shield(227)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 673: HP: 3524, STR: 784765, VIT: 933, SPD: 80, LUK: 1, Attack: 870305, Defense: 86850, Current HP: 3524, A Avg: 1766719, D Avg: 86850, [Zodiac(184)[630, 630, 630], Frying Pan(231)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 672: HP: 2264, STR: 784765, VIT: 1380, SPD: 80, LUK: 1, Attack: 870305, Defense: 86114, Current HP: 2264, A Avg: 1766719, D Avg: 86114, [Zodiac(184)[630, 630, 630], Slafield(232)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 671: HP: 1870, STR: 784765, VIT: 1286, SPD: 80, LUK: 1, Attack: 870305, Defense: 86761, Current HP: 1870, A Avg: 1766719, D Avg: 86761, [Zodiac(184)[630, 630, 630], Mist Shield(233)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 670: HP: 1368, STR: 784765, VIT: 1766, SPD: 80, LUK: 1, Attack: 870305, Defense: 86734, Current HP: 1368, A Avg: 1766719, D Avg: 86734, [Zodiac(184)[630, 630, 630], Huge Shield(234)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 669: HP: 1292, STR: 784765, VIT: 1774, SPD: 80, LUK: 1, Attack: 870305, Defense: 88614, Current HP: 1292, A Avg: 1766719, D Avg: 88614, [Zodiac(184)[630, 630, 630], Aurora Shield(240)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 668: HP: 2710, STR: 784765, VIT: 1584, SPD: 80, LUK: 1, Attack: 870305, Defense: 89009, Current HP: 2710, A Avg: 1766719, D Avg: 89009, [Zodiac(184)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 667: HP: 1178, STR: 784765, VIT: 878, SPD: 80, LUK: 1, Attack: 870305, Defense: 87667, Current HP: 1178, A Avg: 1766719, D Avg: 87667, [Zodiac(184)[630, 630, 630], Graffiti(243)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 666: HP: 1178, STR: 784765, VIT: 2446, SPD: 80, LUK: 1, Attack: 870305, Defense: 92224, Current HP: 1178, A Avg: 1766719, D Avg: 92224, [Zodiac(184)[630, 630, 630], Blank Shield(244)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 665: HP: 1653, STR: 784765, VIT: 3185, SPD: 80, LUK: 1, Attack: 870305, Defense: 89973, Current HP: 1653, A Avg: 1766719, D Avg: 89973, [Zodiac(184)[630, 630, 630], Golem Shield(245)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 664: HP: 1463, STR: 784765, VIT: 1521, SPD: 85, LUK: 1, Attack: 870305, Defense: 87399, Current HP: 1463, A Avg: 1766719, D Avg: 87399, [Zodiac(184)[630, 630, 630], Sticky thread shield(247)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 663: HP: 2523, STR: 784765, VIT: 1518, SPD: 80, LUK: 1, Attack: 870305, Defense: 87734, Current HP: 2523, A Avg: 1766719, D Avg: 87734, [Zodiac(184)[630, 630, 630], King Shield(248)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 662: HP: 1640, STR: 784765, VIT: 1512, SPD: 80, LUK: 1, Attack: 870305, Defense: 88547, Current HP: 1640, A Avg: 1766719, D Avg: 88547, [Zodiac(184)[630, 630, 630], Warrior's Shield(249)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 661: HP: 1240, STR: 784765, VIT: 1819, SPD: 80, LUK: 1, Attack: 870305, Defense: 88867, Current HP: 1240, A Avg: 1766719, D Avg: 88867, [Zodiac(184)[630, 630, 630], Ghost shield(251)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 660: HP: 1533, STR: 784807, VIT: 1191, SPD: 80, LUK: 1, Attack: 870347, Defense: 85132, Current HP: 1533, A Avg: 1766804, D Avg: 85132, [Zodiac(184)[630, 630, 630], Dragon's Scales(215)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 659: HP: 2064, STR: 784526, VIT: 1304, SPD: 80, LUK: 1, Attack: 870404, Defense: 86038, Current HP: 2064, A Avg: 1766920, D Avg: 86038, [Blue Sword(180)[630, 630, 630], Slafield(232)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 658: HP: 1178, STR: 784992, VIT: 1043, SPD: 85, LUK: 1, Attack: 870532, Defense: 85068, Current HP: 1178, A Avg: 1767179, D Avg: 85068, [Zodiac(184)[630, 630, 630], Conductive Barrier(208)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 657: HP: 1738, STR: 785013, VIT: 1193, SPD: 80, LUK: 1, Attack: 870553, Defense: 85433, Current HP: 1738, A Avg: 1767222, D Avg: 85433, [Zodiac(184)[630, 630, 630], Dragon's Wings(216)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 656: HP: 6023, STR: 784774, VIT: 2216, SPD: 80, LUK: 1, Attack: 870587, Defense: 91994, Current HP: 6023, A Avg: 1767291, D Avg: 91994, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 655: HP: 1836, STR: 785194, VIT: 1355, SPD: 80, LUK: 1, Attack: 870734, Defense: 86973, Current HP: 1836, A Avg: 1767590, D Avg: 86973, [Zodiac(184)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 654: HP: 1550, STR: 785198, VIT: 1618, SPD: 80, LUK: 1, Attack: 870738, Defense: 86456, Current HP: 1550, A Avg: 1767598, D Avg: 86456, [Zodiac(184)[630, 630, 630], Bulletproof Shield(235)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 653: HP: 1083, STR: 846198, VIT: 126, SPD: 85, LUK: 1, Attack: 930321, Defense: 84470, Current HP: 1083, A Avg: 1767609, D Avg: 84470, [Pinpoint(112)[630, 630, 630], V Magnum(238)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 652: HP: 1738, STR: 785240, VIT: 1276, SPD: 80, LUK: 1, Attack: 870780, Defense: 86140, Current HP: 1738, A Avg: 1767683, D Avg: 86140, [Zodiac(184)[630, 630, 630], Dragon's Head(217)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 651: HP: 1662, STR: 785240, VIT: 1286, SPD: 85, LUK: 1, Attack: 870780, Defense: 85708, Current HP: 1662, A Avg: 1767683, D Avg: 85708, [Zodiac(184)[630, 630, 630], Superconducting Barrier(220)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 650: HP: 1738, STR: 785408, VIT: 1701, SPD: 80, LUK: 1, Attack: 870948, Defense: 88502, Current HP: 1738, A Avg: 1768024, D Avg: 88502, [Zodiac(184)[630, 630, 630], Riot(236)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 649: HP: 5070, STR: 783125, VIT: 2953, SPD: 80, LUK: 1, Attack: 870953, Defense: 90378, Current HP: 5070, A Avg: 1768034, D Avg: 90378, [Stargazer(183)[630, 630, 630], Cloud Shield(241)[630, 630, 630], Oculus Ring(315)[630, 67, 807]]
Rank 648: HP: 2204, STR: 786529, VIT: 1224, SPD: 85, LUK: 1, Attack: 871317, Defense: 88012, Current HP: 2204, A Avg: 1768773, D Avg: 88012, [Pulse Knife(165)[630, 630, 630], C Magnum(239)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
Rank 647: HP: 2422, STR: 580955, VIT: 1121, SPD: 95, LUK: 1, Attack: 665065, Defense: 88949, Current HP: 2422, A Avg: 1769072, D Avg: 88949, [Serpent(144)[630, 630, 630], Black Sword Breath(252)[630, 630, 67], Black Box(323)[68, 803, 807]]
Rank 646: HP: 1216, STR: 786000, VIT: 1396, SPD: 80, LUK: 1, Attack: 871540, Defense: 85987, Current HP: 1216, A Avg: 1769226, D Avg: 85987, [Zodiac(184)[630, 630, 630], Black Hole(229)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 645: HP: 1681, STR: 786000, VIT: 1475, SPD: 80, LUK: 1, Attack: 871540, Defense: 88393, Current HP: 1681, A Avg: 1769226, D Avg: 88393, [Zodiac(184)[630, 630, 630], White Hole(230)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 644: HP: 2460, STR: 786004, VIT: 1444, SPD: 80, LUK: 1, Attack: 871544, Defense: 87556, Current HP: 2460, A Avg: 1769234, D Avg: 87556, [Zodiac(184)[630, 630, 630], Goblin Hand(250)[630, 630, 630], Ring of power(314)[67, 68, 807]]
Rank 643: HP: 6118, STR: 785748, VIT: 2324, SPD: 80, LUK: 1, Attack: 871561, Defense: 92102, Current HP: 6118, A Avg: 1769268, D Avg: 92102, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 630], Mobius Ring(316)[67, 68, 807]]
