Rank 1000: HP: 414, STR: 224, VIT: 566, SPD: 16, LUK: 1, Attack: 86752, Defense: 87614, Current HP: 414, A Avg: 109307, D Avg: 87614, [Moon Knuckle(153)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 782: HP: 875, STR: 292, VIT: 383, SPD: 16, LUK: 1, Attack: 87343, Defense: 86599, Current HP: 875, A Avg: 110052, D Avg: 86599, [Tekken(188)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 781: HP: 851, STR: 292, VIT: 712, SPD: 16, LUK: 1, Attack: 87343, Defense: 87747, Current HP: 851, A Avg: 110052, D Avg: 87747, [Tekken(188)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 780: HP: 391, STR: 292, VIT: 379, SPD: 16, LUK: 1, Attack: 87343, Defense: 87427, Current HP: 391, A Avg: 110052, D Avg: 87427, [Tekken(188)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 779: HP: 480, STR: 2167, VIT: 270, SPD: 17, LUK: 1, Attack: 88045, Defense: 88098, Current HP: 480, A Avg: 110056, D Avg: 88098, [God Hand(179)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 778: HP: 396, STR: 819, VIT: 285, SPD: 17, LUK: 1, Attack: 87347, Defense: 84629, Current HP: 396, A Avg: 110057, D Avg: 84629, [Moon Knuckle(153)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 777: HP: 781, STR: 861, VIT: 735, SPD: 16, LUK: 1, Attack: 87350, Defense: 85963, Current HP: 781, A Avg: 110061, D Avg: 85963, [Cuttlefish(178)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 776: HP: 374, STR: 1475, VIT: 285, SPD: 16, LUK: 1, Attack: 87353, Defense: 88113, Current HP: 374, A Avg: 110064, D Avg: 88113, [Blue Sword(180)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 775: HP: 521, STR: 308, VIT: 189, SPD: 16, LUK: 1, Attack: 87359, Defense: 84130, Current HP: 521, A Avg: 110072, D Avg: 84130, [Tekken(188)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 774: HP: 396, STR: 311, VIT: 158, SPD: 16, LUK: 1, Attack: 87362, Defense: 84164, Current HP: 396, A Avg: 110076, D Avg: 84164, [Tekken(188)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 773: HP: 374, STR: 311, VIT: 1268, SPD: 16, LUK: 1, Attack: 87362, Defense: 86938, Current HP: 374, A Avg: 110076, D Avg: 86938, [Tekken(188)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 772: HP: 374, STR: 315, VIT: 158, SPD: 17, LUK: 1, Attack: 87366, Defense: 84183, Current HP: 374, A Avg: 110081, D Avg: 84183, [Tekken(188)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 771: HP: 583, STR: 323, VIT: 191, SPD: 16, LUK: 1, Attack: 87374, Defense: 84431, Current HP: 583, A Avg: 110091, D Avg: 84431, [Tekken(188)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 770: HP: 524, STR: 328, VIT: 249, SPD: 16, LUK: 1, Attack: 87379, Defense: 85867, Current HP: 524, A Avg: 110097, D Avg: 85867, [Tekken(188)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 769: HP: 453, STR: 329, VIT: 434, SPD: 16, LUK: 1, Attack: 87380, Defense: 85272, Current HP: 453, A Avg: 110098, D Avg: 85272, [Tekken(188)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 768: HP: 457, STR: 343, VIT: 158, SPD: 16, LUK: 1, Attack: 87394, Defense: 84658, Current HP: 457, A Avg: 110116, D Avg: 84658, [Tekken(188)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 767: HP: 583, STR: 345, VIT: 459, SPD: 16, LUK: 1, Attack: 87396, Defense: 87260, Current HP: 583, A Avg: 110118, D Avg: 87260, [Tekken(188)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 766: HP: 583, STR: 345, VIT: 216, SPD: 16, LUK: 1, Attack: 87396, Defense: 85080, Current HP: 583, A Avg: 110118, D Avg: 85080, [Tekken(188)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 765: HP: 495, STR: 345, VIT: 241, SPD: 17, LUK: 1, Attack: 87396, Defense: 84663, Current HP: 495, A Avg: 110118, D Avg: 84663, [Tekken(188)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 764: HP: 1034, STR: 1076, VIT: 288, SPD: 17, LUK: 1, Attack: 87422, Defense: 87076, Current HP: 1034, A Avg: 110151, D Avg: 87076, [Progress(147)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 763: HP: 418, STR: 379, VIT: 317, SPD: 16, LUK: 1, Attack: 87430, Defense: 84908, Current HP: 418, A Avg: 110161, D Avg: 84908, [Tekken(188)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 762: HP: 517, STR: 379, VIT: 340, SPD: 16, LUK: 1, Attack: 87430, Defense: 87258, Current HP: 517, A Avg: 110161, D Avg: 87258, [Tekken(188)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 761: HP: 616, STR: 1110, VIT: 288, SPD: 16, LUK: 1, Attack: 87456, Defense: 88116, Current HP: 616, A Avg: 110194, D Avg: 88116, [Progress(147)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 760: HP: 396, STR: 408, VIT: 135, SPD: 16, LUK: 1, Attack: 87459, Defense: 83998, Current HP: 396, A Avg: 110198, D Avg: 83998, [Tekken(188)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 759: HP: 240, STR: 1120, VIT: 117, SPD: 17, LUK: 1, Attack: 88171, Defense: 84305, Current HP: 240, A Avg: 110213, D Avg: 84305, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 758: HP: 499, STR: 428, VIT: 171, SPD: 16, LUK: 1, Attack: 87479, Defense: 84177, Current HP: 499, A Avg: 110223, D Avg: 84177, [Tekken(188)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 757: HP: 539, STR: 438, VIT: 158, SPD: 16, LUK: 1, Attack: 87489, Defense: 84047, Current HP: 539, A Avg: 110236, D Avg: 84047, [Tekken(188)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 756: HP: 874, STR: 444, VIT: 395, SPD: 16, LUK: 1, Attack: 87495, Defense: 86507, Current HP: 874, A Avg: 110243, D Avg: 86507, [Tekken(188)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 755: HP: 638, STR: 1022, VIT: 610, SPD: 17, LUK: 1, Attack: 87511, Defense: 84954, Current HP: 638, A Avg: 110263, D Avg: 84954, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 754: HP: 814, STR: 460, VIT: 629, SPD: 16, LUK: 1, Attack: 87511, Defense: 85623, Current HP: 814, A Avg: 110263, D Avg: 85623, [Tekken(188)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 753: HP: 1034, STR: 481, VIT: 969, SPD: 16, LUK: 1, Attack: 87532, Defense: 88537, Current HP: 1034, A Avg: 110290, D Avg: 88537, [Tekken(188)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 752: HP: 840, STR: 1927, VIT: 241, SPD: 18, LUK: 1, Attack: 88273, Defense: 87029, Current HP: 840, A Avg: 110341, D Avg: 87029, [Progress(147)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 751: HP: 460, STR: 1943, VIT: 241, SPD: 17, LUK: 1, Attack: 88289, Defense: 88069, Current HP: 460, A Avg: 110361, D Avg: 88069, [Progress(147)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 750: HP: 814, STR: 1080, VIT: 285, SPD: 17, LUK: 1, Attack: 87608, Defense: 87073, Current HP: 814, A Avg: 110386, D Avg: 87073, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 749: HP: 480, STR: 1836, VIT: 452, SPD: 18, LUK: 1, Attack: 88325, Defense: 84796, Current HP: 480, A Avg: 110406, D Avg: 84796, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 748: HP: 396, STR: 1113, VIT: 285, SPD: 16, LUK: 1, Attack: 87641, Defense: 88113, Current HP: 396, A Avg: 110427, D Avg: 88113, [Moon Knuckle(153)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 747: HP: 374, STR: 610, VIT: 98, SPD: 16, LUK: 1, Attack: 87661, Defense: 84286, Current HP: 374, A Avg: 110452, D Avg: 84286, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 746: HP: 240, STR: 1314, VIT: 117, SPD: 18, LUK: 1, Attack: 88365, Defense: 84253, Current HP: 240, A Avg: 110456, D Avg: 84253, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 745: HP: 620, STR: 2508, VIT: 239, SPD: 18, LUK: 1, Attack: 88386, Defense: 87027, Current HP: 620, A Avg: 110482, D Avg: 87027, [Blue Sword(180)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 744: HP: 1886, STR: 1891, VIT: 452, SPD: 16, LUK: 1, Attack: 87704, Defense: 84175, Current HP: 1886, A Avg: 110507, D Avg: 84175, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 743: HP: 1886, STR: 1891, VIT: 452, SPD: 16, LUK: 1, Attack: 87704, Defense: 84185, Current HP: 1886, A Avg: 110507, D Avg: 84185, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 742: HP: 1804, STR: 1891, VIT: 483, SPD: 16, LUK: 1, Attack: 87704, Defense: 84352, Current HP: 1804, A Avg: 110507, D Avg: 84352, [Spear of Regression(182)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 741: HP: 1804, STR: 1891, VIT: 491, SPD: 16, LUK: 1, Attack: 87704, Defense: 84295, Current HP: 1804, A Avg: 110507, D Avg: 84295, [Spear of Regression(182)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 740: HP: 1804, STR: 1891, VIT: 494, SPD: 16, LUK: 1, Attack: 87704, Defense: 84357, Current HP: 1804, A Avg: 110507, D Avg: 84357, [Spear of Regression(182)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 739: HP: 1804, STR: 1891, VIT: 521, SPD: 16, LUK: 1, Attack: 87704, Defense: 84410, Current HP: 1804, A Avg: 110507, D Avg: 84410, [Spear of Regression(182)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 738: HP: 1886, STR: 1891, VIT: 512, SPD: 16, LUK: 1, Attack: 87704, Defense: 84388, Current HP: 1886, A Avg: 110507, D Avg: 84388, [Spear of Regression(182)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 737: HP: 1925, STR: 1891, VIT: 542, SPD: 16, LUK: 1, Attack: 87704, Defense: 84379, Current HP: 1925, A Avg: 110507, D Avg: 84379, [Spear of Regression(182)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 736: HP: 1955, STR: 1891, VIT: 488, SPD: 16, LUK: 1, Attack: 87704, Defense: 84260, Current HP: 1955, A Avg: 110507, D Avg: 84260, [Spear of Regression(182)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 735: HP: 2001, STR: 1891, VIT: 512, SPD: 16, LUK: 1, Attack: 87704, Defense: 84531, Current HP: 2001, A Avg: 110507, D Avg: 84531, [Spear of Regression(182)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 734: HP: 1892, STR: 1891, VIT: 507, SPD: 16, LUK: 1, Attack: 87704, Defense: 84435, Current HP: 1892, A Avg: 110507, D Avg: 84435, [Spear of Regression(182)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 733: HP: 2145, STR: 1891, VIT: 595, SPD: 16, LUK: 1, Attack: 87704, Defense: 85157, Current HP: 2145, A Avg: 110507, D Avg: 85157, [Spear of Regression(182)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 732: HP: 2006, STR: 1891, VIT: 494, SPD: 16, LUK: 1, Attack: 87704, Defense: 84422, Current HP: 2006, A Avg: 110507, D Avg: 84422, [Spear of Regression(182)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 731: HP: 1886, STR: 1891, VIT: 1006, SPD: 16, LUK: 1, Attack: 87704, Defense: 87794, Current HP: 1886, A Avg: 110507, D Avg: 87794, [Spear of Regression(182)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 730: HP: 3201, STR: 1891, VIT: 469, SPD: 16, LUK: 1, Attack: 87704, Defense: 86386, Current HP: 3201, A Avg: 110507, D Avg: 86386, [Spear of Regression(182)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 729: HP: 2327, STR: 1891, VIT: 644, SPD: 16, LUK: 1, Attack: 87704, Defense: 85378, Current HP: 2327, A Avg: 110507, D Avg: 85378, [Spear of Regression(182)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 728: HP: 2150, STR: 1891, VIT: 595, SPD: 16, LUK: 1, Attack: 87704, Defense: 86070, Current HP: 2150, A Avg: 110507, D Avg: 86070, [Spear of Regression(182)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 727: HP: 2024, STR: 1891, VIT: 712, SPD: 16, LUK: 1, Attack: 87704, Defense: 85680, Current HP: 2024, A Avg: 110507, D Avg: 85680, [Spear of Regression(182)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 726: HP: 1936, STR: 1891, VIT: 868, SPD: 16, LUK: 1, Attack: 87704, Defense: 87708, Current HP: 1936, A Avg: 110507, D Avg: 87708, [Spear of Regression(182)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 725: HP: 2196, STR: 1891, VIT: 662, SPD: 16, LUK: 1, Attack: 87704, Defense: 88087, Current HP: 2196, A Avg: 110507, D Avg: 88087, [Spear of Regression(182)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 724: HP: 1804, STR: 1891, VIT: 452, SPD: 16, LUK: 1, Attack: 87704, Defense: 87241, Current HP: 1804, A Avg: 110507, D Avg: 87241, [Spear of Regression(182)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 723: HP: 2354, STR: 1891, VIT: 1347, SPD: 16, LUK: 1, Attack: 87704, Defense: 88135, Current HP: 2354, A Avg: 110507, D Avg: 88135, [Spear of Regression(182)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 722: HP: 2134, STR: 1891, VIT: 665, SPD: 17, LUK: 1, Attack: 87704, Defense: 86543, Current HP: 2134, A Avg: 110507, D Avg: 86543, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 721: HP: 2305, STR: 1891, VIT: 750, SPD: 16, LUK: 1, Attack: 87704, Defense: 86966, Current HP: 2305, A Avg: 110507, D Avg: 86966, [Spear of Regression(182)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 720: HP: 2346, STR: 1891, VIT: 1065, SPD: 16, LUK: 1, Attack: 87704, Defense: 88100, Current HP: 2346, A Avg: 110507, D Avg: 88100, [Spear of Regression(182)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 719: HP: 1886, STR: 1891, VIT: 733, SPD: 16, LUK: 1, Attack: 87704, Defense: 87781, Current HP: 1886, A Avg: 110507, D Avg: 87781, [Spear of Regression(182)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 718: HP: 294, STR: 253, VIT: 142, SPD: 17, LUK: 1, Attack: 88420, Defense: 83865, Current HP: 294, A Avg: 110525, D Avg: 83865, [Basic(169)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 717: HP: 294, STR: 253, VIT: 142, SPD: 17, LUK: 1, Attack: 88420, Defense: 83875, Current HP: 294, A Avg: 110525, D Avg: 83875, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 716: HP: 280, STR: 253, VIT: 160, SPD: 17, LUK: 1, Attack: 88420, Defense: 84029, Current HP: 280, A Avg: 110525, D Avg: 84029, [Basic(169)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 715: HP: 280, STR: 253, VIT: 165, SPD: 17, LUK: 1, Attack: 88420, Defense: 83969, Current HP: 280, A Avg: 110525, D Avg: 83969, [Basic(169)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 714: HP: 280, STR: 253, VIT: 167, SPD: 17, LUK: 1, Attack: 88420, Defense: 84030, Current HP: 280, A Avg: 110525, D Avg: 84030, [Basic(169)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 713: HP: 280, STR: 253, VIT: 185, SPD: 17, LUK: 1, Attack: 88420, Defense: 84074, Current HP: 280, A Avg: 110525, D Avg: 84074, [Basic(169)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 712: HP: 294, STR: 253, VIT: 181, SPD: 17, LUK: 1, Attack: 88420, Defense: 84057, Current HP: 294, A Avg: 110525, D Avg: 84057, [Basic(169)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 711: HP: 390, STR: 253, VIT: 199, SPD: 17, LUK: 1, Attack: 88420, Defense: 84036, Current HP: 390, A Avg: 110525, D Avg: 84036, [Basic(169)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 710: HP: 357, STR: 253, VIT: 166, SPD: 17, LUK: 1, Attack: 88420, Defense: 83938, Current HP: 357, A Avg: 110525, D Avg: 83938, [Basic(169)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 709: HP: 399, STR: 253, VIT: 181, SPD: 17, LUK: 1, Attack: 88420, Defense: 84200, Current HP: 399, A Avg: 110525, D Avg: 84200, [Basic(169)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 708: HP: 360, STR: 253, VIT: 176, SPD: 17, LUK: 1, Attack: 88420, Defense: 84104, Current HP: 360, A Avg: 110525, D Avg: 84104, [Basic(169)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 707: HP: 531, STR: 253, VIT: 236, SPD: 17, LUK: 1, Attack: 88420, Defense: 84798, Current HP: 531, A Avg: 110525, D Avg: 84798, [Basic(169)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 706: HP: 464, STR: 253, VIT: 167, SPD: 17, LUK: 1, Attack: 88420, Defense: 84095, Current HP: 464, A Avg: 110525, D Avg: 84095, [Basic(169)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 705: HP: 294, STR: 253, VIT: 504, SPD: 17, LUK: 1, Attack: 88420, Defense: 87292, Current HP: 294, A Avg: 110525, D Avg: 87292, [Basic(169)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 704: HP: 1550, STR: 253, VIT: 151, SPD: 17, LUK: 1, Attack: 88420, Defense: 86068, Current HP: 1550, A Avg: 110525, D Avg: 86068, [Basic(169)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 703: HP: 697, STR: 253, VIT: 268, SPD: 17, LUK: 1, Attack: 88420, Defense: 85002, Current HP: 697, A Avg: 110525, D Avg: 85002, [Basic(169)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 702: HP: 535, STR: 253, VIT: 236, SPD: 17, LUK: 1, Attack: 88420, Defense: 85711, Current HP: 535, A Avg: 110525, D Avg: 85711, [Basic(169)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 701: HP: 480, STR: 253, VIT: 313, SPD: 17, LUK: 1, Attack: 88420, Defense: 85281, Current HP: 480, A Avg: 110525, D Avg: 85281, [Basic(169)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 700: HP: 400, STR: 253, VIT: 414, SPD: 17, LUK: 1, Attack: 88420, Defense: 87254, Current HP: 400, A Avg: 110525, D Avg: 87254, [Basic(169)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 699: HP: 577, STR: 253, VIT: 280, SPD: 17, LUK: 1, Attack: 88420, Defense: 87705, Current HP: 577, A Avg: 110525, D Avg: 87705, [Basic(169)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 698: HP: 280, STR: 253, VIT: 142, SPD: 17, LUK: 1, Attack: 88420, Defense: 86931, Current HP: 280, A Avg: 110525, D Avg: 86931, [Basic(169)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 697: HP: 280, STR: 253, VIT: 448, SPD: 17, LUK: 1, Attack: 88420, Defense: 90226, Current HP: 280, A Avg: 110525, D Avg: 90226, [Basic(169)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 696: HP: 780, STR: 253, VIT: 736, SPD: 17, LUK: 1, Attack: 88420, Defense: 87524, Current HP: 780, A Avg: 110525, D Avg: 87524, [Basic(169)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 695: HP: 580, STR: 253, VIT: 282, SPD: 18, LUK: 1, Attack: 88420, Defense: 86160, Current HP: 580, A Avg: 110525, D Avg: 86160, [Basic(169)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 694: HP: 736, STR: 253, VIT: 338, SPD: 17, LUK: 1, Attack: 88420, Defense: 86554, Current HP: 736, A Avg: 110525, D Avg: 86554, [Basic(169)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 693: HP: 714, STR: 253, VIT: 544, SPD: 17, LUK: 1, Attack: 88420, Defense: 87579, Current HP: 714, A Avg: 110525, D Avg: 87579, [Basic(169)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 692: HP: 294, STR: 253, VIT: 326, SPD: 17, LUK: 1, Attack: 88420, Defense: 87374, Current HP: 294, A Avg: 110525, D Avg: 87374, [Basic(169)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 691: HP: 1951, STR: 1907, VIT: 556, SPD: 16, LUK: 1, Attack: 87720, Defense: 84497, Current HP: 1951, A Avg: 110527, D Avg: 84497, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 690: HP: 240, STR: 2545, VIT: 239, SPD: 17, LUK: 1, Attack: 88423, Defense: 88067, Current HP: 240, A Avg: 110528, D Avg: 88067, [Blue Sword(180)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 689: HP: 1804, STR: 1913, VIT: 512, SPD: 17, LUK: 1, Attack: 87726, Defense: 84537, Current HP: 1804, A Avg: 110534, D Avg: 84537, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 688: HP: 300, STR: 263, VIT: 181, SPD: 17, LUK: 1, Attack: 88430, Defense: 84187, Current HP: 300, A Avg: 110537, D Avg: 84187, [Basic(169)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 687: HP: 280, STR: 263, VIT: 907, SPD: 17, LUK: 1, Attack: 88430, Defense: 86577, Current HP: 280, A Avg: 110537, D Avg: 86577, [Basic(169)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 686: HP: 2013, STR: 1921, VIT: 558, SPD: 16, LUK: 1, Attack: 87734, Defense: 84798, Current HP: 2013, A Avg: 110544, D Avg: 84798, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 685: HP: 2019, STR: 1926, VIT: 603, SPD: 16, LUK: 1, Attack: 87739, Defense: 86221, Current HP: 2019, A Avg: 110551, D Avg: 86221, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 684: HP: 1883, STR: 1928, VIT: 801, SPD: 16, LUK: 1, Attack: 87741, Defense: 85639, Current HP: 1883, A Avg: 110553, D Avg: 85639, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
