Rank 1000: HP: 748, STR: 323, VIT: 540, SPD: 8, LUK: 1, Attack: 86812, Defense: 85508, Current HP: 748, A Avg: 109383, D Avg: 85508, [Cuttlefish(178)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 786: HP: 970, STR: 469, VIT: 319, SPD: 8, LUK: 1, Attack: 88351, Defense: 85053, Current HP: 970, A Avg: 110438, D Avg: 85053, [Wild Card(175)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 785: HP: 840, STR: 469, VIT: 295, SPD: 8, LUK: 1, Attack: 88351, Defense: 85770, Current HP: 840, A Avg: 110438, D Avg: 85770, [Wild Card(175)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 784: HP: 820, STR: 469, VIT: 331, SPD: 8, LUK: 1, Attack: 88351, Defense: 85299, Current HP: 820, A Avg: 110438, D Avg: 85299, [Wild Card(175)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 783: HP: 740, STR: 469, VIT: 431, SPD: 8, LUK: 1, Attack: 88351, Defense: 87271, Current HP: 740, A Avg: 110438, D Avg: 87271, [Wild Card(175)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 782: HP: 777, STR: 469, VIT: 306, SPD: 8, LUK: 1, Attack: 88351, Defense: 87731, Current HP: 777, A Avg: 110438, D Avg: 87731, [Wild Card(175)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 781: HP: 620, STR: 469, VIT: 244, SPD: 8, LUK: 1, Attack: 88351, Defense: 87033, Current HP: 620, A Avg: 110438, D Avg: 87033, [Wild Card(175)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 780: HP: 620, STR: 469, VIT: 380, SPD: 8, LUK: 1, Attack: 88351, Defense: 90158, Current HP: 620, A Avg: 110438, D Avg: 90158, [Wild Card(175)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 779: HP: 1120, STR: 469, VIT: 619, SPD: 8, LUK: 1, Attack: 88351, Defense: 87407, Current HP: 1120, A Avg: 110438, D Avg: 87407, [Wild Card(175)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 778: HP: 920, STR: 469, VIT: 316, SPD: 9, LUK: 1, Attack: 88351, Defense: 86194, Current HP: 920, A Avg: 110438, D Avg: 86194, [Wild Card(175)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 777: HP: 956, STR: 469, VIT: 392, SPD: 8, LUK: 1, Attack: 88351, Defense: 86608, Current HP: 956, A Avg: 110438, D Avg: 86608, [Wild Card(175)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 776: HP: 1071, STR: 469, VIT: 612, SPD: 8, LUK: 1, Attack: 88351, Defense: 87647, Current HP: 1071, A Avg: 110438, D Avg: 87647, [Wild Card(175)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 775: HP: 651, STR: 469, VIT: 326, SPD: 8, LUK: 1, Attack: 88351, Defense: 87374, Current HP: 651, A Avg: 110438, D Avg: 87374, [Wild Card(175)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 774: HP: 264, STR: 601, VIT: 72, SPD: 8, LUK: 1, Attack: 87652, Defense: 84208, Current HP: 264, A Avg: 110441, D Avg: 84208, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 773: HP: 640, STR: 487, VIT: 266, SPD: 8, LUK: 1, Attack: 88369, Defense: 84272, Current HP: 640, A Avg: 110461, D Avg: 84272, [Wild Card(175)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 772: HP: 620, STR: 487, VIT: 584, SPD: 8, LUK: 1, Attack: 88369, Defense: 86254, Current HP: 620, A Avg: 110461, D Avg: 86254, [Wild Card(175)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 771: HP: 1166, STR: 1856, VIT: 408, SPD: 8, LUK: 1, Attack: 87669, Defense: 84414, Current HP: 1166, A Avg: 110462, D Avg: 84414, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 770: HP: 1144, STR: 1856, VIT: 894, SPD: 8, LUK: 1, Attack: 87669, Defense: 86564, Current HP: 1144, A Avg: 110462, D Avg: 86564, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 769: HP: 1564, STR: 1859, VIT: 592, SPD: 8, LUK: 1, Attack: 87672, Defense: 86704, Current HP: 1564, A Avg: 110466, D Avg: 86704, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 768: HP: 620, STR: 494, VIT: 266, SPD: 9, LUK: 1, Attack: 88376, Defense: 84291, Current HP: 620, A Avg: 110470, D Avg: 84291, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 767: HP: 724, STR: 496, VIT: 289, SPD: 8, LUK: 1, Attack: 88378, Defense: 84230, Current HP: 724, A Avg: 110472, D Avg: 84230, [Wild Card(175)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 766: HP: 709, STR: 502, VIT: 292, SPD: 8, LUK: 1, Attack: 88384, Defense: 85910, Current HP: 709, A Avg: 110480, D Avg: 85910, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 765: HP: 652, STR: 504, VIT: 417, SPD: 8, LUK: 1, Attack: 88386, Defense: 85255, Current HP: 652, A Avg: 110482, D Avg: 85255, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 764: HP: 760, STR: 507, VIT: 291, SPD: 8, LUK: 1, Attack: 88389, Defense: 84531, Current HP: 760, A Avg: 110486, D Avg: 84531, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 763: HP: 1584, STR: 1875, VIT: 847, SPD: 8, LUK: 1, Attack: 87688, Defense: 85841, Current HP: 1584, A Avg: 110486, D Avg: 85841, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 762: HP: 224, STR: -10873, VIT: 139, SPD: 8, LUK: 1, Attack: 88393, Defense: 84145, Current HP: 224, A Avg: 110491, D Avg: 84145, [Sword of Evil(189)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 761: HP: 1205, STR: 1880, VIT: 408, SPD: 8, LUK: 1, Attack: 87693, Defense: 84908, Current HP: 1205, A Avg: 110493, D Avg: 84908, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 760: HP: 760, STR: 518, VIT: 424, SPD: 8, LUK: 1, Attack: 88400, Defense: 87225, Current HP: 760, A Avg: 110500, D Avg: 87225, [Wild Card(175)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 759: HP: 660, STR: 1911, VIT: 333, SPD: 9, LUK: 1, Attack: 88400, Defense: 87121, Current HP: 660, A Avg: 110500, D Avg: 87121, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 758: HP: 160, STR: -10865, VIT: 124, SPD: 8, LUK: 1, Attack: 88401, Defense: 83987, Current HP: 160, A Avg: 110501, D Avg: 83987, [Sword of Evil(189)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 757: HP: 189, STR: 240, VIT: 134, SPD: 8, LUK: 1, Attack: 88407, Defense: 83857, Current HP: 189, A Avg: 110508, D Avg: 83857, [Basic(169)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 756: HP: 189, STR: 240, VIT: 134, SPD: 8, LUK: 1, Attack: 88407, Defense: 83867, Current HP: 189, A Avg: 110508, D Avg: 83867, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 755: HP: 180, STR: 240, VIT: 151, SPD: 8, LUK: 1, Attack: 88407, Defense: 84020, Current HP: 180, A Avg: 110508, D Avg: 84020, [Basic(169)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 754: HP: 180, STR: 240, VIT: 156, SPD: 8, LUK: 1, Attack: 88407, Defense: 83960, Current HP: 180, A Avg: 110508, D Avg: 83960, [Basic(169)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 753: HP: 180, STR: 240, VIT: 149, SPD: 8, LUK: 1, Attack: 88407, Defense: 84012, Current HP: 180, A Avg: 110508, D Avg: 84012, [Basic(169)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 752: HP: 180, STR: 240, VIT: 167, SPD: 8, LUK: 1, Attack: 88407, Defense: 84056, Current HP: 180, A Avg: 110508, D Avg: 84056, [Basic(169)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 751: HP: 189, STR: 240, VIT: 156, SPD: 8, LUK: 1, Attack: 88407, Defense: 84032, Current HP: 189, A Avg: 110508, D Avg: 84032, [Basic(169)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 750: HP: 240, STR: 240, VIT: 163, SPD: 8, LUK: 1, Attack: 88407, Defense: 84000, Current HP: 240, A Avg: 110508, D Avg: 84000, [Basic(169)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 749: HP: 252, STR: 240, VIT: 149, SPD: 8, LUK: 1, Attack: 88407, Defense: 83921, Current HP: 252, A Avg: 110508, D Avg: 83921, [Basic(169)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 748: HP: 294, STR: 240, VIT: 156, SPD: 8, LUK: 1, Attack: 88407, Defense: 84175, Current HP: 294, A Avg: 110508, D Avg: 84175, [Basic(169)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 747: HP: 260, STR: 240, VIT: 158, SPD: 8, LUK: 1, Attack: 88407, Defense: 84086, Current HP: 260, A Avg: 110508, D Avg: 84086, [Basic(169)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 746: HP: 352, STR: 240, VIT: 185, SPD: 8, LUK: 1, Attack: 88407, Defense: 84747, Current HP: 352, A Avg: 110508, D Avg: 84747, [Basic(169)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 745: HP: 284, STR: 240, VIT: 149, SPD: 8, LUK: 1, Attack: 88407, Defense: 84077, Current HP: 284, A Avg: 110508, D Avg: 84077, [Basic(169)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 744: HP: 189, STR: 240, VIT: 436, SPD: 8, LUK: 1, Attack: 88407, Defense: 87224, Current HP: 189, A Avg: 110508, D Avg: 87224, [Basic(169)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 743: HP: 1300, STR: 240, VIT: 142, SPD: 8, LUK: 1, Attack: 88407, Defense: 86059, Current HP: 1300, A Avg: 110508, D Avg: 86059, [Basic(169)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 742: HP: 508, STR: 240, VIT: 209, SPD: 8, LUK: 1, Attack: 88407, Defense: 84943, Current HP: 508, A Avg: 110508, D Avg: 84943, [Basic(169)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 741: HP: 378, STR: 240, VIT: 185, SPD: 8, LUK: 1, Attack: 88407, Defense: 85660, Current HP: 378, A Avg: 110508, D Avg: 85660, [Basic(169)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 740: HP: 380, STR: 240, VIT: 214, SPD: 8, LUK: 1, Attack: 88407, Defense: 85182, Current HP: 380, A Avg: 110508, D Avg: 85182, [Basic(169)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 739: HP: 300, STR: 240, VIT: 321, SPD: 8, LUK: 1, Attack: 88407, Defense: 87161, Current HP: 300, A Avg: 110508, D Avg: 87161, [Basic(169)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 738: HP: 315, STR: 240, VIT: 195, SPD: 8, LUK: 1, Attack: 88407, Defense: 87620, Current HP: 315, A Avg: 110508, D Avg: 87620, [Basic(169)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 737: HP: 180, STR: 240, VIT: 134, SPD: 8, LUK: 1, Attack: 88407, Defense: 86923, Current HP: 180, A Avg: 110508, D Avg: 86923, [Basic(169)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 736: HP: 180, STR: 240, VIT: 270, SPD: 8, LUK: 1, Attack: 88407, Defense: 90048, Current HP: 180, A Avg: 110508, D Avg: 90048, [Basic(169)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 735: HP: 680, STR: 240, VIT: 502, SPD: 8, LUK: 1, Attack: 88407, Defense: 87290, Current HP: 680, A Avg: 110508, D Avg: 87290, [Basic(169)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 734: HP: 480, STR: 240, VIT: 205, SPD: 9, LUK: 1, Attack: 88407, Defense: 86083, Current HP: 480, A Avg: 110508, D Avg: 86083, [Basic(169)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 733: HP: 516, STR: 240, VIT: 275, SPD: 8, LUK: 1, Attack: 88407, Defense: 86491, Current HP: 516, A Avg: 110508, D Avg: 86491, [Basic(169)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 732: HP: 609, STR: 240, VIT: 501, SPD: 8, LUK: 1, Attack: 88407, Defense: 87536, Current HP: 609, A Avg: 110508, D Avg: 87536, [Basic(169)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 731: HP: 189, STR: 240, VIT: 215, SPD: 8, LUK: 1, Attack: 88407, Defense: 87263, Current HP: 189, A Avg: 110508, D Avg: 87263, [Basic(169)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 730: HP: 676, STR: 526, VIT: 266, SPD: 8, LUK: 1, Attack: 88408, Defense: 84766, Current HP: 676, A Avg: 110510, D Avg: 84766, [Wild Card(175)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 729: HP: 760, STR: 531, VIT: 298, SPD: 8, LUK: 1, Attack: 88413, Defense: 85162, Current HP: 760, A Avg: 110516, D Avg: 85162, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 728: HP: 680, STR: 531, VIT: 295, SPD: 9, LUK: 1, Attack: 88413, Defense: 84717, Current HP: 680, A Avg: 110516, D Avg: 84717, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 727: HP: 660, STR: 534, VIT: 336, SPD: 8, LUK: 1, Attack: 88416, Defense: 84927, Current HP: 660, A Avg: 110520, D Avg: 84927, [Wild Card(175)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 726: HP: 700, STR: 534, VIT: 343, SPD: 8, LUK: 1, Attack: 88416, Defense: 87261, Current HP: 700, A Avg: 110520, D Avg: 87261, [Wild Card(175)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 725: HP: 200, STR: 249, VIT: 156, SPD: 8, LUK: 1, Attack: 88416, Defense: 84162, Current HP: 200, A Avg: 110520, D Avg: 84162, [Basic(169)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 724: HP: 180, STR: 249, VIT: 474, SPD: 8, LUK: 1, Attack: 88416, Defense: 86144, Current HP: 180, A Avg: 110520, D Avg: 86144, [Basic(169)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 723: HP: 240, STR: -10842, VIT: 130, SPD: 8, LUK: 1, Attack: 88424, Defense: 84019, Current HP: 240, A Avg: 110530, D Avg: 84019, [Sword of Evil(189)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 722: HP: 180, STR: 264, VIT: 156, SPD: 9, LUK: 1, Attack: 88431, Defense: 84181, Current HP: 180, A Avg: 110538, D Avg: 84181, [Basic(169)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 721: HP: 284, STR: 267, VIT: 172, SPD: 8, LUK: 1, Attack: 88434, Defense: 84113, Current HP: 284, A Avg: 110542, D Avg: 84113, [Basic(169)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 720: HP: 1236, STR: 1922, VIT: 421, SPD: 8, LUK: 1, Attack: 87735, Defense: 84427, Current HP: 1236, A Avg: 110546, D Avg: 84427, [Spear of Regression(182)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 719: HP: 247, STR: 272, VIT: 181, SPD: 8, LUK: 1, Attack: 88439, Defense: 85799, Current HP: 247, A Avg: 110548, D Avg: 85799, [Basic(169)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 718: HP: 1166, STR: 1927, VIT: 397, SPD: 8, LUK: 1, Attack: 87740, Defense: 84260, Current HP: 1166, A Avg: 110552, D Avg: 84260, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 717: HP: 212, STR: 275, VIT: 300, SPD: 8, LUK: 1, Attack: 88442, Defense: 85138, Current HP: 212, A Avg: 110552, D Avg: 85138, [Basic(169)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 716: HP: 320, STR: 278, VIT: 174, SPD: 8, LUK: 1, Attack: 88445, Defense: 84414, Current HP: 320, A Avg: 110556, D Avg: 84414, [Basic(169)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 715: HP: 320, STR: 288, VIT: 307, SPD: 8, LUK: 1, Attack: 88455, Defense: 87108, Current HP: 320, A Avg: 110568, D Avg: 87108, [Basic(169)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 714: HP: 236, STR: 288, VIT: 156, SPD: 8, LUK: 1, Attack: 88455, Defense: 84656, Current HP: 236, A Avg: 110568, D Avg: 84656, [Basic(169)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 713: HP: 1254, STR: 1941, VIT: 408, SPD: 8, LUK: 1, Attack: 87754, Defense: 84297, Current HP: 1254, A Avg: 110570, D Avg: 84297, [Spear of Regression(182)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 712: HP: 320, STR: 302, VIT: 181, SPD: 8, LUK: 1, Attack: 88469, Defense: 85045, Current HP: 320, A Avg: 110586, D Avg: 85045, [Basic(169)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 711: HP: 240, STR: 302, VIT: 185, SPD: 9, LUK: 1, Attack: 88469, Defense: 84607, Current HP: 240, A Avg: 110586, D Avg: 84607, [Basic(169)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 710: HP: 140, STR: 1420, VIT: 108, SPD: 9, LUK: 1, Attack: 88471, Defense: 84452, Current HP: 140, A Avg: 110588, D Avg: 84452, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 709: HP: 220, STR: 305, VIT: 226, SPD: 8, LUK: 1, Attack: 88472, Defense: 84817, Current HP: 220, A Avg: 110590, D Avg: 84817, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 708: HP: 260, STR: 305, VIT: 232, SPD: 8, LUK: 1, Attack: 88472, Defense: 87150, Current HP: 260, A Avg: 110590, D Avg: 87150, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 707: HP: 704, STR: 596, VIT: 275, SPD: 8, LUK: 1, Attack: 88478, Defense: 84281, Current HP: 704, A Avg: 110597, D Avg: 84281, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 706: HP: 640, STR: 604, VIT: 260, SPD: 8, LUK: 1, Attack: 88486, Defense: 84123, Current HP: 640, A Avg: 110607, D Avg: 84123, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 705: HP: 720, STR: 627, VIT: 266, SPD: 8, LUK: 1, Attack: 88509, Defense: 84155, Current HP: 720, A Avg: 110636, D Avg: 84155, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 704: HP: 264, STR: 768, VIT: 72, SPD: 8, LUK: 1, Attack: 87819, Defense: 84416, Current HP: 264, A Avg: 110651, D Avg: 84416, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 703: HP: 264, STR: 358, VIT: 164, SPD: 8, LUK: 1, Attack: 88525, Defense: 84170, Current HP: 264, A Avg: 110656, D Avg: 84170, [Basic(169)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 702: HP: 352, STR: 777, VIT: 145, SPD: 8, LUK: 1, Attack: 87828, Defense: 85373, Current HP: 352, A Avg: 110663, D Avg: 85373, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 701: HP: 200, STR: 366, VIT: 149, SPD: 8, LUK: 1, Attack: 88533, Defense: 84012, Current HP: 200, A Avg: 110666, D Avg: 84012, [Basic(169)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 700: HP: 987, STR: 658, VIT: 387, SPD: 8, LUK: 1, Attack: 88540, Defense: 86499, Current HP: 987, A Avg: 110675, D Avg: 86499, [Wild Card(175)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 699: HP: 1804, STR: 2026, VIT: 1050, SPD: 8, LUK: 1, Attack: 87839, Defense: 88618, Current HP: 1804, A Avg: 110677, D Avg: 88618, [Spear of Regression(182)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 698: HP: 140, STR: 1495, VIT: 108, SPD: 8, LUK: 1, Attack: 88546, Defense: 87936, Current HP: 140, A Avg: 110682, D Avg: 87936, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 697: HP: 1144, STR: 2036, VIT: 374, SPD: 8, LUK: 1, Attack: 87849, Defense: 84562, Current HP: 1144, A Avg: 110689, D Avg: 84562, [Spear of Regression(182)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 696: HP: 280, STR: 389, VIT: 156, SPD: 8, LUK: 1, Attack: 88556, Defense: 84045, Current HP: 280, A Avg: 110695, D Avg: 84045, [Basic(169)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 695: HP: 740, STR: -10702, VIT: 550, SPD: 8, LUK: 1, Attack: 88564, Defense: 88118, Current HP: 740, A Avg: 110705, D Avg: 88118, [Sword of Evil(189)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 694: HP: 1020, STR: 685, VIT: 565, SPD: 8, LUK: 1, Attack: 88567, Defense: 85559, Current HP: 1020, A Avg: 110708, D Avg: 85559, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 693: HP: 140, STR: -10685, VIT: 108, SPD: 8, LUK: 1, Attack: 88581, Defense: 84296, Current HP: 140, A Avg: 110726, D Avg: 84296, [Sword of Evil(189)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 692: HP: 264, STR: 829, VIT: 72, SPD: 8, LUK: 1, Attack: 87880, Defense: 87900, Current HP: 264, A Avg: 110728, D Avg: 87900, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 691: HP: 525, STR: 429, VIT: 277, SPD: 8, LUK: 1, Attack: 88596, Defense: 86389, Current HP: 525, A Avg: 110745, D Avg: 86389, [Basic(169)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 690: HP: 1232, STR: 2094, VIT: 447, SPD: 8, LUK: 1, Attack: 87907, Defense: 85675, Current HP: 1232, A Avg: 110762, D Avg: 85675, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 689: HP: 580, STR: 456, VIT: 448, SPD: 8, LUK: 1, Attack: 88623, Defense: 85442, Current HP: 580, A Avg: 110778, D Avg: 85442, [Basic(169)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 688: HP: 1144, STR: 2112, VIT: 374, SPD: 8, LUK: 1, Attack: 87925, Defense: 84510, Current HP: 1144, A Avg: 110785, D Avg: 84510, [Spear of Regression(182)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 687: HP: 1220, STR: 767, VIT: 686, SPD: 8, LUK: 1, Attack: 88649, Defense: 88254, Current HP: 1220, A Avg: 110811, D Avg: 88254, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
