Rank 1000: HP: 440, STR: 2035, VIT: 424, SPD: 34, LUK: 1, Attack: 87913, Defense: 84293, Current HP: 440, A Avg: 109891, D Avg: 84293, [Blue Sword(180)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 790: HP: 560, STR: 280, VIT: 212, SPD: 34, LUK: 1, Attack: 88447, Defense: 84140, Current HP: 560, A Avg: 110558, D Avg: 84140, [Basic(169)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 789: HP: 888, STR: 280, VIT: 338, SPD: 34, LUK: 1, Attack: 88447, Defense: 84900, Current HP: 888, A Avg: 110558, D Avg: 84900, [Basic(169)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 788: HP: 824, STR: 280, VIT: 203, SPD: 34, LUK: 1, Attack: 88447, Defense: 84131, Current HP: 824, A Avg: 110558, D Avg: 84131, [Basic(169)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 787: HP: 504, STR: 280, VIT: 640, SPD: 34, LUK: 1, Attack: 88447, Defense: 87428, Current HP: 504, A Avg: 110558, D Avg: 87428, [Basic(169)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 786: HP: 2050, STR: 280, VIT: 169, SPD: 34, LUK: 1, Attack: 88447, Defense: 86086, Current HP: 2050, A Avg: 110558, D Avg: 86086, [Basic(169)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 785: HP: 1075, STR: 280, VIT: 387, SPD: 34, LUK: 1, Attack: 88447, Defense: 85121, Current HP: 1075, A Avg: 110558, D Avg: 85121, [Basic(169)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 784: HP: 850, STR: 280, VIT: 338, SPD: 34, LUK: 1, Attack: 88447, Defense: 85813, Current HP: 850, A Avg: 110558, D Avg: 85813, [Basic(169)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 783: HP: 680, STR: 280, VIT: 511, SPD: 34, LUK: 1, Attack: 88447, Defense: 85479, Current HP: 680, A Avg: 110558, D Avg: 85479, [Basic(169)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 782: HP: 600, STR: 280, VIT: 601, SPD: 34, LUK: 1, Attack: 88447, Defense: 87441, Current HP: 600, A Avg: 110558, D Avg: 87441, [Basic(169)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 781: HP: 1102, STR: 280, VIT: 450, SPD: 34, LUK: 1, Attack: 88447, Defense: 87875, Current HP: 1102, A Avg: 110558, D Avg: 87875, [Basic(169)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 780: HP: 480, STR: 280, VIT: 159, SPD: 34, LUK: 1, Attack: 88447, Defense: 86948, Current HP: 480, A Avg: 110558, D Avg: 86948, [Basic(169)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 779: HP: 480, STR: 280, VIT: 805, SPD: 34, LUK: 1, Attack: 88447, Defense: 90583, Current HP: 480, A Avg: 110558, D Avg: 90583, [Basic(169)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 778: HP: 980, STR: 280, VIT: 1204, SPD: 34, LUK: 1, Attack: 88447, Defense: 87992, Current HP: 980, A Avg: 110558, D Avg: 87992, [Basic(169)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 777: HP: 780, STR: 280, VIT: 435, SPD: 36, LUK: 1, Attack: 88447, Defense: 86313, Current HP: 780, A Avg: 110558, D Avg: 86313, [Basic(169)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 776: HP: 1176, STR: 280, VIT: 464, SPD: 34, LUK: 1, Attack: 88447, Defense: 86680, Current HP: 1176, A Avg: 110558, D Avg: 86680, [Basic(169)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 775: HP: 924, STR: 280, VIT: 629, SPD: 34, LUK: 1, Attack: 88447, Defense: 87664, Current HP: 924, A Avg: 110558, D Avg: 87664, [Basic(169)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 774: HP: 504, STR: 280, VIT: 547, SPD: 34, LUK: 1, Attack: 88447, Defense: 87595, Current HP: 504, A Avg: 110558, D Avg: 87595, [Basic(169)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 773: HP: 500, STR: 291, VIT: 232, SPD: 34, LUK: 1, Attack: 88458, Defense: 84238, Current HP: 500, A Avg: 110572, D Avg: 84238, [Basic(169)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 772: HP: 480, STR: 291, VIT: 1774, SPD: 34, LUK: 1, Attack: 88458, Defense: 87444, Current HP: 480, A Avg: 110572, D Avg: 87444, [Basic(169)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 771: HP: 1246, STR: 1879, VIT: 894, SPD: 32, LUK: 1, Attack: 87757, Defense: 85628, Current HP: 1246, A Avg: 110573, D Avg: 85628, [Blue Sword(180)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 770: HP: 594, STR: 1880, VIT: 545, SPD: 34, LUK: 1, Attack: 87758, Defense: 84889, Current HP: 594, A Avg: 110575, D Avg: 84889, [Blue Sword(180)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 769: HP: 674, STR: 307, VIT: 280, SPD: 34, LUK: 1, Attack: 88474, Defense: 84221, Current HP: 674, A Avg: 110592, D Avg: 84221, [Basic(169)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 768: HP: 460, STR: 1952, VIT: 392, SPD: 36, LUK: 1, Attack: 88480, Defense: 84736, Current HP: 460, A Avg: 110600, D Avg: 84736, [Moon Knuckle(153)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 767: HP: 1375, STR: 1943, VIT: 722, SPD: 32, LUK: 1, Attack: 87795, Defense: 88550, Current HP: 1375, A Avg: 110621, D Avg: 88550, [Santoku(159)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 766: HP: 480, STR: 345, VIT: 232, SPD: 36, LUK: 1, Attack: 88512, Defense: 84257, Current HP: 480, A Avg: 110640, D Avg: 84257, [Basic(169)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 765: HP: 1254, STR: 1569, VIT: 150, SPD: 32, LUK: 1, Attack: 87811, Defense: 87978, Current HP: 1254, A Avg: 110641, D Avg: 87978, [Droid Hammer(177)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 764: HP: 1520, STR: 3183, VIT: 605, SPD: 36, LUK: 1, Attack: 88517, Defense: 87393, Current HP: 1520, A Avg: 110646, D Avg: 87393, [Impulse(166)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 763: HP: 690, STR: 1990, VIT: 542, SPD: 34, LUK: 1, Attack: 88518, Defense: 85770, Current HP: 690, A Avg: 110647, D Avg: 85770, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 762: HP: 770, STR: 359, VIT: 282, SPD: 34, LUK: 1, Attack: 88526, Defense: 84522, Current HP: 770, A Avg: 110657, D Avg: 84522, [Basic(169)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 761: HP: 1730, STR: 2683, VIT: 508, SPD: 36, LUK: 1, Attack: 88535, Defense: 87296, Current HP: 1730, A Avg: 110668, D Avg: 87296, [Santoku(159)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 760: HP: 440, STR: 3749, VIT: 521, SPD: 34, LUK: 1, Attack: 88537, Defense: 88349, Current HP: 440, A Avg: 110671, D Avg: 88349, [Pulse Knife(165)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 759: HP: 640, STR: 2999, VIT: 457, SPD: 36, LUK: 1, Attack: 88539, Defense: 84801, Current HP: 640, A Avg: 110673, D Avg: 84801, [Zodiac(184)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 758: HP: 596, STR: 372, VIT: 232, SPD: 34, LUK: 1, Attack: 88539, Defense: 84732, Current HP: 596, A Avg: 110673, D Avg: 84732, [Basic(169)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 757: HP: 680, STR: 2054, VIT: 690, SPD: 36, LUK: 1, Attack: 88543, Defense: 84826, Current HP: 680, A Avg: 110678, D Avg: 84826, [Cuttlefish(178)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 756: HP: 858, STR: 1358, VIT: 1000, SPD: 34, LUK: 1, Attack: 87847, Defense: 85344, Current HP: 858, A Avg: 110687, D Avg: 85344, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 755: HP: 1694, STR: 1508, VIT: 522, SPD: 34, LUK: 1, Attack: 87854, Defense: 87310, Current HP: 1694, A Avg: 110696, D Avg: 87310, [Progress(147)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 754: HP: 847, STR: 1977, VIT: 774, SPD: 32, LUK: 1, Attack: 87855, Defense: 86002, Current HP: 847, A Avg: 110697, D Avg: 86002, [Blue Sword(180)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 753: HP: 751, STR: 394, VIT: 360, SPD: 34, LUK: 1, Attack: 88561, Defense: 85978, Current HP: 751, A Avg: 110701, D Avg: 85978, [Basic(169)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 752: HP: 632, STR: 396, VIT: 516, SPD: 34, LUK: 1, Attack: 88563, Defense: 85354, Current HP: 632, A Avg: 110703, D Avg: 85354, [Basic(169)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 751: HP: 680, STR: 2083, VIT: 690, SPD: 34, LUK: 1, Attack: 88572, Defense: 84878, Current HP: 680, A Avg: 110715, D Avg: 84878, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 750: HP: 770, STR: 423, VIT: 316, SPD: 34, LUK: 1, Attack: 88590, Defense: 85180, Current HP: 770, A Avg: 110737, D Avg: 85180, [Basic(169)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 749: HP: 690, STR: 423, VIT: 338, SPD: 36, LUK: 1, Attack: 88590, Defense: 84760, Current HP: 690, A Avg: 110737, D Avg: 84760, [Basic(169)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 748: HP: 984, STR: 2714, VIT: 584, SPD: 32, LUK: 1, Attack: 88592, Defense: 85318, Current HP: 984, A Avg: 110740, D Avg: 85318, [Blue Sword(180)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 747: HP: 1111, STR: 1422, VIT: 1229, SPD: 32, LUK: 1, Attack: 87911, Defense: 86457, Current HP: 1111, A Avg: 110767, D Avg: 86457, [Cuttlefish(178)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 746: HP: 870, STR: 3077, VIT: 606, SPD: 34, LUK: 1, Attack: 88617, Defense: 85834, Current HP: 870, A Avg: 110771, D Avg: 85834, [Zodiac(184)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 745: HP: 770, STR: 450, VIT: 550, SPD: 34, LUK: 1, Attack: 88617, Defense: 87351, Current HP: 770, A Avg: 110771, D Avg: 87351, [Basic(169)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 744: HP: 1020, STR: 2937, VIT: 134, SPD: 34, LUK: 1, Attack: 88620, Defense: 87962, Current HP: 1020, A Avg: 110775, D Avg: 87962, [Dancing(155)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 743: HP: 1620, STR: 4144, VIT: 596, SPD: 36, LUK: 1, Attack: 88644, Defense: 87384, Current HP: 1620, A Avg: 110805, D Avg: 87384, [Divine Dragon Sword(181)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 742: HP: 594, STR: 937, VIT: 150, SPD: 34, LUK: 1, Attack: 87988, Defense: 84286, Current HP: 594, A Avg: 110864, D Avg: 84286, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 741: HP: 3266, STR: 2179, VIT: 608, SPD: 32, LUK: 1, Attack: 87992, Defense: 84331, Current HP: 3266, A Avg: 110869, D Avg: 84331, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 740: HP: 3266, STR: 2179, VIT: 608, SPD: 32, LUK: 1, Attack: 87992, Defense: 84341, Current HP: 3266, A Avg: 110869, D Avg: 84341, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 739: HP: 3124, STR: 2179, VIT: 645, SPD: 32, LUK: 1, Attack: 87992, Defense: 84514, Current HP: 3124, A Avg: 110869, D Avg: 84514, [Spear of Regression(182)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 738: HP: 3124, STR: 2179, VIT: 653, SPD: 32, LUK: 1, Attack: 87992, Defense: 84457, Current HP: 3124, A Avg: 110869, D Avg: 84457, [Spear of Regression(182)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 737: HP: 3124, STR: 2179, VIT: 683, SPD: 32, LUK: 1, Attack: 87992, Defense: 84546, Current HP: 3124, A Avg: 110869, D Avg: 84546, [Spear of Regression(182)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 736: HP: 3124, STR: 2179, VIT: 710, SPD: 32, LUK: 1, Attack: 87992, Defense: 84599, Current HP: 3124, A Avg: 110869, D Avg: 84599, [Spear of Regression(182)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 735: HP: 3266, STR: 2179, VIT: 720, SPD: 32, LUK: 1, Attack: 87992, Defense: 84596, Current HP: 3266, A Avg: 110869, D Avg: 84596, [Spear of Regression(182)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 734: HP: 3355, STR: 2179, VIT: 785, SPD: 32, LUK: 1, Attack: 87992, Defense: 84622, Current HP: 3355, A Avg: 110869, D Avg: 84622, [Spear of Regression(182)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 733: HP: 3335, STR: 2179, VIT: 670, SPD: 32, LUK: 1, Attack: 87992, Defense: 84442, Current HP: 3335, A Avg: 110869, D Avg: 84442, [Spear of Regression(182)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 732: HP: 3381, STR: 2179, VIT: 720, SPD: 32, LUK: 1, Attack: 87992, Defense: 84739, Current HP: 3381, A Avg: 110869, D Avg: 84739, [Spear of Regression(182)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 731: HP: 3212, STR: 2179, VIT: 696, SPD: 32, LUK: 1, Attack: 87992, Defense: 84624, Current HP: 3212, A Avg: 110869, D Avg: 84624, [Spear of Regression(182)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 730: HP: 3686, STR: 2179, VIT: 881, SPD: 32, LUK: 1, Attack: 87992, Defense: 85443, Current HP: 3686, A Avg: 110869, D Avg: 85443, [Spear of Regression(182)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 729: HP: 3502, STR: 2179, VIT: 683, SPD: 32, LUK: 1, Attack: 87992, Defense: 84611, Current HP: 3502, A Avg: 110869, D Avg: 84611, [Spear of Regression(182)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 728: HP: 3266, STR: 2179, VIT: 1344, SPD: 32, LUK: 1, Attack: 87992, Defense: 88132, Current HP: 3266, A Avg: 110869, D Avg: 88132, [Spear of Regression(182)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 727: HP: 4851, STR: 2179, VIT: 631, SPD: 32, LUK: 1, Attack: 87992, Defense: 86548, Current HP: 4851, A Avg: 110869, D Avg: 86548, [Spear of Regression(182)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 726: HP: 3891, STR: 2179, VIT: 956, SPD: 32, LUK: 1, Attack: 87992, Defense: 85690, Current HP: 3891, A Avg: 110869, D Avg: 85690, [Spear of Regression(182)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 725: HP: 3645, STR: 2179, VIT: 881, SPD: 32, LUK: 1, Attack: 87992, Defense: 86356, Current HP: 3645, A Avg: 110869, D Avg: 86356, [Spear of Regression(182)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 724: HP: 3344, STR: 2179, VIT: 1144, SPD: 32, LUK: 1, Attack: 87992, Defense: 86112, Current HP: 3344, A Avg: 110869, D Avg: 86112, [Spear of Regression(182)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 723: HP: 3256, STR: 2179, VIT: 1284, SPD: 32, LUK: 1, Attack: 87992, Defense: 88124, Current HP: 3256, A Avg: 110869, D Avg: 88124, [Spear of Regression(182)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 722: HP: 3921, STR: 2179, VIT: 1052, SPD: 32, LUK: 1, Attack: 87992, Defense: 88477, Current HP: 3921, A Avg: 110869, D Avg: 88477, [Spear of Regression(182)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 721: HP: 3124, STR: 2179, VIT: 608, SPD: 32, LUK: 1, Attack: 87992, Defense: 87397, Current HP: 3124, A Avg: 110869, D Avg: 87397, [Spear of Regression(182)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 720: HP: 3674, STR: 2179, VIT: 2184, SPD: 32, LUK: 1, Attack: 87992, Defense: 88972, Current HP: 3674, A Avg: 110869, D Avg: 88972, [Spear of Regression(182)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 719: HP: 3454, STR: 2179, VIT: 1029, SPD: 34, LUK: 1, Attack: 87992, Defense: 86907, Current HP: 3454, A Avg: 110869, D Avg: 86907, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 718: HP: 3889, STR: 2179, VIT: 1074, SPD: 32, LUK: 1, Attack: 87992, Defense: 87290, Current HP: 3889, A Avg: 110869, D Avg: 87290, [Spear of Regression(182)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 717: HP: 3726, STR: 2179, VIT: 1325, SPD: 32, LUK: 1, Attack: 87992, Defense: 88360, Current HP: 3726, A Avg: 110869, D Avg: 88360, [Spear of Regression(182)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 716: HP: 3266, STR: 2179, VIT: 1201, SPD: 32, LUK: 1, Attack: 87992, Defense: 88249, Current HP: 3266, A Avg: 110869, D Avg: 88249, [Spear of Regression(182)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 715: HP: 500, STR: 534, VIT: 200, SPD: 34, LUK: 1, Attack: 88701, Defense: 84063, Current HP: 500, A Avg: 110876, D Avg: 84063, [Basic(169)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 714: HP: 1254, STR: 1480, VIT: 545, SPD: 34, LUK: 1, Attack: 88008, Defense: 87333, Current HP: 1254, A Avg: 110890, D Avg: 87333, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 713: HP: 3337, STR: 2195, VIT: 799, SPD: 32, LUK: 1, Attack: 88008, Defense: 84740, Current HP: 3337, A Avg: 110890, D Avg: 84740, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 712: HP: 440, STR: 1665, VIT: 134, SPD: 36, LUK: 1, Attack: 88716, Defense: 84270, Current HP: 440, A Avg: 110895, D Avg: 84270, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 711: HP: 1020, STR: 4141, VIT: 134, SPD: 36, LUK: 1, Attack: 88719, Defense: 86922, Current HP: 1020, A Avg: 110898, D Avg: 86922, [Magical(187)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 710: HP: 1020, STR: 3790, VIT: 134, SPD: 36, LUK: 1, Attack: 88719, Defense: 86922, Current HP: 1020, A Avg: 110898, D Avg: 86922, [Jack Knife(185)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 709: HP: 594, STR: 967, VIT: 150, SPD: 32, LUK: 1, Attack: 88018, Defense: 84338, Current HP: 594, A Avg: 110902, D Avg: 84338, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 708: HP: 440, STR: 1680, VIT: 134, SPD: 34, LUK: 1, Attack: 88731, Defense: 84322, Current HP: 440, A Avg: 110913, D Avg: 84322, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 707: HP: 3124, STR: 2217, VIT: 720, SPD: 34, LUK: 1, Attack: 88030, Defense: 84745, Current HP: 3124, A Avg: 110917, D Avg: 84745, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 706: HP: 1080, STR: 571, VIT: 984, SPD: 34, LUK: 1, Attack: 88738, Defense: 88552, Current HP: 1080, A Avg: 110922, D Avg: 88552, [Basic(169)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 705: HP: 3443, STR: 2225, VIT: 801, SPD: 32, LUK: 1, Attack: 88038, Defense: 85041, Current HP: 3443, A Avg: 110927, D Avg: 85041, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 704: HP: 520, STR: 588, VIT: 404, SPD: 34, LUK: 1, Attack: 88755, Defense: 84995, Current HP: 520, A Avg: 110943, D Avg: 84995, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 703: HP: 710, STR: 588, VIT: 436, SPD: 34, LUK: 1, Attack: 88755, Defense: 87354, Current HP: 710, A Avg: 110943, D Avg: 87354, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 702: HP: 440, STR: 3203, VIT: 691, SPD: 34, LUK: 1, Attack: 88756, Defense: 88519, Current HP: 440, A Avg: 110945, D Avg: 88519, [Hammer of Justice(186)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 701: HP: 3537, STR: 2246, VIT: 915, SPD: 32, LUK: 1, Attack: 88059, Defense: 86533, Current HP: 3537, A Avg: 110954, D Avg: 86533, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 700: HP: 3291, STR: 2248, VIT: 1152, SPD: 32, LUK: 1, Attack: 88061, Defense: 85990, Current HP: 3291, A Avg: 110956, D Avg: 85990, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 699: HP: 3443, STR: 2264, VIT: 853, SPD: 32, LUK: 1, Attack: 88077, Defense: 85717, Current HP: 3443, A Avg: 110977, D Avg: 85717, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 698: HP: 3355, STR: 2264, VIT: 881, SPD: 34, LUK: 1, Attack: 88077, Defense: 85303, Current HP: 3355, A Avg: 110977, D Avg: 85303, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 697: HP: 814, STR: 2538, VIT: 644, SPD: 32, LUK: 1, Attack: 88078, Defense: 88472, Current HP: 814, A Avg: 110978, D Avg: 88472, [Zodiac(184)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 696: HP: 858, STR: 2215, VIT: 644, SPD: 32, LUK: 1, Attack: 88093, Defense: 88472, Current HP: 858, A Avg: 110997, D Avg: 88472, [God Hand(179)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 695: HP: 3443, STR: 2280, VIT: 1204, SPD: 32, LUK: 1, Attack: 88093, Defense: 88005, Current HP: 3443, A Avg: 110997, D Avg: 88005, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 694: HP: 638, STR: 3054, VIT: 238, SPD: 34, LUK: 1, Attack: 88802, Defense: 88066, Current HP: 638, A Avg: 111002, D Avg: 88066, [Scythe of the Grim Reaper(148)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 693: HP: 730, STR: 641, VIT: 232, SPD: 34, LUK: 1, Attack: 88808, Defense: 84121, Current HP: 730, A Avg: 111010, D Avg: 84121, [Basic(169)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
