Rank 1000: HP: 7414, STR: 3043, VIT: 2121, SPD: 85, LUK: 1, Attack: 88856, Defense: 87999, Current HP: 7414, A Avg: 111958, D Avg: 87999, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 741: HP: 1280, STR: 5084, VIT: 1569, SPD: 85, LUK: 1, Attack: 90624, Defense: 86160, Current HP: 1280, A Avg: 113280, D Avg: 86160, [Zodiac(184)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 740: HP: 1770, STR: 5084, VIT: 1652, SPD: 85, LUK: 1, Attack: 90624, Defense: 88570, Current HP: 1770, A Avg: 113280, D Avg: 88570, [Zodiac(184)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 739: HP: 2583, STR: 5086, VIT: 1620, SPD: 85, LUK: 1, Attack: 90626, Defense: 87732, Current HP: 2583, A Avg: 113282, D Avg: 87732, [Zodiac(184)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 738: HP: 1254, STR: 4040, VIT: 1325, SPD: 85, LUK: 1, Attack: 89918, Defense: 85669, Current HP: 1254, A Avg: 113296, D Avg: 85669, [Blue Sword(180)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 737: HP: 3830, STR: 4789, VIT: 1069, SPD: 90, LUK: 1, Attack: 90641, Defense: 87857, Current HP: 3830, A Avg: 113301, D Avg: 87857, [Santoku(159)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 736: HP: 1640, STR: 5113, VIT: 1789, SPD: 85, LUK: 1, Attack: 90653, Defense: 86783, Current HP: 1640, A Avg: 113316, D Avg: 86783, [Zodiac(184)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 735: HP: 1240, STR: 5695, VIT: 185, SPD: 85, LUK: 1, Attack: 90663, Defense: 88013, Current HP: 1240, A Avg: 113328, D Avg: 88013, [Cluster Bomb(170)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 734: HP: 1640, STR: 6101, VIT: 1774, SPD: 85, LUK: 1, Attack: 90679, Defense: 89342, Current HP: 1640, A Avg: 113348, D Avg: 89342, [Magical(187)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 733: HP: 7084, STR: 4150, VIT: 1076, SPD: 85, LUK: 1, Attack: 89963, Defense: 85420, Current HP: 7084, A Avg: 113353, D Avg: 85420, [Spear of Regression(182)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 732: HP: 1426, STR: 5402, VIT: 574, SPD: 80, LUK: 1, Attack: 89980, Defense: 84593, Current HP: 1426, A Avg: 113374, D Avg: 84593, [Magical(187)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 731: HP: 1280, STR: 4835, VIT: 1018, SPD: 90, LUK: 1, Attack: 90713, Defense: 85362, Current HP: 1280, A Avg: 113391, D Avg: 85362, [God Hand(179)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 730: HP: 2057, STR: 4467, VIT: 2121, SPD: 80, LUK: 1, Attack: 90007, Defense: 87349, Current HP: 2057, A Avg: 113408, D Avg: 87349, [Zodiac(184)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 729: HP: 6920, STR: 5695, VIT: 185, SPD: 85, LUK: 1, Attack: 90748, Defense: 88013, Current HP: 6920, A Avg: 113435, D Avg: 88013, [Common Key(174)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 728: HP: 8073, STR: 2148, VIT: 2854, SPD: 80, LUK: 1, Attack: 90030, Defense: 86577, Current HP: 8073, A Avg: 113437, D Avg: 86577, [Wild Card(175)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 727: HP: 8073, STR: 2148, VIT: 2854, SPD: 80, LUK: 1, Attack: 90030, Defense: 86587, Current HP: 8073, A Avg: 113437, D Avg: 86587, [Wild Card(175)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 726: HP: 7722, STR: 2148, VIT: 2978, SPD: 80, LUK: 1, Attack: 90030, Defense: 86847, Current HP: 7722, A Avg: 113437, D Avg: 86847, [Wild Card(175)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 725: HP: 7722, STR: 2148, VIT: 2986, SPD: 80, LUK: 1, Attack: 90030, Defense: 86790, Current HP: 7722, A Avg: 113437, D Avg: 86790, [Wild Card(175)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 724: HP: 7722, STR: 2148, VIT: 3096, SPD: 80, LUK: 1, Attack: 90030, Defense: 86959, Current HP: 7722, A Avg: 113437, D Avg: 86959, [Wild Card(175)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 723: HP: 7722, STR: 2148, VIT: 3123, SPD: 80, LUK: 1, Attack: 90030, Defense: 87012, Current HP: 7722, A Avg: 113437, D Avg: 87012, [Wild Card(175)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 722: HP: 8073, STR: 2148, VIT: 3122, SPD: 80, LUK: 1, Attack: 90030, Defense: 86998, Current HP: 8073, A Avg: 113437, D Avg: 86998, [Wild Card(175)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 721: HP: 8283, STR: 2148, VIT: 3361, SPD: 80, LUK: 1, Attack: 90030, Defense: 87198, Current HP: 8283, A Avg: 113437, D Avg: 87198, [Wild Card(175)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 720: HP: 8142, STR: 2148, VIT: 2995, SPD: 80, LUK: 1, Attack: 90030, Defense: 86767, Current HP: 8142, A Avg: 113437, D Avg: 86767, [Wild Card(175)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 719: HP: 8188, STR: 2148, VIT: 3122, SPD: 80, LUK: 1, Attack: 90030, Defense: 87141, Current HP: 8188, A Avg: 113437, D Avg: 87141, [Wild Card(175)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 718: HP: 7810, STR: 2148, VIT: 3110, SPD: 80, LUK: 1, Attack: 90030, Defense: 87038, Current HP: 7810, A Avg: 113437, D Avg: 87038, [Wild Card(175)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 717: HP: 8976, STR: 2148, VIT: 3517, SPD: 80, LUK: 1, Attack: 90030, Defense: 88079, Current HP: 8976, A Avg: 113437, D Avg: 88079, [Wild Card(175)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 716: HP: 8628, STR: 2148, VIT: 3096, SPD: 80, LUK: 1, Attack: 90030, Defense: 87024, Current HP: 8628, A Avg: 113437, D Avg: 87024, [Wild Card(175)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 715: HP: 8073, STR: 2148, VIT: 4136, SPD: 80, LUK: 1, Attack: 90030, Defense: 90924, Current HP: 8073, A Avg: 113437, D Avg: 90924, [Wild Card(175)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 714: HP: 10439, STR: 2148, VIT: 2964, SPD: 80, LUK: 1, Attack: 90030, Defense: 88881, Current HP: 10439, A Avg: 113437, D Avg: 88881, [Wild Card(175)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 713: HP: 9250, STR: 2148, VIT: 3671, SPD: 80, LUK: 1, Attack: 90030, Defense: 88405, Current HP: 9250, A Avg: 113437, D Avg: 88405, [Wild Card(175)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 712: HP: 8797, STR: 2148, VIT: 3517, SPD: 80, LUK: 1, Attack: 90030, Defense: 88992, Current HP: 8797, A Avg: 113437, D Avg: 88992, [Wild Card(175)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 711: HP: 7942, STR: 2148, VIT: 4287, SPD: 80, LUK: 1, Attack: 90030, Defense: 89255, Current HP: 7942, A Avg: 113437, D Avg: 89255, [Wild Card(175)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 710: HP: 7854, STR: 2148, VIT: 4310, SPD: 80, LUK: 1, Attack: 90030, Defense: 91150, Current HP: 7854, A Avg: 113437, D Avg: 91150, [Wild Card(175)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 709: HP: 9763, STR: 2148, VIT: 4001, SPD: 80, LUK: 1, Attack: 90030, Defense: 91426, Current HP: 9763, A Avg: 113437, D Avg: 91426, [Wild Card(175)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 708: HP: 7722, STR: 2148, VIT: 2854, SPD: 80, LUK: 1, Attack: 90030, Defense: 89643, Current HP: 7722, A Avg: 113437, D Avg: 89643, [Wild Card(175)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 707: HP: 7722, STR: 2148, VIT: 5402, SPD: 80, LUK: 1, Attack: 90030, Defense: 95180, Current HP: 7722, A Avg: 113437, D Avg: 95180, [Wild Card(175)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 706: HP: 8272, STR: 2148, VIT: 6542, SPD: 80, LUK: 1, Attack: 90030, Defense: 93330, Current HP: 8272, A Avg: 113437, D Avg: 93330, [Wild Card(175)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 705: HP: 8052, STR: 2148, VIT: 3899, SPD: 85, LUK: 1, Attack: 90030, Defense: 89777, Current HP: 8052, A Avg: 113437, D Avg: 89777, [Wild Card(175)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 704: HP: 9279, STR: 2148, VIT: 3893, SPD: 80, LUK: 1, Attack: 90030, Defense: 90109, Current HP: 9279, A Avg: 113437, D Avg: 90109, [Wild Card(175)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 703: HP: 8533, STR: 2148, VIT: 3884, SPD: 80, LUK: 1, Attack: 90030, Defense: 90919, Current HP: 8533, A Avg: 113437, D Avg: 90919, [Wild Card(175)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 702: HP: 8073, STR: 2148, VIT: 4383, SPD: 80, LUK: 1, Attack: 90030, Defense: 91431, Current HP: 8073, A Avg: 113437, D Avg: 91431, [Wild Card(175)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 701: HP: 1280, STR: 4267, VIT: 1404, SPD: 85, LUK: 1, Attack: 90756, Defense: 85592, Current HP: 1280, A Avg: 113445, D Avg: 85592, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 700: HP: 1790, STR: 5219, VIT: 1193, SPD: 85, LUK: 1, Attack: 90759, Defense: 85082, Current HP: 1790, A Avg: 113448, D Avg: 85082, [Zodiac(184)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 699: HP: 8133, STR: 2164, VIT: 3375, SPD: 80, LUK: 1, Attack: 90046, Defense: 87316, Current HP: 8133, A Avg: 113457, D Avg: 87316, [Wild Card(175)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 698: HP: 1040, STR: 5838, VIT: 185, SPD: 85, LUK: 1, Attack: 90767, Defense: 84373, Current HP: 1040, A Avg: 113458, D Avg: 84373, [Jack Knife(185)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 697: HP: 1570, STR: 6258, VIT: 360, SPD: 85, LUK: 1, Attack: 90771, Defense: 88188, Current HP: 1570, A Avg: 113463, D Avg: 88188, [Maximum Iron Mass(123)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 696: HP: 1254, STR: 4455, VIT: 2854, SPD: 80, LUK: 1, Attack: 90099, Defense: 90682, Current HP: 1254, A Avg: 113524, D Avg: 90682, [Portal Sword(176)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 695: HP: 1092, STR: 4951, VIT: 851, SPD: 85, LUK: 1, Attack: 90829, Defense: 84574, Current HP: 1092, A Avg: 113536, D Avg: 84574, [Blue Sword(180)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 694: HP: 1092, STR: 4951, VIT: 851, SPD: 85, LUK: 1, Attack: 90829, Defense: 84584, Current HP: 1092, A Avg: 113536, D Avg: 84584, [Blue Sword(180)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 693: HP: 1040, STR: 4951, VIT: 910, SPD: 85, LUK: 1, Attack: 90829, Defense: 84779, Current HP: 1040, A Avg: 113536, D Avg: 84779, [Blue Sword(180)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 692: HP: 1040, STR: 4951, VIT: 916, SPD: 85, LUK: 1, Attack: 90829, Defense: 84720, Current HP: 1040, A Avg: 113536, D Avg: 84720, [Blue Sword(180)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 691: HP: 1040, STR: 4951, VIT: 990, SPD: 85, LUK: 1, Attack: 90829, Defense: 84853, Current HP: 1040, A Avg: 113536, D Avg: 84853, [Blue Sword(180)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 690: HP: 1040, STR: 4951, VIT: 1008, SPD: 85, LUK: 1, Attack: 90829, Defense: 84897, Current HP: 1040, A Avg: 113536, D Avg: 84897, [Blue Sword(180)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 689: HP: 1092, STR: 4951, VIT: 1026, SPD: 85, LUK: 1, Attack: 90829, Defense: 84902, Current HP: 1092, A Avg: 113536, D Avg: 84902, [Blue Sword(180)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 688: HP: 1550, STR: 4951, VIT: 1166, SPD: 85, LUK: 1, Attack: 90829, Defense: 85003, Current HP: 1550, A Avg: 113536, D Avg: 85003, [Blue Sword(180)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 687: HP: 1155, STR: 4951, VIT: 943, SPD: 85, LUK: 1, Attack: 90829, Defense: 84715, Current HP: 1155, A Avg: 113536, D Avg: 84715, [Blue Sword(180)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 686: HP: 1197, STR: 4951, VIT: 1026, SPD: 85, LUK: 1, Attack: 90829, Defense: 85045, Current HP: 1197, A Avg: 113536, D Avg: 85045, [Blue Sword(180)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 685: HP: 1120, STR: 4951, VIT: 999, SPD: 85, LUK: 1, Attack: 90829, Defense: 84927, Current HP: 1120, A Avg: 113536, D Avg: 84927, [Blue Sword(180)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 684: HP: 1917, STR: 4951, VIT: 1285, SPD: 85, LUK: 1, Attack: 90829, Defense: 85847, Current HP: 1917, A Avg: 113536, D Avg: 85847, [Blue Sword(180)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 683: HP: 1864, STR: 4951, VIT: 990, SPD: 85, LUK: 1, Attack: 90829, Defense: 84918, Current HP: 1864, A Avg: 113536, D Avg: 84918, [Blue Sword(180)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 682: HP: 1092, STR: 4951, VIT: 1689, SPD: 85, LUK: 1, Attack: 90829, Defense: 88477, Current HP: 1092, A Avg: 113536, D Avg: 88477, [Blue Sword(180)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 681: HP: 3510, STR: 4951, VIT: 901, SPD: 85, LUK: 1, Attack: 90829, Defense: 86818, Current HP: 3510, A Avg: 113536, D Avg: 86818, [Blue Sword(180)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 680: HP: 1753, STR: 4951, VIT: 1285, SPD: 85, LUK: 1, Attack: 90829, Defense: 86760, Current HP: 1753, A Avg: 113536, D Avg: 86760, [Blue Sword(180)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 679: HP: 1240, STR: 4951, VIT: 1783, SPD: 85, LUK: 1, Attack: 90829, Defense: 86751, Current HP: 1240, A Avg: 113536, D Avg: 86751, [Blue Sword(180)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 678: HP: 1160, STR: 4951, VIT: 1803, SPD: 85, LUK: 1, Attack: 90829, Defense: 88643, Current HP: 1160, A Avg: 113536, D Avg: 88643, [Blue Sword(180)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 677: HP: 2635, STR: 4951, VIT: 1601, SPD: 85, LUK: 1, Attack: 90829, Defense: 89026, Current HP: 2635, A Avg: 113536, D Avg: 89026, [Blue Sword(180)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 676: HP: 1040, STR: 4951, VIT: 851, SPD: 85, LUK: 1, Attack: 90829, Defense: 87640, Current HP: 1040, A Avg: 113536, D Avg: 87640, [Blue Sword(180)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 675: HP: 1040, STR: 4951, VIT: 2517, SPD: 85, LUK: 1, Attack: 90829, Defense: 92295, Current HP: 1040, A Avg: 113536, D Avg: 92295, [Blue Sword(180)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 674: HP: 1540, STR: 4951, VIT: 3286, SPD: 85, LUK: 1, Attack: 90829, Defense: 90074, Current HP: 1540, A Avg: 113536, D Avg: 90074, [Blue Sword(180)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 673: HP: 1340, STR: 4951, VIT: 1535, SPD: 90, LUK: 1, Attack: 90829, Defense: 87413, Current HP: 1340, A Avg: 113536, D Avg: 87413, [Blue Sword(180)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 672: HP: 2456, STR: 4951, VIT: 1521, SPD: 85, LUK: 1, Attack: 90829, Defense: 87737, Current HP: 2456, A Avg: 113536, D Avg: 87737, [Blue Sword(180)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 671: HP: 1512, STR: 4951, VIT: 1524, SPD: 85, LUK: 1, Attack: 90829, Defense: 88559, Current HP: 1512, A Avg: 113536, D Avg: 88559, [Blue Sword(180)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 670: HP: 1092, STR: 4951, VIT: 1851, SPD: 85, LUK: 1, Attack: 90829, Defense: 88899, Current HP: 1092, A Avg: 113536, D Avg: 88899, [Blue Sword(180)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 669: HP: 7722, STR: 2235, VIT: 3122, SPD: 85, LUK: 1, Attack: 90117, Defense: 87147, Current HP: 7722, A Avg: 113547, D Avg: 87147, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 668: HP: 8371, STR: 2243, VIT: 3377, SPD: 80, LUK: 1, Attack: 90125, Defense: 87617, Current HP: 8371, A Avg: 113557, D Avg: 87617, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 667: HP: 1594, STR: 5314, VIT: 1201, SPD: 85, LUK: 1, Attack: 90854, Defense: 85207, Current HP: 1594, A Avg: 113567, D Avg: 85207, [Zodiac(184)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 666: HP: 1414, STR: 4978, VIT: 1175, SPD: 85, LUK: 1, Attack: 90856, Defense: 85116, Current HP: 1414, A Avg: 113570, D Avg: 85116, [Blue Sword(180)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 665: HP: 4255, STR: 2310, VIT: 3676, SPD: 80, LUK: 1, Attack: 90138, Defense: 87399, Current HP: 4255, A Avg: 113573, D Avg: 87399, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 664: HP: 4255, STR: 2310, VIT: 3676, SPD: 80, LUK: 1, Attack: 90138, Defense: 87409, Current HP: 4255, A Avg: 113573, D Avg: 87409, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 663: HP: 4070, STR: 2310, VIT: 3831, SPD: 80, LUK: 1, Attack: 90138, Defense: 87700, Current HP: 4070, A Avg: 113573, D Avg: 87700, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 662: HP: 4070, STR: 2310, VIT: 3839, SPD: 80, LUK: 1, Attack: 90138, Defense: 87643, Current HP: 4070, A Avg: 113573, D Avg: 87643, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 661: HP: 4070, STR: 2310, VIT: 3950, SPD: 80, LUK: 1, Attack: 90138, Defense: 87813, Current HP: 4070, A Avg: 113573, D Avg: 87813, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 660: HP: 4070, STR: 2310, VIT: 3977, SPD: 80, LUK: 1, Attack: 90138, Defense: 87866, Current HP: 4070, A Avg: 113573, D Avg: 87866, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 659: HP: 4255, STR: 2310, VIT: 3944, SPD: 80, LUK: 1, Attack: 90138, Defense: 87820, Current HP: 4255, A Avg: 113573, D Avg: 87820, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 658: HP: 4631, STR: 2310, VIT: 4214, SPD: 80, LUK: 1, Attack: 90138, Defense: 88051, Current HP: 4631, A Avg: 113573, D Avg: 88051, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 657: HP: 4324, STR: 2310, VIT: 3816, SPD: 80, LUK: 1, Attack: 90138, Defense: 87588, Current HP: 4324, A Avg: 113573, D Avg: 87588, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 656: HP: 4370, STR: 2310, VIT: 3944, SPD: 80, LUK: 1, Attack: 90138, Defense: 87963, Current HP: 4370, A Avg: 113573, D Avg: 87963, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 655: HP: 4158, STR: 2310, VIT: 3963, SPD: 80, LUK: 1, Attack: 90138, Defense: 87891, Current HP: 4158, A Avg: 113573, D Avg: 87891, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 654: HP: 5158, STR: 2310, VIT: 4339, SPD: 80, LUK: 1, Attack: 90138, Defense: 88901, Current HP: 5158, A Avg: 113573, D Avg: 88901, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 653: HP: 4976, STR: 2310, VIT: 3950, SPD: 80, LUK: 1, Attack: 90138, Defense: 87878, Current HP: 4976, A Avg: 113573, D Avg: 87878, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 652: HP: 4255, STR: 2310, VIT: 4958, SPD: 80, LUK: 1, Attack: 90138, Defense: 91746, Current HP: 4255, A Avg: 113573, D Avg: 91746, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 651: HP: 6787, STR: 2310, VIT: 3817, SPD: 80, LUK: 1, Attack: 90138, Defense: 89734, Current HP: 6787, A Avg: 113573, D Avg: 89734, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 650: HP: 5432, STR: 2310, VIT: 4492, SPD: 80, LUK: 1, Attack: 90138, Defense: 89226, Current HP: 5432, A Avg: 113573, D Avg: 89226, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 649: HP: 4979, STR: 2310, VIT: 4339, SPD: 80, LUK: 1, Attack: 90138, Defense: 89814, Current HP: 4979, A Avg: 113573, D Avg: 89814, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 648: HP: 4290, STR: 2310, VIT: 5140, SPD: 80, LUK: 1, Attack: 90138, Defense: 90108, Current HP: 4290, A Avg: 113573, D Avg: 90108, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 647: HP: 4202, STR: 2310, VIT: 5132, SPD: 80, LUK: 1, Attack: 90138, Defense: 91972, Current HP: 4202, A Avg: 113573, D Avg: 91972, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 646: HP: 4070, STR: 2310, VIT: 3676, SPD: 80, LUK: 1, Attack: 90138, Defense: 90465, Current HP: 4070, A Avg: 113573, D Avg: 90465, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 645: HP: 4070, STR: 2310, VIT: 6224, SPD: 80, LUK: 1, Attack: 90138, Defense: 96002, Current HP: 4070, A Avg: 113573, D Avg: 96002, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
