Rank 1000: HP: 736, STR: 460, VIT: 176, SPD: 40, LUK: 1, Attack: 87511, Defense: 83899, Current HP: 736, A Avg: 110263, D Avg: 83899, [Tekken(188)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 740: HP: 4681, STR: 2323, VIT: 1236, SPD: 40, LUK: 1, Attack: 88136, Defense: 87452, Current HP: 4681, A Avg: 111051, D Avg: 87452, [Spear of Regression(182)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 739: HP: 4416, STR: 2323, VIT: 1455, SPD: 40, LUK: 1, Attack: 88136, Defense: 88490, Current HP: 4416, A Avg: 111051, D Avg: 88490, [Spear of Regression(182)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 738: HP: 3956, STR: 2323, VIT: 1435, SPD: 40, LUK: 1, Attack: 88136, Defense: 88483, Current HP: 3956, A Avg: 111051, D Avg: 88483, [Spear of Regression(182)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 737: HP: 620, STR: 683, VIT: 464, SPD: 42, LUK: 1, Attack: 88850, Defense: 85055, Current HP: 620, A Avg: 111062, D Avg: 85055, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 736: HP: 860, STR: 683, VIT: 504, SPD: 42, LUK: 1, Attack: 88850, Defense: 87422, Current HP: 860, A Avg: 111062, D Avg: 87422, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 735: HP: 4030, STR: 2339, VIT: 920, SPD: 40, LUK: 1, Attack: 88152, Defense: 84861, Current HP: 4030, A Avg: 111071, D Avg: 84861, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 734: HP: 1323, STR: 2980, VIT: 816, SPD: 42, LUK: 1, Attack: 88858, Defense: 86928, Current HP: 1323, A Avg: 111072, D Avg: 86928, [Blue Sword(180)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 733: HP: 800, STR: 4037, VIT: 387, SPD: 42, LUK: 1, Attack: 88875, Defense: 88215, Current HP: 800, A Avg: 111093, D Avg: 88215, [Willow Blade(157)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 732: HP: 940, STR: 3007, VIT: 982, SPD: 42, LUK: 1, Attack: 88885, Defense: 85976, Current HP: 940, A Avg: 111106, D Avg: 85976, [Blue Sword(180)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 731: HP: 2080, STR: 3034, VIT: 601, SPD: 45, LUK: 1, Attack: 88886, Defense: 87389, Current HP: 2080, A Avg: 111107, D Avg: 87389, [Santoku(159)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 730: HP: 3784, STR: 2369, VIT: 824, SPD: 42, LUK: 1, Attack: 88182, Defense: 84849, Current HP: 3784, A Avg: 111109, D Avg: 84849, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 729: HP: 540, STR: 1841, VIT: 142, SPD: 45, LUK: 1, Attack: 88892, Defense: 84278, Current HP: 540, A Avg: 111115, D Avg: 84278, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 728: HP: 880, STR: 725, VIT: 258, SPD: 42, LUK: 1, Attack: 88892, Defense: 84147, Current HP: 880, A Avg: 111115, D Avg: 84147, [Basic(169)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 727: HP: 4158, STR: 2377, VIT: 923, SPD: 40, LUK: 1, Attack: 88190, Defense: 85163, Current HP: 4158, A Avg: 111119, D Avg: 85163, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 726: HP: 1276, STR: 1703, VIT: 1476, SPD: 40, LUK: 1, Attack: 88192, Defense: 86704, Current HP: 1276, A Avg: 111121, D Avg: 86704, [Cuttlefish(178)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 725: HP: 1650, STR: 2342, VIT: 878, SPD: 40, LUK: 1, Attack: 88194, Defense: 88706, Current HP: 1650, A Avg: 111124, D Avg: 88706, [Santoku(159)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 724: HP: 740, STR: 3360, VIT: 550, SPD: 42, LUK: 1, Attack: 88900, Defense: 84738, Current HP: 740, A Avg: 111125, D Avg: 84738, [Zodiac(184)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 723: HP: 704, STR: 1145, VIT: 176, SPD: 40, LUK: 1, Attack: 88196, Defense: 84364, Current HP: 704, A Avg: 111126, D Avg: 84364, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 722: HP: 840, STR: 3035, VIT: 559, SPD: 42, LUK: 1, Attack: 88913, Defense: 84448, Current HP: 840, A Avg: 111141, D Avg: 84448, [Blue Sword(180)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 721: HP: 1474, STR: 1680, VIT: 675, SPD: 42, LUK: 1, Attack: 88208, Defense: 87463, Current HP: 1474, A Avg: 111142, D Avg: 87463, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 720: HP: 784, STR: 750, VIT: 266, SPD: 42, LUK: 1, Attack: 88917, Defense: 84272, Current HP: 784, A Avg: 111146, D Avg: 84272, [Basic(169)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 719: HP: 1365, STR: 753, VIT: 515, SPD: 42, LUK: 1, Attack: 88920, Defense: 86627, Current HP: 1365, A Avg: 111150, D Avg: 86627, [Basic(169)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 718: HP: 840, STR: 2396, VIT: 652, SPD: 42, LUK: 1, Attack: 88924, Defense: 85880, Current HP: 840, A Avg: 111155, D Avg: 85880, [Moon Knuckle(153)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 717: HP: 4296, STR: 2406, VIT: 1071, SPD: 40, LUK: 1, Attack: 88219, Defense: 86689, Current HP: 4296, A Avg: 111155, D Avg: 86689, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 716: HP: 3995, STR: 2408, VIT: 1328, SPD: 40, LUK: 1, Attack: 88221, Defense: 86166, Current HP: 3995, A Avg: 111158, D Avg: 86166, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 715: HP: 1820, STR: 3601, VIT: 724, SPD: 45, LUK: 1, Attack: 88935, Defense: 87512, Current HP: 1820, A Avg: 111168, D Avg: 87512, [Impulse(166)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 714: HP: 780, STR: 2447, VIT: 809, SPD: 42, LUK: 1, Attack: 88936, Defense: 84997, Current HP: 780, A Avg: 111170, D Avg: 84997, [Cuttlefish(178)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 713: HP: 880, STR: 3606, VIT: 404, SPD: 42, LUK: 1, Attack: 88938, Defense: 88232, Current HP: 880, A Avg: 111172, D Avg: 88232, [Tower(149)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 712: HP: 744, STR: 3060, VIT: 567, SPD: 42, LUK: 1, Attack: 88938, Defense: 84573, Current HP: 744, A Avg: 111172, D Avg: 84573, [Blue Sword(180)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 711: HP: 4158, STR: 2424, VIT: 988, SPD: 40, LUK: 1, Attack: 88237, Defense: 85852, Current HP: 4158, A Avg: 111178, D Avg: 85852, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 710: HP: 4070, STR: 2424, VIT: 1024, SPD: 42, LUK: 1, Attack: 88237, Defense: 85446, Current HP: 4070, A Avg: 111178, D Avg: 85446, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 709: HP: 1453, STR: 2360, VIT: 1102, SPD: 40, LUK: 1, Attack: 88238, Defense: 85836, Current HP: 1453, A Avg: 111179, D Avg: 85836, [Blue Sword(180)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 708: HP: 800, STR: 3472, VIT: 363, SPD: 42, LUK: 1, Attack: 88947, Defense: 88191, Current HP: 800, A Avg: 111183, D Avg: 88191, [Elemental(121)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 707: HP: 980, STR: 780, VIT: 664, SPD: 42, LUK: 1, Attack: 88947, Defense: 85658, Current HP: 980, A Avg: 111183, D Avg: 85658, [Basic(169)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 706: HP: 4158, STR: 2448, VIT: 1393, SPD: 40, LUK: 1, Attack: 88261, Defense: 88194, Current HP: 4158, A Avg: 111208, D Avg: 88194, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 705: HP: 3806, STR: 2468, VIT: 824, SPD: 40, LUK: 1, Attack: 88281, Defense: 84830, Current HP: 3806, A Avg: 111234, D Avg: 84830, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 704: HP: 3784, STR: 2468, VIT: 3806, SPD: 40, LUK: 1, Attack: 88281, Defense: 89476, Current HP: 3784, A Avg: 111234, D Avg: 89476, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 703: HP: 1060, STR: 3119, VIT: 734, SPD: 42, LUK: 1, Attack: 88997, Defense: 85962, Current HP: 1060, A Avg: 111246, D Avg: 85962, [God Hand(179)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 702: HP: 704, STR: 1248, VIT: 176, SPD: 42, LUK: 1, Attack: 88299, Defense: 84520, Current HP: 704, A Avg: 111256, D Avg: 84520, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 701: HP: 782, STR: 132, VIT: 215, SPD: 40, LUK: 1, Attack: 88299, Defense: 83938, Current HP: 782, A Avg: 111256, D Avg: 83938, [Basic(169)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 700: HP: 782, STR: 132, VIT: 215, SPD: 40, LUK: 1, Attack: 88299, Defense: 83948, Current HP: 782, A Avg: 111256, D Avg: 83948, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 699: HP: 748, STR: 132, VIT: 237, SPD: 40, LUK: 1, Attack: 88299, Defense: 84106, Current HP: 748, A Avg: 111256, D Avg: 84106, [Basic(169)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 698: HP: 748, STR: 132, VIT: 245, SPD: 40, LUK: 1, Attack: 88299, Defense: 84049, Current HP: 748, A Avg: 111256, D Avg: 84049, [Basic(169)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 697: HP: 748, STR: 132, VIT: 288, SPD: 40, LUK: 1, Attack: 88299, Defense: 84151, Current HP: 748, A Avg: 111256, D Avg: 84151, [Basic(169)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 696: HP: 748, STR: 132, VIT: 315, SPD: 40, LUK: 1, Attack: 88299, Defense: 84204, Current HP: 748, A Avg: 111256, D Avg: 84204, [Basic(169)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 695: HP: 782, STR: 132, VIT: 353, SPD: 40, LUK: 1, Attack: 88299, Defense: 84229, Current HP: 782, A Avg: 111256, D Avg: 84229, [Basic(169)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 694: HP: 1034, STR: 132, VIT: 418, SPD: 40, LUK: 1, Attack: 88299, Defense: 84255, Current HP: 1034, A Avg: 111256, D Avg: 84255, [Basic(169)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 693: HP: 851, STR: 132, VIT: 291, SPD: 40, LUK: 1, Attack: 88299, Defense: 84063, Current HP: 851, A Avg: 111256, D Avg: 84063, [Basic(169)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 692: HP: 897, STR: 132, VIT: 353, SPD: 40, LUK: 1, Attack: 88299, Defense: 84372, Current HP: 897, A Avg: 111256, D Avg: 84372, [Basic(169)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 691: HP: 836, STR: 132, VIT: 302, SPD: 40, LUK: 1, Attack: 88299, Defense: 84230, Current HP: 836, A Avg: 111256, D Avg: 84230, [Basic(169)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 690: HP: 1283, STR: 132, VIT: 553, SPD: 40, LUK: 1, Attack: 88299, Defense: 85115, Current HP: 1283, A Avg: 111256, D Avg: 85115, [Basic(169)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 689: HP: 1214, STR: 132, VIT: 288, SPD: 40, LUK: 1, Attack: 88299, Defense: 84216, Current HP: 1214, A Avg: 111256, D Avg: 84216, [Basic(169)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 688: HP: 782, STR: 132, VIT: 1042, SPD: 40, LUK: 1, Attack: 88299, Defense: 87830, Current HP: 782, A Avg: 111256, D Avg: 87830, [Basic(169)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 687: HP: 2640, STR: 132, VIT: 224, SPD: 40, LUK: 1, Attack: 88299, Defense: 86141, Current HP: 2640, A Avg: 111256, D Avg: 86141, [Basic(169)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 686: HP: 1499, STR: 132, VIT: 642, SPD: 40, LUK: 1, Attack: 88299, Defense: 85376, Current HP: 1499, A Avg: 111256, D Avg: 85376, [Basic(169)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 685: HP: 1219, STR: 132, VIT: 553, SPD: 40, LUK: 1, Attack: 88299, Defense: 86028, Current HP: 1219, A Avg: 111256, D Avg: 86028, [Basic(169)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 684: HP: 968, STR: 132, VIT: 872, SPD: 40, LUK: 1, Attack: 88299, Defense: 85840, Current HP: 968, A Avg: 111256, D Avg: 85840, [Basic(169)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 683: HP: 880, STR: 132, VIT: 1021, SPD: 40, LUK: 1, Attack: 88299, Defense: 87861, Current HP: 880, A Avg: 111256, D Avg: 87861, [Basic(169)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 682: HP: 1610, STR: 132, VIT: 777, SPD: 40, LUK: 1, Attack: 88299, Defense: 88202, Current HP: 1610, A Avg: 111256, D Avg: 88202, [Basic(169)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 681: HP: 748, STR: 132, VIT: 215, SPD: 40, LUK: 1, Attack: 88299, Defense: 87004, Current HP: 748, A Avg: 111256, D Avg: 87004, [Basic(169)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 680: HP: 748, STR: 132, VIT: 1463, SPD: 40, LUK: 1, Attack: 88299, Defense: 91241, Current HP: 748, A Avg: 111256, D Avg: 91241, [Basic(169)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 679: HP: 1298, STR: 132, VIT: 2114, SPD: 40, LUK: 1, Attack: 88299, Defense: 88902, Current HP: 1298, A Avg: 111256, D Avg: 88902, [Basic(169)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 678: HP: 1078, STR: 132, VIT: 740, SPD: 42, LUK: 1, Attack: 88299, Defense: 86618, Current HP: 1078, A Avg: 111256, D Avg: 86618, [Basic(169)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 677: HP: 1645, STR: 132, VIT: 747, SPD: 40, LUK: 1, Attack: 88299, Defense: 86963, Current HP: 1645, A Avg: 111256, D Avg: 86963, [Basic(169)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 676: HP: 1242, STR: 132, VIT: 985, SPD: 40, LUK: 1, Attack: 88299, Defense: 88020, Current HP: 1242, A Avg: 111256, D Avg: 88020, [Basic(169)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 675: HP: 782, STR: 132, VIT: 964, SPD: 40, LUK: 1, Attack: 88299, Defense: 88012, Current HP: 782, A Avg: 111256, D Avg: 88012, [Basic(169)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 674: HP: 540, STR: 1960, VIT: 142, SPD: 42, LUK: 1, Attack: 89011, Defense: 84330, Current HP: 540, A Avg: 111263, D Avg: 84330, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 673: HP: 770, STR: 141, VIT: 353, SPD: 40, LUK: 1, Attack: 88308, Defense: 84359, Current HP: 770, A Avg: 111268, D Avg: 84359, [Basic(169)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 672: HP: 748, STR: 141, VIT: 3335, SPD: 40, LUK: 1, Attack: 88308, Defense: 89005, Current HP: 748, A Avg: 111268, D Avg: 89005, [Basic(169)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 671: HP: 994, STR: 148, VIT: 432, SPD: 40, LUK: 1, Attack: 88315, Defense: 84373, Current HP: 994, A Avg: 111276, D Avg: 84373, [Basic(169)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 670: HP: 820, STR: 4463, VIT: 326, SPD: 42, LUK: 1, Attack: 89041, Defense: 85554, Current HP: 820, A Avg: 111301, D Avg: 85554, [Magical(187)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 669: HP: 1012, STR: 2461, VIT: 956, SPD: 40, LUK: 1, Attack: 88339, Defense: 86184, Current HP: 1012, A Avg: 111307, D Avg: 86184, [Blue Sword(180)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 668: HP: 3933, STR: 2526, VIT: 824, SPD: 40, LUK: 1, Attack: 88339, Defense: 85324, Current HP: 3933, A Avg: 111307, D Avg: 85324, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 667: HP: 748, STR: 179, VIT: 353, SPD: 42, LUK: 1, Attack: 88346, Defense: 84378, Current HP: 748, A Avg: 111315, D Avg: 84378, [Basic(169)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 666: HP: 1122, STR: 187, VIT: 434, SPD: 40, LUK: 1, Attack: 88354, Defense: 84674, Current HP: 1122, A Avg: 111326, D Avg: 84674, [Basic(169)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 665: HP: 740, STR: 3526, VIT: 550, SPD: 45, LUK: 1, Attack: 89066, Defense: 84894, Current HP: 740, A Avg: 111332, D Avg: 84894, [Zodiac(184)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 664: HP: 897, STR: 198, VIT: 353, SPD: 40, LUK: 1, Attack: 88365, Defense: 84853, Current HP: 897, A Avg: 111339, D Avg: 84853, [Basic(169)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 663: HP: 3828, STR: 2553, VIT: 1138, SPD: 40, LUK: 1, Attack: 88366, Defense: 85729, Current HP: 3828, A Avg: 111341, D Avg: 85729, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 662: HP: 4092, STR: 2553, VIT: 1201, SPD: 40, LUK: 1, Attack: 88366, Defense: 88119, Current HP: 4092, A Avg: 111341, D Avg: 88119, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 661: HP: 1122, STR: 216, VIT: 600, SPD: 40, LUK: 1, Attack: 88383, Defense: 86218, Current HP: 1122, A Avg: 111362, D Avg: 86218, [Basic(169)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 660: HP: 959, STR: 217, VIT: 839, SPD: 40, LUK: 1, Attack: 88384, Defense: 85677, Current HP: 959, A Avg: 111363, D Avg: 85677, [Basic(169)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 659: HP: 1122, STR: 233, VIT: 499, SPD: 40, LUK: 1, Attack: 88400, Defense: 85363, Current HP: 1122, A Avg: 111384, D Avg: 85363, [Basic(169)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 658: HP: 1034, STR: 233, VIT: 553, SPD: 42, LUK: 1, Attack: 88400, Defense: 84975, Current HP: 1034, A Avg: 111384, D Avg: 84975, [Basic(169)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 657: HP: 4784, STR: 2595, VIT: 1216, SPD: 40, LUK: 1, Attack: 88408, Defense: 87328, Current HP: 4784, A Avg: 111394, D Avg: 87328, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 656: HP: 1820, STR: 4617, VIT: 673, SPD: 45, LUK: 1, Attack: 89117, Defense: 87461, Current HP: 1820, A Avg: 111396, D Avg: 87461, [Divine Dragon Sword(181)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 655: HP: 4224, STR: 2611, VIT: 1441, SPD: 40, LUK: 1, Attack: 88424, Defense: 86435, Current HP: 4224, A Avg: 111414, D Avg: 86435, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 654: HP: 1122, STR: 257, VIT: 904, SPD: 40, LUK: 1, Attack: 88424, Defense: 87705, Current HP: 1122, A Avg: 111414, D Avg: 87705, [Basic(169)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 653: HP: 780, STR: 2646, VIT: 809, SPD: 45, LUK: 1, Attack: 89135, Defense: 85153, Current HP: 780, A Avg: 111418, D Avg: 85153, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 652: HP: 1716, STR: 1955, VIT: 1195, SPD: 42, LUK: 1, Attack: 88444, Defense: 87983, Current HP: 1716, A Avg: 111439, D Avg: 87983, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 651: HP: 4444, STR: 2638, VIT: 2142, SPD: 40, LUK: 1, Attack: 88451, Defense: 89710, Current HP: 4444, A Avg: 111448, D Avg: 89710, [Spear of Regression(182)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 650: HP: 3806, STR: 2641, VIT: 761, SPD: 40, LUK: 1, Attack: 88454, Defense: 84624, Current HP: 3806, A Avg: 111452, D Avg: 84624, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 649: HP: 1408, STR: 311, VIT: 1671, SPD: 40, LUK: 1, Attack: 88478, Defense: 89239, Current HP: 1408, A Avg: 111482, D Avg: 89239, [Basic(169)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 648: HP: 770, STR: 314, VIT: 291, SPD: 40, LUK: 1, Attack: 88481, Defense: 84154, Current HP: 770, A Avg: 111486, D Avg: 84154, [Basic(169)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 647: HP: 1220, STR: 3511, VIT: 142, SPD: 42, LUK: 1, Attack: 89194, Defense: 87970, Current HP: 1220, A Avg: 111492, D Avg: 87970, [Dancing(155)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 646: HP: 1220, STR: 4276, VIT: 142, SPD: 45, LUK: 1, Attack: 89205, Defense: 86930, Current HP: 1220, A Avg: 111506, D Avg: 86930, [Jack Knife(185)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 645: HP: 540, STR: 2176, VIT: 142, SPD: 45, LUK: 1, Attack: 89227, Defense: 84486, Current HP: 540, A Avg: 111533, D Avg: 84486, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 644: HP: 792, STR: 363, VIT: 668, SPD: 40, LUK: 1, Attack: 88530, Defense: 85259, Current HP: 792, A Avg: 111547, D Avg: 85259, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 643: HP: 1056, STR: 363, VIT: 730, SPD: 40, LUK: 1, Attack: 88530, Defense: 87648, Current HP: 1056, A Avg: 111547, D Avg: 87648, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 642: HP: 1164, STR: 3362, VIT: 704, SPD: 40, LUK: 1, Attack: 89240, Defense: 85438, Current HP: 1164, A Avg: 111550, D Avg: 85438, [Blue Sword(180)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
