Rank 1000: HP: 760, STR: 1220, VIT: 788, SPD: 25, LUK: 1, Attack: 87709, Defense: 87706, Current HP: 760, A Avg: 109636, D Avg: 87706, [Cuttlefish(178)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 735: HP: 340, STR: 1400, VIT: 125, SPD: 25, LUK: 1, Attack: 88451, Defense: 84313, Current HP: 340, A Avg: 110563, D Avg: 84313, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 734: HP: 544, STR: 294, VIT: 244, SPD: 25, LUK: 1, Attack: 88461, Defense: 84185, Current HP: 544, A Avg: 110576, D Avg: 84185, [Basic(169)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 733: HP: 760, STR: 1982, VIT: 686, SPD: 25, LUK: 1, Attack: 88471, Defense: 85914, Current HP: 760, A Avg: 110588, D Avg: 85914, [Cuttlefish(178)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 732: HP: 380, STR: 318, VIT: 207, SPD: 27, LUK: 1, Attack: 88485, Defense: 84232, Current HP: 380, A Avg: 110606, D Avg: 84232, [Basic(169)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 731: HP: 900, STR: 2643, VIT: 414, SPD: 25, LUK: 1, Attack: 88495, Defense: 88242, Current HP: 900, A Avg: 110618, D Avg: 88242, [Santoku(159)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 730: HP: 620, STR: 332, VIT: 246, SPD: 25, LUK: 1, Attack: 88499, Defense: 84486, Current HP: 620, A Avg: 110623, D Avg: 84486, [Basic(169)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 729: HP: 1060, STR: 2629, VIT: 363, SPD: 27, LUK: 1, Attack: 88507, Defense: 87151, Current HP: 1060, A Avg: 110633, D Avg: 87151, [God Hand(179)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 728: HP: 1034, STR: 1280, VIT: 415, SPD: 25, LUK: 1, Attack: 87808, Defense: 87203, Current HP: 1034, A Avg: 110638, D Avg: 87203, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 727: HP: 476, STR: 344, VIT: 207, SPD: 25, LUK: 1, Attack: 88511, Defense: 84707, Current HP: 476, A Avg: 110638, D Avg: 84707, [Basic(169)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 726: HP: 583, STR: 353, VIT: 300, SPD: 25, LUK: 1, Attack: 88520, Defense: 85918, Current HP: 583, A Avg: 110650, D Avg: 85918, [Basic(169)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 725: HP: 492, STR: 356, VIT: 444, SPD: 25, LUK: 1, Attack: 88523, Defense: 85282, Current HP: 492, A Avg: 110653, D Avg: 85282, [Basic(169)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 724: HP: 940, STR: 4032, VIT: 520, SPD: 25, LUK: 1, Attack: 88532, Defense: 88348, Current HP: 940, A Avg: 110665, D Avg: 88348, [Divine Dragon Sword(181)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 723: HP: 340, STR: 2662, VIT: 316, SPD: 27, LUK: 1, Attack: 88540, Defense: 84660, Current HP: 340, A Avg: 110675, D Avg: 84660, [Blue Sword(180)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 722: HP: 340, STR: 1490, VIT: 125, SPD: 27, LUK: 1, Attack: 88541, Defense: 84261, Current HP: 340, A Avg: 110676, D Avg: 84261, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 721: HP: 484, STR: 788, VIT: 124, SPD: 24, LUK: 1, Attack: 87839, Defense: 84312, Current HP: 484, A Avg: 110677, D Avg: 84312, [Tekken(188)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 720: HP: 1020, STR: 3007, VIT: 363, SPD: 27, LUK: 1, Attack: 88547, Defense: 87151, Current HP: 1020, A Avg: 110683, D Avg: 87151, [Zodiac(184)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 719: HP: 620, STR: 383, VIT: 271, SPD: 25, LUK: 1, Attack: 88550, Defense: 85135, Current HP: 620, A Avg: 110687, D Avg: 85135, [Basic(169)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 718: HP: 540, STR: 383, VIT: 287, SPD: 27, LUK: 1, Attack: 88550, Defense: 84709, Current HP: 540, A Avg: 110687, D Avg: 84709, [Basic(169)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 717: HP: 2576, STR: 2035, VIT: 530, SPD: 24, LUK: 1, Attack: 87848, Defense: 84253, Current HP: 2576, A Avg: 110688, D Avg: 84253, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 716: HP: 2576, STR: 2035, VIT: 530, SPD: 24, LUK: 1, Attack: 87848, Defense: 84263, Current HP: 2576, A Avg: 110688, D Avg: 84263, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 715: HP: 2464, STR: 2035, VIT: 564, SPD: 24, LUK: 1, Attack: 87848, Defense: 84433, Current HP: 2464, A Avg: 110688, D Avg: 84433, [Spear of Regression(182)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 714: HP: 2464, STR: 2035, VIT: 572, SPD: 24, LUK: 1, Attack: 87848, Defense: 84376, Current HP: 2464, A Avg: 110688, D Avg: 84376, [Spear of Regression(182)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 713: HP: 2464, STR: 2035, VIT: 588, SPD: 24, LUK: 1, Attack: 87848, Defense: 84451, Current HP: 2464, A Avg: 110688, D Avg: 84451, [Spear of Regression(182)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 712: HP: 2464, STR: 2035, VIT: 615, SPD: 24, LUK: 1, Attack: 87848, Defense: 84504, Current HP: 2464, A Avg: 110688, D Avg: 84504, [Spear of Regression(182)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 711: HP: 2576, STR: 2035, VIT: 616, SPD: 24, LUK: 1, Attack: 87848, Defense: 84492, Current HP: 2576, A Avg: 110688, D Avg: 84492, [Spear of Regression(182)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 710: HP: 2640, STR: 2035, VIT: 664, SPD: 24, LUK: 1, Attack: 87848, Defense: 84501, Current HP: 2640, A Avg: 110688, D Avg: 84501, [Spear of Regression(182)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 709: HP: 2645, STR: 2035, VIT: 579, SPD: 24, LUK: 1, Attack: 87848, Defense: 84351, Current HP: 2645, A Avg: 110688, D Avg: 84351, [Spear of Regression(182)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 708: HP: 2691, STR: 2035, VIT: 616, SPD: 24, LUK: 1, Attack: 87848, Defense: 84635, Current HP: 2691, A Avg: 110688, D Avg: 84635, [Spear of Regression(182)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 707: HP: 2552, STR: 2035, VIT: 602, SPD: 24, LUK: 1, Attack: 87848, Defense: 84530, Current HP: 2552, A Avg: 110688, D Avg: 84530, [Spear of Regression(182)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 706: HP: 2916, STR: 2035, VIT: 738, SPD: 24, LUK: 1, Attack: 87848, Defense: 85300, Current HP: 2916, A Avg: 110688, D Avg: 85300, [Spear of Regression(182)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 705: HP: 2754, STR: 2035, VIT: 588, SPD: 24, LUK: 1, Attack: 87848, Defense: 84516, Current HP: 2754, A Avg: 110688, D Avg: 84516, [Spear of Regression(182)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 704: HP: 2576, STR: 2035, VIT: 1175, SPD: 24, LUK: 1, Attack: 87848, Defense: 87963, Current HP: 2576, A Avg: 110688, D Avg: 87963, [Spear of Regression(182)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 703: HP: 4026, STR: 2035, VIT: 550, SPD: 24, LUK: 1, Attack: 87848, Defense: 86467, Current HP: 4026, A Avg: 110688, D Avg: 86467, [Spear of Regression(182)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 702: HP: 3109, STR: 2035, VIT: 800, SPD: 24, LUK: 1, Attack: 87848, Defense: 85534, Current HP: 3109, A Avg: 110688, D Avg: 85534, [Spear of Regression(182)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 701: HP: 2898, STR: 2035, VIT: 738, SPD: 24, LUK: 1, Attack: 87848, Defense: 86213, Current HP: 2898, A Avg: 110688, D Avg: 86213, [Spear of Regression(182)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 700: HP: 2684, STR: 2035, VIT: 928, SPD: 24, LUK: 1, Attack: 87848, Defense: 85896, Current HP: 2684, A Avg: 110688, D Avg: 85896, [Spear of Regression(182)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 699: HP: 2596, STR: 2035, VIT: 1076, SPD: 24, LUK: 1, Attack: 87848, Defense: 87916, Current HP: 2596, A Avg: 110688, D Avg: 87916, [Spear of Regression(182)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 698: HP: 3059, STR: 2035, VIT: 857, SPD: 24, LUK: 1, Attack: 87848, Defense: 88282, Current HP: 3059, A Avg: 110688, D Avg: 88282, [Spear of Regression(182)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 697: HP: 2464, STR: 2035, VIT: 530, SPD: 24, LUK: 1, Attack: 87848, Defense: 87319, Current HP: 2464, A Avg: 110688, D Avg: 87319, [Spear of Regression(182)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 696: HP: 3014, STR: 2035, VIT: 1765, SPD: 24, LUK: 1, Attack: 87848, Defense: 88553, Current HP: 3014, A Avg: 110688, D Avg: 88553, [Spear of Regression(182)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 695: HP: 2794, STR: 2035, VIT: 847, SPD: 25, LUK: 1, Attack: 87848, Defense: 86725, Current HP: 2794, A Avg: 110688, D Avg: 86725, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 694: HP: 3097, STR: 2035, VIT: 912, SPD: 24, LUK: 1, Attack: 87848, Defense: 87128, Current HP: 3097, A Avg: 110688, D Avg: 87128, [Spear of Regression(182)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 693: HP: 3036, STR: 2035, VIT: 1195, SPD: 24, LUK: 1, Attack: 87848, Defense: 88230, Current HP: 3036, A Avg: 110688, D Avg: 88230, [Spear of Regression(182)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 692: HP: 2576, STR: 2035, VIT: 967, SPD: 24, LUK: 1, Attack: 87848, Defense: 88015, Current HP: 2576, A Avg: 110688, D Avg: 88015, [Spear of Regression(182)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 691: HP: 836, STR: 1509, VIT: 405, SPD: 24, LUK: 1, Attack: 87855, Defense: 88233, Current HP: 836, A Avg: 110697, D Avg: 88233, [Progress(147)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 690: HP: 620, STR: 396, VIT: 469, SPD: 25, LUK: 1, Attack: 88563, Defense: 87270, Current HP: 620, A Avg: 110703, D Avg: 87270, [Basic(169)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 689: HP: 2644, STR: 2051, VIT: 677, SPD: 24, LUK: 1, Attack: 87864, Defense: 84618, Current HP: 2644, A Avg: 110708, D Avg: 84618, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 688: HP: 484, STR: 825, VIT: 124, SPD: 25, LUK: 1, Attack: 87876, Defense: 84260, Current HP: 484, A Avg: 110723, D Avg: 84260, [Tekken(188)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 687: HP: 340, STR: 3651, VIT: 125, SPD: 25, LUK: 1, Attack: 88580, Defense: 87953, Current HP: 340, A Avg: 110725, D Avg: 87953, [Jack Knife(185)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 686: HP: 2464, STR: 2065, VIT: 616, SPD: 25, LUK: 1, Attack: 87878, Defense: 84641, Current HP: 2464, A Avg: 110726, D Avg: 84641, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 685: HP: 2728, STR: 2073, VIT: 680, SPD: 24, LUK: 1, Attack: 87886, Defense: 84920, Current HP: 2728, A Avg: 110736, D Avg: 84920, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 684: HP: 580, STR: 2106, VIT: 571, SPD: 27, LUK: 1, Attack: 88595, Defense: 84915, Current HP: 580, A Avg: 110743, D Avg: 84915, [Cuttlefish(178)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 683: HP: 2778, STR: 2086, VIT: 759, SPD: 24, LUK: 1, Attack: 87899, Defense: 86377, Current HP: 2778, A Avg: 110752, D Avg: 86377, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 682: HP: 2587, STR: 2088, VIT: 977, SPD: 24, LUK: 1, Attack: 87901, Defense: 85815, Current HP: 2587, A Avg: 110755, D Avg: 85815, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 681: HP: 2728, STR: 2104, VIT: 718, SPD: 24, LUK: 1, Attack: 87917, Defense: 85582, Current HP: 2728, A Avg: 110775, D Avg: 85582, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 680: HP: 2640, STR: 2104, VIT: 738, SPD: 25, LUK: 1, Attack: 87917, Defense: 85160, Current HP: 2640, A Avg: 110775, D Avg: 85160, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 679: HP: 1140, STR: 2278, VIT: 309, SPD: 27, LUK: 1, Attack: 88624, Defense: 87097, Current HP: 1140, A Avg: 110780, D Avg: 87097, [Progress(147)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 678: HP: 2728, STR: 2112, VIT: 1015, SPD: 24, LUK: 1, Attack: 87925, Defense: 87816, Current HP: 2728, A Avg: 110785, D Avg: 87816, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 677: HP: 400, STR: 478, VIT: 183, SPD: 25, LUK: 1, Attack: 88645, Defense: 84046, Current HP: 400, A Avg: 110806, D Avg: 84046, [Basic(169)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 676: HP: 420, STR: 494, VIT: 345, SPD: 25, LUK: 1, Attack: 88661, Defense: 84936, Current HP: 420, A Avg: 110826, D Avg: 84936, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 675: HP: 560, STR: 494, VIT: 368, SPD: 25, LUK: 1, Attack: 88661, Defense: 87286, Current HP: 560, A Avg: 110826, D Avg: 87286, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 674: HP: 484, STR: 2087, VIT: 415, SPD: 24, LUK: 1, Attack: 87965, Defense: 88243, Current HP: 484, A Avg: 110835, D Avg: 88243, [Blue Sword(180)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 673: HP: 2486, STR: 2162, VIT: 616, SPD: 24, LUK: 1, Attack: 87975, Defense: 84622, Current HP: 2486, A Avg: 110848, D Avg: 84622, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 672: HP: 2464, STR: 2162, VIT: 2350, SPD: 24, LUK: 1, Attack: 87975, Defense: 88020, Current HP: 2464, A Avg: 110848, D Avg: 88020, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 671: HP: 2508, STR: 2169, VIT: 826, SPD: 24, LUK: 1, Attack: 87982, Defense: 85417, Current HP: 2508, A Avg: 110857, D Avg: 85417, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 670: HP: 2662, STR: 2169, VIT: 863, SPD: 24, LUK: 1, Attack: 87982, Defense: 87781, Current HP: 2662, A Avg: 110857, D Avg: 87781, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 669: HP: 1276, STR: 1507, VIT: 805, SPD: 25, LUK: 1, Attack: 87996, Defense: 87593, Current HP: 1276, A Avg: 110874, D Avg: 87593, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 668: HP: 2569, STR: 2203, VIT: 616, SPD: 24, LUK: 1, Attack: 88016, Defense: 85116, Current HP: 2569, A Avg: 110900, D Avg: 85116, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 667: HP: 524, STR: 554, VIT: 215, SPD: 25, LUK: 1, Attack: 88721, Defense: 84221, Current HP: 524, A Avg: 110901, D Avg: 84221, [Basic(169)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 666: HP: 580, STR: 557, VIT: 207, SPD: 25, LUK: 1, Attack: 88724, Defense: 84096, Current HP: 580, A Avg: 110905, D Avg: 84096, [Basic(169)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 665: HP: 980, STR: 557, VIT: 848, SPD: 25, LUK: 1, Attack: 88724, Defense: 88416, Current HP: 980, A Avg: 110905, D Avg: 88416, [Basic(169)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 664: HP: 506, STR: 1496, VIT: 415, SPD: 24, LUK: 1, Attack: 88024, Defense: 88243, Current HP: 506, A Avg: 110910, D Avg: 88243, [Moon Knuckle(153)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 663: HP: 3174, STR: 2227, VIT: 904, SPD: 24, LUK: 1, Attack: 88040, Defense: 87016, Current HP: 3174, A Avg: 110930, D Avg: 87016, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 662: HP: 945, STR: 591, VIT: 396, SPD: 25, LUK: 1, Attack: 88758, Defense: 86508, Current HP: 945, A Avg: 110947, D Avg: 86508, [Basic(169)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 661: HP: 2904, STR: 2243, VIT: 1144, SPD: 24, LUK: 1, Attack: 88056, Defense: 86138, Current HP: 2904, A Avg: 110950, D Avg: 86138, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 660: HP: 484, STR: 1008, VIT: 124, SPD: 25, LUK: 1, Attack: 88059, Defense: 84468, Current HP: 484, A Avg: 110954, D Avg: 84468, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 659: HP: 840, STR: 2257, VIT: 316, SPD: 27, LUK: 1, Attack: 88785, Defense: 87104, Current HP: 840, A Avg: 110981, D Avg: 87104, [Moon Knuckle(153)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 658: HP: 780, STR: 618, VIT: 556, SPD: 25, LUK: 1, Attack: 88785, Defense: 85550, Current HP: 780, A Avg: 110981, D Avg: 85550, [Basic(169)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 657: HP: 2486, STR: 2284, VIT: 579, SPD: 24, LUK: 1, Attack: 88097, Defense: 84442, Current HP: 2486, A Avg: 111002, D Avg: 84442, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 656: HP: 580, STR: 2951, VIT: 363, SPD: 25, LUK: 1, Attack: 88829, Defense: 88191, Current HP: 580, A Avg: 111036, D Avg: 88191, [God Hand(179)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 655: HP: 2622, STR: 2330, VIT: 629, SPD: 24, LUK: 1, Attack: 88143, Defense: 84635, Current HP: 2622, A Avg: 111060, D Avg: 84635, [Spear of Regression(182)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 654: HP: 340, STR: 1798, VIT: 125, SPD: 27, LUK: 1, Attack: 88849, Defense: 84469, Current HP: 340, A Avg: 111061, D Avg: 84469, [Tekken(188)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 653: HP: 2684, STR: 2332, VIT: 616, SPD: 24, LUK: 1, Attack: 88145, Defense: 84505, Current HP: 2684, A Avg: 111062, D Avg: 84505, [Spear of Regression(182)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 652: HP: 3124, STR: 2332, VIT: 1596, SPD: 24, LUK: 1, Attack: 88145, Defense: 89164, Current HP: 3124, A Avg: 111062, D Avg: 89164, [Spear of Regression(182)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 651: HP: 540, STR: 3343, VIT: 363, SPD: 25, LUK: 1, Attack: 88883, Defense: 88191, Current HP: 540, A Avg: 111103, D Avg: 88191, [Zodiac(184)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 650: HP: 748, STR: 1737, VIT: 805, SPD: 24, LUK: 1, Attack: 88226, Defense: 88633, Current HP: 748, A Avg: 111164, D Avg: 88633, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 649: HP: 660, STR: 2587, VIT: 309, SPD: 25, LUK: 1, Attack: 88933, Defense: 88137, Current HP: 660, A Avg: 111166, D Avg: 88137, [Progress(147)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 648: HP: 552, STR: 100, VIT: 163, SPD: 24, LUK: 1, Attack: 88267, Defense: 83886, Current HP: 552, A Avg: 111216, D Avg: 83886, [Basic(169)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 647: HP: 552, STR: 100, VIT: 163, SPD: 24, LUK: 1, Attack: 88267, Defense: 83896, Current HP: 552, A Avg: 111216, D Avg: 83896, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 646: HP: 528, STR: 100, VIT: 183, SPD: 24, LUK: 1, Attack: 88267, Defense: 84052, Current HP: 528, A Avg: 111216, D Avg: 84052, [Basic(169)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 645: HP: 528, STR: 100, VIT: 191, SPD: 24, LUK: 1, Attack: 88267, Defense: 83995, Current HP: 528, A Avg: 111216, D Avg: 83995, [Basic(169)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 644: HP: 528, STR: 100, VIT: 207, SPD: 24, LUK: 1, Attack: 88267, Defense: 84070, Current HP: 528, A Avg: 111216, D Avg: 84070, [Basic(169)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 643: HP: 528, STR: 100, VIT: 234, SPD: 24, LUK: 1, Attack: 88267, Defense: 84123, Current HP: 528, A Avg: 111216, D Avg: 84123, [Basic(169)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 642: HP: 552, STR: 100, VIT: 249, SPD: 24, LUK: 1, Attack: 88267, Defense: 84125, Current HP: 552, A Avg: 111216, D Avg: 84125, [Basic(169)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 641: HP: 704, STR: 100, VIT: 283, SPD: 24, LUK: 1, Attack: 88267, Defense: 84120, Current HP: 704, A Avg: 111216, D Avg: 84120, [Basic(169)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 640: HP: 621, STR: 100, VIT: 213, SPD: 24, LUK: 1, Attack: 88267, Defense: 83985, Current HP: 621, A Avg: 111216, D Avg: 83985, [Basic(169)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 639: HP: 667, STR: 100, VIT: 249, SPD: 24, LUK: 1, Attack: 88267, Defense: 84268, Current HP: 667, A Avg: 111216, D Avg: 84268, [Basic(169)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 638: HP: 616, STR: 100, VIT: 221, SPD: 24, LUK: 1, Attack: 88267, Defense: 84149, Current HP: 616, A Avg: 111216, D Avg: 84149, [Basic(169)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
