Rank 1000: HP: 95, STR: 30, VIT: 21, SPD: 1, LUK: 1, Attack: 148945, Defense: 83949, Current HP: 95, A Avg: 1240711, D Avg: 117528, [Sword of Evil[189, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 789: HP: 320, STR: 41, VIT: 83, SPD: 1, LUK: 2, Attack: 148961, Defense: 84817, Current HP: 320, A Avg: 1240845, D Avg: 118743, [Sword of Evil[189, 0, 0, 0], Slafield[232, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 788: HP: 460, STR: 41, VIT: 122, SPD: 1, LUK: 1, Attack: 148961, Defense: 84856, Current HP: 460, A Avg: 1240845, D Avg: 118798, [Sword of Evil[189, 0, 0, 0], Slafield[232, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 787: HP: 220, STR: 41, VIT: 62, SPD: 1, LUK: 2, Attack: 148961, Defense: 85537, Current HP: 220, A Avg: 1240845, D Avg: 119751, [Sword of Evil[189, 0, 0, 0], Mist Shield[233, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 786: HP: 345, STR: 41, VIT: 92, SPD: 1, LUK: 1, Attack: 148961, Defense: 85567, Current HP: 345, A Avg: 1240845, D Avg: 119793, [Sword of Evil[189, 0, 0, 0], Mist Shield[233, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 785: HP: 266, STR: 41, VIT: 43, SPD: 1, LUK: 2, Attack: 148961, Defense: 85011, Current HP: 266, A Avg: 1240845, D Avg: 119015, [Sword of Evil[189, 0, 0, 0], Huge Shield[234, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 784: HP: 396, STR: 41, VIT: 63, SPD: 1, LUK: 1, Attack: 148961, Defense: 85031, Current HP: 396, A Avg: 1240845, D Avg: 119043, [Sword of Evil[189, 0, 0, 0], Huge Shield[234, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 783: HP: 57, STR: 41, VIT: 222, SPD: 1, LUK: 1, Attack: 148961, Defense: 85060, Current HP: 57, A Avg: 1240845, D Avg: 119083, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 782: HP: 57, STR: 41, VIT: 254, SPD: 1, LUK: 1, Attack: 148961, Defense: 85092, Current HP: 57, A Avg: 1240845, D Avg: 119128, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 781: HP: 232, STR: 41, VIT: 184, SPD: 1, LUK: 1, Attack: 148961, Defense: 85022, Current HP: 232, A Avg: 1240845, D Avg: 119030, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 780: HP: 190, STR: 41, VIT: 186, SPD: 1, LUK: 2, Attack: 148961, Defense: 87026, Current HP: 190, A Avg: 1240845, D Avg: 121836, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 779: HP: 308, STR: 41, VIT: 276, SPD: 1, LUK: 1, Attack: 148961, Defense: 87116, Current HP: 308, A Avg: 1240845, D Avg: 121962, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 778: HP: 80, STR: 41, VIT: 41, SPD: 1, LUK: 2, Attack: 148961, Defense: 87466, Current HP: 80, A Avg: 1240845, D Avg: 122452, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 777: HP: 184, STR: 41, VIT: 61, SPD: 1, LUK: 1, Attack: 148961, Defense: 87486, Current HP: 184, A Avg: 1240845, D Avg: 122480, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 776: HP: 76, STR: 41, VIT: 41, SPD: 1, LUK: 2, Attack: 148961, Defense: 86830, Current HP: 76, A Avg: 1240845, D Avg: 121561, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 775: HP: 176, STR: 41, VIT: 61, SPD: 1, LUK: 1, Attack: 148961, Defense: 86850, Current HP: 176, A Avg: 1240845, D Avg: 121589, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 774: HP: 76, STR: 41, VIT: 41, SPD: 1, LUK: 2, Attack: 148961, Defense: 89819, Current HP: 76, A Avg: 1240845, D Avg: 125746, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 773: HP: 176, STR: 41, VIT: 61, SPD: 1, LUK: 1, Attack: 148961, Defense: 89839, Current HP: 176, A Avg: 1240845, D Avg: 125774, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 772: HP: 551, STR: 41, VIT: 261, SPD: 1, LUK: 2, Attack: 148961, Defense: 87049, Current HP: 551, A Avg: 1240845, D Avg: 121868, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 771: HP: 726, STR: 41, VIT: 381, SPD: 1, LUK: 1, Attack: 148961, Defense: 87169, Current HP: 726, A Avg: 1240845, D Avg: 122036, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 770: HP: 361, STR: 41, VIT: 62, SPD: 1, LUK: 2, Attack: 148961, Defense: 85940, Current HP: 361, A Avg: 1240845, D Avg: 120315, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 769: HP: 506, STR: 41, VIT: 92, SPD: 1, LUK: 1, Attack: 148961, Defense: 85970, Current HP: 506, A Avg: 1240845, D Avg: 120357, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 768: HP: 304, STR: 41, VIT: 152, SPD: 1, LUK: 2, Attack: 148961, Defense: 86368, Current HP: 304, A Avg: 1240845, D Avg: 120915, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 767: HP: 440, STR: 41, VIT: 222, SPD: 1, LUK: 1, Attack: 148961, Defense: 86438, Current HP: 440, A Avg: 1240845, D Avg: 121013, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 766: HP: 480, STR: 41, VIT: 456, SPD: 1, LUK: 2, Attack: 148961, Defense: 87491, Current HP: 480, A Avg: 1240845, D Avg: 122487, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 765: HP: 644, STR: 41, VIT: 676, SPD: 1, LUK: 1, Attack: 148961, Defense: 87711, Current HP: 644, A Avg: 1240845, D Avg: 122795, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 764: HP: 300, STR: 41, VIT: 20, SPD: 1, LUK: 1, Attack: 148961, Defense: 87068, Current HP: 300, A Avg: 1240845, D Avg: 121895, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 763: HP: 60, STR: 41, VIT: 20, SPD: 1, LUK: 1, Attack: 148961, Defense: 87068, Current HP: 60, A Avg: 1240845, D Avg: 121895, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 762: HP: 68, STR: 43, VIT: 29, SPD: 1, LUK: 1, Attack: 148964, Defense: 85647, Current HP: 68, A Avg: 1240870, D Avg: 119905, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 761: HP: 171, STR: 43, VIT: 174, SPD: 2, LUK: 1, Attack: 148964, Defense: 86975, Current HP: 171, A Avg: 1240870, D Avg: 121764, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 760: HP: 95, STR: 44, VIT: 51, SPD: 1, LUK: 2, Attack: 148966, Defense: 84057, Current HP: 95, A Avg: 1240886, D Avg: 117679, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 759: HP: 198, STR: 44, VIT: 76, SPD: 1, LUK: 1, Attack: 148966, Defense: 84082, Current HP: 198, A Avg: 1240886, D Avg: 117714, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 758: HP: 104, STR: 44, VIT: 46, SPD: 1, LUK: 1, Attack: 148966, Defense: 84546, Current HP: 104, A Avg: 1240886, D Avg: 118364, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 757: HP: 145, STR: 44, VIT: 41, SPD: 1, LUK: 1, Attack: 148966, Defense: 84541, Current HP: 145, A Avg: 1240886, D Avg: 118357, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 756: HP: 133, STR: 44, VIT: 41, SPD: 2, LUK: 1, Attack: 148966, Defense: 84541, Current HP: 133, A Avg: 1240886, D Avg: 118357, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 755: HP: 330, STR: 44, VIT: 76, SPD: 1, LUK: 1, Attack: 148966, Defense: 84576, Current HP: 330, A Avg: 1240886, D Avg: 118406, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 754: HP: 152, STR: 44, VIT: 222, SPD: 1, LUK: 1, Attack: 148966, Defense: 87023, Current HP: 152, A Avg: 1240886, D Avg: 121832, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 753: HP: 152, STR: 44, VIT: 254, SPD: 1, LUK: 1, Attack: 148966, Defense: 87055, Current HP: 152, A Avg: 1240886, D Avg: 121876, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 752: HP: 377, STR: 44, VIT: 184, SPD: 1, LUK: 1, Attack: 148966, Defense: 86985, Current HP: 377, A Avg: 1240886, D Avg: 121778, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 751: HP: 76, STR: 44, VIT: 41, SPD: 1, LUK: 2, Attack: 148966, Defense: 85711, Current HP: 76, A Avg: 1240886, D Avg: 119995, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 750: HP: 176, STR: 44, VIT: 61, SPD: 1, LUK: 1, Attack: 148966, Defense: 85731, Current HP: 176, A Avg: 1240886, D Avg: 120023, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 749: HP: 57, STR: 46, VIT: 31, SPD: 2, LUK: 1, Attack: 148969, Defense: 84056, Current HP: 57, A Avg: 1240911, D Avg: 117678, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 748: HP: 338, STR: 46, VIT: 31, SPD: 1, LUK: 1, Attack: 148969, Defense: 85649, Current HP: 338, A Avg: 1240911, D Avg: 119908, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 747: HP: 57, STR: 46, VIT: 152, SPD: 1, LUK: 1, Attack: 148969, Defense: 84990, Current HP: 57, A Avg: 1240911, D Avg: 118985, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 746: HP: 60, STR: 46, VIT: 30, SPD: 1, LUK: 1, Attack: 148969, Defense: 87078, Current HP: 60, A Avg: 1240911, D Avg: 121909, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 745: HP: 60, STR: 46, VIT: 61, SPD: 1, LUK: 1, Attack: 148969, Defense: 87109, Current HP: 60, A Avg: 1240911, D Avg: 121952, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 744: HP: 240, STR: 46, VIT: 51, SPD: 1, LUK: 1, Attack: 148969, Defense: 87099, Current HP: 240, A Avg: 1240911, D Avg: 121938, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 743: HP: 190, STR: 48, VIT: 76, SPD: 2, LUK: 1, Attack: 148972, Defense: 84017, Current HP: 190, A Avg: 1240936, D Avg: 117623, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 742: HP: 209, STR: 48, VIT: 78, SPD: 2, LUK: 1, Attack: 148972, Defense: 84318, Current HP: 209, A Avg: 1240936, D Avg: 118045, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 741: HP: 314, STR: 49, VIT: 34, SPD: 1, LUK: 1, Attack: 148973, Defense: 84059, Current HP: 314, A Avg: 1240945, D Avg: 117682, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 740: HP: 314, STR: 49, VIT: 166, SPD: 1, LUK: 1, Attack: 148973, Defense: 85004, Current HP: 314, A Avg: 1240945, D Avg: 119005, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 739: HP: 152, STR: 49, VIT: 152, SPD: 1, LUK: 1, Attack: 148973, Defense: 86953, Current HP: 152, A Avg: 1240945, D Avg: 121734, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 738: HP: 88, STR: 50, VIT: 49, SPD: 1, LUK: 2, Attack: 148975, Defense: 85667, Current HP: 88, A Avg: 1240961, D Avg: 119933, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 737: HP: 193, STR: 50, VIT: 73, SPD: 1, LUK: 1, Attack: 148975, Defense: 85691, Current HP: 193, A Avg: 1240961, D Avg: 119967, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 736: HP: 152, STR: 50, VIT: 72, SPD: 2, LUK: 1, Attack: 148975, Defense: 84572, Current HP: 152, A Avg: 1240961, D Avg: 118400, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 735: HP: 76, STR: 52, VIT: 51, SPD: 1, LUK: 2, Attack: 148978, Defense: 84076, Current HP: 76, A Avg: 1240986, D Avg: 117706, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 734: HP: 176, STR: 52, VIT: 76, SPD: 1, LUK: 1, Attack: 148978, Defense: 84101, Current HP: 176, A Avg: 1240986, D Avg: 117741, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 733: HP: 133, STR: 52, VIT: 47, SPD: 1, LUK: 1, Attack: 148978, Defense: 83988, Current HP: 133, A Avg: 1240986, D Avg: 117583, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 732: HP: 133, STR: 52, VIT: 79, SPD: 1, LUK: 1, Attack: 148978, Defense: 84020, Current HP: 133, A Avg: 1240986, D Avg: 117627, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 731: HP: 348, STR: 52, VIT: 65, SPD: 1, LUK: 1, Attack: 148978, Defense: 84006, Current HP: 348, A Avg: 1240986, D Avg: 117608, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 730: HP: 152, STR: 52, VIT: 50, SPD: 1, LUK: 1, Attack: 148978, Defense: 84290, Current HP: 152, A Avg: 1240986, D Avg: 118005, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 729: HP: 152, STR: 52, VIT: 82, SPD: 1, LUK: 1, Attack: 148978, Defense: 84322, Current HP: 152, A Avg: 1240986, D Avg: 118050, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 728: HP: 377, STR: 52, VIT: 67, SPD: 1, LUK: 1, Attack: 148978, Defense: 84307, Current HP: 377, A Avg: 1240986, D Avg: 118029, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 727: HP: 161, STR: 52, VIT: 50, SPD: 1, LUK: 1, Attack: 148978, Defense: 84914, Current HP: 161, A Avg: 1240986, D Avg: 118879, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 726: HP: 232, STR: 52, VIT: 45, SPD: 1, LUK: 1, Attack: 148978, Defense: 84909, Current HP: 232, A Avg: 1240986, D Avg: 118872, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 725: HP: 190, STR: 52, VIT: 45, SPD: 2, LUK: 1, Attack: 148978, Defense: 84909, Current HP: 190, A Avg: 1240986, D Avg: 118872, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 724: HP: 396, STR: 52, VIT: 82, SPD: 1, LUK: 1, Attack: 148978, Defense: 84946, Current HP: 396, A Avg: 1240986, D Avg: 118924, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 723: HP: 85, STR: 52, VIT: 61, SPD: 1, LUK: 1, Attack: 148978, Defense: 84483, Current HP: 85, A Avg: 1240986, D Avg: 118276, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 722: HP: 116, STR: 52, VIT: 51, SPD: 1, LUK: 1, Attack: 148978, Defense: 84473, Current HP: 116, A Avg: 1240986, D Avg: 118262, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 721: HP: 114, STR: 52, VIT: 51, SPD: 3, LUK: 1, Attack: 148978, Defense: 84473, Current HP: 114, A Avg: 1240986, D Avg: 118262, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 720: HP: 308, STR: 52, VIT: 92, SPD: 1, LUK: 1, Attack: 148978, Defense: 84514, Current HP: 308, A Avg: 1240986, D Avg: 118319, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 719: HP: 76, STR: 52, VIT: 174, SPD: 1, LUK: 2, Attack: 148978, Defense: 85012, Current HP: 76, A Avg: 1240986, D Avg: 119016, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 718: HP: 176, STR: 52, VIT: 254, SPD: 1, LUK: 1, Attack: 148978, Defense: 85092, Current HP: 176, A Avg: 1240986, D Avg: 119128, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 717: HP: 419, STR: 52, VIT: 166, SPD: 1, LUK: 1, Attack: 148978, Defense: 86967, Current HP: 419, A Avg: 1240986, D Avg: 121753, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 716: HP: 152, STR: 54, VIT: 54, SPD: 2, LUK: 1, Attack: 148981, Defense: 83995, Current HP: 152, A Avg: 1241011, D Avg: 117592, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 715: HP: 171, STR: 54, VIT: 56, SPD: 2, LUK: 1, Attack: 148981, Defense: 84296, Current HP: 171, A Avg: 1241011, D Avg: 118014, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 714: HP: 171, STR: 54, VIT: 174, SPD: 1, LUK: 2, Attack: 148981, Defense: 86975, Current HP: 171, A Avg: 1241011, D Avg: 121764, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 713: HP: 286, STR: 54, VIT: 254, SPD: 1, LUK: 1, Attack: 148981, Defense: 87055, Current HP: 286, A Avg: 1241011, D Avg: 121876, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 712: HP: 95, STR: 55, VIT: 46, SPD: 1, LUK: 1, Attack: 148982, Defense: 84546, Current HP: 95, A Avg: 1241020, D Avg: 118364, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 711: HP: 95, STR: 55, VIT: 76, SPD: 1, LUK: 1, Attack: 148982, Defense: 84576, Current HP: 95, A Avg: 1241020, D Avg: 118406, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 710: HP: 290, STR: 55, VIT: 62, SPD: 1, LUK: 1, Attack: 148982, Defense: 84562, Current HP: 290, A Avg: 1241020, D Avg: 118386, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 709: HP: 123, STR: 55, VIT: 61, SPD: 1, LUK: 1, Attack: 148982, Defense: 84067, Current HP: 123, A Avg: 1241020, D Avg: 117693, [Sword of Evil[189, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 708: HP: 174, STR: 55, VIT: 51, SPD: 1, LUK: 1, Attack: 148982, Defense: 84057, Current HP: 174, A Avg: 1241020, D Avg: 117679, [Sword of Evil[189, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 707: HP: 152, STR: 55, VIT: 51, SPD: 2, LUK: 1, Attack: 148982, Defense: 84057, Current HP: 152, A Avg: 1241020, D Avg: 117679, [Sword of Evil[189, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 706: HP: 352, STR: 55, VIT: 92, SPD: 1, LUK: 1, Attack: 148982, Defense: 84098, Current HP: 352, A Avg: 1241020, D Avg: 117737, [Sword of Evil[189, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 705: HP: 114, STR: 56, VIT: 51, SPD: 2, LUK: 1, Attack: 148984, Defense: 84551, Current HP: 114, A Avg: 1241036, D Avg: 118371, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 704: HP: 209, STR: 60, VIT: 78, SPD: 2, LUK: 1, Attack: 148990, Defense: 84942, Current HP: 209, A Avg: 1241086, D Avg: 118918, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 703: HP: 133, STR: 60, VIT: 83, SPD: 2, LUK: 1, Attack: 148990, Defense: 84505, Current HP: 133, A Avg: 1241086, D Avg: 118306, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 702: HP: 133, STR: 61, VIT: 32, SPD: 1, LUK: 1, Attack: 148991, Defense: 83973, Current HP: 133, A Avg: 1241095, D Avg: 117562, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 701: HP: 152, STR: 61, VIT: 34, SPD: 1, LUK: 1, Attack: 148991, Defense: 84274, Current HP: 152, A Avg: 1241095, D Avg: 117983, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 700: HP: 80, STR: 61, VIT: 41, SPD: 1, LUK: 2, Attack: 148991, Defense: 87089, Current HP: 80, A Avg: 1241095, D Avg: 121924, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 699: HP: 184, STR: 61, VIT: 61, SPD: 1, LUK: 1, Attack: 148991, Defense: 87109, Current HP: 184, A Avg: 1241095, D Avg: 121952, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 698: HP: 152, STR: 62, VIT: 54, SPD: 1, LUK: 2, Attack: 148993, Defense: 83995, Current HP: 152, A Avg: 1241111, D Avg: 117592, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 697: HP: 264, STR: 62, VIT: 79, SPD: 1, LUK: 1, Attack: 148993, Defense: 84020, Current HP: 264, A Avg: 1241111, D Avg: 117627, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 696: HP: 171, STR: 62, VIT: 56, SPD: 1, LUK: 2, Attack: 148993, Defense: 84296, Current HP: 171, A Avg: 1241111, D Avg: 118014, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 695: HP: 286, STR: 62, VIT: 82, SPD: 1, LUK: 1, Attack: 148993, Defense: 84322, Current HP: 286, A Avg: 1241111, D Avg: 118050, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 694: HP: 152, STR: 62, VIT: 50, SPD: 1, LUK: 1, Attack: 148993, Defense: 84914, Current HP: 152, A Avg: 1241111, D Avg: 118879, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 693: HP: 152, STR: 62, VIT: 82, SPD: 1, LUK: 1, Attack: 148993, Defense: 84946, Current HP: 152, A Avg: 1241111, D Avg: 118924, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
