Rank 1000: HP: 4142, STR: 1046285, VIT: 1661, SPD: 71, LUK: 1, Attack: 1697429, Defense: 87578, Current HP: 4142, A Avg: 14139583, D Avg: 122609, [Impulse[166, 630, 630, 630], Frying Pan[231, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 779: HP: 1200, STR: 1049199, VIT: 1126, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84898, Current HP: 1200, A Avg: 14178559, D Avg: 118857, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 778: HP: 1240, STR: 1049199, VIT: 1218, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85237, Current HP: 1240, A Avg: 14178559, D Avg: 119331, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 777: HP: 1159, STR: 1049199, VIT: 1181, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85109, Current HP: 1159, A Avg: 14178559, D Avg: 119152, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 776: HP: 1856, STR: 1049199, VIT: 1502, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86064, Current HP: 1856, A Avg: 14178559, D Avg: 120489, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 775: HP: 1789, STR: 1049199, VIT: 1170, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85098, Current HP: 1789, A Avg: 14178559, D Avg: 119137, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 774: HP: 1140, STR: 1049199, VIT: 1975, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88763, Current HP: 1140, A Avg: 14178559, D Avg: 124268, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 773: HP: 3287, STR: 1049199, VIT: 1074, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86991, Current HP: 3287, A Avg: 14178559, D Avg: 121787, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 772: HP: 2084, STR: 1049199, VIT: 1614, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86348, Current HP: 2084, A Avg: 14178559, D Avg: 120887, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 771: HP: 1720, STR: 1049199, VIT: 1502, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86977, Current HP: 1720, A Avg: 14178559, D Avg: 121767, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 770: HP: 1273, STR: 1049199, VIT: 2031, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86999, Current HP: 1273, A Avg: 14178559, D Avg: 121798, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 769: HP: 1197, STR: 1049199, VIT: 2083, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88923, Current HP: 1197, A Avg: 14178559, D Avg: 124492, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 768: HP: 2460, STR: 1049199, VIT: 1846, SPD: 71, LUK: 1, Attack: 1702108, Defense: 89271, Current HP: 2460, A Avg: 14178559, D Avg: 124979, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 767: HP: 1083, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 87814, Current HP: 1083, A Avg: 14178559, D Avg: 122939, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 766: HP: 1083, STR: 1049199, VIT: 2851, SPD: 71, LUK: 1, Attack: 1702108, Defense: 92629, Current HP: 1083, A Avg: 14178559, D Avg: 129680, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 765: HP: 1558, STR: 1049199, VIT: 3684, SPD: 71, LUK: 1, Attack: 1702108, Defense: 90472, Current HP: 1558, A Avg: 14178559, D Avg: 126660, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 764: HP: 1368, STR: 1049199, VIT: 1776, SPD: 76, LUK: 1, Attack: 1702108, Defense: 87654, Current HP: 1368, A Avg: 14178559, D Avg: 122715, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 763: HP: 2314, STR: 1049199, VIT: 1757, SPD: 71, LUK: 1, Attack: 1702108, Defense: 87973, Current HP: 2314, A Avg: 14178559, D Avg: 123162, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 762: HP: 1540, STR: 1049199, VIT: 1805, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88840, Current HP: 1540, A Avg: 14178559, D Avg: 124375, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 761: HP: 1140, STR: 1049199, VIT: 2120, SPD: 71, LUK: 1, Attack: 1702108, Defense: 89168, Current HP: 1140, A Avg: 14178559, D Avg: 124835, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 760: HP: 1140, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84748, Current HP: 1140, A Avg: 14178559, D Avg: 118647, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 759: HP: 1140, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84758, Current HP: 1140, A Avg: 14178559, D Avg: 118661, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 758: HP: 1083, STR: 1049199, VIT: 1085, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84954, Current HP: 1083, A Avg: 14178559, D Avg: 118935, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 757: HP: 1083, STR: 1049199, VIT: 1091, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84895, Current HP: 1083, A Avg: 14178559, D Avg: 118852, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 756: HP: 1083, STR: 1049199, VIT: 1170, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85033, Current HP: 1083, A Avg: 14178559, D Avg: 119046, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 755: HP: 1083, STR: 1049199, VIT: 1191, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85080, Current HP: 1083, A Avg: 14178559, D Avg: 119111, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 754: HP: 1140, STR: 1049199, VIT: 1218, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85094, Current HP: 1140, A Avg: 14178559, D Avg: 119131, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 753: HP: 1520, STR: 1049199, VIT: 1361, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85198, Current HP: 1520, A Avg: 14178559, D Avg: 119277, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 752: HP: 1200, STR: 1049199, VIT: 1126, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84898, Current HP: 1200, A Avg: 14178559, D Avg: 118857, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 751: HP: 1240, STR: 1049199, VIT: 1218, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85237, Current HP: 1240, A Avg: 14178559, D Avg: 119331, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 750: HP: 1159, STR: 1049199, VIT: 1181, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85109, Current HP: 1159, A Avg: 14178559, D Avg: 119152, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 749: HP: 1856, STR: 1049199, VIT: 1502, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86064, Current HP: 1856, A Avg: 14178559, D Avg: 120489, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 748: HP: 1789, STR: 1049199, VIT: 1170, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85098, Current HP: 1789, A Avg: 14178559, D Avg: 119137, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 747: HP: 1140, STR: 1049199, VIT: 1975, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88763, Current HP: 1140, A Avg: 14178559, D Avg: 124268, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 746: HP: 3287, STR: 1049199, VIT: 1074, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86991, Current HP: 3287, A Avg: 14178559, D Avg: 121787, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 745: HP: 2084, STR: 1049199, VIT: 1614, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86348, Current HP: 2084, A Avg: 14178559, D Avg: 120887, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 744: HP: 1720, STR: 1049199, VIT: 1502, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86977, Current HP: 1720, A Avg: 14178559, D Avg: 121767, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 743: HP: 1273, STR: 1049199, VIT: 2031, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86999, Current HP: 1273, A Avg: 14178559, D Avg: 121798, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 742: HP: 1197, STR: 1049199, VIT: 2083, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88923, Current HP: 1197, A Avg: 14178559, D Avg: 124492, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 741: HP: 2460, STR: 1049199, VIT: 1846, SPD: 71, LUK: 1, Attack: 1702108, Defense: 89271, Current HP: 2460, A Avg: 14178559, D Avg: 124979, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 740: HP: 1083, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 87814, Current HP: 1083, A Avg: 14178559, D Avg: 122939, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 739: HP: 1083, STR: 1049199, VIT: 2851, SPD: 71, LUK: 1, Attack: 1702108, Defense: 92629, Current HP: 1083, A Avg: 14178559, D Avg: 129680, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 738: HP: 1558, STR: 1049199, VIT: 3684, SPD: 71, LUK: 1, Attack: 1702108, Defense: 90472, Current HP: 1558, A Avg: 14178559, D Avg: 126660, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 737: HP: 1368, STR: 1049199, VIT: 1776, SPD: 76, LUK: 1, Attack: 1702108, Defense: 87654, Current HP: 1368, A Avg: 14178559, D Avg: 122715, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 736: HP: 2314, STR: 1049199, VIT: 1757, SPD: 71, LUK: 1, Attack: 1702108, Defense: 87973, Current HP: 2314, A Avg: 14178559, D Avg: 123162, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 735: HP: 1540, STR: 1049199, VIT: 1805, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88840, Current HP: 1540, A Avg: 14178559, D Avg: 124375, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 734: HP: 1140, STR: 1049199, VIT: 2120, SPD: 71, LUK: 1, Attack: 1702108, Defense: 89168, Current HP: 1140, A Avg: 14178559, D Avg: 124835, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 733: HP: 1140, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84748, Current HP: 1140, A Avg: 14178559, D Avg: 118647, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 732: HP: 1140, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84758, Current HP: 1140, A Avg: 14178559, D Avg: 118661, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 731: HP: 1083, STR: 1049199, VIT: 1085, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84954, Current HP: 1083, A Avg: 14178559, D Avg: 118935, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 730: HP: 1083, STR: 1049199, VIT: 1091, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84895, Current HP: 1083, A Avg: 14178559, D Avg: 118852, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 729: HP: 1083, STR: 1049199, VIT: 1170, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85033, Current HP: 1083, A Avg: 14178559, D Avg: 119046, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 728: HP: 1083, STR: 1049199, VIT: 1191, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85080, Current HP: 1083, A Avg: 14178559, D Avg: 119111, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 727: HP: 1140, STR: 1049199, VIT: 1218, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85094, Current HP: 1140, A Avg: 14178559, D Avg: 119131, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 726: HP: 1520, STR: 1049199, VIT: 1361, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85198, Current HP: 1520, A Avg: 14178559, D Avg: 119277, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 725: HP: 1200, STR: 1049199, VIT: 1126, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84898, Current HP: 1200, A Avg: 14178559, D Avg: 118857, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 724: HP: 1240, STR: 1049199, VIT: 1218, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85237, Current HP: 1240, A Avg: 14178559, D Avg: 119331, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 723: HP: 1159, STR: 1049199, VIT: 1181, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85109, Current HP: 1159, A Avg: 14178559, D Avg: 119152, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 722: HP: 1856, STR: 1049199, VIT: 1502, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86064, Current HP: 1856, A Avg: 14178559, D Avg: 120489, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 721: HP: 1789, STR: 1049199, VIT: 1170, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85098, Current HP: 1789, A Avg: 14178559, D Avg: 119137, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 720: HP: 1140, STR: 1049199, VIT: 1975, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88763, Current HP: 1140, A Avg: 14178559, D Avg: 124268, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 719: HP: 3287, STR: 1049199, VIT: 1074, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86991, Current HP: 3287, A Avg: 14178559, D Avg: 121787, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 718: HP: 2084, STR: 1049199, VIT: 1614, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86348, Current HP: 2084, A Avg: 14178559, D Avg: 120887, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 717: HP: 1720, STR: 1049199, VIT: 1502, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86977, Current HP: 1720, A Avg: 14178559, D Avg: 121767, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 716: HP: 1273, STR: 1049199, VIT: 2031, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86999, Current HP: 1273, A Avg: 14178559, D Avg: 121798, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 715: HP: 1197, STR: 1049199, VIT: 2083, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88923, Current HP: 1197, A Avg: 14178559, D Avg: 124492, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 714: HP: 2460, STR: 1049199, VIT: 1846, SPD: 71, LUK: 1, Attack: 1702108, Defense: 89271, Current HP: 2460, A Avg: 14178559, D Avg: 124979, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 713: HP: 1083, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 87814, Current HP: 1083, A Avg: 14178559, D Avg: 122939, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 712: HP: 1083, STR: 1049199, VIT: 2851, SPD: 71, LUK: 1, Attack: 1702108, Defense: 92629, Current HP: 1083, A Avg: 14178559, D Avg: 129680, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 711: HP: 1558, STR: 1049199, VIT: 3684, SPD: 71, LUK: 1, Attack: 1702108, Defense: 90472, Current HP: 1558, A Avg: 14178559, D Avg: 126660, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 710: HP: 1368, STR: 1049199, VIT: 1776, SPD: 76, LUK: 1, Attack: 1702108, Defense: 87654, Current HP: 1368, A Avg: 14178559, D Avg: 122715, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 709: HP: 2314, STR: 1049199, VIT: 1757, SPD: 71, LUK: 1, Attack: 1702108, Defense: 87973, Current HP: 2314, A Avg: 14178559, D Avg: 123162, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 708: HP: 1540, STR: 1049199, VIT: 1805, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88840, Current HP: 1540, A Avg: 14178559, D Avg: 124375, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 707: HP: 1140, STR: 1049199, VIT: 2120, SPD: 71, LUK: 1, Attack: 1702108, Defense: 89168, Current HP: 1140, A Avg: 14178559, D Avg: 124835, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 706: HP: 1140, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84748, Current HP: 1140, A Avg: 14178559, D Avg: 118647, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 705: HP: 1140, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84758, Current HP: 1140, A Avg: 14178559, D Avg: 118661, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 704: HP: 1083, STR: 1049199, VIT: 1085, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84954, Current HP: 1083, A Avg: 14178559, D Avg: 118935, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 703: HP: 1083, STR: 1049199, VIT: 1091, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84895, Current HP: 1083, A Avg: 14178559, D Avg: 118852, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 702: HP: 1083, STR: 1049199, VIT: 1170, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85033, Current HP: 1083, A Avg: 14178559, D Avg: 119046, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 701: HP: 1083, STR: 1049199, VIT: 1191, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85080, Current HP: 1083, A Avg: 14178559, D Avg: 119111, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 700: HP: 1140, STR: 1049199, VIT: 1218, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85094, Current HP: 1140, A Avg: 14178559, D Avg: 119131, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 699: HP: 1520, STR: 1049199, VIT: 1361, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85198, Current HP: 1520, A Avg: 14178559, D Avg: 119277, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 698: HP: 1200, STR: 1049199, VIT: 1126, SPD: 71, LUK: 1, Attack: 1702108, Defense: 84898, Current HP: 1200, A Avg: 14178559, D Avg: 118857, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 697: HP: 1240, STR: 1049199, VIT: 1218, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85237, Current HP: 1240, A Avg: 14178559, D Avg: 119331, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 696: HP: 1159, STR: 1049199, VIT: 1181, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85109, Current HP: 1159, A Avg: 14178559, D Avg: 119152, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 695: HP: 1856, STR: 1049199, VIT: 1502, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86064, Current HP: 1856, A Avg: 14178559, D Avg: 120489, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 694: HP: 1789, STR: 1049199, VIT: 1170, SPD: 71, LUK: 1, Attack: 1702108, Defense: 85098, Current HP: 1789, A Avg: 14178559, D Avg: 119137, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 693: HP: 1140, STR: 1049199, VIT: 1975, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88763, Current HP: 1140, A Avg: 14178559, D Avg: 124268, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 692: HP: 3287, STR: 1049199, VIT: 1074, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86991, Current HP: 3287, A Avg: 14178559, D Avg: 121787, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 691: HP: 2084, STR: 1049199, VIT: 1614, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86348, Current HP: 2084, A Avg: 14178559, D Avg: 120887, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 690: HP: 1720, STR: 1049199, VIT: 1502, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86977, Current HP: 1720, A Avg: 14178559, D Avg: 121767, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 689: HP: 1273, STR: 1049199, VIT: 2031, SPD: 71, LUK: 1, Attack: 1702108, Defense: 86999, Current HP: 1273, A Avg: 14178559, D Avg: 121798, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 688: HP: 1197, STR: 1049199, VIT: 2083, SPD: 71, LUK: 1, Attack: 1702108, Defense: 88923, Current HP: 1197, A Avg: 14178559, D Avg: 124492, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 687: HP: 2460, STR: 1049199, VIT: 1846, SPD: 71, LUK: 1, Attack: 1702108, Defense: 89271, Current HP: 2460, A Avg: 14178559, D Avg: 124979, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 686: HP: 1083, STR: 1049199, VIT: 1025, SPD: 71, LUK: 1, Attack: 1702108, Defense: 87814, Current HP: 1083, A Avg: 14178559, D Avg: 122939, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 685: HP: 1083, STR: 1049199, VIT: 2851, SPD: 71, LUK: 1, Attack: 1702108, Defense: 92629, Current HP: 1083, A Avg: 14178559, D Avg: 129680, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 684: HP: 1558, STR: 1049199, VIT: 3684, SPD: 71, LUK: 1, Attack: 1702108, Defense: 90472, Current HP: 1558, A Avg: 14178559, D Avg: 126660, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 803]]
