Rank 1000: HP: 1045, STR: 269, VIT: 236, SPD: 25, LUK: 1, Attack: 138683, Defense: 84658, Current HP: 1045, A Avg: 1155229, D Avg: 118521, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 760: HP: 1577, STR: 419, VIT: 1028, SPD: 23, LUK: 1, Attack: 138908, Defense: 87829, Current HP: 1577, A Avg: 1157103, D Avg: 122960, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 759: HP: 1180, STR: 422, VIT: 559, SPD: 25, LUK: 1, Attack: 138913, Defense: 87360, Current HP: 1180, A Avg: 1157145, D Avg: 122303, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 758: HP: 1823, STR: 427, VIT: 325, SPD: 23, LUK: 1, Attack: 138920, Defense: 87243, Current HP: 1823, A Avg: 1157203, D Avg: 122140, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 757: HP: 1364, STR: 427, VIT: 315, SPD: 23, LUK: 2, Attack: 138920, Defense: 87233, Current HP: 1364, A Avg: 1157203, D Avg: 122126, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 756: HP: 1273, STR: 429, VIT: 774, SPD: 23, LUK: 1, Attack: 138923, Defense: 85768, Current HP: 1273, A Avg: 1157228, D Avg: 120075, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 755: HP: 912, STR: 431, VIT: 89, SPD: 23, LUK: 2, Attack: 138926, Defense: 83952, Current HP: 912, A Avg: 1157253, D Avg: 117532, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 754: HP: 703, STR: 2710, VIT: 132, SPD: 23, LUK: 2, Attack: 138928, Defense: 84320, Current HP: 703, A Avg: 1157270, D Avg: 118047, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 753: HP: 893, STR: 443, VIT: 118, SPD: 25, LUK: 1, Attack: 138944, Defense: 84143, Current HP: 893, A Avg: 1157403, D Avg: 117800, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 752: HP: 1826, STR: 446, VIT: 746, SPD: 27, LUK: 1, Attack: 138949, Defense: 86858, Current HP: 1826, A Avg: 1157445, D Avg: 121601, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 751: HP: 931, STR: 448, VIT: 286, SPD: 23, LUK: 2, Attack: 138952, Defense: 84877, Current HP: 931, A Avg: 1157470, D Avg: 118827, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 750: HP: 760, STR: 2732, VIT: 390, SPD: 38, LUK: 1, Attack: 138961, Defense: 84981, Current HP: 760, A Avg: 1157545, D Avg: 118973, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 749: HP: 893, STR: 2732, VIT: 419, SPD: 38, LUK: 1, Attack: 138961, Defense: 87337, Current HP: 893, A Avg: 1157545, D Avg: 122271, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 748: HP: 1029, STR: 457, VIT: 149, SPD: 23, LUK: 1, Attack: 138965, Defense: 84155, Current HP: 1029, A Avg: 1157578, D Avg: 117816, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 747: HP: 1124, STR: 457, VIT: 228, SPD: 23, LUK: 1, Attack: 138965, Defense: 84234, Current HP: 1124, A Avg: 1157578, D Avg: 117927, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 746: HP: 1124, STR: 457, VIT: 170, SPD: 23, LUK: 1, Attack: 138965, Defense: 84176, Current HP: 1124, A Avg: 1157578, D Avg: 117846, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 745: HP: 1121, STR: 458, VIT: 156, SPD: 23, LUK: 1, Attack: 138967, Defense: 84396, Current HP: 1121, A Avg: 1157595, D Avg: 118154, [Big Bang[171, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 744: HP: 1083, STR: 460, VIT: 139, SPD: 23, LUK: 1, Attack: 138970, Defense: 84028, Current HP: 1083, A Avg: 1157620, D Avg: 117639, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 743: HP: 1178, STR: 460, VIT: 217, SPD: 23, LUK: 1, Attack: 138970, Defense: 84106, Current HP: 1178, A Avg: 1157620, D Avg: 117748, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 742: HP: 1178, STR: 460, VIT: 159, SPD: 23, LUK: 1, Attack: 138970, Defense: 84048, Current HP: 1178, A Avg: 1157620, D Avg: 117667, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 741: HP: 1463, STR: 460, VIT: 921, SPD: 23, LUK: 1, Attack: 138970, Defense: 88489, Current HP: 1463, A Avg: 1157620, D Avg: 123884, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 740: HP: 1558, STR: 460, VIT: 1000, SPD: 23, LUK: 1, Attack: 138970, Defense: 88568, Current HP: 1558, A Avg: 1157620, D Avg: 123995, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 739: HP: 1558, STR: 460, VIT: 942, SPD: 23, LUK: 1, Attack: 138970, Defense: 88510, Current HP: 1558, A Avg: 1157620, D Avg: 123913, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 738: HP: 1259, STR: 469, VIT: 193, SPD: 27, LUK: 1, Attack: 138983, Defense: 84056, Current HP: 1259, A Avg: 1157728, D Avg: 117678, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 737: HP: 1616, STR: 469, VIT: 1026, SPD: 27, LUK: 1, Attack: 138983, Defense: 86020, Current HP: 1616, A Avg: 1157728, D Avg: 120427, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 736: HP: 984, STR: 473, VIT: 118, SPD: 23, LUK: 1, Attack: 138989, Defense: 84618, Current HP: 984, A Avg: 1157778, D Avg: 118465, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 735: HP: 2033, STR: 6853, VIT: 394, SPD: 23, LUK: 1, Attack: 138999, Defense: 88222, Current HP: 2033, A Avg: 1157861, D Avg: 123510, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 734: HP: 1116, STR: 483, VIT: 232, SPD: 23, LUK: 1, Attack: 139004, Defense: 85850, Current HP: 1116, A Avg: 1157903, D Avg: 120189, [Big Bang[171, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 733: HP: 999, STR: 486, VIT: 395, SPD: 23, LUK: 1, Attack: 139009, Defense: 85233, Current HP: 999, A Avg: 1157944, D Avg: 119326, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 732: HP: 1254, STR: 489, VIT: 651, SPD: 23, LUK: 1, Attack: 139013, Defense: 87569, Current HP: 1254, A Avg: 1157978, D Avg: 122596, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 731: HP: 1368, STR: 492, VIT: 525, SPD: 23, LUK: 1, Attack: 139018, Defense: 84388, Current HP: 1368, A Avg: 1158019, D Avg: 118143, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 730: HP: 1280, STR: 495, VIT: 409, SPD: 27, LUK: 1, Attack: 139022, Defense: 85000, Current HP: 1280, A Avg: 1158053, D Avg: 118999, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 729: HP: 1387, STR: 495, VIT: 817, SPD: 23, LUK: 1, Attack: 139022, Defense: 85408, Current HP: 1387, A Avg: 1158053, D Avg: 119571, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 728: HP: 1029, STR: 506, VIT: 128, SPD: 23, LUK: 2, Attack: 139039, Defense: 84134, Current HP: 1029, A Avg: 1158194, D Avg: 117787, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 727: HP: 1220, STR: 508, VIT: 340, SPD: 28, LUK: 1, Attack: 139042, Defense: 84063, Current HP: 1220, A Avg: 1158219, D Avg: 117688, [Big Bang[171, 0, 0, 0], Pot Lid[201, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 726: HP: 1220, STR: 508, VIT: 340, SPD: 28, LUK: 1, Attack: 139042, Defense: 84073, Current HP: 1220, A Avg: 1158219, D Avg: 117702, [Big Bang[171, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 725: HP: 1159, STR: 508, VIT: 367, SPD: 28, LUK: 1, Attack: 139042, Defense: 84236, Current HP: 1159, A Avg: 1158219, D Avg: 117930, [Big Bang[171, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 724: HP: 1159, STR: 508, VIT: 374, SPD: 28, LUK: 1, Attack: 139042, Defense: 84178, Current HP: 1159, A Avg: 1158219, D Avg: 117849, [Big Bang[171, 0, 0, 0], Iron Shield[204, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 723: HP: 1159, STR: 508, VIT: 387, SPD: 28, LUK: 1, Attack: 139042, Defense: 84250, Current HP: 1159, A Avg: 1158219, D Avg: 117949, [Big Bang[171, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 722: HP: 1159, STR: 508, VIT: 408, SPD: 28, LUK: 1, Attack: 139042, Defense: 84297, Current HP: 1159, A Avg: 1158219, D Avg: 118015, [Big Bang[171, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 721: HP: 1220, STR: 508, VIT: 408, SPD: 28, LUK: 1, Attack: 139042, Defense: 84284, Current HP: 1220, A Avg: 1158219, D Avg: 117997, [Big Bang[171, 0, 0, 0], Magic Shield[207, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 720: HP: 1311, STR: 508, VIT: 448, SPD: 28, LUK: 1, Attack: 139042, Defense: 84285, Current HP: 1311, A Avg: 1158219, D Avg: 117998, [Big Bang[171, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 719: HP: 1280, STR: 508, VIT: 379, SPD: 28, LUK: 1, Attack: 139042, Defense: 84151, Current HP: 1280, A Avg: 1158219, D Avg: 117811, [Big Bang[171, 0, 0, 0], Clear Shield[211, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 718: HP: 1320, STR: 508, VIT: 408, SPD: 28, LUK: 1, Attack: 139042, Defense: 84427, Current HP: 1320, A Avg: 1158219, D Avg: 118197, [Big Bang[171, 0, 0, 0], Prism Shield[212, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 717: HP: 1235, STR: 508, VIT: 398, SPD: 28, LUK: 1, Attack: 139042, Defense: 84326, Current HP: 1235, A Avg: 1158219, D Avg: 118056, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 716: HP: 1516, STR: 508, VIT: 506, SPD: 28, LUK: 1, Attack: 139042, Defense: 85068, Current HP: 1516, A Avg: 1158219, D Avg: 119095, [Big Bang[171, 0, 0, 0], Slime Shield[221, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 715: HP: 1409, STR: 508, VIT: 387, SPD: 28, LUK: 1, Attack: 139042, Defense: 84315, Current HP: 1409, A Avg: 1158219, D Avg: 118040, [Big Bang[171, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 714: HP: 1220, STR: 508, VIT: 854, SPD: 28, LUK: 1, Attack: 139042, Defense: 87642, Current HP: 1220, A Avg: 1158219, D Avg: 122698, [Big Bang[171, 0, 0, 0], Energy Shield[227, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 713: HP: 2508, STR: 508, VIT: 356, SPD: 28, LUK: 1, Attack: 139042, Defense: 86273, Current HP: 2508, A Avg: 1158219, D Avg: 120782, [Big Bang[171, 0, 0, 0], Frying Pan[231, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 712: HP: 1684, STR: 508, VIT: 556, SPD: 28, LUK: 1, Attack: 139042, Defense: 85290, Current HP: 1684, A Avg: 1158219, D Avg: 119405, [Big Bang[171, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 711: HP: 1500, STR: 508, VIT: 506, SPD: 28, LUK: 1, Attack: 139042, Defense: 85981, Current HP: 1500, A Avg: 1158219, D Avg: 120373, [Big Bang[171, 0, 0, 0], Mist Shield[233, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 710: HP: 1349, STR: 508, VIT: 661, SPD: 28, LUK: 1, Attack: 139042, Defense: 85629, Current HP: 1349, A Avg: 1158219, D Avg: 119880, [Big Bang[171, 0, 0, 0], Huge Shield[234, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 709: HP: 1273, STR: 508, VIT: 776, SPD: 28, LUK: 1, Attack: 139042, Defense: 87616, Current HP: 1273, A Avg: 1158219, D Avg: 122662, [Big Bang[171, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 708: HP: 1640, STR: 508, VIT: 601, SPD: 28, LUK: 1, Attack: 139042, Defense: 88026, Current HP: 1640, A Avg: 1158219, D Avg: 123236, [Big Bang[171, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 707: HP: 1159, STR: 508, VIT: 340, SPD: 28, LUK: 1, Attack: 139042, Defense: 87129, Current HP: 1159, A Avg: 1158219, D Avg: 121980, [Big Bang[171, 0, 0, 0], Graffiti[243, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 706: HP: 1159, STR: 508, VIT: 921, SPD: 28, LUK: 1, Attack: 139042, Defense: 90699, Current HP: 1159, A Avg: 1158219, D Avg: 126978, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 705: HP: 1634, STR: 508, VIT: 1335, SPD: 28, LUK: 1, Attack: 139042, Defense: 88123, Current HP: 1634, A Avg: 1158219, D Avg: 123372, [Big Bang[171, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 704: HP: 1444, STR: 508, VIT: 593, SPD: 30, LUK: 1, Attack: 139042, Defense: 86471, Current HP: 1444, A Avg: 1158219, D Avg: 121059, [Big Bang[171, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 703: HP: 1706, STR: 508, VIT: 648, SPD: 28, LUK: 1, Attack: 139042, Defense: 86864, Current HP: 1706, A Avg: 1158219, D Avg: 121609, [Big Bang[171, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 702: HP: 1620, STR: 508, VIT: 871, SPD: 28, LUK: 1, Attack: 139042, Defense: 87906, Current HP: 1620, A Avg: 1158219, D Avg: 123068, [Big Bang[171, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 701: HP: 1220, STR: 508, VIT: 688, SPD: 28, LUK: 1, Attack: 139042, Defense: 87736, Current HP: 1220, A Avg: 1158219, D Avg: 122830, [Big Bang[171, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 700: HP: 1460, STR: 508, VIT: 369, SPD: 23, LUK: 1, Attack: 139042, Defense: 86481, Current HP: 1460, A Avg: 1158219, D Avg: 121073, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 699: HP: 1560, STR: 508, VIT: 448, SPD: 23, LUK: 1, Attack: 139042, Defense: 86560, Current HP: 1560, A Avg: 1158219, D Avg: 121183, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 698: HP: 1560, STR: 508, VIT: 390, SPD: 23, LUK: 1, Attack: 139042, Defense: 86502, Current HP: 1560, A Avg: 1158219, D Avg: 121102, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 697: HP: 1083, STR: 509, VIT: 118, SPD: 23, LUK: 2, Attack: 139043, Defense: 84007, Current HP: 1083, A Avg: 1158228, D Avg: 117609, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 696: HP: 1463, STR: 509, VIT: 900, SPD: 23, LUK: 2, Attack: 139043, Defense: 88468, Current HP: 1463, A Avg: 1158228, D Avg: 123855, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 695: HP: 883, STR: 2789, VIT: 405, SPD: 23, LUK: 1, Attack: 139047, Defense: 85633, Current HP: 883, A Avg: 1158261, D Avg: 119886, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 694: HP: 1334, STR: 2789, VIT: 284, SPD: 23, LUK: 1, Attack: 139047, Defense: 85512, Current HP: 1334, A Avg: 1158261, D Avg: 119716, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 693: HP: 912, STR: 2789, VIT: 284, SPD: 43, LUK: 1, Attack: 139047, Defense: 85512, Current HP: 912, A Avg: 1158261, D Avg: 119716, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 692: HP: 1232, STR: 2789, VIT: 436, SPD: 23, LUK: 1, Attack: 139047, Defense: 85664, Current HP: 1232, A Avg: 1158261, D Avg: 119929, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 691: HP: 960, STR: 514, VIT: 202, SPD: 25, LUK: 1, Attack: 139051, Defense: 84065, Current HP: 960, A Avg: 1158294, D Avg: 117690, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 690: HP: 1121, STR: 517, VIT: 187, SPD: 23, LUK: 1, Attack: 139055, Defense: 85051, Current HP: 1121, A Avg: 1158328, D Avg: 119071, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 689: HP: 1045, STR: 517, VIT: 215, SPD: 25, LUK: 1, Attack: 139055, Defense: 84637, Current HP: 1045, A Avg: 1158328, D Avg: 118491, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 688: HP: 874, STR: 2800, VIT: 405, SPD: 23, LUK: 1, Attack: 139063, Defense: 85633, Current HP: 874, A Avg: 1158394, D Avg: 119886, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 687: HP: 874, STR: 2800, VIT: 436, SPD: 23, LUK: 1, Attack: 139063, Defense: 85664, Current HP: 874, A Avg: 1158394, D Avg: 119929, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 686: HP: 1479, STR: 2800, VIT: 305, SPD: 23, LUK: 1, Attack: 139063, Defense: 85533, Current HP: 1479, A Avg: 1158394, D Avg: 119746, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 685: HP: 741, STR: 2800, VIT: 192, SPD: 38, LUK: 1, Attack: 139063, Defense: 84055, Current HP: 741, A Avg: 1158394, D Avg: 117676, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 684: HP: 1178, STR: 524, VIT: 408, SPD: 28, LUK: 1, Attack: 139066, Defense: 84414, Current HP: 1178, A Avg: 1158419, D Avg: 118179, [Big Bang[171, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 683: HP: 1159, STR: 524, VIT: 1792, SPD: 28, LUK: 1, Attack: 139066, Defense: 87462, Current HP: 1159, A Avg: 1158419, D Avg: 122446, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 682: HP: 1064, STR: 524, VIT: 336, SPD: 23, LUK: 1, Attack: 139066, Defense: 87254, Current HP: 1064, A Avg: 1158419, D Avg: 122155, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 681: HP: 1159, STR: 524, VIT: 415, SPD: 23, LUK: 1, Attack: 139066, Defense: 87333, Current HP: 1159, A Avg: 1158419, D Avg: 122266, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 680: HP: 1159, STR: 524, VIT: 356, SPD: 23, LUK: 1, Attack: 139066, Defense: 87274, Current HP: 1159, A Avg: 1158419, D Avg: 122183, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 679: HP: 1121, STR: 533, VIT: 426, SPD: 23, LUK: 1, Attack: 139079, Defense: 87227, Current HP: 1121, A Avg: 1158528, D Avg: 122117, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 678: HP: 893, STR: 2811, VIT: 294, SPD: 23, LUK: 2, Attack: 139080, Defense: 85522, Current HP: 893, A Avg: 1158536, D Avg: 119730, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 677: HP: 712, STR: 2813, VIT: 196, SPD: 25, LUK: 1, Attack: 139083, Defense: 84540, Current HP: 712, A Avg: 1158561, D Avg: 118355, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 676: HP: 1073, STR: 2813, VIT: 143, SPD: 25, LUK: 1, Attack: 139083, Defense: 84487, Current HP: 1073, A Avg: 1158561, D Avg: 118281, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 675: HP: 741, STR: 2813, VIT: 143, SPD: 45, LUK: 1, Attack: 139083, Defense: 84487, Current HP: 741, A Avg: 1158561, D Avg: 118281, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 674: HP: 1034, STR: 2813, VIT: 227, SPD: 25, LUK: 1, Attack: 139083, Defense: 84571, Current HP: 1034, A Avg: 1158561, D Avg: 118399, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 673: HP: 340, STR: 5062, VIT: 160, SPD: 25, LUK: 1, Attack: 139085, Defense: 87988, Current HP: 340, A Avg: 1158578, D Avg: 123183, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 672: HP: 980, STR: 537, VIT: 408, SPD: 25, LUK: 1, Attack: 139085, Defense: 84999, Current HP: 980, A Avg: 1158578, D Avg: 118998, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 671: HP: 1314, STR: 539, VIT: 458, SPD: 28, LUK: 1, Attack: 139088, Defense: 84399, Current HP: 1314, A Avg: 1158603, D Avg: 118158, [Big Bang[171, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 670: HP: 1273, STR: 539, VIT: 552, SPD: 23, LUK: 1, Attack: 139088, Defense: 85546, Current HP: 1273, A Avg: 1158603, D Avg: 119764, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 669: HP: 1368, STR: 539, VIT: 635, SPD: 23, LUK: 1, Attack: 139088, Defense: 85629, Current HP: 1368, A Avg: 1158603, D Avg: 119880, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 668: HP: 1368, STR: 539, VIT: 574, SPD: 23, LUK: 1, Attack: 139088, Defense: 85568, Current HP: 1368, A Avg: 1158603, D Avg: 119795, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 667: HP: 1460, STR: 545, VIT: 348, SPD: 23, LUK: 2, Attack: 139097, Defense: 86460, Current HP: 1460, A Avg: 1158678, D Avg: 121043, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 666: HP: 703, STR: 2824, VIT: 196, SPD: 25, LUK: 1, Attack: 139099, Defense: 84540, Current HP: 703, A Avg: 1158694, D Avg: 118355, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 665: HP: 703, STR: 2824, VIT: 227, SPD: 25, LUK: 1, Attack: 139099, Defense: 84571, Current HP: 703, A Avg: 1158694, D Avg: 118399, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 664: HP: 1218, STR: 2824, VIT: 163, SPD: 25, LUK: 1, Attack: 139099, Defense: 84507, Current HP: 1218, A Avg: 1158694, D Avg: 118309, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 663: HP: 551, STR: 5075, VIT: 136, SPD: 25, LUK: 1, Attack: 139104, Defense: 84480, Current HP: 551, A Avg: 1158736, D Avg: 118271, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
