Rank 1000: HP: 1740, STR: 808653, VIT: 1404, SPD: 55, LUK: 1, Attack: 1340981, Defense: 85423, Current HP: 1740, A Avg: 11170371, D Avg: 119592, [Impulse[166, 630, 630, 630], Prism Shield[212, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 800: HP: 1558, STR: 810712, VIT: 1253, SPD: 59, LUK: 1, Attack: 1344069, Defense: 85389, Current HP: 1558, A Avg: 11196094, D Avg: 119544, [Impulse[166, 630, 630, 630], Magnum[237, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 799: HP: 1558, STR: 810712, VIT: 1253, SPD: 59, LUK: 1, Attack: 1344069, Defense: 85389, Current HP: 1558, A Avg: 11196094, D Avg: 119544, [Impulse[166, 630, 630, 630], Magnum[237, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 798: HP: 1558, STR: 810712, VIT: 1253, SPD: 59, LUK: 1, Attack: 1344069, Defense: 85389, Current HP: 1558, A Avg: 11196094, D Avg: 119544, [Impulse[166, 630, 630, 630], Magnum[237, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 797: HP: 1558, STR: 810712, VIT: 1253, SPD: 59, LUK: 1, Attack: 1344069, Defense: 85389, Current HP: 1558, A Avg: 11196094, D Avg: 119544, [Impulse[166, 630, 630, 630], Magnum[237, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 796: HP: 1558, STR: 810712, VIT: 1253, SPD: 59, LUK: 1, Attack: 1344069, Defense: 85389, Current HP: 1558, A Avg: 11196094, D Avg: 119544, [Impulse[166, 630, 630, 630], Magnum[237, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 795: HP: 1877, STR: 812065, VIT: 1170, SPD: 66, LUK: 1, Attack: 1344262, Defense: 85670, Current HP: 1877, A Avg: 11197702, D Avg: 119937, [Serpent[144, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 794: HP: 2074, STR: 811337, VIT: 317, SPD: 59, LUK: 1, Attack: 1344455, Defense: 87105, Current HP: 2074, A Avg: 11199310, D Avg: 121946, [Red Shark[134, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 793: HP: 2074, STR: 811337, VIT: 317, SPD: 59, LUK: 1, Attack: 1344455, Defense: 87105, Current HP: 2074, A Avg: 11199310, D Avg: 121946, [Red Shark[134, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 792: HP: 2074, STR: 811337, VIT: 317, SPD: 59, LUK: 1, Attack: 1344455, Defense: 87105, Current HP: 2074, A Avg: 11199310, D Avg: 121946, [Red Shark[134, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 791: HP: 2074, STR: 811337, VIT: 317, SPD: 59, LUK: 1, Attack: 1344455, Defense: 87105, Current HP: 2074, A Avg: 11199310, D Avg: 121946, [Red Shark[134, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 790: HP: 2074, STR: 811337, VIT: 317, SPD: 59, LUK: 1, Attack: 1344455, Defense: 87105, Current HP: 2074, A Avg: 11199310, D Avg: 121946, [Red Shark[134, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 789: HP: 1919, STR: 812179, VIT: 2340, SPD: 66, LUK: 1, Attack: 1344492, Defense: 89908, Current HP: 1919, A Avg: 11199618, D Avg: 125871, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 788: HP: 940, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84519, Current HP: 940, A Avg: 11200542, D Avg: 118326, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 787: HP: 940, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84529, Current HP: 940, A Avg: 11200542, D Avg: 118340, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 786: HP: 893, STR: 810862, VIT: 846, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84715, Current HP: 893, A Avg: 11200542, D Avg: 118600, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 785: HP: 893, STR: 810862, VIT: 852, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84656, Current HP: 893, A Avg: 11200542, D Avg: 118518, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 784: HP: 893, STR: 810862, VIT: 909, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84772, Current HP: 893, A Avg: 11200542, D Avg: 118680, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 783: HP: 893, STR: 810862, VIT: 930, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84819, Current HP: 893, A Avg: 11200542, D Avg: 118746, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 782: HP: 940, STR: 810862, VIT: 948, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84824, Current HP: 940, A Avg: 11200542, D Avg: 118753, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 781: HP: 1235, STR: 810862, VIT: 1057, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84894, Current HP: 1235, A Avg: 11200542, D Avg: 118851, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 780: HP: 1000, STR: 810862, VIT: 877, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84649, Current HP: 1000, A Avg: 11200542, D Avg: 118508, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 779: HP: 1040, STR: 810862, VIT: 948, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84967, Current HP: 1040, A Avg: 11200542, D Avg: 118953, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 778: HP: 969, STR: 810862, VIT: 920, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84848, Current HP: 969, A Avg: 11200542, D Avg: 118787, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 777: HP: 1516, STR: 810862, VIT: 1170, SPD: 55, LUK: 1, Attack: 1344603, Defense: 85732, Current HP: 1516, A Avg: 11200542, D Avg: 120024, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 776: HP: 1447, STR: 810862, VIT: 909, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84837, Current HP: 1447, A Avg: 11200542, D Avg: 118771, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 775: HP: 940, STR: 810862, VIT: 1601, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88389, Current HP: 940, A Avg: 11200542, D Avg: 123744, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 774: HP: 2812, STR: 810862, VIT: 835, SPD: 55, LUK: 1, Attack: 1344603, Defense: 86752, Current HP: 2812, A Avg: 11200542, D Avg: 121452, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 773: HP: 1724, STR: 810862, VIT: 1261, SPD: 55, LUK: 1, Attack: 1344603, Defense: 85995, Current HP: 1724, A Avg: 11200542, D Avg: 120392, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 772: HP: 1420, STR: 810862, VIT: 1170, SPD: 55, LUK: 1, Attack: 1344603, Defense: 86645, Current HP: 1420, A Avg: 11200542, D Avg: 121302, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 771: HP: 1083, STR: 810862, VIT: 1574, SPD: 55, LUK: 1, Attack: 1344603, Defense: 86542, Current HP: 1083, A Avg: 11200542, D Avg: 121158, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 770: HP: 1007, STR: 810862, VIT: 1647, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88487, Current HP: 1007, A Avg: 11200542, D Avg: 123881, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 769: HP: 1960, STR: 810862, VIT: 1431, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88856, Current HP: 1960, A Avg: 11200542, D Avg: 124398, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 768: HP: 893, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 87585, Current HP: 893, A Avg: 11200542, D Avg: 122618, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 767: HP: 893, STR: 810862, VIT: 2207, SPD: 55, LUK: 1, Attack: 1344603, Defense: 91985, Current HP: 893, A Avg: 11200542, D Avg: 128778, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 766: HP: 1368, STR: 810862, VIT: 2901, SPD: 55, LUK: 1, Attack: 1344603, Defense: 89689, Current HP: 1368, A Avg: 11200542, D Avg: 125564, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 765: HP: 1178, STR: 810862, VIT: 1381, SPD: 59, LUK: 1, Attack: 1344603, Defense: 87259, Current HP: 1178, A Avg: 11200542, D Avg: 122162, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 764: HP: 1896, STR: 810862, VIT: 1387, SPD: 55, LUK: 1, Attack: 1344603, Defense: 87603, Current HP: 1896, A Avg: 11200542, D Avg: 122644, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 763: HP: 1340, STR: 810862, VIT: 1494, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88529, Current HP: 1340, A Avg: 11200542, D Avg: 123940, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 762: HP: 940, STR: 810862, VIT: 1643, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88691, Current HP: 940, A Avg: 11200542, D Avg: 124167, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 761: HP: 940, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84519, Current HP: 940, A Avg: 11200542, D Avg: 118326, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 760: HP: 940, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84529, Current HP: 940, A Avg: 11200542, D Avg: 118340, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 759: HP: 893, STR: 810862, VIT: 846, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84715, Current HP: 893, A Avg: 11200542, D Avg: 118600, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 758: HP: 893, STR: 810862, VIT: 852, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84656, Current HP: 893, A Avg: 11200542, D Avg: 118518, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 757: HP: 893, STR: 810862, VIT: 909, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84772, Current HP: 893, A Avg: 11200542, D Avg: 118680, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 756: HP: 893, STR: 810862, VIT: 930, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84819, Current HP: 893, A Avg: 11200542, D Avg: 118746, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 755: HP: 940, STR: 810862, VIT: 948, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84824, Current HP: 940, A Avg: 11200542, D Avg: 118753, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 754: HP: 1235, STR: 810862, VIT: 1057, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84894, Current HP: 1235, A Avg: 11200542, D Avg: 118851, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 753: HP: 1000, STR: 810862, VIT: 877, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84649, Current HP: 1000, A Avg: 11200542, D Avg: 118508, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 752: HP: 1040, STR: 810862, VIT: 948, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84967, Current HP: 1040, A Avg: 11200542, D Avg: 118953, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 751: HP: 969, STR: 810862, VIT: 920, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84848, Current HP: 969, A Avg: 11200542, D Avg: 118787, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 750: HP: 1516, STR: 810862, VIT: 1170, SPD: 55, LUK: 1, Attack: 1344603, Defense: 85732, Current HP: 1516, A Avg: 11200542, D Avg: 120024, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 749: HP: 1447, STR: 810862, VIT: 909, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84837, Current HP: 1447, A Avg: 11200542, D Avg: 118771, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 748: HP: 940, STR: 810862, VIT: 1601, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88389, Current HP: 940, A Avg: 11200542, D Avg: 123744, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 747: HP: 2812, STR: 810862, VIT: 835, SPD: 55, LUK: 1, Attack: 1344603, Defense: 86752, Current HP: 2812, A Avg: 11200542, D Avg: 121452, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 746: HP: 1724, STR: 810862, VIT: 1261, SPD: 55, LUK: 1, Attack: 1344603, Defense: 85995, Current HP: 1724, A Avg: 11200542, D Avg: 120392, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 745: HP: 1420, STR: 810862, VIT: 1170, SPD: 55, LUK: 1, Attack: 1344603, Defense: 86645, Current HP: 1420, A Avg: 11200542, D Avg: 121302, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 744: HP: 1083, STR: 810862, VIT: 1574, SPD: 55, LUK: 1, Attack: 1344603, Defense: 86542, Current HP: 1083, A Avg: 11200542, D Avg: 121158, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 743: HP: 1007, STR: 810862, VIT: 1647, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88487, Current HP: 1007, A Avg: 11200542, D Avg: 123881, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 742: HP: 1960, STR: 810862, VIT: 1431, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88856, Current HP: 1960, A Avg: 11200542, D Avg: 124398, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 741: HP: 893, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 87585, Current HP: 893, A Avg: 11200542, D Avg: 122618, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 740: HP: 893, STR: 810862, VIT: 2207, SPD: 55, LUK: 1, Attack: 1344603, Defense: 91985, Current HP: 893, A Avg: 11200542, D Avg: 128778, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 739: HP: 1368, STR: 810862, VIT: 2901, SPD: 55, LUK: 1, Attack: 1344603, Defense: 89689, Current HP: 1368, A Avg: 11200542, D Avg: 125564, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 738: HP: 1178, STR: 810862, VIT: 1381, SPD: 59, LUK: 1, Attack: 1344603, Defense: 87259, Current HP: 1178, A Avg: 11200542, D Avg: 122162, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 737: HP: 1896, STR: 810862, VIT: 1387, SPD: 55, LUK: 1, Attack: 1344603, Defense: 87603, Current HP: 1896, A Avg: 11200542, D Avg: 122644, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 736: HP: 1340, STR: 810862, VIT: 1494, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88529, Current HP: 1340, A Avg: 11200542, D Avg: 123940, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 735: HP: 940, STR: 810862, VIT: 1643, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88691, Current HP: 940, A Avg: 11200542, D Avg: 124167, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 734: HP: 940, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84519, Current HP: 940, A Avg: 11200542, D Avg: 118326, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 733: HP: 940, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84529, Current HP: 940, A Avg: 11200542, D Avg: 118340, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 732: HP: 893, STR: 810862, VIT: 846, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84715, Current HP: 893, A Avg: 11200542, D Avg: 118600, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 731: HP: 893, STR: 810862, VIT: 852, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84656, Current HP: 893, A Avg: 11200542, D Avg: 118518, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 730: HP: 893, STR: 810862, VIT: 909, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84772, Current HP: 893, A Avg: 11200542, D Avg: 118680, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 729: HP: 893, STR: 810862, VIT: 930, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84819, Current HP: 893, A Avg: 11200542, D Avg: 118746, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 728: HP: 940, STR: 810862, VIT: 948, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84824, Current HP: 940, A Avg: 11200542, D Avg: 118753, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 727: HP: 1235, STR: 810862, VIT: 1057, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84894, Current HP: 1235, A Avg: 11200542, D Avg: 118851, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 726: HP: 1000, STR: 810862, VIT: 877, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84649, Current HP: 1000, A Avg: 11200542, D Avg: 118508, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 725: HP: 1040, STR: 810862, VIT: 948, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84967, Current HP: 1040, A Avg: 11200542, D Avg: 118953, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 724: HP: 969, STR: 810862, VIT: 920, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84848, Current HP: 969, A Avg: 11200542, D Avg: 118787, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 723: HP: 1516, STR: 810862, VIT: 1170, SPD: 55, LUK: 1, Attack: 1344603, Defense: 85732, Current HP: 1516, A Avg: 11200542, D Avg: 120024, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 722: HP: 1447, STR: 810862, VIT: 909, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84837, Current HP: 1447, A Avg: 11200542, D Avg: 118771, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 721: HP: 940, STR: 810862, VIT: 1601, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88389, Current HP: 940, A Avg: 11200542, D Avg: 123744, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 720: HP: 2812, STR: 810862, VIT: 835, SPD: 55, LUK: 1, Attack: 1344603, Defense: 86752, Current HP: 2812, A Avg: 11200542, D Avg: 121452, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 719: HP: 1724, STR: 810862, VIT: 1261, SPD: 55, LUK: 1, Attack: 1344603, Defense: 85995, Current HP: 1724, A Avg: 11200542, D Avg: 120392, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 718: HP: 1420, STR: 810862, VIT: 1170, SPD: 55, LUK: 1, Attack: 1344603, Defense: 86645, Current HP: 1420, A Avg: 11200542, D Avg: 121302, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 717: HP: 1083, STR: 810862, VIT: 1574, SPD: 55, LUK: 1, Attack: 1344603, Defense: 86542, Current HP: 1083, A Avg: 11200542, D Avg: 121158, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 716: HP: 1007, STR: 810862, VIT: 1647, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88487, Current HP: 1007, A Avg: 11200542, D Avg: 123881, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 715: HP: 1960, STR: 810862, VIT: 1431, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88856, Current HP: 1960, A Avg: 11200542, D Avg: 124398, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 714: HP: 893, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 87585, Current HP: 893, A Avg: 11200542, D Avg: 122618, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 713: HP: 893, STR: 810862, VIT: 2207, SPD: 55, LUK: 1, Attack: 1344603, Defense: 91985, Current HP: 893, A Avg: 11200542, D Avg: 128778, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 712: HP: 1368, STR: 810862, VIT: 2901, SPD: 55, LUK: 1, Attack: 1344603, Defense: 89689, Current HP: 1368, A Avg: 11200542, D Avg: 125564, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 711: HP: 1178, STR: 810862, VIT: 1381, SPD: 59, LUK: 1, Attack: 1344603, Defense: 87259, Current HP: 1178, A Avg: 11200542, D Avg: 122162, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 710: HP: 1896, STR: 810862, VIT: 1387, SPD: 55, LUK: 1, Attack: 1344603, Defense: 87603, Current HP: 1896, A Avg: 11200542, D Avg: 122644, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 709: HP: 1340, STR: 810862, VIT: 1494, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88529, Current HP: 1340, A Avg: 11200542, D Avg: 123940, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 708: HP: 940, STR: 810862, VIT: 1643, SPD: 55, LUK: 1, Attack: 1344603, Defense: 88691, Current HP: 940, A Avg: 11200542, D Avg: 124167, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 707: HP: 940, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84519, Current HP: 940, A Avg: 11200542, D Avg: 118326, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 706: HP: 940, STR: 810862, VIT: 796, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84529, Current HP: 940, A Avg: 11200542, D Avg: 118340, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 705: HP: 893, STR: 810862, VIT: 846, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84715, Current HP: 893, A Avg: 11200542, D Avg: 118600, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 704: HP: 893, STR: 810862, VIT: 852, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84656, Current HP: 893, A Avg: 11200542, D Avg: 118518, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 703: HP: 893, STR: 810862, VIT: 909, SPD: 55, LUK: 1, Attack: 1344603, Defense: 84772, Current HP: 893, A Avg: 11200542, D Avg: 118680, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 803]]
