Rank 1000: HP: 4474, STR: 1165101, VIT: 1835, SPD: 79, LUK: 1, Attack: 1875653, Defense: 87752, Current HP: 4474, A Avg: 15624189, D Avg: 122852, [Impulse[166, 630, 630, 630], Frying Pan[231, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 779: HP: 1340, STR: 1168368, VIT: 1352, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85371, Current HP: 1340, A Avg: 15667580, D Avg: 119519, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 778: HP: 1254, STR: 1168368, VIT: 1311, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85239, Current HP: 1254, A Avg: 15667580, D Avg: 119334, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 777: HP: 2026, STR: 1168368, VIT: 1668, SPD: 79, LUK: 1, Attack: 1880862, Defense: 86230, Current HP: 2026, A Avg: 15667580, D Avg: 120721, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 776: HP: 1960, STR: 1168368, VIT: 1300, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85228, Current HP: 1960, A Avg: 15667580, D Avg: 119319, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 775: HP: 1240, STR: 1168368, VIT: 2162, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88950, Current HP: 1240, A Avg: 15667580, D Avg: 124529, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 774: HP: 3524, STR: 1168368, VIT: 1194, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87111, Current HP: 3524, A Avg: 15667580, D Avg: 121955, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 773: HP: 2264, STR: 1168368, VIT: 1790, SPD: 79, LUK: 1, Attack: 1880862, Defense: 86524, Current HP: 2264, A Avg: 15667580, D Avg: 121133, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 772: HP: 1870, STR: 1168368, VIT: 1668, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87143, Current HP: 1870, A Avg: 15667580, D Avg: 122000, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 771: HP: 1368, STR: 1168368, VIT: 2259, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87227, Current HP: 1368, A Avg: 15667580, D Avg: 122117, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 770: HP: 1292, STR: 1168368, VIT: 2301, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89141, Current HP: 1292, A Avg: 15667580, D Avg: 124797, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 769: HP: 2710, STR: 1168368, VIT: 2054, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89479, Current HP: 2710, A Avg: 15667580, D Avg: 125270, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 768: HP: 1178, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87928, Current HP: 1178, A Avg: 15667580, D Avg: 123099, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 767: HP: 1178, STR: 1168368, VIT: 3172, SPD: 79, LUK: 1, Attack: 1880862, Defense: 92950, Current HP: 1178, A Avg: 15667580, D Avg: 130129, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 766: HP: 1653, STR: 1168368, VIT: 4075, SPD: 79, LUK: 1, Attack: 1880862, Defense: 90863, Current HP: 1653, A Avg: 15667580, D Avg: 127208, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 765: HP: 1463, STR: 1168368, VIT: 1973, SPD: 85, LUK: 1, Attack: 1880862, Defense: 87851, Current HP: 1463, A Avg: 15667580, D Avg: 122991, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 764: HP: 2523, STR: 1168368, VIT: 1942, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88158, Current HP: 2523, A Avg: 15667580, D Avg: 123421, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 763: HP: 1640, STR: 1168368, VIT: 1960, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88995, Current HP: 1640, A Avg: 15667580, D Avg: 124592, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 762: HP: 1240, STR: 1168368, VIT: 2359, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89407, Current HP: 1240, A Avg: 15667580, D Avg: 125169, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 761: HP: 1240, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 84862, Current HP: 1240, A Avg: 15667580, D Avg: 118806, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 760: HP: 1240, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 84872, Current HP: 1240, A Avg: 15667580, D Avg: 118820, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 759: HP: 1178, STR: 1168368, VIT: 1204, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85073, Current HP: 1178, A Avg: 15667580, D Avg: 119102, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 758: HP: 1178, STR: 1168368, VIT: 1211, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85015, Current HP: 1178, A Avg: 15667580, D Avg: 119020, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 757: HP: 1178, STR: 1168368, VIT: 1300, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85163, Current HP: 1178, A Avg: 15667580, D Avg: 119228, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 756: HP: 1178, STR: 1168368, VIT: 1322, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85211, Current HP: 1178, A Avg: 15667580, D Avg: 119295, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 755: HP: 1240, STR: 1168368, VIT: 1352, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85228, Current HP: 1240, A Avg: 15667580, D Avg: 119319, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 754: HP: 1662, STR: 1168368, VIT: 1513, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85350, Current HP: 1662, A Avg: 15667580, D Avg: 119489, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 753: HP: 1300, STR: 1168368, VIT: 1251, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85023, Current HP: 1300, A Avg: 15667580, D Avg: 119032, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 752: HP: 1340, STR: 1168368, VIT: 1352, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85371, Current HP: 1340, A Avg: 15667580, D Avg: 119519, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 751: HP: 1254, STR: 1168368, VIT: 1311, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85239, Current HP: 1254, A Avg: 15667580, D Avg: 119334, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 750: HP: 2026, STR: 1168368, VIT: 1668, SPD: 79, LUK: 1, Attack: 1880862, Defense: 86230, Current HP: 2026, A Avg: 15667580, D Avg: 120721, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 749: HP: 1960, STR: 1168368, VIT: 1300, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85228, Current HP: 1960, A Avg: 15667580, D Avg: 119319, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 748: HP: 1240, STR: 1168368, VIT: 2162, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88950, Current HP: 1240, A Avg: 15667580, D Avg: 124529, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 747: HP: 3524, STR: 1168368, VIT: 1194, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87111, Current HP: 3524, A Avg: 15667580, D Avg: 121955, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 746: HP: 2264, STR: 1168368, VIT: 1790, SPD: 79, LUK: 1, Attack: 1880862, Defense: 86524, Current HP: 2264, A Avg: 15667580, D Avg: 121133, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 745: HP: 1870, STR: 1168368, VIT: 1668, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87143, Current HP: 1870, A Avg: 15667580, D Avg: 122000, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 744: HP: 1368, STR: 1168368, VIT: 2259, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87227, Current HP: 1368, A Avg: 15667580, D Avg: 122117, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 743: HP: 1292, STR: 1168368, VIT: 2301, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89141, Current HP: 1292, A Avg: 15667580, D Avg: 124797, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 742: HP: 2710, STR: 1168368, VIT: 2054, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89479, Current HP: 2710, A Avg: 15667580, D Avg: 125270, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 741: HP: 1178, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87928, Current HP: 1178, A Avg: 15667580, D Avg: 123099, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 740: HP: 1178, STR: 1168368, VIT: 3172, SPD: 79, LUK: 1, Attack: 1880862, Defense: 92950, Current HP: 1178, A Avg: 15667580, D Avg: 130129, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 739: HP: 1653, STR: 1168368, VIT: 4075, SPD: 79, LUK: 1, Attack: 1880862, Defense: 90863, Current HP: 1653, A Avg: 15667580, D Avg: 127208, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 738: HP: 1463, STR: 1168368, VIT: 1973, SPD: 85, LUK: 1, Attack: 1880862, Defense: 87851, Current HP: 1463, A Avg: 15667580, D Avg: 122991, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 737: HP: 2523, STR: 1168368, VIT: 1942, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88158, Current HP: 2523, A Avg: 15667580, D Avg: 123421, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 736: HP: 1640, STR: 1168368, VIT: 1960, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88995, Current HP: 1640, A Avg: 15667580, D Avg: 124592, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 735: HP: 1240, STR: 1168368, VIT: 2359, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89407, Current HP: 1240, A Avg: 15667580, D Avg: 125169, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 734: HP: 1240, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 84862, Current HP: 1240, A Avg: 15667580, D Avg: 118806, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 733: HP: 1240, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 84872, Current HP: 1240, A Avg: 15667580, D Avg: 118820, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 732: HP: 1178, STR: 1168368, VIT: 1204, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85073, Current HP: 1178, A Avg: 15667580, D Avg: 119102, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 731: HP: 1178, STR: 1168368, VIT: 1211, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85015, Current HP: 1178, A Avg: 15667580, D Avg: 119020, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 730: HP: 1178, STR: 1168368, VIT: 1300, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85163, Current HP: 1178, A Avg: 15667580, D Avg: 119228, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 729: HP: 1178, STR: 1168368, VIT: 1322, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85211, Current HP: 1178, A Avg: 15667580, D Avg: 119295, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 728: HP: 1240, STR: 1168368, VIT: 1352, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85228, Current HP: 1240, A Avg: 15667580, D Avg: 119319, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 727: HP: 1662, STR: 1168368, VIT: 1513, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85350, Current HP: 1662, A Avg: 15667580, D Avg: 119489, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 726: HP: 1300, STR: 1168368, VIT: 1251, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85023, Current HP: 1300, A Avg: 15667580, D Avg: 119032, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 725: HP: 1340, STR: 1168368, VIT: 1352, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85371, Current HP: 1340, A Avg: 15667580, D Avg: 119519, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 724: HP: 1254, STR: 1168368, VIT: 1311, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85239, Current HP: 1254, A Avg: 15667580, D Avg: 119334, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 723: HP: 2026, STR: 1168368, VIT: 1668, SPD: 79, LUK: 1, Attack: 1880862, Defense: 86230, Current HP: 2026, A Avg: 15667580, D Avg: 120721, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 722: HP: 1960, STR: 1168368, VIT: 1300, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85228, Current HP: 1960, A Avg: 15667580, D Avg: 119319, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 721: HP: 1240, STR: 1168368, VIT: 2162, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88950, Current HP: 1240, A Avg: 15667580, D Avg: 124529, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 720: HP: 3524, STR: 1168368, VIT: 1194, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87111, Current HP: 3524, A Avg: 15667580, D Avg: 121955, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 719: HP: 2264, STR: 1168368, VIT: 1790, SPD: 79, LUK: 1, Attack: 1880862, Defense: 86524, Current HP: 2264, A Avg: 15667580, D Avg: 121133, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 718: HP: 1870, STR: 1168368, VIT: 1668, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87143, Current HP: 1870, A Avg: 15667580, D Avg: 122000, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 717: HP: 1368, STR: 1168368, VIT: 2259, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87227, Current HP: 1368, A Avg: 15667580, D Avg: 122117, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 716: HP: 1292, STR: 1168368, VIT: 2301, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89141, Current HP: 1292, A Avg: 15667580, D Avg: 124797, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 715: HP: 2710, STR: 1168368, VIT: 2054, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89479, Current HP: 2710, A Avg: 15667580, D Avg: 125270, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 714: HP: 1178, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87928, Current HP: 1178, A Avg: 15667580, D Avg: 123099, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 713: HP: 1178, STR: 1168368, VIT: 3172, SPD: 79, LUK: 1, Attack: 1880862, Defense: 92950, Current HP: 1178, A Avg: 15667580, D Avg: 130129, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 712: HP: 1653, STR: 1168368, VIT: 4075, SPD: 79, LUK: 1, Attack: 1880862, Defense: 90863, Current HP: 1653, A Avg: 15667580, D Avg: 127208, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 711: HP: 1463, STR: 1168368, VIT: 1973, SPD: 85, LUK: 1, Attack: 1880862, Defense: 87851, Current HP: 1463, A Avg: 15667580, D Avg: 122991, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 710: HP: 2523, STR: 1168368, VIT: 1942, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88158, Current HP: 2523, A Avg: 15667580, D Avg: 123421, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 709: HP: 1640, STR: 1168368, VIT: 1960, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88995, Current HP: 1640, A Avg: 15667580, D Avg: 124592, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 708: HP: 1240, STR: 1168368, VIT: 2359, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89407, Current HP: 1240, A Avg: 15667580, D Avg: 125169, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 707: HP: 1240, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 84862, Current HP: 1240, A Avg: 15667580, D Avg: 118806, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 706: HP: 1240, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 84872, Current HP: 1240, A Avg: 15667580, D Avg: 118820, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 705: HP: 1178, STR: 1168368, VIT: 1204, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85073, Current HP: 1178, A Avg: 15667580, D Avg: 119102, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 704: HP: 1178, STR: 1168368, VIT: 1211, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85015, Current HP: 1178, A Avg: 15667580, D Avg: 119020, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 703: HP: 1178, STR: 1168368, VIT: 1300, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85163, Current HP: 1178, A Avg: 15667580, D Avg: 119228, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 702: HP: 1178, STR: 1168368, VIT: 1322, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85211, Current HP: 1178, A Avg: 15667580, D Avg: 119295, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 701: HP: 1240, STR: 1168368, VIT: 1352, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85228, Current HP: 1240, A Avg: 15667580, D Avg: 119319, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 700: HP: 1662, STR: 1168368, VIT: 1513, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85350, Current HP: 1662, A Avg: 15667580, D Avg: 119489, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 699: HP: 1300, STR: 1168368, VIT: 1251, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85023, Current HP: 1300, A Avg: 15667580, D Avg: 119032, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 698: HP: 1340, STR: 1168368, VIT: 1352, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85371, Current HP: 1340, A Avg: 15667580, D Avg: 119519, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 697: HP: 1254, STR: 1168368, VIT: 1311, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85239, Current HP: 1254, A Avg: 15667580, D Avg: 119334, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 696: HP: 2026, STR: 1168368, VIT: 1668, SPD: 79, LUK: 1, Attack: 1880862, Defense: 86230, Current HP: 2026, A Avg: 15667580, D Avg: 120721, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 695: HP: 1960, STR: 1168368, VIT: 1300, SPD: 79, LUK: 1, Attack: 1880862, Defense: 85228, Current HP: 1960, A Avg: 15667580, D Avg: 119319, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 694: HP: 1240, STR: 1168368, VIT: 2162, SPD: 79, LUK: 1, Attack: 1880862, Defense: 88950, Current HP: 1240, A Avg: 15667580, D Avg: 124529, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 693: HP: 3524, STR: 1168368, VIT: 1194, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87111, Current HP: 3524, A Avg: 15667580, D Avg: 121955, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 692: HP: 2264, STR: 1168368, VIT: 1790, SPD: 79, LUK: 1, Attack: 1880862, Defense: 86524, Current HP: 2264, A Avg: 15667580, D Avg: 121133, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 691: HP: 1870, STR: 1168368, VIT: 1668, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87143, Current HP: 1870, A Avg: 15667580, D Avg: 122000, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 690: HP: 1368, STR: 1168368, VIT: 2259, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87227, Current HP: 1368, A Avg: 15667580, D Avg: 122117, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 689: HP: 1292, STR: 1168368, VIT: 2301, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89141, Current HP: 1292, A Avg: 15667580, D Avg: 124797, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 688: HP: 2710, STR: 1168368, VIT: 2054, SPD: 79, LUK: 1, Attack: 1880862, Defense: 89479, Current HP: 2710, A Avg: 15667580, D Avg: 125270, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 687: HP: 1178, STR: 1168368, VIT: 1139, SPD: 79, LUK: 1, Attack: 1880862, Defense: 87928, Current HP: 1178, A Avg: 15667580, D Avg: 123099, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 686: HP: 1178, STR: 1168368, VIT: 3172, SPD: 79, LUK: 1, Attack: 1880862, Defense: 92950, Current HP: 1178, A Avg: 15667580, D Avg: 130129, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 685: HP: 1653, STR: 1168368, VIT: 4075, SPD: 79, LUK: 1, Attack: 1880862, Defense: 90863, Current HP: 1653, A Avg: 15667580, D Avg: 127208, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 684: HP: 1463, STR: 1168368, VIT: 1973, SPD: 85, LUK: 1, Attack: 1880862, Defense: 87851, Current HP: 1463, A Avg: 15667580, D Avg: 122991, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 803]]
