Rank 1000: HP: 1514, STR: 9302, VIT: 1363, SPD: 79, LUK: 1, Attack: 142263, Defense: 85369, Current HP: 1514, A Avg: 1185050, D Avg: 119516, [Zodiac[184, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 787: HP: 2023, STR: 5242, VIT: 698, SPD: 79, LUK: 1, Attack: 142726, Defense: 85562, Current HP: 2023, A Avg: 1188907, D Avg: 119786, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 786: HP: 1852, STR: 5242, VIT: 755, SPD: 85, LUK: 1, Attack: 142726, Defense: 85177, Current HP: 1852, A Avg: 1188907, D Avg: 119247, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 785: HP: 1947, STR: 5242, VIT: 979, SPD: 85, LUK: 1, Attack: 142726, Defense: 85401, Current HP: 1947, A Avg: 1188907, D Avg: 119561, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 784: HP: 1947, STR: 5242, VIT: 776, SPD: 85, LUK: 1, Attack: 142726, Defense: 85198, Current HP: 1947, A Avg: 1188907, D Avg: 119277, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 783: HP: 5791, STR: 7326, VIT: 2822, SPD: 79, LUK: 1, Attack: 142731, Defense: 90650, Current HP: 5791, A Avg: 1188949, D Avg: 126909, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 782: HP: 4092, STR: 7326, VIT: 2811, SPD: 79, LUK: 2, Attack: 142731, Defense: 90639, Current HP: 4092, A Avg: 1188949, D Avg: 126894, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 781: HP: 3044, STR: 9282, VIT: 2604, SPD: 95, LUK: 1, Attack: 142740, Defense: 87338, Current HP: 3044, A Avg: 1189024, D Avg: 122273, [Blue Sword[180, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 780: HP: 5662, STR: 7338, VIT: 4775, SPD: 85, LUK: 1, Attack: 142749, Defense: 91563, Current HP: 5662, A Avg: 1189099, D Avg: 128188, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 779: HP: 4031, STR: 7339, VIT: 3417, SPD: 95, LUK: 1, Attack: 142750, Defense: 87761, Current HP: 4031, A Avg: 1189107, D Avg: 122865, [Stargazer[183, 0, 0, 0], V Magnum[238, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 778: HP: 5044, STR: 7344, VIT: 5415, SPD: 79, LUK: 1, Attack: 142758, Defense: 90643, Current HP: 5044, A Avg: 1189174, D Avg: 126900, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 777: HP: 2422, STR: 8122, VIT: 1570, SPD: 95, LUK: 1, Attack: 142760, Defense: 86798, Current HP: 2422, A Avg: 1189190, D Avg: 121517, [Tekken[188, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 776: HP: 1364, STR: 8646, VIT: 1360, SPD: 90, LUK: 1, Attack: 142761, Defense: 89188, Current HP: 1364, A Avg: 1189199, D Avg: 124863, [Moon Knuckle[153, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 775: HP: 1060, STR: 7520, VIT: 461, SPD: 85, LUK: 1, Attack: 142772, Defense: 84467, Current HP: 1060, A Avg: 1189290, D Avg: 118253, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 774: HP: 1040, STR: 7520, VIT: 5565, SPD: 85, LUK: 1, Attack: 142772, Defense: 91235, Current HP: 1040, A Avg: 1189290, D Avg: 127728, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 773: HP: 1197, STR: 9643, VIT: 1159, SPD: 129, LUK: 1, Attack: 142774, Defense: 88987, Current HP: 1197, A Avg: 1189307, D Avg: 124581, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 772: HP: 6954, STR: 9377, VIT: 1753, SPD: 100, LUK: 1, Attack: 142785, Defense: 86097, Current HP: 6954, A Avg: 1189399, D Avg: 120535, [Spear of Regression[182, 0, 0, 0], V Magnum[238, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 771: HP: 2631, STR: 7537, VIT: 1106, SPD: 79, LUK: 1, Attack: 142797, Defense: 84995, Current HP: 2631, A Avg: 1189499, D Avg: 118992, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 770: HP: 1721, STR: 5290, VIT: 520, SPD: 95, LUK: 1, Attack: 142798, Defense: 84864, Current HP: 1721, A Avg: 1189507, D Avg: 118809, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 769: HP: 4070, STR: 7389, VIT: 4348, SPD: 79, LUK: 1, Attack: 142825, Defense: 92176, Current HP: 4070, A Avg: 1189732, D Avg: 129046, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 768: HP: 2124, STR: 9587, VIT: 1251, SPD: 79, LUK: 1, Attack: 142846, Defense: 89079, Current HP: 2124, A Avg: 1189907, D Avg: 124710, [Gladius[162, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 767: HP: 1368, STR: 5328, VIT: 205, SPD: 79, LUK: 2, Attack: 142855, Defense: 84393, Current HP: 1368, A Avg: 1189982, D Avg: 118150, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 766: HP: 1083, STR: 8186, VIT: 163, SPD: 79, LUK: 1, Attack: 142856, Defense: 87991, Current HP: 1083, A Avg: 1189990, D Avg: 123187, [Tekken[188, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 765: HP: 1083, STR: 10316, VIT: 163, SPD: 79, LUK: 1, Attack: 142867, Defense: 87991, Current HP: 1083, A Avg: 1190082, D Avg: 123187, [Jack Knife[185, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 764: HP: 1460, STR: 5339, VIT: 548, SPD: 85, LUK: 1, Attack: 142872, Defense: 84554, Current HP: 1460, A Avg: 1190123, D Avg: 118375, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 763: HP: 1440, STR: 5339, VIT: 5652, SPD: 85, LUK: 1, Attack: 142872, Defense: 91322, Current HP: 1440, A Avg: 1190123, D Avg: 127850, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 762: HP: 7517, STR: 7367, VIT: 2698, SPD: 90, LUK: 1, Attack: 142874, Defense: 86886, Current HP: 7517, A Avg: 1190140, D Avg: 121640, [Wild Card[175, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 761: HP: 2414, STR: 8911, VIT: 1271, SPD: 90, LUK: 1, Attack: 142885, Defense: 89099, Current HP: 2414, A Avg: 1190232, D Avg: 124738, [Progress[147, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 760: HP: 1440, STR: 5350, VIT: 548, SPD: 90, LUK: 1, Attack: 142888, Defense: 84573, Current HP: 1440, A Avg: 1190257, D Avg: 118402, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 759: HP: 1216, STR: 8777, VIT: 1610, SPD: 79, LUK: 1, Attack: 142899, Defense: 89438, Current HP: 1216, A Avg: 1190348, D Avg: 125213, [Cuttlefish[178, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 758: HP: 6118, STR: 9453, VIT: 981, SPD: 85, LUK: 1, Attack: 142899, Defense: 85325, Current HP: 6118, A Avg: 1190348, D Avg: 119454, [Spear of Regression[182, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 757: HP: 1928, STR: 5366, VIT: 1220, SPD: 79, LUK: 1, Attack: 142912, Defense: 88021, Current HP: 1928, A Avg: 1190456, D Avg: 123229, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 756: HP: 2023, STR: 5366, VIT: 1455, SPD: 79, LUK: 1, Attack: 142912, Defense: 88256, Current HP: 2023, A Avg: 1190456, D Avg: 123558, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 755: HP: 2023, STR: 5366, VIT: 1241, SPD: 79, LUK: 1, Attack: 142912, Defense: 88042, Current HP: 2023, A Avg: 1190456, D Avg: 123258, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 754: HP: 2030, STR: 5366, VIT: 687, SPD: 85, LUK: 1, Attack: 142912, Defense: 84927, Current HP: 2030, A Avg: 1190456, D Avg: 118897, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 753: HP: 2061, STR: 3091, VIT: 821, SPD: 79, LUK: 1, Attack: 142916, Defense: 86049, Current HP: 2061, A Avg: 1190490, D Avg: 120468, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 752: HP: 1938, STR: 5369, VIT: 2166, SPD: 79, LUK: 1, Attack: 142917, Defense: 89734, Current HP: 1938, A Avg: 1190498, D Avg: 125627, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 751: HP: 2033, STR: 5369, VIT: 2390, SPD: 79, LUK: 1, Attack: 142917, Defense: 89958, Current HP: 2033, A Avg: 1190498, D Avg: 125941, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 750: HP: 2033, STR: 5369, VIT: 2187, SPD: 79, LUK: 1, Attack: 142917, Defense: 89755, Current HP: 2033, A Avg: 1190498, D Avg: 125656, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 749: HP: 1717, STR: 7619, VIT: 885, SPD: 85, LUK: 1, Attack: 142920, Defense: 86503, Current HP: 1717, A Avg: 1190523, D Avg: 121104, [Neural Edge[190, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 748: HP: 1432, STR: 7622, VIT: 1164, SPD: 85, LUK: 1, Attack: 142925, Defense: 86002, Current HP: 1432, A Avg: 1190565, D Avg: 120402, [Neural Edge[190, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 747: HP: 2445, STR: 7632, VIT: 1122, SPD: 79, LUK: 1, Attack: 142940, Defense: 85128, Current HP: 2445, A Avg: 1190690, D Avg: 119179, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 746: HP: 2422, STR: 11193, VIT: 1454, SPD: 95, LUK: 1, Attack: 142954, Defense: 89282, Current HP: 2422, A Avg: 1190806, D Avg: 124994, [Serpent[144, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 745: HP: 2033, STR: 9971, VIT: 1527, SPD: 79, LUK: 1, Attack: 142958, Defense: 89355, Current HP: 2033, A Avg: 1190840, D Avg: 125096, [Impulse[166, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 744: HP: 1425, STR: 5400, VIT: 246, SPD: 135, LUK: 1, Attack: 142963, Defense: 84590, Current HP: 1425, A Avg: 1190881, D Avg: 118425, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 743: HP: 1630, STR: 7654, VIT: 707, SPD: 85, LUK: 1, Attack: 142973, Defense: 85571, Current HP: 1630, A Avg: 1190965, D Avg: 119799, [Neural Edge[190, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 742: HP: 1550, STR: 7654, VIT: 791, SPD: 90, LUK: 1, Attack: 142973, Defense: 85213, Current HP: 1550, A Avg: 1190965, D Avg: 119298, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 741: HP: 3230, STR: 9777, VIT: 2155, SPD: 100, LUK: 1, Attack: 142975, Defense: 88943, Current HP: 3230, A Avg: 1190981, D Avg: 124520, [Zodiac[184, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 740: HP: 2508, STR: 5412, VIT: 1079, SPD: 79, LUK: 1, Attack: 142981, Defense: 84942, Current HP: 2508, A Avg: 1191031, D Avg: 118918, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 739: HP: 4351, STR: 7495, VIT: 3828, SPD: 100, LUK: 1, Attack: 142984, Defense: 87964, Current HP: 4351, A Avg: 1191056, D Avg: 123149, [Stargazer[183, 0, 0, 0], Magnum[237, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 738: HP: 2612, STR: 9788, VIT: 2587, SPD: 95, LUK: 1, Attack: 142992, Defense: 87815, Current HP: 2612, A Avg: 1191123, D Avg: 122940, [Zodiac[184, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 737: HP: 3420, STR: 7503, VIT: 2811, SPD: 85, LUK: 1, Attack: 142996, Defense: 86947, Current HP: 3420, A Avg: 1191156, D Avg: 121725, [Stargazer[183, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 736: HP: 1919, STR: 10556, VIT: 2359, SPD: 95, LUK: 1, Attack: 143016, Defense: 90187, Current HP: 1919, A Avg: 1191323, D Avg: 126261, [Pulse Knife[165, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 735: HP: 7144, STR: 9541, VIT: 736, SPD: 85, LUK: 1, Attack: 143031, Defense: 87524, Current HP: 7144, A Avg: 1191448, D Avg: 122533, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 734: HP: 7695, STR: 7473, VIT: 3803, SPD: 79, LUK: 1, Attack: 143033, Defense: 91631, Current HP: 7695, A Avg: 1191464, D Avg: 128283, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 733: HP: 6526, STR: 9545, VIT: 1168, SPD: 79, LUK: 1, Attack: 143037, Defense: 86396, Current HP: 6526, A Avg: 1191498, D Avg: 120954, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 732: HP: 1570, STR: 9484, VIT: 1542, SPD: 85, LUK: 1, Attack: 143043, Defense: 86770, Current HP: 1570, A Avg: 1191548, D Avg: 121477, [Blue Sword[180, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 731: HP: 3420, STR: 7541, VIT: 2811, SPD: 79, LUK: 2, Attack: 143053, Defense: 90639, Current HP: 3420, A Avg: 1191631, D Avg: 126894, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 730: HP: 988, STR: 9494, VIT: 935, SPD: 85, LUK: 1, Attack: 143058, Defense: 85279, Current HP: 988, A Avg: 1191673, D Avg: 119390, [Blue Sword[180, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 729: HP: 1276, STR: 7715, VIT: 461, SPD: 85, LUK: 1, Attack: 143064, Defense: 84961, Current HP: 1276, A Avg: 1191723, D Avg: 118945, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 728: HP: 2220, STR: 9500, VIT: 1089, SPD: 90, LUK: 1, Attack: 143067, Defense: 87877, Current HP: 2220, A Avg: 1191748, D Avg: 123027, [Blue Sword[180, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 727: HP: 6954, STR: 9565, VIT: 3786, SPD: 95, LUK: 1, Attack: 143067, Defense: 93564, Current HP: 6954, A Avg: 1191748, D Avg: 130989, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 726: HP: 7077, STR: 7500, VIT: 2608, SPD: 79, LUK: 1, Attack: 143073, Defense: 87836, Current HP: 7077, A Avg: 1191798, D Avg: 122970, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 725: HP: 7172, STR: 7500, VIT: 2832, SPD: 79, LUK: 1, Attack: 143073, Defense: 88060, Current HP: 7172, A Avg: 1191798, D Avg: 123283, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 724: HP: 7172, STR: 7500, VIT: 2629, SPD: 79, LUK: 1, Attack: 143073, Defense: 87857, Current HP: 7172, A Avg: 1191798, D Avg: 122999, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 723: HP: 1973, STR: 3202, VIT: 468, SPD: 90, LUK: 1, Attack: 143083, Defense: 84656, Current HP: 1973, A Avg: 1191881, D Avg: 118518, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 722: HP: 1007, STR: 7731, VIT: 255, SPD: 79, LUK: 1, Attack: 143088, Defense: 84118, Current HP: 1007, A Avg: 1191923, D Avg: 117765, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 721: HP: 1102, STR: 7731, VIT: 479, SPD: 79, LUK: 1, Attack: 143088, Defense: 84342, Current HP: 1102, A Avg: 1191923, D Avg: 118078, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 720: HP: 1102, STR: 7731, VIT: 275, SPD: 79, LUK: 1, Attack: 143088, Defense: 84138, Current HP: 1102, A Avg: 1191923, D Avg: 117793, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 719: HP: 1216, STR: 9516, VIT: 1159, SPD: 79, LUK: 1, Attack: 143091, Defense: 88987, Current HP: 1216, A Avg: 1191948, D Avg: 124581, [God Hand[179, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 718: HP: 1311, STR: 9516, VIT: 1384, SPD: 79, LUK: 1, Attack: 143091, Defense: 89212, Current HP: 1311, A Avg: 1191948, D Avg: 124896, [God Hand[179, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 717: HP: 3448, STR: 9548, VIT: 2218, SPD: 95, LUK: 1, Attack: 143100, Defense: 90046, Current HP: 3448, A Avg: 1192022, D Avg: 126064, [Santoku[159, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 716: HP: 2612, STR: 9553, VIT: 1446, SPD: 79, LUK: 1, Attack: 143107, Defense: 89274, Current HP: 2612, A Avg: 1192081, D Avg: 124983, [Santoku[159, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 715: HP: 1280, STR: 8919, VIT: 1796, SPD: 85, LUK: 1, Attack: 143112, Defense: 89624, Current HP: 1280, A Avg: 1192122, D Avg: 125473, [Cuttlefish[178, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 714: HP: 1919, STR: 9766, VIT: 3172, SPD: 95, LUK: 1, Attack: 143115, Defense: 91000, Current HP: 1919, A Avg: 1192147, D Avg: 127399, [Portal Sword[176, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 713: HP: 2137, STR: 5504, VIT: 972, SPD: 85, LUK: 1, Attack: 143119, Defense: 86590, Current HP: 2137, A Avg: 1192181, D Avg: 121225, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 712: HP: 1832, STR: 5507, VIT: 1255, SPD: 85, LUK: 1, Attack: 143124, Defense: 86093, Current HP: 1832, A Avg: 1192222, D Avg: 120530, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 711: HP: 2679, STR: 3237, VIT: 181, SPD: 85, LUK: 1, Attack: 143135, Defense: 86969, Current HP: 2679, A Avg: 1192314, D Avg: 121756, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 710: HP: 1385, STR: 7262, VIT: 502, SPD: 90, LUK: 1, Attack: 143143, Defense: 88330, Current HP: 1385, A Avg: 1192381, D Avg: 123661, [Basic[169, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 709: HP: 1343, STR: 8384, VIT: 468, SPD: 90, LUK: 1, Attack: 143153, Defense: 88296, Current HP: 1343, A Avg: 1192464, D Avg: 123614, [Tekken[188, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 708: HP: 7695, STR: 7560, VIT: 2176, SPD: 85, LUK: 1, Attack: 143163, Defense: 88964, Current HP: 7695, A Avg: 1192547, D Avg: 124549, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 707: HP: 7790, STR: 7560, VIT: 2400, SPD: 85, LUK: 1, Attack: 143163, Defense: 89188, Current HP: 7790, A Avg: 1192547, D Avg: 124863, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 706: HP: 7790, STR: 7560, VIT: 2197, SPD: 85, LUK: 1, Attack: 143163, Defense: 88985, Current HP: 7790, A Avg: 1192547, D Avg: 124578, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 705: HP: 1676, STR: 5534, VIT: 548, SPD: 85, LUK: 1, Attack: 143164, Defense: 85048, Current HP: 1676, A Avg: 1192556, D Avg: 119067, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 704: HP: 1630, STR: 7782, VIT: 1276, SPD: 85, LUK: 1, Attack: 143165, Defense: 88077, Current HP: 1630, A Avg: 1192564, D Avg: 123307, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 703: HP: 2527, STR: 5535, VIT: 1909, SPD: 79, LUK: 1, Attack: 143166, Defense: 86500, Current HP: 2527, A Avg: 1192572, D Avg: 121099, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 702: HP: 2992, STR: 5535, VIT: 2060, SPD: 79, LUK: 1, Attack: 143166, Defense: 88978, Current HP: 2992, A Avg: 1192572, D Avg: 124569, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 701: HP: 3840, STR: 5537, VIT: 2001, SPD: 79, LUK: 1, Attack: 143169, Defense: 88113, Current HP: 3840, A Avg: 1192597, D Avg: 123358, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 700: HP: 2030, STR: 5539, VIT: 798, SPD: 85, LUK: 1, Attack: 143172, Defense: 85662, Current HP: 2030, A Avg: 1192622, D Avg: 119926, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 699: HP: 1950, STR: 5539, VIT: 878, SPD: 90, LUK: 1, Attack: 143172, Defense: 85300, Current HP: 1950, A Avg: 1192622, D Avg: 119419, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 698: HP: 2498, STR: 10118, VIT: 1986, SPD: 90, LUK: 1, Attack: 143178, Defense: 89814, Current HP: 2498, A Avg: 1192672, D Avg: 125739, [Impulse[166, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 697: HP: 1083, STR: 9811, VIT: 2400, SPD: 79, LUK: 1, Attack: 143182, Defense: 90228, Current HP: 1083, A Avg: 1192706, D Avg: 126319, [Portal Sword[176, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 696: HP: 2582, STR: 10893, VIT: 468, SPD: 95, LUK: 1, Attack: 143206, Defense: 87256, Current HP: 2582, A Avg: 1192905, D Avg: 122158, [Magical[187, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 695: HP: 2869, STR: 5564, VIT: 2197, SPD: 79, LUK: 1, Attack: 143209, Defense: 87191, Current HP: 2869, A Avg: 1192930, D Avg: 122067, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 694: HP: 1900, STR: 10900, VIT: 941, SPD: 90, LUK: 1, Attack: 143217, Defense: 86169, Current HP: 1900, A Avg: 1192997, D Avg: 120636, [Magical[187, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 693: HP: 1919, STR: 9600, VIT: 1952, SPD: 95, LUK: 1, Attack: 143217, Defense: 86140, Current HP: 1919, A Avg: 1192997, D Avg: 120595, [Blue Sword[180, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
