Rank 1000: HP: 1040, STR: 603733, VIT: 1228, SPD: 31, LUK: 1, Attack: 1033601, Defense: 88276, Current HP: 1040, A Avg: 8609896, D Avg: 123586, [Impulse[166, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 808: HP: 640, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84187, Current HP: 640, A Avg: 8626856, D Avg: 117861, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 807: HP: 608, STR: 604885, VIT: 487, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84356, Current HP: 608, A Avg: 8626856, D Avg: 118098, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 806: HP: 608, STR: 604885, VIT: 493, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84297, Current HP: 608, A Avg: 8626856, D Avg: 118015, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 805: HP: 608, STR: 604885, VIT: 517, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84380, Current HP: 608, A Avg: 8626856, D Avg: 118131, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 804: HP: 608, STR: 604885, VIT: 539, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84428, Current HP: 608, A Avg: 8626856, D Avg: 118199, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 803: HP: 640, STR: 604885, VIT: 543, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84419, Current HP: 640, A Avg: 8626856, D Avg: 118186, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 802: HP: 807, STR: 604885, VIT: 600, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84437, Current HP: 807, A Avg: 8626856, D Avg: 118211, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 801: HP: 700, STR: 604885, VIT: 504, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84276, Current HP: 700, A Avg: 8626856, D Avg: 117986, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 800: HP: 740, STR: 604885, VIT: 543, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84562, Current HP: 740, A Avg: 8626856, D Avg: 118386, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 799: HP: 684, STR: 604885, VIT: 528, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84456, Current HP: 684, A Avg: 8626856, D Avg: 118238, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 798: HP: 1006, STR: 604885, VIT: 672, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85234, Current HP: 1006, A Avg: 8626856, D Avg: 119327, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 797: HP: 934, STR: 604885, VIT: 517, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84445, Current HP: 934, A Avg: 8626856, D Avg: 118222, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 796: HP: 640, STR: 604885, VIT: 1041, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87829, Current HP: 640, A Avg: 8626856, D Avg: 122960, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 795: HP: 2099, STR: 604885, VIT: 476, SPD: 31, LUK: 1, Attack: 1035637, Defense: 86393, Current HP: 2099, A Avg: 8626856, D Avg: 120950, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 794: HP: 1184, STR: 604885, VIT: 732, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85466, Current HP: 1184, A Avg: 8626856, D Avg: 119652, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 793: HP: 970, STR: 604885, VIT: 672, SPD: 31, LUK: 1, Attack: 1035637, Defense: 86147, Current HP: 970, A Avg: 8626856, D Avg: 120605, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 792: HP: 798, STR: 604885, VIT: 889, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85857, Current HP: 798, A Avg: 8626856, D Avg: 120199, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 791: HP: 722, STR: 604885, VIT: 993, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87833, Current HP: 722, A Avg: 8626856, D Avg: 122966, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 790: HP: 1210, STR: 604885, VIT: 809, SPD: 31, LUK: 1, Attack: 1035637, Defense: 88234, Current HP: 1210, A Avg: 8626856, D Avg: 123527, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 789: HP: 608, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87243, Current HP: 608, A Avg: 8626856, D Avg: 122140, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 788: HP: 608, STR: 604885, VIT: 1242, SPD: 31, LUK: 1, Attack: 1035637, Defense: 91020, Current HP: 608, A Avg: 8626856, D Avg: 127427, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 787: HP: 1083, STR: 604885, VIT: 1726, SPD: 31, LUK: 1, Attack: 1035637, Defense: 88514, Current HP: 1083, A Avg: 8626856, D Avg: 123919, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 786: HP: 893, STR: 604885, VIT: 790, SPD: 34, LUK: 1, Attack: 1035637, Defense: 86668, Current HP: 893, A Avg: 8626856, D Avg: 121335, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 785: HP: 1269, STR: 604885, VIT: 833, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87049, Current HP: 1269, A Avg: 8626856, D Avg: 121868, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 784: HP: 1040, STR: 604885, VIT: 1027, SPD: 31, LUK: 1, Attack: 1035637, Defense: 88062, Current HP: 1040, A Avg: 8626856, D Avg: 123286, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 783: HP: 640, STR: 604885, VIT: 927, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87975, Current HP: 640, A Avg: 8626856, D Avg: 123164, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 782: HP: 640, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84177, Current HP: 640, A Avg: 8626856, D Avg: 117847, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 781: HP: 640, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84187, Current HP: 640, A Avg: 8626856, D Avg: 117861, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 780: HP: 608, STR: 604885, VIT: 487, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84356, Current HP: 608, A Avg: 8626856, D Avg: 118098, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 779: HP: 608, STR: 604885, VIT: 493, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84297, Current HP: 608, A Avg: 8626856, D Avg: 118015, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 778: HP: 608, STR: 604885, VIT: 517, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84380, Current HP: 608, A Avg: 8626856, D Avg: 118131, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 777: HP: 608, STR: 604885, VIT: 539, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84428, Current HP: 608, A Avg: 8626856, D Avg: 118199, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 776: HP: 640, STR: 604885, VIT: 543, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84419, Current HP: 640, A Avg: 8626856, D Avg: 118186, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 775: HP: 807, STR: 604885, VIT: 600, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84437, Current HP: 807, A Avg: 8626856, D Avg: 118211, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 774: HP: 700, STR: 604885, VIT: 504, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84276, Current HP: 700, A Avg: 8626856, D Avg: 117986, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 773: HP: 740, STR: 604885, VIT: 543, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84562, Current HP: 740, A Avg: 8626856, D Avg: 118386, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 772: HP: 684, STR: 604885, VIT: 528, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84456, Current HP: 684, A Avg: 8626856, D Avg: 118238, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 771: HP: 1006, STR: 604885, VIT: 672, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85234, Current HP: 1006, A Avg: 8626856, D Avg: 119327, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 770: HP: 934, STR: 604885, VIT: 517, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84445, Current HP: 934, A Avg: 8626856, D Avg: 118222, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 769: HP: 640, STR: 604885, VIT: 1041, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87829, Current HP: 640, A Avg: 8626856, D Avg: 122960, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 768: HP: 2099, STR: 604885, VIT: 476, SPD: 31, LUK: 1, Attack: 1035637, Defense: 86393, Current HP: 2099, A Avg: 8626856, D Avg: 120950, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 767: HP: 1184, STR: 604885, VIT: 732, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85466, Current HP: 1184, A Avg: 8626856, D Avg: 119652, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 766: HP: 970, STR: 604885, VIT: 672, SPD: 31, LUK: 1, Attack: 1035637, Defense: 86147, Current HP: 970, A Avg: 8626856, D Avg: 120605, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 765: HP: 798, STR: 604885, VIT: 889, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85857, Current HP: 798, A Avg: 8626856, D Avg: 120199, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 764: HP: 722, STR: 604885, VIT: 993, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87833, Current HP: 722, A Avg: 8626856, D Avg: 122966, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 763: HP: 1210, STR: 604885, VIT: 809, SPD: 31, LUK: 1, Attack: 1035637, Defense: 88234, Current HP: 1210, A Avg: 8626856, D Avg: 123527, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 762: HP: 608, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87243, Current HP: 608, A Avg: 8626856, D Avg: 122140, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 761: HP: 608, STR: 604885, VIT: 1242, SPD: 31, LUK: 1, Attack: 1035637, Defense: 91020, Current HP: 608, A Avg: 8626856, D Avg: 127427, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 760: HP: 1083, STR: 604885, VIT: 1726, SPD: 31, LUK: 1, Attack: 1035637, Defense: 88514, Current HP: 1083, A Avg: 8626856, D Avg: 123919, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 759: HP: 893, STR: 604885, VIT: 790, SPD: 34, LUK: 1, Attack: 1035637, Defense: 86668, Current HP: 893, A Avg: 8626856, D Avg: 121335, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 758: HP: 1269, STR: 604885, VIT: 833, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87049, Current HP: 1269, A Avg: 8626856, D Avg: 121868, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 757: HP: 1040, STR: 604885, VIT: 1027, SPD: 31, LUK: 1, Attack: 1035637, Defense: 88062, Current HP: 1040, A Avg: 8626856, D Avg: 123286, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 756: HP: 640, STR: 604885, VIT: 927, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87975, Current HP: 640, A Avg: 8626856, D Avg: 123164, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 755: HP: 640, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84177, Current HP: 640, A Avg: 8626856, D Avg: 117847, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 754: HP: 640, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84187, Current HP: 640, A Avg: 8626856, D Avg: 117861, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 753: HP: 608, STR: 604885, VIT: 487, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84356, Current HP: 608, A Avg: 8626856, D Avg: 118098, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 752: HP: 608, STR: 604885, VIT: 493, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84297, Current HP: 608, A Avg: 8626856, D Avg: 118015, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 751: HP: 608, STR: 604885, VIT: 517, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84380, Current HP: 608, A Avg: 8626856, D Avg: 118131, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 750: HP: 608, STR: 604885, VIT: 539, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84428, Current HP: 608, A Avg: 8626856, D Avg: 118199, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 749: HP: 640, STR: 604885, VIT: 543, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84419, Current HP: 640, A Avg: 8626856, D Avg: 118186, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 748: HP: 807, STR: 604885, VIT: 600, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84437, Current HP: 807, A Avg: 8626856, D Avg: 118211, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 747: HP: 700, STR: 604885, VIT: 504, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84276, Current HP: 700, A Avg: 8626856, D Avg: 117986, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 746: HP: 740, STR: 604885, VIT: 543, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84562, Current HP: 740, A Avg: 8626856, D Avg: 118386, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 745: HP: 684, STR: 604885, VIT: 528, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84456, Current HP: 684, A Avg: 8626856, D Avg: 118238, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 744: HP: 1006, STR: 604885, VIT: 672, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85234, Current HP: 1006, A Avg: 8626856, D Avg: 119327, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 743: HP: 934, STR: 604885, VIT: 517, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84445, Current HP: 934, A Avg: 8626856, D Avg: 118222, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 742: HP: 640, STR: 604885, VIT: 1041, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87829, Current HP: 640, A Avg: 8626856, D Avg: 122960, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 741: HP: 2099, STR: 604885, VIT: 476, SPD: 31, LUK: 1, Attack: 1035637, Defense: 86393, Current HP: 2099, A Avg: 8626856, D Avg: 120950, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 740: HP: 1184, STR: 604885, VIT: 732, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85466, Current HP: 1184, A Avg: 8626856, D Avg: 119652, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 739: HP: 970, STR: 604885, VIT: 672, SPD: 31, LUK: 1, Attack: 1035637, Defense: 86147, Current HP: 970, A Avg: 8626856, D Avg: 120605, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 738: HP: 798, STR: 604885, VIT: 889, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85857, Current HP: 798, A Avg: 8626856, D Avg: 120199, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 737: HP: 722, STR: 604885, VIT: 993, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87833, Current HP: 722, A Avg: 8626856, D Avg: 122966, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 736: HP: 1210, STR: 604885, VIT: 809, SPD: 31, LUK: 1, Attack: 1035637, Defense: 88234, Current HP: 1210, A Avg: 8626856, D Avg: 123527, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 735: HP: 608, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87243, Current HP: 608, A Avg: 8626856, D Avg: 122140, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 734: HP: 608, STR: 604885, VIT: 1242, SPD: 31, LUK: 1, Attack: 1035637, Defense: 91020, Current HP: 608, A Avg: 8626856, D Avg: 127427, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 733: HP: 1083, STR: 604885, VIT: 1726, SPD: 31, LUK: 1, Attack: 1035637, Defense: 88514, Current HP: 1083, A Avg: 8626856, D Avg: 123919, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 732: HP: 893, STR: 604885, VIT: 790, SPD: 34, LUK: 1, Attack: 1035637, Defense: 86668, Current HP: 893, A Avg: 8626856, D Avg: 121335, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 731: HP: 1269, STR: 604885, VIT: 833, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87049, Current HP: 1269, A Avg: 8626856, D Avg: 121868, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 730: HP: 1040, STR: 604885, VIT: 1027, SPD: 31, LUK: 1, Attack: 1035637, Defense: 88062, Current HP: 1040, A Avg: 8626856, D Avg: 123286, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 729: HP: 640, STR: 604885, VIT: 927, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87975, Current HP: 640, A Avg: 8626856, D Avg: 123164, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 728: HP: 640, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84177, Current HP: 640, A Avg: 8626856, D Avg: 117847, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 727: HP: 640, STR: 604885, VIT: 454, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84187, Current HP: 640, A Avg: 8626856, D Avg: 117861, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 726: HP: 608, STR: 604885, VIT: 487, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84356, Current HP: 608, A Avg: 8626856, D Avg: 118098, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 725: HP: 608, STR: 604885, VIT: 493, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84297, Current HP: 608, A Avg: 8626856, D Avg: 118015, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 724: HP: 608, STR: 604885, VIT: 517, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84380, Current HP: 608, A Avg: 8626856, D Avg: 118131, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 723: HP: 608, STR: 604885, VIT: 539, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84428, Current HP: 608, A Avg: 8626856, D Avg: 118199, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 722: HP: 640, STR: 604885, VIT: 543, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84419, Current HP: 640, A Avg: 8626856, D Avg: 118186, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 721: HP: 807, STR: 604885, VIT: 600, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84437, Current HP: 807, A Avg: 8626856, D Avg: 118211, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 720: HP: 700, STR: 604885, VIT: 504, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84276, Current HP: 700, A Avg: 8626856, D Avg: 117986, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 719: HP: 740, STR: 604885, VIT: 543, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84562, Current HP: 740, A Avg: 8626856, D Avg: 118386, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 718: HP: 684, STR: 604885, VIT: 528, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84456, Current HP: 684, A Avg: 8626856, D Avg: 118238, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 717: HP: 1006, STR: 604885, VIT: 672, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85234, Current HP: 1006, A Avg: 8626856, D Avg: 119327, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 716: HP: 934, STR: 604885, VIT: 517, SPD: 31, LUK: 1, Attack: 1035637, Defense: 84445, Current HP: 934, A Avg: 8626856, D Avg: 118222, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 715: HP: 640, STR: 604885, VIT: 1041, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87829, Current HP: 640, A Avg: 8626856, D Avg: 122960, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 714: HP: 2099, STR: 604885, VIT: 476, SPD: 31, LUK: 1, Attack: 1035637, Defense: 86393, Current HP: 2099, A Avg: 8626856, D Avg: 120950, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 713: HP: 1184, STR: 604885, VIT: 732, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85466, Current HP: 1184, A Avg: 8626856, D Avg: 119652, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 712: HP: 970, STR: 604885, VIT: 672, SPD: 31, LUK: 1, Attack: 1035637, Defense: 86147, Current HP: 970, A Avg: 8626856, D Avg: 120605, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 711: HP: 798, STR: 604885, VIT: 889, SPD: 31, LUK: 1, Attack: 1035637, Defense: 85857, Current HP: 798, A Avg: 8626856, D Avg: 120199, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 710: HP: 722, STR: 604885, VIT: 993, SPD: 31, LUK: 1, Attack: 1035637, Defense: 87833, Current HP: 722, A Avg: 8626856, D Avg: 122966, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 803]]
