Rank 1000: HP: 1940, STR: 927469, VIT: 1591, SPD: 63, LUK: 1, Attack: 1519205, Defense: 85610, Current HP: 1940, A Avg: 12654977, D Avg: 119853, [Impulse[166, 630, 630, 630], Prism Shield[212, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 771: HP: 2210, STR: 930031, VIT: 1639, SPD: 63, LUK: 1, Attack: 1523356, Defense: 89064, Current HP: 2210, A Avg: 12689555, D Avg: 124689, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 770: HP: 988, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 87699, Current HP: 988, A Avg: 12689555, D Avg: 122778, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 769: HP: 988, STR: 930031, VIT: 2529, SPD: 63, LUK: 1, Attack: 1523356, Defense: 92307, Current HP: 988, A Avg: 12689555, D Avg: 129229, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 768: HP: 1463, STR: 930031, VIT: 3292, SPD: 63, LUK: 1, Attack: 1523356, Defense: 90080, Current HP: 1463, A Avg: 12689555, D Avg: 126111, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 767: HP: 1273, STR: 930031, VIT: 1579, SPD: 68, LUK: 1, Attack: 1523356, Defense: 87457, Current HP: 1273, A Avg: 12689555, D Avg: 122439, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 766: HP: 2105, STR: 930031, VIT: 1572, SPD: 63, LUK: 1, Attack: 1523356, Defense: 87788, Current HP: 2105, A Avg: 12689555, D Avg: 122903, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 765: HP: 1440, STR: 930031, VIT: 1649, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88684, Current HP: 1440, A Avg: 12689555, D Avg: 124157, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 764: HP: 1040, STR: 930031, VIT: 1882, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88930, Current HP: 1040, A Avg: 12689555, D Avg: 124501, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 763: HP: 1040, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84633, Current HP: 1040, A Avg: 12689555, D Avg: 118486, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 762: HP: 1040, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84643, Current HP: 1040, A Avg: 12689555, D Avg: 118500, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 761: HP: 988, STR: 930031, VIT: 965, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84834, Current HP: 988, A Avg: 12689555, D Avg: 118767, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 760: HP: 988, STR: 930031, VIT: 972, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84776, Current HP: 988, A Avg: 12689555, D Avg: 118686, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 759: HP: 988, STR: 930031, VIT: 1039, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84902, Current HP: 988, A Avg: 12689555, D Avg: 118862, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 758: HP: 988, STR: 930031, VIT: 1061, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84950, Current HP: 988, A Avg: 12689555, D Avg: 118929, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 757: HP: 1040, STR: 930031, VIT: 1083, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84959, Current HP: 1040, A Avg: 12689555, D Avg: 118942, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 756: HP: 1377, STR: 930031, VIT: 1209, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85046, Current HP: 1377, A Avg: 12689555, D Avg: 119064, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 755: HP: 1100, STR: 930031, VIT: 1002, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84774, Current HP: 1100, A Avg: 12689555, D Avg: 118683, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 754: HP: 1140, STR: 930031, VIT: 1083, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85102, Current HP: 1140, A Avg: 12689555, D Avg: 119142, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 753: HP: 1064, STR: 930031, VIT: 1050, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84978, Current HP: 1064, A Avg: 12689555, D Avg: 118969, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 752: HP: 1686, STR: 930031, VIT: 1336, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85898, Current HP: 1686, A Avg: 12689555, D Avg: 120257, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 751: HP: 1618, STR: 930031, VIT: 1039, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84967, Current HP: 1618, A Avg: 12689555, D Avg: 118953, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 750: HP: 1040, STR: 930031, VIT: 1788, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88576, Current HP: 1040, A Avg: 12689555, D Avg: 124006, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 749: HP: 3049, STR: 930031, VIT: 954, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86871, Current HP: 3049, A Avg: 12689555, D Avg: 121619, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 748: HP: 1904, STR: 930031, VIT: 1437, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86171, Current HP: 1904, A Avg: 12689555, D Avg: 120639, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 747: HP: 1570, STR: 930031, VIT: 1336, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86811, Current HP: 1570, A Avg: 12689555, D Avg: 121535, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 746: HP: 1178, STR: 930031, VIT: 1803, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86771, Current HP: 1178, A Avg: 12689555, D Avg: 121479, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 745: HP: 1102, STR: 930031, VIT: 1865, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88705, Current HP: 1102, A Avg: 12689555, D Avg: 124186, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 744: HP: 2210, STR: 930031, VIT: 1639, SPD: 63, LUK: 1, Attack: 1523356, Defense: 89064, Current HP: 2210, A Avg: 12689555, D Avg: 124689, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 743: HP: 988, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 87699, Current HP: 988, A Avg: 12689555, D Avg: 122778, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 742: HP: 988, STR: 930031, VIT: 2529, SPD: 63, LUK: 1, Attack: 1523356, Defense: 92307, Current HP: 988, A Avg: 12689555, D Avg: 129229, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 741: HP: 1463, STR: 930031, VIT: 3292, SPD: 63, LUK: 1, Attack: 1523356, Defense: 90080, Current HP: 1463, A Avg: 12689555, D Avg: 126111, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 740: HP: 1273, STR: 930031, VIT: 1579, SPD: 68, LUK: 1, Attack: 1523356, Defense: 87457, Current HP: 1273, A Avg: 12689555, D Avg: 122439, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 739: HP: 2105, STR: 930031, VIT: 1572, SPD: 63, LUK: 1, Attack: 1523356, Defense: 87788, Current HP: 2105, A Avg: 12689555, D Avg: 122903, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 738: HP: 1440, STR: 930031, VIT: 1649, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88684, Current HP: 1440, A Avg: 12689555, D Avg: 124157, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 737: HP: 1040, STR: 930031, VIT: 1882, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88930, Current HP: 1040, A Avg: 12689555, D Avg: 124501, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 736: HP: 1040, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84633, Current HP: 1040, A Avg: 12689555, D Avg: 118486, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 735: HP: 1040, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84643, Current HP: 1040, A Avg: 12689555, D Avg: 118500, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 734: HP: 988, STR: 930031, VIT: 965, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84834, Current HP: 988, A Avg: 12689555, D Avg: 118767, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 733: HP: 988, STR: 930031, VIT: 972, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84776, Current HP: 988, A Avg: 12689555, D Avg: 118686, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 732: HP: 988, STR: 930031, VIT: 1039, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84902, Current HP: 988, A Avg: 12689555, D Avg: 118862, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 731: HP: 988, STR: 930031, VIT: 1061, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84950, Current HP: 988, A Avg: 12689555, D Avg: 118929, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 730: HP: 1040, STR: 930031, VIT: 1083, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84959, Current HP: 1040, A Avg: 12689555, D Avg: 118942, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 729: HP: 1377, STR: 930031, VIT: 1209, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85046, Current HP: 1377, A Avg: 12689555, D Avg: 119064, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 728: HP: 1100, STR: 930031, VIT: 1002, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84774, Current HP: 1100, A Avg: 12689555, D Avg: 118683, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 727: HP: 1140, STR: 930031, VIT: 1083, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85102, Current HP: 1140, A Avg: 12689555, D Avg: 119142, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 726: HP: 1064, STR: 930031, VIT: 1050, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84978, Current HP: 1064, A Avg: 12689555, D Avg: 118969, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 725: HP: 1686, STR: 930031, VIT: 1336, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85898, Current HP: 1686, A Avg: 12689555, D Avg: 120257, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 724: HP: 1618, STR: 930031, VIT: 1039, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84967, Current HP: 1618, A Avg: 12689555, D Avg: 118953, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 723: HP: 1040, STR: 930031, VIT: 1788, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88576, Current HP: 1040, A Avg: 12689555, D Avg: 124006, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 722: HP: 3049, STR: 930031, VIT: 954, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86871, Current HP: 3049, A Avg: 12689555, D Avg: 121619, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 721: HP: 1904, STR: 930031, VIT: 1437, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86171, Current HP: 1904, A Avg: 12689555, D Avg: 120639, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 720: HP: 1570, STR: 930031, VIT: 1336, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86811, Current HP: 1570, A Avg: 12689555, D Avg: 121535, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 719: HP: 1178, STR: 930031, VIT: 1803, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86771, Current HP: 1178, A Avg: 12689555, D Avg: 121479, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 718: HP: 1102, STR: 930031, VIT: 1865, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88705, Current HP: 1102, A Avg: 12689555, D Avg: 124186, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 717: HP: 2210, STR: 930031, VIT: 1639, SPD: 63, LUK: 1, Attack: 1523356, Defense: 89064, Current HP: 2210, A Avg: 12689555, D Avg: 124689, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 716: HP: 988, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 87699, Current HP: 988, A Avg: 12689555, D Avg: 122778, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 715: HP: 988, STR: 930031, VIT: 2529, SPD: 63, LUK: 1, Attack: 1523356, Defense: 92307, Current HP: 988, A Avg: 12689555, D Avg: 129229, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 714: HP: 1463, STR: 930031, VIT: 3292, SPD: 63, LUK: 1, Attack: 1523356, Defense: 90080, Current HP: 1463, A Avg: 12689555, D Avg: 126111, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 713: HP: 1273, STR: 930031, VIT: 1579, SPD: 68, LUK: 1, Attack: 1523356, Defense: 87457, Current HP: 1273, A Avg: 12689555, D Avg: 122439, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 712: HP: 2105, STR: 930031, VIT: 1572, SPD: 63, LUK: 1, Attack: 1523356, Defense: 87788, Current HP: 2105, A Avg: 12689555, D Avg: 122903, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 711: HP: 1440, STR: 930031, VIT: 1649, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88684, Current HP: 1440, A Avg: 12689555, D Avg: 124157, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 710: HP: 1040, STR: 930031, VIT: 1882, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88930, Current HP: 1040, A Avg: 12689555, D Avg: 124501, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 709: HP: 1040, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84633, Current HP: 1040, A Avg: 12689555, D Avg: 118486, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 708: HP: 1040, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84643, Current HP: 1040, A Avg: 12689555, D Avg: 118500, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 707: HP: 988, STR: 930031, VIT: 965, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84834, Current HP: 988, A Avg: 12689555, D Avg: 118767, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 706: HP: 988, STR: 930031, VIT: 972, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84776, Current HP: 988, A Avg: 12689555, D Avg: 118686, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 705: HP: 988, STR: 930031, VIT: 1039, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84902, Current HP: 988, A Avg: 12689555, D Avg: 118862, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 704: HP: 988, STR: 930031, VIT: 1061, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84950, Current HP: 988, A Avg: 12689555, D Avg: 118929, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 703: HP: 1040, STR: 930031, VIT: 1083, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84959, Current HP: 1040, A Avg: 12689555, D Avg: 118942, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 702: HP: 1377, STR: 930031, VIT: 1209, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85046, Current HP: 1377, A Avg: 12689555, D Avg: 119064, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 701: HP: 1100, STR: 930031, VIT: 1002, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84774, Current HP: 1100, A Avg: 12689555, D Avg: 118683, [Zodiac[184, 630, 630, 630], Clear Shield[211, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 700: HP: 1140, STR: 930031, VIT: 1083, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85102, Current HP: 1140, A Avg: 12689555, D Avg: 119142, [Zodiac[184, 630, 630, 630], Prism Shield[212, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 699: HP: 1064, STR: 930031, VIT: 1050, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84978, Current HP: 1064, A Avg: 12689555, D Avg: 118969, [Zodiac[184, 630, 630, 630], Tower Shield[213, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 698: HP: 1686, STR: 930031, VIT: 1336, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85898, Current HP: 1686, A Avg: 12689555, D Avg: 120257, [Zodiac[184, 630, 630, 630], Slime Shield[221, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 697: HP: 1618, STR: 930031, VIT: 1039, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84967, Current HP: 1618, A Avg: 12689555, D Avg: 118953, [Zodiac[184, 630, 630, 630], Hardwood Shield[223, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 696: HP: 1040, STR: 930031, VIT: 1788, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88576, Current HP: 1040, A Avg: 12689555, D Avg: 124006, [Zodiac[184, 630, 630, 630], Energy Shield[227, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 695: HP: 3049, STR: 930031, VIT: 954, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86871, Current HP: 3049, A Avg: 12689555, D Avg: 121619, [Zodiac[184, 630, 630, 630], Frying Pan[231, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 694: HP: 1904, STR: 930031, VIT: 1437, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86171, Current HP: 1904, A Avg: 12689555, D Avg: 120639, [Zodiac[184, 630, 630, 630], Slafield[232, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 693: HP: 1570, STR: 930031, VIT: 1336, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86811, Current HP: 1570, A Avg: 12689555, D Avg: 121535, [Zodiac[184, 630, 630, 630], Mist Shield[233, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 692: HP: 1178, STR: 930031, VIT: 1803, SPD: 63, LUK: 1, Attack: 1523356, Defense: 86771, Current HP: 1178, A Avg: 12689555, D Avg: 121479, [Zodiac[184, 630, 630, 630], Huge Shield[234, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 691: HP: 1102, STR: 930031, VIT: 1865, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88705, Current HP: 1102, A Avg: 12689555, D Avg: 124186, [Zodiac[184, 630, 630, 630], Aurora Shield[240, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 690: HP: 2210, STR: 930031, VIT: 1639, SPD: 63, LUK: 1, Attack: 1523356, Defense: 89064, Current HP: 2210, A Avg: 12689555, D Avg: 124689, [Zodiac[184, 630, 630, 630], Cloud Shield[241, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 689: HP: 988, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 87699, Current HP: 988, A Avg: 12689555, D Avg: 122778, [Zodiac[184, 630, 630, 630], Graffiti[243, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 688: HP: 988, STR: 930031, VIT: 2529, SPD: 63, LUK: 1, Attack: 1523356, Defense: 92307, Current HP: 988, A Avg: 12689555, D Avg: 129229, [Zodiac[184, 630, 630, 630], Blank Shield[244, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 687: HP: 1463, STR: 930031, VIT: 3292, SPD: 63, LUK: 1, Attack: 1523356, Defense: 90080, Current HP: 1463, A Avg: 12689555, D Avg: 126111, [Zodiac[184, 630, 630, 630], Golem Shield[245, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 686: HP: 1273, STR: 930031, VIT: 1579, SPD: 68, LUK: 1, Attack: 1523356, Defense: 87457, Current HP: 1273, A Avg: 12689555, D Avg: 122439, [Zodiac[184, 630, 630, 630], Sticky thread shield[247, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 685: HP: 2105, STR: 930031, VIT: 1572, SPD: 63, LUK: 1, Attack: 1523356, Defense: 87788, Current HP: 2105, A Avg: 12689555, D Avg: 122903, [Zodiac[184, 630, 630, 630], King Shield[248, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 684: HP: 1440, STR: 930031, VIT: 1649, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88684, Current HP: 1440, A Avg: 12689555, D Avg: 124157, [Zodiac[184, 630, 630, 630], Warrior's Shield[249, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 683: HP: 1040, STR: 930031, VIT: 1882, SPD: 63, LUK: 1, Attack: 1523356, Defense: 88930, Current HP: 1040, A Avg: 12689555, D Avg: 124501, [Zodiac[184, 630, 630, 630], Ghost shield[251, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 682: HP: 1040, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84633, Current HP: 1040, A Avg: 12689555, D Avg: 118486, [Zodiac[184, 630, 630, 630], Pot Lid[201, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 681: HP: 1040, STR: 930031, VIT: 910, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84643, Current HP: 1040, A Avg: 12689555, D Avg: 118500, [Zodiac[184, 630, 630, 630], High Pot Lid[202, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 680: HP: 988, STR: 930031, VIT: 965, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84834, Current HP: 988, A Avg: 12689555, D Avg: 118767, [Zodiac[184, 630, 630, 630], Wooden Shield[203, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 679: HP: 988, STR: 930031, VIT: 972, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84776, Current HP: 988, A Avg: 12689555, D Avg: 118686, [Zodiac[184, 630, 630, 630], Iron Shield[204, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 678: HP: 988, STR: 930031, VIT: 1039, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84902, Current HP: 988, A Avg: 12689555, D Avg: 118862, [Zodiac[184, 630, 630, 630], Titanium Shield[205, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 677: HP: 988, STR: 930031, VIT: 1061, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84950, Current HP: 988, A Avg: 12689555, D Avg: 118929, [Zodiac[184, 630, 630, 630], Large iron Shield[206, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 676: HP: 1040, STR: 930031, VIT: 1083, SPD: 63, LUK: 1, Attack: 1523356, Defense: 84959, Current HP: 1040, A Avg: 12689555, D Avg: 118942, [Zodiac[184, 630, 630, 630], Magic Shield[207, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 675: HP: 1377, STR: 930031, VIT: 1209, SPD: 63, LUK: 1, Attack: 1523356, Defense: 85046, Current HP: 1377, A Avg: 12689555, D Avg: 119064, [Zodiac[184, 630, 630, 630], Emerald Shield[209, 630, 630, 630], Ring of power[314, 630, 630, 807]]
