Rank 1000: HP: 1340, STR: 604109, VIT: 1031, SPD: 39, LUK: 1, Attack: 1034165, Defense: 85050, Current HP: 1340, A Avg: 8614594, D Avg: 119069, [Impulse[166, 230, 230, 230], Prism Shield[212, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 781: HP: 740, STR: 605613, VIT: 1228, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88016, Current HP: 740, A Avg: 8635952, D Avg: 123222, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 780: HP: 2337, STR: 605613, VIT: 595, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86512, Current HP: 2337, A Avg: 8635952, D Avg: 121116, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 779: HP: 1364, STR: 605613, VIT: 908, SPD: 39, LUK: 1, Attack: 1036729, Defense: 85642, Current HP: 1364, A Avg: 8635952, D Avg: 119898, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 778: HP: 1120, STR: 605613, VIT: 838, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86313, Current HP: 1120, A Avg: 8635952, D Avg: 120838, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 777: HP: 893, STR: 605613, VIT: 1117, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86085, Current HP: 893, A Avg: 8635952, D Avg: 120518, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 776: HP: 817, STR: 605613, VIT: 1211, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88051, Current HP: 817, A Avg: 8635952, D Avg: 123271, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 775: HP: 1460, STR: 605613, VIT: 1016, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88441, Current HP: 1460, A Avg: 8635952, D Avg: 123817, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 774: HP: 703, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 87357, Current HP: 703, A Avg: 8635952, D Avg: 122299, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 773: HP: 703, STR: 605613, VIT: 1564, SPD: 39, LUK: 1, Attack: 1036729, Defense: 91342, Current HP: 703, A Avg: 8635952, D Avg: 127878, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 772: HP: 1178, STR: 605613, VIT: 2118, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88906, Current HP: 1178, A Avg: 8635952, D Avg: 124468, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 771: HP: 988, STR: 605613, VIT: 987, SPD: 42, LUK: 1, Attack: 1036729, Defense: 86865, Current HP: 988, A Avg: 8635952, D Avg: 121610, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 770: HP: 1478, STR: 605613, VIT: 1017, SPD: 39, LUK: 1, Attack: 1036729, Defense: 87233, Current HP: 1478, A Avg: 8635952, D Avg: 122126, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 769: HP: 1140, STR: 605613, VIT: 1182, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88217, Current HP: 1140, A Avg: 8635952, D Avg: 123503, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 768: HP: 740, STR: 605613, VIT: 1166, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88214, Current HP: 740, A Avg: 8635952, D Avg: 123499, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 767: HP: 740, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84291, Current HP: 740, A Avg: 8635952, D Avg: 118007, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 766: HP: 740, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84301, Current HP: 740, A Avg: 8635952, D Avg: 118021, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 765: HP: 703, STR: 605613, VIT: 606, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84475, Current HP: 703, A Avg: 8635952, D Avg: 118264, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 764: HP: 703, STR: 605613, VIT: 613, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84417, Current HP: 703, A Avg: 8635952, D Avg: 118183, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 763: HP: 703, STR: 605613, VIT: 648, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84511, Current HP: 703, A Avg: 8635952, D Avg: 118315, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 762: HP: 703, STR: 605613, VIT: 669, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84558, Current HP: 703, A Avg: 8635952, D Avg: 118381, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 761: HP: 740, STR: 605613, VIT: 678, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84554, Current HP: 740, A Avg: 8635952, D Avg: 118375, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 760: HP: 950, STR: 605613, VIT: 752, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84589, Current HP: 950, A Avg: 8635952, D Avg: 118424, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 759: HP: 800, STR: 605613, VIT: 628, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84400, Current HP: 800, A Avg: 8635952, D Avg: 118159, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 758: HP: 840, STR: 605613, VIT: 678, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84697, Current HP: 840, A Avg: 8635952, D Avg: 118575, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 757: HP: 779, STR: 605613, VIT: 659, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84587, Current HP: 779, A Avg: 8635952, D Avg: 118421, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 756: HP: 1176, STR: 605613, VIT: 838, SPD: 39, LUK: 1, Attack: 1036729, Defense: 85400, Current HP: 1176, A Avg: 8635952, D Avg: 119559, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 755: HP: 1105, STR: 605613, VIT: 648, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84576, Current HP: 1105, A Avg: 8635952, D Avg: 118406, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 754: HP: 740, STR: 605613, VIT: 1228, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88016, Current HP: 740, A Avg: 8635952, D Avg: 123222, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 753: HP: 2337, STR: 605613, VIT: 595, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86512, Current HP: 2337, A Avg: 8635952, D Avg: 121116, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 752: HP: 1364, STR: 605613, VIT: 908, SPD: 39, LUK: 1, Attack: 1036729, Defense: 85642, Current HP: 1364, A Avg: 8635952, D Avg: 119898, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 751: HP: 1120, STR: 605613, VIT: 838, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86313, Current HP: 1120, A Avg: 8635952, D Avg: 120838, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 750: HP: 893, STR: 605613, VIT: 1117, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86085, Current HP: 893, A Avg: 8635952, D Avg: 120518, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 749: HP: 817, STR: 605613, VIT: 1211, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88051, Current HP: 817, A Avg: 8635952, D Avg: 123271, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 748: HP: 1460, STR: 605613, VIT: 1016, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88441, Current HP: 1460, A Avg: 8635952, D Avg: 123817, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 747: HP: 703, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 87357, Current HP: 703, A Avg: 8635952, D Avg: 122299, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 746: HP: 703, STR: 605613, VIT: 1564, SPD: 39, LUK: 1, Attack: 1036729, Defense: 91342, Current HP: 703, A Avg: 8635952, D Avg: 127878, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 745: HP: 1178, STR: 605613, VIT: 2118, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88906, Current HP: 1178, A Avg: 8635952, D Avg: 124468, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 744: HP: 988, STR: 605613, VIT: 987, SPD: 42, LUK: 1, Attack: 1036729, Defense: 86865, Current HP: 988, A Avg: 8635952, D Avg: 121610, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 743: HP: 1478, STR: 605613, VIT: 1017, SPD: 39, LUK: 1, Attack: 1036729, Defense: 87233, Current HP: 1478, A Avg: 8635952, D Avg: 122126, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 742: HP: 1140, STR: 605613, VIT: 1182, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88217, Current HP: 1140, A Avg: 8635952, D Avg: 123503, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 741: HP: 740, STR: 605613, VIT: 1166, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88214, Current HP: 740, A Avg: 8635952, D Avg: 123499, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 740: HP: 740, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84291, Current HP: 740, A Avg: 8635952, D Avg: 118007, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 739: HP: 740, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84301, Current HP: 740, A Avg: 8635952, D Avg: 118021, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 738: HP: 703, STR: 605613, VIT: 606, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84475, Current HP: 703, A Avg: 8635952, D Avg: 118264, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 737: HP: 703, STR: 605613, VIT: 613, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84417, Current HP: 703, A Avg: 8635952, D Avg: 118183, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 736: HP: 703, STR: 605613, VIT: 648, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84511, Current HP: 703, A Avg: 8635952, D Avg: 118315, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 735: HP: 703, STR: 605613, VIT: 669, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84558, Current HP: 703, A Avg: 8635952, D Avg: 118381, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 734: HP: 740, STR: 605613, VIT: 678, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84554, Current HP: 740, A Avg: 8635952, D Avg: 118375, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 733: HP: 950, STR: 605613, VIT: 752, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84589, Current HP: 950, A Avg: 8635952, D Avg: 118424, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 732: HP: 800, STR: 605613, VIT: 628, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84400, Current HP: 800, A Avg: 8635952, D Avg: 118159, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 731: HP: 840, STR: 605613, VIT: 678, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84697, Current HP: 840, A Avg: 8635952, D Avg: 118575, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 730: HP: 779, STR: 605613, VIT: 659, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84587, Current HP: 779, A Avg: 8635952, D Avg: 118421, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 729: HP: 1176, STR: 605613, VIT: 838, SPD: 39, LUK: 1, Attack: 1036729, Defense: 85400, Current HP: 1176, A Avg: 8635952, D Avg: 119559, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 728: HP: 1105, STR: 605613, VIT: 648, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84576, Current HP: 1105, A Avg: 8635952, D Avg: 118406, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 727: HP: 740, STR: 605613, VIT: 1228, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88016, Current HP: 740, A Avg: 8635952, D Avg: 123222, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 726: HP: 2337, STR: 605613, VIT: 595, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86512, Current HP: 2337, A Avg: 8635952, D Avg: 121116, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 725: HP: 1364, STR: 605613, VIT: 908, SPD: 39, LUK: 1, Attack: 1036729, Defense: 85642, Current HP: 1364, A Avg: 8635952, D Avg: 119898, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 724: HP: 1120, STR: 605613, VIT: 838, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86313, Current HP: 1120, A Avg: 8635952, D Avg: 120838, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 723: HP: 893, STR: 605613, VIT: 1117, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86085, Current HP: 893, A Avg: 8635952, D Avg: 120518, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 722: HP: 817, STR: 605613, VIT: 1211, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88051, Current HP: 817, A Avg: 8635952, D Avg: 123271, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 721: HP: 1460, STR: 605613, VIT: 1016, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88441, Current HP: 1460, A Avg: 8635952, D Avg: 123817, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 720: HP: 703, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 87357, Current HP: 703, A Avg: 8635952, D Avg: 122299, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 719: HP: 703, STR: 605613, VIT: 1564, SPD: 39, LUK: 1, Attack: 1036729, Defense: 91342, Current HP: 703, A Avg: 8635952, D Avg: 127878, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 718: HP: 1178, STR: 605613, VIT: 2118, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88906, Current HP: 1178, A Avg: 8635952, D Avg: 124468, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 717: HP: 988, STR: 605613, VIT: 987, SPD: 42, LUK: 1, Attack: 1036729, Defense: 86865, Current HP: 988, A Avg: 8635952, D Avg: 121610, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 716: HP: 1478, STR: 605613, VIT: 1017, SPD: 39, LUK: 1, Attack: 1036729, Defense: 87233, Current HP: 1478, A Avg: 8635952, D Avg: 122126, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 715: HP: 1140, STR: 605613, VIT: 1182, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88217, Current HP: 1140, A Avg: 8635952, D Avg: 123503, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 714: HP: 740, STR: 605613, VIT: 1166, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88214, Current HP: 740, A Avg: 8635952, D Avg: 123499, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 713: HP: 740, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84291, Current HP: 740, A Avg: 8635952, D Avg: 118007, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 712: HP: 740, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84301, Current HP: 740, A Avg: 8635952, D Avg: 118021, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 711: HP: 703, STR: 605613, VIT: 606, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84475, Current HP: 703, A Avg: 8635952, D Avg: 118264, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 710: HP: 703, STR: 605613, VIT: 613, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84417, Current HP: 703, A Avg: 8635952, D Avg: 118183, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 709: HP: 703, STR: 605613, VIT: 648, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84511, Current HP: 703, A Avg: 8635952, D Avg: 118315, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 708: HP: 703, STR: 605613, VIT: 669, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84558, Current HP: 703, A Avg: 8635952, D Avg: 118381, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 707: HP: 740, STR: 605613, VIT: 678, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84554, Current HP: 740, A Avg: 8635952, D Avg: 118375, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 706: HP: 950, STR: 605613, VIT: 752, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84589, Current HP: 950, A Avg: 8635952, D Avg: 118424, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 705: HP: 800, STR: 605613, VIT: 628, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84400, Current HP: 800, A Avg: 8635952, D Avg: 118159, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 704: HP: 840, STR: 605613, VIT: 678, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84697, Current HP: 840, A Avg: 8635952, D Avg: 118575, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 703: HP: 779, STR: 605613, VIT: 659, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84587, Current HP: 779, A Avg: 8635952, D Avg: 118421, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 702: HP: 1176, STR: 605613, VIT: 838, SPD: 39, LUK: 1, Attack: 1036729, Defense: 85400, Current HP: 1176, A Avg: 8635952, D Avg: 119559, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 701: HP: 1105, STR: 605613, VIT: 648, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84576, Current HP: 1105, A Avg: 8635952, D Avg: 118406, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 700: HP: 740, STR: 605613, VIT: 1228, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88016, Current HP: 740, A Avg: 8635952, D Avg: 123222, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 699: HP: 2337, STR: 605613, VIT: 595, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86512, Current HP: 2337, A Avg: 8635952, D Avg: 121116, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 698: HP: 1364, STR: 605613, VIT: 908, SPD: 39, LUK: 1, Attack: 1036729, Defense: 85642, Current HP: 1364, A Avg: 8635952, D Avg: 119898, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 697: HP: 1120, STR: 605613, VIT: 838, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86313, Current HP: 1120, A Avg: 8635952, D Avg: 120838, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 696: HP: 893, STR: 605613, VIT: 1117, SPD: 39, LUK: 1, Attack: 1036729, Defense: 86085, Current HP: 893, A Avg: 8635952, D Avg: 120518, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 695: HP: 817, STR: 605613, VIT: 1211, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88051, Current HP: 817, A Avg: 8635952, D Avg: 123271, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 694: HP: 1460, STR: 605613, VIT: 1016, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88441, Current HP: 1460, A Avg: 8635952, D Avg: 123817, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 693: HP: 703, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 87357, Current HP: 703, A Avg: 8635952, D Avg: 122299, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 692: HP: 703, STR: 605613, VIT: 1564, SPD: 39, LUK: 1, Attack: 1036729, Defense: 91342, Current HP: 703, A Avg: 8635952, D Avg: 127878, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 691: HP: 1178, STR: 605613, VIT: 2118, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88906, Current HP: 1178, A Avg: 8635952, D Avg: 124468, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 690: HP: 988, STR: 605613, VIT: 987, SPD: 42, LUK: 1, Attack: 1036729, Defense: 86865, Current HP: 988, A Avg: 8635952, D Avg: 121610, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 689: HP: 1478, STR: 605613, VIT: 1017, SPD: 39, LUK: 1, Attack: 1036729, Defense: 87233, Current HP: 1478, A Avg: 8635952, D Avg: 122126, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 688: HP: 1140, STR: 605613, VIT: 1182, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88217, Current HP: 1140, A Avg: 8635952, D Avg: 123503, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 687: HP: 740, STR: 605613, VIT: 1166, SPD: 39, LUK: 1, Attack: 1036729, Defense: 88214, Current HP: 740, A Avg: 8635952, D Avg: 123499, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 686: HP: 740, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84291, Current HP: 740, A Avg: 8635952, D Avg: 118007, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 685: HP: 740, STR: 605613, VIT: 568, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84301, Current HP: 740, A Avg: 8635952, D Avg: 118021, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 684: HP: 703, STR: 605613, VIT: 606, SPD: 39, LUK: 1, Attack: 1036729, Defense: 84475, Current HP: 703, A Avg: 8635952, D Avg: 118264, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 807]]
