Rank 1000: HP: 2204, STR: 8078, VIT: 1146, SPD: 81, LUK: 1, Attack: 141636, Defense: 88974, Current HP: 2204, A Avg: 1179827, D Avg: 124563, [Progress[147, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 758: HP: 1340, STR: 4889, VIT: 338, SPD: 76, LUK: 1, Attack: 142197, Defense: 84207, Current HP: 1340, A Avg: 1184501, D Avg: 117889, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 757: HP: 1340, STR: 4889, VIT: 345, SPD: 76, LUK: 1, Attack: 142197, Defense: 84149, Current HP: 1340, A Avg: 1184501, D Avg: 117808, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 756: HP: 1340, STR: 4889, VIT: 427, SPD: 76, LUK: 1, Attack: 142197, Defense: 84290, Current HP: 1340, A Avg: 1184501, D Avg: 118005, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 755: HP: 1340, STR: 4889, VIT: 450, SPD: 76, LUK: 1, Attack: 142197, Defense: 84339, Current HP: 1340, A Avg: 1184501, D Avg: 118074, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 754: HP: 1407, STR: 4889, VIT: 515, SPD: 76, LUK: 1, Attack: 142197, Defense: 84391, Current HP: 1407, A Avg: 1184501, D Avg: 118147, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 753: HP: 1800, STR: 4889, VIT: 627, SPD: 76, LUK: 1, Attack: 142197, Defense: 84464, Current HP: 1800, A Avg: 1184501, D Avg: 118249, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 752: HP: 1470, STR: 4889, VIT: 419, SPD: 76, LUK: 1, Attack: 142197, Defense: 84191, Current HP: 1470, A Avg: 1184501, D Avg: 117867, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 751: HP: 1512, STR: 4889, VIT: 515, SPD: 76, LUK: 1, Attack: 142197, Defense: 84534, Current HP: 1512, A Avg: 1184501, D Avg: 118347, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 750: HP: 1420, STR: 4889, VIT: 439, SPD: 76, LUK: 1, Attack: 142197, Defense: 84367, Current HP: 1420, A Avg: 1184501, D Avg: 118113, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 749: HP: 2158, STR: 4889, VIT: 813, SPD: 76, LUK: 1, Attack: 142197, Defense: 85375, Current HP: 2158, A Avg: 1184501, D Avg: 119524, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 748: HP: 2084, STR: 4889, VIT: 427, SPD: 76, LUK: 1, Attack: 142197, Defense: 84355, Current HP: 2084, A Avg: 1184501, D Avg: 118096, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 747: HP: 1407, STR: 4889, VIT: 1309, SPD: 76, LUK: 1, Attack: 142197, Defense: 88097, Current HP: 1407, A Avg: 1184501, D Avg: 123335, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 746: HP: 3660, STR: 4889, VIT: 327, SPD: 76, LUK: 1, Attack: 142197, Defense: 86244, Current HP: 3660, A Avg: 1184501, D Avg: 120741, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 745: HP: 2398, STR: 4889, VIT: 930, SPD: 76, LUK: 1, Attack: 142197, Defense: 85664, Current HP: 2398, A Avg: 1184501, D Avg: 119929, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 744: HP: 2016, STR: 4889, VIT: 813, SPD: 76, LUK: 1, Attack: 142197, Defense: 86288, Current HP: 2016, A Avg: 1184501, D Avg: 120803, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 743: HP: 1540, STR: 4889, VIT: 1328, SPD: 76, LUK: 1, Attack: 142197, Defense: 86296, Current HP: 1540, A Avg: 1184501, D Avg: 120814, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 742: HP: 1460, STR: 4889, VIT: 1422, SPD: 76, LUK: 1, Attack: 142197, Defense: 88262, Current HP: 1460, A Avg: 1184501, D Avg: 123566, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 741: HP: 2793, STR: 4889, VIT: 1174, SPD: 76, LUK: 1, Attack: 142197, Defense: 88599, Current HP: 2793, A Avg: 1184501, D Avg: 124038, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 740: HP: 1340, STR: 4889, VIT: 313, SPD: 76, LUK: 1, Attack: 142197, Defense: 87102, Current HP: 1340, A Avg: 1184501, D Avg: 121942, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 739: HP: 1340, STR: 4889, VIT: 2227, SPD: 76, LUK: 1, Attack: 142197, Defense: 92005, Current HP: 1340, A Avg: 1184501, D Avg: 128806, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 738: HP: 1840, STR: 4889, VIT: 3057, SPD: 76, LUK: 1, Attack: 142197, Defense: 89845, Current HP: 1840, A Avg: 1184501, D Avg: 125782, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 737: HP: 1640, STR: 4889, VIT: 1100, SPD: 81, LUK: 1, Attack: 142197, Defense: 86978, Current HP: 1640, A Avg: 1184501, D Avg: 121769, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 736: HP: 2636, STR: 4889, VIT: 1041, SPD: 76, LUK: 1, Attack: 142197, Defense: 87257, Current HP: 2636, A Avg: 1184501, D Avg: 122159, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 735: HP: 1827, STR: 4889, VIT: 1131, SPD: 76, LUK: 1, Attack: 142197, Defense: 88166, Current HP: 1827, A Avg: 1184501, D Avg: 123432, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 734: HP: 1407, STR: 4889, VIT: 1461, SPD: 76, LUK: 1, Attack: 142197, Defense: 88509, Current HP: 1407, A Avg: 1184501, D Avg: 123912, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 733: HP: 1599, STR: 4891, VIT: 419, SPD: 116, LUK: 1, Attack: 142200, Defense: 84425, Current HP: 1599, A Avg: 1184525, D Avg: 118194, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 732: HP: 5548, STR: 8990, VIT: 908, SPD: 76, LUK: 1, Attack: 142204, Defense: 85252, Current HP: 5548, A Avg: 1184559, D Avg: 119352, [Spear of Regression[182, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 731: HP: 2060, STR: 7142, VIT: 805, SPD: 71, LUK: 1, Attack: 142205, Defense: 86917, Current HP: 2060, A Avg: 1184567, D Avg: 121683, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 730: HP: 2160, STR: 7142, VIT: 1008, SPD: 71, LUK: 1, Attack: 142205, Defense: 87120, Current HP: 2160, A Avg: 1184567, D Avg: 121967, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 729: HP: 2160, STR: 7142, VIT: 825, SPD: 71, LUK: 1, Attack: 142205, Defense: 86937, Current HP: 2160, A Avg: 1184567, D Avg: 121711, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 728: HP: 1876, STR: 4897, VIT: 771, SPD: 71, LUK: 1, Attack: 142209, Defense: 86389, Current HP: 1876, A Avg: 1184600, D Avg: 120944, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 727: HP: 1976, STR: 4897, VIT: 975, SPD: 71, LUK: 1, Attack: 142209, Defense: 86593, Current HP: 1976, A Avg: 1184600, D Avg: 121230, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 726: HP: 1976, STR: 4897, VIT: 792, SPD: 71, LUK: 1, Attack: 142209, Defense: 86410, Current HP: 1976, A Avg: 1184600, D Avg: 120973, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 725: HP: 6935, STR: 6925, VIT: 1958, SPD: 76, LUK: 1, Attack: 142211, Defense: 88746, Current HP: 6935, A Avg: 1184617, D Avg: 124244, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 724: HP: 7030, STR: 6925, VIT: 2162, SPD: 76, LUK: 1, Attack: 142211, Defense: 88950, Current HP: 7030, A Avg: 1184617, D Avg: 124529, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 723: HP: 7030, STR: 6925, VIT: 1979, SPD: 76, LUK: 1, Attack: 142211, Defense: 88767, Current HP: 7030, A Avg: 1184617, D Avg: 124273, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 722: HP: 1607, STR: 4901, VIT: 1026, SPD: 71, LUK: 1, Attack: 142215, Defense: 85864, Current HP: 1607, A Avg: 1184650, D Avg: 120209, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 721: HP: 1702, STR: 4901, VIT: 1239, SPD: 71, LUK: 1, Attack: 142215, Defense: 86077, Current HP: 1702, A Avg: 1184650, D Avg: 120507, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 720: HP: 1702, STR: 4901, VIT: 1048, SPD: 71, LUK: 1, Attack: 142215, Defense: 85886, Current HP: 1702, A Avg: 1184650, D Avg: 120240, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 719: HP: 1463, STR: 2624, VIT: 112, SPD: 71, LUK: 1, Attack: 142216, Defense: 84300, Current HP: 1463, A Avg: 1184659, D Avg: 118019, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 718: HP: 6289, STR: 9011, VIT: 3423, SPD: 85, LUK: 1, Attack: 142236, Defense: 93201, Current HP: 6289, A Avg: 1184825, D Avg: 130481, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 717: HP: 3716, STR: 6997, VIT: 3098, SPD: 81, LUK: 1, Attack: 142237, Defense: 87286, Current HP: 3716, A Avg: 1184834, D Avg: 122200, [Stargazer[183, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 716: HP: 2869, STR: 4916, VIT: 3511, SPD: 71, LUK: 1, Attack: 142237, Defense: 91079, Current HP: 2869, A Avg: 1184834, D Avg: 127510, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 715: HP: 1684, STR: 4921, VIT: 639, SPD: 76, LUK: 1, Attack: 142245, Defense: 84580, Current HP: 1684, A Avg: 1184900, D Avg: 118411, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 714: HP: 1273, STR: 7173, VIT: 943, SPD: 71, LUK: 1, Attack: 142251, Defense: 85937, Current HP: 1273, A Avg: 1184950, D Avg: 120311, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 713: HP: 1368, STR: 7173, VIT: 1157, SPD: 71, LUK: 1, Attack: 142251, Defense: 86151, Current HP: 1368, A Avg: 1184950, D Avg: 120611, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 712: HP: 1368, STR: 7173, VIT: 965, SPD: 71, LUK: 1, Attack: 142251, Defense: 85959, Current HP: 1368, A Avg: 1184950, D Avg: 120342, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 711: HP: 1540, STR: 7174, VIT: 2096, SPD: 76, LUK: 1, Attack: 142253, Defense: 89664, Current HP: 1540, A Avg: 1184967, D Avg: 125529, [Neural Edge[190, 0, 0, 0], Storm Wall[242, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 710: HP: 1786, STR: 4932, VIT: 622, SPD: 71, LUK: 1, Attack: 142261, Defense: 85486, Current HP: 1786, A Avg: 1185034, D Avg: 119680, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 709: HP: 1881, STR: 4932, VIT: 835, SPD: 71, LUK: 1, Attack: 142261, Defense: 85699, Current HP: 1881, A Avg: 1185034, D Avg: 119978, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 708: HP: 1881, STR: 4932, VIT: 643, SPD: 71, LUK: 1, Attack: 142261, Defense: 85507, Current HP: 1881, A Avg: 1185034, D Avg: 119709, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 707: HP: 1710, STR: 4932, VIT: 693, SPD: 76, LUK: 1, Attack: 142261, Defense: 85115, Current HP: 1710, A Avg: 1185034, D Avg: 119160, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 706: HP: 1805, STR: 4932, VIT: 896, SPD: 76, LUK: 1, Attack: 142261, Defense: 85318, Current HP: 1805, A Avg: 1185034, D Avg: 119445, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 705: HP: 1805, STR: 4932, VIT: 713, SPD: 76, LUK: 1, Attack: 142261, Defense: 85135, Current HP: 1805, A Avg: 1185034, D Avg: 119188, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 704: HP: 1478, STR: 4934, VIT: 408, SPD: 71, LUK: 1, Attack: 142264, Defense: 84908, Current HP: 1478, A Avg: 1185059, D Avg: 118871, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 703: HP: 1573, STR: 4934, VIT: 612, SPD: 71, LUK: 1, Attack: 142264, Defense: 85112, Current HP: 1573, A Avg: 1185059, D Avg: 119156, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 702: HP: 1573, STR: 4934, VIT: 429, SPD: 71, LUK: 1, Attack: 142264, Defense: 84929, Current HP: 1573, A Avg: 1185059, D Avg: 118900, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 701: HP: 6745, STR: 6962, VIT: 2851, SPD: 90, LUK: 1, Attack: 142266, Defense: 87195, Current HP: 6745, A Avg: 1185075, D Avg: 122072, [Wild Card[175, 0, 0, 0], V Magnum[238, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 700: HP: 893, STR: 8968, VIT: 842, SPD: 71, LUK: 1, Attack: 142269, Defense: 85030, Current HP: 893, A Avg: 1185100, D Avg: 119041, [Blue Sword[180, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 699: HP: 2330, STR: 7185, VIT: 373, SPD: 85, LUK: 1, Attack: 142269, Defense: 87161, Current HP: 2330, A Avg: 1185100, D Avg: 122025, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 698: HP: 2755, STR: 10273, VIT: 1025, SPD: 90, LUK: 1, Attack: 142276, Defense: 87813, Current HP: 2755, A Avg: 1185159, D Avg: 122938, [Magical[187, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 697: HP: 1083, STR: 9315, VIT: 1025, SPD: 76, LUK: 1, Attack: 142282, Defense: 85161, Current HP: 1083, A Avg: 1185209, D Avg: 119225, [Zodiac[184, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 696: HP: 6479, STR: 9045, VIT: 684, SPD: 76, LUK: 1, Attack: 142287, Defense: 87472, Current HP: 6479, A Avg: 1185250, D Avg: 122460, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 695: HP: 893, STR: 10281, VIT: 112, SPD: 71, LUK: 2, Attack: 142288, Defense: 87940, Current HP: 893, A Avg: 1185259, D Avg: 123115, [Magical[187, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 694: HP: 912, STR: 7198, VIT: 132, SPD: 121, LUK: 1, Attack: 142289, Defense: 84476, Current HP: 912, A Avg: 1185267, D Avg: 118266, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 693: HP: 1273, STR: 4954, VIT: 195, SPD: 71, LUK: 2, Attack: 142294, Defense: 84383, Current HP: 1273, A Avg: 1185309, D Avg: 118136, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 692: HP: 2960, STR: 2677, VIT: 373, SPD: 85, LUK: 1, Attack: 142295, Defense: 87161, Current HP: 2960, A Avg: 1185317, D Avg: 122025, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 691: HP: 1700, STR: 7209, VIT: 989, SPD: 81, LUK: 1, Attack: 142305, Defense: 86217, Current HP: 1700, A Avg: 1185400, D Avg: 120703, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 690: HP: 2508, STR: 2697, VIT: 132, SPD: 76, LUK: 2, Attack: 142325, Defense: 86920, Current HP: 2508, A Avg: 1185567, D Avg: 121687, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 689: HP: 1748, STR: 8371, VIT: 1755, SPD: 85, LUK: 1, Attack: 142348, Defense: 89583, Current HP: 1748, A Avg: 1185758, D Avg: 125416, [Moon Knuckle[153, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 688: HP: 1180, STR: 9022, VIT: 1183, SPD: 76, LUK: 1, Attack: 142350, Defense: 89011, Current HP: 1180, A Avg: 1185775, D Avg: 124615, [God Hand[179, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 687: HP: 1616, STR: 4991, VIT: 504, SPD: 85, LUK: 1, Attack: 142350, Defense: 84848, Current HP: 1616, A Avg: 1185775, D Avg: 118787, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 686: HP: 6365, STR: 7020, VIT: 2328, SPD: 71, LUK: 1, Attack: 142353, Defense: 87556, Current HP: 6365, A Avg: 1185800, D Avg: 122578, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 685: HP: 6220, STR: 9101, VIT: 1235, SPD: 76, LUK: 1, Attack: 142371, Defense: 86463, Current HP: 6220, A Avg: 1185950, D Avg: 121048, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 684: HP: 3515, STR: 2734, VIT: 744, SPD: 76, LUK: 1, Attack: 142381, Defense: 87532, Current HP: 3515, A Avg: 1186033, D Avg: 122544, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 683: HP: 3591, STR: 7104, VIT: 2963, SPD: 71, LUK: 1, Attack: 142398, Defense: 88191, Current HP: 3591, A Avg: 1186175, D Avg: 123467, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 682: HP: 3686, STR: 7104, VIT: 3166, SPD: 71, LUK: 1, Attack: 142398, Defense: 88394, Current HP: 3686, A Avg: 1186175, D Avg: 123751, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 681: HP: 3686, STR: 7104, VIT: 2983, SPD: 71, LUK: 1, Attack: 142398, Defense: 88211, Current HP: 3686, A Avg: 1186175, D Avg: 123495, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 680: HP: 2603, STR: 8588, VIT: 1684, SPD: 85, LUK: 1, Attack: 142401, Defense: 89512, Current HP: 2603, A Avg: 1186200, D Avg: 125316, [Progress[147, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 679: HP: 1742, STR: 9064, VIT: 1651, SPD: 81, LUK: 1, Attack: 142413, Defense: 86879, Current HP: 1742, A Avg: 1186300, D Avg: 121630, [Blue Sword[180, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 678: HP: 6740, STR: 7065, VIT: 3255, SPD: 81, LUK: 1, Attack: 142421, Defense: 91083, Current HP: 6740, A Avg: 1186366, D Avg: 127516, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 677: HP: 1786, STR: 5040, VIT: 1122, SPD: 71, LUK: 1, Attack: 142423, Defense: 87923, Current HP: 1786, A Avg: 1186383, D Avg: 123092, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 676: HP: 1881, STR: 5040, VIT: 1335, SPD: 71, LUK: 1, Attack: 142423, Defense: 88136, Current HP: 1881, A Avg: 1186383, D Avg: 123390, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 675: HP: 1881, STR: 5040, VIT: 1144, SPD: 71, LUK: 1, Attack: 142423, Defense: 87945, Current HP: 1881, A Avg: 1186383, D Avg: 123122, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 674: HP: 1360, STR: 5042, VIT: 515, SPD: 76, LUK: 1, Attack: 142426, Defense: 84521, Current HP: 1360, A Avg: 1186408, D Avg: 118329, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 673: HP: 1340, STR: 5042, VIT: 5098, SPD: 76, LUK: 1, Attack: 142426, Defense: 90768, Current HP: 1340, A Avg: 1186408, D Avg: 127075, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 672: HP: 1868, STR: 2765, VIT: 423, SPD: 85, LUK: 1, Attack: 142427, Defense: 84767, Current HP: 1868, A Avg: 1186416, D Avg: 118673, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 671: HP: 1340, STR: 5046, VIT: 515, SPD: 81, LUK: 1, Attack: 142432, Defense: 84540, Current HP: 1340, A Avg: 1186458, D Avg: 118355, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 670: HP: 1368, STR: 7308, VIT: 325, SPD: 71, LUK: 1, Attack: 142454, Defense: 84214, Current HP: 1368, A Avg: 1186641, D Avg: 117899, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 669: HP: 1463, STR: 7308, VIT: 529, SPD: 71, LUK: 1, Attack: 142454, Defense: 84418, Current HP: 1463, A Avg: 1186641, D Avg: 118185, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 668: HP: 1463, STR: 7308, VIT: 346, SPD: 71, LUK: 1, Attack: 142454, Defense: 84235, Current HP: 1463, A Avg: 1186641, D Avg: 117928, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 667: HP: 1880, STR: 5062, VIT: 641, SPD: 76, LUK: 1, Attack: 142456, Defense: 84881, Current HP: 1880, A Avg: 1186658, D Avg: 118833, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 666: HP: 6289, STR: 9164, VIT: 1597, SPD: 85, LUK: 1, Attack: 142465, Defense: 85785, Current HP: 6289, A Avg: 1186733, D Avg: 120098, [Spear of Regression[182, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 665: HP: 2679, STR: 9644, VIT: 2274, SPD: 85, LUK: 1, Attack: 142467, Defense: 90102, Current HP: 2679, A Avg: 1186750, D Avg: 126142, [Impulse[166, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
