Rank 1000: HP: 1007, STR: 3234, VIT: 204, SPD: 77, LUK: 1, Attack: 139714, Defense: 84073, Current HP: 1007, A Avg: 1163817, D Avg: 117702, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 795: HP: 1719, STR: 1230, VIT: 744, SPD: 47, LUK: 1, Attack: 140125, Defense: 87662, Current HP: 1719, A Avg: 1167241, D Avg: 122726, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 794: HP: 608, STR: 5761, VIT: 119, SPD: 47, LUK: 1, Attack: 140133, Defense: 87947, Current HP: 608, A Avg: 1167307, D Avg: 123125, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 793: HP: 608, STR: 5761, VIT: 150, SPD: 47, LUK: 1, Attack: 140133, Defense: 87978, Current HP: 608, A Avg: 1167307, D Avg: 123169, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 792: HP: 1073, STR: 5761, VIT: 112, SPD: 47, LUK: 1, Attack: 140133, Defense: 87940, Current HP: 1073, A Avg: 1167307, D Avg: 123115, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 791: HP: 2099, STR: 1246, VIT: 980, SPD: 57, LUK: 1, Attack: 140149, Defense: 85844, Current HP: 2099, A Avg: 1167441, D Avg: 120181, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 790: HP: 2023, STR: 1246, VIT: 1004, SPD: 60, LUK: 1, Attack: 140149, Defense: 85426, Current HP: 2023, A Avg: 1167441, D Avg: 119596, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 789: HP: 627, STR: 5772, VIT: 101, SPD: 47, LUK: 2, Attack: 140150, Defense: 87929, Current HP: 627, A Avg: 1167449, D Avg: 123100, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 788: HP: 1197, STR: 5775, VIT: 1105, SPD: 57, LUK: 1, Attack: 140154, Defense: 85696, Current HP: 1197, A Avg: 1167482, D Avg: 119974, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 787: HP: 1472, STR: 5775, VIT: 1166, SPD: 57, LUK: 1, Attack: 140154, Defense: 88084, Current HP: 1472, A Avg: 1167482, D Avg: 123317, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 786: HP: 996, STR: 5775, VIT: 450, SPD: 47, LUK: 1, Attack: 140154, Defense: 86068, Current HP: 996, A Avg: 1167482, D Avg: 120495, [Neural Edge[190, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 785: HP: 3743, STR: 7624, VIT: 814, SPD: 47, LUK: 1, Attack: 140155, Defense: 88642, Current HP: 3743, A Avg: 1167491, D Avg: 124098, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 784: HP: 3914, STR: 5555, VIT: 1903, SPD: 47, LUK: 1, Attack: 140156, Defense: 89731, Current HP: 3914, A Avg: 1167499, D Avg: 125623, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 783: HP: 1178, STR: 5779, VIT: 753, SPD: 57, LUK: 1, Attack: 140160, Defense: 84616, Current HP: 1178, A Avg: 1167532, D Avg: 118462, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 782: HP: 828, STR: 5779, VIT: 656, SPD: 47, LUK: 1, Attack: 140160, Defense: 85494, Current HP: 828, A Avg: 1167532, D Avg: 119691, [Neural Edge[190, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 781: HP: 2280, STR: 5612, VIT: 1774, SPD: 51, LUK: 1, Attack: 140160, Defense: 86118, Current HP: 2280, A Avg: 1167532, D Avg: 120565, [Stargazer[183, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 780: HP: 5396, STR: 5563, VIT: 1606, SPD: 57, LUK: 1, Attack: 140168, Defense: 88394, Current HP: 5396, A Avg: 1167599, D Avg: 123751, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 779: HP: 1919, STR: 1259, VIT: 605, SPD: 51, LUK: 1, Attack: 140168, Defense: 84741, Current HP: 1919, A Avg: 1167599, D Avg: 118637, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 778: HP: 1197, STR: 1262, VIT: 101, SPD: 47, LUK: 2, Attack: 140173, Defense: 84289, Current HP: 1197, A Avg: 1167641, D Avg: 118004, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 777: HP: 2015, STR: 1262, VIT: 91, SPD: 51, LUK: 1, Attack: 140173, Defense: 84435, Current HP: 2015, A Avg: 1167641, D Avg: 118208, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 776: HP: 1496, STR: 1262, VIT: 80, SPD: 51, LUK: 2, Attack: 140173, Defense: 84424, Current HP: 1496, A Avg: 1167641, D Avg: 118193, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 775: HP: 1111, STR: 7915, VIT: 948, SPD: 47, LUK: 1, Attack: 140182, Defense: 86176, Current HP: 1111, A Avg: 1167716, D Avg: 120646, [Zodiac[184, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 774: HP: 988, STR: 3546, VIT: 163, SPD: 51, LUK: 2, Attack: 140182, Defense: 84299, Current HP: 988, A Avg: 1167716, D Avg: 118018, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 773: HP: 1474, STR: 1280, VIT: 239, SPD: 51, LUK: 1, Attack: 140200, Defense: 84583, Current HP: 1474, A Avg: 1167865, D Avg: 118416, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 772: HP: 1491, STR: 1283, VIT: 564, SPD: 47, LUK: 1, Attack: 140204, Defense: 87482, Current HP: 1491, A Avg: 1167899, D Avg: 122474, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 771: HP: 703, STR: 8683, VIT: 964, SPD: 47, LUK: 1, Attack: 140207, Defense: 88792, Current HP: 703, A Avg: 1167924, D Avg: 124308, [Pulse Knife[165, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 770: HP: 1055, STR: 5816, VIT: 91, SPD: 47, LUK: 1, Attack: 140216, Defense: 87919, Current HP: 1055, A Avg: 1167999, D Avg: 123086, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 769: HP: 836, STR: 5816, VIT: 80, SPD: 47, LUK: 2, Attack: 140216, Defense: 87908, Current HP: 836, A Avg: 1167999, D Avg: 123071, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 768: HP: 978, STR: 5816, VIT: 350, SPD: 47, LUK: 1, Attack: 140216, Defense: 85214, Current HP: 978, A Avg: 1167999, D Avg: 119299, [Neural Edge[190, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 767: HP: 902, STR: 5816, VIT: 402, SPD: 51, LUK: 1, Attack: 140216, Defense: 84824, Current HP: 902, A Avg: 1167999, D Avg: 118753, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 766: HP: 4720, STR: 7673, VIT: 663, SPD: 54, LUK: 1, Attack: 140229, Defense: 87451, Current HP: 4720, A Avg: 1168107, D Avg: 122431, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 765: HP: 2099, STR: 1308, VIT: 1350, SPD: 57, LUK: 1, Attack: 140242, Defense: 88151, Current HP: 2099, A Avg: 1168215, D Avg: 123411, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 764: HP: 1511, STR: 1308, VIT: 324, SPD: 54, LUK: 1, Attack: 140242, Defense: 84512, Current HP: 1511, A Avg: 1168215, D Avg: 118316, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 763: HP: 814, STR: 5836, VIT: 239, SPD: 47, LUK: 1, Attack: 140246, Defense: 88067, Current HP: 814, A Avg: 1168249, D Avg: 123293, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 762: HP: 2040, STR: 5840, VIT: 1168, SPD: 57, LUK: 1, Attack: 140252, Defense: 87280, Current HP: 2040, A Avg: 1168299, D Avg: 122191, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 761: HP: 756, STR: 5844, VIT: 211, SPD: 47, LUK: 1, Attack: 140258, Defense: 84711, Current HP: 756, A Avg: 1168349, D Avg: 118595, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 760: HP: 3180, STR: 5696, VIT: 1968, SPD: 54, LUK: 1, Attack: 140286, Defense: 88756, Current HP: 3180, A Avg: 1168582, D Avg: 124258, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 759: HP: 1539, STR: 5871, VIT: 1357, SPD: 57, LUK: 1, Attack: 140298, Defense: 86351, Current HP: 1539, A Avg: 1168682, D Avg: 120891, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 758: HP: 997, STR: 3632, VIT: 242, SPD: 51, LUK: 1, Attack: 140311, Defense: 84586, Current HP: 997, A Avg: 1168790, D Avg: 118420, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 757: HP: 1508, STR: 3632, VIT: 174, SPD: 51, LUK: 1, Attack: 140311, Defense: 84518, Current HP: 1508, A Avg: 1168790, D Avg: 118325, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 756: HP: 1026, STR: 3632, VIT: 174, SPD: 90, LUK: 1, Attack: 140311, Defense: 84518, Current HP: 1026, A Avg: 1168790, D Avg: 118325, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 755: HP: 1364, STR: 3632, VIT: 273, SPD: 51, LUK: 1, Attack: 140311, Defense: 84617, Current HP: 1364, A Avg: 1168790, D Avg: 118463, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 754: HP: 1577, STR: 3634, VIT: 1502, SPD: 77, LUK: 1, Attack: 140314, Defense: 89070, Current HP: 1577, A Avg: 1168815, D Avg: 124697, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 753: HP: 997, STR: 3638, VIT: 242, SPD: 47, LUK: 1, Attack: 140320, Defense: 84430, Current HP: 997, A Avg: 1168865, D Avg: 118201, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 752: HP: 1508, STR: 3638, VIT: 174, SPD: 47, LUK: 1, Attack: 140320, Defense: 84362, Current HP: 1508, A Avg: 1168865, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 751: HP: 1026, STR: 3638, VIT: 174, SPD: 87, LUK: 1, Attack: 140320, Defense: 84362, Current HP: 1026, A Avg: 1168865, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 750: HP: 1364, STR: 3638, VIT: 273, SPD: 47, LUK: 1, Attack: 140320, Defense: 84461, Current HP: 1364, A Avg: 1168865, D Avg: 118245, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 749: HP: 4227, STR: 5669, VIT: 1550, SPD: 47, LUK: 2, Attack: 140327, Defense: 86778, Current HP: 4227, A Avg: 1168923, D Avg: 121489, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 748: HP: 978, STR: 5890, VIT: 719, SPD: 47, LUK: 1, Attack: 140327, Defense: 87520, Current HP: 978, A Avg: 1168923, D Avg: 122527, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 747: HP: 988, STR: 3643, VIT: 242, SPD: 51, LUK: 1, Attack: 140328, Defense: 84586, Current HP: 988, A Avg: 1168932, D Avg: 118420, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 746: HP: 988, STR: 3643, VIT: 273, SPD: 51, LUK: 1, Attack: 140328, Defense: 84617, Current HP: 988, A Avg: 1168932, D Avg: 118463, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 745: HP: 1653, STR: 3643, VIT: 195, SPD: 51, LUK: 1, Attack: 140328, Defense: 84539, Current HP: 1653, A Avg: 1168932, D Avg: 118354, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 744: HP: 988, STR: 3649, VIT: 242, SPD: 47, LUK: 1, Attack: 140337, Defense: 84430, Current HP: 988, A Avg: 1169007, D Avg: 118201, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 743: HP: 988, STR: 3649, VIT: 273, SPD: 47, LUK: 1, Attack: 140337, Defense: 84461, Current HP: 988, A Avg: 1169007, D Avg: 118245, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 742: HP: 1653, STR: 3649, VIT: 195, SPD: 47, LUK: 1, Attack: 140337, Defense: 84383, Current HP: 1653, A Avg: 1169007, D Avg: 118136, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 741: HP: 2299, STR: 1372, VIT: 2000, SPD: 57, LUK: 1, Attack: 140338, Defense: 89568, Current HP: 2299, A Avg: 1169015, D Avg: 125395, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 740: HP: 1007, STR: 3653, VIT: 184, SPD: 51, LUK: 2, Attack: 140343, Defense: 84528, Current HP: 1007, A Avg: 1169057, D Avg: 118339, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 739: HP: 640, STR: 7685, VIT: 698, SPD: 51, LUK: 1, Attack: 140344, Defense: 88526, Current HP: 640, A Avg: 1169065, D Avg: 123936, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 738: HP: 1007, STR: 3660, VIT: 184, SPD: 47, LUK: 2, Attack: 140353, Defense: 84372, Current HP: 1007, A Avg: 1169140, D Avg: 118120, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 737: HP: 1820, STR: 3661, VIT: 728, SPD: 47, LUK: 1, Attack: 140355, Defense: 84451, Current HP: 1820, A Avg: 1169157, D Avg: 118231, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 736: HP: 1820, STR: 3661, VIT: 728, SPD: 47, LUK: 1, Attack: 140355, Defense: 84461, Current HP: 1820, A Avg: 1169157, D Avg: 118245, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 735: HP: 1729, STR: 3661, VIT: 768, SPD: 47, LUK: 1, Attack: 140355, Defense: 84637, Current HP: 1729, A Avg: 1169157, D Avg: 118491, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 734: HP: 1729, STR: 3661, VIT: 777, SPD: 47, LUK: 1, Attack: 140355, Defense: 84581, Current HP: 1729, A Avg: 1169157, D Avg: 118413, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 733: HP: 1729, STR: 3661, VIT: 844, SPD: 47, LUK: 1, Attack: 140355, Defense: 84707, Current HP: 1729, A Avg: 1169157, D Avg: 118589, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 732: HP: 1729, STR: 3661, VIT: 876, SPD: 47, LUK: 1, Attack: 140355, Defense: 84765, Current HP: 1729, A Avg: 1169157, D Avg: 118670, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 731: HP: 1820, STR: 3661, VIT: 922, SPD: 47, LUK: 1, Attack: 140355, Defense: 84798, Current HP: 1820, A Avg: 1169157, D Avg: 118717, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 730: HP: 2023, STR: 3661, VIT: 1028, SPD: 47, LUK: 1, Attack: 140355, Defense: 84865, Current HP: 2023, A Avg: 1169157, D Avg: 118810, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 729: HP: 1880, STR: 3661, VIT: 833, SPD: 47, LUK: 1, Attack: 140355, Defense: 84605, Current HP: 1880, A Avg: 1169157, D Avg: 118446, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 728: HP: 1920, STR: 3661, VIT: 922, SPD: 47, LUK: 1, Attack: 140355, Defense: 84941, Current HP: 1920, A Avg: 1169157, D Avg: 118917, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 727: HP: 1805, STR: 3661, VIT: 860, SPD: 47, LUK: 1, Attack: 140355, Defense: 84788, Current HP: 1805, A Avg: 1169157, D Avg: 118703, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 726: HP: 2326, STR: 3661, VIT: 1205, SPD: 47, LUK: 1, Attack: 140355, Defense: 85767, Current HP: 2326, A Avg: 1169157, D Avg: 120073, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 725: HP: 2207, STR: 3661, VIT: 844, SPD: 47, LUK: 1, Attack: 140355, Defense: 84772, Current HP: 2207, A Avg: 1169157, D Avg: 118680, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 724: HP: 1820, STR: 3661, VIT: 1814, SPD: 47, LUK: 1, Attack: 140355, Defense: 88602, Current HP: 1820, A Avg: 1169157, D Avg: 124042, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 723: HP: 3505, STR: 3661, VIT: 752, SPD: 47, LUK: 1, Attack: 140355, Defense: 86669, Current HP: 3505, A Avg: 1169157, D Avg: 121336, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 722: HP: 2524, STR: 3661, VIT: 1325, SPD: 47, LUK: 1, Attack: 140355, Defense: 86059, Current HP: 2524, A Avg: 1169157, D Avg: 120482, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 721: HP: 2250, STR: 3661, VIT: 1205, SPD: 47, LUK: 1, Attack: 140355, Defense: 86680, Current HP: 2250, A Avg: 1169157, D Avg: 121351, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 720: HP: 1919, STR: 3661, VIT: 1673, SPD: 47, LUK: 1, Attack: 140355, Defense: 86641, Current HP: 1919, A Avg: 1169157, D Avg: 121297, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 719: HP: 1843, STR: 3661, VIT: 1835, SPD: 47, LUK: 1, Attack: 140355, Defense: 88675, Current HP: 1843, A Avg: 1169157, D Avg: 124144, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 718: HP: 2690, STR: 3661, VIT: 1531, SPD: 47, LUK: 1, Attack: 140355, Defense: 88956, Current HP: 2690, A Avg: 1169157, D Avg: 124538, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 717: HP: 1729, STR: 3661, VIT: 728, SPD: 47, LUK: 1, Attack: 140355, Defense: 87517, Current HP: 1729, A Avg: 1169157, D Avg: 122523, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 716: HP: 1729, STR: 3661, VIT: 2512, SPD: 47, LUK: 1, Attack: 140355, Defense: 92290, Current HP: 1729, A Avg: 1169157, D Avg: 129205, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 715: HP: 2204, STR: 3661, VIT: 3371, SPD: 47, LUK: 1, Attack: 140355, Defense: 90159, Current HP: 2204, A Avg: 1169157, D Avg: 126222, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 714: HP: 2014, STR: 3661, VIT: 1472, SPD: 51, LUK: 1, Attack: 140355, Defense: 87350, Current HP: 2014, A Avg: 1169157, D Avg: 122289, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 713: HP: 2618, STR: 3661, VIT: 1463, SPD: 47, LUK: 1, Attack: 140355, Defense: 87679, Current HP: 2618, A Avg: 1169157, D Avg: 122750, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 712: HP: 2220, STR: 3661, VIT: 1700, SPD: 47, LUK: 1, Attack: 140355, Defense: 88735, Current HP: 2220, A Avg: 1169157, D Avg: 124228, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 711: HP: 1820, STR: 3661, VIT: 1798, SPD: 47, LUK: 1, Attack: 140355, Defense: 88846, Current HP: 1820, A Avg: 1169157, D Avg: 124384, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 710: HP: 1197, STR: 1394, VIT: 101, SPD: 51, LUK: 2, Attack: 140371, Defense: 84445, Current HP: 1197, A Avg: 1169290, D Avg: 118222, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 709: HP: 1178, STR: 1400, VIT: 119, SPD: 47, LUK: 1, Attack: 140380, Defense: 84307, Current HP: 1178, A Avg: 1169365, D Avg: 118029, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 708: HP: 1026, STR: 3682, VIT: 255, SPD: 77, LUK: 1, Attack: 140386, Defense: 84118, Current HP: 1026, A Avg: 1169415, D Avg: 117765, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 707: HP: 1970, STR: 3688, VIT: 1044, SPD: 47, LUK: 1, Attack: 140395, Defense: 84985, Current HP: 1970, A Avg: 1169490, D Avg: 118978, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 706: HP: 4607, STR: 7785, VIT: 1396, SPD: 57, LUK: 1, Attack: 140397, Defense: 86624, Current HP: 4607, A Avg: 1169507, D Avg: 121273, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 705: HP: 1695, STR: 3695, VIT: 174, SPD: 51, LUK: 1, Attack: 140406, Defense: 84518, Current HP: 1695, A Avg: 1169581, D Avg: 118325, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 704: HP: 1276, STR: 3695, VIT: 163, SPD: 51, LUK: 2, Attack: 140406, Defense: 84507, Current HP: 1276, A Avg: 1169581, D Avg: 118309, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 703: HP: 608, STR: 5944, VIT: 80, SPD: 47, LUK: 2, Attack: 140408, Defense: 87908, Current HP: 608, A Avg: 1169598, D Avg: 123071, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 702: HP: 1695, STR: 3704, VIT: 174, SPD: 47, LUK: 1, Attack: 140419, Defense: 84362, Current HP: 1695, A Avg: 1169690, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 701: HP: 1276, STR: 3704, VIT: 163, SPD: 47, LUK: 2, Attack: 140419, Defense: 84351, Current HP: 1276, A Avg: 1169690, D Avg: 118091, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
