Rank 1000: HP: 1406, STR: 551, VIT: 522, SPD: 64, LUK: 1, Attack: 139106, Defense: 87440, Current HP: 1406, A Avg: 1158752, D Avg: 122415, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 792: HP: 1680, STR: 849, VIT: 628, SPD: 47, LUK: 1, Attack: 139553, Defense: 84400, Current HP: 1680, A Avg: 1162476, D Avg: 118159, [Big Bang[171, 0, 0, 0], Clear Shield[211, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 791: HP: 1720, STR: 849, VIT: 678, SPD: 47, LUK: 1, Attack: 139553, Defense: 84697, Current HP: 1720, A Avg: 1162476, D Avg: 118575, [Big Bang[171, 0, 0, 0], Prism Shield[212, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 790: HP: 1615, STR: 849, VIT: 659, SPD: 47, LUK: 1, Attack: 139553, Defense: 84587, Current HP: 1615, A Avg: 1162476, D Avg: 118421, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 789: HP: 2056, STR: 849, VIT: 838, SPD: 47, LUK: 1, Attack: 139553, Defense: 85400, Current HP: 2056, A Avg: 1162476, D Avg: 119559, [Big Bang[171, 0, 0, 0], Slime Shield[221, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 788: HP: 1941, STR: 849, VIT: 648, SPD: 47, LUK: 1, Attack: 139553, Defense: 84576, Current HP: 1941, A Avg: 1162476, D Avg: 118406, [Big Bang[171, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 787: HP: 1620, STR: 849, VIT: 1228, SPD: 47, LUK: 1, Attack: 139553, Defense: 88016, Current HP: 1620, A Avg: 1162476, D Avg: 123222, [Big Bang[171, 0, 0, 0], Energy Shield[227, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 786: HP: 3173, STR: 849, VIT: 595, SPD: 47, LUK: 1, Attack: 139553, Defense: 86512, Current HP: 3173, A Avg: 1162476, D Avg: 121116, [Big Bang[171, 0, 0, 0], Frying Pan[231, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 785: HP: 2244, STR: 849, VIT: 908, SPD: 47, LUK: 1, Attack: 139553, Defense: 85642, Current HP: 2244, A Avg: 1162476, D Avg: 119898, [Big Bang[171, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 784: HP: 2000, STR: 849, VIT: 838, SPD: 47, LUK: 1, Attack: 139553, Defense: 86313, Current HP: 2000, A Avg: 1162476, D Avg: 120838, [Big Bang[171, 0, 0, 0], Mist Shield[233, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 783: HP: 1729, STR: 849, VIT: 1117, SPD: 47, LUK: 1, Attack: 139553, Defense: 86085, Current HP: 1729, A Avg: 1162476, D Avg: 120518, [Big Bang[171, 0, 0, 0], Huge Shield[234, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 782: HP: 1653, STR: 849, VIT: 1211, SPD: 47, LUK: 1, Attack: 139553, Defense: 88051, Current HP: 1653, A Avg: 1162476, D Avg: 123271, [Big Bang[171, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 781: HP: 2340, STR: 849, VIT: 1016, SPD: 47, LUK: 1, Attack: 139553, Defense: 88441, Current HP: 2340, A Avg: 1162476, D Avg: 123817, [Big Bang[171, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 780: HP: 1539, STR: 849, VIT: 568, SPD: 47, LUK: 1, Attack: 139553, Defense: 87357, Current HP: 1539, A Avg: 1162476, D Avg: 122299, [Big Bang[171, 0, 0, 0], Graffiti[243, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 779: HP: 1539, STR: 849, VIT: 1564, SPD: 47, LUK: 1, Attack: 139553, Defense: 91342, Current HP: 1539, A Avg: 1162476, D Avg: 127878, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 778: HP: 2014, STR: 849, VIT: 2118, SPD: 47, LUK: 1, Attack: 139553, Defense: 88906, Current HP: 2014, A Avg: 1162476, D Avg: 124468, [Big Bang[171, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 777: HP: 1824, STR: 849, VIT: 987, SPD: 50, LUK: 1, Attack: 139553, Defense: 86865, Current HP: 1824, A Avg: 1162476, D Avg: 121610, [Big Bang[171, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 776: HP: 2314, STR: 849, VIT: 1017, SPD: 47, LUK: 1, Attack: 139553, Defense: 87233, Current HP: 2314, A Avg: 1162476, D Avg: 122126, [Big Bang[171, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 775: HP: 2020, STR: 849, VIT: 1182, SPD: 47, LUK: 1, Attack: 139553, Defense: 88217, Current HP: 2020, A Avg: 1162476, D Avg: 123503, [Big Bang[171, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 774: HP: 1620, STR: 849, VIT: 1166, SPD: 47, LUK: 1, Attack: 139553, Defense: 88214, Current HP: 1620, A Avg: 1162476, D Avg: 123499, [Big Bang[171, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 773: HP: 1256, STR: 3132, VIT: 481, SPD: 64, LUK: 1, Attack: 139561, Defense: 86099, Current HP: 1256, A Avg: 1162543, D Avg: 120538, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 772: HP: 1083, STR: 854, VIT: 135, SPD: 42, LUK: 1, Attack: 139561, Defense: 84271, Current HP: 1083, A Avg: 1162543, D Avg: 117979, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 771: HP: 1798, STR: 854, VIT: 101, SPD: 42, LUK: 1, Attack: 139561, Defense: 84237, Current HP: 1798, A Avg: 1162543, D Avg: 117931, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 770: HP: 1094, STR: 3134, VIT: 678, SPD: 64, LUK: 1, Attack: 139564, Defense: 85516, Current HP: 1094, A Avg: 1162568, D Avg: 119722, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 769: HP: 1121, STR: 861, VIT: 431, SPD: 39, LUK: 1, Attack: 139571, Defense: 85022, Current HP: 1121, A Avg: 1162626, D Avg: 119030, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 768: HP: 1511, STR: 3139, VIT: 612, SPD: 45, LUK: 1, Attack: 139572, Defense: 84501, Current HP: 1511, A Avg: 1162634, D Avg: 118301, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 767: HP: 1235, STR: 3145, VIT: 305, SPD: 64, LUK: 1, Attack: 139581, Defense: 84194, Current HP: 1235, A Avg: 1162709, D Avg: 117871, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 766: HP: 1763, STR: 870, VIT: 361, SPD: 45, LUK: 1, Attack: 139585, Defense: 84250, Current HP: 1763, A Avg: 1162743, D Avg: 117949, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 765: HP: 1558, STR: 876, VIT: 678, SPD: 47, LUK: 1, Attack: 139594, Defense: 84684, Current HP: 1558, A Avg: 1162818, D Avg: 118557, [Big Bang[171, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 764: HP: 1539, STR: 876, VIT: 3058, SPD: 47, LUK: 1, Attack: 139594, Defense: 88728, Current HP: 1539, A Avg: 1162818, D Avg: 124219, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 763: HP: 1540, STR: 876, VIT: 805, SPD: 42, LUK: 1, Attack: 139594, Defense: 85799, Current HP: 1540, A Avg: 1162818, D Avg: 120118, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 762: HP: 1076, STR: 5403, VIT: 527, SPD: 39, LUK: 1, Attack: 139596, Defense: 86145, Current HP: 1076, A Avg: 1162834, D Avg: 120602, [Neural Edge[190, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 761: HP: 1751, STR: 880, VIT: 763, SPD: 47, LUK: 1, Attack: 139600, Defense: 84704, Current HP: 1751, A Avg: 1162867, D Avg: 118585, [Big Bang[171, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 760: HP: 923, STR: 5407, VIT: 726, SPD: 39, LUK: 1, Attack: 139602, Defense: 85564, Current HP: 923, A Avg: 1162884, D Avg: 119789, [Neural Edge[190, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 759: HP: 1411, STR: 3160, VIT: 628, SPD: 45, LUK: 1, Attack: 139603, Defense: 84634, Current HP: 1411, A Avg: 1162892, D Avg: 118487, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 758: HP: 1235, STR: 3161, VIT: 404, SPD: 64, LUK: 1, Attack: 139605, Defense: 85268, Current HP: 1235, A Avg: 1162909, D Avg: 119375, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 757: HP: 1159, STR: 3161, VIT: 444, SPD: 67, LUK: 1, Attack: 139605, Defense: 84866, Current HP: 1159, A Avg: 1162909, D Avg: 118812, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 756: HP: 1535, STR: 3162, VIT: 163, SPD: 42, LUK: 1, Attack: 139606, Defense: 84299, Current HP: 1535, A Avg: 1162917, D Avg: 118018, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 755: HP: 1166, STR: 3162, VIT: 153, SPD: 42, LUK: 2, Attack: 139606, Defense: 84289, Current HP: 1166, A Avg: 1162917, D Avg: 118004, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 754: HP: 540, STR: 5412, VIT: 182, SPD: 42, LUK: 1, Attack: 139610, Defense: 84370, Current HP: 540, A Avg: 1162951, D Avg: 118117, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 753: HP: 1143, STR: 3167, VIT: 315, SPD: 64, LUK: 1, Attack: 139614, Defense: 84321, Current HP: 1143, A Avg: 1162984, D Avg: 118049, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 752: HP: 1260, STR: 5416, VIT: 493, SPD: 39, LUK: 1, Attack: 139616, Defense: 86605, Current HP: 1260, A Avg: 1163001, D Avg: 121246, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 751: HP: 1144, STR: 3170, VIT: 332, SPD: 42, LUK: 1, Attack: 139618, Defense: 84468, Current HP: 1144, A Avg: 1163017, D Avg: 118255, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 750: HP: 3170, STR: 5253, VIT: 1824, SPD: 47, LUK: 1, Attack: 139621, Defense: 88612, Current HP: 3170, A Avg: 1163042, D Avg: 124056, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 749: HP: 1663, STR: 901, VIT: 373, SPD: 45, LUK: 1, Attack: 139631, Defense: 84379, Current HP: 1663, A Avg: 1163126, D Avg: 118130, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 748: HP: 1855, STR: 907, VIT: 80, SPD: 42, LUK: 1, Attack: 139640, Defense: 84216, Current HP: 1855, A Avg: 1163201, D Avg: 117902, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 747: HP: 1386, STR: 907, VIT: 70, SPD: 42, LUK: 2, Attack: 139640, Defense: 84206, Current HP: 1386, A Avg: 1163201, D Avg: 117888, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 746: HP: 1368, STR: 908, VIT: 180, SPD: 39, LUK: 1, Attack: 139642, Defense: 84069, Current HP: 1368, A Avg: 1163217, D Avg: 117696, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 745: HP: 2310, STR: 910, VIT: 705, SPD: 45, LUK: 1, Attack: 139645, Defense: 86817, Current HP: 2310, A Avg: 1163242, D Avg: 121543, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 744: HP: 1364, STR: 915, VIT: 209, SPD: 42, LUK: 1, Attack: 139652, Defense: 84345, Current HP: 1364, A Avg: 1163301, D Avg: 118082, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 743: HP: 1041, STR: 3197, VIT: 284, SPD: 64, LUK: 1, Attack: 139659, Defense: 84784, Current HP: 1041, A Avg: 1163359, D Avg: 118697, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 742: HP: 1064, STR: 5448, VIT: 452, SPD: 39, LUK: 1, Attack: 139664, Defense: 85316, Current HP: 1064, A Avg: 1163401, D Avg: 119442, [Neural Edge[190, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 741: HP: 988, STR: 5448, VIT: 489, SPD: 42, LUK: 1, Attack: 139664, Defense: 84911, Current HP: 988, A Avg: 1163401, D Avg: 118875, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 740: HP: 1235, STR: 3202, VIT: 730, SPD: 64, LUK: 1, Attack: 139666, Defense: 87531, Current HP: 1235, A Avg: 1163417, D Avg: 122543, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 739: HP: 1092, STR: 924, VIT: 104, SPD: 39, LUK: 1, Attack: 139666, Defense: 84292, Current HP: 1092, A Avg: 1163417, D Avg: 118008, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 738: HP: 1653, STR: 924, VIT: 80, SPD: 39, LUK: 1, Attack: 139666, Defense: 84268, Current HP: 1653, A Avg: 1163417, D Avg: 117975, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 737: HP: 1121, STR: 924, VIT: 80, SPD: 72, LUK: 1, Attack: 139666, Defense: 84268, Current HP: 1121, A Avg: 1163417, D Avg: 117975, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 736: HP: 1102, STR: 924, VIT: 91, SPD: 64, LUK: 1, Attack: 139666, Defense: 84279, Current HP: 1102, A Avg: 1163417, D Avg: 117990, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 735: HP: 1474, STR: 924, VIT: 135, SPD: 39, LUK: 1, Attack: 139666, Defense: 84323, Current HP: 1474, A Avg: 1163417, D Avg: 118052, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 734: HP: 1140, STR: 924, VIT: 112, SPD: 64, LUK: 1, Attack: 139666, Defense: 84300, Current HP: 1140, A Avg: 1163417, D Avg: 118019, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 733: HP: 893, STR: 5453, VIT: 661, SPD: 39, LUK: 1, Attack: 139671, Defense: 85655, Current HP: 893, A Avg: 1163459, D Avg: 119916, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 732: HP: 870, STR: 5460, VIT: 329, SPD: 39, LUK: 1, Attack: 139682, Defense: 84829, Current HP: 870, A Avg: 1163551, D Avg: 118760, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 731: HP: 1083, STR: 935, VIT: 135, SPD: 39, LUK: 1, Attack: 139682, Defense: 84323, Current HP: 1083, A Avg: 1163551, D Avg: 118052, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 730: HP: 1798, STR: 935, VIT: 101, SPD: 39, LUK: 1, Attack: 139682, Defense: 84289, Current HP: 1798, A Avg: 1163551, D Avg: 118004, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 729: HP: 1276, STR: 937, VIT: 190, SPD: 39, LUK: 1, Attack: 139685, Defense: 84196, Current HP: 1276, A Avg: 1163576, D Avg: 117874, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 728: HP: 1349, STR: 7585, VIT: 568, SPD: 42, LUK: 1, Attack: 139687, Defense: 87356, Current HP: 1349, A Avg: 1163592, D Avg: 122298, [Zodiac[184, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 727: HP: 1539, STR: 939, VIT: 678, SPD: 50, LUK: 1, Attack: 139688, Defense: 84703, Current HP: 1539, A Avg: 1163601, D Avg: 118584, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 726: HP: 1860, STR: 942, VIT: 493, SPD: 39, LUK: 1, Attack: 139693, Defense: 86605, Current HP: 1860, A Avg: 1163642, D Avg: 121246, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 725: HP: 1868, STR: 943, VIT: 893, SPD: 45, LUK: 1, Attack: 139694, Defense: 85887, Current HP: 1868, A Avg: 1163651, D Avg: 120241, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 724: HP: 1349, STR: 947, VIT: 481, SPD: 39, LUK: 2, Attack: 139700, Defense: 87399, Current HP: 1349, A Avg: 1163700, D Avg: 122358, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 723: HP: 1862, STR: 954, VIT: 765, SPD: 47, LUK: 1, Attack: 139711, Defense: 85005, Current HP: 1862, A Avg: 1163792, D Avg: 119006, [Big Bang[171, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 722: HP: 776, STR: 5481, VIT: 307, SPD: 45, LUK: 1, Attack: 139713, Defense: 88135, Current HP: 776, A Avg: 1163809, D Avg: 123388, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 721: HP: 798, STR: 5487, VIT: 180, SPD: 39, LUK: 1, Attack: 139722, Defense: 84069, Current HP: 798, A Avg: 1163884, D Avg: 117696, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 720: HP: 2261, STR: 5320, VIT: 1738, SPD: 39, LUK: 1, Attack: 139722, Defense: 86966, Current HP: 2261, A Avg: 1163884, D Avg: 121752, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 719: HP: 1463, STR: 973, VIT: 661, SPD: 39, LUK: 1, Attack: 139739, Defense: 85655, Current HP: 1463, A Avg: 1164025, D Avg: 119916, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 718: HP: 1349, STR: 975, VIT: 585, SPD: 39, LUK: 1, Attack: 139742, Defense: 87503, Current HP: 1349, A Avg: 1164050, D Avg: 122504, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 717: HP: 1064, STR: 5510, VIT: 778, SPD: 39, LUK: 1, Attack: 139757, Defense: 87579, Current HP: 1064, A Avg: 1164175, D Avg: 122610, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 716: HP: 1668, STR: 985, VIT: 678, SPD: 47, LUK: 1, Attack: 139757, Defense: 85178, Current HP: 1668, A Avg: 1164175, D Avg: 119249, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 715: HP: 893, STR: 3263, VIT: 153, SPD: 42, LUK: 2, Attack: 139758, Defense: 84289, Current HP: 893, A Avg: 1164184, D Avg: 118004, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 714: HP: 1102, STR: 988, VIT: 91, SPD: 42, LUK: 2, Attack: 139762, Defense: 84227, Current HP: 1102, A Avg: 1164217, D Avg: 117917, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 713: HP: 1855, STR: 990, VIT: 80, SPD: 39, LUK: 1, Attack: 139765, Defense: 84268, Current HP: 1855, A Avg: 1164242, D Avg: 117975, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 712: HP: 1386, STR: 990, VIT: 70, SPD: 39, LUK: 2, Attack: 139765, Defense: 84258, Current HP: 1386, A Avg: 1164242, D Avg: 117961, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 711: HP: 706, STR: 5521, VIT: 190, SPD: 39, LUK: 1, Attack: 139773, Defense: 84196, Current HP: 706, A Avg: 1164309, D Avg: 117874, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 710: HP: 1364, STR: 998, VIT: 209, SPD: 39, LUK: 1, Attack: 139777, Defense: 84397, Current HP: 1364, A Avg: 1164342, D Avg: 118155, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 709: HP: 902, STR: 3286, VIT: 227, SPD: 39, LUK: 1, Attack: 139792, Defense: 84415, Current HP: 902, A Avg: 1164467, D Avg: 118180, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 708: HP: 1363, STR: 3286, VIT: 163, SPD: 39, LUK: 1, Attack: 139792, Defense: 84351, Current HP: 1363, A Avg: 1164467, D Avg: 118091, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 707: HP: 931, STR: 3286, VIT: 163, SPD: 72, LUK: 1, Attack: 139792, Defense: 84351, Current HP: 931, A Avg: 1164467, D Avg: 118091, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 706: HP: 1254, STR: 3286, VIT: 258, SPD: 39, LUK: 1, Attack: 139792, Defense: 84446, Current HP: 1254, A Avg: 1164467, D Avg: 118224, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 705: HP: 1916, STR: 1010, VIT: 875, SPD: 47, LUK: 1, Attack: 139795, Defense: 86493, Current HP: 1916, A Avg: 1164492, D Avg: 121090, [Big Bang[171, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 704: HP: 1995, STR: 1010, VIT: 1168, SPD: 39, LUK: 1, Attack: 139795, Defense: 88086, Current HP: 1995, A Avg: 1164492, D Avg: 123320, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 703: HP: 1721, STR: 1013, VIT: 1091, SPD: 47, LUK: 1, Attack: 139799, Defense: 85929, Current HP: 1721, A Avg: 1164525, D Avg: 120300, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 702: HP: 893, STR: 3297, VIT: 227, SPD: 39, LUK: 1, Attack: 139809, Defense: 84415, Current HP: 893, A Avg: 1164608, D Avg: 118180, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 701: HP: 893, STR: 3297, VIT: 258, SPD: 39, LUK: 1, Attack: 139809, Defense: 84446, Current HP: 893, A Avg: 1164608, D Avg: 118224, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 700: HP: 1508, STR: 3297, VIT: 184, SPD: 39, LUK: 1, Attack: 139809, Defense: 84372, Current HP: 1508, A Avg: 1164608, D Avg: 118120, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 699: HP: 1577, STR: 1025, VIT: 630, SPD: 39, LUK: 1, Attack: 139817, Defense: 87548, Current HP: 1577, A Avg: 1164675, D Avg: 122567, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 698: HP: 912, STR: 3308, VIT: 174, SPD: 39, LUK: 2, Attack: 139825, Defense: 84362, Current HP: 912, A Avg: 1164742, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 697: HP: 1406, STR: 1039, VIT: 307, SPD: 47, LUK: 1, Attack: 139838, Defense: 84443, Current HP: 1406, A Avg: 1164850, D Avg: 118220, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 696: HP: 1862, STR: 1044, VIT: 817, SPD: 47, LUK: 1, Attack: 139846, Defense: 85681, Current HP: 1862, A Avg: 1164917, D Avg: 119953, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
