Rank 000 - [2584, 59, White Point] - HP: 173151, STR: 100858, VIT: 96, SPD: 2, LUK: 2, Attack: 186502, Defense: 84024, Current HP: 0, A Avg: 234992, D Avg: 84024, [Gladius[162, 130, 130, 130], Tower Shield[213, 130, 230, 230], Marriage Ring[321, 230, 630, 630]]
Rank 238 - [2584, 59, White Point] - HP: 390, STR: 205184, VIT: 264, SPD: 2, LUK: 2, Attack: 288952, Defense: 86376, Current HP: 0, A Avg: 768612, D Avg: 86376, [Decorative Swords[109, 230, 230, 230], Goblin Hand[250, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 162, STR: 236855, VIT: 108, SPD: 2, LUK: 2, Attack: 320698, Defense: 83880, Current HP: 0, A Avg: 609326, D Avg: 83880, [Salamander[110, 230, 230, 230], Clear Shield[211, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 228, STR: 243314, VIT: 94, SPD: 2, LUK: 2, Attack: 327157, Defense: 84100, Current HP: 0, A Avg: 621598, D Avg: 84100, [Salamander[110, 230, 230, 230], Wings of Beast[210, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 337, STR: 236910, VIT: 104, SPD: 2, LUK: 2, Attack: 320753, Defense: 84666, Current HP: 0, A Avg: 609430, D Avg: 84666, [Salamander[110, 230, 230, 230], Slime Shield[221, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 212, STR: 236855, VIT: 123, SPD: 2, LUK: 2, Attack: 320698, Defense: 84685, Current HP: 0, A Avg: 609326, D Avg: 84685, [Salamander[110, 230, 230, 230], Slime Shield[221, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 512, STR: 236910, VIT: 125, SPD: 2, LUK: 2, Attack: 320753, Defense: 84859, Current HP: 0, A Avg: 609430, D Avg: 84859, [Salamander[110, 230, 230, 230], Slafield[232, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 387, STR: 236855, VIT: 154, SPD: 2, LUK: 2, Attack: 320698, Defense: 84888, Current HP: 0, A Avg: 609326, D Avg: 84888, [Salamander[110, 230, 230, 230], Slafield[232, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 204, STR: 236910, VIT: 83, SPD: 2, LUK: 2, Attack: 320753, Defense: 86872, Current HP: 0, A Avg: 609430, D Avg: 86872, [Salamander[110, 230, 230, 230], Graffiti[243, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 84, STR: 236855, VIT: 92, SPD: 2, LUK: 2, Attack: 320698, Defense: 86881, Current HP: 0, A Avg: 609326, D Avg: 86881, [Salamander[110, 230, 230, 230], Graffiti[243, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 75, STR: 237225, VIT: 20, SPD: 2, LUK: 2, Attack: 321101, Defense: 83753, Current HP: 0, A Avg: 610091, D Avg: 83753, [Tornado[111, 230, 230, 230], High Pot Lid[202, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 75, STR: 237225, VIT: 20, SPD: 2, LUK: 2, Attack: 321101, Defense: 83743, Current HP: 0, A Avg: 610091, D Avg: 83743, [Tornado[111, 230, 230, 230], Pot Lid[201, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 168, STR: 237225, VIT: 33, SPD: 2, LUK: 2, Attack: 321101, Defense: 83961, Current HP: 0, A Avg: 610091, D Avg: 83961, [Tornado[111, 230, 230, 230], Tower Shield[213, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 200, STR: 237225, VIT: 31, SPD: 2, LUK: 2, Attack: 321101, Defense: 84050, Current HP: 0, A Avg: 610091, D Avg: 84050, [Tornado[111, 230, 230, 230], Prism Shield[212, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 120, STR: 237225, VIT: 22, SPD: 2, LUK: 2, Attack: 321101, Defense: 83950, Current HP: 0, A Avg: 610091, D Avg: 83950, [Tornado[111, 230, 230, 230], Hardwood Shield[223, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 120, STR: 243675, VIT: 31, SPD: 2, LUK: 2, Attack: 327551, Defense: 84531, Current HP: 0, A Avg: 622346, D Avg: 84531, [Tornado[111, 230, 230, 230], Hard Wings of Beast[222, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 312, STR: 237225, VIT: 22, SPD: 2, LUK: 2, Attack: 321101, Defense: 84990, Current HP: 0, A Avg: 610091, D Avg: 84990, [Tornado[111, 230, 230, 230], Huge Shield[234, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 250, STR: 237225, VIT: 41, SPD: 2, LUK: 2, Attack: 321101, Defense: 85516, Current HP: 0, A Avg: 610091, D Avg: 85516, [Tornado[111, 230, 230, 230], Mist Shield[233, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 192, STR: 211398, VIT: 83, SPD: 2, LUK: 2, Attack: 295521, Defense: 83887, Current HP: 0, A Avg: 786085, D Avg: 83887, [Pinpoint[112, 230, 230, 230], Iron Shield[204, 630, 630, 66], The Third Eye[322, 67, 68, 807]]
Rank 238 - [2584, 59, White Point] - HP: 192, STR: 211398, VIT: 77, SPD: 2, LUK: 2, Attack: 295521, Defense: 83946, Current HP: 0, A Avg: 786085, D Avg: 83946, [Pinpoint[112, 230, 230, 230], Wooden Shield[203, 630, 630, 66], The Third Eye[322, 67, 68, 807]]
Rank 238 - [2584, 59, White Point] - HP: 288, STR: 211442, VIT: 77, SPD: 2, LUK: 2, Attack: 295565, Defense: 84018, Current HP: 0, A Avg: 786202, D Avg: 84018, [Pinpoint[112, 230, 230, 230], Dragon's Scales[215, 630, 630, 66], The Third Eye[322, 67, 68, 807]]
Rank 238 - [2584, 59, White Point] - HP: 210, STR: 211415, VIT: 71, SPD: 2, LUK: 2, Attack: 295538, Defense: 85689, Current HP: 0, A Avg: 786131, D Avg: 85689, [Pinpoint[112, 230, 230, 230], Mask of the Grim Reaper[214, 630, 630, 66], The Third Eye[322, 67, 68, 807]]
Rank 238 - [2584, 59, White Point] - HP: 192, STR: 216427, VIT: 62, SPD: 2, LUK: 2, Attack: 300550, Defense: 84250, Current HP: 0, A Avg: 799462, D Avg: 84250, [Pinpoint[112, 230, 230, 230], Dragon Sword[225, 630, 630, 66], The Third Eye[322, 67, 68, 807]]
Rank 238 - [2584, 59, White Point] - HP: 120, STR: 243352, VIT: 52, SPD: 3, LUK: 2, Attack: 327377, Defense: 83915, Current HP: 0, A Avg: 622016, D Avg: 83915, [Fairy Sword[113, 230, 230, 230], Small Sword[218, 230, 630, 66], Fairy Ring[305, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 192, STR: 237262, VIT: 35, SPD: 2, LUK: 2, Attack: 321287, Defense: 84899, Current HP: 0, A Avg: 610445, D Avg: 84899, [Fairy Sword[113, 230, 230, 230], Dragon's Head[217, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 552, STR: 237428, VIT: 352, SPD: 2, LUK: 2, Attack: 321453, Defense: 85346, Current HP: 0, A Avg: 610760, D Avg: 85346, [Fairy Sword[113, 230, 230, 230], Metalization[228, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 576, STR: 237059, VIT: 374, SPD: 3, LUK: 2, Attack: 321084, Defense: 85368, Current HP: 0, A Avg: 610059, D Avg: 85368, [Fairy Sword[113, 230, 230, 230], Metalization[228, 230, 630, 66], Fairy Ring[305, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 312, STR: 238686, VIT: 20, SPD: 2, LUK: 2, Attack: 322711, Defense: 86808, Current HP: 0, A Avg: 613150, D Avg: 86808, [Fairy Sword[113, 230, 230, 230], C Magnum[239, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 336, STR: 238317, VIT: 41, SPD: 3, LUK: 2, Attack: 322342, Defense: 86829, Current HP: 0, A Avg: 612449, D Avg: 86829, [Fairy Sword[113, 230, 230, 230], C Magnum[239, 230, 630, 66], Fairy Ring[305, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 375, STR: 237391, VIT: 146, SPD: 2, LUK: 2, Attack: 321416, Defense: 86258, Current HP: 0, A Avg: 610690, D Avg: 86258, [Fairy Sword[113, 230, 230, 230], Goblin Hand[250, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 400, STR: 237022, VIT: 167, SPD: 3, LUK: 2, Attack: 321047, Defense: 86279, Current HP: 0, A Avg: 609989, D Avg: 86279, [Fairy Sword[113, 230, 230, 230], Goblin Hand[250, 230, 630, 66], Fairy Ring[305, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 96, STR: 237243, VIT: 22, SPD: 2, LUK: 2, Attack: 321392, Defense: 83859, Current HP: 0, A Avg: 610644, D Avg: 83859, [Giant Tornado[114, 230, 230, 230], Emerald Shield[209, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 72, STR: 237262, VIT: 31, SPD: 2, LUK: 2, Attack: 321411, Defense: 84056, Current HP: 0, A Avg: 610680, D Avg: 84056, [Giant Tornado[114, 230, 230, 230], Conductive Barrier[208, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 96, STR: 237299, VIT: 41, SPD: 2, LUK: 2, Attack: 321448, Defense: 84463, Current HP: 0, A Avg: 610751, D Avg: 84463, [Giant Tornado[114, 230, 230, 230], Superconducting Barrier[220, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 144, STR: 243770, VIT: 31, SPD: 2, LUK: 2, Attack: 327919, Defense: 83920, Current HP: 0, A Avg: 623046, D Avg: 83920, [Giant Tornado[114, 230, 230, 230], Small Lion[219, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 120, STR: 237243, VIT: 83, SPD: 2, LUK: 2, Attack: 321392, Defense: 87001, Current HP: 0, A Avg: 610644, D Avg: 87001, [Giant Tornado[114, 230, 230, 230], White Hole[230, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 120, STR: 237243, VIT: 83, SPD: 2, LUK: 2, Attack: 321392, Defense: 84674, Current HP: 0, A Avg: 610644, D Avg: 84674, [Giant Tornado[114, 230, 230, 230], Black Hole[229, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 168, STR: 243656, VIT: 31, SPD: 2, LUK: 2, Attack: 327512, Defense: 84531, Current HP: 0, A Avg: 622272, D Avg: 84531, [Emerald Sword[115, 230, 230, 230], Hard Wings of Beast[222, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 250, STR: 237206, VIT: 41, SPD: 2, LUK: 2, Attack: 321062, Defense: 84603, Current HP: 0, A Avg: 610017, D Avg: 84603, [Emerald Sword[115, 230, 230, 230], Slime Shield[221, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 300, STR: 237206, VIT: 41, SPD: 2, LUK: 2, Attack: 321062, Defense: 85516, Current HP: 0, A Avg: 610017, D Avg: 85516, [Emerald Sword[115, 230, 230, 230], Mist Shield[233, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 425, STR: 237206, VIT: 62, SPD: 2, LUK: 2, Attack: 321062, Defense: 84796, Current HP: 0, A Avg: 610017, D Avg: 84796, [Emerald Sword[115, 230, 230, 230], Slafield[232, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 120, STR: 237206, VIT: 20, SPD: 2, LUK: 2, Attack: 321062, Defense: 89798, Current HP: 0, A Avg: 610017, D Avg: 89798, [Emerald Sword[115, 230, 230, 230], Blank Shield[244, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 120, STR: 237206, VIT: 20, SPD: 2, LUK: 2, Attack: 321062, Defense: 86809, Current HP: 0, A Avg: 610017, D Avg: 86809, [Emerald Sword[115, 230, 230, 230], Graffiti[243, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 144, STR: 243675, VIT: 62, SPD: 2, LUK: 2, Attack: 327759, Defense: 84068, Current HP: 0, A Avg: 622742, D Avg: 84068, [Phantom Scythe[116, 230, 230, 230], Small Dragon Sword[224, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 72, STR: 243618, VIT: 41, SPD: 2, LUK: 2, Attack: 327702, Defense: 85711, Current HP: 0, A Avg: 622633, D Avg: 85711, [Phantom Scythe[116, 230, 230, 230], Shield of Thousand[246, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 192, STR: 237269, VIT: 48, SPD: 2, LUK: 2, Attack: 321236, Defense: 84288, Current HP: 0, A Avg: 610348, D Avg: 84288, [Phantom Sword[117, 230, 230, 230], Dragon's Wings[216, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 168, STR: 237269, VIT: 46, SPD: 2, LUK: 2, Attack: 321236, Defense: 83987, Current HP: 0, A Avg: 610348, D Avg: 83987, [Phantom Sword[117, 230, 230, 230], Dragon's Scales[215, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 75, STR: 237232, VIT: 348, SPD: 2, LUK: 2, Attack: 321199, Defense: 87136, Current HP: 0, A Avg: 610278, D Avg: 87136, [Phantom Sword[117, 230, 230, 230], Energy Shield[227, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 120, STR: 243872, VIT: 58, SPD: 2, LUK: 2, Attack: 327839, Defense: 85286, Current HP: 0, A Avg: 622894, D Avg: 85286, [Phantom Sword[117, 230, 230, 230], Wave Motion Sword[226, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 72, STR: 237972, VIT: 33, SPD: 2, LUK: 2, Attack: 321939, Defense: 84169, Current HP: 0, A Avg: 611684, D Avg: 84169, [Phantom Sword[117, 230, 230, 230], Magnum[237, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 192, STR: 237255, VIT: 167, SPD: 2, LUK: 2, Attack: 321222, Defense: 86968, Current HP: 0, A Avg: 610321, D Avg: 86968, [Phantom Sword[117, 230, 230, 230], Riot[236, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 84, STR: 236874, VIT: 108, SPD: 2, LUK: 2, Attack: 320746, Defense: 84133, Current HP: 0, A Avg: 609417, D Avg: 84133, [Undine[118, 230, 230, 230], Conductive Barrier[208, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 212, STR: 236910, VIT: 94, SPD: 2, LUK: 2, Attack: 320782, Defense: 83970, Current HP: 0, A Avg: 609485, D Avg: 83970, [Undine[118, 230, 230, 230], Magic Shield[207, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 228, STR: 243428, VIT: 94, SPD: 2, LUK: 2, Attack: 327300, Defense: 83957, Current HP: 0, A Avg: 621870, D Avg: 83957, [Undine[118, 230, 230, 230], Small Sword[218, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 108, STR: 243371, VIT: 108, SPD: 2, LUK: 2, Attack: 327243, Defense: 83971, Current HP: 0, A Avg: 621761, D Avg: 83971, [Undine[118, 230, 230, 230], Small Sword[218, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 252, STR: 236910, VIT: 146, SPD: 2, LUK: 2, Attack: 320782, Defense: 84737, Current HP: 0, A Avg: 609485, D Avg: 84737, [Undine[118, 230, 230, 230], Black Hole[229, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 132, STR: 236855, VIT: 185, SPD: 2, LUK: 2, Attack: 320727, Defense: 84776, Current HP: 0, A Avg: 609381, D Avg: 84776, [Undine[118, 230, 230, 230], Black Hole[229, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 348, STR: 236910, VIT: 230, SPD: 2, LUK: 2, Attack: 320782, Defense: 87070, Current HP: 0, A Avg: 609485, D Avg: 87070, [Undine[118, 230, 230, 230], Aurora Shield[240, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 228, STR: 236855, VIT: 309, SPD: 2, LUK: 2, Attack: 320727, Defense: 87149, Current HP: 0, A Avg: 609381, D Avg: 87149, [Undine[118, 230, 230, 230], Aurora Shield[240, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 212, STR: 236910, VIT: 83, SPD: 2, LUK: 2, Attack: 320782, Defense: 87131, Current HP: 0, A Avg: 609485, D Avg: 87131, [Undine[118, 230, 230, 230], Ghost shield[251, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 87, STR: 236855, VIT: 92, SPD: 2, LUK: 2, Attack: 320727, Defense: 87140, Current HP: 0, A Avg: 609381, D Avg: 87140, [Undine[118, 230, 230, 230], Ghost shield[251, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 108, STR: 243257, VIT: 108, SPD: 2, LUK: 2, Attack: 327156, Defense: 84114, Current HP: 0, A Avg: 621596, D Avg: 84114, [Sylph[119, 230, 230, 230], Wings of Beast[210, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 228, STR: 236910, VIT: 88, SPD: 2, LUK: 2, Attack: 320809, Defense: 83925, Current HP: 0, A Avg: 609537, D Avg: 83925, [Sylph[119, 230, 230, 230], Emerald Shield[209, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 212, STR: 236855, VIT: 123, SPD: 2, LUK: 2, Attack: 320754, Defense: 84685, Current HP: 0, A Avg: 609432, D Avg: 84685, [Sylph[119, 230, 230, 230], Slime Shield[221, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 228, STR: 236966, VIT: 104, SPD: 2, LUK: 2, Attack: 320865, Defense: 84526, Current HP: 0, A Avg: 609643, D Avg: 84526, [Sylph[119, 230, 230, 230], Superconducting Barrier[220, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 387, STR: 236855, VIT: 154, SPD: 2, LUK: 2, Attack: 320754, Defense: 84888, Current HP: 0, A Avg: 609432, D Avg: 84888, [Sylph[119, 230, 230, 230], Slafield[232, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 1404, STR: 236910, VIT: 88, SPD: 2, LUK: 2, Attack: 320809, Defense: 86005, Current HP: 0, A Avg: 609537, D Avg: 86005, [Sylph[119, 230, 230, 230], Frying Pan[231, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 84, STR: 236855, VIT: 92, SPD: 2, LUK: 2, Attack: 320754, Defense: 86881, Current HP: 0, A Avg: 609432, D Avg: 86881, [Sylph[119, 230, 230, 230], Graffiti[243, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 924, STR: 243694, VIT: 503, SPD: 2, LUK: 2, Attack: 327593, Defense: 88071, Current HP: 0, A Avg: 622426, D Avg: 88071, [Sylph[119, 230, 230, 230], Storm Wall[242, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 212, STR: 236910, VIT: 83, SPD: 2, LUK: 2, Attack: 320836, Defense: 83806, Current HP: 0, A Avg: 609588, D Avg: 83806, [Gnome[120, 230, 230, 230], Pot Lid[201, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 87, STR: 236855, VIT: 92, SPD: 2, LUK: 2, Attack: 320781, Defense: 83815, Current HP: 0, A Avg: 609483, D Avg: 83815, [Gnome[120, 230, 230, 230], Pot Lid[201, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 337, STR: 236910, VIT: 94, SPD: 2, LUK: 2, Attack: 320836, Defense: 84113, Current HP: 0, A Avg: 609588, D Avg: 84113, [Gnome[120, 230, 230, 230], Prism Shield[212, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 212, STR: 236855, VIT: 108, SPD: 2, LUK: 2, Attack: 320781, Defense: 84127, Current HP: 0, A Avg: 609483, D Avg: 84127, [Gnome[120, 230, 230, 230], Prism Shield[212, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 252, STR: 236910, VIT: 88, SPD: 2, LUK: 2, Attack: 320836, Defense: 84016, Current HP: 0, A Avg: 609588, D Avg: 84016, [Gnome[120, 230, 230, 230], Hardwood Shield[223, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 132, STR: 236855, VIT: 96, SPD: 2, LUK: 2, Attack: 320781, Defense: 84024, Current HP: 0, A Avg: 609483, D Avg: 84024, [Gnome[120, 230, 230, 230], Hardwood Shield[223, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 444, STR: 236910, VIT: 88, SPD: 2, LUK: 2, Attack: 320836, Defense: 85056, Current HP: 0, A Avg: 609588, D Avg: 85056, [Gnome[120, 230, 230, 230], Huge Shield[234, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 324, STR: 236855, VIT: 96, SPD: 2, LUK: 2, Attack: 320781, Defense: 85064, Current HP: 0, A Avg: 609483, D Avg: 85064, [Gnome[120, 230, 230, 230], Huge Shield[234, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 684, STR: 236855, VIT: 416, SPD: 2, LUK: 2, Attack: 320781, Defense: 87204, Current HP: 0, A Avg: 609483, D Avg: 87204, [Gnome[120, 230, 230, 230], Golem Shield[245, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 204, STR: 236910, VIT: 83, SPD: 2, LUK: 2, Attack: 320836, Defense: 89861, Current HP: 0, A Avg: 609588, D Avg: 89861, [Gnome[120, 230, 230, 230], Blank Shield[244, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 96, STR: 236892, VIT: 121, SPD: 2, LUK: 2, Attack: 322367, Defense: 83925, Current HP: 0, A Avg: 612497, D Avg: 83925, [Elemental[121, 230, 230, 230], Iron Shield[204, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 236947, VIT: 99, SPD: 2, LUK: 2, Attack: 322422, Defense: 83968, Current HP: 0, A Avg: 612601, D Avg: 83968, [Elemental[121, 230, 230, 230], Wooden Shield[203, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 192, STR: 236929, VIT: 112, SPD: 2, LUK: 2, Attack: 322404, Defense: 84053, Current HP: 0, A Avg: 612567, D Avg: 84053, [Elemental[121, 230, 230, 230], Dragon's Scales[215, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 235, STR: 236962, VIT: 92, SPD: 2, LUK: 2, Attack: 322437, Defense: 85710, Current HP: 0, A Avg: 612630, D Avg: 85710, [Elemental[121, 230, 230, 230], Mask of the Grim Reaper[214, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 243542, VIT: 83, SPD: 2, LUK: 2, Attack: 329017, Defense: 84271, Current HP: 0, A Avg: 625132, D Avg: 84271, [Elemental[121, 230, 230, 230], Dragon Sword[225, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 96, STR: 243485, VIT: 92, SPD: 2, LUK: 2, Attack: 328960, Defense: 84280, Current HP: 0, A Avg: 625024, D Avg: 84280, [Elemental[121, 230, 230, 230], Dragon Sword[225, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 336, STR: 236970, VIT: 220, SPD: 2, LUK: 2, Attack: 322445, Defense: 87021, Current HP: 0, A Avg: 612645, D Avg: 87021, [Elemental[121, 230, 230, 230], Riot[236, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 236914, VIT: 288, SPD: 2, LUK: 2, Attack: 322389, Defense: 87089, Current HP: 0, A Avg: 612539, D Avg: 87089, [Elemental[121, 230, 230, 230], Riot[236, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 576, STR: 236947, VIT: 104, SPD: 2, LUK: 2, Attack: 322422, Defense: 85982, Current HP: 0, A Avg: 612601, D Avg: 85982, [Elemental[121, 230, 230, 230], Sticky thread shield[247, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 456, STR: 236892, VIT: 123, SPD: 2, LUK: 2, Attack: 322367, Defense: 86001, Current HP: 0, A Avg: 612497, D Avg: 86001, [Elemental[121, 230, 230, 230], Sticky thread shield[247, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 244112, VIT: 83, SPD: 2, LUK: 2, Attack: 329587, Defense: 87911, Current HP: 0, A Avg: 626215, D Avg: 87911, [Elemental[121, 230, 230, 230], Black Sword Breath[252, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 96, STR: 244055, VIT: 92, SPD: 2, LUK: 2, Attack: 329530, Defense: 87920, Current HP: 0, A Avg: 626107, D Avg: 87920, [Elemental[121, 230, 230, 230], Black Sword Breath[252, 230, 630, 66], Summon Ring[306, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 225, STR: 205088, VIT: 151, SPD: 2, LUK: 2, Attack: 289094, Defense: 85015, Current HP: 0, A Avg: 768990, D Avg: 85015, [Great Iron Mass[122, 230, 230, 230], Dragon's Head[217, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
