Rank 40333: 285 - [11224, 6661, 414] - HP: 94163, STR: 180972, VIT: 894, SPD: 40, LUK: 1, Attack: 270881, Defense: 90672, Current HP: 94163, A Avg: 284425, D Avg: 90672, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 41257: 2974 - [11799, 5860, 640] - HP: 2523, STR: 109027, VIT: 103358, SPD: 40, LUK: 1, Attack: 201213, Defense: 190926, Current HP: 2523, A Avg: 251516, D Avg: 190926, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41258: 12127 - [11810, 5828, 661] - HP: 47763, STR: 135399, VIT: 51326, SPD: 40, LUK: 1, Attack: 225308, Defense: 139154, Current HP: 47763, A Avg: 242206, D Avg: 166984, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 66, 803, 806]]
Rank 41259: 8172 - [13049, 2112, 3138] - HP: 3268, STR: 207639, VIT: 103644, SPD: 40, LUK: 1, Attack: 293452, Defense: 193422, Current HP: 3268, A Avg: 315460, D Avg: 232106, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 803, 806]]
Rank 41260: 2001 - [12671, 3247, 2381] - HP: 64429, STR: 178768, VIT: 78320, SPD: 47, LUK: 1, Attack: 264581, Defense: 168098, Current HP: 64429, A Avg: 333372, D Avg: 168098, [Spear of Regression[182, 130, 130, 230], Blank Shield[244, 230, 230, 330], Black Box[323, 330, 330, 67]]
Rank 41262: 8122 - [13049, 2115, 3135] - HP: 3268, STR: 207639, VIT: 103644, SPD: 40, LUK: 1, Attack: 293452, Defense: 193422, Current HP: 3268, A Avg: 369749, D Avg: 232106, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 67, 806]]
Rank 41262: 8152 - [13049, 2115, 3135] - HP: 3268, STR: 207639, VIT: 103644, SPD: 40, LUK: 1, Attack: 293452, Defense: 193422, Current HP: 3268, A Avg: 366815, D Avg: 232106, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 68, 806]]
Rank 41271: 1550 - [12453, 3912, 1934] - HP: 140853, STR: 102454, VIT: 26430, SPD: 40, LUK: 1, Attack: 194640, Defense: 116208, Current HP: 140853, A Avg: 204372, D Avg: 139449, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 41274: 2964 - [11799, 5877, 623] - HP: 2523, STR: 109027, VIT: 103358, SPD: 40, LUK: 1, Attack: 201213, Defense: 190926, Current HP: 2523, A Avg: 253528, D Avg: 190926, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41275: 2953 - [11787, 5914, 598] - HP: 1102, STR: 121683, VIT: 103238, SPD: 40, LUK: 2, Attack: 213869, Defense: 193016, Current HP: 1102, A Avg: 224562, D Avg: 193016, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 41275: 3003 - [11787, 5914, 598] - HP: 1102, STR: 121683, VIT: 103238, SPD: 40, LUK: 2, Attack: 213869, Defense: 193016, Current HP: 1102, A Avg: 224562, D Avg: 193016, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 41276: 2978 - [11799, 5879, 621] - HP: 1653, STR: 110625, VIT: 102462, SPD: 40, LUK: 1, Attack: 202811, Defense: 190290, Current HP: 1653, A Avg: 253513, D Avg: 190290, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41276: 6637 - [11489, 6809, 001] - HP: 47763, STR: 221799, VIT: 25726, SPD: 40, LUK: 1, Attack: 311708, Defense: 113554, Current HP: 47763, A Avg: 458210, D Avg: 113554, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 67, 807]]
Rank 41278: 377 - [11491, 6805, 003] - HP: 47763, STR: 308199, VIT: 25726, SPD: 40, LUK: 1, Attack: 398108, Defense: 113554, Current HP: 47763, A Avg: 418013, D Avg: 113554, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 41281: 2444 - [11838, 5767, 694] - HP: 48923, STR: 109027, VIT: 77758, SPD: 40, LUK: 1, Attack: 201213, Defense: 165326, Current HP: 48923, A Avg: 216303, D Avg: 165326, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41282: 10657 - [11648, 6338, 313] - HP: 94163, STR: 178599, VIT: 126, SPD: 40, LUK: 1, Attack: 268508, Defense: 87954, Current HP: 94163, A Avg: 402762, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 66, 67, 68]]
Rank 41285: 8192 - [13065, 2090, 3144] - HP: 3268, STR: 207639, VIT: 103644, SPD: 40, LUK: 1, Attack: 293452, Defense: 193422, Current HP: 3268, A Avg: 308124, D Avg: 270790, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 806, 807]]
Rank 41286: 6607 - [11494, 6804, 001] - HP: 47763, STR: 221799, VIT: 25726, SPD: 40, LUK: 1, Attack: 311708, Defense: 113554, Current HP: 47763, A Avg: 467562, D Avg: 113554, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 67, 68]]
Rank 41290: 1936 - [11900, 5590, 809] - HP: 62472, STR: 128288, VIT: 52166, SPD: 40, LUK: 2, Attack: 220474, Defense: 139734, Current HP: 62472, A Avg: 231497, D Avg: 139734, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 66]]
Rank 41290: 1986 - [11900, 5590, 809] - HP: 62472, STR: 128288, VIT: 52166, SPD: 40, LUK: 2, Attack: 220474, Defense: 139734, Current HP: 62472, A Avg: 231497, D Avg: 139734, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 807]]
Rank 41291: 2448 - [11827, 5810, 662] - HP: 48053, STR: 110625, VIT: 76862, SPD: 40, LUK: 1, Attack: 202811, Defense: 164690, Current HP: 48053, A Avg: 218021, D Avg: 164690, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 41298: 1950 - [12066, 5100, 1133] - HP: 94453, STR: 102454, VIT: 52030, SPD: 40, LUK: 1, Attack: 194640, Defense: 141808, Current HP: 94453, A Avg: 243300, D Avg: 141808, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 41300: 1890 - [11934, 5498, 867] - HP: 94453, STR: 128054, VIT: 26430, SPD: 40, LUK: 1, Attack: 220240, Defense: 116208, Current HP: 94453, A Avg: 275300, D Avg: 116208, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41305: 9897 - [12225, 4630, 1444] - HP: 140563, STR: 135399, VIT: 126, SPD: 40, LUK: 1, Attack: 225308, Defense: 87954, Current HP: 140563, A Avg: 309798, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 66, 68, 803]]
Rank 41307: 7092 - [12704, 3195, 2400] - HP: 33668, STR: 140439, VIT: 103644, SPD: 40, LUK: 1, Attack: 226252, Defense: 193422, Current HP: 33668, A Avg: 311096, D Avg: 193422, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 68, 803]]
Rank 41311: 7057 - [11745, 6076, 478] - HP: 47763, STR: 92199, VIT: 102526, SPD: 40, LUK: 1, Attack: 182108, Defense: 190354, Current HP: 47763, A Avg: 273162, D Avg: 190354, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 67, 68]]
Rank 41313: 2983 - [11798, 5919, 582] - HP: 1102, STR: 121683, VIT: 103238, SPD: 40, LUK: 2, Attack: 213869, Defense: 193016, Current HP: 1102, A Avg: 229909, D Avg: 193016, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 41314: 2317 - [11508, 6790, 001] - HP: 47763, STR: 264999, VIT: 25726, SPD: 40, LUK: 1, Attack: 354908, Defense: 113554, Current HP: 47763, A Avg: 443635, D Avg: 113554, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 41325: 2307 - [11513, 6786, 000] - HP: 47763, STR: 264999, VIT: 25726, SPD: 40, LUK: 1, Attack: 354908, Defense: 113554, Current HP: 47763, A Avg: 447184, D Avg: 113554, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41325: 2968 - [11799, 5928, 572] - HP: 1653, STR: 110625, VIT: 102462, SPD: 40, LUK: 1, Attack: 202811, Defense: 190290, Current HP: 1653, A Avg: 255541, D Avg: 190290, [Big Bang[171, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41329: 7107 - [11791, 5956, 552] - HP: 47763, STR: 92199, VIT: 102526, SPD: 40, LUK: 1, Attack: 182108, Defense: 190354, Current HP: 47763, A Avg: 227635, D Avg: 228424, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 68, 806]]
Rank 41338: 2459 - [11955, 5473, 871] - HP: 50790, STR: 102454, VIT: 77208, SPD: 40, LUK: 1, Attack: 194640, Defense: 164633, Current HP: 50790, A Avg: 204372, D Avg: 197559, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 41338: 7112 - [12710, 3208, 2381] - HP: 33668, STR: 140439, VIT: 103644, SPD: 40, LUK: 1, Attack: 226252, Defense: 193422, Current HP: 33668, A Avg: 328065, D Avg: 193422, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 68, 807]]
Rank 41340: 7082 - [12711, 3207, 2381] - HP: 33668, STR: 140439, VIT: 103644, SPD: 40, LUK: 1, Attack: 226252, Defense: 193422, Current HP: 33668, A Avg: 332590, D Avg: 193422, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 67, 807]]
Rank 41345: 1468 - [12196, 4757, 1346] - HP: 140853, STR: 137825, VIT: 62, SPD: 40, LUK: 1, Attack: 230011, Defense: 87890, Current HP: 140853, A Avg: 289813, D Avg: 87890, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 41346: 11967 - [11576, 6618, 105] - HP: 47763, STR: 178599, VIT: 25726, SPD: 40, LUK: 1, Attack: 268508, Defense: 113554, Current HP: 47763, A Avg: 402762, D Avg: 136264, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 67, 68, 806]]
Rank 41352: 7052 - [12713, 3213, 2373] - HP: 33668, STR: 140439, VIT: 103644, SPD: 40, LUK: 1, Attack: 226252, Defense: 193422, Current HP: 33668, A Avg: 339378, D Avg: 193422, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 67, 68]]
Rank 41355: 1880 - [11960, 5475, 864] - HP: 94453, STR: 128054, VIT: 26430, SPD: 40, LUK: 1, Attack: 220240, Defense: 116208, Current HP: 94453, A Avg: 277502, D Avg: 116208, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41356: 11947 - [11703, 6247, 349] - HP: 47763, STR: 178599, VIT: 25726, SPD: 40, LUK: 1, Attack: 268508, Defense: 113554, Current HP: 47763, A Avg: 281933, D Avg: 158975, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 66, 806, 807]]
Rank 41361: 7077 - [11806, 5943, 550] - HP: 47763, STR: 92199, VIT: 102526, SPD: 40, LUK: 1, Attack: 182108, Defense: 190354, Current HP: 47763, A Avg: 229456, D Avg: 228424, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 67, 806]]
Rank 41362: 2992 - [13099, 2065, 3135] - HP: 3268, STR: 274839, VIT: 103644, SPD: 40, LUK: 1, Attack: 360652, Defense: 193422, Current HP: 3268, A Avg: 378684, D Avg: 232106, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 330, 330], Mobius Ring[316, 330, 330, 806]]
Rank 41364: 489 - [11937, 5553, 809] - HP: 2790, STR: 153654, VIT: 77208, SPD: 40, LUK: 1, Attack: 245840, Defense: 164633, Current HP: 2790, A Avg: 258132, D Avg: 164633, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 41365: 5987 - [12004, 5353, 942] - HP: 94163, STR: 92199, VIT: 76926, SPD: 40, LUK: 1, Attack: 182108, Defense: 164754, Current HP: 94163, A Avg: 191213, D Avg: 197704, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 66, 806]]
Rank 41371: 2993 - [11821, 5908, 570] - HP: 1102, STR: 121683, VIT: 103238, SPD: 40, LUK: 2, Attack: 213869, Defense: 193016, Current HP: 1102, A Avg: 224562, D Avg: 231619, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41375: 1940 - [12103, 5066, 1130] - HP: 94453, STR: 102454, VIT: 52030, SPD: 40, LUK: 1, Attack: 194640, Defense: 141808, Current HP: 94453, A Avg: 245246, D Avg: 141808, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 41379: 1528 - [12294, 4497, 1508] - HP: 140853, STR: 110625, VIT: 25662, SPD: 40, LUK: 1, Attack: 202811, Defense: 113490, Current HP: 140853, A Avg: 255541, D Avg: 113490, [Big Bang[171, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 41380: 2453 - [11801, 5977, 521] - HP: 31502, STR: 121683, VIT: 77638, SPD: 40, LUK: 2, Attack: 213869, Defense: 167416, Current HP: 31502, A Avg: 224562, D Avg: 200899, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41396: 6077 - [12016, 5348, 935] - HP: 94163, STR: 92199, VIT: 76926, SPD: 40, LUK: 1, Attack: 182108, Defense: 164754, Current HP: 94163, A Avg: 195766, D Avg: 197704, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 803, 806]]
Rank 41402: 12067 - [11808, 5978, 513] - HP: 47763, STR: 135399, VIT: 51326, SPD: 40, LUK: 1, Attack: 225308, Defense: 139154, Current HP: 47763, A Avg: 290647, D Avg: 139154, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 66, 67, 803]]
Rank 41419: 10797 - [11713, 6280, 306] - HP: 94163, STR: 178599, VIT: 126, SPD: 40, LUK: 1, Attack: 268508, Defense: 87954, Current HP: 94163, A Avg: 413502, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 67, 803, 807]]
Rank 41426: 491 - [13131, 2033, 3135] - HP: 3629, STR: 293968, VIT: 103920, SPD: 47, LUK: 1, Attack: 379781, Defense: 193698, Current HP: 3629, A Avg: 398770, D Avg: 193698, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 230, 330], Black Box[323, 330, 330, 330]]
Rank 41426: 1499 - [12518, 3872, 1909] - HP: 146790, STR: 128054, VIT: 408, SPD: 40, LUK: 1, Attack: 220240, Defense: 87833, Current HP: 146790, A Avg: 231252, D Avg: 105399, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41426: 2439 - [11926, 5648, 725] - HP: 50790, STR: 102454, VIT: 77208, SPD: 40, LUK: 1, Attack: 194640, Defense: 164633, Current HP: 50790, A Avg: 243300, D Avg: 164633, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 41426: 2951 - [13131, 2033, 3135] - HP: 3629, STR: 236368, VIT: 103920, SPD: 47, LUK: 1, Attack: 322181, Defense: 193698, Current HP: 3629, A Avg: 338290, D Avg: 193698, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 66]]
Rank 41426: 2961 - [13131, 2033, 3135] - HP: 3629, STR: 236368, VIT: 103920, SPD: 47, LUK: 1, Attack: 322181, Defense: 193698, Current HP: 3629, A Avg: 405948, D Avg: 193698, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 67]]
Rank 41426: 2971 - [13131, 2033, 3135] - HP: 3629, STR: 236368, VIT: 103920, SPD: 47, LUK: 1, Attack: 322181, Defense: 193698, Current HP: 3629, A Avg: 402726, D Avg: 193698, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 68]]
Rank 41426: 2981 - [13131, 2033, 3135] - HP: 3629, STR: 236368, VIT: 103920, SPD: 47, LUK: 1, Attack: 322181, Defense: 193698, Current HP: 3629, A Avg: 346344, D Avg: 193698, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 803]]
Rank 41426: 3001 - [13131, 2033, 3135] - HP: 3629, STR: 236368, VIT: 103920, SPD: 47, LUK: 1, Attack: 322181, Defense: 193698, Current HP: 3629, A Avg: 338290, D Avg: 193698, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 807]]
Rank 41443: 077 - [12913, 2704, 2682] - HP: 279763, STR: 92199, VIT: 25726, SPD: 40, LUK: 1, Attack: 182108, Defense: 113554, Current HP: 279763, A Avg: 191213, D Avg: 113554, [Spectral Sword Shigure[172, 130, 130, 130], Black Sword Breath[252, 130, 130, 130], Gold Ring[303, 230, 230, 330]]
Rank 41443: 1017 - [12913, 2704, 2682] - HP: 233363, STR: 92199, VIT: 25726, SPD: 40, LUK: 1, Attack: 182108, Defense: 113554, Current HP: 233363, A Avg: 191213, D Avg: 136264, [Spectral Sword Shigure[172, 130, 130, 130], Black Sword Breath[252, 130, 130, 230], Gold Ring[303, 230, 330, 806]]
Rank 41443: 6067 - [11959, 5566, 774] - HP: 94163, STR: 92199, VIT: 76926, SPD: 40, LUK: 1, Attack: 182108, Defense: 164754, Current HP: 94163, A Avg: 264056, D Avg: 164754, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 68, 807]]
Rank 41448: 6092 - [12444, 4116, 1739] - HP: 64068, STR: 140439, VIT: 78044, SPD: 40, LUK: 1, Attack: 226252, Defense: 167822, Current HP: 64068, A Avg: 237564, D Avg: 234950, [Spear of Regression[182, 130, 130, 230], Blank Shield[244, 230, 330, 330], Mobius Ring[316, 330, 806, 807]]
Rank 41458: 2991 - [13147, 2017, 3135] - HP: 3629, STR: 236368, VIT: 103920, SPD: 47, LUK: 1, Attack: 322181, Defense: 193698, Current HP: 3629, A Avg: 338290, D Avg: 232437, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 806]]
Rank 41465: 1916 - [11789, 6098, 412] - HP: 62472, STR: 160288, VIT: 26566, SPD: 40, LUK: 2, Attack: 252474, Defense: 114134, Current HP: 62472, A Avg: 265097, D Avg: 136960, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 41478: 1966 - [11942, 5652, 705] - HP: 62472, STR: 128288, VIT: 52166, SPD: 40, LUK: 2, Attack: 220474, Defense: 139734, Current HP: 62472, A Avg: 237009, D Avg: 139734, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 803]]
Rank 41486: 2429 - [11954, 5624, 721] - HP: 50790, STR: 102454, VIT: 77208, SPD: 40, LUK: 1, Attack: 194640, Defense: 164633, Current HP: 50790, A Avg: 245246, D Avg: 164633, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 41514: 323 - [11929, 5727, 643] - HP: 61902, STR: 91283, VIT: 103238, SPD: 40, LUK: 2, Attack: 183469, Defense: 193016, Current HP: 61902, A Avg: 192642, D Avg: 193016, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 41517: 1612 - [12526, 3939, 1834] - HP: 94468, STR: 207639, VIT: 52444, SPD: 40, LUK: 1, Attack: 293452, Defense: 142222, Current HP: 94468, A Avg: 308124, D Avg: 170666, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 330, 330, 806]]
Rank 41519: 7147 - [11938, 5705, 656] - HP: 47763, STR: 92199, VIT: 102526, SPD: 40, LUK: 1, Attack: 182108, Defense: 190354, Current HP: 47763, A Avg: 191213, D Avg: 266495, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 806, 807]]
Rank 41531: 1495 - [12527, 3950, 1822] - HP: 140563, STR: 129772, VIT: 894, SPD: 40, LUK: 1, Attack: 219681, Defense: 90672, Current HP: 140563, A Avg: 230665, D Avg: 108806, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 41532: 2091 - [12312, 4596, 1391] - HP: 64429, STR: 121168, VIT: 103920, SPD: 47, LUK: 1, Attack: 206981, Defense: 193698, Current HP: 64429, A Avg: 217330, D Avg: 232437, [Spear of Regression[182, 130, 130, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 806]]
Rank 41532: 2913 - [11828, 6048, 423] - HP: 1102, STR: 152083, VIT: 77638, SPD: 40, LUK: 2, Attack: 244269, Defense: 167416, Current HP: 1102, A Avg: 305336, D Avg: 167416, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41536: 122 - [12236, 4828, 1235] - HP: 155268, STR: 140439, VIT: 52444, SPD: 40, LUK: 1, Attack: 226252, Defense: 142222, Current HP: 155268, A Avg: 237564, D Avg: 142222, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 130, 130, 230], Mobius Ring[316, 230, 330, 330]]
Rank 41536: 6037 - [12002, 5530, 767] - HP: 94163, STR: 92199, VIT: 76926, SPD: 40, LUK: 1, Attack: 182108, Defense: 164754, Current HP: 94163, A Avg: 267698, D Avg: 164754, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 67, 807]]
Rank 41549: 2903 - [11828, 6065, 406] - HP: 1102, STR: 152083, VIT: 77638, SPD: 40, LUK: 2, Attack: 244269, Defense: 167416, Current HP: 1102, A Avg: 307778, D Avg: 167416, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41562: 2425 - [11985, 5607, 707] - HP: 47763, STR: 104172, VIT: 77694, SPD: 40, LUK: 1, Attack: 194081, Defense: 167472, Current HP: 47763, A Avg: 244542, D Avg: 167472, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 67]]
Rank 41562: 2435 - [11985, 5607, 707] - HP: 47763, STR: 104172, VIT: 77694, SPD: 40, LUK: 1, Attack: 194081, Defense: 167472, Current HP: 47763, A Avg: 242601, D Avg: 167472, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 41569: 485 - [12008, 5545, 746] - HP: 1363, STR: 155372, VIT: 77694, SPD: 40, LUK: 1, Attack: 245281, Defense: 167472, Current HP: 1363, A Avg: 257545, D Avg: 167472, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 41573: 519 - [11926, 5795, 578] - HP: 2790, STR: 76854, VIT: 154008, SPD: 40, LUK: 1, Attack: 169040, Defense: 241433, Current HP: 2790, A Avg: 177492, D Avg: 241433, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 41587: 2455 - [12063, 5398, 838] - HP: 47763, STR: 104172, VIT: 77694, SPD: 40, LUK: 1, Attack: 194081, Defense: 167472, Current HP: 47763, A Avg: 203785, D Avg: 200966, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 806]]
Rank 41593: 2374 - [11893, 5914, 492] - HP: 48923, STR: 136227, VIT: 52158, SPD: 40, LUK: 1, Attack: 228413, Defense: 139726, Current HP: 48923, A Avg: 285516, D Avg: 139726, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 41608: 2430 - [12004, 5596, 699] - HP: 48053, STR: 102454, VIT: 77630, SPD: 40, LUK: 1, Attack: 194640, Defense: 167408, Current HP: 48053, A Avg: 243300, D Avg: 167408, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 68]]
Rank 41618: 2398 - [11946, 5780, 573] - HP: 48053, STR: 137825, VIT: 51262, SPD: 40, LUK: 1, Attack: 230011, Defense: 139090, Current HP: 48053, A Avg: 241511, D Avg: 166908, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41620: 171 - [12441, 4297, 1561] - HP: 125229, STR: 178768, VIT: 52720, SPD: 47, LUK: 1, Attack: 264581, Defense: 142498, Current HP: 125229, A Avg: 277810, D Avg: 142498, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 130, 230, 230], Black Box[323, 230, 330, 330]]
Rank 41620: 6007 - [12028, 5536, 735] - HP: 94163, STR: 92199, VIT: 76926, SPD: 40, LUK: 1, Attack: 182108, Defense: 164754, Current HP: 94163, A Avg: 273162, D Avg: 164754, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 67, 68]]
