Rank 38312: 7905 - [10289, 7445, 565] - HP: 5909, STR: 261691, VIT: 218644, SPD: 72, LUK: 1, Attack: 349573, Defense: 306472, Current HP: 5909, A Avg: 440461, D Avg: 306472, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 67]]
Rank 39260: 8184 - [11070, 6050, 1179] - HP: 5928, STR: 172128, VIT: 178918, SPD: 72, LUK: 2, Attack: 260010, Defense: 266746, Current HP: 5928, A Avg: 286011, D Avg: 266746, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 803, 807]]
Rank 39278: 528 - [10689, 7211, 399] - HP: 6220, STR: 163503, VIT: 331540, SPD: 76, LUK: 1, Attack: 251385, Defense: 419368, Current HP: 6220, A Avg: 314231, D Avg: 419368, [Wild Card[175, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Oculus Ring[315, 730, 730, 730]]
Rank 39297: 5949 - [10733, 7098, 468] - HP: 110884, STR: 356739, VIT: 90812, SPD: 72, LUK: 1, Attack: 442552, Defense: 180590, Current HP: 110884, A Avg: 464679, D Avg: 252825, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 806, 807]]
Rank 39312: 1606 - [10763, 7023, 513] - HP: 171820, STR: 305495, VIT: 92009, SPD: 85, LUK: 1, Attack: 393323, Defense: 179434, Current HP: 171820, A Avg: 422822, D Avg: 179434, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 803]]
Rank 39324: 1971 - [10745, 7089, 465] - HP: 123206, STR: 330327, VIT: 101710, SPD: 81, LUK: 1, Attack: 418209, Defense: 189538, Current HP: 123206, A Avg: 439119, D Avg: 227445, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 730, 730, 806]]
Rank 39325: 499 - [10729, 7138, 432] - HP: 5548, STR: 589587, VIT: 179516, SPD: 72, LUK: 1, Attack: 675400, Defense: 269294, Current HP: 5548, A Avg: 709170, D Avg: 269294, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 730]]
Rank 39336: 1556 - [10757, 7065, 477] - HP: 171820, STR: 405287, VIT: 47657, SPD: 85, LUK: 1, Attack: 493115, Defense: 135082, Current HP: 171820, A Avg: 517770, D Avg: 162098, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 630, 730, 806]]
Rank 39385: 1973 - [10791, 7012, 496] - HP: 109497, STR: 262356, VIT: 147830, SPD: 72, LUK: 1, Attack: 350184, Defense: 235658, Current HP: 109497, A Avg: 367693, D Avg: 282789, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 730, 730, 806]]
Rank 39388: 1975 - [10794, 7006, 499] - HP: 111245, STR: 261691, VIT: 146572, SPD: 72, LUK: 1, Attack: 349573, Defense: 234400, Current HP: 111245, A Avg: 367051, D Avg: 281280, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Silver Ring[302, 730, 730, 806]]
Rank 39411: 168 - [10874, 6789, 636] - HP: 227980, STR: 318735, VIT: 48796, SPD: 76, LUK: 1, Attack: 406617, Defense: 136624, Current HP: 227980, A Avg: 508271, D Avg: 136624, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Oculus Ring[315, 630, 630, 730]]
Rank 39420: 317 - [10834, 6918, 547] - HP: 113107, STR: 295188, VIT: 135254, SPD: 90, LUK: 1, Attack: 383070, Defense: 222042, Current HP: 113107, A Avg: 402223, D Avg: 222042, [Wild Card[175, 530, 530, 630], C Magnum[239, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 39427: 12224 - [11584, 4675, 2040] - HP: 58596, STR: 172128, VIT: 90214, SPD: 72, LUK: 2, Attack: 260010, Defense: 178042, Current HP: 58596, A Avg: 494019, D Avg: 178042, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 68, 803, 807]]
Rank 39428: 109 - [10814, 6986, 499] - HP: 268888, STR: 473163, VIT: 2108, SPD: 72, LUK: 1, Attack: 558976, Defense: 91886, Current HP: 268888, A Avg: 586924, D Avg: 91886, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Mobius Ring[316, 630, 630, 630]]
Rank 39435: 178 - [10940, 6615, 744] - HP: 227980, STR: 241119, VIT: 95920, SPD: 76, LUK: 1, Attack: 329001, Defense: 183748, Current HP: 227980, A Avg: 411251, D Avg: 183748, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Oculus Ring[315, 630, 730, 730]]
Rank 39462: 2518 - [10807, 7041, 451] - HP: 61660, STR: 241119, VIT: 190168, SPD: 76, LUK: 1, Attack: 329001, Defense: 277996, Current HP: 61660, A Avg: 411251, D Avg: 333595, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 806]]
Rank 39473: 4794 - [12118, 3119, 3062] - HP: 163932, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 163932, A Avg: 331222, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 807]]
Rank 39492: 1994 - [11379, 5355, 1565] - HP: 111264, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 111264, A Avg: 273010, D Avg: 222394, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 66]]
Rank 39492: 2044 - [11379, 5355, 1565] - HP: 111264, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 111264, A Avg: 273010, D Avg: 222394, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 807]]
Rank 39506: 1596 - [10854, 6944, 501] - HP: 171820, STR: 305495, VIT: 92009, SPD: 85, LUK: 1, Attack: 393323, Defense: 179434, Current HP: 171820, A Avg: 491653, D Avg: 179434, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 68]]
Rank 39512: 106 - [10915, 6767, 617] - HP: 282700, STR: 405287, VIT: 3305, SPD: 85, LUK: 1, Attack: 493115, Defense: 90730, Current HP: 282700, A Avg: 517770, D Avg: 90730, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 530, 630], Black Box[323, 630, 630, 630]]
Rank 39514: 1586 - [10858, 6940, 501] - HP: 171820, STR: 305495, VIT: 92009, SPD: 85, LUK: 1, Attack: 393323, Defense: 179434, Current HP: 171820, A Avg: 495586, D Avg: 179434, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 67]]
Rank 39542: 174 - [11701, 4439, 2159] - HP: 216600, STR: 172128, VIT: 90214, SPD: 72, LUK: 2, Attack: 260010, Defense: 178042, Current HP: 216600, A Avg: 273010, D Avg: 178042, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 730, 730]]
Rank 39544: 10844 - [12150, 3094, 3055] - HP: 111264, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 111264, A Avg: 346995, D Avg: 125073, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 803, 806, 807]]
Rank 39564: 1319 - [11043, 6435, 821] - HP: 216220, STR: 240315, VIT: 90812, SPD: 72, LUK: 1, Attack: 326128, Defense: 180590, Current HP: 216220, A Avg: 342434, D Avg: 216708, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 730, 730, 806]]
Rank 39580: 13554 - [11353, 5521, 1425] - HP: 5928, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 5928, A Avg: 429016, D Avg: 222394, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 67, 68, 803]]
Rank 39601: 1659 - [10908, 6877, 514] - HP: 163552, STR: 240315, VIT: 135164, SPD: 72, LUK: 1, Attack: 326128, Defense: 224942, Current HP: 163552, A Avg: 407660, D Avg: 224942, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 68]]
Rank 39611: 1649 - [10912, 6875, 512] - HP: 163552, STR: 240315, VIT: 135164, SPD: 72, LUK: 1, Attack: 326128, Defense: 224942, Current HP: 163552, A Avg: 410921, D Avg: 224942, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 67]]
Rank 39611: 2033 - [10922, 6845, 532] - HP: 109497, STR: 198600, VIT: 219902, SPD: 72, LUK: 1, Attack: 286428, Defense: 307730, Current HP: 109497, A Avg: 300749, D Avg: 369276, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 39611: 4299 - [11090, 6341, 868] - HP: 216220, STR: 356739, VIT: 2108, SPD: 72, LUK: 1, Attack: 442552, Defense: 91886, Current HP: 216220, A Avg: 464679, D Avg: 128640, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 806, 807]]
Rank 39619: 2035 - [10934, 6817, 548] - HP: 111245, STR: 197935, VIT: 218644, SPD: 72, LUK: 1, Attack: 285817, Defense: 306472, Current HP: 111245, A Avg: 300107, D Avg: 367766, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 806]]
Rank 39636: 417 - [10971, 6723, 605] - HP: 60439, STR: 223116, VIT: 223958, SPD: 90, LUK: 1, Attack: 310998, Defense: 310746, Current HP: 60439, A Avg: 326547, D Avg: 310746, [Wild Card[175, 530, 630, 630], C Magnum[239, 630, 730, 730], Black Box[323, 730, 730, 730]]
Rank 39641: 5049 - [10970, 6731, 598] - HP: 163552, STR: 356739, VIT: 46460, SPD: 72, LUK: 1, Attack: 442552, Defense: 136238, Current HP: 163552, A Avg: 464679, D Avg: 190733, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 806, 807]]
Rank 39645: 320 - [10967, 6744, 588] - HP: 112081, STR: 233533, VIT: 179606, SPD: 85, LUK: 1, Attack: 321415, Defense: 267434, Current HP: 112081, A Avg: 337485, D Avg: 267434, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 39653: 6944 - [11420, 5393, 1486] - HP: 58596, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 58596, A Avg: 357513, D Avg: 222394, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 68, 803]]
Rank 39664: 523 - [10704, 7552, 043] - HP: 4161, STR: 134844, VIT: 508190, SPD: 72, LUK: 1, Attack: 222672, Defense: 596018, Current HP: 4161, A Avg: 233805, D Avg: 596018, [Stargazer[183, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 730]]
Rank 39674: 066 - [11281, 5831, 1187] - HP: 338140, STR: 305495, VIT: 3305, SPD: 85, LUK: 1, Attack: 393323, Defense: 90730, Current HP: 338140, A Avg: 412989, D Avg: 90730, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 530, 530], Black Box[323, 630, 630, 630]]
Rank 39675: 2451 - [10923, 6906, 470] - HP: 64994, STR: 330327, VIT: 151606, SPD: 81, LUK: 1, Attack: 418209, Defense: 239434, Current HP: 64994, A Avg: 439119, D Avg: 287320, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 806]]
Rank 39710: 2024 - [11465, 5315, 1519] - HP: 111264, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 111264, A Avg: 279510, D Avg: 222394, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 803]]
Rank 39716: 521 - [10855, 7151, 293] - HP: 6782, STR: 169551, VIT: 351190, SPD: 81, LUK: 1, Attack: 257433, Defense: 439018, Current HP: 6782, A Avg: 270304, D Avg: 439018, [Wild Card[175, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Seal of the High King[319, 730, 730, 730]]
Rank 39721: 1579 - [10939, 6904, 456] - HP: 163552, STR: 356739, VIT: 90812, SPD: 72, LUK: 1, Attack: 442552, Defense: 180590, Current HP: 163552, A Avg: 464679, D Avg: 180590, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 730, 66]]
Rank 39721: 1629 - [10939, 6904, 456] - HP: 163552, STR: 356739, VIT: 90812, SPD: 72, LUK: 1, Attack: 442552, Defense: 180590, Current HP: 163552, A Avg: 464679, D Avg: 180590, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 730, 807]]
Rank 39730: 15834 - [12252, 2974, 3073] - HP: 58596, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 58596, A Avg: 457402, D Avg: 125073, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 68, 806, 807]]
Rank 39737: 1609 - [10947, 6896, 456] - HP: 163552, STR: 356739, VIT: 90812, SPD: 72, LUK: 1, Attack: 442552, Defense: 180590, Current HP: 163552, A Avg: 475743, D Avg: 180590, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 730, 803]]
Rank 39768: 10664 - [12260, 2988, 3051] - HP: 111264, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 111264, A Avg: 406930, D Avg: 89338, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 803]]
Rank 39775: 1589 - [10966, 6877, 456] - HP: 163552, STR: 356739, VIT: 90812, SPD: 72, LUK: 1, Attack: 442552, Defense: 180590, Current HP: 163552, A Avg: 557615, D Avg: 180590, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 730, 67]]
Rank 39775: 1599 - [10966, 6877, 456] - HP: 163552, STR: 356739, VIT: 90812, SPD: 72, LUK: 1, Attack: 442552, Defense: 180590, Current HP: 163552, A Avg: 553190, D Avg: 180590, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 730, 68]]
Rank 39781: 391 - [10958, 6907, 434] - HP: 64994, STR: 410715, VIT: 151606, SPD: 81, LUK: 1, Attack: 498597, Defense: 239434, Current HP: 64994, A Avg: 523526, D Avg: 239434, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 730, 730, 730]]
Rank 39800: 2031 - [11008, 6776, 515] - HP: 123206, STR: 249939, VIT: 151606, SPD: 81, LUK: 1, Attack: 337821, Defense: 239434, Current HP: 123206, A Avg: 354712, D Avg: 287320, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 806]]
Rank 39805: 4774 - [12275, 2980, 3044] - HP: 163932, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 163932, A Avg: 339108, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 803]]
Rank 39807: 15764 - [12309, 2880, 3110] - HP: 58596, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 58596, A Avg: 473175, D Avg: 107205, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 67, 68, 806]]
Rank 39809: 8064 - [11280, 5969, 1050] - HP: 5928, STR: 172128, VIT: 178918, SPD: 72, LUK: 2, Attack: 260010, Defense: 266746, Current HP: 5928, A Avg: 325012, D Avg: 266746, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 66, 68]]
Rank 39809: 8154 - [11280, 5969, 1050] - HP: 5928, STR: 172128, VIT: 178918, SPD: 72, LUK: 2, Attack: 260010, Defense: 266746, Current HP: 5928, A Avg: 325012, D Avg: 320095, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 68, 806]]
Rank 39818: 2471 - [10980, 6878, 441] - HP: 64994, STR: 249939, VIT: 201502, SPD: 81, LUK: 1, Attack: 337821, Defense: 289330, Current HP: 64994, A Avg: 354712, D Avg: 289330, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Seal of the High King[319, 730, 730, 66]]
Rank 39818: 2521 - [10980, 6878, 441] - HP: 64994, STR: 249939, VIT: 201502, SPD: 81, LUK: 1, Attack: 337821, Defense: 289330, Current HP: 64994, A Avg: 354712, D Avg: 289330, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Seal of the High King[319, 730, 730, 807]]
Rank 39820: 956 - [11354, 5758, 1187] - HP: 282700, STR: 305495, VIT: 3305, SPD: 85, LUK: 1, Attack: 393323, Defense: 90730, Current HP: 282700, A Avg: 412989, D Avg: 108876, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 530, 630], Black Box[323, 630, 630, 806]]
Rank 39824: 162 - [11001, 6821, 477] - HP: 216961, STR: 407080, VIT: 46992, SPD: 85, LUK: 1, Attack: 492893, Defense: 136770, Current HP: 216961, A Avg: 517537, D Avg: 136770, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Black Box[323, 630, 630, 730]]
Rank 39841: 8054 - [11296, 5953, 1050] - HP: 5928, STR: 172128, VIT: 178918, SPD: 72, LUK: 2, Attack: 260010, Defense: 266746, Current HP: 5928, A Avg: 327612, D Avg: 266746, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 66, 67]]
Rank 39841: 8124 - [11296, 5953, 1050] - HP: 5928, STR: 172128, VIT: 178918, SPD: 72, LUK: 2, Attack: 260010, Defense: 266746, Current HP: 5928, A Avg: 327612, D Avg: 320095, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 67, 806]]
Rank 39852: 332 - [11023, 6783, 493] - HP: 111625, STR: 207496, VIT: 224400, SPD: 85, LUK: 1, Attack: 293309, Defense: 314178, Current HP: 111625, A Avg: 307974, D Avg: 314178, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 730]]
Rank 39877: 15804 - [12322, 2911, 3066] - HP: 58596, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 58596, A Avg: 463711, D Avg: 125073, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 67, 806, 807]]
Rank 39885: 310 - [11012, 6849, 438] - HP: 112081, STR: 308377, VIT: 135254, SPD: 85, LUK: 1, Attack: 396259, Defense: 223082, Current HP: 112081, A Avg: 416071, D Avg: 223082, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 39899: 12174 - [11802, 4493, 2004] - HP: 58596, STR: 172128, VIT: 90214, SPD: 72, LUK: 2, Attack: 260010, Defense: 178042, Current HP: 58596, A Avg: 527820, D Avg: 178042, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 67, 68, 807]]
Rank 39900: 2501 - [11009, 6873, 417] - HP: 64994, STR: 249939, VIT: 201502, SPD: 81, LUK: 1, Attack: 337821, Defense: 289330, Current HP: 64994, A Avg: 363157, D Avg: 289330, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Seal of the High King[319, 730, 730, 803]]
Rank 39911: 15794 - [12384, 2759, 3156] - HP: 58596, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 58596, A Avg: 485793, D Avg: 89338, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 67, 803, 807]]
Rank 39931: 336 - [11059, 6754, 486] - HP: 116380, STR: 205703, VIT: 225065, SPD: 85, LUK: 1, Attack: 293531, Defense: 312490, Current HP: 116380, A Avg: 308207, D Avg: 312490, [Stargazer[183, 530, 530, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 730]]
Rank 39932: 16914 - [11793, 4553, 1953] - HP: 5928, STR: 172128, VIT: 90214, SPD: 72, LUK: 2, Attack: 260010, Defense: 178042, Current HP: 5928, A Avg: 691626, D Avg: 178042, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 67], Tears of the Dragon[307, 68, 803, 807]]
Rank 39936: 171 - [11168, 6432, 699] - HP: 239630, STR: 249939, VIT: 101710, SPD: 81, LUK: 1, Attack: 337821, Defense: 189538, Current HP: 239630, A Avg: 354712, D Avg: 189538, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Seal of the High King[319, 630, 730, 730]]
Rank 39938: 1992 - [11042, 6812, 445] - HP: 111625, STR: 307288, VIT: 135696, SPD: 85, LUK: 1, Attack: 393101, Defense: 225474, Current HP: 111625, A Avg: 412756, D Avg: 225474, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 66]]
Rank 39938: 2042 - [11042, 6812, 445] - HP: 111625, STR: 307288, VIT: 135696, SPD: 85, LUK: 1, Attack: 393101, Defense: 225474, Current HP: 111625, A Avg: 412756, D Avg: 225474, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 807]]
Rank 39943: 16684 - [11822, 4477, 2000] - HP: 5928, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 5928, A Avg: 406930, D Avg: 160428, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 67, 803, 806]]
Rank 39952: 129 - [11211, 6319, 769] - HP: 268888, STR: 240315, VIT: 90812, SPD: 72, LUK: 1, Attack: 326128, Defense: 180590, Current HP: 268888, A Avg: 342434, D Avg: 180590, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Mobius Ring[316, 630, 730, 730]]
Rank 39956: 11934 - [11826, 4478, 1995] - HP: 58596, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 58596, A Avg: 346995, D Avg: 133690, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 803, 807]]
Rank 39994: 4884 - [12356, 2926, 3017] - HP: 163932, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 163932, A Avg: 346995, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 803, 807]]
Rank 40014: 1252 - [11179, 6477, 643] - HP: 216961, STR: 307288, VIT: 46992, SPD: 85, LUK: 1, Attack: 393101, Defense: 136770, Current HP: 216961, A Avg: 412756, D Avg: 164124, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Black Box[323, 630, 730, 806]]
Rank 40027: 2022 - [11079, 6790, 430] - HP: 111625, STR: 307288, VIT: 135696, SPD: 85, LUK: 1, Attack: 393101, Defense: 225474, Current HP: 111625, A Avg: 422583, D Avg: 225474, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 803]]
Rank 40034: 1996 - [11074, 6812, 413] - HP: 116380, STR: 305495, VIT: 136361, SPD: 85, LUK: 1, Attack: 393323, Defense: 223786, Current HP: 116380, A Avg: 412989, D Avg: 223786, [Stargazer[183, 530, 530, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 66]]
Rank 40034: 2046 - [11074, 6812, 413] - HP: 116380, STR: 305495, VIT: 136361, SPD: 85, LUK: 1, Attack: 393323, Defense: 223786, Current HP: 116380, A Avg: 412989, D Avg: 223786, [Stargazer[183, 530, 530, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 807]]
Rank 40054: 6964 - [11607, 5233, 1459] - HP: 58596, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 58596, A Avg: 377014, D Avg: 222394, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 68, 807]]
Rank 40059: 6934 - [11609, 5232, 1458] - HP: 58596, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 58596, A Avg: 382214, D Avg: 222394, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 807]]
Rank 40074: 169 - [11096, 6786, 417] - HP: 216220, STR: 473163, VIT: 46460, SPD: 72, LUK: 1, Attack: 558976, Defense: 136238, Current HP: 216220, A Avg: 586924, D Avg: 136238, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 630, 730]]
Rank 40080: 2034 - [11646, 5142, 1511] - HP: 111264, STR: 172128, VIT: 134566, SPD: 72, LUK: 2, Attack: 260010, Defense: 222394, Current HP: 111264, A Avg: 273010, D Avg: 266872, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 806]]
Rank 40085: 2059 - [11162, 6599, 538] - HP: 110884, STR: 240315, VIT: 179516, SPD: 72, LUK: 1, Attack: 326128, Defense: 269294, Current HP: 110884, A Avg: 342434, D Avg: 269294, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 66]]
Rank 40085: 2109 - [11162, 6599, 538] - HP: 110884, STR: 240315, VIT: 179516, SPD: 72, LUK: 1, Attack: 326128, Defense: 269294, Current HP: 110884, A Avg: 342434, D Avg: 269294, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 807]]
Rank 40088: 8114 - [11408, 5864, 1027] - HP: 5928, STR: 172128, VIT: 178918, SPD: 72, LUK: 2, Attack: 260010, Defense: 266746, Current HP: 5928, A Avg: 335412, D Avg: 266746, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 67, 803]]
Rank 40095: 407 - [11147, 6654, 498] - HP: 60439, STR: 295188, VIT: 179606, SPD: 90, LUK: 1, Attack: 383070, Defense: 266394, Current HP: 60439, A Avg: 402223, D Avg: 266394, [Wild Card[175, 530, 630, 630], C Magnum[239, 630, 630, 730], Black Box[323, 730, 730, 730]]
