Rank 38490: 18043 - [11897, 2799, 3603] - HP: 6593, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 6593, A Avg: 648394, D Avg: 125308, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 66, 68], Tears of the Dragon[307, 803, 806, 807]]
Rank 39444: 8145 - [10714, 7302, 283] - HP: 6574, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 6574, A Avg: 423849, D Avg: 411577, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 68, 803]]
Rank 39445: 384 - [10799, 7048, 452] - HP: 63194, STR: 434051, VIT: 164561, SPD: 80, LUK: 1, Attack: 521879, Defense: 252389, Current HP: 63194, A Avg: 547972, D Avg: 252389, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 630, 730, 730]]
Rank 39460: 8164 - [10704, 7348, 247] - HP: 4541, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 4541, A Avg: 447870, D Avg: 412913, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 68, 807]]
Rank 39461: 2506 - [10818, 7007, 474] - HP: 68660, STR: 268433, VIT: 211767, SPD: 85, LUK: 1, Attack: 356315, Defense: 299595, Current HP: 68660, A Avg: 489933, D Avg: 299595, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 803]]
Rank 39461: 8134 - [10704, 7349, 246] - HP: 4541, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 4541, A Avg: 454047, D Avg: 412913, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 67, 807]]
Rank 39463: 8104 - [10704, 7351, 244] - HP: 4541, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 4541, A Avg: 463314, D Avg: 412913, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 67, 68]]
Rank 39478: 8165 - [10716, 7330, 253] - HP: 6574, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 6574, A Avg: 446968, D Avg: 411577, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 68, 807]]
Rank 39481: 497 - [10822, 7015, 462] - HP: 8626, STR: 408873, VIT: 200014, SPD: 100, LUK: 1, Attack: 496755, Defense: 286802, Current HP: 8626, A Avg: 521592, D Avg: 286802, [Wild Card[175, 630, 630, 630], C Magnum[239, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 39485: 8135 - [10716, 7337, 246] - HP: 6574, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 6574, A Avg: 453133, D Avg: 411577, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 67, 807]]
Rank 39487: 8105 - [10716, 7339, 244] - HP: 6574, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 6574, A Avg: 462381, D Avg: 411577, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 67, 68]]
Rank 39488: 2526 - [10822, 7022, 455] - HP: 68660, STR: 268433, VIT: 211767, SPD: 85, LUK: 1, Attack: 356315, Defense: 299595, Current HP: 68660, A Avg: 516656, D Avg: 299595, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 807]]
Rank 39493: 8154 - [10759, 7216, 324] - HP: 4541, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 4541, A Avg: 386095, D Avg: 495495, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 68, 806]]
Rank 39496: 2014 - [10783, 7147, 369] - HP: 121847, STR: 221048, VIT: 244823, SPD: 80, LUK: 1, Attack: 308876, Defense: 332651, Current HP: 121847, A Avg: 386095, D Avg: 332651, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 39496: 2015 - [10783, 7147, 369] - HP: 123880, STR: 220372, VIT: 243487, SPD: 80, LUK: 1, Attack: 308254, Defense: 331315, Current HP: 123880, A Avg: 385317, D Avg: 331315, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 68]]
Rank 39496: 8124 - [10760, 7216, 323] - HP: 4541, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 4541, A Avg: 389183, D Avg: 495495, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 67, 806]]
Rank 39500: 1578 - [10912, 6764, 623] - HP: 191270, STR: 340145, VIT: 102441, SPD: 95, LUK: 1, Attack: 427973, Defense: 189866, Current HP: 191270, A Avg: 449371, D Avg: 189866, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 66]]
Rank 39500: 1628 - [10912, 6764, 623] - HP: 191270, STR: 340145, VIT: 102441, SPD: 95, LUK: 1, Attack: 427973, Defense: 189866, Current HP: 191270, A Avg: 449371, D Avg: 189866, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 807]]
Rank 39500: 2004 - [10785, 7145, 369] - HP: 121847, STR: 221048, VIT: 244823, SPD: 80, LUK: 1, Attack: 308876, Defense: 332651, Current HP: 121847, A Avg: 389183, D Avg: 332651, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 39500: 2005 - [10785, 7145, 369] - HP: 123880, STR: 220372, VIT: 243487, SPD: 80, LUK: 1, Attack: 308254, Defense: 331315, Current HP: 123880, A Avg: 388400, D Avg: 331315, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 67]]
Rank 39506: 2486 - [10827, 7025, 447] - HP: 68660, STR: 268433, VIT: 211767, SPD: 85, LUK: 1, Attack: 356315, Defense: 299595, Current HP: 68660, A Avg: 534472, D Avg: 299595, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 67]]
Rank 39509: 8155 - [10767, 7208, 324] - HP: 6574, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 6574, A Avg: 385317, D Avg: 493892, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 68, 806]]
Rank 39512: 8125 - [10768, 7208, 323] - HP: 6574, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 6574, A Avg: 388400, D Avg: 493892, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 67, 806]]
Rank 39519: 490 - [10830, 7029, 440] - HP: 7505, STR: 426705, VIT: 200014, SPD: 95, LUK: 1, Attack: 514587, Defense: 287842, Current HP: 7505, A Avg: 540316, D Avg: 287842, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 39524: 524 - [10617, 7673, 009] - HP: 4541, STR: 150047, VIT: 565871, SPD: 80, LUK: 1, Attack: 237875, Defense: 653699, Current HP: 4541, A Avg: 249768, D Avg: 653699, [Stargazer[183, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 730]]
Rank 39550: 392 - [10857, 6979, 463] - HP: 65607, STR: 564058, VIT: 151096, SPD: 95, LUK: 1, Attack: 649871, Defense: 240874, Current HP: 65607, A Avg: 682364, D Avg: 240874, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 39550: 398 - [10857, 6979, 463] - HP: 67790, STR: 562410, VIT: 151833, SPD: 95, LUK: 1, Attack: 650238, Defense: 239258, Current HP: 67790, A Avg: 682749, D Avg: 239258, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 39558: 1611 - [11041, 6435, 823] - HP: 201998, STR: 278272, VIT: 113266, SPD: 90, LUK: 1, Attack: 366154, Defense: 201094, Current HP: 201998, A Avg: 384461, D Avg: 241312, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 730, 730, 806]]
Rank 39565: 2411 - [10869, 6958, 472] - HP: 72344, STR: 367795, VIT: 168832, SPD: 90, LUK: 1, Attack: 455677, Defense: 256660, Current HP: 72344, A Avg: 478460, D Avg: 256660, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 66]]
Rank 39565: 2461 - [10869, 6958, 472] - HP: 72344, STR: 367795, VIT: 168832, SPD: 90, LUK: 1, Attack: 455677, Defense: 256660, Current HP: 72344, A Avg: 478460, D Avg: 256660, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 807]]
Rank 39578: 2452 - [10861, 6995, 443] - HP: 65607, STR: 452926, VIT: 151096, SPD: 95, LUK: 1, Attack: 538739, Defense: 240874, Current HP: 65607, A Avg: 565675, D Avg: 289048, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 806]]
Rank 39579: 2441 - [10875, 6954, 470] - HP: 72344, STR: 367795, VIT: 168832, SPD: 90, LUK: 1, Attack: 455677, Defense: 256660, Current HP: 72344, A Avg: 489852, D Avg: 256660, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 803]]
Rank 39586: 258 - [10948, 6742, 609] - HP: 191270, STR: 229013, VIT: 201225, SPD: 95, LUK: 1, Attack: 316841, Defense: 288650, Current HP: 191270, A Avg: 332683, D Avg: 288650, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 39604: 2458 - [10880, 6964, 455] - HP: 67790, STR: 451277, VIT: 151833, SPD: 95, LUK: 1, Attack: 539105, Defense: 239258, Current HP: 67790, A Avg: 566060, D Avg: 287109, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 806]]
Rank 39622: 249 - [10896, 6934, 469] - HP: 201956, STR: 182132, VIT: 262385, SPD: 90, LUK: 1, Attack: 270014, Defense: 350213, Current HP: 201956, A Avg: 283514, D Avg: 350213, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Endpoint[318, 730, 730, 730]]
Rank 39623: 1608 - [10969, 6716, 614] - HP: 191270, STR: 340145, VIT: 102441, SPD: 95, LUK: 1, Attack: 427973, Defense: 189866, Current HP: 191270, A Avg: 460070, D Avg: 189866, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 803]]
Rank 39627: 102 - [11056, 6459, 784] - HP: 300219, STR: 452926, VIT: 2920, SPD: 95, LUK: 1, Attack: 538739, Defense: 92698, Current HP: 300219, A Avg: 565675, D Avg: 92698, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Black Box[323, 630, 630, 630]]
Rank 39630: 11923 - [11796, 4242, 2261] - HP: 65246, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 65246, A Avg: 366854, D Avg: 166677, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 803, 806]]
Rank 39632: 2421 - [10900, 6932, 467] - HP: 72344, STR: 367795, VIT: 168832, SPD: 90, LUK: 1, Attack: 455677, Defense: 256660, Current HP: 72344, A Avg: 574153, D Avg: 256660, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 67]]
Rank 39632: 2431 - [10900, 6932, 467] - HP: 72344, STR: 367795, VIT: 168832, SPD: 90, LUK: 1, Attack: 455677, Defense: 256660, Current HP: 72344, A Avg: 569596, D Avg: 256660, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 68]]
Rank 39637: 2459 - [10853, 7078, 368] - HP: 72302, STR: 240785, VIT: 262385, SPD: 90, LUK: 1, Attack: 328667, Defense: 350213, Current HP: 72302, A Avg: 345100, D Avg: 420255, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Endpoint[318, 730, 730, 806]]
Rank 39640: 396 - [10892, 6964, 443] - HP: 68660, STR: 441305, VIT: 159288, SPD: 85, LUK: 1, Attack: 529187, Defense: 247116, Current HP: 68660, A Avg: 661483, D Avg: 247116, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Oculus Ring[315, 730, 730, 730]]
Rank 39665: 2023 - [11450, 5315, 1534] - HP: 123899, STR: 191638, VIT: 149854, SPD: 80, LUK: 2, Attack: 279520, Defense: 237682, Current HP: 123899, A Avg: 300484, D Avg: 237682, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 803]]
Rank 39686: 2036 - [10986, 6728, 585] - HP: 130400, STR: 268433, VIT: 159288, SPD: 85, LUK: 1, Attack: 356315, Defense: 247116, Current HP: 130400, A Avg: 445393, D Avg: 296539, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Oculus Ring[315, 730, 730, 806]]
Rank 39735: 1552 - [10986, 6777, 536] - HP: 182913, STR: 452926, VIT: 52312, SPD: 95, LUK: 1, Attack: 538739, Defense: 142090, Current HP: 182913, A Avg: 565675, D Avg: 170508, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 630, 730, 806]]
Rank 39742: 6963 - [11471, 5329, 1499] - HP: 65246, STR: 191638, VIT: 149854, SPD: 80, LUK: 2, Attack: 279520, Defense: 237682, Current HP: 65246, A Avg: 405304, D Avg: 237682, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 68, 807]]
Rank 39747: 6933 - [11473, 5328, 1498] - HP: 65246, STR: 191638, VIT: 149854, SPD: 80, LUK: 2, Attack: 279520, Defense: 237682, Current HP: 65246, A Avg: 410894, D Avg: 237682, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 807]]
Rank 39775: 2011 - [10994, 6793, 512] - HP: 137171, STR: 278272, VIT: 168832, SPD: 90, LUK: 1, Attack: 366154, Defense: 256660, Current HP: 137171, A Avg: 457692, D Avg: 256660, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 68]]
Rank 39779: 496 - [10958, 6905, 436] - HP: 6920, STR: 441305, VIT: 211767, SPD: 85, LUK: 1, Attack: 529187, Defense: 299595, Current HP: 6920, A Avg: 661483, D Avg: 299595, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Oculus Ring[315, 730, 730, 730]]
Rank 39780: 1198 - [11133, 6381, 785] - HP: 253010, STR: 451277, VIT: 3657, SPD: 95, LUK: 1, Attack: 539105, Defense: 91082, Current HP: 253010, A Avg: 566060, D Avg: 109298, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 630, 630], Black Box[323, 630, 630, 806]]
Rank 39790: 2001 - [11000, 6790, 509] - HP: 137171, STR: 278272, VIT: 168832, SPD: 90, LUK: 1, Attack: 366154, Defense: 256660, Current HP: 137171, A Avg: 461354, D Avg: 256660, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 67]]
Rank 39791: 068 - [11532, 5195, 1572] - HP: 376490, STR: 340145, VIT: 3657, SPD: 95, LUK: 1, Attack: 427973, Defense: 91082, Current HP: 376490, A Avg: 449371, D Avg: 91082, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 530, 530], Black Box[323, 630, 630, 630]]
Rank 39805: 2952 - [10971, 6892, 436] - HP: 6954, STR: 452926, VIT: 200488, SPD: 95, LUK: 1, Attack: 538739, Defense: 290266, Current HP: 6954, A Avg: 565675, D Avg: 290266, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 66]]
Rank 39805: 2958 - [10971, 6892, 436] - HP: 6050, STR: 451277, VIT: 201225, SPD: 95, LUK: 1, Attack: 539105, Defense: 288650, Current HP: 6050, A Avg: 566060, D Avg: 288650, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 66]]
Rank 39805: 2962 - [10971, 6892, 436] - HP: 6954, STR: 452926, VIT: 200488, SPD: 95, LUK: 1, Attack: 538739, Defense: 290266, Current HP: 6954, A Avg: 678811, D Avg: 290266, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 67]]
Rank 39805: 2968 - [10971, 6892, 436] - HP: 6050, STR: 451277, VIT: 201225, SPD: 95, LUK: 1, Attack: 539105, Defense: 288650, Current HP: 6050, A Avg: 679272, D Avg: 288650, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 67]]
Rank 39805: 2972 - [10971, 6892, 436] - HP: 6954, STR: 452926, VIT: 200488, SPD: 95, LUK: 1, Attack: 538739, Defense: 290266, Current HP: 6954, A Avg: 673423, D Avg: 290266, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 68]]
Rank 39805: 2978 - [10971, 6892, 436] - HP: 6050, STR: 451277, VIT: 201225, SPD: 95, LUK: 1, Attack: 539105, Defense: 288650, Current HP: 6050, A Avg: 673881, D Avg: 288650, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 68]]
Rank 39805: 2982 - [10971, 6892, 436] - HP: 6954, STR: 452926, VIT: 200488, SPD: 95, LUK: 1, Attack: 538739, Defense: 290266, Current HP: 6954, A Avg: 579144, D Avg: 290266, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 803]]
Rank 39805: 2988 - [10971, 6892, 436] - HP: 6050, STR: 451277, VIT: 201225, SPD: 95, LUK: 1, Attack: 539105, Defense: 288650, Current HP: 6050, A Avg: 579537, D Avg: 288650, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 803]]
Rank 39805: 2992 - [10971, 6892, 436] - HP: 6954, STR: 452926, VIT: 200488, SPD: 95, LUK: 1, Attack: 538739, Defense: 290266, Current HP: 6954, A Avg: 565675, D Avg: 348319, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 806]]
Rank 39805: 2998 - [10971, 6892, 436] - HP: 6050, STR: 451277, VIT: 201225, SPD: 95, LUK: 1, Attack: 539105, Defense: 288650, Current HP: 6050, A Avg: 566060, D Avg: 346380, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 806]]
Rank 39805: 3002 - [10971, 6892, 436] - HP: 6954, STR: 452926, VIT: 200488, SPD: 95, LUK: 1, Attack: 538739, Defense: 290266, Current HP: 6954, A Avg: 565675, D Avg: 290266, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 807]]
Rank 39805: 3008 - [10971, 6892, 436] - HP: 6050, STR: 451277, VIT: 201225, SPD: 95, LUK: 1, Attack: 539105, Defense: 288650, Current HP: 6050, A Avg: 566060, D Avg: 288650, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 807]]
Rank 39808: 1598 - [11056, 6640, 603] - HP: 191270, STR: 340145, VIT: 102441, SPD: 95, LUK: 1, Attack: 427973, Defense: 189866, Current HP: 191270, A Avg: 534966, D Avg: 189866, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 68]]
Rank 39811: 6903 - [11494, 5329, 1476] - HP: 65246, STR: 191638, VIT: 149854, SPD: 80, LUK: 2, Attack: 279520, Defense: 237682, Current HP: 65246, A Avg: 419280, D Avg: 237682, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 68]]
Rank 39813: 166 - [11151, 6360, 788] - HP: 253880, STR: 354869, VIT: 54330, SPD: 85, LUK: 1, Attack: 442751, Defense: 142158, Current HP: 253880, A Avg: 553438, D Avg: 142158, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Oculus Ring[315, 630, 630, 730]]
Rank 39815: 176 - [11185, 6260, 854] - HP: 253880, STR: 268433, VIT: 106809, SPD: 85, LUK: 1, Attack: 356315, Defense: 194637, Current HP: 253880, A Avg: 445393, D Avg: 194637, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Oculus Ring[315, 630, 730, 730]]
Rank 39816: 1588 - [11058, 6642, 599] - HP: 191270, STR: 340145, VIT: 102441, SPD: 95, LUK: 1, Attack: 427973, Defense: 189866, Current HP: 191270, A Avg: 539245, D Avg: 189866, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 67]]
Rank 39822: 16733 - [11845, 4287, 2167] - HP: 6593, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 6593, A Avg: 494827, D Avg: 194457, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 68, 806, 807]]
Rank 39838: 10713 - [12459, 2461, 3379] - HP: 123899, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 123899, A Avg: 494827, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 68, 807]]
Rank 39853: 8063 - [11261, 6070, 968] - HP: 6593, STR: 191638, VIT: 199246, SPD: 80, LUK: 2, Attack: 279520, Defense: 287074, Current HP: 6593, A Avg: 349400, D Avg: 287074, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 66, 68]]
Rank 39853: 8153 - [11261, 6070, 968] - HP: 6593, STR: 191638, VIT: 199246, SPD: 80, LUK: 2, Attack: 279520, Defense: 287074, Current HP: 6593, A Avg: 349400, D Avg: 344488, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 68, 806]]
Rank 39863: 8053 - [11266, 6065, 968] - HP: 6593, STR: 191638, VIT: 199246, SPD: 80, LUK: 2, Attack: 279520, Defense: 287074, Current HP: 6593, A Avg: 352195, D Avg: 287074, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 66, 67]]
Rank 39863: 8123 - [11266, 6065, 968] - HP: 6593, STR: 191638, VIT: 199246, SPD: 80, LUK: 2, Attack: 279520, Defense: 287074, Current HP: 6593, A Avg: 352195, D Avg: 344488, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 67, 806]]
Rank 39875: 417 - [11049, 6728, 522] - HP: 67279, STR: 248349, VIT: 249406, SPD: 100, LUK: 1, Attack: 336231, Defense: 336194, Current HP: 67279, A Avg: 353042, D Avg: 336194, [Wild Card[175, 530, 630, 630], C Magnum[239, 630, 730, 730], Black Box[323, 730, 730, 730]]
Rank 39876: 320 - [11063, 6687, 549] - HP: 124811, STR: 260007, VIT: 200014, SPD: 95, LUK: 1, Attack: 347889, Defense: 287842, Current HP: 124811, A Avg: 365283, D Avg: 287842, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 39879: 1972 - [11036, 6771, 492] - HP: 124260, STR: 452926, VIT: 101704, SPD: 95, LUK: 1, Attack: 538739, Defense: 191482, Current HP: 124260, A Avg: 565675, D Avg: 229778, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 806]]
Rank 39892: 10783 - [12483, 2443, 3373] - HP: 123899, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 123899, A Avg: 440225, D Avg: 107407, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 803, 806]]
Rank 39910: 301 - [11051, 6757, 491] - HP: 137171, STR: 457318, VIT: 113266, SPD: 90, LUK: 1, Attack: 545200, Defense: 201094, Current HP: 137171, A Avg: 572460, D Avg: 201094, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 630, 730, 730]]
Rank 39911: 317 - [11076, 6683, 540] - HP: 125932, STR: 328611, VIT: 150622, SPD: 100, LUK: 1, Attack: 416493, Defense: 237410, Current HP: 125932, A Avg: 437317, D Avg: 237410, [Wild Card[175, 530, 530, 630], C Magnum[239, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 39913: 11943 - [11897, 4222, 2180] - HP: 65246, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 65246, A Avg: 358323, D Avg: 194457, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 806, 807]]
Rank 39918: 16703 - [11889, 4251, 2159] - HP: 6593, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 6593, A Avg: 501652, D Avg: 194457, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 67, 806, 807]]
Rank 39937: 958 - [11605, 5122, 1572] - HP: 314750, STR: 340145, VIT: 3657, SPD: 95, LUK: 1, Attack: 427973, Defense: 91082, Current HP: 314750, A Avg: 449371, D Avg: 109298, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 530, 630], Black Box[323, 630, 630, 806]]
Rank 39939: 10683 - [12505, 2424, 3370] - HP: 123899, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 123899, A Avg: 501652, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 807]]
Rank 39961: 13623 - [11547, 5320, 1432] - HP: 6593, STR: 191638, VIT: 149854, SPD: 80, LUK: 2, Attack: 279520, Defense: 237682, Current HP: 6593, A Avg: 531088, D Avg: 237682, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 68, 803, 807]]
Rank 39968: 2033 - [11602, 5162, 1535] - HP: 123899, STR: 191638, VIT: 149854, SPD: 80, LUK: 2, Attack: 279520, Defense: 237682, Current HP: 123899, A Avg: 293496, D Avg: 285218, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 806]]
