Rank 38354: 5728 - [10794, 5972, 1533] - HP: 94598, STR: 110394, VIT: 26238, SPD: 16, LUK: 1, Attack: 200303, Defense: 113806, Current HP: 94598, A Avg: 252381, D Avg: 136567, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 67, 806]]
Rank 39498: 485 - [10969, 6591, 739] - HP: 928, STR: 154940, VIT: 77190, SPD: 16, LUK: 1, Attack: 244849, Defense: 166968, Current HP: 928, A Avg: 257091, D Avg: 166968, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39498: 2921 - [10969, 6591, 739] - HP: 817, STR: 152055, VIT: 77134, SPD: 16, LUK: 2, Attack: 244241, Defense: 166912, Current HP: 817, A Avg: 262559, D Avg: 166912, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39499: 484 - [10969, 6592, 738] - HP: 627, STR: 154956, VIT: 77198, SPD: 16, LUK: 2, Attack: 244865, Defense: 166976, Current HP: 627, A Avg: 257108, D Avg: 166976, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 39501: 486 - [10969, 6594, 736] - HP: 1860, STR: 153630, VIT: 77216, SPD: 16, LUK: 1, Attack: 245816, Defense: 164251, Current HP: 1860, A Avg: 258106, D Avg: 164251, [Big Bang[171, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39501: 489 - [10969, 6594, 736] - HP: 1665, STR: 153630, VIT: 76968, SPD: 16, LUK: 1, Attack: 245816, Defense: 164393, Current HP: 1665, A Avg: 258106, D Avg: 164393, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39506: 2572 - [10705, 7391, 203] - HP: 48488, STR: 54602, VIT: 128574, SPD: 16, LUK: 1, Attack: 146788, Defense: 216142, Current HP: 48488, A Avg: 154127, D Avg: 259370, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39516: 1510 - [11482, 5070, 1747] - HP: 140418, STR: 102430, VIT: 25926, SPD: 16, LUK: 1, Attack: 194616, Defense: 115704, Current HP: 140418, A Avg: 204346, D Avg: 115704, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39516: 1560 - [11482, 5070, 1747] - HP: 140418, STR: 102430, VIT: 25926, SPD: 16, LUK: 1, Attack: 194616, Defense: 115704, Current HP: 140418, A Avg: 204346, D Avg: 115704, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39519: 1991 - [10927, 6738, 634] - HP: 61617, STR: 91255, VIT: 77134, SPD: 16, LUK: 2, Attack: 183441, Defense: 166912, Current HP: 61617, A Avg: 192613, D Avg: 166912, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39519: 2041 - [10927, 6738, 634] - HP: 61617, STR: 91255, VIT: 77134, SPD: 16, LUK: 2, Attack: 183441, Defense: 166912, Current HP: 61617, A Avg: 192613, D Avg: 166912, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39526: 1168 - [12116, 3178, 3005] - HP: 187398, STR: 110394, VIT: 638, SPD: 16, LUK: 1, Attack: 200303, Defense: 88206, Current HP: 187398, A Avg: 252381, D Avg: 88206, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 39531: 1993 - [10903, 6822, 574] - HP: 62187, STR: 96258, VIT: 77382, SPD: 16, LUK: 2, Attack: 188444, Defense: 164950, Current HP: 62187, A Avg: 197866, D Avg: 164950, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39531: 2043 - [10903, 6822, 574] - HP: 62187, STR: 96258, VIT: 77382, SPD: 16, LUK: 2, Attack: 188444, Defense: 164950, Current HP: 62187, A Avg: 197866, D Avg: 164950, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39533: 2023 - [10903, 6824, 572] - HP: 62187, STR: 96258, VIT: 77382, SPD: 16, LUK: 2, Attack: 188444, Defense: 164950, Current HP: 62187, A Avg: 202577, D Avg: 164950, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39536: 2537 - [10692, 7460, 147] - HP: 48343, STR: 51230, VIT: 136593, SPD: 16, LUK: 1, Attack: 143416, Defense: 223381, Current HP: 48343, A Avg: 150586, D Avg: 223381, [Big Bang[171, 130, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 39536: 2587 - [10692, 7460, 147] - HP: 48343, STR: 51230, VIT: 136593, SPD: 16, LUK: 1, Attack: 143416, Defense: 223381, Current HP: 48343, A Avg: 150586, D Avg: 223381, [Big Bang[171, 130, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 39541: 1600 - [11493, 5062, 1744] - HP: 140418, STR: 76830, VIT: 51526, SPD: 16, LUK: 1, Attack: 169016, Defense: 141304, Current HP: 140418, A Avg: 181692, D Avg: 141304, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39541: 1909 - [11060, 6361, 878] - HP: 97665, STR: 128030, VIT: 25768, SPD: 16, LUK: 1, Attack: 220216, Defense: 113193, Current HP: 97665, A Avg: 236732, D Avg: 113193, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39543: 2021 - [10935, 6738, 626] - HP: 61617, STR: 91255, VIT: 77134, SPD: 16, LUK: 2, Attack: 183441, Defense: 166912, Current HP: 61617, A Avg: 197199, D Avg: 166912, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39548: 8107 - [10854, 6986, 459] - HP: 1943, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 1943, A Avg: 253524, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 67, 68]]
Rank 39548: 8137 - [10854, 6986, 459] - HP: 1943, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 1943, A Avg: 248453, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 67, 807]]
Rank 39548: 8167 - [10854, 6986, 459] - HP: 1943, STR: 76830, VIT: 109393, SPD: 16, LUK: 1, Attack: 169016, Defense: 196181, Current HP: 1943, A Avg: 245073, D Avg: 196181, [Big Bang[171, 230, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 68, 807]]
Rank 39561: 480 - [10985, 6606, 708] - HP: 1218, STR: 153630, VIT: 77126, SPD: 16, LUK: 1, Attack: 245816, Defense: 166904, Current HP: 1218, A Avg: 258106, D Avg: 166904, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39569: 5792 - [11398, 5375, 1526] - HP: 94888, STR: 109002, VIT: 26174, SPD: 16, LUK: 1, Attack: 201188, Defense: 113742, Current HP: 94888, A Avg: 211247, D Avg: 159238, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 806, 807]]
Rank 39591: 1547 - [11533, 4992, 1774] - HP: 141143, STR: 102430, VIT: 27793, SPD: 16, LUK: 1, Attack: 194616, Defense: 114581, Current HP: 141143, A Avg: 209212, D Avg: 114581, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39596: 334 - [10762, 7310, 227] - HP: 61427, STR: 52556, VIT: 128398, SPD: 16, LUK: 2, Attack: 142465, Defense: 218176, Current HP: 61427, A Avg: 149588, D Avg: 218176, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39596: 2567 - [10716, 7448, 135] - HP: 48343, STR: 51230, VIT: 136593, SPD: 16, LUK: 1, Attack: 143416, Defense: 223381, Current HP: 48343, A Avg: 154172, D Avg: 223381, [Big Bang[171, 130, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39622: 1172 - [12141, 3199, 2959] - HP: 187688, STR: 109002, VIT: 574, SPD: 16, LUK: 1, Attack: 201188, Defense: 88142, Current HP: 187688, A Avg: 251485, D Avg: 88142, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 39640: 1476 - [11494, 5158, 1647] - HP: 145860, STR: 128030, VIT: 416, SPD: 16, LUK: 1, Attack: 220216, Defense: 87451, Current HP: 145860, A Avg: 275270, D Avg: 87451, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 39640: 1911 - [10891, 6967, 441] - HP: 61617, STR: 152055, VIT: 25934, SPD: 16, LUK: 2, Attack: 244241, Defense: 115712, Current HP: 61617, A Avg: 256453, D Avg: 138854, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 39652: 1162 - [12155, 3187, 2957] - HP: 187688, STR: 109002, VIT: 574, SPD: 16, LUK: 1, Attack: 201188, Defense: 88142, Current HP: 187688, A Avg: 253496, D Avg: 88142, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 39657: 2386 - [11005, 6642, 652] - HP: 49860, STR: 128030, VIT: 51616, SPD: 16, LUK: 1, Attack: 220216, Defense: 138651, Current HP: 49860, A Avg: 236732, D Avg: 138651, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39665: 2355 - [11054, 6503, 742] - HP: 47328, STR: 129340, VIT: 51590, SPD: 16, LUK: 1, Attack: 219249, Defense: 141368, Current HP: 47328, A Avg: 230211, D Avg: 141368, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 39665: 2389 - [11009, 6638, 652] - HP: 49665, STR: 128030, VIT: 51368, SPD: 16, LUK: 1, Attack: 220216, Defense: 138793, Current HP: 49665, A Avg: 236732, D Avg: 138793, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39665: 2405 - [11054, 6503, 742] - HP: 47328, STR: 129340, VIT: 51590, SPD: 16, LUK: 1, Attack: 219249, Defense: 141368, Current HP: 47328, A Avg: 230211, D Avg: 141368, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 39668: 118 - [12234, 2966, 3099] - HP: 233798, STR: 83194, VIT: 26238, SPD: 16, LUK: 1, Attack: 173103, Defense: 113806, Current HP: 233798, A Avg: 181758, D Avg: 113806, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 130, 230], Gold Ring[303, 230, 230, 330]]
Rank 39671: 1907 - [11104, 6359, 836] - HP: 94743, STR: 128030, VIT: 27793, SPD: 16, LUK: 1, Attack: 220216, Defense: 114581, Current HP: 94743, A Avg: 236732, D Avg: 114581, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39674: 1196 - [12463, 2285, 3551] - HP: 193860, STR: 102430, VIT: 416, SPD: 16, LUK: 1, Attack: 194616, Defense: 87451, Current HP: 193860, A Avg: 204346, D Avg: 104941, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 39675: 1479 - [11508, 5151, 1640] - HP: 145665, STR: 128030, VIT: 168, SPD: 16, LUK: 1, Attack: 220216, Defense: 87593, Current HP: 145665, A Avg: 275270, D Avg: 87593, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 39689: 1607 - [11556, 5021, 1722] - HP: 141143, STR: 76830, VIT: 54993, SPD: 16, LUK: 1, Attack: 169016, Defense: 141781, Current HP: 141143, A Avg: 181692, D Avg: 141781, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39704: 2097 - [10887, 7043, 369] - HP: 94743, STR: 51230, VIT: 109393, SPD: 16, LUK: 1, Attack: 143416, Defense: 196181, Current HP: 94743, A Avg: 150586, D Avg: 235417, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39708: 1199 - [12474, 2286, 3539] - HP: 193665, STR: 102430, VIT: 168, SPD: 16, LUK: 1, Attack: 194616, Defense: 87593, Current HP: 193665, A Avg: 204346, D Avg: 105111, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 39711: 2557 - [10756, 7443, 100] - HP: 48343, STR: 51230, VIT: 136593, SPD: 16, LUK: 1, Attack: 143416, Defense: 223381, Current HP: 48343, A Avg: 179270, D Avg: 223381, [Big Bang[171, 130, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 39714: 2547 - [10757, 7443, 099] - HP: 48343, STR: 51230, VIT: 136593, SPD: 16, LUK: 1, Attack: 143416, Defense: 223381, Current HP: 48343, A Avg: 180704, D Avg: 223381, [Big Bang[171, 130, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 39730: 255 - [11015, 6685, 599] - HP: 140128, STR: 52540, VIT: 102790, SPD: 16, LUK: 1, Attack: 142449, Defense: 192568, Current HP: 140128, A Avg: 149571, D Avg: 192568, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 39736: 2350 - [11078, 6502, 719] - HP: 47618, STR: 128030, VIT: 51526, SPD: 16, LUK: 1, Attack: 220216, Defense: 141304, Current HP: 47618, A Avg: 231226, D Avg: 141304, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 39736: 2400 - [11078, 6502, 719] - HP: 47618, STR: 128030, VIT: 51526, SPD: 16, LUK: 1, Attack: 220216, Defense: 141304, Current HP: 47618, A Avg: 231226, D Avg: 141304, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 39737: 107 - [12496, 2249, 3554] - HP: 233943, STR: 102430, VIT: 593, SPD: 16, LUK: 1, Attack: 194616, Defense: 87381, Current HP: 233943, A Avg: 204346, D Avg: 87381, [Big Bang[171, 130, 130, 130], Golem Shield[245, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 39740: 256 - [11021, 6677, 601] - HP: 145860, STR: 51230, VIT: 102816, SPD: 16, LUK: 1, Attack: 143416, Defense: 189851, Current HP: 145860, A Avg: 150586, D Avg: 189851, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 39745: 1466 - [11546, 5107, 1646] - HP: 145860, STR: 128030, VIT: 416, SPD: 16, LUK: 1, Attack: 220216, Defense: 87451, Current HP: 145860, A Avg: 277472, D Avg: 87451, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 39754: 259 - [11024, 6682, 593] - HP: 145665, STR: 51230, VIT: 102568, SPD: 16, LUK: 1, Attack: 143416, Defense: 189993, Current HP: 145665, A Avg: 150586, D Avg: 189993, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 39768: 2385 - [11083, 6519, 697] - HP: 47328, STR: 129340, VIT: 51590, SPD: 16, LUK: 1, Attack: 219249, Defense: 141368, Current HP: 47328, A Avg: 235692, D Avg: 141368, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39769: 1469 - [11555, 5104, 1640] - HP: 145665, STR: 128030, VIT: 168, SPD: 16, LUK: 1, Attack: 220216, Defense: 87593, Current HP: 145665, A Avg: 277472, D Avg: 87593, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 39773: 1475 - [11533, 5174, 1592] - HP: 140128, STR: 129340, VIT: 390, SPD: 16, LUK: 1, Attack: 219249, Defense: 90168, Current HP: 140128, A Avg: 274061, D Avg: 90168, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 39779: 112 - [12275, 2954, 3070] - HP: 234088, STR: 81802, VIT: 26174, SPD: 16, LUK: 1, Attack: 173988, Defense: 113742, Current HP: 234088, A Avg: 182687, D Avg: 113742, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 130, 230], Gold Ring[303, 230, 230, 330]]
Rank 39812: 2414 - [11177, 6281, 841] - HP: 31027, STR: 103756, VIT: 77198, SPD: 16, LUK: 2, Attack: 193665, Defense: 166976, Current HP: 31027, A Avg: 203348, D Avg: 166976, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39812: 2464 - [11177, 6281, 841] - HP: 31027, STR: 103756, VIT: 77198, SPD: 16, LUK: 2, Attack: 193665, Defense: 166976, Current HP: 31027, A Avg: 203348, D Avg: 166976, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39844: 1465 - [11567, 5143, 1589] - HP: 140128, STR: 129340, VIT: 390, SPD: 16, LUK: 1, Attack: 219249, Defense: 90168, Current HP: 140128, A Avg: 276253, D Avg: 90168, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 39857: 333 - [10853, 7298, 148] - HP: 62187, STR: 64258, VIT: 128582, SPD: 16, LUK: 2, Attack: 156444, Defense: 216150, Current HP: 62187, A Avg: 164266, D Avg: 216150, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39861: 2893 - [11040, 6741, 518] - HP: 1387, STR: 160258, VIT: 77382, SPD: 16, LUK: 2, Attack: 252444, Defense: 164950, Current HP: 1387, A Avg: 265066, D Avg: 164950, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39861: 2933 - [11040, 6741, 518] - HP: 1387, STR: 160258, VIT: 77382, SPD: 16, LUK: 2, Attack: 252444, Defense: 164950, Current HP: 1387, A Avg: 265066, D Avg: 197940, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 39861: 2943 - [11040, 6741, 518] - HP: 1387, STR: 160258, VIT: 77382, SPD: 16, LUK: 2, Attack: 252444, Defense: 164950, Current HP: 1387, A Avg: 265066, D Avg: 164950, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39866: 2357 - [11130, 6476, 693] - HP: 48343, STR: 128030, VIT: 54993, SPD: 16, LUK: 1, Attack: 220216, Defense: 141781, Current HP: 48343, A Avg: 231226, D Avg: 141781, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 39866: 2407 - [11130, 6476, 693] - HP: 48343, STR: 128030, VIT: 54993, SPD: 16, LUK: 1, Attack: 220216, Defense: 141781, Current HP: 48343, A Avg: 231226, D Avg: 141781, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 39870: 2013 - [11031, 6777, 491] - HP: 62187, STR: 96258, VIT: 77382, SPD: 16, LUK: 2, Attack: 188444, Defense: 164950, Current HP: 62187, A Avg: 235555, D Avg: 164950, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 39874: 2003 - [11032, 6778, 489] - HP: 62187, STR: 96258, VIT: 77382, SPD: 16, LUK: 2, Attack: 188444, Defense: 164950, Current HP: 62187, A Avg: 237439, D Avg: 164950, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 39882: 1951 - [11060, 6702, 537] - HP: 61617, STR: 121655, VIT: 51534, SPD: 16, LUK: 2, Attack: 213841, Defense: 141312, Current HP: 61617, A Avg: 267301, D Avg: 141312, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 68]]
Rank 39884: 1941 - [11060, 6704, 535] - HP: 61617, STR: 121655, VIT: 51534, SPD: 16, LUK: 2, Attack: 213841, Defense: 141312, Current HP: 61617, A Avg: 269439, D Avg: 141312, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 67]]
Rank 39886: 2444 - [11193, 6307, 799] - HP: 31027, STR: 103756, VIT: 77198, SPD: 16, LUK: 2, Attack: 193665, Defense: 166976, Current HP: 31027, A Avg: 208189, D Avg: 166976, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39887: 1190 - [12493, 2408, 3398] - HP: 186818, STR: 102430, VIT: 326, SPD: 16, LUK: 1, Attack: 194616, Defense: 90104, Current HP: 186818, A Avg: 204346, D Avg: 108124, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 39889: 488 - [11040, 6769, 490] - HP: 1798, STR: 164794, VIT: 77438, SPD: 16, LUK: 1, Attack: 254703, Defense: 165006, Current HP: 1798, A Avg: 267438, D Avg: 165006, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39890: 2923 - [11040, 6770, 489] - HP: 1387, STR: 160258, VIT: 77382, SPD: 16, LUK: 2, Attack: 252444, Defense: 164950, Current HP: 1387, A Avg: 271377, D Avg: 164950, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39898: 2577 - [10856, 7330, 113] - HP: 48343, STR: 51230, VIT: 136593, SPD: 16, LUK: 1, Attack: 143416, Defense: 223381, Current HP: 48343, A Avg: 150586, D Avg: 268057, [Big Bang[171, 130, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39902: 482 - [11040, 6782, 477] - HP: 2088, STR: 163402, VIT: 77374, SPD: 16, LUK: 1, Attack: 255588, Defense: 164942, Current HP: 2088, A Avg: 268367, D Avg: 164942, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39904: 2911 - [10969, 6997, 333] - HP: 817, STR: 152055, VIT: 77134, SPD: 16, LUK: 2, Attack: 244241, Defense: 166912, Current HP: 817, A Avg: 305301, D Avg: 166912, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 39907: 1900 - [11206, 6289, 804] - HP: 94018, STR: 128030, VIT: 25926, SPD: 16, LUK: 1, Attack: 220216, Defense: 115704, Current HP: 94018, A Avg: 236732, D Avg: 115704, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39915: 250 - [11081, 6672, 546] - HP: 140418, STR: 51230, VIT: 102726, SPD: 16, LUK: 1, Attack: 143416, Defense: 192504, Current HP: 140418, A Avg: 150586, D Avg: 192504, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 39915: 2901 - [10969, 7008, 322] - HP: 817, STR: 152055, VIT: 77134, SPD: 16, LUK: 2, Attack: 244241, Defense: 166912, Current HP: 817, A Avg: 307743, D Avg: 166912, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 39916: 1540 - [11662, 4930, 1707] - HP: 140418, STR: 102430, VIT: 25926, SPD: 16, LUK: 1, Attack: 194616, Defense: 115704, Current HP: 140418, A Avg: 209212, D Avg: 115704, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39924: 331 - [10889, 7257, 153] - HP: 61617, STR: 60855, VIT: 128334, SPD: 16, LUK: 2, Attack: 153041, Defense: 218112, Current HP: 61617, A Avg: 160693, D Avg: 218112, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39955: 2380 - [11133, 6556, 610] - HP: 47618, STR: 128030, VIT: 51526, SPD: 16, LUK: 1, Attack: 220216, Defense: 141304, Current HP: 47618, A Avg: 236732, D Avg: 141304, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39956: 1470 - [11610, 5126, 1563] - HP: 140418, STR: 128030, VIT: 326, SPD: 16, LUK: 1, Attack: 220216, Defense: 90104, Current HP: 140418, A Avg: 275270, D Avg: 90104, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 39956: 2474 - [11114, 6614, 571] - HP: 31027, STR: 78156, VIT: 102798, SPD: 16, LUK: 2, Attack: 168065, Defense: 192576, Current HP: 31027, A Avg: 176468, D Avg: 192576, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39956: 2524 - [11114, 6614, 571] - HP: 31027, STR: 78156, VIT: 102798, SPD: 16, LUK: 2, Attack: 168065, Defense: 192576, Current HP: 31027, A Avg: 176468, D Avg: 192576, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39960: 293 - [10884, 7308, 107] - HP: 62187, STR: 192258, VIT: 26182, SPD: 16, LUK: 2, Attack: 284444, Defense: 113750, Current HP: 62187, A Avg: 298666, D Avg: 113750, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
