Rank 38082: 7926 - [10226, 7404, 669] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 343883, D Avg: 281629, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 803]]
Rank 38938: 1234 - [10745, 6703, 851] - HP: 191710, STR: 316692, VIT: 41204, SPD: 64, LUK: 1, Attack: 402505, Defense: 130982, Current HP: 191710, A Avg: 503131, D Avg: 130982, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 730, 68]]
Rank 38948: 308 - [10594, 7166, 539] - HP: 103230, STR: 447749, VIT: 81577, SPD: 76, LUK: 1, Attack: 535577, Defense: 169002, Current HP: 103230, A Avg: 562355, D Avg: 169002, [Stargazer[183, 530, 530, 630], Cloud Shield[241, 630, 630, 630], Black Box[323, 630, 730, 730]]
Rank 38949: 2950 - [10544, 7317, 438] - HP: 5624, STR: 361234, VIT: 159608, SPD: 76, LUK: 1, Attack: 447047, Defense: 249386, Current HP: 5624, A Avg: 469399, D Avg: 249386, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 66]]
Rank 38949: 2958 - [10544, 7317, 438] - HP: 4950, STR: 359297, VIT: 160201, SPD: 76, LUK: 1, Attack: 447125, Defense: 247626, Current HP: 4950, A Avg: 469481, D Avg: 247626, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 66]]
Rank 38949: 2960 - [10544, 7317, 438] - HP: 5624, STR: 361234, VIT: 159608, SPD: 76, LUK: 1, Attack: 447047, Defense: 249386, Current HP: 5624, A Avg: 563279, D Avg: 249386, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 67]]
Rank 38949: 2968 - [10544, 7317, 438] - HP: 4950, STR: 359297, VIT: 160201, SPD: 76, LUK: 1, Attack: 447125, Defense: 247626, Current HP: 4950, A Avg: 563377, D Avg: 247626, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 67]]
Rank 38949: 2970 - [10544, 7317, 438] - HP: 5624, STR: 361234, VIT: 159608, SPD: 76, LUK: 1, Attack: 447047, Defense: 249386, Current HP: 5624, A Avg: 558808, D Avg: 249386, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 68]]
Rank 38949: 2978 - [10544, 7317, 438] - HP: 4950, STR: 359297, VIT: 160201, SPD: 76, LUK: 1, Attack: 447125, Defense: 247626, Current HP: 4950, A Avg: 558906, D Avg: 247626, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 68]]
Rank 38949: 2980 - [10544, 7317, 438] - HP: 5624, STR: 361234, VIT: 159608, SPD: 76, LUK: 1, Attack: 447047, Defense: 249386, Current HP: 5624, A Avg: 480575, D Avg: 249386, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 803]]
Rank 38949: 2988 - [10544, 7317, 438] - HP: 4950, STR: 359297, VIT: 160201, SPD: 76, LUK: 1, Attack: 447125, Defense: 247626, Current HP: 4950, A Avg: 480659, D Avg: 247626, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 803]]
Rank 38949: 2998 - [10544, 7317, 438] - HP: 4950, STR: 359297, VIT: 160201, SPD: 76, LUK: 1, Attack: 447125, Defense: 247626, Current HP: 4950, A Avg: 469481, D Avg: 297151, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 806]]
Rank 38949: 3000 - [10544, 7317, 438] - HP: 5624, STR: 361234, VIT: 159608, SPD: 76, LUK: 1, Attack: 447047, Defense: 249386, Current HP: 5624, A Avg: 469399, D Avg: 249386, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 807]]
Rank 38949: 3008 - [10544, 7317, 438] - HP: 4950, STR: 359297, VIT: 160201, SPD: 76, LUK: 1, Attack: 447125, Defense: 247626, Current HP: 4950, A Avg: 469481, D Avg: 247626, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 807]]
Rank 38950: 2442 - [10570, 7240, 489] - HP: 57644, STR: 292859, VIT: 134380, SPD: 72, LUK: 1, Attack: 380741, Defense: 222208, Current HP: 57644, A Avg: 409296, D Avg: 222208, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 803]]
Rank 38972: 304 - [10604, 7160, 535] - HP: 98344, STR: 523080, VIT: 80516, SPD: 64, LUK: 1, Attack: 608893, Defense: 170294, Current HP: 98344, A Avg: 639337, D Avg: 170294, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 630, 730, 730]]
Rank 38980: 6963 - [11107, 5659, 1533] - HP: 51946, STR: 152618, VIT: 119278, SPD: 64, LUK: 2, Attack: 240500, Defense: 207106, Current HP: 51946, A Avg: 348725, D Avg: 207106, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 68, 807]]
Rank 38982: 6933 - [11107, 5661, 1531] - HP: 51946, STR: 152618, VIT: 119278, SPD: 64, LUK: 2, Attack: 240500, Defense: 207106, Current HP: 51946, A Avg: 353535, D Avg: 207106, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 807]]
Rank 38985: 958 - [11268, 5181, 1850] - HP: 250650, STR: 270846, VIT: 2953, SPD: 76, LUK: 1, Attack: 358674, Defense: 90378, Current HP: 250650, A Avg: 376607, D Avg: 108453, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 530, 630], Black Box[323, 630, 630, 806]]
Rank 38988: 1608 - [10686, 6930, 683] - HP: 152370, STR: 270846, VIT: 81577, SPD: 76, LUK: 1, Attack: 358674, Defense: 169002, Current HP: 152370, A Avg: 385574, D Avg: 169002, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 803]]
Rank 38996: 1314 - [10908, 6272, 1119] - HP: 191710, STR: 213498, VIT: 80516, SPD: 64, LUK: 1, Attack: 299311, Defense: 170294, Current HP: 191710, A Avg: 314276, D Avg: 204352, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 730, 730, 806]]
Rank 38997: 2458 - [10577, 7266, 456] - HP: 54090, STR: 359297, VIT: 120889, SPD: 76, LUK: 1, Attack: 447125, Defense: 208314, Current HP: 54090, A Avg: 469481, D Avg: 249976, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 806]]
Rank 39000: 1190 - [10798, 6606, 895] - HP: 192356, STR: 361234, VIT: 2360, SPD: 76, LUK: 1, Attack: 447047, Defense: 92138, Current HP: 192356, A Avg: 469399, D Avg: 110565, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Black Box[323, 630, 630, 806]]
Rank 39003: 8113 - [10931, 6210, 1158] - HP: 5263, STR: 152618, VIT: 158590, SPD: 64, LUK: 2, Attack: 240500, Defense: 246418, Current HP: 5263, A Avg: 310244, D Avg: 246418, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 67, 803]]
Rank 39007: 330 - [10605, 7192, 502] - HP: 98990, STR: 184330, VIT: 198920, SPD: 76, LUK: 1, Attack: 270143, Defense: 288698, Current HP: 98990, A Avg: 283650, D Avg: 288698, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 730]]
Rank 39014: 2033 - [11149, 5567, 1583] - HP: 98629, STR: 152618, VIT: 119278, SPD: 64, LUK: 2, Attack: 240500, Defense: 207106, Current HP: 98629, A Avg: 252525, D Avg: 248527, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 806]]
Rank 39017: 16733 - [11584, 4265, 2450] - HP: 5263, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 5263, A Avg: 419978, D Avg: 179874, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 68, 806, 807]]
Rank 39018: 2422 - [10598, 7224, 477] - HP: 57644, STR: 292859, VIT: 134380, SPD: 72, LUK: 1, Attack: 380741, Defense: 222208, Current HP: 57644, A Avg: 479733, D Avg: 222208, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 67]]
Rank 39018: 2432 - [10598, 7224, 477] - HP: 57644, STR: 292859, VIT: 134380, SPD: 72, LUK: 1, Attack: 380741, Defense: 222208, Current HP: 57644, A Avg: 475926, D Avg: 222208, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 68]]
Rank 39020: 6903 - [11120, 5660, 1519] - HP: 51946, STR: 152618, VIT: 119278, SPD: 64, LUK: 2, Attack: 240500, Defense: 207106, Current HP: 51946, A Avg: 360750, D Avg: 207106, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 68]]
Rank 39023: 2450 - [10584, 7271, 444] - HP: 52307, STR: 361234, VIT: 120296, SPD: 76, LUK: 1, Attack: 447047, Defense: 210074, Current HP: 52307, A Avg: 469399, D Avg: 252088, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 806]]
Rank 39034: 10653 - [12243, 2305, 3751] - HP: 98629, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 98629, A Avg: 434460, D Avg: 89170, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 68]]
Rank 39045: 1976 - [10653, 7086, 560] - HP: 98610, STR: 232010, VIT: 129919, SPD: 64, LUK: 1, Attack: 319892, Defense: 217747, Current HP: 98610, A Avg: 335886, D Avg: 261296, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Silver Ring[302, 730, 730, 806]]
Rank 39046: 2414 - [10605, 7231, 463] - HP: 51661, STR: 419886, VIT: 119828, SPD: 64, LUK: 1, Attack: 505699, Defense: 209606, Current HP: 51661, A Avg: 530983, D Avg: 209606, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 66]]
Rank 39046: 2444 - [10605, 7231, 463] - HP: 51661, STR: 419886, VIT: 119828, SPD: 64, LUK: 1, Attack: 505699, Defense: 209606, Current HP: 51661, A Avg: 543626, D Avg: 209606, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 803]]
Rank 39046: 2464 - [10605, 7231, 463] - HP: 51661, STR: 419886, VIT: 119828, SPD: 64, LUK: 1, Attack: 505699, Defense: 209606, Current HP: 51661, A Avg: 530983, D Avg: 209606, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 807]]
Rank 39048: 390 - [10606, 7230, 463] - HP: 52307, STR: 449686, VIT: 120296, SPD: 76, LUK: 1, Attack: 535499, Defense: 210074, Current HP: 52307, A Avg: 562273, D Avg: 210074, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 39048: 398 - [10606, 7230, 463] - HP: 54090, STR: 447749, VIT: 120889, SPD: 76, LUK: 1, Attack: 535577, Defense: 208314, Current HP: 54090, A Avg: 562355, D Avg: 208314, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 39048: 2424 - [10606, 7230, 463] - HP: 51661, STR: 419886, VIT: 119828, SPD: 64, LUK: 1, Attack: 505699, Defense: 209606, Current HP: 51661, A Avg: 637180, D Avg: 209606, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 67]]
Rank 39048: 2434 - [10606, 7230, 463] - HP: 51661, STR: 419886, VIT: 119828, SPD: 64, LUK: 1, Attack: 505699, Defense: 209606, Current HP: 51661, A Avg: 632123, D Avg: 209606, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 68]]
Rank 39069: 15823 - [12300, 2169, 3830] - HP: 51946, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 51946, A Avg: 550316, D Avg: 89170, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 68, 803, 807]]
Rank 39072: 1975 - [10665, 7077, 557] - HP: 97147, STR: 232663, VIT: 131099, SPD: 64, LUK: 1, Attack: 320491, Defense: 218927, Current HP: 97147, A Avg: 336515, D Avg: 262712, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 730, 730, 806]]
Rank 39074: 338 - [10634, 7172, 493] - HP: 103230, STR: 182393, VIT: 199513, SPD: 76, LUK: 1, Attack: 270221, Defense: 286938, Current HP: 103230, A Avg: 283732, D Avg: 286938, [Stargazer[183, 530, 530, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 730]]
Rank 39094: 321 - [10723, 6925, 651] - HP: 99351, STR: 207060, VIT: 159198, SPD: 76, LUK: 1, Attack: 294942, Defense: 247026, Current HP: 99351, A Avg: 309689, D Avg: 247026, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 39106: 2990 - [10622, 7240, 437] - HP: 5624, STR: 361234, VIT: 159608, SPD: 76, LUK: 1, Attack: 447047, Defense: 249386, Current HP: 5624, A Avg: 469399, D Avg: 299263, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 806]]
Rank 39108: 16703 - [11628, 4224, 2447] - HP: 5263, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 5263, A Avg: 425770, D Avg: 179874, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 67, 806, 807]]
Rank 39131: 18013 - [12338, 2117, 3844] - HP: 5263, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 5263, A Avg: 770442, D Avg: 89170, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 66, 67], Tears of the Dragon[307, 68, 803, 807]]
Rank 39151: 4873 - [12293, 2272, 3734] - HP: 145312, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 145312, A Avg: 311363, D Avg: 107004, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 803, 806]]
Rank 39167: 1598 - [10767, 6866, 666] - HP: 152370, STR: 270846, VIT: 81577, SPD: 76, LUK: 1, Attack: 358674, Defense: 169002, Current HP: 152370, A Avg: 448342, D Avg: 169002, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 68]]
Rank 39168: 12043 - [11656, 4200, 2443] - HP: 51946, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 51946, A Avg: 318604, D Avg: 179874, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 803, 806, 807]]
Rank 39175: 1588 - [10771, 6862, 666] - HP: 152370, STR: 270846, VIT: 81577, SPD: 76, LUK: 1, Attack: 358674, Defense: 169002, Current HP: 152370, A Avg: 451929, D Avg: 169002, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 67]]
Rank 39185: 1654 - [10746, 6947, 606] - HP: 145027, STR: 213498, VIT: 119828, SPD: 64, LUK: 1, Attack: 299311, Defense: 209606, Current HP: 145027, A Avg: 374138, D Avg: 209606, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 68]]
Rank 39211: 1644 - [10757, 6940, 602] - HP: 145027, STR: 213498, VIT: 119828, SPD: 64, LUK: 1, Attack: 299311, Defense: 209606, Current HP: 145027, A Avg: 377131, D Avg: 209606, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 67]]
Rank 39257: 2477 - [10654, 7295, 350] - HP: 57602, STR: 145063, VIT: 277673, SPD: 72, LUK: 1, Attack: 232945, Defense: 365501, Current HP: 57602, A Avg: 244592, D Avg: 365501, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Endpoint[318, 730, 730, 66]]
Rank 39257: 2527 - [10654, 7295, 350] - HP: 57602, STR: 145063, VIT: 277673, SPD: 72, LUK: 1, Attack: 232945, Defense: 365501, Current HP: 57602, A Avg: 244592, D Avg: 365501, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Endpoint[318, 730, 730, 807]]
Rank 39274: 2507 - [10654, 7312, 333] - HP: 57602, STR: 145063, VIT: 277673, SPD: 72, LUK: 1, Attack: 232945, Defense: 365501, Current HP: 57602, A Avg: 250415, D Avg: 365501, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Endpoint[318, 730, 730, 803]]
Rank 39277: 10793 - [12359, 2200, 3740] - HP: 98629, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 98629, A Avg: 446045, D Avg: 89170, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 803, 807]]
Rank 39292: 1550 - [10784, 6940, 575] - HP: 145673, STR: 361234, VIT: 41672, SPD: 76, LUK: 1, Attack: 447047, Defense: 131450, Current HP: 145673, A Avg: 469399, D Avg: 157740, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 630, 730, 806]]
Rank 39311: 5944 - [10779, 6974, 546] - HP: 98344, STR: 316692, VIT: 80516, SPD: 64, LUK: 1, Attack: 402505, Defense: 170294, Current HP: 98344, A Avg: 422630, D Avg: 238411, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 806, 807]]
Rank 39311: 10813 - [12357, 2240, 3702] - HP: 98629, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 98629, A Avg: 398255, D Avg: 107004, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 68, 803, 806]]
Rank 39316: 4294 - [11175, 5791, 1333] - HP: 191710, STR: 316692, VIT: 1892, SPD: 64, LUK: 1, Attack: 402505, Defense: 91670, Current HP: 191710, A Avg: 422630, D Avg: 128337, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 806, 807]]
Rank 39336: 394 - [10750, 7086, 463] - HP: 51661, STR: 523080, VIT: 119828, SPD: 64, LUK: 1, Attack: 608893, Defense: 209606, Current HP: 51661, A Avg: 639337, D Avg: 209606, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 730, 730]]
Rank 39341: 522 - [10662, 7355, 282] - HP: 6047, STR: 150353, VIT: 311284, SPD: 72, LUK: 1, Attack: 238235, Defense: 399112, Current HP: 6047, A Avg: 250146, D Avg: 399112, [Wild Card[175, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Seal of the High King[319, 730, 730, 730]]
Rank 39350: 2472 - [10758, 7076, 465] - HP: 57644, STR: 221606, VIT: 178606, SPD: 72, LUK: 1, Attack: 309488, Defense: 266434, Current HP: 57644, A Avg: 324962, D Avg: 266434, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Seal of the High King[319, 730, 730, 66]]
Rank 39350: 2522 - [10758, 7076, 465] - HP: 57644, STR: 221606, VIT: 178606, SPD: 72, LUK: 1, Attack: 309488, Defense: 266434, Current HP: 57644, A Avg: 324962, D Avg: 266434, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Seal of the High King[319, 730, 730, 807]]
Rank 39368: 124 - [11067, 6167, 1065] - HP: 238393, STR: 213498, VIT: 80516, SPD: 64, LUK: 1, Attack: 299311, Defense: 170294, Current HP: 238393, A Avg: 314276, D Avg: 170294, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Mobius Ring[316, 630, 730, 730]]
Rank 39377: 2497 - [10674, 7355, 270] - HP: 57602, STR: 145063, VIT: 277673, SPD: 72, LUK: 1, Attack: 232945, Defense: 365501, Current HP: 57602, A Avg: 291181, D Avg: 365501, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Endpoint[318, 730, 730, 68]]
Rank 39378: 2487 - [10674, 7356, 269] - HP: 57602, STR: 145063, VIT: 277673, SPD: 72, LUK: 1, Attack: 232945, Defense: 365501, Current HP: 57602, A Avg: 293510, D Avg: 365501, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Endpoint[318, 730, 730, 67]]
Rank 39379: 1972 - [10816, 6931, 552] - HP: 109241, STR: 292859, VIT: 90154, SPD: 72, LUK: 1, Attack: 380741, Defense: 177982, Current HP: 109241, A Avg: 399778, D Avg: 213578, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 730, 730, 806]]
Rank 39387: 100 - [10991, 6414, 894] - HP: 239039, STR: 361234, VIT: 2360, SPD: 76, LUK: 1, Attack: 447047, Defense: 92138, Current HP: 239039, A Avg: 469399, D Avg: 92138, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Black Box[323, 630, 630, 630]]
Rank 39388: 2013 - [11289, 5521, 1489] - HP: 98629, STR: 152618, VIT: 119278, SPD: 64, LUK: 2, Attack: 240500, Defense: 207106, Current HP: 98629, A Avg: 300625, D Avg: 207106, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 68]]
Rank 39407: 16663 - [11758, 4133, 2408] - HP: 5263, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 5263, A Avg: 434460, D Avg: 154178, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 67, 68, 806]]
Rank 39419: 2003 - [11304, 5507, 1488] - HP: 98629, STR: 152618, VIT: 119278, SPD: 64, LUK: 2, Attack: 240500, Defense: 207106, Current HP: 98629, A Avg: 303030, D Avg: 207106, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 67]]
Rank 39454: 2032 - [10874, 6832, 593] - HP: 109241, STR: 221606, VIT: 134380, SPD: 72, LUK: 1, Attack: 309488, Defense: 222208, Current HP: 109241, A Avg: 324962, D Avg: 266649, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 806]]
Rank 39455: 2502 - [10794, 7073, 432] - HP: 57644, STR: 221606, VIT: 178606, SPD: 72, LUK: 1, Attack: 309488, Defense: 266434, Current HP: 57644, A Avg: 332699, D Avg: 266434, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Seal of the High King[319, 730, 730, 803]]
Rank 39459: 302 - [10830, 6969, 500] - HP: 109241, STR: 364112, VIT: 90154, SPD: 72, LUK: 1, Attack: 451994, Defense: 177982, Current HP: 109241, A Avg: 474593, D Avg: 177982, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 630, 730, 730]]
Rank 39471: 2473 - [11168, 5967, 1164] - HP: 51946, STR: 152618, VIT: 158590, SPD: 64, LUK: 2, Attack: 240500, Defense: 246418, Current HP: 51946, A Avg: 252525, D Avg: 246418, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 66]]
Rank 39471: 2523 - [11168, 5967, 1164] - HP: 51946, STR: 152618, VIT: 158590, SPD: 64, LUK: 2, Attack: 240500, Defense: 246418, Current HP: 51946, A Avg: 252525, D Avg: 246418, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 807]]
Rank 39472: 4763 - [12419, 2215, 3665] - HP: 145312, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 145312, A Avg: 362050, D Avg: 89170, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 68]]
Rank 39477: 172 - [11055, 6312, 932] - HP: 212435, STR: 221606, VIT: 90154, SPD: 72, LUK: 1, Attack: 309488, Defense: 177982, Current HP: 212435, A Avg: 324962, D Avg: 177982, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Seal of the High King[319, 630, 730, 730]]
Rank 39482: 2517 - [10763, 7193, 343] - HP: 57602, STR: 145063, VIT: 277673, SPD: 72, LUK: 1, Attack: 232945, Defense: 365501, Current HP: 57602, A Avg: 244592, D Avg: 438601, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Endpoint[318, 730, 730, 806]]
Rank 39484: 1970 - [10843, 6955, 501] - HP: 98990, STR: 361234, VIT: 80984, SPD: 76, LUK: 1, Attack: 447047, Defense: 170762, Current HP: 98990, A Avg: 469399, D Avg: 204914, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 806]]
Rank 39498: 8143 - [11158, 6024, 1117] - HP: 5263, STR: 152618, VIT: 158590, SPD: 64, LUK: 2, Attack: 240500, Defense: 246418, Current HP: 5263, A Avg: 330687, D Avg: 246418, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 68, 803]]
Rank 39521: 15773 - [12508, 1997, 3794] - HP: 51946, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 51946, A Avg: 587969, D Avg: 89170, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 67, 68, 807]]
Rank 39527: 490 - [10830, 7037, 432] - HP: 5624, STR: 449686, VIT: 159608, SPD: 76, LUK: 1, Attack: 535499, Defense: 249386, Current HP: 5624, A Avg: 562273, D Avg: 249386, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 39527: 498 - [10830, 7037, 432] - HP: 4950, STR: 447749, VIT: 160201, SPD: 76, LUK: 1, Attack: 535577, Defense: 247626, Current HP: 4950, A Avg: 562355, D Avg: 247626, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 730]]
