Rank 40540: 8037 - [11603, 5731, 965] - HP: 3933, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 3933, A Avg: 261822, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 803, 807]]
Rank 41616: 8017 - [11948, 5772, 579] - HP: 3933, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 3933, A Avg: 345129, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 68, 807]]
Rank 41622: 1916 - [12437, 4311, 1551] - HP: 107474, STR: 148076, VIT: 30294, SPD: 48, LUK: 1, Attack: 237985, Defense: 120072, Current HP: 107474, A Avg: 249884, D Avg: 144086, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 730, 806]]
Rank 41649: 13515 - [11948, 5805, 546] - HP: 1508, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 1508, A Avg: 354395, D Avg: 175658, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 66, 68, 807]]
Rank 41649: 13635 - [11948, 5805, 546] - HP: 1508, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 1508, A Avg: 354395, D Avg: 245921, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 68, 806, 807]]
Rank 41655: 12125 - [12124, 5283, 892] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 262741, D Avg: 175711, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 66, 803, 806]]
Rank 41664: 13485 - [11948, 5820, 531] - HP: 1508, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 1508, A Avg: 359284, D Avg: 175658, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 66, 67, 807]]
Rank 41664: 13605 - [11948, 5820, 531] - HP: 1508, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 1508, A Avg: 359284, D Avg: 245921, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 67, 806, 807]]
Rank 41665: 1937 - [12208, 5041, 1050] - HP: 73359, STR: 150138, VIT: 59470, SPD: 48, LUK: 2, Attack: 238020, Defense: 147298, Current HP: 73359, A Avg: 249921, D Avg: 147298, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 66]]
Rank 41665: 1987 - [12208, 5041, 1050] - HP: 73359, STR: 150138, VIT: 59470, SPD: 48, LUK: 2, Attack: 238020, Defense: 147298, Current HP: 73359, A Avg: 249921, D Avg: 147298, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 807]]
Rank 41668: 1992 - [12653, 3709, 1937] - HP: 73264, STR: 236598, VIT: 89156, SPD: 48, LUK: 1, Attack: 322411, Defense: 178934, Current HP: 73264, A Avg: 338531, D Avg: 178934, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 66]]
Rank 41668: 2042 - [12653, 3709, 1937] - HP: 73264, STR: 236598, VIT: 89156, SPD: 48, LUK: 1, Attack: 322411, Defense: 178934, Current HP: 73264, A Avg: 338531, D Avg: 178934, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 807]]
Rank 41673: 376 - [11992, 5697, 610] - HP: 54491, STR: 206540, VIT: 30294, SPD: 48, LUK: 1, Attack: 296449, Defense: 120072, Current HP: 54491, A Avg: 311271, D Avg: 120072, [Spectral Sword Shigure[172, 530, 630, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 630, 730]]
Rank 41683: 371 - [11996, 5695, 608] - HP: 54781, STR: 204686, VIT: 30230, SPD: 48, LUK: 1, Attack: 296872, Defense: 120008, Current HP: 54781, A Avg: 311715, D Avg: 120008, [Big Bang[171, 530, 630, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 630, 730]]
Rank 41686: 2022 - [12662, 3700, 1937] - HP: 73264, STR: 236598, VIT: 89156, SPD: 48, LUK: 1, Attack: 322411, Defense: 178934, Current HP: 73264, A Avg: 346591, D Avg: 178934, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 803]]
Rank 41701: 13455 - [11959, 5824, 516] - HP: 1508, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 1508, A Avg: 366616, D Avg: 175658, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 66, 67, 68]]
Rank 41701: 13565 - [11959, 5824, 516] - HP: 1508, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 1508, A Avg: 366616, D Avg: 210789, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 67, 68, 806]]
Rank 41705: 413 - [11952, 5849, 498] - HP: 35910, STR: 104232, VIT: 147166, SPD: 48, LUK: 2, Attack: 196418, Defense: 236944, Current HP: 35910, A Avg: 206238, D Avg: 236944, [Big Bang[171, 530, 630, 630], Blank Shield[244, 630, 730, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 41706: 314 - [12262, 4920, 1117] - HP: 71345, STR: 117243, VIT: 144526, SPD: 48, LUK: 1, Attack: 209429, Defense: 234304, Current HP: 71345, A Avg: 219900, D Avg: 234304, [Big Bang[171, 530, 530, 630], Blank Shield[244, 630, 630, 630], Obsidian Ring[320, 730, 730, 730]]
Rank 41709: 1635 - [12230, 5019, 1050] - HP: 160457, STR: 105173, VIT: 87830, SPD: 48, LUK: 1, Attack: 195082, Defense: 175658, Current HP: 160457, A Avg: 204836, D Avg: 175658, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 730, 66]]
Rank 41709: 1685 - [12230, 5019, 1050] - HP: 160457, STR: 105173, VIT: 87830, SPD: 48, LUK: 1, Attack: 195082, Defense: 175658, Current HP: 160457, A Avg: 204836, D Avg: 175658, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 730, 807]]
Rank 41712: 2002 - [12669, 3705, 1925] - HP: 73264, STR: 236598, VIT: 89156, SPD: 48, LUK: 1, Attack: 322411, Defense: 178934, Current HP: 73264, A Avg: 406237, D Avg: 178934, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 67]]
Rank 41712: 2012 - [12669, 3705, 1925] - HP: 73264, STR: 236598, VIT: 89156, SPD: 48, LUK: 1, Attack: 322411, Defense: 178934, Current HP: 73264, A Avg: 403013, D Avg: 178934, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 68]]
Rank 41714: 9925 - [12880, 3074, 2345] - HP: 160457, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 160457, A Avg: 262741, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 66, 803, 806]]
Rank 41717: 1911 - [12472, 4301, 1526] - HP: 107764, STR: 146222, VIT: 30230, SPD: 48, LUK: 1, Attack: 238408, Defense: 120008, Current HP: 107764, A Avg: 250328, D Avg: 144009, [Big Bang[171, 530, 530, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 730, 806]]
Rank 41729: 1665 - [12236, 5021, 1042] - HP: 160457, STR: 105173, VIT: 87830, SPD: 48, LUK: 1, Attack: 195082, Defense: 175658, Current HP: 160457, A Avg: 209713, D Avg: 175658, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 730, 803]]
Rank 41731: 15295 - [12734, 3529, 2036] - HP: 107474, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 107474, A Avg: 464380, D Avg: 123146, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 68], Gold Ring[303, 803, 806, 807]]
Rank 41735: 7987 - [11994, 5753, 552] - HP: 3933, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 3933, A Avg: 349889, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 807]]
Rank 41740: 11865 - [11957, 5869, 473] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 378924, D Avg: 117194, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 66, 67, 803]]
Rank 41749: 13595 - [11972, 5833, 494] - HP: 1508, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 1508, A Avg: 376392, D Avg: 175658, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 67, 803, 807]]
Rank 41751: 2857 - [11827, 6270, 202] - HP: 3933, STR: 223218, VIT: 59470, SPD: 48, LUK: 2, Attack: 311100, Defense: 147298, Current HP: 3933, A Avg: 388875, D Avg: 147298, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 68]]
Rank 41771: 1998 - [12270, 4961, 1068] - HP: 71155, STR: 123565, VIT: 144630, SPD: 48, LUK: 1, Attack: 213474, Defense: 234408, Current HP: 71155, A Avg: 224147, D Avg: 234408, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 41771: 2048 - [12270, 4961, 1068] - HP: 71155, STR: 123565, VIT: 144630, SPD: 48, LUK: 1, Attack: 213474, Defense: 234408, Current HP: 71155, A Avg: 224147, D Avg: 234408, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 41775: 3075 - [11902, 6069, 328] - HP: 1508, STR: 105173, VIT: 175526, SPD: 48, LUK: 1, Attack: 195082, Defense: 263354, Current HP: 1508, A Avg: 204836, D Avg: 263354, [Spectral Sword Shigure[172, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 66]]
Rank 41775: 3105 - [11902, 6069, 328] - HP: 1508, STR: 105173, VIT: 175526, SPD: 48, LUK: 1, Attack: 195082, Defense: 263354, Current HP: 1508, A Avg: 209713, D Avg: 263354, [Spectral Sword Shigure[172, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 803]]
Rank 41775: 3115 - [11902, 6069, 328] - HP: 1508, STR: 105173, VIT: 175526, SPD: 48, LUK: 1, Attack: 195082, Defense: 263354, Current HP: 1508, A Avg: 204836, D Avg: 316024, [Spectral Sword Shigure[172, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 806]]
Rank 41775: 3125 - [11902, 6069, 328] - HP: 1508, STR: 105173, VIT: 175526, SPD: 48, LUK: 1, Attack: 195082, Defense: 263354, Current HP: 1508, A Avg: 204836, D Avg: 263354, [Spectral Sword Shigure[172, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 807]]
Rank 41778: 1967 - [12231, 5085, 983] - HP: 73359, STR: 150138, VIT: 59470, SPD: 48, LUK: 2, Attack: 238020, Defense: 147298, Current HP: 73359, A Avg: 255871, D Avg: 147298, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 803]]
Rank 41781: 7957 - [12009, 5754, 536] - HP: 3933, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 3933, A Avg: 357030, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 67, 68]]
Rank 41785: 2847 - [11844, 6253, 202] - HP: 3933, STR: 223218, VIT: 59470, SPD: 48, LUK: 2, Attack: 311100, Defense: 147298, Current HP: 3933, A Avg: 391986, D Avg: 147298, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 67]]
Rank 41805: 2028 - [12276, 4977, 1046] - HP: 71155, STR: 123565, VIT: 144630, SPD: 48, LUK: 1, Attack: 213474, Defense: 234408, Current HP: 71155, A Avg: 229484, D Avg: 234408, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 41806: 8242 - [12694, 3724, 1881] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 257960, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 66, 807]]
Rank 41810: 170 - [12466, 4412, 1421] - HP: 143146, STR: 203770, VIT: 60264, SPD: 57, LUK: 1, Attack: 289583, Defense: 150042, Current HP: 143146, A Avg: 304062, D Avg: 150042, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Black Box[323, 630, 730, 730]]
Rank 41812: 8222 - [12694, 3730, 1875] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 264102, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 66, 803]]
Rank 41813: 417 - [11965, 5918, 416] - HP: 38646, STR: 113598, VIT: 147166, SPD: 48, LUK: 2, Attack: 201480, Defense: 234994, Current HP: 38646, A Avg: 211554, D Avg: 234994, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 41818: 10865 - [12359, 4741, 1199] - HP: 107474, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 107474, A Avg: 315290, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 66, 67, 803]]
Rank 41823: 8232 - [12702, 3717, 1880] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 257960, D Avg: 284877, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 66, 806]]
Rank 41827: 8342 - [12704, 3715, 1880] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 257960, D Avg: 332357, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 806, 807]]
Rank 41830: 8322 - [12703, 3721, 1875] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 264102, D Avg: 284877, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 803, 806]]
Rank 41830: 8332 - [12694, 3748, 1857] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 270244, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 803, 807]]
Rank 41832: 11925 - [12091, 5559, 649] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 315770, D Avg: 140632, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 66, 803, 806]]
Rank 41848: 2893 - [12110, 5518, 671] - HP: 1197, STR: 173658, VIT: 88702, SPD: 48, LUK: 2, Attack: 265844, Defense: 178480, Current HP: 1197, A Avg: 279136, D Avg: 178480, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 630, 730], Tears of the Dragon[307, 730, 730, 66]]
Rank 41848: 2943 - [12110, 5518, 671] - HP: 1197, STR: 173658, VIT: 88702, SPD: 48, LUK: 2, Attack: 265844, Defense: 178480, Current HP: 1197, A Avg: 279136, D Avg: 178480, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 630, 730], Tears of the Dragon[307, 730, 730, 807]]
Rank 41853: 2923 - [12110, 5523, 666] - HP: 1197, STR: 173658, VIT: 88702, SPD: 48, LUK: 2, Attack: 265844, Defense: 178480, Current HP: 1197, A Avg: 285782, D Avg: 178480, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 630, 730], Tears of the Dragon[307, 730, 730, 803]]
Rank 41861: 13555 - [11990, 5891, 418] - HP: 1508, STR: 154502, VIT: 87830, SPD: 48, LUK: 1, Attack: 244411, Defense: 175658, Current HP: 1508, A Avg: 403278, D Avg: 175658, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 67, 68, 803]]
Rank 41870: 238 - [12424, 4598, 1277] - HP: 105868, STR: 163759, VIT: 97128, SPD: 48, LUK: 1, Attack: 253668, Defense: 186906, Current HP: 105868, A Avg: 266351, D Avg: 186906, [Spectral Sword Shigure[172, 530, 530, 530], Blank Shield[244, 630, 630, 630], Obsidian Ring[320, 630, 730, 730]]
Rank 41879: 377 - [11895, 6194, 210] - HP: 38646, STR: 259758, VIT: 30238, SPD: 48, LUK: 2, Attack: 347640, Defense: 118066, Current HP: 38646, A Avg: 365022, D Avg: 118066, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 630, 730]]
Rank 41900: 11835 - [11925, 6125, 249] - HP: 54491, STR: 253160, VIT: 134, SPD: 48, LUK: 1, Attack: 343069, Defense: 87962, Current HP: 54491, A Avg: 497450, D Avg: 123146, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 68, 806, 807]]
Rank 41906: 9955 - [12865, 3311, 2123] - HP: 160457, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 160457, A Avg: 403278, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 67, 68, 803]]
Rank 41925: 15275 - [12816, 3477, 2006] - HP: 107474, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 107474, A Avg: 496154, D Avg: 123146, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 67], Gold Ring[303, 68, 806, 807]]
Rank 41926: 11805 - [11936, 6118, 245] - HP: 54491, STR: 253160, VIT: 134, SPD: 48, LUK: 1, Attack: 343069, Defense: 87962, Current HP: 54491, A Avg: 504311, D Avg: 123146, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 67, 806, 807]]
Rank 41932: 3070 - [12409, 4705, 1185] - HP: 4294, STR: 137998, VIT: 177192, SPD: 57, LUK: 1, Attack: 223811, Defense: 266970, Current HP: 4294, A Avg: 235001, D Avg: 266970, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 66]]
Rank 41932: 3110 - [12409, 4705, 1185] - HP: 4294, STR: 137998, VIT: 177192, SPD: 57, LUK: 1, Attack: 223811, Defense: 266970, Current HP: 4294, A Avg: 235001, D Avg: 320364, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 806]]
Rank 41932: 3120 - [12409, 4705, 1185] - HP: 4294, STR: 137998, VIT: 177192, SPD: 57, LUK: 1, Attack: 223811, Defense: 266970, Current HP: 4294, A Avg: 235001, D Avg: 266970, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 807]]
Rank 41937: 8212 - [12694, 3855, 1750] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 307096, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 66, 68]]
Rank 41938: 8202 - [12694, 3856, 1749] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 309553, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 66, 67]]
Rank 41938: 8262 - [12694, 3856, 1749] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 316923, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 67, 803]]
Rank 41943: 12065 - [12204, 5331, 764] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 315290, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 66, 67, 803]]
Rank 41950: 3095 - [11946, 6112, 241] - HP: 1508, STR: 105173, VIT: 175526, SPD: 48, LUK: 1, Attack: 195082, Defense: 263354, Current HP: 1508, A Avg: 243852, D Avg: 263354, [Spectral Sword Shigure[172, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 68]]
Rank 41954: 3100 - [12409, 4727, 1163] - HP: 4294, STR: 137998, VIT: 177192, SPD: 57, LUK: 1, Attack: 223811, Defense: 266970, Current HP: 4294, A Avg: 240596, D Avg: 266970, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 803]]
Rank 41955: 8302 - [12703, 3846, 1750] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 307096, D Avg: 284877, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 68, 806]]
Rank 41956: 8272 - [12703, 3847, 1749] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 309553, D Avg: 284877, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 67, 806]]
Rank 41957: 169 - [12910, 3227, 2162] - HP: 214600, STR: 124472, VIT: 30318, SPD: 48, LUK: 1, Attack: 216658, Defense: 117886, Current HP: 214600, A Avg: 227490, D Avg: 117886, [Big Bang[171, 530, 530, 530], Storm Wall[242, 530, 630, 630], Gold Ring[303, 630, 630, 730]]
Rank 41966: 2933 - [12156, 5498, 645] - HP: 1197, STR: 173658, VIT: 88702, SPD: 48, LUK: 2, Attack: 265844, Defense: 178480, Current HP: 1197, A Avg: 279136, D Avg: 214176, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 630, 730], Tears of the Dragon[307, 730, 730, 806]]
Rank 41967: 286 - [12281, 5124, 894] - HP: 107474, STR: 206540, VIT: 1062, SPD: 48, LUK: 1, Attack: 296449, Defense: 90840, Current HP: 107474, A Avg: 311271, D Avg: 90840, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 630, 630]]
Rank 41968: 8292 - [12694, 3886, 1719] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 337805, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 68, 803]]
Rank 41972: 3085 - [11957, 6101, 241] - HP: 1508, STR: 105173, VIT: 175526, SPD: 48, LUK: 1, Attack: 195082, Defense: 263354, Current HP: 1508, A Avg: 245803, D Avg: 263354, [Spectral Sword Shigure[172, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 67]]
Rank 41984: 8312 - [12694, 3902, 1703] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 356231, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 68, 807]]
Rank 41985: 8282 - [12694, 3903, 1702] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 361145, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 67, 807]]
Rank 41991: 11895 - [12055, 5826, 418] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 403892, D Avg: 117194, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 66, 68, 803]]
Rank 41992: 8252 - [12694, 3910, 1695] - HP: 3838, STR: 159864, VIT: 147620, SPD: 48, LUK: 1, Attack: 245677, Defense: 237398, Current HP: 3838, A Avg: 368515, D Avg: 237398, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 67, 68]]
Rank 41996: 281 - [12291, 5123, 885] - HP: 107764, STR: 204686, VIT: 998, SPD: 48, LUK: 1, Attack: 296872, Defense: 90776, Current HP: 107764, A Avg: 311715, D Avg: 90776, [Big Bang[171, 530, 530, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 630, 630]]
Rank 41997: 7785 - [11980, 6057, 262] - HP: 1508, STR: 253160, VIT: 58598, SPD: 48, LUK: 1, Attack: 343069, Defense: 146426, Current HP: 1508, A Avg: 360222, D Avg: 175711, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 66, 806]]
Rank 41997: 7795 - [11980, 6057, 262] - HP: 1508, STR: 253160, VIT: 58598, SPD: 48, LUK: 1, Attack: 343069, Defense: 146426, Current HP: 1508, A Avg: 360222, D Avg: 146426, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 66, 807]]
Rank 41997: 7895 - [11980, 6057, 262] - HP: 1508, STR: 253160, VIT: 58598, SPD: 48, LUK: 1, Attack: 343069, Defense: 146426, Current HP: 1508, A Avg: 360222, D Avg: 204996, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 806, 807]]
