Rank 38219: 6923 - [10416, 6971, 912] - HP: 47067, STR: 77881, VIT: 76888, SPD: 1, LUK: 1, Attack: 167790, Defense: 166666, Current HP: 47067, A Avg: 211415, D Avg: 199999, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 67, 806]]
Rank 39178: 1221 - [11879, 3541, 2879] - HP: 185687, STR: 76816, VIT: 25624, SPD: 1, LUK: 1, Attack: 176082, Defense: 115402, Current HP: 185687, A Avg: 221863, D Avg: 115402, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 39179: 1576 - [11318, 5225, 1756] - HP: 140157, STR: 76816, VIT: 51224, SPD: 1, LUK: 1, Attack: 169002, Defense: 141002, Current HP: 140157, A Avg: 177452, D Avg: 141002, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 39179: 1626 - [11318, 5225, 1756] - HP: 140157, STR: 76816, VIT: 51224, SPD: 1, LUK: 1, Attack: 169002, Defense: 141002, Current HP: 140157, A Avg: 177452, D Avg: 141002, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 39182: 2000 - [10778, 6848, 673] - HP: 60876, STR: 76832, VIT: 76832, SPD: 1, LUK: 2, Attack: 176098, Defense: 166610, Current HP: 60876, A Avg: 221883, D Avg: 166610, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 39194: 222 - [10884, 6542, 873] - HP: 91656, STR: 129097, VIT: 25696, SPD: 1, LUK: 2, Attack: 219006, Defense: 115474, Current HP: 91656, A Avg: 229956, D Avg: 115474, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 39212: 2098 - [10741, 6989, 569] - HP: 94627, STR: 54587, VIT: 102744, SPD: 1, LUK: 1, Attack: 146773, Defense: 190312, Current HP: 94627, A Avg: 154111, D Avg: 228374, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39213: 2561 - [10549, 7566, 184] - HP: 46487, STR: 51216, VIT: 128024, SPD: 1, LUK: 1, Attack: 150482, Defense: 217802, Current HP: 46487, A Avg: 161768, D Avg: 217802, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 39216: 1254 - [12039, 3099, 3161] - HP: 187137, STR: 82919, VIT: 26008, SPD: 1, LUK: 1, Attack: 172828, Defense: 113576, Current HP: 187137, A Avg: 181469, D Avg: 136291, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 39250: 1854 - [10743, 7021, 535] - HP: 94337, STR: 164519, VIT: 408, SPD: 1, LUK: 1, Attack: 254428, Defense: 87976, Current HP: 94337, A Avg: 267149, D Avg: 105571, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 39261: 1995 - [10799, 6864, 636] - HP: 61446, STR: 91238, VIT: 76832, SPD: 1, LUK: 2, Attack: 183424, Defense: 166610, Current HP: 61446, A Avg: 192595, D Avg: 166610, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39261: 2045 - [10799, 6864, 636] - HP: 61446, STR: 91238, VIT: 76832, SPD: 1, LUK: 2, Attack: 183424, Defense: 166610, Current HP: 61446, A Avg: 192595, D Avg: 166610, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39262: 2551 - [10568, 7558, 173] - HP: 46487, STR: 51216, VIT: 128024, SPD: 1, LUK: 1, Attack: 150482, Defense: 217802, Current HP: 46487, A Avg: 188102, D Avg: 217802, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 39263: 2541 - [10568, 7559, 172] - HP: 46487, STR: 51216, VIT: 128024, SPD: 1, LUK: 1, Attack: 150482, Defense: 217802, Current HP: 46487, A Avg: 189607, D Avg: 217802, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 39277: 1513 - [11400, 5077, 1822] - HP: 139867, STR: 103481, VIT: 25688, SPD: 1, LUK: 1, Attack: 193390, Defense: 115466, Current HP: 139867, A Avg: 203059, D Avg: 115466, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39277: 1563 - [11400, 5077, 1822] - HP: 139867, STR: 103481, VIT: 25688, SPD: 1, LUK: 1, Attack: 193390, Defense: 115466, Current HP: 139867, A Avg: 203059, D Avg: 115466, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39282: 2573 - [10623, 7413, 263] - HP: 47067, STR: 52281, VIT: 128088, SPD: 1, LUK: 1, Attack: 142190, Defense: 217866, Current HP: 47067, A Avg: 149299, D Avg: 261439, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39291: 281 - [10567, 7590, 142] - HP: 92887, STR: 179216, VIT: 24, SPD: 1, LUK: 1, Attack: 278482, Defense: 89802, Current HP: 92887, A Avg: 292406, D Avg: 89802, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 39293: 1547 - [10879, 6656, 764] - HP: 92416, STR: 128240, VIT: 25952, SPD: 1, LUK: 2, Attack: 220426, Defense: 113520, Current HP: 92416, A Avg: 236957, D Avg: 113520, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 803]]
Rank 39300: 107 - [11347, 5259, 1693] - HP: 153216, STR: 128240, VIT: 352, SPD: 1, LUK: 2, Attack: 220426, Defense: 87920, Current HP: 153216, A Avg: 231447, D Avg: 87920, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 130, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 39300: 2025 - [10811, 6867, 621] - HP: 61446, STR: 91238, VIT: 76832, SPD: 1, LUK: 2, Attack: 183424, Defense: 166610, Current HP: 61446, A Avg: 197180, D Avg: 166610, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39340: 1451 - [11218, 5686, 1395] - HP: 139287, STR: 128016, VIT: 24, SPD: 1, LUK: 1, Attack: 227282, Defense: 89802, Current HP: 139287, A Avg: 238646, D Avg: 89802, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 66]]
Rank 39340: 1501 - [11218, 5686, 1395] - HP: 139287, STR: 128016, VIT: 24, SPD: 1, LUK: 1, Attack: 227282, Defense: 89802, Current HP: 139287, A Avg: 238646, D Avg: 89802, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 807]]
Rank 39343: 4891 - [12025, 3268, 3006] - HP: 139287, STR: 102416, VIT: 24, SPD: 1, LUK: 1, Attack: 201682, Defense: 89802, Current HP: 139287, A Avg: 211766, D Avg: 125722, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 806, 807]]
Rank 39346: 2574 - [10635, 7441, 223] - HP: 47937, STR: 55719, VIT: 128408, SPD: 1, LUK: 1, Attack: 145628, Defense: 215976, Current HP: 47937, A Avg: 152909, D Avg: 259171, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39375: 2576 - [10657, 7404, 238] - HP: 47357, STR: 51216, VIT: 128024, SPD: 1, LUK: 1, Attack: 143402, Defense: 217802, Current HP: 47357, A Avg: 150572, D Avg: 261362, [Big Bang[171, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39380: 1606 - [11404, 5168, 1727] - HP: 140157, STR: 76816, VIT: 51224, SPD: 1, LUK: 1, Attack: 169002, Defense: 141002, Current HP: 140157, A Avg: 181677, D Avg: 141002, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 803]]
Rank 39380: 2039 - [10943, 6551, 805] - HP: 61826, STR: 82936, VIT: 77216, SPD: 1, LUK: 2, Attack: 172845, Defense: 164784, Current HP: 61826, A Avg: 181487, D Avg: 197740, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 39380: 2578 - [10650, 7430, 219] - HP: 48227, STR: 54587, VIT: 128344, SPD: 1, LUK: 1, Attack: 146773, Defense: 215912, Current HP: 48227, A Avg: 154111, D Avg: 259094, [Big Bang[171, 130, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39389: 1458 - [11227, 5708, 1364] - HP: 141027, STR: 136187, VIT: 344, SPD: 1, LUK: 1, Attack: 228373, Defense: 87912, Current HP: 141027, A Avg: 239791, D Avg: 87912, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 66]]
Rank 39389: 1508 - [11227, 5708, 1364] - HP: 141027, STR: 136187, VIT: 344, SPD: 1, LUK: 1, Attack: 228373, Defense: 87912, Current HP: 141027, A Avg: 239791, D Avg: 87912, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 807]]
Rank 39406: 1997 - [10837, 6895, 567] - HP: 62016, STR: 96240, VIT: 77152, SPD: 1, LUK: 2, Attack: 188426, Defense: 164720, Current HP: 62016, A Avg: 197847, D Avg: 164720, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39406: 2047 - [10837, 6895, 567] - HP: 62016, STR: 96240, VIT: 77152, SPD: 1, LUK: 2, Attack: 188426, Defense: 164720, Current HP: 62016, A Avg: 197847, D Avg: 164720, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39410: 5948 - [11339, 5393, 1567] - HP: 94627, STR: 81787, VIT: 51544, SPD: 1, LUK: 1, Attack: 173973, Defense: 139112, Current HP: 94627, A Avg: 182671, D Avg: 194756, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Gold Ring[303, 330, 806, 807]]
Rank 39417: 2027 - [10839, 6900, 560] - HP: 62016, STR: 96240, VIT: 77152, SPD: 1, LUK: 2, Attack: 188426, Defense: 164720, Current HP: 62016, A Avg: 202557, D Avg: 164720, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39419: 332 - [10683, 7370, 246] - HP: 61256, STR: 52297, VIT: 128096, SPD: 1, LUK: 2, Attack: 142206, Defense: 217874, Current HP: 61256, A Avg: 149316, D Avg: 217874, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39445: 1484 - [11268, 5641, 1390] - HP: 140737, STR: 137319, VIT: 408, SPD: 1, LUK: 1, Attack: 227228, Defense: 87976, Current HP: 140737, A Avg: 244270, D Avg: 87976, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 803]]
Rank 39488: 1955 - [10864, 6896, 539] - HP: 61446, STR: 121638, VIT: 51232, SPD: 1, LUK: 2, Attack: 213824, Defense: 141010, Current HP: 61446, A Avg: 267280, D Avg: 141010, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 68]]
Rank 39491: 1858 - [10853, 6932, 514] - HP: 94627, STR: 163387, VIT: 344, SPD: 1, LUK: 1, Attack: 255573, Defense: 87912, Current HP: 94627, A Avg: 268351, D Avg: 105494, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 39505: 1258 - [12140, 3085, 3074] - HP: 187427, STR: 81787, VIT: 25944, SPD: 1, LUK: 1, Attack: 173973, Defense: 113512, Current HP: 187427, A Avg: 182671, D Avg: 136214, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 39507: 1945 - [10872, 6891, 536] - HP: 61446, STR: 121638, VIT: 51232, SPD: 1, LUK: 2, Attack: 213824, Defense: 141010, Current HP: 61446, A Avg: 269418, D Avg: 141010, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 67]]
Rank 39535: 1851 - [10888, 6871, 540] - HP: 92887, STR: 153616, VIT: 24, SPD: 1, LUK: 1, Attack: 252882, Defense: 89802, Current HP: 92887, A Avg: 265526, D Avg: 107762, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 39541: 1873 - [11046, 6403, 850] - HP: 93467, STR: 129081, VIT: 25688, SPD: 1, LUK: 1, Attack: 218990, Defense: 115466, Current HP: 93467, A Avg: 229939, D Avg: 115466, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39541: 1923 - [11046, 6403, 850] - HP: 93467, STR: 129081, VIT: 25688, SPD: 1, LUK: 1, Attack: 218990, Defense: 115466, Current HP: 93467, A Avg: 229939, D Avg: 115466, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39564: 339 - [10736, 7356, 207] - HP: 61826, STR: 55736, VIT: 128416, SPD: 1, LUK: 2, Attack: 145645, Defense: 215984, Current HP: 61826, A Avg: 152927, D Avg: 215984, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39583: 2571 - [10729, 7396, 174] - HP: 46487, STR: 51216, VIT: 128024, SPD: 1, LUK: 1, Attack: 150482, Defense: 217802, Current HP: 46487, A Avg: 158006, D Avg: 261362, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39586: 1174 - [12149, 3139, 3011] - HP: 187137, STR: 110119, VIT: 408, SPD: 1, LUK: 1, Attack: 200028, Defense: 87976, Current HP: 187137, A Avg: 250035, D Avg: 87976, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 39594: 1543 - [11540, 4974, 1785] - HP: 139867, STR: 103481, VIT: 25688, SPD: 1, LUK: 1, Attack: 193390, Defense: 115466, Current HP: 139867, A Avg: 207894, D Avg: 115466, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39597: 2091 - [10889, 6930, 480] - HP: 92887, STR: 51216, VIT: 102424, SPD: 1, LUK: 1, Attack: 150482, Defense: 192202, Current HP: 92887, A Avg: 158006, D Avg: 230642, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 39602: 1970 - [11049, 6455, 795] - HP: 60876, STR: 102432, VIT: 51232, SPD: 1, LUK: 2, Attack: 201698, Defense: 141010, Current HP: 60876, A Avg: 211782, D Avg: 169212, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 39607: 253 - [10966, 6709, 624] - HP: 139867, STR: 52281, VIT: 102488, SPD: 1, LUK: 1, Attack: 142190, Defense: 192266, Current HP: 139867, A Avg: 149299, D Avg: 192266, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 39626: 5794 - [11431, 5333, 1535] - HP: 94337, STR: 110119, VIT: 26008, SPD: 1, LUK: 1, Attack: 200028, Defense: 113576, Current HP: 94337, A Avg: 210029, D Avg: 159006, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 806, 807]]
Rank 39649: 1193 - [12408, 2425, 3466] - HP: 186267, STR: 103481, VIT: 88, SPD: 1, LUK: 1, Attack: 193390, Defense: 89866, Current HP: 186267, A Avg: 203059, D Avg: 107839, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 230, 806]]
Rank 39656: 114 - [12240, 2936, 3123] - HP: 233537, STR: 82919, VIT: 26008, SPD: 1, LUK: 1, Attack: 172828, Defense: 113576, Current HP: 233537, A Avg: 181469, D Avg: 113576, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 130, 230], Gold Ring[303, 230, 230, 330]]
Rank 39668: 2015 - [10950, 6818, 531] - HP: 61446, STR: 91238, VIT: 76832, SPD: 1, LUK: 2, Attack: 183424, Defense: 166610, Current HP: 61446, A Avg: 229280, D Avg: 166610, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 39672: 2005 - [10952, 6816, 531] - HP: 61446, STR: 91238, VIT: 76832, SPD: 1, LUK: 2, Attack: 183424, Defense: 166610, Current HP: 61446, A Avg: 231114, D Avg: 166610, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 39696: 1915 - [10889, 7029, 381] - HP: 61446, STR: 152038, VIT: 25632, SPD: 1, LUK: 2, Attack: 244224, Defense: 115410, Current HP: 61446, A Avg: 256435, D Avg: 138492, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 806]]
Rank 39699: 297 - [10753, 7440, 106] - HP: 62016, STR: 192240, VIT: 25952, SPD: 1, LUK: 2, Attack: 284426, Defense: 113520, Current HP: 62016, A Avg: 298647, D Avg: 113520, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 39733: 1481 - [11397, 5542, 1360] - HP: 139287, STR: 128016, VIT: 24, SPD: 1, LUK: 1, Attack: 227282, Defense: 89802, Current HP: 139287, A Avg: 244328, D Avg: 89802, [Sword of Evil[189, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 803]]
Rank 39734: 1516 - [11576, 5006, 1717] - HP: 140157, STR: 102416, VIT: 25624, SPD: 1, LUK: 1, Attack: 194602, Defense: 115402, Current HP: 140157, A Avg: 204332, D Avg: 115402, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39734: 1566 - [11576, 5006, 1717] - HP: 140157, STR: 102416, VIT: 25624, SPD: 1, LUK: 1, Attack: 194602, Defense: 115402, Current HP: 140157, A Avg: 204332, D Avg: 115402, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39734: 2017 - [10964, 6842, 493] - HP: 62016, STR: 96240, VIT: 77152, SPD: 1, LUK: 2, Attack: 188426, Defense: 164720, Current HP: 62016, A Avg: 235532, D Avg: 164720, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 39741: 1164 - [12225, 3066, 3008] - HP: 187137, STR: 110119, VIT: 408, SPD: 1, LUK: 1, Attack: 200028, Defense: 87976, Current HP: 187137, A Avg: 252035, D Avg: 87976, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 130, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 39770: 330 - [10817, 7319, 163] - HP: 60876, STR: 51232, VIT: 128032, SPD: 1, LUK: 2, Attack: 150498, Defense: 217810, Current HP: 60876, A Avg: 158022, D Avg: 217810, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39776: 256 - [11028, 6692, 579] - HP: 140157, STR: 51216, VIT: 102424, SPD: 1, LUK: 1, Attack: 143402, Defense: 192202, Current HP: 140157, A Avg: 150572, D Avg: 192202, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 330]]
Rank 39792: 2007 - [10989, 6825, 485] - HP: 62016, STR: 96240, VIT: 77152, SPD: 1, LUK: 2, Attack: 188426, Defense: 164720, Current HP: 62016, A Avg: 237416, D Avg: 164720, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 39795: 1876 - [11146, 6357, 796] - HP: 93757, STR: 128016, VIT: 25624, SPD: 1, LUK: 1, Attack: 220202, Defense: 115402, Current HP: 93757, A Avg: 231212, D Avg: 115402, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 39795: 1926 - [11146, 6357, 796] - HP: 93757, STR: 128016, VIT: 25624, SPD: 1, LUK: 1, Attack: 220202, Defense: 115402, Current HP: 93757, A Avg: 231212, D Avg: 115402, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 39799: 337 - [10822, 7333, 144] - HP: 62016, STR: 64240, VIT: 128352, SPD: 1, LUK: 2, Attack: 156426, Defense: 215920, Current HP: 62016, A Avg: 164247, D Avg: 215920, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39812: 335 - [10835, 7307, 157] - HP: 61446, STR: 60838, VIT: 128032, SPD: 1, LUK: 2, Attack: 153024, Defense: 217810, Current HP: 61446, A Avg: 160675, D Avg: 217810, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 39813: 1574 - [11542, 5187, 1570] - HP: 140737, STR: 82919, VIT: 51608, SPD: 1, LUK: 1, Attack: 172828, Defense: 139176, Current HP: 140737, A Avg: 181469, D Avg: 139176, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 39813: 1624 - [11542, 5187, 1570] - HP: 140737, STR: 82919, VIT: 51608, SPD: 1, LUK: 1, Attack: 172828, Defense: 139176, Current HP: 140737, A Avg: 181469, D Avg: 139176, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 39823: 1473 - [11559, 5146, 1594] - HP: 139867, STR: 129081, VIT: 88, SPD: 1, LUK: 1, Attack: 218990, Defense: 89866, Current HP: 139867, A Avg: 273737, D Avg: 89866, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 39823: 2895 - [11040, 6703, 556] - HP: 646, STR: 152038, VIT: 76832, SPD: 1, LUK: 2, Attack: 244224, Defense: 166610, Current HP: 646, A Avg: 256435, D Avg: 166610, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 39823: 2935 - [11040, 6703, 556] - HP: 646, STR: 152038, VIT: 76832, SPD: 1, LUK: 2, Attack: 244224, Defense: 166610, Current HP: 646, A Avg: 256435, D Avg: 199932, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 39823: 2945 - [11040, 6703, 556] - HP: 646, STR: 152038, VIT: 76832, SPD: 1, LUK: 2, Attack: 244224, Defense: 166610, Current HP: 646, A Avg: 256435, D Avg: 166610, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 39825: 482 - [11040, 6705, 554] - HP: 456, STR: 154697, VIT: 76896, SPD: 1, LUK: 2, Attack: 244606, Defense: 166674, Current HP: 456, A Avg: 256836, D Avg: 166674, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 39825: 483 - [11040, 6705, 554] - HP: 667, STR: 154681, VIT: 76888, SPD: 1, LUK: 1, Attack: 244590, Defense: 166666, Current HP: 667, A Avg: 256819, D Avg: 166666, [Spectral Sword Shigure[172, 230, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39830: 486 - [11040, 6710, 549] - HP: 957, STR: 153616, VIT: 76824, SPD: 1, LUK: 1, Attack: 245802, Defense: 166602, Current HP: 957, A Avg: 258092, D Avg: 166602, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 330]]
Rank 39831: 2925 - [11040, 6711, 548] - HP: 646, STR: 152038, VIT: 76832, SPD: 1, LUK: 2, Attack: 244224, Defense: 166610, Current HP: 646, A Avg: 262540, D Avg: 166610, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 39837: 1903 - [11174, 6315, 810] - HP: 93467, STR: 129081, VIT: 25688, SPD: 1, LUK: 1, Attack: 218990, Defense: 115466, Current HP: 93467, A Avg: 235414, D Avg: 115466, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 39860: 5941 - [11513, 5321, 1465] - HP: 92887, STR: 76816, VIT: 51224, SPD: 1, LUK: 1, Attack: 176082, Defense: 141002, Current HP: 92887, A Avg: 184886, D Avg: 197402, [Sword of Evil[189, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 806, 807]]
Rank 39861: 2353 - [11102, 6555, 642] - HP: 47067, STR: 129081, VIT: 51288, SPD: 1, LUK: 1, Attack: 218990, Defense: 141066, Current HP: 47067, A Avg: 229939, D Avg: 141066, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 66]]
Rank 39861: 2403 - [11102, 6555, 642] - HP: 47067, STR: 129081, VIT: 51288, SPD: 1, LUK: 1, Attack: 218990, Defense: 141066, Current HP: 47067, A Avg: 229939, D Avg: 141066, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 807]]
Rank 39868: 5798 - [11525, 5293, 1481] - HP: 94627, STR: 108987, VIT: 25944, SPD: 1, LUK: 1, Attack: 201173, Defense: 113512, Current HP: 94627, A Avg: 211231, D Avg: 158916, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 806, 807]]
Rank 39874: 1488 - [11462, 5488, 1349] - HP: 141027, STR: 136187, VIT: 344, SPD: 1, LUK: 1, Attack: 228373, Defense: 87912, Current HP: 141027, A Avg: 245500, D Avg: 87912, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 803]]
