Rank 1000: HP: 855, STR: 105, VIT: 100, SPD: 7, LUK: 1, Attack: 138437, Defense: 83937, Current HP: 855, A Avg: 1153180, D Avg: 117511, [Big Bang[171, 0, 0, 0], Emerald Shield[209, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 750: HP: 680, STR: 2442, VIT: 213, SPD: 9, LUK: 1, Attack: 138526, Defense: 83985, Current HP: 680, A Avg: 1153921, D Avg: 117578, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 749: HP: 720, STR: 2442, VIT: 222, SPD: 9, LUK: 1, Attack: 138526, Defense: 84241, Current HP: 720, A Avg: 1153921, D Avg: 117937, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 748: HP: 665, STR: 2442, VIT: 224, SPD: 9, LUK: 1, Attack: 138526, Defense: 84152, Current HP: 665, A Avg: 1153921, D Avg: 117812, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 747: HP: 776, STR: 2442, VIT: 257, SPD: 9, LUK: 1, Attack: 138526, Defense: 84819, Current HP: 776, A Avg: 1153921, D Avg: 118746, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 746: HP: 687, STR: 2442, VIT: 213, SPD: 9, LUK: 1, Attack: 138526, Defense: 84141, Current HP: 687, A Avg: 1153921, D Avg: 117797, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 745: HP: 620, STR: 2442, VIT: 564, SPD: 9, LUK: 1, Attack: 138526, Defense: 87352, Current HP: 620, A Avg: 1153921, D Avg: 122292, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 744: HP: 1653, STR: 2442, VIT: 204, SPD: 9, LUK: 1, Attack: 138526, Defense: 86121, Current HP: 1653, A Avg: 1153921, D Avg: 120569, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 743: HP: 924, STR: 2442, VIT: 286, SPD: 9, LUK: 1, Attack: 138526, Defense: 85020, Current HP: 924, A Avg: 1153921, D Avg: 119027, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 742: HP: 800, STR: 2442, VIT: 257, SPD: 9, LUK: 1, Attack: 138526, Defense: 85732, Current HP: 800, A Avg: 1153921, D Avg: 120024, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 741: HP: 779, STR: 2442, VIT: 291, SPD: 9, LUK: 1, Attack: 138526, Defense: 85259, Current HP: 779, A Avg: 1153921, D Avg: 119362, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 740: HP: 703, STR: 2442, VIT: 423, SPD: 9, LUK: 1, Attack: 138526, Defense: 87263, Current HP: 703, A Avg: 1153921, D Avg: 122168, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 739: HP: 740, STR: 2442, VIT: 269, SPD: 9, LUK: 1, Attack: 138526, Defense: 87694, Current HP: 740, A Avg: 1153921, D Avg: 122771, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 738: HP: 589, STR: 2442, VIT: 195, SPD: 9, LUK: 1, Attack: 138526, Defense: 86984, Current HP: 589, A Avg: 1153921, D Avg: 121777, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 737: HP: 589, STR: 2442, VIT: 361, SPD: 9, LUK: 1, Attack: 138526, Defense: 90139, Current HP: 589, A Avg: 1153921, D Avg: 126194, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 736: HP: 1064, STR: 2442, VIT: 639, SPD: 9, LUK: 1, Attack: 138526, Defense: 87427, Current HP: 1064, A Avg: 1153921, D Avg: 122397, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 735: HP: 874, STR: 2442, VIT: 282, SPD: 10, LUK: 1, Attack: 138526, Defense: 86160, Current HP: 874, A Avg: 1153921, D Avg: 120623, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 734: HP: 908, STR: 2442, VIT: 365, SPD: 9, LUK: 1, Attack: 138526, Defense: 86581, Current HP: 908, A Avg: 1153921, D Avg: 121213, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 733: HP: 1020, STR: 2442, VIT: 643, SPD: 9, LUK: 1, Attack: 138526, Defense: 87678, Current HP: 1020, A Avg: 1153921, D Avg: 122749, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 732: HP: 620, STR: 2442, VIT: 294, SPD: 9, LUK: 1, Attack: 138526, Defense: 87342, Current HP: 620, A Avg: 1153921, D Avg: 122278, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 731: HP: 703, STR: 164, VIT: 56, SPD: 8, LUK: 2, Attack: 138526, Defense: 84081, Current HP: 703, A Avg: 1153921, D Avg: 117713, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 730: HP: 1070, STR: 165, VIT: 182, SPD: 9, LUK: 1, Attack: 138527, Defense: 84773, Current HP: 1070, A Avg: 1153929, D Avg: 118682, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 729: HP: 741, STR: 165, VIT: 68, SPD: 7, LUK: 2, Attack: 138527, Defense: 83931, Current HP: 741, A Avg: 1153929, D Avg: 117503, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 728: HP: 820, STR: 167, VIT: 112, SPD: 9, LUK: 1, Attack: 138530, Defense: 83835, Current HP: 820, A Avg: 1153954, D Avg: 117368, [Big Bang[171, 0, 0, 0], Pot Lid[201, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 727: HP: 820, STR: 167, VIT: 112, SPD: 9, LUK: 1, Attack: 138530, Defense: 83845, Current HP: 820, A Avg: 1153954, D Avg: 117382, [Big Bang[171, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 726: HP: 779, STR: 167, VIT: 128, SPD: 9, LUK: 1, Attack: 138530, Defense: 83997, Current HP: 779, A Avg: 1153954, D Avg: 117595, [Big Bang[171, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 725: HP: 779, STR: 167, VIT: 134, SPD: 9, LUK: 1, Attack: 138530, Defense: 83938, Current HP: 779, A Avg: 1153954, D Avg: 117513, [Big Bang[171, 0, 0, 0], Iron Shield[204, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 724: HP: 779, STR: 167, VIT: 126, SPD: 9, LUK: 1, Attack: 138530, Defense: 83989, Current HP: 779, A Avg: 1153954, D Avg: 117584, [Big Bang[171, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 723: HP: 779, STR: 167, VIT: 147, SPD: 9, LUK: 1, Attack: 138530, Defense: 84036, Current HP: 779, A Avg: 1153954, D Avg: 117650, [Big Bang[171, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 722: HP: 820, STR: 167, VIT: 139, SPD: 9, LUK: 1, Attack: 138530, Defense: 84015, Current HP: 820, A Avg: 1153954, D Avg: 117620, [Big Bang[171, 0, 0, 0], Magic Shield[207, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 721: HP: 836, STR: 167, VIT: 143, SPD: 9, LUK: 1, Attack: 138530, Defense: 83980, Current HP: 836, A Avg: 1153954, D Avg: 117571, [Big Bang[171, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 720: HP: 880, STR: 167, VIT: 130, SPD: 9, LUK: 1, Attack: 138530, Defense: 83902, Current HP: 880, A Avg: 1153954, D Avg: 117462, [Big Bang[171, 0, 0, 0], Clear Shield[211, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 719: HP: 920, STR: 167, VIT: 139, SPD: 9, LUK: 1, Attack: 138530, Defense: 84158, Current HP: 920, A Avg: 1153954, D Avg: 117821, [Big Bang[171, 0, 0, 0], Prism Shield[212, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 718: HP: 855, STR: 167, VIT: 137, SPD: 9, LUK: 1, Attack: 138530, Defense: 84065, Current HP: 855, A Avg: 1153954, D Avg: 117690, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 717: HP: 976, STR: 167, VIT: 174, SPD: 9, LUK: 1, Attack: 138530, Defense: 84736, Current HP: 976, A Avg: 1153954, D Avg: 118630, [Big Bang[171, 0, 0, 0], Slime Shield[221, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 716: HP: 877, STR: 167, VIT: 126, SPD: 9, LUK: 1, Attack: 138530, Defense: 84054, Current HP: 877, A Avg: 1153954, D Avg: 117675, [Big Bang[171, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 715: HP: 820, STR: 167, VIT: 481, SPD: 9, LUK: 1, Attack: 138530, Defense: 87269, Current HP: 820, A Avg: 1153954, D Avg: 122176, [Big Bang[171, 0, 0, 0], Energy Shield[227, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 714: HP: 1843, STR: 167, VIT: 117, SPD: 9, LUK: 1, Attack: 138530, Defense: 86034, Current HP: 1843, A Avg: 1153954, D Avg: 120447, [Big Bang[171, 0, 0, 0], Frying Pan[231, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 713: HP: 1124, STR: 167, VIT: 203, SPD: 9, LUK: 1, Attack: 138530, Defense: 84937, Current HP: 1124, A Avg: 1153954, D Avg: 118911, [Big Bang[171, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 712: HP: 1000, STR: 167, VIT: 174, SPD: 9, LUK: 1, Attack: 138530, Defense: 85649, Current HP: 1000, A Avg: 1153954, D Avg: 119908, [Big Bang[171, 0, 0, 0], Mist Shield[233, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 711: HP: 969, STR: 167, VIT: 204, SPD: 9, LUK: 1, Attack: 138530, Defense: 85172, Current HP: 969, A Avg: 1153954, D Avg: 119240, [Big Bang[171, 0, 0, 0], Huge Shield[234, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 710: HP: 893, STR: 167, VIT: 340, SPD: 9, LUK: 1, Attack: 138530, Defense: 87180, Current HP: 893, A Avg: 1153954, D Avg: 122051, [Big Bang[171, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 709: HP: 940, STR: 167, VIT: 186, SPD: 9, LUK: 1, Attack: 138530, Defense: 87611, Current HP: 940, A Avg: 1153954, D Avg: 122655, [Big Bang[171, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 708: HP: 779, STR: 167, VIT: 112, SPD: 9, LUK: 1, Attack: 138530, Defense: 86901, Current HP: 779, A Avg: 1153954, D Avg: 121661, [Big Bang[171, 0, 0, 0], Graffiti[243, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 707: HP: 779, STR: 167, VIT: 278, SPD: 9, LUK: 1, Attack: 138530, Defense: 90056, Current HP: 779, A Avg: 1153954, D Avg: 126078, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 706: HP: 1254, STR: 167, VIT: 552, SPD: 9, LUK: 1, Attack: 138530, Defense: 87340, Current HP: 1254, A Avg: 1153954, D Avg: 122275, [Big Bang[171, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 705: HP: 1064, STR: 167, VIT: 199, SPD: 10, LUK: 1, Attack: 138530, Defense: 86077, Current HP: 1064, A Avg: 1153954, D Avg: 120507, [Big Bang[171, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 704: HP: 1098, STR: 167, VIT: 278, SPD: 9, LUK: 1, Attack: 138530, Defense: 86494, Current HP: 1098, A Avg: 1153954, D Avg: 121091, [Big Bang[171, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 703: HP: 1220, STR: 167, VIT: 560, SPD: 9, LUK: 1, Attack: 138530, Defense: 87595, Current HP: 1220, A Avg: 1153954, D Avg: 122632, [Big Bang[171, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 702: HP: 820, STR: 167, VIT: 211, SPD: 9, LUK: 1, Attack: 138530, Defense: 87259, Current HP: 820, A Avg: 1153954, D Avg: 122162, [Big Bang[171, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 701: HP: 801, STR: 167, VIT: 67, SPD: 7, LUK: 2, Attack: 138530, Defense: 84008, Current HP: 801, A Avg: 1153954, D Avg: 117611, [Big Bang[171, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 700: HP: 986, STR: 167, VIT: 284, SPD: 9, LUK: 1, Attack: 138530, Defense: 84309, Current HP: 986, A Avg: 1153954, D Avg: 118032, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 699: HP: 722, STR: 170, VIT: 70, SPD: 7, LUK: 1, Attack: 138535, Defense: 83933, Current HP: 722, A Avg: 1153996, D Avg: 117506, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 698: HP: 1096, STR: 170, VIT: 307, SPD: 9, LUK: 1, Attack: 138535, Defense: 84248, Current HP: 1096, A Avg: 1153996, D Avg: 117947, [Big Bang[171, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 697: HP: 1034, STR: 171, VIT: 126, SPD: 7, LUK: 1, Attack: 138536, Defense: 84015, Current HP: 1034, A Avg: 1154004, D Avg: 117620, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 696: HP: 798, STR: 172, VIT: 139, SPD: 9, LUK: 1, Attack: 138538, Defense: 84145, Current HP: 798, A Avg: 1154021, D Avg: 117802, [Big Bang[171, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 695: HP: 779, STR: 172, VIT: 527, SPD: 9, LUK: 1, Attack: 138538, Defense: 86197, Current HP: 779, A Avg: 1154021, D Avg: 120675, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 694: HP: 796, STR: 172, VIT: 87, SPD: 7, LUK: 2, Attack: 138538, Defense: 85705, Current HP: 796, A Avg: 1154021, D Avg: 119986, [Big Bang[171, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 693: HP: 646, STR: 2452, VIT: 187, SPD: 7, LUK: 1, Attack: 138541, Defense: 85051, Current HP: 646, A Avg: 1154046, D Avg: 119071, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 692: HP: 741, STR: 2452, VIT: 226, SPD: 7, LUK: 1, Attack: 138541, Defense: 85090, Current HP: 741, A Avg: 1154046, D Avg: 119125, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 691: HP: 741, STR: 2452, VIT: 208, SPD: 7, LUK: 1, Attack: 138541, Defense: 85072, Current HP: 741, A Avg: 1154046, D Avg: 119100, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 690: HP: 570, STR: 2452, VIT: 195, SPD: 8, LUK: 1, Attack: 138541, Defense: 84617, Current HP: 570, A Avg: 1154046, D Avg: 118463, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 689: HP: 665, STR: 2452, VIT: 232, SPD: 8, LUK: 1, Attack: 138541, Defense: 84654, Current HP: 665, A Avg: 1154046, D Avg: 118515, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 688: HP: 665, STR: 2452, VIT: 215, SPD: 8, LUK: 1, Attack: 138541, Defense: 84637, Current HP: 665, A Avg: 1154046, D Avg: 118491, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 687: HP: 1095, STR: 174, VIT: 334, SPD: 9, LUK: 1, Attack: 138541, Defense: 85952, Current HP: 1095, A Avg: 1154046, D Avg: 120332, [Big Bang[171, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 686: HP: 733, STR: 175, VIT: 221, SPD: 7, LUK: 2, Attack: 138542, Defense: 85059, Current HP: 733, A Avg: 1154054, D Avg: 119082, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 685: HP: 1070, STR: 176, VIT: 301, SPD: 7, LUK: 1, Attack: 138544, Defense: 86413, Current HP: 1070, A Avg: 1154071, D Avg: 120978, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 684: HP: 1590, STR: 176, VIT: 213, SPD: 7, LUK: 1, Attack: 138544, Defense: 86325, Current HP: 1590, A Avg: 1154071, D Avg: 120854, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 683: HP: 1100, STR: 176, VIT: 213, SPD: 14, LUK: 1, Attack: 138544, Defense: 86325, Current HP: 1100, A Avg: 1154071, D Avg: 120854, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 682: HP: 1080, STR: 176, VIT: 224, SPD: 12, LUK: 1, Attack: 138544, Defense: 86336, Current HP: 1080, A Avg: 1154071, D Avg: 120870, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 681: HP: 1449, STR: 176, VIT: 332, SPD: 7, LUK: 1, Attack: 138544, Defense: 86444, Current HP: 1449, A Avg: 1154071, D Avg: 121021, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 680: HP: 1120, STR: 176, VIT: 244, SPD: 12, LUK: 1, Attack: 138544, Defense: 86356, Current HP: 1120, A Avg: 1154071, D Avg: 120898, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 679: HP: 836, STR: 176, VIT: 100, SPD: 7, LUK: 1, Attack: 138544, Defense: 84964, Current HP: 836, A Avg: 1154071, D Avg: 118949, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 678: HP: 931, STR: 176, VIT: 139, SPD: 7, LUK: 1, Attack: 138544, Defense: 85003, Current HP: 931, A Avg: 1154071, D Avg: 119004, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 677: HP: 931, STR: 176, VIT: 121, SPD: 7, LUK: 1, Attack: 138544, Defense: 84985, Current HP: 931, A Avg: 1154071, D Avg: 118978, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 676: HP: 760, STR: 176, VIT: 112, SPD: 8, LUK: 1, Attack: 138544, Defense: 84534, Current HP: 760, A Avg: 1154071, D Avg: 118347, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 675: HP: 855, STR: 176, VIT: 149, SPD: 8, LUK: 1, Attack: 138544, Defense: 84571, Current HP: 855, A Avg: 1154071, D Avg: 118399, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 674: HP: 855, STR: 176, VIT: 132, SPD: 8, LUK: 1, Attack: 138544, Defense: 84554, Current HP: 855, A Avg: 1154071, D Avg: 118375, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 673: HP: 1020, STR: 177, VIT: 546, SPD: 9, LUK: 1, Attack: 138545, Defense: 85384, Current HP: 1020, A Avg: 1154079, D Avg: 119537, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 672: HP: 551, STR: 2455, VIT: 244, SPD: 7, LUK: 1, Attack: 138546, Defense: 84835, Current HP: 551, A Avg: 1154088, D Avg: 118768, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 671: HP: 646, STR: 2455, VIT: 282, SPD: 7, LUK: 1, Attack: 138546, Defense: 84873, Current HP: 646, A Avg: 1154088, D Avg: 118822, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 670: HP: 646, STR: 2455, VIT: 265, SPD: 7, LUK: 1, Attack: 138546, Defense: 84856, Current HP: 646, A Avg: 1154088, D Avg: 118798, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 669: HP: 589, STR: 2455, VIT: 253, SPD: 7, LUK: 1, Attack: 138546, Defense: 87171, Current HP: 589, A Avg: 1154088, D Avg: 122039, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 668: HP: 684, STR: 2455, VIT: 290, SPD: 7, LUK: 1, Attack: 138546, Defense: 87208, Current HP: 684, A Avg: 1154088, D Avg: 122091, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 667: HP: 684, STR: 2455, VIT: 273, SPD: 7, LUK: 1, Attack: 138546, Defense: 87191, Current HP: 684, A Avg: 1154088, D Avg: 122067, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 666: HP: 836, STR: 178, VIT: 69, SPD: 7, LUK: 2, Attack: 138547, Defense: 84309, Current HP: 836, A Avg: 1154096, D Avg: 118032, [Big Bang[171, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 665: HP: 741, STR: 179, VIT: 161, SPD: 7, LUK: 1, Attack: 138548, Defense: 84752, Current HP: 741, A Avg: 1154104, D Avg: 118652, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 664: HP: 836, STR: 179, VIT: 199, SPD: 7, LUK: 1, Attack: 138548, Defense: 84790, Current HP: 836, A Avg: 1154104, D Avg: 118705, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 663: HP: 836, STR: 179, VIT: 182, SPD: 7, LUK: 1, Attack: 138548, Defense: 84773, Current HP: 836, A Avg: 1154104, D Avg: 118682, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 662: HP: 1133, STR: 179, VIT: 310, SPD: 9, LUK: 1, Attack: 138548, Defense: 84550, Current HP: 1133, A Avg: 1154104, D Avg: 118369, [Big Bang[171, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 661: HP: 532, STR: 2457, VIT: 159, SPD: 7, LUK: 1, Attack: 138549, Defense: 84165, Current HP: 532, A Avg: 1154113, D Avg: 117830, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 660: HP: 627, STR: 2457, VIT: 197, SPD: 7, LUK: 1, Attack: 138549, Defense: 84203, Current HP: 627, A Avg: 1154113, D Avg: 117884, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 659: HP: 627, STR: 2457, VIT: 180, SPD: 7, LUK: 1, Attack: 138549, Defense: 84186, Current HP: 627, A Avg: 1154113, D Avg: 117860, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 658: HP: 513, STR: 2457, VIT: 547, SPD: 7, LUK: 1, Attack: 138549, Defense: 86217, Current HP: 513, A Avg: 1154113, D Avg: 120703, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 657: HP: 608, STR: 2457, VIT: 585, SPD: 7, LUK: 1, Attack: 138549, Defense: 86255, Current HP: 608, A Avg: 1154113, D Avg: 120756, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 656: HP: 608, STR: 2457, VIT: 568, SPD: 7, LUK: 1, Attack: 138549, Defense: 86238, Current HP: 608, A Avg: 1154113, D Avg: 120733, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 655: HP: 1350, STR: 182, VIT: 76, SPD: 7, LUK: 1, Attack: 138553, Defense: 84082, Current HP: 1350, A Avg: 1154146, D Avg: 117714, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 654: HP: 1038, STR: 182, VIT: 66, SPD: 7, LUK: 2, Attack: 138553, Defense: 84072, Current HP: 1038, A Avg: 1154146, D Avg: 117700, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 653: HP: 756, STR: 184, VIT: 56, SPD: 7, LUK: 2, Attack: 138556, Defense: 84556, Current HP: 756, A Avg: 1154171, D Avg: 118378, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Search Ring[317, 0, 0, 0]]
