Rank 1000: HP: 1680, STR: 365, VIT: 441, SPD: 51, LUK: 1, Attack: 138827, Defense: 86553, Current HP: 1680, A Avg: 1156428, D Avg: 121174, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 762: HP: 1973, STR: 632, VIT: 1299, SPD: 36, LUK: 1, Attack: 139228, Defense: 88867, Current HP: 1973, A Avg: 1159769, D Avg: 124413, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 761: HP: 1092, STR: 2918, VIT: 632, SPD: 51, LUK: 1, Attack: 139240, Defense: 87433, Current HP: 1092, A Avg: 1159869, D Avg: 122406, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 760: HP: 1776, STR: 642, VIT: 645, SPD: 31, LUK: 1, Attack: 139243, Defense: 84534, Current HP: 1776, A Avg: 1159894, D Avg: 118347, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 759: HP: 1080, STR: 649, VIT: 485, SPD: 34, LUK: 1, Attack: 139253, Defense: 85076, Current HP: 1080, A Avg: 1159977, D Avg: 119106, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 758: HP: 1704, STR: 651, VIT: 661, SPD: 31, LUK: 1, Attack: 139256, Defense: 84667, Current HP: 1704, A Avg: 1160002, D Avg: 118533, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 757: HP: 1660, STR: 653, VIT: 421, SPD: 31, LUK: 2, Attack: 139259, Defense: 86533, Current HP: 1660, A Avg: 1160027, D Avg: 121146, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 756: HP: 927, STR: 2931, VIT: 253, SPD: 51, LUK: 1, Attack: 139260, Defense: 84753, Current HP: 927, A Avg: 1160035, D Avg: 118654, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 755: HP: 997, STR: 5180, VIT: 637, SPD: 38, LUK: 1, Attack: 139262, Defense: 85865, Current HP: 997, A Avg: 1160052, D Avg: 120210, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 754: HP: 2240, STR: 655, VIT: 1048, SPD: 31, LUK: 1, Attack: 139262, Defense: 87160, Current HP: 2240, A Avg: 1160052, D Avg: 122023, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 753: HP: 807, STR: 2934, VIT: 212, SPD: 31, LUK: 1, Attack: 139264, Defense: 84400, Current HP: 807, A Avg: 1160069, D Avg: 118159, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 752: HP: 1218, STR: 2934, VIT: 153, SPD: 31, LUK: 1, Attack: 139264, Defense: 84341, Current HP: 1218, A Avg: 1160069, D Avg: 118077, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 751: HP: 836, STR: 2934, VIT: 153, SPD: 58, LUK: 1, Attack: 139264, Defense: 84341, Current HP: 836, A Avg: 1160069, D Avg: 118077, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 750: HP: 1144, STR: 2934, VIT: 242, SPD: 31, LUK: 1, Attack: 139264, Defense: 84430, Current HP: 1144, A Avg: 1160069, D Avg: 118201, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 749: HP: 1385, STR: 660, VIT: 523, SPD: 36, LUK: 1, Attack: 139270, Defense: 85114, Current HP: 1385, A Avg: 1160119, D Avg: 119159, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 748: HP: 437, STR: 5191, VIT: 80, SPD: 51, LUK: 1, Attack: 139278, Defense: 87908, Current HP: 437, A Avg: 1160185, D Avg: 123071, [Neural Edge[190, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 747: HP: 798, STR: 2945, VIT: 212, SPD: 31, LUK: 1, Attack: 139281, Defense: 84400, Current HP: 798, A Avg: 1160210, D Avg: 118159, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 746: HP: 798, STR: 2945, VIT: 242, SPD: 31, LUK: 1, Attack: 139281, Defense: 84430, Current HP: 798, A Avg: 1160210, D Avg: 118201, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 745: HP: 1363, STR: 2945, VIT: 174, SPD: 31, LUK: 1, Attack: 139281, Defense: 84362, Current HP: 1363, A Avg: 1160210, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 744: HP: 1206, STR: 668, VIT: 419, SPD: 31, LUK: 1, Attack: 139282, Defense: 87337, Current HP: 1206, A Avg: 1160219, D Avg: 122271, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 743: HP: 1301, STR: 668, VIT: 518, SPD: 31, LUK: 1, Attack: 139282, Defense: 87436, Current HP: 1301, A Avg: 1160219, D Avg: 122410, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 742: HP: 1301, STR: 668, VIT: 439, SPD: 31, LUK: 1, Attack: 139282, Defense: 87357, Current HP: 1301, A Avg: 1160219, D Avg: 122299, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 741: HP: 1919, STR: 676, VIT: 1308, SPD: 31, LUK: 1, Attack: 139294, Defense: 86302, Current HP: 1919, A Avg: 1160319, D Avg: 120822, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 740: HP: 817, STR: 2956, VIT: 163, SPD: 31, LUK: 2, Attack: 139297, Defense: 84351, Current HP: 817, A Avg: 1160344, D Avg: 118091, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 739: HP: 1420, STR: 678, VIT: 454, SPD: 38, LUK: 1, Attack: 139297, Defense: 84177, Current HP: 1420, A Avg: 1160344, D Avg: 117847, [Big Bang[171, 0, 0, 0], Pot Lid[201, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 738: HP: 1420, STR: 678, VIT: 454, SPD: 38, LUK: 1, Attack: 139297, Defense: 84187, Current HP: 1420, A Avg: 1160344, D Avg: 117861, [Big Bang[171, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 737: HP: 1349, STR: 678, VIT: 487, SPD: 38, LUK: 1, Attack: 139297, Defense: 84356, Current HP: 1349, A Avg: 1160344, D Avg: 118098, [Big Bang[171, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 736: HP: 1349, STR: 678, VIT: 493, SPD: 38, LUK: 1, Attack: 139297, Defense: 84297, Current HP: 1349, A Avg: 1160344, D Avg: 118015, [Big Bang[171, 0, 0, 0], Iron Shield[204, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 735: HP: 1349, STR: 678, VIT: 517, SPD: 38, LUK: 1, Attack: 139297, Defense: 84380, Current HP: 1349, A Avg: 1160344, D Avg: 118131, [Big Bang[171, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 734: HP: 1349, STR: 678, VIT: 539, SPD: 38, LUK: 1, Attack: 139297, Defense: 84428, Current HP: 1349, A Avg: 1160344, D Avg: 118199, [Big Bang[171, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 733: HP: 1420, STR: 678, VIT: 543, SPD: 38, LUK: 1, Attack: 139297, Defense: 84419, Current HP: 1420, A Avg: 1160344, D Avg: 118186, [Big Bang[171, 0, 0, 0], Magic Shield[207, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 732: HP: 1548, STR: 678, VIT: 600, SPD: 38, LUK: 1, Attack: 139297, Defense: 84437, Current HP: 1548, A Avg: 1160344, D Avg: 118211, [Big Bang[171, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 731: HP: 1480, STR: 678, VIT: 504, SPD: 38, LUK: 1, Attack: 139297, Defense: 84276, Current HP: 1480, A Avg: 1160344, D Avg: 117986, [Big Bang[171, 0, 0, 0], Clear Shield[211, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 730: HP: 1520, STR: 678, VIT: 543, SPD: 38, LUK: 1, Attack: 139297, Defense: 84562, Current HP: 1520, A Avg: 1160344, D Avg: 118386, [Big Bang[171, 0, 0, 0], Prism Shield[212, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 729: HP: 1425, STR: 678, VIT: 528, SPD: 38, LUK: 1, Attack: 139297, Defense: 84456, Current HP: 1425, A Avg: 1160344, D Avg: 118238, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 728: HP: 1786, STR: 678, VIT: 672, SPD: 38, LUK: 1, Attack: 139297, Defense: 85234, Current HP: 1786, A Avg: 1160344, D Avg: 119327, [Big Bang[171, 0, 0, 0], Slime Shield[221, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 727: HP: 1675, STR: 678, VIT: 517, SPD: 38, LUK: 1, Attack: 139297, Defense: 84445, Current HP: 1675, A Avg: 1160344, D Avg: 118222, [Big Bang[171, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 726: HP: 1420, STR: 678, VIT: 1041, SPD: 38, LUK: 1, Attack: 139297, Defense: 87829, Current HP: 1420, A Avg: 1160344, D Avg: 122960, [Big Bang[171, 0, 0, 0], Energy Shield[227, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 725: HP: 2840, STR: 678, VIT: 476, SPD: 38, LUK: 1, Attack: 139297, Defense: 86393, Current HP: 2840, A Avg: 1160344, D Avg: 120950, [Big Bang[171, 0, 0, 0], Frying Pan[231, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 724: HP: 1964, STR: 678, VIT: 732, SPD: 38, LUK: 1, Attack: 139297, Defense: 85466, Current HP: 1964, A Avg: 1160344, D Avg: 119652, [Big Bang[171, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 723: HP: 1750, STR: 678, VIT: 672, SPD: 38, LUK: 1, Attack: 139297, Defense: 86147, Current HP: 1750, A Avg: 1160344, D Avg: 120605, [Big Bang[171, 0, 0, 0], Mist Shield[233, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 722: HP: 1539, STR: 678, VIT: 889, SPD: 38, LUK: 1, Attack: 139297, Defense: 85857, Current HP: 1539, A Avg: 1160344, D Avg: 120199, [Big Bang[171, 0, 0, 0], Huge Shield[234, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 721: HP: 1463, STR: 678, VIT: 993, SPD: 38, LUK: 1, Attack: 139297, Defense: 87833, Current HP: 1463, A Avg: 1160344, D Avg: 122966, [Big Bang[171, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 720: HP: 1990, STR: 678, VIT: 809, SPD: 38, LUK: 1, Attack: 139297, Defense: 88234, Current HP: 1990, A Avg: 1160344, D Avg: 123527, [Big Bang[171, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 719: HP: 1349, STR: 678, VIT: 454, SPD: 38, LUK: 1, Attack: 139297, Defense: 87243, Current HP: 1349, A Avg: 1160344, D Avg: 122140, [Big Bang[171, 0, 0, 0], Graffiti[243, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 718: HP: 1349, STR: 678, VIT: 1242, SPD: 38, LUK: 1, Attack: 139297, Defense: 91020, Current HP: 1349, A Avg: 1160344, D Avg: 127427, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 717: HP: 1824, STR: 678, VIT: 1726, SPD: 38, LUK: 1, Attack: 139297, Defense: 88514, Current HP: 1824, A Avg: 1160344, D Avg: 123919, [Big Bang[171, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 716: HP: 1634, STR: 678, VIT: 790, SPD: 40, LUK: 1, Attack: 139297, Defense: 86668, Current HP: 1634, A Avg: 1160344, D Avg: 121335, [Big Bang[171, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 715: HP: 2010, STR: 678, VIT: 833, SPD: 38, LUK: 1, Attack: 139297, Defense: 87049, Current HP: 2010, A Avg: 1160344, D Avg: 121868, [Big Bang[171, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 714: HP: 1820, STR: 678, VIT: 1027, SPD: 38, LUK: 1, Attack: 139297, Defense: 88062, Current HP: 1820, A Avg: 1160344, D Avg: 123286, [Big Bang[171, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 713: HP: 1420, STR: 678, VIT: 927, SPD: 38, LUK: 1, Attack: 139297, Defense: 87975, Current HP: 1420, A Avg: 1160344, D Avg: 123164, [Big Bang[171, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 712: HP: 1368, STR: 680, VIT: 595, SPD: 31, LUK: 2, Attack: 139300, Defense: 85589, Current HP: 1368, A Avg: 1160368, D Avg: 119824, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 711: HP: 2945, STR: 4988, VIT: 1242, SPD: 38, LUK: 1, Attack: 139305, Defense: 89070, Current HP: 2945, A Avg: 1160410, D Avg: 124697, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 710: HP: 1007, STR: 691, VIT: 109, SPD: 31, LUK: 1, Attack: 139316, Defense: 83972, Current HP: 1007, A Avg: 1160502, D Avg: 117560, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 709: HP: 1368, STR: 700, VIT: 543, SPD: 38, LUK: 1, Attack: 139330, Defense: 84549, Current HP: 1368, A Avg: 1160618, D Avg: 118368, [Big Bang[171, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 708: HP: 1349, STR: 700, VIT: 2425, SPD: 38, LUK: 1, Attack: 139330, Defense: 88095, Current HP: 1349, A Avg: 1160618, D Avg: 123332, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 707: HP: 798, STR: 2979, VIT: 143, SPD: 34, LUK: 2, Attack: 139332, Defense: 84279, Current HP: 798, A Avg: 1160635, D Avg: 117990, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 706: HP: 1290, STR: 706, VIT: 265, SPD: 34, LUK: 1, Attack: 139339, Defense: 84154, Current HP: 1290, A Avg: 1160693, D Avg: 117815, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 705: HP: 1533, STR: 709, VIT: 611, SPD: 38, LUK: 1, Attack: 139343, Defense: 84552, Current HP: 1533, A Avg: 1160727, D Avg: 118372, [Big Bang[171, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 704: HP: 1606, STR: 717, VIT: 293, SPD: 36, LUK: 1, Attack: 139355, Defense: 84182, Current HP: 1606, A Avg: 1160827, D Avg: 117854, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 703: HP: 1214, STR: 719, VIT: 276, SPD: 34, LUK: 1, Attack: 139358, Defense: 84282, Current HP: 1214, A Avg: 1160852, D Avg: 117994, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 702: HP: 1034, STR: 2998, VIT: 301, SPD: 31, LUK: 1, Attack: 139360, Defense: 84489, Current HP: 1034, A Avg: 1160868, D Avg: 118284, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 701: HP: 1375, STR: 3000, VIT: 153, SPD: 31, LUK: 1, Attack: 139363, Defense: 84341, Current HP: 1375, A Avg: 1160893, D Avg: 118077, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 700: HP: 1056, STR: 3000, VIT: 143, SPD: 31, LUK: 2, Attack: 139363, Defense: 84331, Current HP: 1056, A Avg: 1160893, D Avg: 118063, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 699: HP: 2698, STR: 7097, VIT: 466, SPD: 31, LUK: 1, Attack: 139365, Defense: 88294, Current HP: 2698, A Avg: 1160910, D Avg: 123611, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 698: HP: 969, STR: 5251, VIT: 80, SPD: 34, LUK: 1, Attack: 139368, Defense: 86868, Current HP: 969, A Avg: 1160935, D Avg: 121615, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 697: HP: 1064, STR: 5251, VIT: 180, SPD: 34, LUK: 1, Attack: 139368, Defense: 86968, Current HP: 1064, A Avg: 1160935, D Avg: 121755, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 696: HP: 1064, STR: 5251, VIT: 101, SPD: 34, LUK: 1, Attack: 139368, Defense: 86889, Current HP: 1064, A Avg: 1160935, D Avg: 121644, [Neural Edge[190, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 695: HP: 1526, STR: 731, VIT: 304, SPD: 36, LUK: 1, Attack: 139376, Defense: 84310, Current HP: 1526, A Avg: 1161002, D Avg: 118033, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 694: HP: 1558, STR: 732, VIT: 1066, SPD: 31, LUK: 1, Attack: 139378, Defense: 88634, Current HP: 1558, A Avg: 1161018, D Avg: 124087, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 693: HP: 418, STR: 5261, VIT: 60, SPD: 34, LUK: 1, Attack: 139383, Defense: 84196, Current HP: 418, A Avg: 1161060, D Avg: 117874, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 692: HP: 1743, STR: 748, VIT: 550, SPD: 34, LUK: 1, Attack: 139402, Defense: 86662, Current HP: 1743, A Avg: 1161218, D Avg: 121326, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 691: HP: 1349, STR: 753, VIT: 543, SPD: 40, LUK: 1, Attack: 139409, Defense: 84568, Current HP: 1349, A Avg: 1161276, D Avg: 118395, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 690: HP: 1026, STR: 753, VIT: 358, SPD: 31, LUK: 1, Attack: 139409, Defense: 84949, Current HP: 1026, A Avg: 1161276, D Avg: 118928, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 689: HP: 997, STR: 759, VIT: 89, SPD: 31, LUK: 1, Attack: 139418, Defense: 84277, Current HP: 997, A Avg: 1161351, D Avg: 117987, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 688: HP: 1508, STR: 759, VIT: 70, SPD: 31, LUK: 1, Attack: 139418, Defense: 84258, Current HP: 1508, A Avg: 1161351, D Avg: 117961, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 687: HP: 1026, STR: 759, VIT: 70, SPD: 58, LUK: 1, Attack: 139418, Defense: 84258, Current HP: 1026, A Avg: 1161351, D Avg: 117961, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 686: HP: 1007, STR: 759, VIT: 80, SPD: 51, LUK: 1, Attack: 139418, Defense: 84268, Current HP: 1007, A Avg: 1161351, D Avg: 117975, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 685: HP: 1364, STR: 759, VIT: 119, SPD: 31, LUK: 1, Attack: 139418, Defense: 84307, Current HP: 1364, A Avg: 1161351, D Avg: 118029, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 684: HP: 1045, STR: 759, VIT: 101, SPD: 51, LUK: 1, Attack: 139418, Defense: 84289, Current HP: 1045, A Avg: 1161351, D Avg: 118004, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 683: HP: 997, STR: 760, VIT: 89, SPD: 34, LUK: 1, Attack: 139420, Defense: 84225, Current HP: 997, A Avg: 1161368, D Avg: 117914, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 682: HP: 1508, STR: 760, VIT: 70, SPD: 34, LUK: 1, Attack: 139420, Defense: 84206, Current HP: 1508, A Avg: 1161368, D Avg: 117888, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 681: HP: 1026, STR: 760, VIT: 70, SPD: 60, LUK: 1, Attack: 139420, Defense: 84206, Current HP: 1026, A Avg: 1161368, D Avg: 117888, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 680: HP: 1007, STR: 760, VIT: 80, SPD: 54, LUK: 1, Attack: 139420, Defense: 84216, Current HP: 1007, A Avg: 1161368, D Avg: 117902, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 679: HP: 1364, STR: 760, VIT: 119, SPD: 34, LUK: 1, Attack: 139420, Defense: 84255, Current HP: 1364, A Avg: 1161368, D Avg: 117956, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 678: HP: 1045, STR: 760, VIT: 101, SPD: 54, LUK: 1, Attack: 139420, Defense: 84237, Current HP: 1045, A Avg: 1161368, D Avg: 117931, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 677: HP: 2090, STR: 762, VIT: 591, SPD: 36, LUK: 1, Attack: 139423, Defense: 86703, Current HP: 2090, A Avg: 1161393, D Avg: 121384, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 676: HP: 1624, STR: 768, VIT: 613, SPD: 38, LUK: 1, Attack: 139432, Defense: 84853, Current HP: 1624, A Avg: 1161468, D Avg: 118794, [Big Bang[171, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 675: HP: 988, STR: 770, VIT: 119, SPD: 31, LUK: 1, Attack: 139435, Defense: 84307, Current HP: 988, A Avg: 1161493, D Avg: 118029, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 674: HP: 1653, STR: 770, VIT: 91, SPD: 31, LUK: 1, Attack: 139435, Defense: 84279, Current HP: 1653, A Avg: 1161493, D Avg: 117990, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 673: HP: 988, STR: 770, VIT: 119, SPD: 34, LUK: 1, Attack: 139435, Defense: 84255, Current HP: 988, A Avg: 1161493, D Avg: 117956, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 672: HP: 1653, STR: 770, VIT: 91, SPD: 34, LUK: 1, Attack: 139435, Defense: 84227, Current HP: 1653, A Avg: 1161493, D Avg: 117917, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 671: HP: 855, STR: 3056, VIT: 462, SPD: 51, LUK: 1, Attack: 139447, Defense: 85053, Current HP: 855, A Avg: 1161593, D Avg: 119074, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 670: HP: 1035, STR: 3056, VIT: 502, SPD: 51, LUK: 1, Attack: 139447, Defense: 87420, Current HP: 1035, A Avg: 1161593, D Avg: 122387, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 669: HP: 1206, STR: 780, VIT: 398, SPD: 31, LUK: 2, Attack: 139450, Defense: 87316, Current HP: 1206, A Avg: 1161618, D Avg: 122242, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 668: HP: 1440, STR: 780, VIT: 737, SPD: 34, LUK: 1, Attack: 139450, Defense: 85731, Current HP: 1440, A Avg: 1161618, D Avg: 120023, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 667: HP: 1800, STR: 5148, VIT: 1424, SPD: 34, LUK: 1, Attack: 139464, Defense: 89252, Current HP: 1800, A Avg: 1161735, D Avg: 124952, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 666: HP: 1459, STR: 793, VIT: 543, SPD: 38, LUK: 1, Attack: 139469, Defense: 85043, Current HP: 1459, A Avg: 1161776, D Avg: 119060, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 665: HP: 1763, STR: 795, VIT: 786, SPD: 36, LUK: 1, Attack: 139472, Defense: 85780, Current HP: 1763, A Avg: 1161801, D Avg: 120091, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
