Rank 1000: HP: 2088, STR: 1304, VIT: 122, SPD: 59, LUK: 1, Attack: 140236, Defense: 84466, Current HP: 2088, A Avg: 1168165, D Avg: 118252, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 746: HP: 1300, STR: 4054, VIT: 437, SPD: 55, LUK: 1, Attack: 140944, Defense: 84209, Current HP: 1300, A Avg: 1174063, D Avg: 117892, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 745: HP: 1300, STR: 4054, VIT: 296, SPD: 55, LUK: 1, Attack: 140944, Defense: 84068, Current HP: 1300, A Avg: 1174063, D Avg: 117695, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 744: HP: 1240, STR: 4054, VIT: 346, SPD: 55, LUK: 1, Attack: 140944, Defense: 84365, Current HP: 1240, A Avg: 1174063, D Avg: 118110, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 743: HP: 1340, STR: 4054, VIT: 508, SPD: 55, LUK: 1, Attack: 140944, Defense: 84527, Current HP: 1340, A Avg: 1174063, D Avg: 118337, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 742: HP: 1340, STR: 4054, VIT: 367, SPD: 55, LUK: 1, Attack: 140944, Defense: 84386, Current HP: 1340, A Avg: 1174063, D Avg: 118140, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 741: HP: 1159, STR: 4054, VIT: 289, SPD: 55, LUK: 1, Attack: 140944, Defense: 84217, Current HP: 1159, A Avg: 1174063, D Avg: 117903, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 740: HP: 1254, STR: 4054, VIT: 458, SPD: 55, LUK: 1, Attack: 140944, Defense: 84386, Current HP: 1254, A Avg: 1174063, D Avg: 118140, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 739: HP: 1254, STR: 4054, VIT: 311, SPD: 55, LUK: 1, Attack: 140944, Defense: 84239, Current HP: 1254, A Avg: 1174063, D Avg: 117934, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 738: HP: 1716, STR: 4054, VIT: 568, SPD: 55, LUK: 1, Attack: 140944, Defense: 85130, Current HP: 1716, A Avg: 1174063, D Avg: 119181, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 737: HP: 1816, STR: 4054, VIT: 730, SPD: 55, LUK: 1, Attack: 140944, Defense: 85292, Current HP: 1816, A Avg: 1174063, D Avg: 119408, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 736: HP: 1816, STR: 4054, VIT: 589, SPD: 55, LUK: 1, Attack: 140944, Defense: 85151, Current HP: 1816, A Avg: 1174063, D Avg: 119211, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 735: HP: 1637, STR: 4054, VIT: 278, SPD: 55, LUK: 1, Attack: 140944, Defense: 84206, Current HP: 1637, A Avg: 1174063, D Avg: 117888, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 734: HP: 1732, STR: 4054, VIT: 448, SPD: 55, LUK: 1, Attack: 140944, Defense: 84376, Current HP: 1732, A Avg: 1174063, D Avg: 118126, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 733: HP: 1732, STR: 4054, VIT: 300, SPD: 55, LUK: 1, Attack: 140944, Defense: 84228, Current HP: 1732, A Avg: 1174063, D Avg: 117919, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 732: HP: 1140, STR: 4054, VIT: 1000, SPD: 55, LUK: 1, Attack: 140944, Defense: 87788, Current HP: 1140, A Avg: 1174063, D Avg: 122903, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 731: HP: 1240, STR: 4054, VIT: 1162, SPD: 55, LUK: 1, Attack: 140944, Defense: 87950, Current HP: 1240, A Avg: 1174063, D Avg: 123129, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 730: HP: 1240, STR: 4054, VIT: 1020, SPD: 55, LUK: 1, Attack: 140944, Defense: 87808, Current HP: 1240, A Avg: 1174063, D Avg: 122931, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 729: HP: 3002, STR: 4054, VIT: 204, SPD: 55, LUK: 1, Attack: 140944, Defense: 86121, Current HP: 3002, A Avg: 1174063, D Avg: 120569, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 728: HP: 3097, STR: 4054, VIT: 374, SPD: 55, LUK: 1, Attack: 140944, Defense: 86291, Current HP: 3097, A Avg: 1174063, D Avg: 120807, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 727: HP: 3097, STR: 4054, VIT: 226, SPD: 55, LUK: 1, Attack: 140944, Defense: 86143, Current HP: 3097, A Avg: 1174063, D Avg: 120600, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 726: HP: 1924, STR: 4054, VIT: 659, SPD: 55, LUK: 1, Attack: 140944, Defense: 85393, Current HP: 1924, A Avg: 1174063, D Avg: 119550, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 725: HP: 2024, STR: 4054, VIT: 821, SPD: 55, LUK: 1, Attack: 140944, Defense: 85555, Current HP: 2024, A Avg: 1174063, D Avg: 119776, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 724: HP: 2024, STR: 4054, VIT: 680, SPD: 55, LUK: 1, Attack: 140944, Defense: 85414, Current HP: 2024, A Avg: 1174063, D Avg: 119579, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 723: HP: 1620, STR: 4054, VIT: 568, SPD: 55, LUK: 1, Attack: 140944, Defense: 86043, Current HP: 1620, A Avg: 1174063, D Avg: 120460, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 722: HP: 1720, STR: 4054, VIT: 730, SPD: 55, LUK: 1, Attack: 140944, Defense: 86205, Current HP: 1720, A Avg: 1174063, D Avg: 120686, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 721: HP: 1720, STR: 4054, VIT: 589, SPD: 55, LUK: 1, Attack: 140944, Defense: 86064, Current HP: 1720, A Avg: 1174063, D Avg: 120489, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 720: HP: 1273, STR: 4054, VIT: 943, SPD: 55, LUK: 1, Attack: 140944, Defense: 85911, Current HP: 1273, A Avg: 1174063, D Avg: 120275, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 719: HP: 1368, STR: 4054, VIT: 1113, SPD: 55, LUK: 1, Attack: 140944, Defense: 86081, Current HP: 1368, A Avg: 1174063, D Avg: 120513, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 718: HP: 1368, STR: 4054, VIT: 965, SPD: 55, LUK: 1, Attack: 140944, Defense: 85933, Current HP: 1368, A Avg: 1174063, D Avg: 120306, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 717: HP: 1197, STR: 4054, VIT: 1045, SPD: 55, LUK: 1, Attack: 140944, Defense: 87885, Current HP: 1197, A Avg: 1174063, D Avg: 123038, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 716: HP: 1292, STR: 4054, VIT: 1207, SPD: 55, LUK: 1, Attack: 140944, Defense: 88047, Current HP: 1292, A Avg: 1174063, D Avg: 123265, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 715: HP: 1292, STR: 4054, VIT: 1066, SPD: 55, LUK: 1, Attack: 140944, Defense: 87906, Current HP: 1292, A Avg: 1174063, D Avg: 123068, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 714: HP: 2160, STR: 4054, VIT: 830, SPD: 55, LUK: 1, Attack: 140944, Defense: 88255, Current HP: 2160, A Avg: 1174063, D Avg: 123556, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 713: HP: 2260, STR: 4054, VIT: 991, SPD: 55, LUK: 1, Attack: 140944, Defense: 88416, Current HP: 2260, A Avg: 1174063, D Avg: 123782, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 712: HP: 2260, STR: 4054, VIT: 850, SPD: 55, LUK: 1, Attack: 140944, Defense: 88275, Current HP: 2260, A Avg: 1174063, D Avg: 123584, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 711: HP: 1083, STR: 4054, VIT: 195, SPD: 55, LUK: 1, Attack: 140944, Defense: 86984, Current HP: 1083, A Avg: 1174063, D Avg: 121777, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 710: HP: 1178, STR: 4054, VIT: 356, SPD: 55, LUK: 1, Attack: 140944, Defense: 87145, Current HP: 1178, A Avg: 1174063, D Avg: 122002, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 709: HP: 1178, STR: 4054, VIT: 215, SPD: 55, LUK: 1, Attack: 140944, Defense: 87004, Current HP: 1178, A Avg: 1174063, D Avg: 121805, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 708: HP: 1083, STR: 4054, VIT: 1606, SPD: 55, LUK: 1, Attack: 140944, Defense: 91384, Current HP: 1083, A Avg: 1174063, D Avg: 127937, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 707: HP: 1178, STR: 4054, VIT: 1767, SPD: 55, LUK: 1, Attack: 140944, Defense: 91545, Current HP: 1178, A Avg: 1174063, D Avg: 128162, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 706: HP: 1178, STR: 4054, VIT: 1626, SPD: 55, LUK: 1, Attack: 140944, Defense: 91404, Current HP: 1178, A Avg: 1174063, D Avg: 127965, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 705: HP: 1558, STR: 4054, VIT: 2270, SPD: 55, LUK: 1, Attack: 140944, Defense: 89058, Current HP: 1558, A Avg: 1174063, D Avg: 124681, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 704: HP: 1653, STR: 4054, VIT: 2440, SPD: 55, LUK: 1, Attack: 140944, Defense: 89228, Current HP: 1653, A Avg: 1174063, D Avg: 124919, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 703: HP: 1653, STR: 4054, VIT: 2292, SPD: 55, LUK: 1, Attack: 140944, Defense: 89080, Current HP: 1653, A Avg: 1174063, D Avg: 124711, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 702: HP: 1368, STR: 4054, VIT: 780, SPD: 59, LUK: 1, Attack: 140944, Defense: 86658, Current HP: 1368, A Avg: 1174063, D Avg: 121321, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 701: HP: 1463, STR: 4054, VIT: 942, SPD: 59, LUK: 1, Attack: 140944, Defense: 86820, Current HP: 1463, A Avg: 1174063, D Avg: 121547, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 700: HP: 1463, STR: 4054, VIT: 800, SPD: 59, LUK: 1, Attack: 140944, Defense: 86678, Current HP: 1463, A Avg: 1174063, D Avg: 121349, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 699: HP: 2086, STR: 4054, VIT: 756, SPD: 55, LUK: 1, Attack: 140944, Defense: 86972, Current HP: 2086, A Avg: 1174063, D Avg: 121760, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 698: HP: 2181, STR: 4054, VIT: 926, SPD: 55, LUK: 1, Attack: 140944, Defense: 87142, Current HP: 2181, A Avg: 1174063, D Avg: 121998, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 697: HP: 2181, STR: 4054, VIT: 778, SPD: 55, LUK: 1, Attack: 140944, Defense: 86994, Current HP: 2181, A Avg: 1174063, D Avg: 121791, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 696: HP: 1540, STR: 4054, VIT: 892, SPD: 55, LUK: 1, Attack: 140944, Defense: 87927, Current HP: 1540, A Avg: 1174063, D Avg: 123097, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 695: HP: 1640, STR: 4054, VIT: 1054, SPD: 55, LUK: 1, Attack: 140944, Defense: 88089, Current HP: 1640, A Avg: 1174063, D Avg: 123324, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 694: HP: 1640, STR: 4054, VIT: 913, SPD: 55, LUK: 1, Attack: 140944, Defense: 87948, Current HP: 1640, A Avg: 1174063, D Avg: 123127, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 693: HP: 1140, STR: 4054, VIT: 1041, SPD: 55, LUK: 1, Attack: 140944, Defense: 88089, Current HP: 1140, A Avg: 1174063, D Avg: 123324, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 692: HP: 1240, STR: 4054, VIT: 1203, SPD: 55, LUK: 1, Attack: 140944, Defense: 88251, Current HP: 1240, A Avg: 1174063, D Avg: 123551, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 691: HP: 1240, STR: 4054, VIT: 1062, SPD: 55, LUK: 1, Attack: 140944, Defense: 88110, Current HP: 1240, A Avg: 1174063, D Avg: 123353, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 690: HP: 1855, STR: 4056, VIT: 184, SPD: 55, LUK: 1, Attack: 140947, Defense: 84372, Current HP: 1855, A Avg: 1174088, D Avg: 118120, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 689: HP: 1386, STR: 4056, VIT: 174, SPD: 55, LUK: 2, Attack: 140947, Defense: 84362, Current HP: 1386, A Avg: 1174088, D Avg: 118106, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 688: HP: 740, STR: 6304, VIT: 91, SPD: 55, LUK: 1, Attack: 140948, Defense: 83814, Current HP: 740, A Avg: 1174096, D Avg: 117339, [Neural Edge[190, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 687: HP: 740, STR: 6304, VIT: 91, SPD: 55, LUK: 1, Attack: 140948, Defense: 83824, Current HP: 740, A Avg: 1174096, D Avg: 117353, [Neural Edge[190, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 686: HP: 703, STR: 6304, VIT: 106, SPD: 55, LUK: 1, Attack: 140948, Defense: 83975, Current HP: 703, A Avg: 1174096, D Avg: 117564, [Neural Edge[190, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 685: HP: 703, STR: 6304, VIT: 113, SPD: 55, LUK: 1, Attack: 140948, Defense: 83917, Current HP: 703, A Avg: 1174096, D Avg: 117483, [Neural Edge[190, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 684: HP: 703, STR: 6304, VIT: 169, SPD: 55, LUK: 1, Attack: 140948, Defense: 84032, Current HP: 703, A Avg: 1174096, D Avg: 117644, [Neural Edge[190, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 683: HP: 703, STR: 6304, VIT: 191, SPD: 55, LUK: 1, Attack: 140948, Defense: 84080, Current HP: 703, A Avg: 1174096, D Avg: 117711, [Neural Edge[190, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 682: HP: 740, STR: 6304, VIT: 242, SPD: 55, LUK: 1, Attack: 140948, Defense: 84118, Current HP: 740, A Avg: 1174096, D Avg: 117765, [Neural Edge[190, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 681: HP: 1045, STR: 6304, VIT: 317, SPD: 55, LUK: 1, Attack: 140948, Defense: 84154, Current HP: 1045, A Avg: 1174096, D Avg: 117815, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 680: HP: 800, STR: 6304, VIT: 172, SPD: 55, LUK: 1, Attack: 140948, Defense: 83944, Current HP: 800, A Avg: 1174096, D Avg: 117521, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 679: HP: 840, STR: 6304, VIT: 242, SPD: 55, LUK: 1, Attack: 140948, Defense: 84261, Current HP: 840, A Avg: 1174096, D Avg: 117965, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 678: HP: 779, STR: 6304, VIT: 180, SPD: 55, LUK: 1, Attack: 140948, Defense: 84108, Current HP: 779, A Avg: 1174096, D Avg: 117751, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 677: HP: 1316, STR: 6304, VIT: 464, SPD: 55, LUK: 1, Attack: 140948, Defense: 85026, Current HP: 1316, A Avg: 1174096, D Avg: 119036, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 676: HP: 1257, STR: 6304, VIT: 169, SPD: 55, LUK: 1, Attack: 140948, Defense: 84097, Current HP: 1257, A Avg: 1174096, D Avg: 117735, [Neural Edge[190, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 675: HP: 740, STR: 6304, VIT: 896, SPD: 55, LUK: 1, Attack: 140948, Defense: 87684, Current HP: 740, A Avg: 1174096, D Avg: 122757, [Neural Edge[190, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 674: HP: 2622, STR: 6304, VIT: 95, SPD: 55, LUK: 1, Attack: 140948, Defense: 86012, Current HP: 2622, A Avg: 1174096, D Avg: 120416, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 673: HP: 1524, STR: 6304, VIT: 556, SPD: 55, LUK: 1, Attack: 140948, Defense: 85290, Current HP: 1524, A Avg: 1174096, D Avg: 119405, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 672: HP: 1220, STR: 6304, VIT: 464, SPD: 55, LUK: 1, Attack: 140948, Defense: 85939, Current HP: 1220, A Avg: 1174096, D Avg: 120314, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 671: HP: 893, STR: 6304, VIT: 835, SPD: 55, LUK: 1, Attack: 140948, Defense: 85803, Current HP: 893, A Avg: 1174096, D Avg: 120124, [Neural Edge[190, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 670: HP: 817, STR: 6304, VIT: 942, SPD: 55, LUK: 1, Attack: 140948, Defense: 87782, Current HP: 817, A Avg: 1174096, D Avg: 122894, [Neural Edge[190, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 669: HP: 1760, STR: 6304, VIT: 726, SPD: 55, LUK: 1, Attack: 140948, Defense: 88151, Current HP: 1760, A Avg: 1174096, D Avg: 123411, [Neural Edge[190, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 668: HP: 703, STR: 6304, VIT: 91, SPD: 55, LUK: 1, Attack: 140948, Defense: 86880, Current HP: 703, A Avg: 1174096, D Avg: 121631, [Neural Edge[190, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 667: HP: 703, STR: 6304, VIT: 1502, SPD: 55, LUK: 1, Attack: 140948, Defense: 91280, Current HP: 703, A Avg: 1174096, D Avg: 127791, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 666: HP: 1178, STR: 6304, VIT: 2161, SPD: 55, LUK: 1, Attack: 140948, Defense: 88949, Current HP: 1178, A Avg: 1174096, D Avg: 124528, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 665: HP: 988, STR: 6304, VIT: 676, SPD: 59, LUK: 1, Attack: 140948, Defense: 86554, Current HP: 988, A Avg: 1174096, D Avg: 121175, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 664: HP: 1706, STR: 6304, VIT: 648, SPD: 55, LUK: 1, Attack: 140948, Defense: 86864, Current HP: 1706, A Avg: 1174096, D Avg: 121609, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 663: HP: 1140, STR: 6304, VIT: 788, SPD: 55, LUK: 1, Attack: 140948, Defense: 87823, Current HP: 1140, A Avg: 1174096, D Avg: 122952, [Neural Edge[190, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 662: HP: 740, STR: 6304, VIT: 937, SPD: 55, LUK: 1, Attack: 140948, Defense: 87985, Current HP: 740, A Avg: 1174096, D Avg: 123178, [Neural Edge[190, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 661: HP: 2783, STR: 1790, VIT: 408, SPD: 55, LUK: 1, Attack: 140965, Defense: 85636, Current HP: 2783, A Avg: 1174238, D Avg: 119890, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 660: HP: 2024, STR: 1790, VIT: 398, SPD: 55, LUK: 2, Attack: 140965, Defense: 85626, Current HP: 2024, A Avg: 1174238, D Avg: 119876, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 659: HP: 2080, STR: 4071, VIT: 742, SPD: 90, LUK: 1, Attack: 140970, Defense: 86854, Current HP: 2080, A Avg: 1174280, D Avg: 121595, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 658: HP: 1938, STR: 4076, VIT: 999, SPD: 55, LUK: 1, Attack: 140977, Defense: 85005, Current HP: 1938, A Avg: 1174338, D Avg: 119006, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 657: HP: 1919, STR: 4076, VIT: 6002, SPD: 55, LUK: 1, Attack: 140977, Defense: 91672, Current HP: 1919, A Avg: 1174338, D Avg: 128340, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 656: HP: 798, STR: 9059, VIT: 273, SPD: 55, LUK: 1, Attack: 140982, Defense: 88101, Current HP: 798, A Avg: 1174380, D Avg: 123341, [Jack Knife[185, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 655: HP: 1539, STR: 6328, VIT: 651, SPD: 59, LUK: 1, Attack: 140984, Defense: 84995, Current HP: 1539, A Avg: 1174396, D Avg: 118992, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 654: HP: 1273, STR: 1804, VIT: 91, SPD: 59, LUK: 1, Attack: 140986, Defense: 84227, Current HP: 1273, A Avg: 1174413, D Avg: 117917, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 653: HP: 1406, STR: 4084, VIT: 471, SPD: 66, LUK: 1, Attack: 140989, Defense: 84607, Current HP: 1406, A Avg: 1174438, D Avg: 118449, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Endpoint[318, 0, 0, 0]]
