Rank 1000: HP: 440, STR: 602605, VIT: 257, SPD: 7, LUK: 1, Attack: 1031909, Defense: 83980, Current HP: 440, A Avg: 8595801, D Avg: 117571, [Impulse[166, 230, 230, 230], Pot Lid[201, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 780: HP: 740, STR: 602699, VIT: 560, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87595, Current HP: 740, A Avg: 8599542, D Avg: 122632, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 779: HP: 340, STR: 602699, VIT: 211, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87259, Current HP: 340, A Avg: 8599542, D Avg: 122162, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 778: HP: 340, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83835, Current HP: 340, A Avg: 8599542, D Avg: 117368, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 777: HP: 340, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83845, Current HP: 340, A Avg: 8599542, D Avg: 117382, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 776: HP: 323, STR: 602699, VIT: 128, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83997, Current HP: 323, A Avg: 8599542, D Avg: 117595, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 775: HP: 323, STR: 602699, VIT: 134, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83938, Current HP: 323, A Avg: 8599542, D Avg: 117513, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 774: HP: 323, STR: 602699, VIT: 126, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83989, Current HP: 323, A Avg: 8599542, D Avg: 117584, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 773: HP: 323, STR: 602699, VIT: 147, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84036, Current HP: 323, A Avg: 8599542, D Avg: 117650, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 772: HP: 340, STR: 602699, VIT: 139, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84015, Current HP: 340, A Avg: 8599542, D Avg: 117620, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 771: HP: 380, STR: 602699, VIT: 143, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83980, Current HP: 380, A Avg: 8599542, D Avg: 117571, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 770: HP: 400, STR: 602699, VIT: 130, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83902, Current HP: 400, A Avg: 8599542, D Avg: 117462, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 769: HP: 440, STR: 602699, VIT: 139, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84158, Current HP: 440, A Avg: 8599542, D Avg: 117821, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 768: HP: 399, STR: 602699, VIT: 137, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84065, Current HP: 399, A Avg: 8599542, D Avg: 117690, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 767: HP: 496, STR: 602699, VIT: 174, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84736, Current HP: 496, A Avg: 8599542, D Avg: 118630, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 766: HP: 421, STR: 602699, VIT: 126, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84054, Current HP: 421, A Avg: 8599542, D Avg: 117675, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 765: HP: 340, STR: 602699, VIT: 481, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87269, Current HP: 340, A Avg: 8599542, D Avg: 122176, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 764: HP: 1387, STR: 602699, VIT: 117, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86034, Current HP: 1387, A Avg: 8599542, D Avg: 120447, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 763: HP: 644, STR: 602699, VIT: 203, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84937, Current HP: 644, A Avg: 8599542, D Avg: 118911, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 762: HP: 520, STR: 602699, VIT: 174, SPD: 7, LUK: 1, Attack: 1032358, Defense: 85649, Current HP: 520, A Avg: 8599542, D Avg: 119908, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 761: HP: 513, STR: 602699, VIT: 204, SPD: 7, LUK: 1, Attack: 1032358, Defense: 85172, Current HP: 513, A Avg: 8599542, D Avg: 119240, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 760: HP: 437, STR: 602699, VIT: 340, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87180, Current HP: 437, A Avg: 8599542, D Avg: 122051, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 759: HP: 460, STR: 602699, VIT: 186, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87611, Current HP: 460, A Avg: 8599542, D Avg: 122655, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 758: HP: 323, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86901, Current HP: 323, A Avg: 8599542, D Avg: 121661, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 757: HP: 323, STR: 602699, VIT: 278, SPD: 7, LUK: 1, Attack: 1032358, Defense: 90056, Current HP: 323, A Avg: 8599542, D Avg: 126078, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 756: HP: 798, STR: 602699, VIT: 552, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87340, Current HP: 798, A Avg: 8599542, D Avg: 122275, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 755: HP: 608, STR: 602699, VIT: 199, SPD: 8, LUK: 1, Attack: 1032358, Defense: 86077, Current HP: 608, A Avg: 8599542, D Avg: 120507, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 754: HP: 642, STR: 602699, VIT: 278, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86494, Current HP: 642, A Avg: 8599542, D Avg: 121091, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 753: HP: 740, STR: 602699, VIT: 560, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87595, Current HP: 740, A Avg: 8599542, D Avg: 122632, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 752: HP: 340, STR: 602699, VIT: 211, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87259, Current HP: 340, A Avg: 8599542, D Avg: 122162, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 751: HP: 340, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83835, Current HP: 340, A Avg: 8599542, D Avg: 117368, [Zodiac[184, 230, 230, 230], Pot Lid[201, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 750: HP: 340, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83845, Current HP: 340, A Avg: 8599542, D Avg: 117382, [Zodiac[184, 230, 230, 230], High Pot Lid[202, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 749: HP: 323, STR: 602699, VIT: 128, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83997, Current HP: 323, A Avg: 8599542, D Avg: 117595, [Zodiac[184, 230, 230, 230], Wooden Shield[203, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 748: HP: 323, STR: 602699, VIT: 134, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83938, Current HP: 323, A Avg: 8599542, D Avg: 117513, [Zodiac[184, 230, 230, 230], Iron Shield[204, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 747: HP: 323, STR: 602699, VIT: 126, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83989, Current HP: 323, A Avg: 8599542, D Avg: 117584, [Zodiac[184, 230, 230, 230], Titanium Shield[205, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 746: HP: 323, STR: 602699, VIT: 147, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84036, Current HP: 323, A Avg: 8599542, D Avg: 117650, [Zodiac[184, 230, 230, 230], Large iron Shield[206, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 745: HP: 340, STR: 602699, VIT: 139, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84015, Current HP: 340, A Avg: 8599542, D Avg: 117620, [Zodiac[184, 230, 230, 230], Magic Shield[207, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 744: HP: 380, STR: 602699, VIT: 143, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83980, Current HP: 380, A Avg: 8599542, D Avg: 117571, [Zodiac[184, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 743: HP: 400, STR: 602699, VIT: 130, SPD: 7, LUK: 1, Attack: 1032358, Defense: 83902, Current HP: 400, A Avg: 8599542, D Avg: 117462, [Zodiac[184, 230, 230, 230], Clear Shield[211, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 742: HP: 440, STR: 602699, VIT: 139, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84158, Current HP: 440, A Avg: 8599542, D Avg: 117821, [Zodiac[184, 230, 230, 230], Prism Shield[212, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 741: HP: 399, STR: 602699, VIT: 137, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84065, Current HP: 399, A Avg: 8599542, D Avg: 117690, [Zodiac[184, 230, 230, 230], Tower Shield[213, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 740: HP: 496, STR: 602699, VIT: 174, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84736, Current HP: 496, A Avg: 8599542, D Avg: 118630, [Zodiac[184, 230, 230, 230], Slime Shield[221, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 739: HP: 421, STR: 602699, VIT: 126, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84054, Current HP: 421, A Avg: 8599542, D Avg: 117675, [Zodiac[184, 230, 230, 230], Hardwood Shield[223, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 738: HP: 340, STR: 602699, VIT: 481, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87269, Current HP: 340, A Avg: 8599542, D Avg: 122176, [Zodiac[184, 230, 230, 230], Energy Shield[227, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 737: HP: 1387, STR: 602699, VIT: 117, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86034, Current HP: 1387, A Avg: 8599542, D Avg: 120447, [Zodiac[184, 230, 230, 230], Frying Pan[231, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 736: HP: 644, STR: 602699, VIT: 203, SPD: 7, LUK: 1, Attack: 1032358, Defense: 84937, Current HP: 644, A Avg: 8599542, D Avg: 118911, [Zodiac[184, 230, 230, 230], Slafield[232, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 735: HP: 520, STR: 602699, VIT: 174, SPD: 7, LUK: 1, Attack: 1032358, Defense: 85649, Current HP: 520, A Avg: 8599542, D Avg: 119908, [Zodiac[184, 230, 230, 230], Mist Shield[233, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 734: HP: 513, STR: 602699, VIT: 204, SPD: 7, LUK: 1, Attack: 1032358, Defense: 85172, Current HP: 513, A Avg: 8599542, D Avg: 119240, [Zodiac[184, 230, 230, 230], Huge Shield[234, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 733: HP: 437, STR: 602699, VIT: 340, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87180, Current HP: 437, A Avg: 8599542, D Avg: 122051, [Zodiac[184, 230, 230, 230], Aurora Shield[240, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 732: HP: 460, STR: 602699, VIT: 186, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87611, Current HP: 460, A Avg: 8599542, D Avg: 122655, [Zodiac[184, 230, 230, 230], Cloud Shield[241, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 731: HP: 323, STR: 602699, VIT: 112, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86901, Current HP: 323, A Avg: 8599542, D Avg: 121661, [Zodiac[184, 230, 230, 230], Graffiti[243, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 730: HP: 323, STR: 602699, VIT: 278, SPD: 7, LUK: 1, Attack: 1032358, Defense: 90056, Current HP: 323, A Avg: 8599542, D Avg: 126078, [Zodiac[184, 230, 230, 230], Blank Shield[244, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 729: HP: 798, STR: 602699, VIT: 552, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87340, Current HP: 798, A Avg: 8599542, D Avg: 122275, [Zodiac[184, 230, 230, 230], Golem Shield[245, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 728: HP: 608, STR: 602699, VIT: 199, SPD: 8, LUK: 1, Attack: 1032358, Defense: 86077, Current HP: 608, A Avg: 8599542, D Avg: 120507, [Zodiac[184, 230, 230, 230], Sticky thread shield[247, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 727: HP: 642, STR: 602699, VIT: 278, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86494, Current HP: 642, A Avg: 8599542, D Avg: 121091, [Zodiac[184, 230, 230, 230], King Shield[248, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 726: HP: 740, STR: 602699, VIT: 560, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87595, Current HP: 740, A Avg: 8599542, D Avg: 122632, [Zodiac[184, 230, 230, 230], Warrior's Shield[249, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 725: HP: 340, STR: 602699, VIT: 211, SPD: 7, LUK: 1, Attack: 1032358, Defense: 87259, Current HP: 340, A Avg: 8599542, D Avg: 122162, [Zodiac[184, 230, 230, 230], Ghost shield[251, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 724: HP: 547, STR: 603310, VIT: 252, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86468, Current HP: 547, A Avg: 8599542, D Avg: 121055, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 723: HP: 547, STR: 603310, VIT: 252, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86468, Current HP: 547, A Avg: 8599542, D Avg: 121055, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 722: HP: 547, STR: 603310, VIT: 252, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86468, Current HP: 547, A Avg: 8599542, D Avg: 121055, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 721: HP: 547, STR: 603310, VIT: 252, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86468, Current HP: 547, A Avg: 8599542, D Avg: 121055, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 720: HP: 547, STR: 603310, VIT: 252, SPD: 7, LUK: 1, Attack: 1032358, Defense: 86468, Current HP: 547, A Avg: 8599542, D Avg: 121055, [Jack Knife[185, 230, 230, 230], King Shield[248, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 719: HP: 760, STR: 602934, VIT: 431, SPD: 7, LUK: 1, Attack: 1032402, Defense: 86543, Current HP: 760, A Avg: 8599908, D Avg: 121160, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 718: HP: 760, STR: 602934, VIT: 431, SPD: 7, LUK: 1, Attack: 1032402, Defense: 86543, Current HP: 760, A Avg: 8599908, D Avg: 121160, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 717: HP: 760, STR: 602934, VIT: 431, SPD: 7, LUK: 1, Attack: 1032402, Defense: 86543, Current HP: 760, A Avg: 8599908, D Avg: 121160, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 716: HP: 760, STR: 602934, VIT: 431, SPD: 7, LUK: 1, Attack: 1032402, Defense: 86543, Current HP: 760, A Avg: 8599908, D Avg: 121160, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 715: HP: 760, STR: 602934, VIT: 431, SPD: 7, LUK: 1, Attack: 1032402, Defense: 86543, Current HP: 760, A Avg: 8599908, D Avg: 121160, [Impulse[166, 230, 230, 230], Goblin Hand[250, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 714: HP: 323, STR: 602742, VIT: 139, SPD: 8, LUK: 1, Attack: 1032423, Defense: 84164, Current HP: 323, A Avg: 8600083, D Avg: 117829, [Zodiac[184, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 713: HP: 323, STR: 602742, VIT: 139, SPD: 8, LUK: 1, Attack: 1032423, Defense: 84164, Current HP: 323, A Avg: 8600083, D Avg: 117829, [Zodiac[184, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 712: HP: 323, STR: 602742, VIT: 139, SPD: 8, LUK: 1, Attack: 1032423, Defense: 84164, Current HP: 323, A Avg: 8600083, D Avg: 117829, [Zodiac[184, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 711: HP: 323, STR: 602742, VIT: 139, SPD: 8, LUK: 1, Attack: 1032423, Defense: 84164, Current HP: 323, A Avg: 8600083, D Avg: 117829, [Zodiac[184, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 710: HP: 323, STR: 602742, VIT: 139, SPD: 8, LUK: 1, Attack: 1032423, Defense: 84164, Current HP: 323, A Avg: 8600083, D Avg: 117829, [Zodiac[184, 230, 230, 230], Conductive Barrier[208, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 709: HP: 421, STR: 602746, VIT: 154, SPD: 7, LUK: 1, Attack: 1032429, Defense: 84095, Current HP: 421, A Avg: 8600133, D Avg: 117732, [Zodiac[184, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 708: HP: 421, STR: 602746, VIT: 154, SPD: 7, LUK: 1, Attack: 1032429, Defense: 84095, Current HP: 421, A Avg: 8600133, D Avg: 117732, [Zodiac[184, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 707: HP: 421, STR: 602746, VIT: 154, SPD: 7, LUK: 1, Attack: 1032429, Defense: 84095, Current HP: 421, A Avg: 8600133, D Avg: 117732, [Zodiac[184, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 706: HP: 421, STR: 602746, VIT: 154, SPD: 7, LUK: 1, Attack: 1032429, Defense: 84095, Current HP: 421, A Avg: 8600133, D Avg: 117732, [Zodiac[184, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 705: HP: 421, STR: 602746, VIT: 154, SPD: 7, LUK: 1, Attack: 1032429, Defense: 84095, Current HP: 421, A Avg: 8600133, D Avg: 117732, [Zodiac[184, 230, 230, 230], Dragon's Scales[215, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 704: HP: 396, STR: 602756, VIT: 170, SPD: 7, LUK: 1, Attack: 1032444, Defense: 85788, Current HP: 396, A Avg: 8600258, D Avg: 120103, [Zodiac[184, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 703: HP: 396, STR: 602756, VIT: 170, SPD: 7, LUK: 1, Attack: 1032444, Defense: 85788, Current HP: 396, A Avg: 8600258, D Avg: 120103, [Zodiac[184, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 702: HP: 396, STR: 602756, VIT: 170, SPD: 7, LUK: 1, Attack: 1032444, Defense: 85788, Current HP: 396, A Avg: 8600258, D Avg: 120103, [Zodiac[184, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 701: HP: 396, STR: 602756, VIT: 170, SPD: 7, LUK: 1, Attack: 1032444, Defense: 85788, Current HP: 396, A Avg: 8600258, D Avg: 120103, [Zodiac[184, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 700: HP: 396, STR: 602756, VIT: 170, SPD: 7, LUK: 1, Attack: 1032444, Defense: 85788, Current HP: 396, A Avg: 8600258, D Avg: 120103, [Zodiac[184, 230, 230, 230], Mask of the Grim Reaper[214, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 699: HP: 353, STR: 602760, VIT: 308, SPD: 7, LUK: 1, Attack: 1032450, Defense: 85146, Current HP: 353, A Avg: 8600308, D Avg: 119204, [Zodiac[184, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 698: HP: 353, STR: 602760, VIT: 308, SPD: 7, LUK: 1, Attack: 1032450, Defense: 85146, Current HP: 353, A Avg: 8600308, D Avg: 119204, [Zodiac[184, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 697: HP: 353, STR: 602760, VIT: 308, SPD: 7, LUK: 1, Attack: 1032450, Defense: 85146, Current HP: 353, A Avg: 8600308, D Avg: 119204, [Zodiac[184, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 696: HP: 353, STR: 602760, VIT: 308, SPD: 7, LUK: 1, Attack: 1032450, Defense: 85146, Current HP: 353, A Avg: 8600308, D Avg: 119204, [Zodiac[184, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 695: HP: 353, STR: 602760, VIT: 308, SPD: 7, LUK: 1, Attack: 1032450, Defense: 85146, Current HP: 353, A Avg: 8600308, D Avg: 119204, [Zodiac[184, 230, 230, 230], Bulletproof Shield[235, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 694: HP: 456, STR: 602765, VIT: 156, SPD: 7, LUK: 1, Attack: 1032457, Defense: 84396, Current HP: 456, A Avg: 8600366, D Avg: 118154, [Zodiac[184, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 693: HP: 456, STR: 602765, VIT: 156, SPD: 7, LUK: 1, Attack: 1032457, Defense: 84396, Current HP: 456, A Avg: 8600366, D Avg: 118154, [Zodiac[184, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 692: HP: 456, STR: 602765, VIT: 156, SPD: 7, LUK: 1, Attack: 1032457, Defense: 84396, Current HP: 456, A Avg: 8600366, D Avg: 118154, [Zodiac[184, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 691: HP: 456, STR: 602765, VIT: 156, SPD: 7, LUK: 1, Attack: 1032457, Defense: 84396, Current HP: 456, A Avg: 8600366, D Avg: 118154, [Zodiac[184, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 690: HP: 456, STR: 602765, VIT: 156, SPD: 7, LUK: 1, Attack: 1032457, Defense: 84396, Current HP: 456, A Avg: 8600366, D Avg: 118154, [Zodiac[184, 230, 230, 230], Dragon's Wings[216, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 689: HP: 798, STR: 602981, VIT: 639, SPD: 7, LUK: 1, Attack: 1032473, Defense: 85633, Current HP: 798, A Avg: 8600500, D Avg: 119886, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 688: HP: 798, STR: 602981, VIT: 639, SPD: 7, LUK: 1, Attack: 1032473, Defense: 85633, Current HP: 798, A Avg: 8600500, D Avg: 119886, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 687: HP: 798, STR: 602981, VIT: 639, SPD: 7, LUK: 1, Attack: 1032473, Defense: 85633, Current HP: 798, A Avg: 8600500, D Avg: 119886, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 686: HP: 798, STR: 602981, VIT: 639, SPD: 7, LUK: 1, Attack: 1032473, Defense: 85633, Current HP: 798, A Avg: 8600500, D Avg: 119886, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 685: HP: 798, STR: 602981, VIT: 639, SPD: 7, LUK: 1, Attack: 1032473, Defense: 85633, Current HP: 798, A Avg: 8600500, D Avg: 119886, [Impulse[166, 230, 230, 230], Metalization[228, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 684: HP: 456, STR: 602784, VIT: 317, SPD: 7, LUK: 1, Attack: 1032486, Defense: 87118, Current HP: 456, A Avg: 8600608, D Avg: 121965, [Zodiac[184, 230, 230, 230], Riot[236, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 683: HP: 456, STR: 602784, VIT: 317, SPD: 7, LUK: 1, Attack: 1032486, Defense: 87118, Current HP: 456, A Avg: 8600608, D Avg: 121965, [Zodiac[184, 230, 230, 230], Riot[236, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 682: HP: 456, STR: 602784, VIT: 317, SPD: 7, LUK: 1, Attack: 1032486, Defense: 87118, Current HP: 456, A Avg: 8600608, D Avg: 121965, [Zodiac[184, 230, 230, 230], Riot[236, 230, 230, 230], Ring of power[314, 230, 230, 68]]
