Rank 107639: 106640 - [000, 107639, 000] - HP: 133, STR: 504, VIT: 65, SPD: 2, LUK: 1, Attack: 132248, Defense: 83902, Current HP: 133, A Avg: 1101625, D Avg: 117462, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106835 - [000, 107639, 000] - HP: 85, STR: 528, VIT: 46, SPD: 1, LUK: 1, Attack: 132284, Defense: 83909, Current HP: 85, A Avg: 1101925, D Avg: 117472, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106836 - [000, 107639, 000] - HP: 76, STR: 539, VIT: 46, SPD: 1, LUK: 1, Attack: 132300, Defense: 83909, Current HP: 76, A Avg: 1102058, D Avg: 117472, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106837 - [000, 107639, 000] - HP: 116, STR: 528, VIT: 41, SPD: 1, LUK: 1, Attack: 132284, Defense: 83904, Current HP: 116, A Avg: 1101925, D Avg: 117465, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106838 - [000, 107639, 000] - HP: 114, STR: 528, VIT: 41, SPD: 2, LUK: 1, Attack: 132284, Defense: 83904, Current HP: 114, A Avg: 1101925, D Avg: 117465, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106839 - [000, 107639, 000] - HP: 95, STR: 672, VIT: 51, SPD: 2, LUK: 1, Attack: 132500, Defense: 83914, Current HP: 95, A Avg: 1103724, D Avg: 117479, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106840 - [000, 107639, 000] - HP: 76, STR: 539, VIT: 76, SPD: 1, LUK: 1, Attack: 132300, Defense: 83939, Current HP: 76, A Avg: 1102058, D Avg: 117514, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106841 - [000, 107639, 000] - HP: 95, STR: 550, VIT: 51, SPD: 1, LUK: 2, Attack: 132317, Defense: 83914, Current HP: 95, A Avg: 1102200, D Avg: 117479, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106842 - [000, 107639, 000] - HP: 76, STR: 832, VIT: 51, SPD: 1, LUK: 1, Attack: 132740, Defense: 83914, Current HP: 76, A Avg: 1105724, D Avg: 117479, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106843 - [000, 107639, 000] - HP: 261, STR: 539, VIT: 62, SPD: 1, LUK: 1, Attack: 132300, Defense: 83925, Current HP: 261, A Avg: 1102058, D Avg: 117494, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106844 - [000, 107639, 000] - HP: 159, STR: 594, VIT: 41, SPD: 1, LUK: 1, Attack: 132383, Defense: 83904, Current HP: 159, A Avg: 1102750, D Avg: 117465, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106845 - [000, 107639, 000] - HP: 308, STR: 528, VIT: 76, SPD: 1, LUK: 1, Attack: 132284, Defense: 83939, Current HP: 308, A Avg: 1101925, D Avg: 117514, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106846 - [000, 107639, 000] - HP: 220, STR: 594, VIT: 31, SPD: 1, LUK: 2, Attack: 132383, Defense: 83894, Current HP: 220, A Avg: 1102750, D Avg: 117451, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106847 - [000, 107639, 000] - HP: 133, STR: 600, VIT: 72, SPD: 2, LUK: 1, Attack: 132392, Defense: 83935, Current HP: 133, A Avg: 1102825, D Avg: 117508, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106848 - [000, 107639, 000] - HP: 76, STR: 1292, VIT: 31, SPD: 1, LUK: 1, Attack: 133430, Defense: 83894, Current HP: 76, A Avg: 1111471, D Avg: 117451, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 106849 - [000, 107639, 000] - HP: 80, STR: 990, VIT: 141, SPD: 1, LUK: 1, Attack: 132977, Defense: 84004, Current HP: 80, A Avg: 1107698, D Avg: 117605, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 106850 - [000, 107639, 000] - HP: 171, STR: 832, VIT: 72, SPD: 1, LUK: 1, Attack: 132740, Defense: 83935, Current HP: 171, A Avg: 1105724, D Avg: 117508, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 106851 - [000, 107639, 000] - HP: 76, STR: 594, VIT: 31, SPD: 1, LUK: 2, Attack: 132383, Defense: 83894, Current HP: 76, A Avg: 1102750, D Avg: 117451, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 106852 - [000, 107639, 000] - HP: 293, STR: 696, VIT: 245, SPD: 1, LUK: 1, Attack: 132536, Defense: 84108, Current HP: 293, A Avg: 1104024, D Avg: 117751, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 106853 - [000, 107639, 000] - HP: 304, STR: 1008, VIT: 31, SPD: 1, LUK: 1, Attack: 133004, Defense: 83894, Current HP: 304, A Avg: 1107923, D Avg: 117451, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 106854 - [000, 107639, 000] - HP: 266, STR: 952, VIT: 353, SPD: 1, LUK: 1, Attack: 132920, Defense: 84216, Current HP: 266, A Avg: 1107223, D Avg: 117902, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106855 - [000, 107639, 000] - HP: 198, STR: 550, VIT: 76, SPD: 1, LUK: 1, Attack: 132317, Defense: 83939, Current HP: 198, A Avg: 1102200, D Avg: 117514, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106856 - [000, 107639, 000] - HP: 171, STR: 832, VIT: 72, SPD: 1, LUK: 1, Attack: 132740, Defense: 83935, Current HP: 171, A Avg: 1105724, D Avg: 117508, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106857 - [000, 107639, 000] - HP: 76, STR: 768, VIT: 31, SPD: 1, LUK: 1, Attack: 132644, Defense: 83894, Current HP: 76, A Avg: 1104924, D Avg: 117451, [Neural Edge[190, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106858 - [000, 107639, 000] - HP: 123, STR: 528, VIT: 46, SPD: 1, LUK: 1, Attack: 132284, Defense: 83935, Current HP: 123, A Avg: 1101925, D Avg: 117508, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106859 - [000, 107639, 000] - HP: 114, STR: 539, VIT: 46, SPD: 1, LUK: 1, Attack: 132300, Defense: 83935, Current HP: 114, A Avg: 1102058, D Avg: 117508, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106860 - [000, 107639, 000] - HP: 174, STR: 528, VIT: 41, SPD: 1, LUK: 1, Attack: 132284, Defense: 83930, Current HP: 174, A Avg: 1101925, D Avg: 117501, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106861 - [000, 107639, 000] - HP: 152, STR: 528, VIT: 41, SPD: 2, LUK: 1, Attack: 132284, Defense: 83930, Current HP: 152, A Avg: 1101925, D Avg: 117501, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106862 - [000, 107639, 000] - HP: 133, STR: 672, VIT: 51, SPD: 2, LUK: 1, Attack: 132500, Defense: 83940, Current HP: 133, A Avg: 1103724, D Avg: 117515, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106863 - [000, 107639, 000] - HP: 114, STR: 539, VIT: 76, SPD: 1, LUK: 1, Attack: 132300, Defense: 83965, Current HP: 114, A Avg: 1102058, D Avg: 117550, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106864 - [000, 107639, 000] - HP: 133, STR: 550, VIT: 51, SPD: 1, LUK: 2, Attack: 132317, Defense: 83940, Current HP: 133, A Avg: 1102200, D Avg: 117515, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106865 - [000, 107639, 000] - HP: 114, STR: 832, VIT: 51, SPD: 1, LUK: 1, Attack: 132740, Defense: 83940, Current HP: 114, A Avg: 1105724, D Avg: 117515, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106866 - [000, 107639, 000] - HP: 319, STR: 539, VIT: 62, SPD: 1, LUK: 1, Attack: 132300, Defense: 83951, Current HP: 319, A Avg: 1102058, D Avg: 117531, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106867 - [000, 107639, 000] - HP: 223, STR: 594, VIT: 41, SPD: 1, LUK: 1, Attack: 132383, Defense: 83930, Current HP: 223, A Avg: 1102750, D Avg: 117501, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106868 - [000, 107639, 000] - HP: 352, STR: 528, VIT: 76, SPD: 1, LUK: 1, Attack: 132284, Defense: 83965, Current HP: 352, A Avg: 1101925, D Avg: 117550, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106869 - [000, 107639, 000] - HP: 264, STR: 594, VIT: 31, SPD: 1, LUK: 2, Attack: 132383, Defense: 83920, Current HP: 264, A Avg: 1102750, D Avg: 117487, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106870 - [000, 107639, 000] - HP: 171, STR: 600, VIT: 72, SPD: 2, LUK: 1, Attack: 132392, Defense: 83961, Current HP: 171, A Avg: 1102825, D Avg: 117545, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106871 - [000, 107639, 000] - HP: 114, STR: 1292, VIT: 31, SPD: 1, LUK: 1, Attack: 133430, Defense: 83920, Current HP: 114, A Avg: 1111471, D Avg: 117487, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 106872 - [000, 107639, 000] - HP: 120, STR: 990, VIT: 141, SPD: 1, LUK: 1, Attack: 132977, Defense: 84030, Current HP: 120, A Avg: 1107698, D Avg: 117641, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 106873 - [000, 107639, 000] - HP: 209, STR: 832, VIT: 72, SPD: 1, LUK: 1, Attack: 132740, Defense: 83961, Current HP: 209, A Avg: 1105724, D Avg: 117545, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 106874 - [000, 107639, 000] - HP: 114, STR: 594, VIT: 31, SPD: 1, LUK: 2, Attack: 132383, Defense: 83920, Current HP: 114, A Avg: 1102750, D Avg: 117487, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 106875 - [000, 107639, 000] - HP: 335, STR: 696, VIT: 245, SPD: 1, LUK: 1, Attack: 132536, Defense: 84134, Current HP: 335, A Avg: 1104024, D Avg: 117787, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 106876 - [000, 107639, 000] - HP: 342, STR: 1008, VIT: 31, SPD: 1, LUK: 1, Attack: 133004, Defense: 83920, Current HP: 342, A Avg: 1107923, D Avg: 117487, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 106877 - [000, 107639, 000] - HP: 304, STR: 952, VIT: 353, SPD: 1, LUK: 1, Attack: 132920, Defense: 84242, Current HP: 304, A Avg: 1107223, D Avg: 117938, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106878 - [000, 107639, 000] - HP: 242, STR: 550, VIT: 76, SPD: 1, LUK: 1, Attack: 132317, Defense: 83965, Current HP: 242, A Avg: 1102200, D Avg: 117550, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106879 - [000, 107639, 000] - HP: 209, STR: 832, VIT: 72, SPD: 1, LUK: 1, Attack: 132740, Defense: 83961, Current HP: 209, A Avg: 1105724, D Avg: 117545, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106880 - [000, 107639, 000] - HP: 114, STR: 768, VIT: 31, SPD: 1, LUK: 1, Attack: 132644, Defense: 83920, Current HP: 114, A Avg: 1104924, D Avg: 117487, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106881 - [000, 107639, 000] - HP: 85, STR: 472, VIT: 61, SPD: 1, LUK: 1, Attack: 132200, Defense: 84483, Current HP: 85, A Avg: 1101225, D Avg: 118276, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106882 - [000, 107639, 000] - HP: 76, STR: 482, VIT: 61, SPD: 1, LUK: 1, Attack: 132215, Defense: 84483, Current HP: 76, A Avg: 1101350, D Avg: 118276, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106883 - [000, 107639, 000] - HP: 116, STR: 472, VIT: 51, SPD: 1, LUK: 1, Attack: 132200, Defense: 84473, Current HP: 116, A Avg: 1101225, D Avg: 118262, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106884 - [000, 107639, 000] - HP: 114, STR: 472, VIT: 51, SPD: 3, LUK: 1, Attack: 132200, Defense: 84473, Current HP: 114, A Avg: 1101225, D Avg: 118262, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106885 - [000, 107639, 000] - HP: 95, STR: 607, VIT: 62, SPD: 2, LUK: 1, Attack: 132402, Defense: 84484, Current HP: 95, A Avg: 1102908, D Avg: 118277, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106886 - [000, 107639, 000] - HP: 76, STR: 482, VIT: 92, SPD: 1, LUK: 1, Attack: 132215, Defense: 84514, Current HP: 76, A Avg: 1101350, D Avg: 118319, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106887 - [000, 107639, 000] - HP: 95, STR: 493, VIT: 62, SPD: 1, LUK: 2, Attack: 132231, Defense: 84484, Current HP: 95, A Avg: 1101484, D Avg: 118277, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106888 - [000, 107639, 000] - HP: 76, STR: 759, VIT: 62, SPD: 1, LUK: 1, Attack: 132630, Defense: 84484, Current HP: 76, A Avg: 1104807, D Avg: 118277, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106889 - [000, 107639, 000] - HP: 261, STR: 482, VIT: 72, SPD: 1, LUK: 1, Attack: 132215, Defense: 84494, Current HP: 261, A Avg: 1101350, D Avg: 118291, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106890 - [000, 107639, 000] - HP: 159, STR: 535, VIT: 51, SPD: 1, LUK: 1, Attack: 132294, Defense: 84473, Current HP: 159, A Avg: 1102009, D Avg: 118262, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106891 - [000, 107639, 000] - HP: 308, STR: 472, VIT: 92, SPD: 1, LUK: 1, Attack: 132200, Defense: 84514, Current HP: 308, A Avg: 1101225, D Avg: 118319, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106892 - [000, 107639, 000] - HP: 220, STR: 535, VIT: 41, SPD: 1, LUK: 2, Attack: 132294, Defense: 84463, Current HP: 220, A Avg: 1102009, D Avg: 118248, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106893 - [000, 107639, 000] - HP: 133, STR: 540, VIT: 83, SPD: 2, LUK: 1, Attack: 132302, Defense: 84505, Current HP: 133, A Avg: 1102075, D Avg: 118306, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106894 - [000, 107639, 000] - HP: 76, STR: 1202, VIT: 41, SPD: 1, LUK: 1, Attack: 133295, Defense: 84463, Current HP: 76, A Avg: 1110347, D Avg: 118248, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 106895 - [000, 107639, 000] - HP: 80, STR: 912, VIT: 152, SPD: 1, LUK: 1, Attack: 132860, Defense: 84574, Current HP: 80, A Avg: 1106723, D Avg: 118403, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 106896 - [000, 107639, 000] - HP: 171, STR: 759, VIT: 83, SPD: 1, LUK: 1, Attack: 132630, Defense: 84505, Current HP: 171, A Avg: 1104807, D Avg: 118306, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 106897 - [000, 107639, 000] - HP: 76, STR: 535, VIT: 41, SPD: 1, LUK: 2, Attack: 132294, Defense: 84463, Current HP: 76, A Avg: 1102009, D Avg: 118248, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 106898 - [000, 107639, 000] - HP: 293, STR: 632, VIT: 262, SPD: 1, LUK: 1, Attack: 132440, Defense: 84684, Current HP: 293, A Avg: 1103225, D Avg: 118557, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 106899 - [000, 107639, 000] - HP: 304, STR: 922, VIT: 41, SPD: 1, LUK: 1, Attack: 132875, Defense: 84463, Current HP: 304, A Avg: 1106848, D Avg: 118248, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 106900 - [000, 107639, 000] - HP: 266, STR: 877, VIT: 368, SPD: 1, LUK: 1, Attack: 132807, Defense: 84790, Current HP: 266, A Avg: 1106282, D Avg: 118705, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 106901 - [000, 107639, 000] - HP: 198, STR: 493, VIT: 92, SPD: 1, LUK: 1, Attack: 132231, Defense: 84514, Current HP: 198, A Avg: 1101484, D Avg: 118319, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 106902 - [000, 107639, 000] - HP: 171, STR: 759, VIT: 83, SPD: 1, LUK: 1, Attack: 132630, Defense: 84505, Current HP: 171, A Avg: 1104807, D Avg: 118306, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 106903 - [000, 107639, 000] - HP: 76, STR: 697, VIT: 41, SPD: 2, LUK: 1, Attack: 132537, Defense: 84463, Current HP: 76, A Avg: 1104033, D Avg: 118248, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 106904 - [000, 107639, 000] - HP: 170, STR: 440, VIT: 61, SPD: 1, LUK: 1, Attack: 132152, Defense: 84623, Current HP: 170, A Avg: 1100826, D Avg: 118472, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 106905 - [000, 107639, 000] - HP: 160, STR: 451, VIT: 61, SPD: 1, LUK: 1, Attack: 132168, Defense: 84623, Current HP: 160, A Avg: 1100959, D Avg: 118472, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 106906 - [000, 107639, 000] - HP: 240, STR: 440, VIT: 51, SPD: 1, LUK: 1, Attack: 132152, Defense: 84613, Current HP: 240, A Avg: 1100826, D Avg: 118458, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 106907 - [000, 107639, 000] - HP: 200, STR: 440, VIT: 51, SPD: 2, LUK: 1, Attack: 132152, Defense: 84613, Current HP: 200, A Avg: 1100826, D Avg: 118458, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 106908 - [000, 107639, 000] - HP: 180, STR: 567, VIT: 62, SPD: 2, LUK: 1, Attack: 132342, Defense: 84624, Current HP: 180, A Avg: 1102408, D Avg: 118473, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 106909 - [000, 107639, 000] - HP: 160, STR: 451, VIT: 92, SPD: 1, LUK: 1, Attack: 132168, Defense: 84654, Current HP: 160, A Avg: 1100959, D Avg: 118515, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 106910 - [000, 107639, 000] - HP: 180, STR: 461, VIT: 62, SPD: 1, LUK: 2, Attack: 132183, Defense: 84624, Current HP: 180, A Avg: 1101084, D Avg: 118473, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 106911 - [000, 107639, 000] - HP: 160, STR: 712, VIT: 62, SPD: 1, LUK: 1, Attack: 132560, Defense: 84624, Current HP: 160, A Avg: 1104224, D Avg: 118473, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 106912 - [000, 107639, 000] - HP: 390, STR: 451, VIT: 72, SPD: 1, LUK: 1, Attack: 132168, Defense: 84634, Current HP: 390, A Avg: 1100959, D Avg: 118487, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 106913 - [000, 107639, 000] - HP: 297, STR: 503, VIT: 51, SPD: 1, LUK: 1, Attack: 132246, Defense: 84613, Current HP: 297, A Avg: 1101609, D Avg: 118458, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 106914 - [000, 107639, 000] - HP: 414, STR: 440, VIT: 92, SPD: 1, LUK: 1, Attack: 132152, Defense: 84654, Current HP: 414, A Avg: 1100826, D Avg: 118515, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 106915 - [000, 107639, 000] - HP: 322, STR: 503, VIT: 41, SPD: 1, LUK: 2, Attack: 132246, Defense: 84603, Current HP: 322, A Avg: 1101609, D Avg: 118444, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 106916 - [000, 107639, 000] - HP: 220, STR: 504, VIT: 83, SPD: 2, LUK: 1, Attack: 132248, Defense: 84645, Current HP: 220, A Avg: 1101625, D Avg: 118502, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 106917 - [000, 107639, 000] - HP: 160, STR: 1146, VIT: 41, SPD: 1, LUK: 1, Attack: 133211, Defense: 84603, Current HP: 160, A Avg: 1109647, D Avg: 118444, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 106918 - [000, 107639, 000] - HP: 168, STR: 864, VIT: 152, SPD: 1, LUK: 1, Attack: 132788, Defense: 84714, Current HP: 168, A Avg: 1106124, D Avg: 118599, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 106919 - [000, 107639, 000] - HP: 260, STR: 712, VIT: 83, SPD: 1, LUK: 1, Attack: 132560, Defense: 84645, Current HP: 260, A Avg: 1104224, D Avg: 118502, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 106920 - [000, 107639, 000] - HP: 160, STR: 503, VIT: 41, SPD: 1, LUK: 2, Attack: 132246, Defense: 84603, Current HP: 160, A Avg: 1101609, D Avg: 118444, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 106921 - [000, 107639, 000] - HP: 396, STR: 598, VIT: 262, SPD: 1, LUK: 1, Attack: 132389, Defense: 84824, Current HP: 396, A Avg: 1102800, D Avg: 118753, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 106922 - [000, 107639, 000] - HP: 400, STR: 860, VIT: 41, SPD: 1, LUK: 1, Attack: 132782, Defense: 84603, Current HP: 400, A Avg: 1106074, D Avg: 118444, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
